"plj0047","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","no migration background","Male","","","",""
"Big worries","1992","no migration background","Female","","","",""
"Big worries","1992","direct migration background","Male","396","0.405662903820342","0.375920654027818","0.435405153612865"
"Big worries","1992","direct migration background","Female","335","0.428707360823721","0.396193924510877","0.461220797136566"
"Big worries","1992","indirect migration background","Male","64","0.4314021027292","0.35489902513738","0.507905180321021"
"Big worries","1992","indirect migration background","Female","69","0.52069605922078","0.442301948654479","0.599090169787082"
"Some worries","1992","no migration background","Male","","","",""
"Some worries","1992","no migration background","Female","","","",""
"Some worries","1992","direct migration background","Male","450","0.394769997546404","0.365162135809755","0.424377859283053"
"Some worries","1992","direct migration background","Female","398","0.410954267083546","0.37863032336171","0.443278210805383"
"Some worries","1992","indirect migration background","Male","68","0.392808430036051","0.317370733402307","0.468246126669794"
"Some worries","1992","indirect migration background","Female","56","0.290021891477983","0.218814732097914","0.361229050858052"
"No worries","1992","no migration background","Male","","","",""
"No worries","1992","no migration background","Female","","","",""
"No worries","1992","direct migration background","Male","201","0.199567098633254","0.17535782898091","0.223776368285598"
"No worries","1992","direct migration background","Female","157","0.160338372092733","0.136232437382551","0.184444306802914"
"No worries","1992","indirect migration background","Male","","","",""
"No worries","1992","indirect migration background","Female","31","0.189282049301237","0.127810324196607","0.250753774405867"
"Big worries","1993","no migration background","Male","","","",""
"Big worries","1993","no migration background","Female","","","",""
"Big worries","1993","direct migration background","Male","446","0.448964517692284","0.418167403566484","0.479761631818084"
"Big worries","1993","direct migration background","Female","428","0.547713761262917","0.514234354086536","0.581193168439298"
"Big worries","1993","indirect migration background","Male","92","0.560057956086939","0.48794278857175","0.632173123602128"
"Big worries","1993","indirect migration background","Female","71","0.504003954865848","0.428623141765794","0.579384767965902"
"Some worries","1993","no migration background","Male","","","",""
"Some worries","1993","no migration background","Female","","","",""
"Some worries","1993","direct migration background","Male","440","0.442915232673813","0.412158855342807","0.47367161000482"
"Some worries","1993","direct migration background","Female","322","0.339084922029253","0.307241383972489","0.370928460086017"
"Some worries","1993","indirect migration background","Male","72","0.349973382303013","0.280679407343712","0.419267357262314"
"Some worries","1993","indirect migration background","Female","77","0.377789904437662","0.304693091897303","0.45088671697802"
"No worries","1993","no migration background","Male","","","",""
"No worries","1993","no migration background","Female","","","",""
"No worries","1993","direct migration background","Male","116","0.108120249633903","0.0888928345530655","0.12734766471474"
"No worries","1993","direct migration background","Female","99","0.113201316707831","0.0918889095275024","0.134513723888159"
"No worries","1993","indirect migration background","Male","","","",""
"No worries","1993","indirect migration background","Female","","","",""
"Big worries","1994","no migration background","Male","","","",""
"Big worries","1994","no migration background","Female","","","",""
"Big worries","1994","direct migration background","Male","393","0.448378452827015","0.416534917813478","0.480221987840552"
"Big worries","1994","direct migration background","Female","387","0.508190461822944","0.473867795752534","0.542513127893353"
"Big worries","1994","indirect migration background","Male","85","0.459618998788985","0.38721518895852","0.532022808619451"
"Big worries","1994","indirect migration background","Female","99","0.595317439667673","0.52400850567394","0.666626373661405"
"Some worries","1994","no migration background","Male","","","",""
"Some worries","1994","no migration background","Female","","","",""
"Some worries","1994","direct migration background","Male","426","0.449145000065185","0.417296408735156","0.480993591395214"
"Some worries","1994","direct migration background","Female","336","0.38032662647835","0.346997105643514","0.413656147313185"
"Some worries","1994","indirect migration background","Male","81","0.476992618997561","0.404428465154731","0.549556772840392"
"Some worries","1994","indirect migration background","Female","64","0.29472890503602","0.228491729546712","0.360966080525329"
"No worries","1994","no migration background","Male","","","",""
"No worries","1994","no migration background","Female","","","",""
"No worries","1994","direct migration background","Male","118","0.1024765471078","0.083058147222846","0.121894946992754"
"No worries","1994","direct migration background","Female","92","0.111482911698706","0.0898753217015735","0.133090501695839"
"No worries","1994","indirect migration background","Male","","","",""
"No worries","1994","indirect migration background","Female","","","",""
"Big worries","1995","no migration background","Male","","","",""
"Big worries","1995","no migration background","Female","","","",""
"Big worries","1995","direct migration background","Male","340","0.444785895083575","0.411299479859258","0.478272310307892"
"Big worries","1995","direct migration background","Female","319","0.472580026024202","0.437039041372004","0.508121010676401"
"Big worries","1995","indirect migration background","Male","63","0.393289232316897","0.32212599720879","0.464452467425005"
"Big worries","1995","indirect migration background","Female","77","0.475594963597296","0.402229757763492","0.5489601694311"
"Some worries","1995","no migration background","Male","","","",""
"Some worries","1995","no migration background","Female","","","",""
"Some worries","1995","direct migration background","Male","382","0.406040473305417","0.372948246026186","0.439132700584647"
"Some worries","1995","direct migration background","Female","339","0.408005155648875","0.373018270775311","0.442992040522438"
"Some worries","1995","indirect migration background","Male","98","0.505944944300626","0.433108605434984","0.578781283166267"
"Some worries","1995","indirect migration background","Female","80","0.413984920632583","0.341627221793937","0.48634261947123"
"No worries","1995","no migration background","Male","","","",""
"No worries","1995","no migration background","Female","","","",""
"No worries","1995","direct migration background","Male","124","0.149173631611008","0.125167100430408","0.173180162791609"
"No worries","1995","direct migration background","Female","100","0.119414818326923","0.0963299030070299","0.142499733646816"
"No worries","1995","indirect migration background","Male","","","",""
"No worries","1995","indirect migration background","Female","","","",""
"Big worries","1996","no migration background","Male","1255","0.272028394417541","0.25926399183413","0.284792797000952"
"Big worries","1996","no migration background","Female","1466","0.300268242521096","0.287735986004767","0.312800499037425"
"Big worries","1996","direct migration background","Male","467","0.339624567926435","0.31389073683167","0.3653583990212"
"Big worries","1996","direct migration background","Female","470","0.355044717775366","0.328860410265007","0.381229025285725"
"Big worries","1996","indirect migration background","Male","98","0.413256793065114","0.354412278200352","0.472101307929876"
"Big worries","1996","indirect migration background","Female","107","0.41833356313841","0.360451454142334","0.476215672134486"
"Some worries","1996","no migration background","Male","2433","0.529845785909174","0.515529476930084","0.544162094888264"
"Some worries","1996","no migration background","Female","2859","0.538435152359796","0.524805278144452","0.552065026575139"
"Some worries","1996","direct migration background","Male","668","0.508429900790098","0.481264400125217","0.535595401454978"
"Some worries","1996","direct migration background","Female","641","0.485849502339632","0.458501174701266","0.513197829977997"
"Some worries","1996","indirect migration background","Male","140","0.508828899525926","0.44908765868761","0.568570140364243"
"Some worries","1996","indirect migration background","Female","136","0.467169800842064","0.408626421819656","0.525713179864472"
"No worries","1996","no migration background","Male","981","0.198125819673285","0.186692830108545","0.209558809238025"
"No worries","1996","no migration background","Female","814","0.161296605119108","0.151240597447422","0.171352612790794"
"No worries","1996","direct migration background","Male","166","0.151945531283467","0.132439663225727","0.171451399341207"
"No worries","1996","direct migration background","Female","172","0.159105779885003","0.139091110301394","0.179120449468611"
"No worries","1996","indirect migration background","Male","31","0.0779143074089595","0.0458836243628344","0.109944990455085"
"No worries","1996","indirect migration background","Female","36","0.114496636019526","0.0771340041738642","0.151859267865187"
"Big worries","1997","no migration background","Male","1301","0.294160283640054","0.281050746131841","0.307269821148268"
"Big worries","1997","no migration background","Female","1533","0.305747441148722","0.293107853138956","0.318387029158488"
"Big worries","1997","direct migration background","Male","442","0.336842084752847","0.310620287781314","0.363063881724381"
"Big worries","1997","direct migration background","Female","438","0.362973239281916","0.336012696576302","0.38993378198753"
"Big worries","1997","indirect migration background","Male","90","0.347327068521639","0.292434154548074","0.402219982495204"
"Big worries","1997","indirect migration background","Female","99","0.347860436632279","0.292072298390681","0.403648574873877"
"Some worries","1997","no migration background","Male","2334","0.500029678171084","0.485644597213868","0.5144147591283"
"Some worries","1997","no migration background","Female","2757","0.528262229806276","0.514567046068977","0.541957413543574"
"Some worries","1997","direct migration background","Male","604","0.468522515287161","0.440837264182122","0.496207766392201"
"Some worries","1997","direct migration background","Female","604","0.469624577377126","0.441642523264611","0.497606631489641"
"Some worries","1997","indirect migration background","Male","148","0.471279629906058","0.413728808653341","0.528830451158776"
"Some worries","1997","indirect migration background","Female","137","0.503594457917052","0.44503084558473","0.562158070249375"
"No worries","1997","no migration background","Male","1006","0.205810038188862","0.194178483146584","0.217441593231139"
"No worries","1997","no migration background","Female","814","0.165990329045002","0.155782821857464","0.176197836232541"
"No worries","1997","direct migration background","Male","202","0.194635399959991","0.172669551537849","0.216601248382134"
"No worries","1997","direct migration background","Female","180","0.167402183340959","0.146470185517934","0.188334181163983"
"No worries","1997","indirect migration background","Male","51","0.181393301572303","0.136966255376092","0.225820347768513"
"No worries","1997","indirect migration background","Female","44","0.148545105450669","0.106888960898638","0.190201250002699"
"Big worries","1998","no migration background","Male","1528","0.296883629093528","0.284582135032224","0.309185123154832"
"Big worries","1998","no migration background","Female","1685","0.298961101575304","0.287179278550171","0.310742924600436"
"Big worries","1998","direct migration background","Male","424","0.373264481036485","0.34593283648013","0.400596125592839"
"Big worries","1998","direct migration background","Female","434","0.370112025822872","0.34256305721862","0.397660994427124"
"Big worries","1998","indirect migration background","Male","97","0.354856920139739","0.301508260512497","0.408205579766982"
"Big worries","1998","indirect migration background","Female","103","0.336330427517769","0.281860323737457","0.39080053129808"
"Some worries","1998","no migration background","Male","2578","0.489513964877564","0.476054567756889","0.502973361998239"
