"plj0047","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1992","16-34 y.","1-pers.-HH","18","","","","1"
"Big worries","1992","16-34 y.","(Married) couple without C. ","31","0.465333586479842","0.353923020591413","0.576744152368271","1"
"Big worries","1992","16-34 y.","Single parent ","25","","","","1"
"Big worries","1992","16-34 y.","Couple + C. LE 16 ","151","0.516915316584819","0.461818578975125","0.572012054194514","1"
"Big worries","1992","16-34 y.","Couple + C. GT 16 ","89","0.3990028828297","0.335439810799306","0.462565954860094","1"
"Big worries","1992","16-34 y.","Couple + C. LE and GT 16","68","0.432749729336328","0.3569213235754","0.508578135097256","1"
"Big worries","1992","35-65 y.","1-pers.-HH","16","","","","1"
"Big worries","1992","35-65 y.","(Married) couple without C. ","64","0.366590020003549","0.300626483684951","0.432553556322146","1"
"Big worries","1992","35-65 y.","Single parent ","18","","","","1"
"Big worries","1992","35-65 y.","Couple + C. LE 16 ","84","0.457615908171492","0.393369902842491","0.521861913500493","1"
"Big worries","1992","35-65 y.","Couple + C. GT 16 ","102","0.38248378802697","0.326645474311207","0.438322101742732","1"
"Big worries","1992","35-65 y.","Couple + C. LE and GT 16","97","0.424576366233163","0.364611123933244","0.484541608533083","1"
"Big worries","1992","66 and older","1-pers.-HH","2","","","","1"
"Big worries","1992","66 and older","(Married) couple without C. ","","","","","1"
"Big worries","1992","66 and older","Single parent ","","","","","1"
"Big worries","1992","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1992","66 and older","Couple + C. GT 16 ","5","","","","1"
"Big worries","1992","66 and older","Couple + C. LE and GT 16","","","","","1"
"No worries","1992","16-34 y.","Couple + C. LE and GT 16","26","","","","3"
"No worries","1992","16-34 y.","Couple + C. GT 16 ","44","0.159732849759319","0.112178912533321","0.207286786985317","3"
"No worries","1992","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","1992","66 and older","Single parent ","1","","","","3"
"No worries","1992","16-34 y.","Couple + C. LE 16 ","42","0.129217787458181","0.0922332259074101","0.166202349008952","3"
"No worries","1992","66 and older","Couple + C. GT 16 ","1","","","","3"
"No worries","1992","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","1992","16-34 y.","Single parent ","10","","","","3"
"No worries","1992","16-34 y.","1-pers.-HH","7","","","","3"
"No worries","1992","16-34 y.","(Married) couple without C. ","15","","","","3"
"No worries","1992","35-65 y.","1-pers.-HH","26","","","","3"
"No worries","1992","35-65 y.","(Married) couple without C. ","44","0.206616076214275","0.151192453013213","0.262039699415338","3"
"No worries","1992","35-65 y.","Single parent ","9","","","","3"
"No worries","1992","35-65 y.","Couple + C. LE 16 ","46","0.17371938487868","0.124862021687535","0.222576748069825","3"
"No worries","1992","35-65 y.","Couple + C. GT 16 ","63","0.197323510943819","0.151597713854351","0.243049308033287","3"
"No worries","1992","35-65 y.","Couple + C. LE and GT 16","40","0.157944963864564","0.113701311879032","0.202188615850096","3"
"No worries","1992","66 and older","1-pers.-HH","","","","","3"
"No worries","1992","66 and older","(Married) couple without C. ","5","","","","3"
"Some worries","1992","35-65 y.","Couple + C. LE 16 ","101","0.368664706949828","0.306450736737096","0.43087867716256","2"
"Some worries","1992","35-65 y.","Single parent ","14","","","","2"
"Some worries","1992","35-65 y.","(Married) couple without C. ","97","0.426793903782176","0.359086577440475","0.494501230123878","2"
"Some worries","1992","35-65 y.","1-pers.-HH","33","0.378413080011122","0.268651218809543","0.488174941212702","2"
"Some worries","1992","16-34 y.","Couple + C. LE and GT 16","70","0.364626413417232","0.290960800253065","0.4382920265814","2"
"Some worries","1992","16-34 y.","Couple + C. GT 16 ","95","0.441264267410981","0.376812731522139","0.505715803299823","2"
"Some worries","1992","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1992","16-34 y.","Couple + C. LE 16 ","123","0.353866895957","0.301145668358093","0.406588123555906","2"
"Some worries","1992","66 and older","Couple + C. GT 16 ","8","","","","2"
"Some worries","1992","66 and older","Couple + C. LE 16 ","","","","","2"
"Some worries","1992","66 and older","Single parent ","","","","","2"
"Some worries","1992","16-34 y.","Single parent ","20","","","","2"
"Some worries","1992","16-34 y.","1-pers.-HH","18","","","","2"
"Some worries","1992","16-34 y.","(Married) couple without C. ","31","0.393500744988833","0.284384190574713","0.502617299402953","2"
"Some worries","1992","35-65 y.","Couple + C. GT 16 ","126","0.420192701029211","0.363481651100027","0.476903750958396","2"
"Some worries","1992","35-65 y.","Couple + C. LE and GT 16","124","0.417478669902273","0.357651163880427","0.477306175924118","2"
"Some worries","1992","66 and older","1-pers.-HH","1","","","","2"
"Some worries","1992","66 and older","(Married) couple without C. ","5","","","","2"
"Big worries","1993","16-34 y.","1-pers.-HH","24","","","","1"
"Big worries","1993","16-34 y.","(Married) couple without C. ","47","0.594102541403176","0.489088512871535","0.699116569934817","1"
"Big worries","1993","16-34 y.","Single parent ","18","","","","1"
"Big worries","1993","16-34 y.","Couple + C. LE 16 ","178","0.560537252722367","0.506824867003485","0.614249638441248","1"
"Big worries","1993","16-34 y.","Couple + C. GT 16 ","95","0.451915979792119","0.3856988056114","0.518133153972837","1"
"Big worries","1993","16-34 y.","Couple + C. LE and GT 16","89","0.558893438551182","0.482669646037405","0.635117231064959","1"
"Big worries","1993","35-65 y.","1-pers.-HH","23","","","","1"
"Big worries","1993","35-65 y.","(Married) couple without C. ","85","0.47330968864536","0.403588410524098","0.543030966766621","1"
"Big worries","1993","35-65 y.","Single parent ","17","","","","1"
"Big worries","1993","35-65 y.","Couple + C. LE 16 ","86","0.475237940414403","0.404783851522036","0.54569202930677","1"
"Big worries","1993","35-65 y.","Couple + C. GT 16 ","128","0.440553753959401","0.384469173130741","0.496638334788061","1"
"Big worries","1993","35-65 y.","Couple + C. LE and GT 16","121","0.559641054258498","0.496305104968165","0.622977003548831","1"
"Big worries","1993","66 and older","1-pers.-HH","1","","","","1"
"Big worries","1993","66 and older","(Married) couple without C. ","2","","","","1"
"Big worries","1993","66 and older","Single parent ","","","","","1"
"Big worries","1993","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1993","66 and older","Couple + C. GT 16 ","6","","","","1"
"Big worries","1993","66 and older","Couple + C. LE and GT 16","","","","","1"
"No worries","1993","16-34 y.","Couple + C. LE and GT 16","15","","","","3"
"No worries","1993","16-34 y.","Couple + C. GT 16 ","28","","","","3"
"No worries","1993","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","1993","66 and older","Single parent ","","","","","3"
"No worries","1993","16-34 y.","Couple + C. LE 16 ","27","","","","3"
"No worries","1993","66 and older","Couple + C. GT 16 ","2","","","","3"
"No worries","1993","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","1993","16-34 y.","1-pers.-HH","3","","","","3"
"No worries","1993","16-34 y.","Single parent ","7","","","","3"
"No worries","1993","16-34 y.","(Married) couple without C. ","6","","","","3"
"No worries","1993","35-65 y.","1-pers.-HH","16","","","","3"
"No worries","1993","35-65 y.","(Married) couple without C. ","27","","","","3"
"No worries","1993","35-65 y.","Single parent ","3","","","","3"
"No worries","1993","35-65 y.","Couple + C. LE 16 ","19","","","","3"
"No worries","1993","35-65 y.","Couple + C. GT 16 ","48","0.128993873986417","0.0911269532224658","0.166860794750369","3"
"No worries","1993","35-65 y.","Couple + C. LE and GT 16","24","","","","3"
"No worries","1993","66 and older","1-pers.-HH","1","","","","3"
"No worries","1993","66 and older","(Married) couple without C. ","1","","","","3"
"Some worries","1993","35-65 y.","Couple + C. LE 16 ","88","0.42146763514168","0.351802516417852","0.491132753865508","2"
