"plj0047","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","vocational + Abi","36","0.383612258830366","0.282587848849735","0.484636668810998"
"Big worries","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Big worries","1992","(3a) lower tertiary education","in school","","","",""
"Big worries","1992","(3a) lower tertiary education","inadequately","","","",""
"Big worries","1992","(3a) lower tertiary education","general elemantary","","","",""
"Big worries","1992","(3a) lower tertiary education","middle vocational","","","",""
"Big worries","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Big worries","1992","(3a) lower tertiary education","higher vocational","","","",""
"Big worries","1992","(3a) lower tertiary education","higher education","","","",""
"Big worries","1992","(3b) higher tertiary education","in school","","","",""
"Big worries","1992","(3b) higher tertiary education","inadequately","","","",""
"Big worries","1992","(3b) higher tertiary education","general elemantary","","","",""
"Big worries","1992","(3b) higher tertiary education","middle vocational","","","",""
"Big worries","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Big worries","1992","(3b) higher tertiary education","higher vocational","","","",""
"Big worries","1992","(3b) higher tertiary education","higher education","","","",""
"Some worries","1992","(0) in school","in school","","","",""
"Some worries","1992","(0) in school","inadequately","","","",""
"Some worries","1992","(0) in school","general elemantary","","","",""
"Some worries","1992","(0) in school","middle vocational","","","",""
"Some worries","1992","(0) in school","vocational + Abi","","","",""
"Some worries","1992","(0) in school","higher vocational","","","",""
"Some worries","1992","(0) in school","higher education","","","",""
"Some worries","1992","(1a) inadequately completed","in school","","","",""
"Some worries","1992","(1a) inadequately completed","inadequately","208","0.393368210321335","0.351055063682553","0.435681356960117"
"Some worries","1992","(1a) inadequately completed","general elemantary","","","",""
"Some worries","1992","(1a) inadequately completed","middle vocational","","","",""
"Some worries","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Some worries","1992","(1a) inadequately completed","higher vocational","","","",""
"Some worries","1992","(1a) inadequately completed","higher education","","","",""
"Some worries","1992","(1b) general elementary school","in school","","","",""
"Some worries","1992","(1b) general elementary school","inadequately","","","",""
"Some worries","1992","(1b) general elementary school","general elemantary","333","0.42417546383797","0.388852509032836","0.459498418643105"
"Some worries","1992","(1b) general elementary school","middle vocational","","","",""
"Some worries","1992","(1b) general elementary school","vocational + Abi","","","",""
"Some worries","1992","(1b) general elementary school","higher vocational","","","",""
"Some worries","1992","(1b) general elementary school","higher education","","","",""
"Some worries","1992","(1c) basic vocational qualification","in school","","","",""
"Some worries","1992","(1c) basic vocational qualification","inadequately","","","",""
"Some worries","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Some worries","1992","(1c) basic vocational qualification","middle vocational","183","0.369731415480899","0.324157592313612","0.415305238648185"
"Some worries","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Some worries","1992","(1c) basic vocational qualification","higher vocational","","","",""
"Some worries","1992","(1c) basic vocational qualification","higher education","","","",""
"Some worries","1992","(2b) intermediate general qualification","in school","","","",""
"Some worries","1992","(2b) intermediate general qualification","inadequately","","","",""
"Some worries","1992","(2b) intermediate general qualification","general elemantary","","","",""
"Some worries","1992","(2b) intermediate general qualification","middle vocational","","","",""
"Some worries","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Some worries","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Some worries","1992","(2b) intermediate general qualification","higher education","","","",""
"Some worries","1992","(2a) intermediate vocational","in school","","","",""
"Some worries","1992","(2a) intermediate vocational","inadequately","","","",""
"Some worries","1992","(2a) intermediate vocational","general elemantary","","","",""
"Some worries","1992","(2a) intermediate vocational","middle vocational","","","",""
"Some worries","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Some worries","1992","(2a) intermediate vocational","higher vocational","","","",""
"Some worries","1992","(2a) intermediate vocational","higher education","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","in school","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","middle vocational","49","0.457267250632342","0.360112180962199","0.554422320302486"
"Some worries","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","vocational + Abi","41","0.405267171824833","0.30327079230507","0.507263551344597"
"Some worries","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Some worries","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Some worries","1992","(3a) lower tertiary education","in school","","","",""
"Some worries","1992","(3a) lower tertiary education","inadequately","","","",""
"Some worries","1992","(3a) lower tertiary education","general elemantary","","","",""
"Some worries","1992","(3a) lower tertiary education","middle vocational","","","",""
"Some worries","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Some worries","1992","(3a) lower tertiary education","higher vocational","","","",""
"Some worries","1992","(3a) lower tertiary education","higher education","","","",""
"Some worries","1992","(3b) higher tertiary education","in school","","","",""
"Some worries","1992","(3b) higher tertiary education","inadequately","","","",""
"Some worries","1992","(3b) higher tertiary education","general elemantary","","","",""
"Some worries","1992","(3b) higher tertiary education","middle vocational","","","",""
"Some worries","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Some worries","1992","(3b) higher tertiary education","higher vocational","","","",""
"Some worries","1992","(3b) higher tertiary education","higher education","","","",""
"No worries","1992","(0) in school","in school","","","",""
"No worries","1992","(0) in school","inadequately","","","",""
"No worries","1992","(0) in school","general elemantary","","","",""
"No worries","1992","(0) in school","middle vocational","","","",""
"No worries","1992","(0) in school","vocational + Abi","","","",""
"No worries","1992","(0) in school","higher vocational","","","",""
"No worries","1992","(0) in school","higher education","","","",""
"No worries","1992","(1a) inadequately completed","in school","","","",""
"No worries","1992","(1a) inadequately completed","inadequately","112","0.204072190954946","0.169162832831252","0.238981549078639"
"No worries","1992","(1a) inadequately completed","general elemantary","","","",""
"No worries","1992","(1a) inadequately completed","middle vocational","","","",""
"No worries","1992","(1a) inadequately completed","vocational + Abi","","","",""
"No worries","1992","(1a) inadequately completed","higher vocational","","","",""
"No worries","1992","(1a) inadequately completed","higher education","","","",""
"No worries","1992","(1b) general elementary school","in school","","","",""
"No worries","1992","(1b) general elementary school","inadequately","","","",""
"No worries","1992","(1b) general elementary school","general elemantary","127","0.162393850290449","0.13603394237381","0.188753758207087"
"No worries","1992","(1b) general elementary school","middle vocational","","","",""
"No worries","1992","(1b) general elementary school","vocational + Abi","","","",""
"No worries","1992","(1b) general elementary school","higher vocational","","","",""
"No worries","1992","(1b) general elementary school","higher education","","","",""
"No worries","1992","(1c) basic vocational qualification","in school","","","",""
"No worries","1992","(1c) basic vocational qualification","inadequately","","","",""
"No worries","1992","(1c) basic vocational qualification","general elemantary","","","",""
"No worries","1992","(1c) basic vocational qualification","middle vocational","91","0.213310217512886","0.174636400321338","0.251984034704435"
"No worries","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"No worries","1992","(1c) basic vocational qualification","higher vocational","","","",""
"No worries","1992","(1c) basic vocational qualification","higher education","","","",""
"No worries","1992","(2b) intermediate general qualification","in school","","","",""
"No worries","1992","(2b) intermediate general qualification","inadequately","","","",""
"No worries","1992","(2b) intermediate general qualification","general elemantary","","","",""
"No worries","1992","(2b) intermediate general qualification","middle vocational","","","",""
"No worries","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"No worries","1992","(2b) intermediate general qualification","higher vocational","","","",""
"No worries","1992","(2b) intermediate general qualification","higher education","","","",""
"No worries","1992","(2a) intermediate vocational","in school","","","",""
"No worries","1992","(2a) intermediate vocational","inadequately","","","",""
"No worries","1992","(2a) intermediate vocational","general elemantary","","","",""
"No worries","1992","(2a) intermediate vocational","middle vocational","","","",""
"No worries","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"No worries","1992","(2a) intermediate vocational","higher vocational","","","",""
"No worries","1992","(2a) intermediate vocational","higher education","","","",""
"No worries","1992","(2c_gen) general maturity certificate","in school","","","",""
"No worries","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"No worries","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"No worries","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"No worries","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No worries","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"No worries","1992","(2c_gen) general maturity certificate","higher education","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"No worries","1992","(3a) lower tertiary education","in school","","","",""
"No worries","1992","(3a) lower tertiary education","inadequately","","","",""
"No worries","1992","(3a) lower tertiary education","general elemantary","","","",""
"No worries","1992","(3a) lower tertiary education","middle vocational","","","",""
"No worries","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"No worries","1992","(3a) lower tertiary education","higher vocational","","","",""
"No worries","1992","(3a) lower tertiary education","higher education","","","",""
"No worries","1992","(3b) higher tertiary education","in school","","","",""
"No worries","1992","(3b) higher tertiary education","inadequately","","","",""
"No worries","1992","(3b) higher tertiary education","general elemantary","","","",""
"No worries","1992","(3b) higher tertiary education","middle vocational","","","",""
"No worries","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"No worries","1992","(3b) higher tertiary education","higher vocational","","","",""
"No worries","1992","(3b) higher tertiary education","higher education","","","",""
"Big worries","1993","(0) in school","in school","","","",""
"Big worries","1993","(0) in school","inadequately","","","",""
"Big worries","1993","(0) in school","general elemantary","","","",""
"Big worries","1993","(0) in school","middle vocational","","","",""
"Big worries","1993","(0) in school","vocational + Abi","","","",""
"Big worries","1993","(0) in school","higher vocational","","","",""
"Big worries","1993","(0) in school","higher education","","","",""
"Big worries","1993","(1a) inadequately completed","in school","","","",""
"Big worries","1993","(1a) inadequately completed","inadequately","237","0.508442963303872","0.464623084891289","0.552262841716455"
"Big worries","1993","(1a) inadequately completed","general elemantary","","","",""
"Big worries","1993","(1a) inadequately completed","middle vocational","","","",""
"Big worries","1993","(1a) inadequately completed","vocational + Abi","","","",""
"Big worries","1993","(1a) inadequately completed","higher vocational","","","",""
"Big worries","1993","(1a) inadequately completed","higher education","","","",""
"Big worries","1993","(1b) general elementary school","in school","","","",""
"Big worries","1993","(1b) general elementary school","inadequately","","","",""
"Big worries","1993","(1b) general elementary school","general elemantary","353","0.527287895332985","0.490845851922414","0.563729938743556"
"Big worries","1993","(1b) general elementary school","middle vocational","","","",""
"Big worries","1993","(1b) general elementary school","vocational + Abi","","","",""
"Big worries","1993","(1b) general elementary school","higher vocational","","","",""
"Big worries","1993","(1b) general elementary school","higher education","","","",""
"Big worries","1993","(1c) basic vocational qualification","in school","","","",""
"Big worries","1993","(1c) basic vocational qualification","inadequately","","","",""
"Big worries","1993","(1c) basic vocational qualification","general elemantary","","","",""
"Big worries","1993","(1c) basic vocational qualification","middle vocational","173","0.440725137793618","0.393187495280975","0.48826278030626"
"Big worries","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"Big worries","1993","(1c) basic vocational qualification","higher vocational","","","",""
"Big worries","1993","(1c) basic vocational qualification","higher education","","","",""
"Big worries","1993","(2b) intermediate general qualification","in school","","","",""
"Big worries","1993","(2b) intermediate general qualification","inadequately","","","",""
"Big worries","1993","(2b) intermediate general qualification","general elemantary","33","0.515621513792201","0.400979290852935","0.630263736731467"
"Big worries","1993","(2b) intermediate general qualification","middle vocational","","","",""
"Big worries","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"Big worries","1993","(2b) intermediate general qualification","higher vocational","","","",""
"Big worries","1993","(2b) intermediate general qualification","higher education","","","",""
"Big worries","1993","(2a) intermediate vocational","in school","","","",""
"Big worries","1993","(2a) intermediate vocational","inadequately","","","",""
"Big worries","1993","(2a) intermediate vocational","general elemantary","","","",""
"Big worries","1993","(2a) intermediate vocational","middle vocational","","","",""
"Big worries","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"Big worries","1993","(2a) intermediate vocational","higher vocational","","","",""
"Big worries","1993","(2a) intermediate vocational","higher education","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","in school","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","middle vocational","56","0.531604255898395","0.436159046248535","0.627049465548256"
"Big worries","1993","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","higher vocational","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","higher education","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","in school","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","vocational + Abi","42","0.422542507109374","0.318144050489652","0.526940963729095"
"Big worries","1993","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","higher education","","","",""
"Big worries","1993","(3a) lower tertiary education","in school","","","",""
"Big worries","1993","(3a) lower tertiary education","inadequately","","","",""
"Big worries","1993","(3a) lower tertiary education","general elemantary","","","",""
"Big worries","1993","(3a) lower tertiary education","middle vocational","","","",""
"Big worries","1993","(3a) lower tertiary education","vocational + Abi","","","",""
"Big worries","1993","(3a) lower tertiary education","higher vocational","","","",""
"Big worries","1993","(3a) lower tertiary education","higher education","","","",""
"Big worries","1993","(3b) higher tertiary education","in school","","","",""
"Big worries","1993","(3b) higher tertiary education","inadequately","","","",""
"Big worries","1993","(3b) higher tertiary education","general elemantary","","","",""
"Big worries","1993","(3b) higher tertiary education","middle vocational","","","",""
"Big worries","1993","(3b) higher tertiary education","vocational + Abi","","","",""
"Big worries","1993","(3b) higher tertiary education","higher vocational","","","",""
"Big worries","1993","(3b) higher tertiary education","higher education","","","",""
"Some worries","1993","(0) in school","in school","","","",""
"Some worries","1993","(0) in school","inadequately","","","",""
"Some worries","1993","(0) in school","general elemantary","","","",""
"Some worries","1993","(0) in school","middle vocational","","","",""
"Some worries","1993","(0) in school","vocational + Abi","","","",""
"Some worries","1993","(0) in school","higher vocational","","","",""
"Some worries","1993","(0) in school","higher education","","","",""
"Some worries","1993","(1a) inadequately completed","in school","","","",""
"Some worries","1993","(1a) inadequately completed","inadequately","200","0.385396142620537","0.342736775172968","0.428055510068106"
"Some worries","1993","(1a) inadequately completed","general elemantary","","","",""
"Some worries","1993","(1a) inadequately completed","middle vocational","","","",""
"Some worries","1993","(1a) inadequately completed","vocational + Abi","","","",""
"Some worries","1993","(1a) inadequately completed","higher vocational","","","",""
"Some worries","1993","(1a) inadequately completed","higher education","","","",""
"Some worries","1993","(1b) general elementary school","in school","","","",""
"Some worries","1993","(1b) general elementary school","inadequately","","","",""
"Some worries","1993","(1b) general elementary school","general elemantary","286","0.362646045684455","0.327553710077291","0.397738381291619"
"Some worries","1993","(1b) general elementary school","middle vocational","","","",""
"Some worries","1993","(1b) general elementary school","vocational + Abi","","","",""
"Some worries","1993","(1b) general elementary school","higher vocational","","","",""
"Some worries","1993","(1b) general elementary school","higher education","","","",""
"Some worries","1993","(1c) basic vocational qualification","in school","","","",""
"Some worries","1993","(1c) basic vocational qualification","inadequately","","","",""
"Some worries","1993","(1c) basic vocational qualification","general elemantary","","","",""
"Some worries","1993","(1c) basic vocational qualification","middle vocational","193","0.436469285178548","0.388982068093778","0.483956502263318"
"Some worries","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"Some worries","1993","(1c) basic vocational qualification","higher vocational","","","",""
"Some worries","1993","(1c) basic vocational qualification","higher education","","","",""
"Some worries","1993","(2b) intermediate general qualification","in school","","","",""
"Some worries","1993","(2b) intermediate general qualification","inadequately","","","",""
"Some worries","1993","(2b) intermediate general qualification","general elemantary","30","0.360397542026059","0.250260696589681","0.470534387462437"
"Some worries","1993","(2b) intermediate general qualification","middle vocational","","","",""
"Some worries","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"Some worries","1993","(2b) intermediate general qualification","higher vocational","","","",""
"Some worries","1993","(2b) intermediate general qualification","higher education","","","",""
"Some worries","1993","(2a) intermediate vocational","in school","","","",""
"Some worries","1993","(2a) intermediate vocational","inadequately","","","",""
"Some worries","1993","(2a) intermediate vocational","general elemantary","","","",""
"Some worries","1993","(2a) intermediate vocational","middle vocational","","","",""
"Some worries","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"Some worries","1993","(2a) intermediate vocational","higher vocational","","","",""
"Some worries","1993","(2a) intermediate vocational","higher education","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","in school","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","middle vocational","42","0.398981121508829","0.305316912094694","0.492645330922964"
"Some worries","1993","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","higher vocational","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","higher education","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","in school","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","vocational + Abi","39","0.531310031327026","0.425843247527667","0.636776815126384"
"Some worries","1993","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","higher education","","","",""
"Some worries","1993","(3a) lower tertiary education","in school","","","",""
"Some worries","1993","(3a) lower tertiary education","inadequately","","","",""
"Some worries","1993","(3a) lower tertiary education","general elemantary","","","",""
"Some worries","1993","(3a) lower tertiary education","middle vocational","","","",""
"Some worries","1993","(3a) lower tertiary education","vocational + Abi","","","",""
"Some worries","1993","(3a) lower tertiary education","higher vocational","","","",""
"Some worries","1993","(3a) lower tertiary education","higher education","","","",""
"Some worries","1993","(3b) higher tertiary education","in school","","","",""
"Some worries","1993","(3b) higher tertiary education","inadequately","","","",""
"Some worries","1993","(3b) higher tertiary education","general elemantary","","","",""
"Some worries","1993","(3b) higher tertiary education","middle vocational","","","",""
"Some worries","1993","(3b) higher tertiary education","vocational + Abi","","","",""
"Some worries","1993","(3b) higher tertiary education","higher vocational","","","",""
"Some worries","1993","(3b) higher tertiary education","higher education","","","",""
"No worries","1993","(0) in school","in school","","","",""
"No worries","1993","(0) in school","inadequately","","","",""
"No worries","1993","(0) in school","general elemantary","","","",""
"No worries","1993","(0) in school","middle vocational","","","",""
"No worries","1993","(0) in school","vocational + Abi","","","",""
"No worries","1993","(0) in school","higher vocational","","","",""
"No worries","1993","(0) in school","higher education","","","",""
"No worries","1993","(1a) inadequately completed","in school","","","",""
"No worries","1993","(1a) inadequately completed","inadequately","63","0.106160894075591","0.0791601925366346","0.133161595614547"
"No worries","1993","(1a) inadequately completed","general elemantary","","","",""
"No worries","1993","(1a) inadequately completed","middle vocational","","","",""
"No worries","1993","(1a) inadequately completed","vocational + Abi","","","",""
"No worries","1993","(1a) inadequately completed","higher vocational","","","",""
"No worries","1993","(1a) inadequately completed","higher education","","","",""
"No worries","1993","(1b) general elementary school","in school","","","",""
"No worries","1993","(1b) general elementary school","inadequately","","","",""
"No worries","1993","(1b) general elementary school","general elemantary","82","0.11006605898256","0.0872213277923158","0.132910790172804"
"No worries","1993","(1b) general elementary school","middle vocational","","","",""
"No worries","1993","(1b) general elementary school","vocational + Abi","","","",""
"No worries","1993","(1b) general elementary school","higher vocational","","","",""
"No worries","1993","(1b) general elementary school","higher education","","","",""
"No worries","1993","(1c) basic vocational qualification","in school","","","",""
"No worries","1993","(1c) basic vocational qualification","inadequately","","","",""
"No worries","1993","(1c) basic vocational qualification","general elemantary","","","",""
"No worries","1993","(1c) basic vocational qualification","middle vocational","53","0.122805577027835","0.0913789294381444","0.154232224617525"
"No worries","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"No worries","1993","(1c) basic vocational qualification","higher vocational","","","",""
"No worries","1993","(1c) basic vocational qualification","higher education","","","",""
"No worries","1993","(2b) intermediate general qualification","in school","","","",""
"No worries","1993","(2b) intermediate general qualification","inadequately","","","",""
"No worries","1993","(2b) intermediate general qualification","general elemantary","","","",""
"No worries","1993","(2b) intermediate general qualification","middle vocational","","","",""
"No worries","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"No worries","1993","(2b) intermediate general qualification","higher vocational","","","",""
"No worries","1993","(2b) intermediate general qualification","higher education","","","",""
"No worries","1993","(2a) intermediate vocational","in school","","","",""
"No worries","1993","(2a) intermediate vocational","inadequately","","","",""
"No worries","1993","(2a) intermediate vocational","general elemantary","","","",""
"No worries","1993","(2a) intermediate vocational","middle vocational","","","",""
"No worries","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"No worries","1993","(2a) intermediate vocational","higher vocational","","","",""
"No worries","1993","(2a) intermediate vocational","higher education","","","",""
"No worries","1993","(2c_gen) general maturity certificate","in school","","","",""
"No worries","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"No worries","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
"No worries","1993","(2c_gen) general maturity certificate","middle vocational","","","",""
"No worries","1993","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No worries","1993","(2c_gen) general maturity certificate","higher vocational","","","",""
"No worries","1993","(2c_gen) general maturity certificate","higher education","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","in school","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","higher education","","","",""
"No worries","1993","(3a) lower tertiary education","in school","","","",""
"No worries","1993","(3a) lower tertiary education","inadequately","","","",""
"No worries","1993","(3a) lower tertiary education","general elemantary","","","",""
"No worries","1993","(3a) lower tertiary education","middle vocational","","","",""
"No worries","1993","(3a) lower tertiary education","vocational + Abi","","","",""
"No worries","1993","(3a) lower tertiary education","higher vocational","","","",""
"No worries","1993","(3a) lower tertiary education","higher education","","","",""
"No worries","1993","(3b) higher tertiary education","in school","","","",""
"No worries","1993","(3b) higher tertiary education","inadequately","","","",""
"No worries","1993","(3b) higher tertiary education","general elemantary","","","",""
"No worries","1993","(3b) higher tertiary education","middle vocational","","","",""
"No worries","1993","(3b) higher tertiary education","vocational + Abi","","","",""
"No worries","1993","(3b) higher tertiary education","higher vocational","","","",""
"No worries","1993","(3b) higher tertiary education","higher education","","","",""
"Big worries","1994","(0) in school","in school","","","",""
"Big worries","1994","(0) in school","inadequately","","","",""
"Big worries","1994","(0) in school","general elemantary","","","",""
"Big worries","1994","(0) in school","middle vocational","","","",""
"Big worries","1994","(0) in school","vocational + Abi","","","",""
"Big worries","1994","(0) in school","higher vocational","","","",""
