"plj0047","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Big worries","2000","Thuringia","291","0.286708508588828","0.25936838045882","0.314048636718836"
"Some worries","2000","Schleswig-Holstein","344","0.498431582175576","0.461523506689577","0.535339657661575"
"Some worries","2000","Hamburg","147","0.474642969791561","0.417755969189625","0.531529970393498"
"Some worries","2000","Lower Saxony","1024","0.49888814438213","0.477089280234729","0.52068700852953"
"Some worries","2000","Bremen","78","0.39027844636533","0.32017414325703","0.460382749473629"
"Some worries","2000","North Rhine-Westphalia","2557","0.496334085539112","0.482629417327852","0.510038753750372"
"Some worries","2000","Hesse","813","0.474295306182498","0.450346426829851","0.498244185535144"
"Some worries","2000","Rhineland-Palatinate,Saarland","715","0.475401858912434","0.449723983028847","0.501079734796021"
"Some worries","2000","Baden-Württemberg","1514","0.519157270575828","0.501050702037483","0.537263839114172"
"Some worries","2000","Bavaria","1789","0.525205093207432","0.508335347913277","0.542074838501586"
"Some worries","2000","Berlin","360","0.429101879162599","0.395163071727222","0.463040686597977"
"Some worries","2000","Brandenburg","497","0.481473098882054","0.450673562944066","0.512272634820041"
"Some worries","2000","Mecklenburg-Western Pomerania","315","0.549714861924169","0.508581663644219","0.590848060204118"
"Some worries","2000","Saxony","974","0.542141716752823","0.518944376996931","0.565339056508714"
"Some worries","2000","Saxony-Anhalt","541","0.506484737308056","0.476258769983414","0.536710704632697"
"Some worries","2000","Thuringia","599","0.549817765658604","0.519739672959118","0.579895858358089"
"No worries","2000","Schleswig-Holstein","204","0.264533863247292","0.231974529435053","0.29709319705953"
"No worries","2000","Hamburg","","","",""
"No worries","2000","Lower Saxony","309","0.159802513089245","0.143827271824255","0.175777754354235"
"No worries","2000","Bremen","31","0.164422617623215","0.111154697993392","0.217690537253039"
"No worries","2000","North Rhine-Westphalia","774","0.155385610742634","0.145455711718838","0.165315509766431"
"No worries","2000","Hesse","337","0.220567234463522","0.200681131501312","0.240453337425731"
"No worries","2000","Rhineland-Palatinate,Saarland","338","0.248433328539224","0.226215379342691","0.270651277735758"
"No worries","2000","Baden-Württemberg","553","0.180807951198998","0.166860759103517","0.19475514329448"
"No worries","2000","Bavaria","688","0.208314870938322","0.194595714264163","0.222034027612482"
"No worries","2000","Berlin","87","0.110148527195269","0.0886808442886279","0.13161621010191"
"No worries","2000","Brandenburg","152","0.155349515276347","0.133020684502286","0.177678346050407"
"No worries","2000","Mecklenburg-Western Pomerania","87","0.162429270621479","0.131934678691959","0.192923862550999"
"No worries","2000","Saxony","270","0.165979282682421","0.148655944115561","0.183302621249282"
"No worries","2000","Saxony-Anhalt","165","0.168393472042102","0.145769528741575","0.19101741534263"
"No worries","2000","Thuringia","161","0.163473725752568","0.141116881235114","0.185830570270022"
"Big worries","2001","Schleswig-Holstein","167","0.262816910188136","0.228742102685936","0.296891717690335"
"Big worries","2001","Hamburg","111","0.395019859227909","0.336817113932921","0.453222604522897"
"Big worries","2001","Lower Saxony","678","0.360767420815145","0.338860802118665","0.382674039511625"
"Big worries","2001","Bremen","81","0.526710509797502","0.448858653919573","0.604562365675431"
"Big worries","2001","North Rhine-Westphalia","1795","0.375646203005264","0.361690550175556","0.389601855834972"
"Big worries","2001","Hesse","539","0.362947825791187","0.338466575734342","0.387429075848033"
"Big worries","2001","Rhineland-Palatinate,Saarland","406","0.294864308249328","0.270477355491363","0.319251261007293"
"Big worries","2001","Baden-Württemberg","815","0.312148441105525","0.294265029678612","0.330031852532438"
"Big worries","2001","Bavaria","897","0.295007170965087","0.278731419157134","0.311282922773039"
"Big worries","2001","Berlin","394","0.493424112651416","0.458582977952541","0.528265247350291"
"Big worries","2001","Brandenburg","387","0.421650552870563","0.390347215321405","0.452953890419721"
"Big worries","2001","Mecklenburg-Western Pomerania","223","0.427067950061354","0.384263447206271","0.469872452916438"
"Big worries","2001","Saxony","604","0.347042755899151","0.323982845511834","0.370102666286468"
"Big worries","2001","Saxony-Anhalt","378","0.366683401161386","0.336725529240742","0.396641273082029"
"Big worries","2001","Thuringia","376","0.377340006865957","0.34670962135894","0.407970392372974"
"Some worries","2001","Schleswig-Holstein","266","0.45954944376614","0.420969358537347","0.498129528994933"
"Some worries","2001","Hamburg","131","0.49857139157603","0.439041968014417","0.558100815137642"
"Some worries","2001","Lower Saxony","918","0.497900476435698","0.47509188750174","0.520709065369655"
"Some worries","2001","Bremen","64","0.390454937137968","0.314385900568547","0.466523973707389"
"Some worries","2001","North Rhine-Westphalia","2230","0.484328765723168","0.46992746027945","0.498730071166887"
"Some worries","2001","Hesse","712","0.470381602455622","0.44497008005707","0.495793124854174"
"Some worries","2001","Rhineland-Palatinate,Saarland","648","0.473478483035942","0.44677497794724","0.500181988124644"
"Some worries","2001","Baden-Württemberg","1275","0.500142585040715","0.480845469079961","0.519439701001469"
"Some worries","2001","Bavaria","1578","0.517729643023378","0.499896445393899","0.535562840652856"
"Some worries","2001","Berlin","329","0.430426064627212","0.395920893630709","0.464931235623715"
"Some worries","2001","Brandenburg","446","0.45480827744028","0.423243120590416","0.486373434290144"
"Some worries","2001","Mecklenburg-Western Pomerania","234","0.440485078090856","0.397525417098736","0.483444739082976"
"Some worries","2001","Saxony","787","0.477551167247814","0.453354497979207","0.501747836516421"
"Some worries","2001","Saxony-Anhalt","482","0.485720438676671","0.454649975997931","0.51679090135541"
"Some worries","2001","Thuringia","464","0.470641760520023","0.439100385391282","0.502183135648763"
"No worries","2001","Schleswig-Holstein","208","0.277633646045724","0.242965239621951","0.312302052469497"
"No worries","2001","Hamburg","","","",""
"No worries","2001","Lower Saxony","250","0.141332102749157","0.125440589069005","0.15722361642931"
"No worries","2001","Bremen","","","",""
"No worries","2001","North Rhine-Westphalia","601","0.140025031271568","0.130025238014346","0.15002482452879"
"No worries","2001","Hesse","231","0.16667057175319","0.147696444399725","0.185644699106656"
"No worries","2001","Rhineland-Palatinate,Saarland","289","0.23165720871473","0.209093498951831","0.254220918477629"
"No worries","2001","Baden-Württemberg","489","0.18770897385376","0.172638713147593","0.202779234559927"
"No worries","2001","Bavaria","541","0.187263186011536","0.173340161346863","0.201186210676208"
"No worries","2001","Berlin","68","0.076149822721372","0.0576658605589485","0.0946337848837955"
"No worries","2001","Brandenburg","123","0.123541169689157","0.102682300536358","0.144400038841955"
"No worries","2001","Mecklenburg-Western Pomerania","56","0.13244697184779","0.103113839604869","0.16178010409071"
"No worries","2001","Saxony","246","0.175406076853035","0.156982831585189","0.193829322120881"
"No worries","2001","Saxony-Anhalt","134","0.147596160161944","0.125545828451904","0.169646491871984"
"No worries","2001","Thuringia","122","0.15201823261402","0.129329948510722","0.174706516717319"
"Big worries","2002","Schleswig-Holstein","142","0.235936097651234","0.20496607454765","0.266906120754818"
"Big worries","2002","Hamburg","85","0.233826430486786","0.188020516609421","0.27963234436415"
"Big worries","2002","Lower Saxony","561","0.278131569501843","0.258390105248366","0.29787303375532"
"Big worries","2002","Bremen","68","0.415205284193291","0.341564734201165","0.488845834185417"
"Big worries","2002","North Rhine-Westphalia","1426","0.291448184170425","0.278649735202372","0.304246633138477"
"Big worries","2002","Hesse","406","0.262393681327257","0.241036531747585","0.28375083090693"
"Big worries","2002","Rhineland-Palatinate,Saarland","346","0.252384395241719","0.229349132520046","0.275419657963391"
"Big worries","2002","Baden-Württemberg","738","0.288602430793545","0.271810213763562","0.305394647823528"
"Big worries","2002","Bavaria","820","0.23855213198195","0.223910673739407","0.253193590224494"
"Big worries","2002","Berlin","328","0.388282557060428","0.355026520458361","0.421538593662496"
"Big worries","2002","Brandenburg","305","0.320758927527755","0.29124766815864","0.350270186896869"
"Big worries","2002","Mecklenburg-Western Pomerania","177","0.368333685357164","0.326674664857503","0.409992705856826"
"Big worries","2002","Saxony","469","0.26638690469576","0.245063108272115","0.287710701119405"
"Big worries","2002","Saxony-Anhalt","278","0.285448536077972","0.256968522336903","0.313928549819042"
"Big worries","2002","Thuringia","294","0.297960124442367","0.269118514998723","0.326801733886011"
"Some worries","2002","Schleswig-Holstein","335","0.470049531188463","0.433643868195373","0.506455194181553"
"Some worries","2002","Hamburg","206","0.623214049354764","0.570772304024644","0.675655794684885"
"Some worries","2002","Lower Saxony","1112","0.55524619392712","0.533352057209061","0.577140330645179"
"Some worries","2002","Bremen","81","0.453907360152323","0.37950261360525","0.528312106699396"
"Some worries","2002","North Rhine-Westphalia","2639","0.544085276016025","0.530058232244902","0.558112319787149"
"Some worries","2002","Hesse","924","0.537145090320563","0.512939118048173","0.561351062592953"
"Some worries","2002","Rhineland-Palatinate,Saarland","677","0.485689343408634","0.459185137907521","0.512193548909746"
"Some worries","2002","Baden-Württemberg","1542","0.538906553815131","0.520432888762852","0.55738021886741"
"Some worries","2002","Bavaria","1857","0.578321639868422","0.561356869976136","0.595286409760709"
"Some worries","2002","Berlin","391","0.480066692549398","0.44597522285431","0.514158162244485"
"Some worries","2002","Brandenburg","549","0.558184476486119","0.526786926548464","0.589582026423775"
"Some worries","2002","Mecklenburg-Western Pomerania","261","0.463311263399801","0.420244508756673","0.506378018042929"
"Some worries","2002","Saxony","908","0.547185982647619","0.523175440444973","0.571196524850265"
"Some worries","2002","Saxony-Anhalt","537","0.542391875619346","0.510975001000083","0.573808750238609"
"Some worries","2002","Thuringia","549","0.564943925138951","0.533680625148779","0.596207225129122"
"No worries","2002","Schleswig-Holstein","245","0.294014371160303","0.260781971514951","0.327246770805656"
"No worries","2002","Hamburg","37","0.14295952015845","0.105078786853914","0.180840253462985"
"No worries","2002","Lower Saxony","306","0.166622236571036","0.150204524763953","0.183039948378119"
"No worries","2002","Bremen","","","",""
"No worries","2002","North Rhine-Westphalia","778","0.16446653981355","0.154026273966919","0.174906805660181"
"No worries","2002","Hesse","300","0.200461228352179","0.181026017943055","0.219896438761304"
"No worries","2002","Rhineland-Palatinate,Saarland","343","0.261926261349648","0.238609826845205","0.28524269585409"
"No worries","2002","Baden-Württemberg","517","0.172491015391324","0.158489615612567","0.186492415170082"
"No worries","2002","Bavaria","578","0.183126228149627","0.169839276772723","0.196413179526531"
"No worries","2002","Berlin","106","0.131650750390174","0.108579028775385","0.154722472004963"
"No worries","2002","Brandenburg","107","0.121056595986126","0.100433157211112","0.141680034761141"
"No worries","2002","Mecklenburg-Western Pomerania","77","0.168355051243035","0.136038386773884","0.200671715712186"
"No worries","2002","Saxony","274","0.186427112656621","0.16764141516209","0.205212810151152"
"No worries","2002","Saxony-Anhalt","151","0.172159588302682","0.148352929535213","0.19596624707015"
"No worries","2002","Thuringia","123","0.137095950418682","0.115406272914204","0.158785627923161"
"Big worries","2003","Schleswig-Holstein","107","0.150498989966286","0.123384052810381","0.177613927122191"
"Big worries","2003","Hamburg","45","0.152285341319053","0.111144972774647","0.193425709863458"
"Big worries","2003","Lower Saxony","436","0.240568179594333","0.221389337128784","0.259747022059883"
"Big worries","2003","Bremen","52","0.363032487340112","0.291582056191141","0.434482918489083"
"Big worries","2003","North Rhine-Westphalia","1147","0.260288928022597","0.247647087047891","0.272930768997303"
"Big worries","2003","Hesse","285","0.196337140860772","0.17619475216361","0.216479529557934"
"Big worries","2003","Rhineland-Palatinate,Saarland","272","0.204160792607326","0.182602770062537","0.225718815152114"
"Big worries","2003","Baden-Württemberg","532","0.219417329510815","0.203740117894326","0.235094541127304"
"Big worries","2003","Bavaria","655","0.212163453126515","0.197794628445634","0.226532277807396"
"Big worries","2003","Berlin","287","0.354676758231193","0.32209024140482","0.387263275057567"
"Big worries","2003","Brandenburg","233","0.256920224397351","0.229062280865524","0.284778167929177"
"Big worries","2003","Mecklenburg-Western Pomerania","135","0.251008652785719","0.213741246689181","0.288276058882257"
"Big worries","2003","Saxony","326","0.196844025669353","0.17740380372409","0.216284247614615"
"Big worries","2003","Saxony-Anhalt","223","0.227512216298489","0.20062642497313","0.254398007623849"
"Big worries","2003","Thuringia","257","0.270773306268119","0.242590735376256","0.298955877159981"
"Some worries","2003","Schleswig-Holstein","296","0.488115872654302","0.450209942636043","0.526021802672561"
"Some worries","2003","Hamburg","170","0.562832296075","0.506034979051658","0.619629613098341"
"Some worries","2003","Lower Saxony","1065","0.538739032730866","0.516371324986484","0.561106740475248"
"Some worries","2003","Bremen","81","0.444053990998919","0.370228275593774","0.517879706404063"
"Some worries","2003","North Rhine-Westphalia","2519","0.532265761978037","0.517890516750377","0.546641007205697"
"Some worries","2003","Hesse","849","0.552836508965211","0.527624681916812","0.57804833601361"
"Some worries","2003","Rhineland-Palatinate,Saarland","692","0.504519447708213","0.477779389579624","0.531259505836802"
"Some worries","2003","Baden-Württemberg","1521","0.575882810231504","0.557161600846725","0.594604019616283"
"Some worries","2003","Bavaria","1782","0.57547537015169","0.558104054455914","0.592846685847467"
"Some worries","2003","Berlin","452","0.538098100065381","0.504140379811856","0.572055820318907"
"Some worries","2003","Brandenburg","570","0.578360922168148","0.546876039084312","0.609845805251984"
"Some worries","2003","Mecklenburg-Western Pomerania","312","0.593407963169503","0.551189488491006","0.635626437848"
"Some worries","2003","Saxony","946","0.575855945389946","0.55169278303301","0.600019107746882"
"Some worries","2003","Saxony-Anhalt","547","0.571990163271595","0.540258282916054","0.603722043627136"
"Some worries","2003","Thuringia","541","0.569140424658327","0.537733602411608","0.600547246905045"
"No worries","2003","Schleswig-Holstein","265","0.361385137379412","0.324954689177409","0.397815585581414"
"No worries","2003","Hamburg","78","0.284882362605948","0.233200779701622","0.336563945510274"
"No worries","2003","Lower Saxony","407","0.220692787674801","0.202084460904174","0.239301114445428"
"No worries","2003","Bremen","41","0.19291352166097","0.134284204359217","0.251542838962722"
"No worries","2003","North Rhine-Westphalia","962","0.207445309999366","0.19576329266545","0.219127327333282"
"No worries","2003","Hesse","360","0.250826350174017","0.228845189614392","0.272807510733643"
"No worries","2003","Rhineland-Palatinate,Saarland","379","0.291319759684462","0.267018979438706","0.315620539930218"
"No worries","2003","Baden-Württemberg","624","0.204699860257681","0.189415466837417","0.219984253677945"
"No worries","2003","Bavaria","673","0.212361176721794","0.197987462186824","0.226734891256764"
"No worries","2003","Berlin","89","0.107225141703425","0.0861508875746096","0.128299395832241"
"No worries","2003","Brandenburg","142","0.164718853434501","0.141069450459833","0.18836825640917"
"No worries","2003","Mecklenburg-Western Pomerania","73","0.155583384044778","0.124429915191081","0.186736852898474"
"No worries","2003","Saxony","335","0.227300028940701","0.206809869106741","0.247790188774661"
"No worries","2003","Saxony-Anhalt","164","0.200497620429916","0.17482092411767","0.226174316742161"
"No worries","2003","Thuringia","157","0.160086269073555","0.136829960166631","0.183342577980478"
"Big worries","2004","Schleswig-Holstein","123","0.208307283289599","0.177580479780257","0.239034086798941"
"Big worries","2004","Hamburg","54","0.189744412158987","0.145151546592239","0.234337277725735"
"Big worries","2004","Lower Saxony","438","0.232879448649211","0.213783744721462","0.251975152576961"
"Big worries","2004","Bremen","44","0.282685330762531","0.214592726800527","0.350777934724535"
"Big worries","2004","North Rhine-Westphalia","1118","0.260329561640871","0.247512809311351","0.273146313970392"
"Big worries","2004","Hesse","292","0.20833125467196","0.187260258464209","0.22940225087971"
"Big worries","2004","Rhineland-Palatinate,Saarland","296","0.226381749744709","0.203509353501651","0.249254145987767"
"Big worries","2004","Baden-Württemberg","596","0.239720993082474","0.223308124779279","0.256133861385669"
"Big worries","2004","Bavaria","668","0.210988569944794","0.196451236875956","0.225525903013631"
"Big worries","2004","Berlin","271","0.347430031368329","0.314557905612512","0.380302157124145"
"Big worries","2004","Brandenburg","247","0.289670700159939","0.260231038069007","0.31911036225087"
"Big worries","2004","Mecklenburg-Western Pomerania","118","0.238860570173231","0.201927326348728","0.275793813997733"
"Big worries","2004","Saxony","329","0.194646007099567","0.175073882230362","0.214218131968772"
"Big worries","2004","Saxony-Anhalt","210","0.221780765747057","0.194891661011941","0.248669870482173"
"Big worries","2004","Thuringia","213","0.232506889385032","0.205516544431623","0.259497234338441"
"Some worries","2004","Schleswig-Holstein","285","0.436967254267814","0.399437294029747","0.474497214505881"
"Some worries","2004","Hamburg","177","0.580861178078778","0.524745400365984","0.636976955791572"
"Some worries","2004","Lower Saxony","1031","0.527614759239064","0.50505965132104","0.550169867157088"
"Some worries","2004","Bremen","91","0.573362624053562","0.498573647625083","0.648151600482042"
"Some worries","2004","North Rhine-Westphalia","2420","0.517205544266128","0.502610351326492","0.531800737205765"
"Some worries","2004","Hesse","773","0.535658172309109","0.509782069065668","0.56153427555255"
"Some worries","2004","Rhineland-Palatinate,Saarland","628","0.460810608657981","0.43356732135042","0.488053895965541"
"Some worries","2004","Baden-Württemberg","1419","0.566859296708869","0.547809204297546","0.585909389120191"
"Some worries","2004","Bavaria","1730","0.576475275732634","0.558869978722841","0.594080572742426"
"Some worries","2004","Berlin","435","0.534450093742219","0.500013731255341","0.568886456229097"
"Some worries","2004","Brandenburg","501","0.515351731167541","0.482916583881575","0.547786878453507"
"Some worries","2004","Mecklenburg-Western Pomerania","315","0.578087794902637","0.535309737875603","0.620865851929671"
"Some worries","2004","Saxony","893","0.564470397559527","0.539959949792595","0.588980845326459"
"Some worries","2004","Saxony-Anhalt","538","0.569089145955826","0.537037724773403","0.601140567138249"
"Some worries","2004","Thuringia","547","0.564935826002608","0.533259886940301","0.596611765064914"
"No worries","2004","Schleswig-Holstein","263","0.354725462442587","0.31852573698305","0.390925187902125"
"No worries","2004","Hamburg","66","0.229394409762235","0.181577956563892","0.277210862960578"
"No worries","2004","Lower Saxony","413","0.239505792111725","0.220224139808646","0.258787444414804"
"No worries","2004","Bremen","33","0.143952045183907","0.0908695392589059","0.197034551108908"
"No worries","2004","North Rhine-Westphalia","965","0.222464894093001","0.210317367332594","0.234612420853408"
"No worries","2004","Hesse","362","0.256010573018931","0.233366818546274","0.278654327491589"
"No worries","2004","Rhineland-Palatinate,Saarland","362","0.312807641597311","0.287467709637258","0.338147573557364"
"No worries","2004","Baden-Württemberg","584","0.193419710208658","0.178234559101532","0.208604861315783"
"No worries","2004","Bavaria","628","0.212536154322573","0.197959919708518","0.227112388936627"
"No worries","2004","Berlin","100","0.118119874889452","0.0958382511202171","0.140401498658688"
"No worries","2004","Brandenburg","164","0.19497756867252","0.16926490980507","0.220690227539971"
"No worries","2004","Mecklenburg-Western Pomerania","79","0.183051634924132","0.149555305380094","0.21654796446817"
"No worries","2004","Saxony","350","0.240883595340906","0.219744829847203","0.262022360834609"
"No worries","2004","Saxony-Anhalt","169","0.209130088297117","0.182807765526022","0.235452411068212"
"No worries","2004","Thuringia","181","0.20255728461236","0.176878352444046","0.228236216780674"
"Big worries","2005","Schleswig-Holstein","134","0.234075809341703","0.201449563020694","0.266702055662712"
"Big worries","2005","Hamburg","79","0.304483012923389","0.251518559235003","0.357447466611776"
"Big worries","2005","Lower Saxony","536","0.301460573426031","0.28019614846601","0.322724998386053"
"Big worries","2005","Bremen","60","0.442145887394223","0.361586755504063","0.522705019284384"
"Big worries","2005","North Rhine-Westphalia","1402","0.331627734334985","0.317604804049318","0.345650664620651"
"Big worries","2005","Hesse","364","0.281579636796069","0.257693304140184","0.305465969451954"
"Big worries","2005","Rhineland-Palatinate,Saarland","335","0.282009125146613","0.256841632487116","0.307176617806111"
"Big worries","2005","Baden-Württemberg","691","0.294927315970166","0.277133712431691","0.312720919508642"
"Big worries","2005","Bavaria","799","0.292444949894642","0.275843246764764","0.309046653024521"
"Big worries","2005","Berlin","306","0.414211395279922","0.379075089657354","0.44934770090249"
"Big worries","2005","Brandenburg","306","0.363250371689579","0.331635997139434","0.394864746239724"
"Big worries","2005","Mecklenburg-Western Pomerania","131","0.25061242623115","0.21262694497439","0.28859790748791"
"Big worries","2005","Saxony","470","0.289030212718426","0.266271232326891","0.31178919310996"
"Big worries","2005","Saxony-Anhalt","289","0.312856785827313","0.282429579150674","0.343283992503952"
"Big worries","2005","Thuringia","302","0.347754949105934","0.316448106744511","0.379061791467357"
"Some worries","2005","Schleswig-Holstein","254","0.41455408637564","0.376593759767037","0.452514412984243"
"Some worries","2005","Hamburg","177","0.577041910884212","0.520182620094491","0.633901201673932"
"Some worries","2005","Lower Saxony","944","0.508694651500871","0.485528854174617","0.531860448827125"
"Some worries","2005","Bremen","67","0.431136732705922","0.350805742216013","0.511467723195831"
"Some worries","2005","North Rhine-Westphalia","2196","0.496238165473868","0.481345862773717","0.511130468174019"
"Some worries","2005","Hesse","729","0.512616645340854","0.486071125425508","0.5391621652562"
"Some worries","2005","Rhineland-Palatinate,Saarland","597","0.447543323339529","0.419732390124933","0.475354256554124"
"Some worries","2005","Baden-Württemberg","1311","0.521592085744979","0.502100187295973","0.541083984193984"
"Some worries","2005","Bavaria","1541","0.526464236318844","0.508241596451297","0.544686876186392"
"Some worries","2005","Berlin","373","0.48883264216378","0.453176342509519","0.52448894181804"
"Some worries","2005","Brandenburg","471","0.521159948599846","0.488321853126197","0.553998044073494"
"Some worries","2005","Mecklenburg-Western Pomerania","297","0.591611657318563","0.548527448841913","0.634695865795213"
"Some worries","2005","Saxony","802","0.527762164715816","0.502697891068915","0.552826438362717"
"Some worries","2005","Saxony-Anhalt","490","0.529983023636909","0.497229847910832","0.562736199362986"
"Some worries","2005","Thuringia","466","0.495958723992079","0.463092256474684","0.528825191509474"
"No worries","2005","Schleswig-Holstein","259","0.351370104282657","0.314584589730294","0.388155618835021"
"No worries","2005","Hamburg","34","0.118475076192399","0.0812804765548868","0.155669675829911"
"No worries","2005","Lower Saxony","309","0.189844775073097","0.171671786068247","0.208017764077948"
"No worries","2005","Bremen","","","",""
"No worries","2005","North Rhine-Westphalia","732","0.172134100191148","0.160890184079926","0.183378016302369"
"No worries","2005","Hesse","269","0.205803717863077","0.184332826718705","0.227274609007449"
"No worries","2005","Rhineland-Palatinate,Saarland","296","0.270447551513858","0.245603713193876","0.29529138983384"
"No worries","2005","Baden-Württemberg","521","0.183480598284855","0.168377439305799","0.198583757263911"
"No worries","2005","Bavaria","544","0.181090813786513","0.16703627673946","0.195145350833566"
"No worries","2005","Berlin","76","0.0969559625562981","0.0758494567740325","0.118062468338564"
"No worries","2005","Brandenburg","112","0.115589679710575","0.0945720545859556","0.136607304835195"
"No worries","2005","Mecklenburg-Western Pomerania","72","0.157775916450287","0.125823973464276","0.189727859436298"
"No worries","2005","Saxony","252","0.183207622565758","0.163786102623794","0.202629142507723"
"No worries","2005","Saxony-Anhalt","113","0.157160190535778","0.133276058834613","0.181044322236943"
"No worries","2005","Thuringia","121","0.156286326901987","0.132416171503205","0.180156482300769"
"Big worries","2006","Schleswig-Holstein","178","0.289863684389208","0.255406582921835","0.32432078585658"
"Big worries","2006","Hamburg","70","0.195568302411609","0.151127570969415","0.240009033853803"
"Big worries","2006","Lower Saxony","579","0.293225843063279","0.273087237602565","0.313364448523994"
"Big worries","2006","Bremen","41","0.312396501972509","0.236959189171591","0.387833814773427"
"Big worries","2006","North Rhine-Westphalia","1353","0.312665971153351","0.299145390099482","0.326186552207221"
"Big worries","2006","Hesse","413","0.315060622585991","0.291305333279098","0.338815911892884"
"Big worries","2006","Rhineland-Palatinate,Saarland","332","0.242867698261807","0.21941264923342","0.266322747290194"
"Big worries","2006","Baden-Württemberg","695","0.281952776605807","0.265015326701782","0.298890226509833"
"Big worries","2006","Bavaria","797","0.261774093209611","0.246314240988473","0.27723394543075"
"Big worries","2006","Berlin","292","0.382970335941159","0.348899694963307","0.41704097691901"
"Big worries","2006","Brandenburg","260","0.280456982848552","0.251708946713218","0.309205018983886"
"Big worries","2006","Mecklenburg-Western Pomerania","154","0.31861506366257","0.279604050620147","0.357626076704993"
"Big worries","2006","Saxony","398","0.247113306472575","0.225790974691059","0.268435638254091"
"Big worries","2006","Saxony-Anhalt","278","0.296656575317041","0.266994631510725","0.326318519123357"
"Big worries","2006","Thuringia","231","0.256696522983846","0.228905274325838","0.284487771641854"
"Some worries","2006","Schleswig-Holstein","324","0.490293054848381","0.45232668074734","0.528259428949422"
"Some worries","2006","Hamburg","182","0.659365234405649","0.606265189853517","0.712465278957782"
"Some worries","2006","Lower Saxony","1058","0.525988421484196","0.503899703602603","0.54807713936579"
"Some worries","2006","Bremen","72","0.435052297717259","0.354358724581384","0.515745870853135"
"Some worries","2006","North Rhine-Westphalia","2377","0.504825470406957","0.490243342525991","0.519407598287923"
"Some worries","2006","Hesse","774","0.489571434472816","0.464008381880008","0.515134487065625"
"Some worries","2006","Rhineland-Palatinate,Saarland","646","0.485991574627477","0.458653679814932","0.513329469440021"
"Some worries","2006","Baden-Württemberg","1459","0.525492749890239","0.506695768011058","0.544289731769421"
"Some worries","2006","Bavaria","1702","0.534787706760529","0.517246330496761","0.552329083024297"
"Some worries","2006","Berlin","408","0.507158373639864","0.472117880806177","0.54219886647355"
"Some worries","2006","Brandenburg","549","0.580533659519344","0.548953891669441","0.612113427369247"
"Some worries","2006","Mecklenburg-Western Pomerania","303","0.528320113593801","0.486524561835522","0.570115665352079"
"Some worries","2006","Saxony","858","0.524705614551622","0.500019029460798","0.549392199642447"
"Some worries","2006","Saxony-Anhalt","479","0.514691857862083","0.482237625566375","0.54714609015779"
"Some worries","2006","Thuringia","542","0.552955161254505","0.521322517857836","0.584587804651173"
"No worries","2006","Schleswig-Holstein","164","0.219843260762411","0.188390520602053","0.251296000922769"
"No worries","2006","Hamburg","54","0.145066463182741","0.105608281696068","0.184524644669414"
"No worries","2006","Lower Saxony","326","0.180785735452525","0.163761454639274","0.197810016265775"
"No worries","2006","Bremen","32","0.252551200310232","0.181833271464157","0.323269129156306"
"No worries","2006","North Rhine-Westphalia","786","0.182508558439692","0.171242957865129","0.193774159014255"
"No worries","2006","Hesse","282","0.195367942941193","0.175092866018097","0.215643019864288"
"No worries","2006","Rhineland-Palatinate,Saarland","306","0.271140727110716","0.246825137828167","0.295456316393265"
"No worries","2006","Baden-Württemberg","557","0.192554473503953","0.177711642080842","0.207397304927065"
"No worries","2006","Bavaria","607","0.203438200029859","0.189281130813958","0.217595269245761"
"No worries","2006","Berlin","82","0.109871290418977","0.0879526692054747","0.13178991163248"
"No worries","2006","Brandenburg","129","0.139009357632104","0.11686985267577","0.161148862588438"
"No worries","2006","Mecklenburg-Western Pomerania","91","0.15306482274363","0.122919454457884","0.183210191029375"
"No worries","2006","Saxony","316","0.228181078975803","0.207435796850744","0.248926361100861"
"No worries","2006","Saxony-Anhalt","154","0.188651566820876","0.163246355501261","0.214056778140492"
"No worries","2006","Thuringia","176","0.190348315761649","0.165371411115536","0.215325220407762"
"Big worries","2007","Schleswig-Holstein","149","0.258747286688362","0.223878821679244","0.293615751697479"
"Big worries","2007","Hamburg","83","0.28409831055546","0.232721959627005","0.335474661483916"
"Big worries","2007","Lower Saxony","546","0.296816409245468","0.275902020518987","0.317730797971949"
"Big worries","2007","Bremen","43","0.351052686713227","0.273894805433932","0.428210567992521"
"Big worries","2007","North Rhine-Westphalia","1240","0.295092890227297","0.281255021156451","0.308930759298143"
"Big worries","2007","Hesse","345","0.270645703222002","0.24728905433879","0.294002352105213"
"Big worries","2007","Rhineland-Palatinate,Saarland","285","0.258601293465891","0.233522253826333","0.28368033310545"
"Big worries","2007","Baden-Württemberg","624","0.27005712123825","0.252565392072246","0.287548850404253"
"Big worries","2007","Bavaria","685","0.227552267369621","0.212353484232889","0.242751050506352"
"Big worries","2007","Berlin","270","0.358106872191739","0.323862572146417","0.392351172237061"
"Big worries","2007","Brandenburg","252","0.306584185917588","0.275857778624332","0.337310593210844"
"Big worries","2007","Mecklenburg-Western Pomerania","154","0.322541150891125","0.281971896259294","0.363110405522955"
"Big worries","2007","Saxony","364","0.229693516163006","0.208428057929133","0.25095897439688"
"Big worries","2007","Saxony-Anhalt","258","0.288468866311163","0.258364125499328","0.318573607122997"
"Big worries","2007","Thuringia","251","0.287079341691733","0.25763742916548","0.316521254217985"
