"plj0047","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No worries","2000","in school","Female","37","0.148591588248411","0.104935574103626","0.192247602393197","3"
"No worries","2000","inadequately","Male","49","0.308855462309271","0.23899112669369","0.378719797924852","3"
"No worries","2000","inadequately","Female","54","0.251270387325992","0.194721113662944","0.307819660989041","3"
"No worries","2000","general elemantary","Male","297","0.261137157294507","0.235694551034854","0.286579763554161","3"
"No worries","2000","general elemantary","Female","529","0.233811716151921","0.216800198739898","0.250823233563944","3"
"No worries","2000","middle vocational","Male","1291","0.209312146727162","0.199213470662518","0.219410822791806","3"
"No worries","2000","middle vocational","Female","1007","0.164544369061305","0.15553638671272","0.173552351409891","3"
"No worries","2000","vocational + Abi","Male","77","0.130082508040671","0.100772137066975","0.159392879014367","3"
"No worries","2000","vocational + Abi","Female","76","0.123382440910397","0.0973479184860095","0.149416963334784","3"
"No worries","2000","higher vocational","Male","173","0.168535367259968","0.146137036879722","0.190933697640214","3"
"No worries","2000","higher vocational","Female","93","0.109120038146605","0.0876217311402781","0.130618345152932","3"
"No worries","2000","higher education","Male","293","0.142585129501178","0.127832990571339","0.157337268431017","3"
"No worries","2000","higher education","Female","142","0.0969031973019711","0.0826465782803997","0.111159816323542","3"
"Some worries","2000","in school","Male","106","0.450244983586787","0.386904268815787","0.513585698357786","2"
"Some worries","2000","in school","Female","122","0.46802972789633","0.406786453542913","0.529273002249746","2"
"Some worries","2000","inadequately","Male","70","0.360490824354909","0.287886256018342","0.433095392691475","2"
"Some worries","2000","inadequately","Female","99","0.432088270135597","0.367504925980018","0.496671614291175","2"
"Some worries","2000","general elemantary","Male","553","0.46978681009857","0.440878612079885","0.498695008117256","2"
"Some worries","2000","general elemantary","Female","1196","0.493043127833991","0.472948955244191","0.513137300423792","2"
"Some worries","2000","middle vocational","Male","3203","0.498283916397428","0.485872191573497","0.510695641221359","2"
"Some worries","2000","middle vocational","Female","3354","0.514543721632432","0.502401154264289","0.526686289000574","2"
"Some worries","2000","vocational + Abi","Male","254","0.507386639352402","0.463825880236087","0.550947398468718","2"
"Some worries","2000","vocational + Abi","Female","306","0.484185697861105","0.444624400790753","0.523746994931456","2"
"Some worries","2000","higher vocational","Male","575","0.521581858636802","0.491692727630049","0.551470989643556","2"
"Some worries","2000","higher vocational","Female","406","0.486797147392607","0.45233352257281","0.521260772212405","2"
"Some worries","2000","higher education","Male","1180","0.544477733462672","0.523465740912518","0.565489726012826","2"
"Some worries","2000","higher education","Female","830","0.475659889011533","0.451592158260235","0.499727619762831","2"
"Big worries","2001","in school","Male","100","0.355376729395835","0.297531479780568","0.413221979011103","1"
"Big worries","2001","in school","Female","125","0.414928435401738","0.357217226710708","0.472639644092768","1"
"Big worries","2001","inadequately","Male","37","0.31366627279032","0.233599040178216","0.393733505402424","1"
"Big worries","2001","inadequately","Female","53","0.262913683356149","0.197691574647778","0.328135792064519","1"
"Big worries","2001","general elemantary","Male","325","0.330609500292325","0.301495957242464","0.359723043342185","1"
"Big worries","2001","general elemantary","Female","633","0.301829625715557","0.282073337387844","0.321585914043271","1"
"Big worries","2001","middle vocational","Male","1773","0.311374909655434","0.299257776264184","0.323492043046684","1"
"Big worries","2001","middle vocational","Female","2222","0.360409237272728","0.348175860420304","0.372642614125151","1"
"Big worries","2001","vocational + Abi","Male","173","0.37345524815637","0.330226676638146","0.416683819674594","1"
"Big worries","2001","vocational + Abi","Female","262","0.423003515754249","0.383105709634333","0.462901321874165","1"
"Big worries","2001","higher vocational","Male","336","0.347435593663142","0.317252205418587","0.377618981907698","1"
"Big worries","2001","higher vocational","Female","327","0.458115205538748","0.421569207975707","0.494661203101788","1"
"Big worries","2001","higher education","Male","743","0.361444640687273","0.340320972866293","0.382568308508253","1"
"Big worries","2001","higher education","Female","704","0.465049427370008","0.44019468192877","0.489904172811246","1"
"No worries","2001","in school","Male","57","0.219420594920351","0.169403616130452","0.26943757371025","3"
"No worries","2001","in school","Female","38","0.1521978873103","0.110123225432924","0.194272549187677","3"
"No worries","2001","inadequately","Male","29","","","","3"
"No worries","2001","inadequately","Female","40","0.226195118638142","0.164210146056585","0.288180091219699","3"
"No worries","2001","general elemantary","Male","229","0.226597306114232","0.200689667170126","0.252504945058338","3"
"No worries","2001","general elemantary","Female","423","0.214342892264151","0.196681913015702","0.232003871512601","3"
"No worries","2001","middle vocational","Male","1074","0.198268540923197","0.18783556924869","0.208701512597704","3"
"No worries","2001","middle vocational","Female","821","0.147723549384249","0.138682633728594","0.156764465039904","3"
"No worries","2001","vocational + Abi","Male","67","0.131064387083733","0.100905750655659","0.161223023511807","3"
"No worries","2001","vocational + Abi","Female","62","0.110348549216881","0.085044868257616","0.135652230176145","3"
"No worries","2001","higher vocational","Male","105","0.114439376525667","0.0942596147471618","0.134619138304172","3"
"No worries","2001","higher vocational","Female","61","0.0867136838300931","0.066071945003721","0.107355422656465","3"
"No worries","2001","higher education","Male","264","0.14446487092483","0.12900701668473","0.159922725164929","3"
"No worries","2001","higher education","Female","114","0.0863669847474037","0.0723690905847712","0.100364878910036","3"
"Some worries","2001","in school","Male","106","0.425202675683814","0.365454371953216","0.484950979414413","2"
"Some worries","2001","higher education","Female","729","0.448583587882589","0.4237999834745","0.473367192290678","2"
"Some worries","2001","in school","Female","117","0.432873677287962","0.374838733691172","0.490908620884751","2"
"Some worries","2001","inadequately","Male","63","0.450459808630353","0.364601764642952","0.536317852617754","2"
"Some worries","2001","inadequately","Female","82","0.510891198005709","0.436829099032101","0.584953296979318","2"
"Some worries","2001","general elemantary","Male","449","0.442793193593443","0.412053021170329","0.473533366016557","2"
"Some worries","2001","general elemantary","Female","1018","0.483827482020291","0.4623201558894","0.505334808151183","2"
"Some worries","2001","middle vocational","Male","2763","0.490356549421369","0.477275099761894","0.503437999080844","2"
"Some worries","2001","middle vocational","Female","2874","0.491867213343023","0.479128960860193","0.504605465825853","2"
"Some worries","2001","vocational + Abi","Male","241","0.495480364759897","0.450798857627471","0.540161871892324","2"
"Some worries","2001","vocational + Abi","Female","265","0.46664793502887","0.426358413645252","0.506937456412488","2"
"Some worries","2001","higher vocational","Male","515","0.538125029811191","0.506522419556352","0.56972764006603","2"
"Some worries","2001","higher vocational","Female","326","0.455171110631159","0.418643909667941","0.491698311594378","2"
"Some worries","2001","higher education","Male","980","0.494090488387897","0.472107393903144","0.51607358287265","2"
"Big worries","2002","in school","Male","109","0.369415067085545","0.314431699886814","0.424398434284275","1"
"Big worries","2002","in school","Female","113","0.358041320473471","0.304758401432674","0.411324239514269","1"
"Big worries","2002","inadequately","Male","24","","","","1"
"Big worries","2002","inadequately","Female","38","0.243269331792933","0.177603338852064","0.308935324733801","1"
"Big worries","2002","general elemantary","Male","245","0.276969158176738","0.248467690887988","0.305470625465487","1"
"Big worries","2002","general elemantary","Female","487","0.259708482968233","0.240176790901197","0.279240175035269","1"
"Big worries","2002","middle vocational","Male","1361","0.250699805036092","0.239304320042871","0.262095290029312","1"
"Big worries","2002","middle vocational","Female","1770","0.292436852534139","0.280941324411048","0.30393238065723","1"
"Big worries","2002","vocational + Abi","Male","132","0.297146679289374","0.256765097122139","0.33752826145661","1"
"Big worries","2002","vocational + Abi","Female","220","0.319287945387268","0.284170190880753","0.354405699893782","1"
"Big worries","2002","higher vocational","Male","259","0.272622402348929","0.245172977816123","0.300071826881735","1"
"Big worries","2002","higher vocational","Female","229","0.319464051005733","0.285732478004066","0.353195624007399","1"
"Big worries","2002","higher education","Male","733","0.271327874662717","0.254233302499148","0.288422446826286","1"
"Big worries","2002","higher education","Female","679","0.346900876632896","0.32579623119107","0.368005522074722","1"
"No worries","2002","in school","Male","57","0.186773942513018","0.142375675213895","0.231172209812141","3"
"No worries","2002","in school","Female","46","0.17166013122796","0.1297511697433","0.213569092712619","3"
"No worries","2002","inadequately","Male","24","","","","3"
"No worries","2002","inadequately","Female","38","0.215937859722181","0.152963203534284","0.278912515910077","3"
"No worries","2002","general elemantary","Male","242","0.253766470186813","0.226050658596597","0.281482281777029","3"
"No worries","2002","general elemantary","Female","409","0.210069199807847","0.19192360833677","0.228214791278925","3"
"No worries","2002","middle vocational","Male","1199","0.216972821107633","0.206135573931928","0.227810068283338","3"
"No worries","2002","middle vocational","Female","907","0.156010685133527","0.14684054607636","0.165180824190694","3"
"No worries","2002","vocational + Abi","Male","95","0.158012511762609","0.125782230387842","0.190242793137376","3"
"No worries","2002","vocational + Abi","Female","81","0.106411327023095","0.0831830758350003","0.12963957821119","3"
"No worries","2002","higher vocational","Male","179","0.181407550860323","0.157653698085503","0.205161403635143","3"
"No worries","2002","higher vocational","Female","85","0.119649304269876","0.0961701199188508","0.143128488620902","3"
"No worries","2002","higher education","Male","382","0.162870887868716","0.148674988703549","0.177066787033884","3"
"No worries","2002","higher education","Female","180","0.10350244335259","0.0899961658819734","0.117008720823206","3"
"Some worries","2002","in school","Male","130","0.443810990401437","0.387211507518118","0.500410473284757","2"
"Some worries","2002","in school","Female","152","0.470298548298569","0.414826998813678","0.52577009778346","2"
"Some worries","2002","inadequately","Male","65","0.496109845152839","0.40392368436519","0.588296005940487","2"
"Some worries","2002","inadequately","Female","88","0.540792808484886","0.464524175686004","0.617061441283769","2"
"Some worries","2002","general elemantary","Male","460","0.469264371636449","0.437479459589005","0.501049283683894","2"
"Some worries","2002","general elemantary","Female","1040","0.53022231722392","0.507990723004874","0.552453911442966","2"
"Some worries","2002","middle vocational","Male","2997","0.532327373856275","0.519208750372541","0.545445997340009","2"
"Some worries","2002","middle vocational","Female","3338","0.551552462332334","0.538984076313225","0.564120848351443","2"
"Some worries","2002","vocational + Abi","Male","265","0.544840808948016","0.500837836694365","0.588843781201667","2"
"Some worries","2002","vocational + Abi","Female","376","0.574300727589637","0.537055134533408","0.611546320645866","2"
"Some worries","2002","higher vocational","Male","573","0.545970046790748","0.515279885263123","0.576660208318373","2"
"Some worries","2002","higher vocational","Female","420","0.560886644724391","0.524984041986257","0.596789247462526","2"
"Some worries","2002","higher education","Male","1484","0.565801237468566","0.546745700626335","0.584856774310798","2"
"Some worries","2002","higher education","Female","1095","0.549596680014514","0.527536520260098","0.57165683976893","2"
"Big worries","2003","in school","Male","73","0.236175278224258","0.188193215258482","0.284157341190034","1"
"Big worries","2003","in school","Female","93","0.292793995519491","0.24246279149195","0.343125199547033","1"
"Big worries","2003","inadequately","Male","22","","","","1"
"Big worries","2003","inadequately","Female","35","0.25027078008045","0.182077821287675","0.318463738873225","1"
"Big worries","2003","general elemantary","Male","189","0.22272979818711","0.195636669288682","0.249822927085537","1"
"Big worries","2003","general elemantary","Female","414","0.231433932075129","0.212020455801575","0.250847408348683","1"
"Big worries","2003","middle vocational","Male","1054","0.205638341236987","0.194765480713989","0.216511201759986","1"
"Big worries","2003","middle vocational","Female","1404","0.243692643555329","0.232615429288046","0.254769857822612","1"
"Big worries","2003","vocational + Abi","Male","100","0.235036825929657","0.197143408520794","0.27293024333852","1"
"Big worries","2003","vocational + Abi","Female","168","0.244065252810035","0.211613684495502","0.276516821124568","1"
"Big worries","2003","higher vocational","Male","216","0.229613711402947","0.203214013044376","0.256013409761519","1"
"Big worries","2003","higher vocational","Female","189","0.311425435467111","0.27729114244007","0.345559728494151","1"
"Big worries","2003","higher education","Male","482","0.199331626322615","0.183525507078187","0.215137745567043","1"
"Big worries","2003","higher education","Female","493","0.289898355612495","0.269421636074794","0.310375075150197","1"
"No worries","2003","in school","Male","75","0.253429840586555","0.20429053307391","0.302569148099199","3"
"No worries","2003","in school","Female","61","0.239518167700906","0.192312198467881","0.286724136933932","3"
"No worries","2003","inadequately","Male","38","0.361205778244548","0.269762246205982","0.452649310283115","3"
"No worries","2003","inadequately","Female","55","0.308749904723862","0.236021634206357","0.381478175241367","3"
"No worries","2003","general elemantary","Male","281","0.309285501795919","0.279189205118104","0.339381798473733","3"
"No worries","2003","general elemantary","Female","425","0.231275072896299","0.211866255047206","0.250683890745392","3"
"No worries","2003","middle vocational","Male","1360","0.255074312389031","0.243347702666853","0.266800922111209","3"
"No worries","2003","middle vocational","Female","1114","0.193500623102116","0.183307591129691","0.203693655074542","3"
"No worries","2003","vocational + Abi","Male","119","0.234257699455615","0.19640788026849","0.272107518642739","3"
"No worries","2003","vocational + Abi","Female","121","0.172543393444287","0.143996270831897","0.201090516056678","3"
"No worries","2003","higher vocational","Male","191","0.184185417278041","0.159853903102127","0.208516931453955","3"
"No worries","2003","higher vocational","Female","117","0.156829453450419","0.13002481755372","0.183634089347119","3"
"No worries","2003","higher education","Male","464","0.185845793976629","0.170455726797113","0.201235861156145","3"
"No worries","2003","higher education","Female","261","0.144005052349203","0.128159706886688","0.159850397811717","3"
"Some worries","2003","in school","Male","153","0.510394881189187","0.453921866380042","0.566867895998332","2"
"Some worries","2003","in school","Female","160","0.467687836779602","0.412499856613004","0.5228758169462","2"
"Some worries","2003","inadequately","Male","46","0.427192300462518","0.333022578064459","0.521362022860577","2"
"Some worries","2003","inadequately","Female","65","0.440979315195688","0.362815582614202","0.519143047777173","2"
"Some worries","2003","general elemantary","Male","436","0.467984700016972","0.435493789607135","0.500475610426808","2"
"Some worries","2003","general elemantary","Female","974","0.537290995028572","0.514339660362934","0.560242329694209","2"
"Some worries","2003","middle vocational","Male","2894","0.539287346373982","0.525877993509534","0.552696699238431","2"
"Some worries","2003","middle vocational","Female","3252","0.562806733342555","0.550007718017478","0.575605748667631","2"
"Some worries","2003","vocational + Abi","Male","262","0.530705474614728","0.486106478763961","0.575304470465495","2"
"Some worries","2003","vocational + Abi","Female","384","0.583391353745678","0.546144920333347","0.620637787158008","2"
"Some worries","2003","higher vocational","Male","568","0.586200871319012","0.555286259408391","0.617115483229633","2"
"Some worries","2003","higher vocational","Female","401","0.53174511108247","0.494963453489149","0.568526768675791","2"
"Some worries","2003","higher education","Male","1508","0.614822579700756","0.595568794327044","0.634076365074468","2"
"Some worries","2003","higher education","Female","1132","0.566096592038302","0.543729009551405","0.588464174525199","2"
"Big worries","2004","in school","Male","80","0.252629964606807","0.203864940558651","0.301394988654963","1"
"Big worries","2004","in school","Female","101","0.274987339190455","0.226665849577194","0.323308828803716","1"
"Big worries","2004","inadequately","Male","21","","","","1"
"Big worries","2004","inadequately","Female","25","","","","1"
"Big worries","2004","general elemantary","Male","179","0.232936181938691","0.204213786763625","0.261658577113756","1"
"Big worries","2004","general elemantary","Female","372","0.213471910999637","0.19411281188503","0.232831010114244","1"
"Big worries","2004","middle vocational","Male","1082","0.211933754910416","0.200759142454322","0.22310836736651","1"
"Big worries","2004","middle vocational","Female","1390","0.247818949522978","0.23652715435753","0.259110744688426","1"
"Big worries","2004","vocational + Abi","Male","118","0.272889984857469","0.233123387334965","0.312656582379973","1"
"Big worries","2004","vocational + Abi","Female","172","0.258630700338516","0.225474250245171","0.291787150431861","1"
"Big worries","2004","higher vocational","Male","203","0.224043999446889","0.197275418984158","0.250812579909621","1"
"Big worries","2004","higher vocational","Female","200","0.301301158718771","0.267408380178867","0.335193937258675","1"
"Big worries","2004","higher education","Male","500","0.210870597383714","0.194624720845609","0.227116473921818","1"
"Big worries","2004","higher education","Female","508","0.309921084266263","0.288954949118676","0.330887219413851","1"
"No worries","2004","in school","Male","86","0.270176878754362","0.22034226800509","0.320011489503634","3"
"No worries","2004","in school","Female","57","0.234727992057426","0.188860866415938","0.280595117698913","3"
"No worries","2004","inadequately","Male","39","0.40382764363598","0.307659323312242","0.499995963959718","3"
"No worries","2004","inadequately","Female","48","0.290645574102422","0.215963320065998","0.365327828138847","3"
"No worries","2004","general elemantary","Male","264","0.353731160650819","0.321242658013509","0.386219663288129","3"
"No worries","2004","general elemantary","Female","457","0.270406599127477","0.249421706689114","0.29139149156584","3"
"No worries","2004","middle vocational","Male","1330","0.262407259499205","0.250377767691994","0.274436751306417","3"
"No worries","2004","middle vocational","Female","1091","0.194834059877903","0.184475254365851","0.205192865389955","3"
"No worries","2004","vocational + Abi","Male","107","0.232031147642479","0.194346060924111","0.269716234360846","3"
"No worries","2004","vocational + Abi","Female","98","0.147765243067671","0.120894699184411","0.174635786950931","3"
"No worries","2004","higher vocational","Male","200","0.193769004562754","0.168393654968479","0.219144354157029","3"
"No worries","2004","higher vocational","Female","127","0.157683664034666","0.130762568781558","0.184604759287775","3"
"No worries","2004","higher education","Male","495","0.207307005970356","0.191162657569442","0.22345135437127","3"
"No worries","2004","higher education","Female","251","0.127792886833509","0.112657044578384","0.142928729088633","3"
"Some worries","2004","in school","Male","139","0.477193156638831","0.421137956611401","0.53324835666626","2"
"Some worries","2004","in school","Female","170","0.490284668752119","0.436184430968625","0.544384906535613","2"
"Some worries","2004","inadequately","Male","40","0.322868902278259","0.231226264873092","0.414511539683426","2"
"Some worries","2004","inadequately","Female","69","0.521481984638584","0.439319659672959","0.603644309604208","2"
"Some worries","2004","general elemantary","Male","389","0.41333265741049","0.379872171402529","0.446793143418451","2"
"Some worries","2004","general elemantary","Female","892","0.516121489872886","0.492511174162531","0.539731805583242","2"
"Some worries","2004","middle vocational","Male","2726","0.525658985590379","0.512005346263926","0.539312624916831","2"
"Some worries","2004","middle vocational","Female","3135","0.557346990599119","0.544356394431587","0.570337586766651","2"
"Some worries","2004","vocational + Abi","Male","257","0.495078867500052","0.450444072946976","0.539713662053129","2"
"Some worries","2004","vocational + Abi","Female","400","0.593604056593813","0.556413403762791","0.630794709424836","2"
"Some worries","2004","higher vocational","Male","529","0.582186995990357","0.550523244995839","0.613850746984875","2"
"Some worries","2004","higher vocational","Female","377","0.541015177246562","0.504205191586478","0.577825162906646","2"
"Some worries","2004","higher education","Male","1427","0.58182239664593","0.562178093667687","0.601466699624174","2"
"Some worries","2004","higher education","Female","1110","0.562286028900228","0.539794587380395","0.584777470420062","2"
"Big worries","2005","in school","Male","100","0.285212062876479","0.234705076560584","0.335719049192373","1"
"Big worries","2005","in school","Female","119","0.388377073563284","0.336495049282252","0.440259097844316","1"
"Big worries","2005","inadequately","Male","32","0.340986444180054","0.249439213839581","0.432533674520526","1"
"Big worries","2005","inadequately","Female","46","0.326455364066446","0.24735539709306","0.405555331039833","1"
"Big worries","2005","general elemantary","Male","206","0.327696932098765","0.29465115462376","0.36074270957377","1"
"Big worries","2005","general elemantary","Female","465","0.290728005701469","0.268519202222144","0.312936809180794","1"
"Big worries","2005","middle vocational","Male","1320","0.276216040170724","0.263662135978466","0.288769944362983","1"
"Big worries","2005","middle vocational","Female","1703","0.33416965084954","0.321544110271193","0.346795191427888","1"
"Big worries","2005","vocational + Abi","Male","129","0.275963073218169","0.235291127872287","0.316635018564051","1"
"Big worries","2005","vocational + Abi","Female","214","0.332034348147431","0.296213767364246","0.367854928930617","1"
"Big worries","2005","higher vocational","Male","243","0.270973722107401","0.241789748839073","0.300157695375729","1"
"Big worries","2005","higher vocational","Female","226","0.338668308435427","0.302752791568706","0.374583825302148","1"
"Big worries","2005","higher education","Male","652","0.286092140025779","0.267654546611358","0.3045297334402","1"
"Big worries","2005","higher education","Female","658","0.361674221727868","0.339779360530466","0.383569082925271","1"
"No worries","2005","in school","Male","74","0.288492703511681","0.237812774355982","0.33917263266738","3"
"No worries","2005","in school","Female","70","0.176999247350072","0.136370440558452","0.217628054141691","3"
"No worries","2005","inadequately","Male","28","","","","3"
"No worries","2005","inadequately","Female","30","0.172270610960444","0.10857184901529","0.235969372905598","3"
"No worries","2005","general elemantary","Male","202","0.25765920005505","0.226868346221177","0.288450053888923","3"
"No worries","2005","general elemantary","Female","375","0.229432383038999","0.208868361243692","0.249996404834307","3"
"No worries","2005","middle vocational","Male","1076","0.224756707910158","0.213036772317794","0.236476643502523","3"
"No worries","2005","middle vocational","Female","811","0.156690959423444","0.14696124632943","0.166420672517457","3"
"No worries","2005","vocational + Abi","Male","94","0.166857854834509","0.132932688883421","0.200783020785596","3"
"No worries","2005","vocational + Abi","Female","87","0.138316097891893","0.112057326316193","0.164574869467593","3"
"No worries","2005","higher vocational","Male","155","0.154907517938792","0.131150189277461","0.178664846600122","3"
"No worries","2005","higher vocational","Female","87","0.108776241926094","0.085147229159425","0.132405254692764","3"
"No worries","2005","higher education","Male","387","0.173388677866225","0.157943559851669","0.18883379588078","3"
"No worries","2005","higher education","Female","186","0.115601608649707","0.10103132060486","0.130171896694554","3"
"Some worries","2005","in school","Male","133","0.42629523361184","0.37097571773985","0.481614749483831","2"
"Some worries","2005","in school","Female","150","0.434623679086644","0.381855301508926","0.487392056664363","2"
"Some worries","2005","inadequately","Male","43","0.401621104683142","0.306948162143181","0.496294047223102","2"
"Some worries","2005","inadequately","Female","59","0.50127402497311","0.416930877983741","0.585617171962478","2"
"Some worries","2005","general elemantary","Male","367","0.414643867846185","0.379958608234779","0.449329127457591","2"
"Some worries","2005","general elemantary","Female","766","0.479839611259532","0.455405755420135","0.504273467098929","2"
"Some worries","2005","middle vocational","Male","2477","0.499027251919118","0.484988804885227","0.513065698953008","2"
"Some worries","2005","middle vocational","Female","2848","0.509139389727016","0.495758588276341","0.522520191177691","2"
"Some worries","2005","vocational + Abi","Male","241","0.557179071947322","0.511983012890848","0.602375131003796","2"
"Some worries","2005","vocational + Abi","Female","363","0.529649553960676","0.491685801156791","0.56761330676456","2"
"Some worries","2005","higher vocational","Male","493","0.574118759953808","0.541650847741133","0.606586672166482","2"
"Some worries","2005","higher vocational","Female","354","0.552555449638478","0.51482059174422","0.590290307532736","2"
"Some worries","2005","higher education","Male","1269","0.540519182107996","0.520187681352037","0.560850682863955","2"
"Some worries","2005","higher education","Female","1006","0.522724169622424","0.499963594149036","0.545484745095813","2"
"Big worries","2006","in school","Male","54","0.329006971690997","0.263395990544061","0.394617952837934","1"
"Big worries","2006","in school","Female","68","0.383736957374749","0.316172012216007","0.451301902533491","1"
"Big worries","2006","inadequately","Male","25","","","","1"
"Big worries","2006","inadequately","Female","39","0.280322167850781","0.205110435522625","0.355533900178937","1"
"Big worries","2006","general elemantary","Male","182","0.279424973760446","0.247648484129923","0.311201463390969","1"
"Big worries","2006","general elemantary","Female","457","0.27210653635062","0.250856898385197","0.293356174316044","1"
"Big worries","2006","middle vocational","Male","1333","0.264241958108859","0.252307982446789","0.276175933770928","1"
"Big worries","2006","middle vocational","Female","1779","0.316478946788186","0.304508237143943","0.328449656432428","1"
"Big worries","2006","vocational + Abi","Male","125","0.273840112521869","0.233989021782775","0.313691203260962","1"
"Big worries","2006","vocational + Abi","Female","206","0.282785977435543","0.250094266664094","0.315477688206991","1"
"Big worries","2006","higher vocational","Male","248","0.274363769202583","0.245794366860742","0.302933171544424","1"
"Big worries","2006","higher vocational","Female","232","0.359875093881959","0.324570828842629","0.39517935892129","1"
"Big worries","2006","higher education","Male","626","0.251323479762831","0.234480767944325","0.268166191581338","1"
"Big worries","2006","higher education","Female","610","0.314663906270469","0.294407835818467","0.33491997672247","1"
"No worries","2006","in school","Male","47","0.217619057114752","0.159999147618489","0.275238966611015","3"
"No worries","2006","in school","Female","40","0.202438592598289","0.146610823576059","0.258266361620518","3"
"No worries","2006","inadequately","Male","29","","","","3"
"No worries","2006","inadequately","Female","32","0.258267295919412","0.184977041512521","0.331557550326303","3"
"No worries","2006","general elemantary","Male","202","0.28398793837263","0.252054636769402","0.315921239975858","3"
"No worries","2006","general elemantary","Female","400","0.241662274646394","0.22122213311178","0.262102416181007","3"
"No worries","2006","middle vocational","Male","1149","0.219840711630233","0.208631825639333","0.231049597621133","3"
"No worries","2006","middle vocational","Female","879","0.152536250019814","0.143282481435701","0.161790018603927","3"
"No worries","2006","vocational + Abi","Male","94","0.202196162149579","0.166303136653085","0.238089187646073","3"
"No worries","2006","vocational + Abi","Female","113","0.17432157123295","0.146781480798859","0.201861661667042","3"
"No worries","2006","higher vocational","Male","178","0.184659600984514","0.159814902943752","0.209504299025275","3"
"No worries","2006","higher vocational","Female","91","0.113872145200636","0.0905066030696633","0.137237687331609","3"
"No worries","2006","higher education","Male","485","0.200137004852755","0.184601696429287","0.215672313276223","3"
"No worries","2006","higher education","Female","248","0.13118681330374","0.116460697043742","0.145912929563737","3"
"Some worries","2006","in school","Male","96","0.453373971194251","0.383857387140749","0.522890555247753","2"
"Some worries","2006","in school","Female","91","0.413824450026962","0.34539493282568","0.482253967228244","2"
"Some worries","2006","inadequately","Male","38","0.365241673654877","0.266852221441077","0.463631125868677","2"
"Some worries","2006","inadequately","Female","66","0.461410536229807","0.377934755862197","0.544886316597417","2"
"Some worries","2006","general elemantary","Male","382","0.436587087866924","0.40146482024967","0.471709355484177","2"
"Some worries","2006","general elemantary","Female","828","0.486231189002986","0.462366630017853","0.510095747988119","2"
"Some worries","2006","middle vocational","Male","2762","0.515917330260908","0.502391417707302","0.529443242814515","2"
"Some worries","2006","middle vocational","Female","3141","0.530984803192001","0.51814063334534","0.543828973038662","2"
"Some worries","2006","vocational + Abi","Male","262","0.523963725328553","0.479331741874548","0.568595708782557","2"
"Some worries","2006","vocational + Abi","Female","410","0.542892451331507","0.506730619264848","0.579054283398167","2"
"Some worries","2006","higher vocational","Male","511","0.540976629812903","0.509069705200761","0.572883554425045","2"
"Some worries","2006","higher vocational","Female","387","0.526252760917405","0.489525422534853","0.562980099299957","2"
"Some worries","2006","higher education","Male","1437","0.548539515384414","0.529217064583905","0.567861966184923","2"
"Some worries","2006","higher education","Female","1161","0.554149280425792","0.532467843856612","0.575830716994972","2"
"Big worries","2007","in school","Male","48","0.284574308408936","0.214659654809221","0.354488962008652","1"
"Big worries","2007","in school","Female","50","0.252648311497045","0.188991880487764","0.316304742506325","1"
"Big worries","2007","inadequately","Male","16","","","","1"
"Big worries","2007","inadequately","Female","35","0.262391428357818","0.188453643333881","0.336329213381755","1"
"Big worries","2007","general elemantary","Male","170","0.278037162853752","0.244485685276899","0.311588640430605","1"
"Big worries","2007","general elemantary","Female","418","0.277302268480459","0.25464761005949","0.299956926901427","1"
"Big worries","2007","middle vocational","Male","1177","0.239036082398232","0.227072452568304","0.250999712228159","1"
"Big worries","2007","middle vocational","Female","1578","0.30203336864649","0.289786185268367","0.314280552024613","1"
"Big worries","2007","vocational + Abi","Male","113","0.270425340351249","0.230139890849493","0.310710789853005","1"
"Big worries","2007","vocational + Abi","Female","205","0.293045533969695","0.259423418433882","0.326667649505509","1"
"Big worries","2007","higher vocational","Male","213","0.268647591966559","0.239575439642205","0.297719744290913","1"
"Big worries","2007","higher vocational","Female","190","0.308482107676512","0.272416395139366","0.344547820213658","1"
"Big worries","2007","higher education","Male","637","0.271035264625804","0.253281681830958","0.28878884742065","1"
"Big worries","2007","higher education","Female","608","0.308917021219311","0.288508513481597","0.329325528957024","1"
"No worries","2007","in school","Male","36","0.225024894403624","0.160318491299276","0.289731297507972","3"
"No worries","2007","in school","Female","37","0.178032641770614","0.12199257045413","0.234072713087098","3"
"No worries","2007","inadequately","Male","24","","","","3"
"No worries","2007","inadequately","Female","40","0.333830192556842","0.254573870263659","0.413086514850025","3"
"No worries","2007","general elemantary","Male","189","0.273836476406532","0.240442689684496","0.307230263128568","3"
"No worries","2007","general elemantary","Female","373","0.242594135345107","0.220901768408254","0.26428650228196","3"
"No worries","2007","middle vocational","Male","1158","0.236724158104699","0.2248004522943","0.248647863915098","3"
"No worries","2007","middle vocational","Female","913","0.171938818439486","0.161873915080673","0.1820037217983","3"
"No worries","2007","vocational + Abi","Male","87","0.189396026229152","0.153859133911852","0.224932918546451","3"
"No worries","2007","vocational + Abi","Female","98","0.140504382633139","0.114834225315092","0.166174539951186","3"
"No worries","2007","higher vocational","Male","157","0.16168048494891","0.137533886987573","0.185827082910247","3"
"No worries","2007","higher vocational","Female","87","0.145867771266672","0.11830518001613","0.173430362517214","3"
"No worries","2007","higher education","Male","431","0.190149745379987","0.174476097515566","0.205823393244407","3"
