"plj0047","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2002","no degree/no degree yet","Male","206","0.479227138462209","0.431676096609706","0.526778180314711"
"Some worries","2002","Other degree","Female","364","0.522635862651609","0.484927068847031","0.560344656456186"
"Some worries","2002","Other degree","Male","324","0.496133017842914","0.457152593071181","0.535113442614646"
"Some worries","2002","secondary school degree","Female","2127","0.544965118337003","0.529144611363419","0.560785625310587"
"Some worries","2002","secondary school degree","Male","1572","0.538773649569645","0.520529704893693","0.557017594245597"
"Big worries","2003","college entrance qualification","Female","643","0.280207175258666","0.26264486456121","0.297769485956122"
"Big worries","2003","college entrance qualification","Male","563","0.199696005221831","0.185153582854331","0.214238427589331"
"Big worries","2003","lower secondary degree","Female","983","0.243392484953589","0.230128623949088","0.256656345958091"
"Big worries","2003","lower secondary degree","Male","806","0.218117430819045","0.205054068048698","0.231180793589392"
"Big worries","2003","no degree/no degree yet","Female","126","0.263335553370457","0.223558991520603","0.303112115220311"
"Big worries","2003","no degree/no degree yet","Male","96","0.216986584630033","0.17742432333248","0.256548845927586"
"Big worries","2003","Other degree","Female","135","0.245516160379174","0.212145663386855","0.278886657371493"
"Big worries","2003","Other degree","Male","133","0.260613259265427","0.225252521254093","0.295973997276762"
"Big worries","2003","secondary school degree","Female","901","0.246769295572385","0.232790383030676","0.260748208114094"
"Big worries","2003","secondary school degree","Male","533","0.194872840424249","0.180103348870657","0.20964233197784"
"No worries","2003","college entrance qualification","Female","379","0.144610461734549","0.130856744318763","0.158364179150334"
"No worries","2003","college entrance qualification","Male","582","0.196097401733785","0.181654242179389","0.210540561288181"
"No worries","2003","lower secondary degree","Female","848","0.209587196288512","0.19700691326214","0.222167479314884"
"No worries","2003","lower secondary degree","Male","1004","0.261751808135376","0.2478463572285","0.275657259042251"
"No worries","2003","no degree/no degree yet","Female","111","0.262947410896293","0.223189704247018","0.302705117545568"
"No worries","2003","no degree/no degree yet","Male","115","0.281739348858224","0.238563105366982","0.324915592349465"
"No worries","2003","Other degree","Female","187","0.269878537781688","0.235461032033867","0.30429604352951"
"No worries","2003","Other degree","Male","174","0.265264082250348","0.229701597494929","0.300826567005768"
"No worries","2003","secondary school degree","Female","626","0.176300982326302","0.163945051746525","0.188656912906079"
"No worries","2003","secondary school degree","Male","649","0.234686123332745","0.218883792560944","0.250488454104545"
"Some worries","2003","college entrance qualification","Female","1490","0.575182363006786","0.555851897026091","0.594512828987481"
"Some worries","2003","college entrance qualification","Male","1758","0.604206593044384","0.58641759117122","0.621995594917548"
"Some worries","2003","lower secondary degree","Female","2190","0.547020318757899","0.531634445715294","0.562406191800503"
"Some worries","2003","lower secondary degree","Male","2029","0.520130761045579","0.50432713443409","0.535934387657069"
"Some worries","2003","no degree/no degree yet","Female","234","0.47371703573325","0.428624278120896","0.518809793345604"
"Some worries","2003","no degree/no degree yet","Male","206","0.501274066511744","0.453284297679493","0.549263835343994"
"Some worries","2003","Other degree","Female","317","0.484605301839137","0.445856193272704","0.523354410405571"
"Some worries","2003","Other degree","Male","285","0.474122658484224","0.433899624816395","0.514345692152053"
"Some worries","2003","secondary school degree","Female","2127","0.576929722101313","0.560910864746209","0.592948579456417"
"Some worries","2003","secondary school degree","Male","1581","0.570441036243006","0.551983470599362","0.588898601886651"
"Big worries","2004","college entrance qualification","Female","666","0.29413366707482","0.276261697241754","0.312005636907885"
"Big worries","2004","college entrance qualification","Male","592","0.214487545582448","0.199438999026971","0.229536092137926"
"Big worries","2004","lower secondary degree","Female","919","0.232416065838973","0.219074287004284","0.245757844673662"
"Big worries","2004","lower secondary degree","Male","807","0.22795748537757","0.21437379119117","0.24154117956397"
"Big worries","2004","no degree/no degree yet","Female","127","0.233950354341551","0.196038882450968","0.271861826232135"
"Big worries","2004","no degree/no degree yet","Male","106","0.264435489996154","0.222054443146895","0.306816536845413"
"Big worries","2004","Other degree","Female","116","0.204691144374118","0.172325939415819","0.237056349332417"
"Big worries","2004","Other degree","Male","124","0.255660827215273","0.219817403148444","0.291504251282103"
"Big worries","2004","secondary school degree","Female","926","0.266413191805505","0.251958025193676","0.280868358417334"
"Big worries","2004","secondary school degree","Male","550","0.195486951079895","0.180455779840272","0.210518122319518"
"No worries","2004","college entrance qualification","Female","361","0.132988664163025","0.119670065890166","0.146307262435884"
"No worries","2004","college entrance qualification","Male","598","0.206821303559285","0.191972203458046","0.221670403660525"
"No worries","2004","lower secondary degree","Female","873","0.224917446827952","0.211728707660907","0.238106185994996"
"No worries","2004","lower secondary degree","Male","964","0.274052526839833","0.259610110421691","0.288494943257976"
"No worries","2004","no degree/no degree yet","Female","102","0.252617582680964","0.213705582067463","0.291529583294466"
"No worries","2004","no degree/no degree yet","Male","123","0.287468727089651","0.243977797173013","0.330959657006288"
"No worries","2004","Other degree","Female","149","0.222160585111663","0.188814918502994","0.255506251720332"
"No worries","2004","Other degree","Male","154","0.278916943722508","0.242068253797254","0.315765633647761"
"No worries","2004","secondary school degree","Female","638","0.187915900239596","0.175142640293833","0.20068916018536"
"No worries","2004","secondary school degree","Male","674","0.25476753379865","0.238252277629082","0.271282789968218"
"Some worries","2004","college entrance qualification","Female","1470","0.572877668762155","0.553475695324476","0.592279642199834"
"Some worries","2004","college entrance qualification","Male","1668","0.578691150858267","0.56058856191313","0.596793739803403"
"Some worries","2004","lower secondary degree","Female","2058","0.542666487333075","0.526930255654994","0.558402719011157"
"Some worries","2004","lower secondary degree","Male","1893","0.497989987782597","0.481800360386124","0.514179615179071"
"Some worries","2004","no degree/no degree yet","Female","250","0.513432062977485","0.468671702961884","0.558192422993085"
"Some worries","2004","no degree/no degree yet","Male","187","0.448095782914195","0.40030779883558","0.495883766992811"
"Some worries","2004","Other degree","Female","332","0.573148270514219","0.533471808271173","0.612824732757266"
"Some worries","2004","Other degree","Male","291","0.465422229062219","0.424437603980625","0.506406854143813"
"Some worries","2004","secondary school degree","Female","2029","0.545670907954899","0.529390317333827","0.56195149857597"
"Some worries","2004","secondary school degree","Male","1450","0.549745515121456","0.530888312796408","0.568602717446503"
"Big worries","2005","college entrance qualification","Female","833","0.351562533952024","0.332706461938969","0.370418605965078"
"Big worries","2005","college entrance qualification","Male","750","0.284466457070429","0.26748660981813","0.301446304322728"
"Big worries","2005","lower secondary degree","Female","1109","0.314407469577401","0.299258109338319","0.329556829816484"
"Big worries","2005","lower secondary degree","Male","968","0.289116535666396","0.27399317291534","0.304239898417452"
"Big worries","2005","no degree/no degree yet","Female","169","0.380921169383531","0.337568573929948","0.424273764837114"
"Big worries","2005","no degree/no degree yet","Male","131","0.289907660832706","0.24641187218871","0.333403449476701"
"Big worries","2005","Other degree","Female","155","0.29511565782178","0.258029223270729","0.332202092372831"
"Big worries","2005","Other degree","Male","158","0.308195124571066","0.268921089667643","0.347469159474489"
"Big worries","2005","secondary school degree","Female","1153","0.342868016102794","0.32701980510706","0.358716227098529"
"Big worries","2005","secondary school degree","Male","661","0.265237402497237","0.248156505708369","0.282318299286105"
"No worries","2005","college entrance qualification","Female","291","0.119900348394424","0.107071371228212","0.132729325560635"
"No worries","2005","college entrance qualification","Male","495","0.17495377645692","0.160654829685418","0.189252723228422"
"No worries","2005","lower secondary degree","Female","661","0.186817265200382","0.174099306617768","0.199535223782997"
"No worries","2005","lower secondary degree","Male","765","0.223568716261269","0.209670158804044","0.237467273718495"
"No worries","2005","no degree/no degree yet","Female","98","0.169452182958268","0.135961000871014","0.202943365045522"
"No worries","2005","no degree/no degree yet","Male","100","0.2650011099413","0.222692657671775","0.307309562210826"
"No worries","2005","Other degree","Female","125","0.208364200531063","0.175339849671554","0.241388551390572"
"No worries","2005","Other degree","Male","123","0.192291849922287","0.158771503228514","0.22581219661606"
"No worries","2005","secondary school degree","Female","464","0.142233293023401","0.130571222057969","0.153895363988832"
"No worries","2005","secondary school degree","Male","520","0.217931770383374","0.201958186737797","0.233905354028951"
"Some worries","2005","college entrance qualification","Female","1339","0.528537117653553","0.508822998161912","0.548251237145194"
"Some worries","2005","college entrance qualification","Male","1467","0.540579766472651","0.521823853856104","0.559335679089197"
"Some worries","2005","lower secondary degree","Female","1838","0.498775265222216","0.482460398585946","0.515090131858486"
"Some worries","2005","lower secondary degree","Male","1719","0.487314748072335","0.470640629431095","0.503988866713574"
"Some worries","2005","no degree/no degree yet","Female","215","0.449626647658201","0.405216799097927","0.494036496218476"
"Some worries","2005","no degree/no degree yet","Male","187","0.445091229225994","0.397448650210488","0.492733808241501"
"Some worries","2005","Other degree","Female","301","0.496520141647157","0.455864622529886","0.537175660764429"
"Some worries","2005","Other degree","Male","250","0.499513025506647","0.456985449558843","0.542040601454451"
"Some worries","2005","secondary school degree","Female","1829","0.514898690873805","0.498212101779918","0.531585279967691"
"Some worries","2005","secondary school degree","Male","1385","0.516830827119389","0.497495853726158","0.53616580051262"
"Big worries","2006","college entrance qualification","Female","778","0.30458928571413","0.287164851140881","0.322013720287379"
"Big worries","2006","college entrance qualification","Male","706","0.243169903704301","0.227609861389501","0.258729946019101"
"Big worries","2006","lower secondary degree","Female","1117","0.290994486357019","0.276665296892967","0.305323675821071"
"Big worries","2006","lower secondary degree","Male","973","0.277404885024591","0.262955239348732","0.291854530700449"
"Big worries","2006","no degree/no degree yet","Female","106","0.32793128450828","0.278321523524817","0.377541045491744"
"Big worries","2006","no degree/no degree yet","Male","80","0.296512500367714","0.245171893826608","0.347853106908821"
"Big worries","2006","Other degree","Female","187","0.304465273062963","0.268358881488257","0.340571664637669"
"Big worries","2006","Other degree","Male","159","0.338765849801087","0.299354559099918","0.378177140502256"
"Big worries","2006","secondary school degree","Female","1179","0.332569763132354","0.317405456843299","0.34773406942141"
"Big worries","2006","secondary school degree","Male","662","0.247789297067481","0.231609224995298","0.263969369139664"
"No worries","2006","college entrance qualification","Female","353","0.133206440326505","0.120341696478492","0.146071184174518"
"No worries","2006","college entrance qualification","Male","566","0.199062573026051","0.184579831959666","0.213545314092435"
"No worries","2006","lower secondary degree","Female","717","0.187401667739139","0.175091070362518","0.19971226511576"
"No worries","2006","lower secondary degree","Male","792","0.218833385516433","0.205489532131514","0.232177238901353"
"No worries","2006","no degree/no degree yet","Female","71","0.219078023488787","0.175368899835473","0.262787147142101"
"No worries","2006","no degree/no degree yet","Male","81","0.270611534329608","0.220669768189896","0.320553300469319"
"No worries","2006","Other degree","Female","137","0.229206479694052","0.19622741996593","0.262185539422175"
"No worries","2006","Other degree","Male","133","0.239966685297265","0.204404781763267","0.275528588831262"
"No worries","2006","secondary school degree","Female","518","0.14457338532797","0.133254236174864","0.155892534481076"
"No worries","2006","secondary school degree","Male","599","0.227822409472897","0.212103361372124","0.243541457573671"
"Some worries","2006","college entrance qualification","Female","1549","0.562204273959365","0.543421335993466","0.580987211925264"
"Some worries","2006","college entrance qualification","Male","1648","0.557767523269648","0.539753588177969","0.575781458361327"
"Some worries","2006","lower secondary degree","Female","2026","0.521603845903842","0.505845208204495","0.53736248360319"
"Some worries","2006","lower secondary degree","Male","1923","0.503761729458976","0.487625192101012","0.519898266816941"
"Some worries","2006","no degree/no degree yet","Female","167","0.452990692002933","0.40038764912697","0.505593734878896"
"Some worries","2006","no degree/no degree yet","Male","143","0.432875965302678","0.377178932112304","0.488572998493051"
"Some worries","2006","Other degree","Female","300","0.466328247242985","0.427186629993677","0.505469864492292"
"Some worries","2006","Other degree","Male","262","0.421267464901648","0.380151440290574","0.462383489512722"
"Some worries","2006","secondary school degree","Female","2011","0.522856851539676","0.506780260064988","0.538933443014363"
"Some worries","2006","secondary school degree","Male","1474","0.524388293459622","0.505671899094941","0.543104687824303"
"Big worries","2007","college entrance qualification","Female","767","0.292339553197281","0.274873270793003","0.309805835601558"
"Big worries","2007","college entrance qualification","Male","705","0.255510127051055","0.239406969097896","0.271613285004214"
"Big worries","2007","lower secondary degree","Female","990","0.289089444120141","0.274044746917439","0.304134141322842"
"Big worries","2007","lower secondary degree","Male","844","0.252651320531847","0.238004345958842","0.267298295104852"
"Big worries","2007","no degree/no degree yet","Female","84","0.255295932348979","0.206913844619066","0.303678020078893"
"Big worries","2007","no degree/no degree yet","Male","67","0.249351660422223","0.195177842314503","0.303525478529944"
"Big worries","2007","Other degree","Female","165","0.285235084322061","0.247871395580921","0.322598773063201"
"Big worries","2007","Other degree","Male","144","0.313069838597516","0.272299266635508","0.353840410559524"
"Big worries","2007","secondary school degree","Female","1054","0.31561080936104","0.300156105443105","0.331065513278975"
"Big worries","2007","secondary school degree","Male","596","0.240031304747805","0.223496252086179","0.256566357409431"
"No worries","2007","college entrance qualification","Female","320","0.109616532449704","0.0976195837761801","0.121613481123228"
"No worries","2007","college entrance qualification","Male","531","0.190579481732536","0.176078320809155","0.205080642655917"
"No worries","2007","lower secondary degree","Female","731","0.211543819244684","0.19799040212612","0.225097236363248"
"No worries","2007","lower secondary degree","Male","792","0.232143262482699","0.217911992849591","0.246374532115807"
"No worries","2007","no degree/no degree yet","Female","74","0.249775156373027","0.20174199905818","0.297808313687875"
"No worries","2007","no degree/no degree yet","Male","60","0.236650271098267","0.183429602051816","0.289870940144718"
"No worries","2007","Other degree","Female","126","0.226956846071861","0.192295919092242","0.26161777305148"
"No worries","2007","Other degree","Male","108","0.214567842887655","0.17847620816476","0.250659477610551"
"No worries","2007","secondary school degree","Female","506","0.152294328841281","0.140346263364498","0.164242394318064"
"No worries","2007","secondary school degree","Male","572","0.236691724416428","0.220236064239309","0.253147384593547"
"Some worries","2007","college entrance qualification","Female","1518","0.598043914353015","0.579216092992159","0.616871735713872"
"Some worries","2007","college entrance qualification","Male","1582","0.55391039121641","0.535557334516395","0.572263447916425"
"Some worries","2007","lower secondary degree","Female","1767","0.499366736635176","0.482773561046782","0.515959912223569"
"Some worries","2007","lower secondary degree","Male","1745","0.515205416985454","0.498359502366692","0.532051331604216"
"Some worries","2007","no degree/no degree yet","Female","154","0.494928911277993","0.439451209634594","0.550406612921393"
"Some worries","2007","no degree/no degree yet","Male","118","0.51399806847951","0.451413856250287","0.576582280708732"
"Some worries","2007","Other degree","Female","270","0.487808069606078","0.446445499475719","0.529170639736437"
"Some worries","2007","Other degree","Male","245","0.472362318514829","0.42847132404143","0.516253312988228"
"Some worries","2007","secondary school degree","Female","1914","0.532094861797679","0.515502560565348","0.54868716303001"
"Some worries","2007","secondary school degree","Male","1395","0.523276970835767","0.503940702470109","0.542613239201426"
"Big worries","2008","college entrance qualification","Female","584","0.254099800281421","0.236948264528697","0.271251336034144"
"Big worries","2008","college entrance qualification","Male","515","0.18578367977026","0.171003457860718","0.200563901679803"
"Big worries","2008","lower secondary degree","Female","858","0.276749306112054","0.261445468475377","0.29205314374873"
"Big worries","2008","lower secondary degree","Male","732","0.236745355733047","0.221921924604392","0.251568786861703"
"Big worries","2008","no degree/no degree yet","Female","72","0.262994705471059","0.212497717767077","0.31349169317504"
"Big worries","2008","no degree/no degree yet","Male","63","0.241175431958141","0.188565413168062","0.293785450748219"
"Big worries","2008","Other degree","Female","123","0.226485814503779","0.189871502602897","0.263100126404661"
"Big worries","2008","Other degree","Male","107","0.276745261434155","0.2347026965496","0.318787826318709"
"Big worries","2008","secondary school degree","Female","814","0.2493472744469","0.234568445472251","0.264126103421548"
"Big worries","2008","secondary school degree","Male","518","0.218426241775279","0.202052148651511","0.234800334899047"
"No worries","2008","college entrance qualification","Female","394","0.16440499064043","0.149802870864088","0.179007110416773"
"No worries","2008","college entrance qualification","Male","574","0.223894155279136","0.208052916947018","0.239735393611255"
"No worries","2008","lower secondary degree","Female","680","0.20373320615277","0.189955628672042","0.217510783633497"
"No worries","2008","lower secondary degree","Male","782","0.235666623663033","0.220866555001676","0.250466692324391"
"No worries","2008","no degree/no degree yet","Female","61","0.168900019621655","0.125926774431093","0.211873264812217"
"No worries","2008","no degree/no degree yet","Male","76","0.269126368408697","0.214584437975949","0.323668298841444"
"No worries","2008","Other degree","Female","126","0.24277788065356","0.205270871344074","0.280284889963046"
"No worries","2008","Other degree","Male","111","0.211144096933614","0.172791765086602","0.249496428780627"
"No worries","2008","secondary school degree","Female","529","0.165236359953834","0.152549540793213","0.177923179114455"
"No worries","2008","secondary school degree","Male","626","0.265348000777485","0.24785079872349","0.28284520283148"
"Some worries","2008","college entrance qualification","Female","1497","0.581495209078149","0.56206024345091","0.600930174705388"
"Some worries","2008","college entrance qualification","Male","1571","0.590322164950603","0.571633724904495","0.60901060499671"
"Some worries","2008","lower secondary degree","Female","1745","0.519517487735176","0.502427115259698","0.536607860210655"
"Some worries","2008","lower secondary degree","Male","1645","0.52758802060392","0.510178725302606","0.544997315905234"
"Some worries","2008","no degree/no degree yet","Female","159","0.568105274907286","0.511290665395584","0.624919884418988"
"Some worries","2008","no degree/no degree yet","Male","115","0.489698199633163","0.428221713432273","0.551174685834052"
"Some worries","2008","Other degree","Female","253","0.530736304842661","0.487080287962869","0.574392321722453"
"Some worries","2008","Other degree","Male","217","0.512110641632231","0.465137886323294","0.559083396941168"
"Some worries","2008","secondary school degree","Female","1949","0.585416365599267","0.568587428602287","0.602245302596246"
"Some worries","2008","secondary school degree","Male","1302","0.516225757447237","0.496421385667636","0.536030129226837"
"Big worries","2009","college entrance qualification","Female","469","0.18539623137014","0.169757035927434","0.201035426812845"
"Big worries","2009","college entrance qualification","Male","453","0.198370666577902","0.182795031813722","0.213946301342082"
"Big worries","2009","lower secondary degree","Female","640","0.230497901267481","0.215434993496508","0.245560809038454"
"Big worries","2009","lower secondary degree","Male","527","0.183980269451195","0.169899960457948","0.198060578444442"
"Big worries","2009","no degree/no degree yet","Female","48","0.226640011170712","0.17322648731713","0.280053535024295"
"Big worries","2009","no degree/no degree yet","Male","51","0.197100181443771","0.147083007909857","0.247117354977684"
"Big worries","2009","Other degree","Female","93","0.203427900168632","0.165511949767595","0.241343850569668"
"Big worries","2009","Other degree","Male","84","0.254497716373183","0.209994580357997","0.299000852388369"
"Big worries","2009","secondary school degree","Female","641","0.216846766891882","0.202363459613891","0.231330074169873"
"Big worries","2009","secondary school degree","Male","396","0.180738010671464","0.164984515066236","0.196491506276692"
"No worries","2009","college entrance qualification","Female","449","0.192372582414358","0.176510220180865","0.208234944647851"
"No worries","2009","college entrance qualification","Male","565","0.203841585746764","0.188106599509461","0.219576571984067"
"No worries","2009","lower secondary degree","Female","653","0.207827011025325","0.193314871816568","0.222339150234082"
"No worries","2009","lower secondary degree","Male","793","0.263288482216625","0.247284027179289","0.279292937253961"
"No worries","2009","no degree/no degree yet","Female","62","0.260346480026919","0.204360135954094","0.316332824099744"
"No worries","2009","no degree/no degree yet","Male","73","0.304554023211595","0.246689973628623","0.362418072794567"
"No worries","2009","Other degree","Female","125","0.288984198533662","0.246288825013527","0.331679572053797"
"No worries","2009","Other degree","Male","122","0.306895701294073","0.259774225836893","0.354017176751253"
"No worries","2009","secondary school degree","Female","576","0.175231945520507","0.161870899696621","0.188592991344393"
"No worries","2009","secondary school degree","Male","610","0.27531005656135","0.257023668176652","0.293596444946048"
"Some worries","2009","college entrance qualification","Female","1454","0.622231186215502","0.602720179114914","0.641742193316091"
"Some worries","2009","college entrance qualification","Male","1500","0.597787747675334","0.578635428049455","0.616940067301213"
"Some worries","2009","lower secondary degree","Female","1710","0.561675087707194","0.543928654326086","0.579421521088303"
"Some worries","2009","lower secondary degree","Male","1589","0.55273124833218","0.534662938964347","0.570799557700013"
"Some worries","2009","no degree/no degree yet","Female","126","0.513013508802369","0.449243724610715","0.576783292994022"
"Some worries","2009","no degree/no degree yet","Male","119","0.498345795344634","0.435480265281714","0.561211325407555"
"Some worries","2009","Other degree","Female","215","0.507587901297706","0.460498395634156","0.554677406961257"
"Some worries","2009","Other degree","Male","162","0.438606582332744","0.387908047065259","0.489305117600229"
"Some worries","2009","secondary school degree","Female","1893","0.607921287587611","0.590762831648988","0.625079743526233"
"Some worries","2009","secondary school degree","Male","1286","0.543951932767186","0.523561504090496","0.564342361443876"
"Big worries","2010","college entrance qualification","Female","752","0.215069946242846","0.201504456311646","0.228635436174046"
"Big worries","2010","college entrance qualification","Male","518","0.152068313304047","0.139739941949969","0.164396684658124"
"Big worries","2010","lower secondary degree","Female","860","0.229840926721775","0.215866383933361","0.24381546951019"
"Big worries","2010","lower secondary degree","Male","704","0.205526029447445","0.191801444271088","0.219250614623802"
"Big worries","2010","no degree/no degree yet","Female","118","0.243619256290606","0.201070609660689","0.286167902920522"
"Big worries","2010","no degree/no degree yet","Male","85","0.189138777336915","0.149554955508235","0.228722599165594"
"Big worries","2010","Other degree","Female","200","0.224493156520441","0.196590479014059","0.252395834026822"
"Big worries","2010","Other degree","Male","174","0.238251242763853","0.207046899667606","0.2694555858601"
"Big worries","2010","secondary school degree","Female","1088","0.235091959844375","0.222685577304968","0.247498342383782"
"Big worries","2010","secondary school degree","Male","549","0.175753041507236","0.162002080159234","0.189504002855238"
"No worries","2010","college entrance qualification","Female","602","0.181122681444919","0.168407399874388","0.19383796301545"
"No worries","2010","college entrance qualification","Male","740","0.249135119442476","0.234285877514118","0.263984361370834"
"No worries","2010","lower secondary degree","Female","714","0.206686594717902","0.193236905191964","0.22013628424384"
"No worries","2010","lower secondary degree","Male","879","0.259540678006731","0.244651206115931","0.274430149897531"
"No worries","2010","no degree/no degree yet","Female","86","0.277268546005658","0.232897619952943","0.321639472058373"
"No worries","2010","no degree/no degree yet","Male","105","0.25468817045548","0.210650172943381","0.298726167967579"
"No worries","2010","Other degree","Female","234","0.303464223368427","0.272719048175695","0.334209398561158"
"No worries","2010","Other degree","Male","206","0.259561033141063","0.2274498756928","0.291672190589326"
"No worries","2010","secondary school degree","Female","788","0.185087640134686","0.173725351211726","0.196449929057645"
"No worries","2010","secondary school degree","Male","800","0.286037976654819","0.269711128095204","0.302364825214434"
"Some worries","2010","college entrance qualification","Female","2170","0.603807372312235","0.587658859151035","0.619955885473434"
"Some worries","2010","college entrance qualification","Male","2001","0.598796567253477","0.581968746323883","0.615624388183072"
"Some worries","2010","lower secondary degree","Female","1908","0.563472478560323","0.546999358001531","0.579945599119115"
"Some worries","2010","lower secondary degree","Male","1747","0.534933292545824","0.51799251211275","0.551874072978898"
"Some worries","2010","no degree/no degree yet","Female","187","0.479112197703736","0.429595642937698","0.528628752469775"
"Some worries","2010","no degree/no degree yet","Male","186","0.556173052207605","0.505954293508542","0.606391810906669"
"Some worries","2010","Other degree","Female","425","0.472042620111133","0.438658375972872","0.505426864249394"
"Some worries","2010","Other degree","Male","336","0.502187724095084","0.465564428103942","0.538811020086226"
"Some worries","2010","secondary school degree","Female","2612","0.579820400020939","0.565379778214875","0.594261021827003"
"Some worries","2010","secondary school degree","Male","1594","0.538208981837945","0.520197428381544","0.556220535294346"
"Big worries","2011","college entrance qualification","Female","544","0.213653894038597","0.198359421031651","0.228948367045543"
"Big worries","2011","college entrance qualification","Male","419","0.14615906935674","0.133207620700303","0.159110518013177"
"Big worries","2011","lower secondary degree","Female","726","0.222379134413842","0.208330891584079","0.236427377243605"
"Big worries","2011","lower secondary degree","Male","585","0.187343203839931","0.173872493562468","0.200813914117394"
"Big worries","2011","no degree/no degree yet","Female","62","0.197164861867639","0.151055085065005","0.243274638670273"
"Big worries","2011","no degree/no degree yet","Male","52","0.208132969342908","0.159345999656341","0.256919939029474"
"Big worries","2011","Other degree","Female","104","0.161525508463684","0.13276555002382","0.190285466903549"
"Big worries","2011","Other degree","Male","96","0.207334851977813","0.171366609504274","0.243303094451353"
"Big worries","2011","secondary school degree","Female","740","0.211397155746081","0.197939460098584","0.224854851393577"
"Big worries","2011","secondary school degree","Male","424","0.157337154581854","0.143327675775836","0.171346633387872"
"No worries","2011","college entrance qualification","Female","580","0.223496724723674","0.207952127687723","0.239041321759625"
"No worries","2011","college entrance qualification","Male","784","0.284349366877629","0.267810961169964","0.300887772585294"
"No worries","2011","lower secondary degree","Female","818","0.241308357275946","0.226853631170828","0.255763083381065"
"No worries","2011","lower secondary degree","Male","957","0.293898125680558","0.278170975692776","0.30962527566834"
"No worries","2011","no degree/no degree yet","Female","81","0.308102466247805","0.254592638482233","0.361612294013377"
"No worries","2011","no degree/no degree yet","Male","91","0.375566469575619","0.317370382329875","0.433762556821362"
"No worries","2011","Other degree","Female","212","0.323806002347852","0.287238030709145","0.360373973986558"
"No worries","2011","Other degree","Male","174","0.32799195816852","0.2863379293698","0.369645986967239"
"No worries","2011","secondary school degree","Female","717","0.207937692670987","0.194561323493742","0.221314061848232"
"No worries","2011","secondary school degree","Male","752","0.293543002468291","0.276022032647776","0.311063972288805"
"Some worries","2011","college entrance qualification","Female","1635","0.562849381237729","0.544340341578028","0.58135842089743"
"Some worries","2011","college entrance qualification","Male","1655","0.569491563765631","0.55133843620421","0.587644691327052"
"Some worries","2011","lower secondary degree","Female","1822","0.536312508310212","0.51946589185131","0.553159124769114"
"Some worries","2011","lower secondary degree","Male","1681","0.518758670479511","0.501508949225622","0.5360083917334"
"Some worries","2011","no degree/no degree yet","Female","143","0.494732671884556","0.43678833746629","0.552677006302822"
"Some worries","2011","no degree/no degree yet","Male","123","0.416300561081473","0.357061876164127","0.47553924599882"
"Some worries","2011","Other degree","Female","313","0.514668489188464","0.475610866775531","0.553726111601397"
"Some worries","2011","Other degree","Male","218","0.464673189853667","0.420422353335425","0.508924026371909"
"Some worries","2011","secondary school degree","Female","2079","0.580665151582932","0.564400853619998","0.596929449545865"
"Some worries","2011","secondary school degree","Male","1419","0.549119842949855","0.529975364470692","0.568264321429018"
"Big worries","2012","college entrance qualification","Female","629","0.240779493091874","0.224993521767006","0.256565464416742"
"Big worries","2012","college entrance qualification","Male","480","0.162714017806085","0.149155764230667","0.176272271381503"
"Big worries","2012","lower secondary degree","Female","781","0.23750647536349","0.222980529384167","0.252032421342814"
"Big worries","2012","lower secondary degree","Male","644","0.219206633185863","0.204832127903","0.233581138468727"
"Big worries","2012","no degree/no degree yet","Female","77","0.229682327555554","0.181187224044667","0.278177431066442"
"Big worries","2012","no degree/no degree yet","Male","49","0.141142335149846","0.0983249166409151","0.183959753658778"
"Big worries","2012","Other degree","Female","154","0.218795343050527","0.187206291032293","0.250384395068761"
"Big worries","2012","Other degree","Male","100","0.22082157533354","0.184679586803157","0.256963563863923"
"Big worries","2012","secondary school degree","Female","739","0.220076208861815","0.206337009339074","0.233815408384556"
"Big worries","2012","secondary school degree","Male","433","0.176728260149422","0.161966810443596","0.191489709855247"
"No worries","2012","college entrance qualification","Female","469","0.169212735011872","0.155369454013793","0.183056016009951"
"No worries","2012","college entrance qualification","Male","681","0.263566266625189","0.247383003076889","0.27974953017349"
"No worries","2012","lower secondary degree","Female","760","0.22330362424135","0.209088124143927","0.237519124338774"
"No worries","2012","lower secondary degree","Male","859","0.270401841825565","0.254969043156237","0.285834640494893"
"No worries","2012","no degree/no degree yet","Female","75","0.272612227703269","0.221272349557537","0.323952105849002"
"No worries","2012","no degree/no degree yet","Male","79","0.291524776511354","0.235635137866243","0.347414415156465"
"No worries","2012","Other degree","Female","163","0.226896352279746","0.194895041873813","0.258897662685679"
"No worries","2012","Other degree","Male","175","0.322703919309521","0.281969246354201","0.36343859226484"
"No worries","2012","secondary school degree","Female","623","0.178936661764799","0.16622545468361","0.191647868845987"
"No worries","2012","secondary school degree","Male","686","0.267130737030865","0.250007747496803","0.284253726564927"
"Some worries","2012","college entrance qualification","Female","1720","0.590007771896254","0.571848673789661","0.608166870002846"
"Some worries","2012","college entrance qualification","Male","1686","0.573719715568726","0.555554026845083","0.591885404292368"
"Some worries","2012","lower secondary degree","Female","1756","0.539189900395159","0.522175349652534","0.556204451137784"
"Some worries","2012","lower secondary degree","Male","1679","0.510391524988571","0.493022549834877","0.527760500142265"
"Some worries","2012","no degree/no degree yet","Female","137","0.497705444741176","0.440060052209588","0.555350837272764"
