"plj0047","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No worries","2000","Lower Saxony","Not Working","138","0.204647837443219","0.175889054283027","0.233406620603411","3"
"No worries","2000","Bremen","Full Time","6","","","","3"
"No worries","2000","Bremen","Part Time","7","","","","3"
"No worries","2000","Bremen","Not Working","18","","","","3"
"No worries","2000","North Rhine-Westphalia","Full Time","265","0.130203172313077","0.115574695952852","0.144831648673303","3"
"No worries","2000","North Rhine-Westphalia","Part Time","137","0.127642889992905","0.108212630399827","0.147073149585982","3"
"No worries","2000","North Rhine-Westphalia","Not Working","372","0.195291954773757","0.177683288478","0.212900621069513","3"
"No worries","2000","Hesse","Full Time","114","0.184159029475749","0.155110824226321","0.213207234725177","3"
"No worries","2000","Hesse","Part Time","72","0.198244528181789","0.15734453556569","0.239144520797889","3"
"No worries","2000","Rhineland-Palatinate,Saarland","Part Time","61","0.211496499526251","0.164657234688368","0.258335764364134","3"
"No worries","2000","Rhineland-Palatinate,Saarland","Not Working","161","0.299661809157068","0.262570779761575","0.336752838552561","3"
"No worries","2000","Baden-Württemberg","Full Time","240","0.187041138846789","0.165240209711052","0.208842067982527","3"
"No worries","2000","Baden-Württemberg","Part Time","110","0.145939627127989","0.119005244507771","0.172874009748208","3"
"No worries","2000","Baden-Württemberg","Not Working","203","0.194120126029449","0.170035569693631","0.218204682365267","3"
"No worries","2000","Bavaria","Full Time","275","0.196420665065822","0.175900785218668","0.216940544912977","3"
"No worries","2000","Bavaria","Part Time","143","0.197716017732229","0.169344332083101","0.226087703381357","3"
"No worries","2000","Bavaria","Not Working","270","0.226940783890636","0.202930157407537","0.250951410373736","3"
"No worries","2000","Berlin","Full Time","29","","","","3"
"No worries","2000","Brandenburg","Not Working","61","0.167577251105055","0.130172376320903","0.204982125889208","3"
"No worries","2000","Mecklenburg-Western Pomerania","Full Time","43","0.156529305511662","0.111931773178941","0.201126837844383","3"
"No worries","2000","Mecklenburg-Western Pomerania","Part Time","17","","","","3"
"No worries","2000","Mecklenburg-Western Pomerania","Not Working","27","","","","3"
"No worries","2000","Saxony","Full Time","110","0.151340061666244","0.126301779528761","0.176378343803727","3"
"No worries","2000","Saxony","Part Time","47","0.180704526200533","0.137451540428679","0.223957511972388","3"
"No worries","2000","Saxony","Not Working","113","0.174891138324245","0.146318342892254","0.203463933756237","3"
"No worries","2000","Saxony-Anhalt","Full Time","48","0.0950647828124672","0.0678745513534447","0.12225501427149","3"
"No worries","2000","Saxony-Anhalt","Part Time","26","","","","3"
"No worries","2000","Saxony-Anhalt","Not Working","91","0.22281693595072","0.183300382947416","0.262333488954024","3"
"No worries","2000","Thuringia","Full Time","60","0.134263995567266","0.102693484864151","0.165834506270382","3"
"No worries","2000","Thuringia","Part Time","31","0.174878989094948","0.122624005924878","0.227133972265019","3"
"No worries","2000","Thuringia","Not Working","70","0.183281256212077","0.145366053419617","0.221196459004538","3"
"Some worries","2000","Hamburg","Part Time","27","","","","2"
"Some worries","2000","Hamburg","Not Working","60","0.544923060896207","0.451437432869755","0.63840868892266","2"
"Some worries","2000","Lower Saxony","Full Time","416","0.483021708748971","0.448902106200341","0.5171413112976","2"
"Some worries","2000","Lower Saxony","Part Time","228","0.528711906365075","0.482123100860664","0.575300711869487","2"
"Some worries","2000","Lower Saxony","Not Working","380","0.498951623801919","0.463310101678443","0.534593145925396","2"
"Some worries","2000","Bremen","Full Time","29","","","","2"
"Some worries","2000","Bremen","Part Time","17","","","","2"
"Some worries","2000","Hesse","Not Working","282","0.456427019789431","0.41725130814458","0.495602731434283","2"
"Some worries","2000","Rhineland-Palatinate,Saarland","Full Time","288","0.490404236386669","0.449543689055455","0.531264783717883","2"
"Some worries","2000","Rhineland-Palatinate,Saarland","Part Time","141","0.486282533568643","0.428955011963501","0.543610055173786","2"
"Some worries","2000","Rhineland-Palatinate,Saarland","Not Working","286","0.457435335941111","0.417099608763544","0.497771063118678","2"
"Some worries","2000","Baden-Württemberg","Full Time","624","0.504014930438617","0.476061947972446","0.531967912904788","2"
"Some worries","2000","Baden-Württemberg","Part Time","344","0.504250275059379","0.466105905963798","0.54239464415496","2"
"Some worries","2000","Berlin","Not Working","126","0.427510723238626","0.370767519862716","0.484253926614536","2"
"Some worries","2000","Brandenburg","Full Time","234","0.531082691131253","0.484507140081948","0.577658242180557","2"
"Some worries","2000","Brandenburg","Part Time","86","0.45029038364166","0.378982049462392","0.521598717820927","2"
"Some worries","2000","Brandenburg","Not Working","177","0.447028043503794","0.397235118164842","0.496820968842747","2"
"Some worries","2000","Mecklenburg-Western Pomerania","Full Time","146","0.561847932768558","0.500950381883256","0.62274548365386","2"
"Some worries","2000","Mecklenburg-Western Pomerania","Part Time","58","0.453988278265083","0.363385315538851","0.544591240991314","2"
"Some worries","2000","Mecklenburg-Western Pomerania","Not Working","111","0.58235071204982","0.512410074721075","0.652291349378565","2"
"Some worries","2000","Saxony","Full Time","458","0.592149542454035","0.557815344970499","0.626483739937572","2"
"Some worries","2000","Saxony-Anhalt","Not Working","226","0.536303023277566","0.488948055412902","0.583657991142229","2"
"Some worries","2000","Thuringia","Full Time","265","0.57540863979112","0.529638435628877","0.621178843953363","2"
"Some worries","2000","Thuringia","Part Time","121","0.550433401134041","0.482002937802308","0.618863864465774","2"
"Some worries","2000","Thuringia","Not Working","213","0.528117046016781","0.479195482016496","0.577038610017066","2"
"Some worries","2000","Schleswig-Holstein","Full Time","148","0.460817579874262","0.404876537747449","0.516758622001076","2"
"Some worries","2000","Schleswig-Holstein","Part Time","63","0.480804234757125","0.396522994174816","0.565085475339434","2"
"Some worries","2000","Schleswig-Holstein","Not Working","133","0.54896734384249","0.489056918495843","0.608877769189137","2"
"Some worries","2000","Hamburg","Full Time","60","0.434683562090013","0.349140330751826","0.520226793428199","2"
"Some worries","2000","Bremen","Not Working","32","0.345830626737159","0.242249075378381","0.449412178095937","2"
"Some worries","2000","North Rhine-Westphalia","Full Time","1051","0.506979179647473","0.485246809475143","0.528711549819802","2"
"Some worries","2000","North Rhine-Westphalia","Part Time","574","0.506075869868201","0.476963934857868","0.535187804878534","2"
"Some worries","2000","North Rhine-Westphalia","Not Working","932","0.480521524343095","0.458329070920826","0.502713977765364","2"
"Some worries","2000","Hesse","Full Time","336","0.465843006037327","0.428459994090059","0.503226017984594","2"
"Some worries","2000","Hesse","Part Time","195","0.525796503351494","0.474570215965055","0.577022790737933","2"
"Some worries","2000","Baden-Württemberg","Not Working","546","0.544689524486493","0.514364822190052","0.575014226782934","2"
"Some worries","2000","Bavaria","Full Time","752","0.503160692179323","0.477336415149863","0.528984969208782","2"
"Some worries","2000","Bavaria","Part Time","384","0.504677970497735","0.469061478077571","0.5402944629179","2"
"Some worries","2000","Bavaria","Not Working","653","0.560218338750843","0.53176468424526","0.588671993256427","2"
"Some worries","2000","Berlin","Full Time","156","0.434468342861339","0.381934089157991","0.487002596564686","2"
"Some worries","2000","Berlin","Part Time","78","0.421809487523926","0.350258406671026","0.493360568376825","2"
"Some worries","2000","Saxony","Part Time","168","0.524889439394121","0.468753297839266","0.581025580948976","2"
"Some worries","2000","Saxony","Not Working","347","0.501192259296051","0.463584109022178","0.538800409569924","2"
"Some worries","2000","Saxony-Anhalt","Full Time","229","0.496298751491374","0.449948463763089","0.542649039219659","2"
"Some worries","2000","Saxony-Anhalt","Part Time","86","0.437501999704879","0.364625315849265","0.510378683560494","2"
"Big worries","2001","Schleswig-Holstein","Full Time","79","0.32498157122555","0.268268309256089","0.381694833195011","1"
"Big worries","2001","Schleswig-Holstein","Part Time","46","0.307036253422241","0.232972615032398","0.381099891812085","1"
"Big worries","2001","Schleswig-Holstein","Not Working","42","0.169462649737297","0.12097839175783","0.217946907716763","1"
"Big worries","2001","Hamburg","Full Time","54","0.438261910077808","0.348355851202318","0.528167968953299","1"
"Big worries","2001","Hamburg","Part Time","26","","","","1"
"Big worries","2001","Hamburg","Not Working","31","0.319172811350543","0.228708059743936","0.40963756295715","1"
"Big worries","2001","Lower Saxony","Full Time","300","0.402074240371135","0.367076566879166","0.437071913863104","1"
"Big worries","2001","Lower Saxony","Part Time","166","0.38373897715882","0.336667647135135","0.430810307182505","1"
"Big worries","2001","Lower Saxony","Not Working","212","0.306186078866689","0.271594520390746","0.340777637342632","1"
"Big worries","2001","Bremen","Full Time","26","","","","1"
"Big worries","2001","Bremen","Part Time","24","","","","1"
"Big worries","2001","Bremen","Not Working","31","0.501393534365739","0.371592252690494","0.631194816040983","1"
"Big worries","2001","North Rhine-Westphalia","Full Time","729","0.398760888577592","0.376339358505942","0.421182418649241","1"
"Big worries","2001","North Rhine-Westphalia","Part Time","448","0.421405543379899","0.391467238818029","0.451343847941768","1"
"Big worries","2001","North Rhine-Westphalia","Not Working","618","0.328799903365307","0.306783567997821","0.350816238732792","1"
"Big worries","2001","Hesse","Full Time","211","0.341042705715553","0.303205204107743","0.378880207323363","1"
"Big worries","2001","Hesse","Part Time","134","0.38134766308058","0.331242974908044","0.431452351253116","1"
"Big worries","2001","Hesse","Not Working","194","0.374401837616192","0.332724503735013","0.416079171497371","1"
"Big worries","2001","Rhineland-Palatinate,Saarland","Full Time","154","0.318299393945062","0.277469539212941","0.359129248677184","1"
"Big worries","2001","Rhineland-Palatinate,Saarland","Part Time","103","0.32357171989448","0.270543304007553","0.376600135781407","1"
"Big worries","2001","Rhineland-Palatinate,Saarland","Not Working","149","0.260431578122712","0.223552110581923","0.297311045663501","1"
"Big worries","2001","Baden-Württemberg","Full Time","362","0.324305605267639","0.29646455823223","0.352146652303047","1"
"Big worries","2001","Baden-Württemberg","Part Time","207","0.347365437022484","0.309856815528147","0.384874058516821","1"
"Big worries","2001","Baden-Württemberg","Not Working","246","0.276132692286988","0.246492516855371","0.305772867718605","1"
"Big worries","2001","Bavaria","Full Time","401","0.311118556546322","0.285972041895314","0.33626507119733","1"
"Big worries","2001","Bavaria","Part Time","239","0.326366013250927","0.291730133766843","0.361001892735011","1"
"Big worries","2001","Bavaria","Not Working","257","0.25758166454632","0.230612392673363","0.284550936419277","1"
"Big worries","2001","Berlin","Full Time","155","0.457165666493848","0.403336135021112","0.510995197966585","1"
"Big worries","2001","Berlin","Part Time","105","0.593659495815735","0.523264618760926","0.664054372870544","1"
"Big worries","2001","Berlin","Not Working","134","0.466379963591737","0.40741856858043","0.525341358603044","1"
"Big worries","2001","Brandenburg","Full Time","154","0.398769741398147","0.350904905136877","0.446634577659418","1"
"Big worries","2001","Brandenburg","Part Time","73","0.452224731332154","0.376051122398345","0.528398340265963","1"
"Big worries","2001","Brandenburg","Not Working","160","0.430953314798815","0.381805428010758","0.480101201586873","1"
"Big worries","2001","Mecklenburg-Western Pomerania","Full Time","95","0.404635328830108","0.34050251998622","0.468768137673996","1"
"Big worries","2001","Mecklenburg-Western Pomerania","Part Time","49","0.392916222462463","0.304419037950297","0.481413406974629","1"
"Big worries","2001","Mecklenburg-Western Pomerania","Not Working","79","0.468392841285071","0.393601629372758","0.543184053197385","1"
"Big worries","2001","Saxony","Full Time","246","0.301241165125509","0.267867754194586","0.334614576056433","1"
"Big worries","2001","Saxony","Part Time","110","0.329563410727326","0.274407210715393","0.384719610739258","1"
"Big worries","2001","Saxony","Not Working","248","0.396883895299161","0.358740288853665","0.435027501744658","1"
"Big worries","2001","Saxony-Anhalt","Full Time","168","0.399094738478919","0.351979103647102","0.446210373310736","1"
"Big worries","2001","Saxony-Anhalt","Part Time","71","0.38429086588032","0.311596341946199","0.456985389814441","1"
"Big worries","2001","Saxony-Anhalt","Not Working","139","0.334875622993448","0.289025121911434","0.380726124075462","1"
"Big worries","2001","Thuringia","Full Time","157","0.378751109465397","0.331332934544639","0.426169284386154","1"
"Big worries","2001","Thuringia","Part Time","67","0.354618075607014","0.284923715215108","0.42431243599892","1"
"Big worries","2001","Thuringia","Not Working","152","0.385535656751528","0.336534187229157","0.434537126273899","1"
"No worries","2001","Hamburg","Not Working","14","","","","3"
"No worries","2001","Hamburg","Part Time","2","","","","3"
"No worries","2001","Hamburg","Full Time","13","","","","3"
"No worries","2001","Schleswig-Holstein","Part Time","39","0.197454246897968","0.133536258760002","0.261372235035934","3"
"No worries","2001","Schleswig-Holstein","Not Working","89","0.359765723387816","0.297741187165058","0.421790259610573","3"
"No worries","2001","Schleswig-Holstein","Full Time","80","0.247240313841609","0.195002467361797","0.29947816032142","3"
"No worries","2001","Lower Saxony","Full Time","81","0.106046993043023","0.0840699660210399","0.128024020065005","3"
"No worries","2001","Lower Saxony","Part Time","42","0.110433355489535","0.0800947550828708","0.140771955896199","3"
"No worries","2001","Lower Saxony","Not Working","127","0.194026223975742","0.164347407704448","0.223705040247036","3"
"No worries","2001","Bremen","Full Time","4","","","","3"
"No worries","2001","Bremen","Part Time","3","","","","3"
"No worries","2001","Bremen","Not Working","6","","","","3"
"No worries","2001","North Rhine-Westphalia","Full Time","197","0.107177336303692","0.0930122430172558","0.121342429590129","3"
"No worries","2001","North Rhine-Westphalia","Part Time","108","0.113514015442828","0.0942808562618287","0.132747174623827","3"
"No worries","2001","North Rhine-Westphalia","Not Working","296","0.186154675695256","0.167913152610591","0.204396198779922","3"
"No worries","2001","Hesse","Full Time","95","0.158234005335907","0.129104370910193","0.18736363976162","3"
"No worries","2001","Hesse","Part Time","44","0.14188182422436","0.105887715650214","0.177875932798507","3"
"No worries","2001","Hesse","Not Working","92","0.189793679647617","0.156024392155091","0.223562967140143","3"
"No worries","2001","Rhineland-Palatinate,Saarland","Full Time","96","0.196874420039308","0.162020673867246","0.23172816621137","3"
"No worries","2001","Berlin","Part Time","13","","","","3"
"No worries","2001","Berlin","Not Working","34","0.108895514259456","0.0720782890452077","0.145712739473704","3"
"No worries","2001","Brandenburg","Full Time","49","0.108949111197306","0.0784913368939292","0.139406885500683","3"
"No worries","2001","Brandenburg","Part Time","14","","","","3"
"No worries","2001","Rhineland-Palatinate,Saarland","Part Time","55","0.218573070216964","0.171728958269991","0.265417182163937","3"
"No worries","2001","Rhineland-Palatinate,Saarland","Not Working","138","0.268190288043643","0.230962327159633","0.305418248927654","3"
"No worries","2001","Baden-Württemberg","Full Time","192","0.18066200239546","0.157779783479218","0.203544221311702","3"
"No worries","2001","Baden-Württemberg","Part Time","114","0.175885450337236","0.145893029940308","0.205877870734164","3"
"No worries","2001","Baden-Württemberg","Not Working","183","0.203298016821365","0.17661672242041","0.22997931122232","3"
"No worries","2001","Bavaria","Full Time","218","0.167202868819472","0.146933787201932","0.187471950437012","3"
"No worries","2001","Bavaria","Part Time","104","0.167084315291343","0.139527430326451","0.194641200256234","3"
"No worries","2001","Bavaria","Not Working","219","0.222326274264233","0.196682525561958","0.247970022966508","3"
"No worries","2001","Berlin","Full Time","21","","","","3"
"No worries","2001","Brandenburg","Not Working","60","0.149502872385885","0.114113164205164","0.184892580566606","3"
"No worries","2001","Mecklenburg-Western Pomerania","Full Time","21","","","","3"
"No worries","2001","Mecklenburg-Western Pomerania","Part Time","12","","","","3"
"No worries","2001","Mecklenburg-Western Pomerania","Not Working","23","","","","3"
"No worries","2001","Saxony","Full Time","99","0.167370050161224","0.140215371488743","0.194524728833705","3"
"No worries","2001","Saxony","Part Time","36","0.149444160133613","0.107609438928906","0.191278881338321","3"
"No worries","2001","Saxony","Not Working","111","0.192655342631859","0.161907859756889","0.223402825506829","3"
"No worries","2001","Saxony-Anhalt","Full Time","41","0.0934205295133012","0.0654211668982146","0.121419892128388","3"
"No worries","2001","Saxony-Anhalt","Part Time","19","","","","3"
"No worries","2001","Saxony-Anhalt","Not Working","74","0.19071205438216","0.152544749468263","0.228879359296056","3"
"No worries","2001","Thuringia","Full Time","41","0.112185886331622","0.0813351738289713","0.143036598834272","3"
"No worries","2001","Thuringia","Part Time","22","","","","3"
"No worries","2001","Thuringia","Not Working","59","0.178268760402069","0.139735921460261","0.216801599343877","3"
"Some worries","2001","Lower Saxony","Not Working","343","0.499787697157569","0.462262250619613","0.537313143695525","2"
"Some worries","2001","Lower Saxony","Full Time","373","0.491878766585842","0.456194635377736","0.527562897793949","2"
"Some worries","2001","Bremen","Full Time","26","","","","2"
"Some worries","2001","Lower Saxony","Part Time","202","0.505827667351645","0.457433093913779","0.554222240789511","2"
"Some worries","2001","Hamburg","Not Working","57","0.550634721035148","0.454100886418129","0.647168555652166","2"
"Some worries","2001","Hamburg","Part Time","24","","","","2"
"Some worries","2001","Schleswig-Holstein","Full Time","103","0.427778114932841","0.36786954422031","0.487686685645372","2"
"Some worries","2001","Schleswig-Holstein","Part Time","64","0.495509499679791","0.415229484543198","0.575789514816384","2"
"Some worries","2001","Schleswig-Holstein","Not Working","99","0.470771626874888","0.406264028556976","0.535279225192799","2"
"Some worries","2001","Hamburg","Full Time","50","0.432316290547112","0.34255084797329","0.522081733120933","2"
"Some worries","2001","Bremen","Part Time","18","","","","2"
"Some worries","2001","Bremen","Not Working","20","","","","2"
"Some worries","2001","North Rhine-Westphalia","Full Time","906","0.494061775118716","0.471167614261609","0.516955935975824","2"
"Some worries","2001","North Rhine-Westphalia","Part Time","489","0.465080441177273","0.434839296733222","0.495321585621324","2"
"Some worries","2001","North Rhine-Westphalia","Not Working","835","0.485045420939437","0.461623157953769","0.508467683925105","2"
"Some worries","2001","Hesse","Full Time","297","0.50072328894854","0.460815378879067","0.540631199018013","2"
"Some worries","2001","Hesse","Part Time","183","0.47677051269506","0.425248207084978","0.528292818305142","2"
"Some worries","2001","Hesse","Not Working","232","0.435804482736191","0.393102909748738","0.478506055723645","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","Full Time","250","0.48482618601563","0.441020245096492","0.528632126934768","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","Part Time","141","0.457855209888556","0.40138307303386","0.514327346743253","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","Not Working","257","0.471378133833645","0.429430649618533","0.513325618048757","2"
"Some worries","2001","Baden-Württemberg","Full Time","532","0.495032392336901","0.465296447160179","0.524768337513624","2"
"Some worries","2001","Baden-Württemberg","Part Time","298","0.47674911264028","0.437402921267126","0.516095304013434","2"
"Some worries","2001","Berlin","Not Working","107","0.424724522148807","0.36630293609262","0.483146108204994","2"
"Some worries","2001","Brandenburg","Full Time","199","0.492281147404546","0.443409912683654","0.541152382125438","2"
"Some worries","2001","Brandenburg","Part Time","77","0.456243677172126","0.380013530317726","0.532473824026526","2"
"Some worries","2001","Brandenburg","Not Working","170","0.4195438128153","0.37056715219367","0.46852047343693","2"
"Some worries","2001","Mecklenburg-Western Pomerania","Full Time","109","0.46037285140044","0.395246225321634","0.525499477479246","2"
"Some worries","2001","Mecklenburg-Western Pomerania","Part Time","56","0.499274374133545","0.408675102305795","0.589873645961296","2"
"Some worries","2001","Mecklenburg-Western Pomerania","Not Working","69","0.388962321610458","0.315892541882859","0.462032101338057","2"
"Some worries","2001","Saxony","Full Time","381","0.531388784713267","0.495089981039247","0.567687588387286","2"
"Some worries","2001","Saxony-Anhalt","Not Working","194","0.474412322624392","0.425900068548343","0.52292457670044","2"
"Some worries","2001","Thuringia","Full Time","204","0.509063004202982","0.460193974869483","0.557932033536481","2"
"Some worries","2001","Thuringia","Part Time","92","0.480692919796353","0.407905757499739","0.553480082092967","2"
"Some worries","2001","Thuringia","Not Working","168","0.436195582846403","0.386268826141291","0.486122339551514","2"
"Some worries","2001","Baden-Württemberg","Not Working","445","0.520569290891647","0.487448967287402","0.553689614495892","2"
"Some worries","2001","Bavaria","Full Time","683","0.521678574634207","0.494545187175801","0.548811962092612","2"
"Some worries","2001","Bavaria","Part Time","361","0.50654967145773","0.469618379418274","0.543480963497187","2"
"Some worries","2001","Bavaria","Not Working","534","0.520092061189447","0.489281012266057","0.550903110112837","2"
"Some worries","2001","Berlin","Full Time","153","0.487483723186094","0.433472497485657","0.541494948886531","2"
"Some worries","2001","Berlin","Part Time","69","0.343154970282244","0.275108767733605","0.411201172830882","2"
"Some worries","2001","Saxony","Part Time","133","0.520992429139061","0.462374174336671","0.579610683941451","2"
"Some worries","2001","Saxony","Not Working","273","0.41046076206898","0.372109316943503","0.448812207194456","2"
"Some worries","2001","Saxony-Anhalt","Full Time","206","0.50748473200778","0.459384698142856","0.555584765872704","2"
"Some worries","2001","Saxony-Anhalt","Part Time","82","0.469560893269246","0.394976562860264","0.544145223678227","2"
"Big worries","2002","Schleswig-Holstein","Full Time","61","0.26973520792216","0.218298392251976","0.321172023592344","1"
"Big worries","2002","Schleswig-Holstein","Part Time","39","0.253613549173887","0.190054127357554","0.317172970990219","1"
"Big worries","2002","Schleswig-Holstein","Not Working","42","0.190967850539893","0.142818422971856","0.239117278107931","1"
"Big worries","2002","Hamburg","Full Time","35","0.213939824797263","0.144763908322125","0.283115741272402","1"
"Big worries","2002","Hamburg","Part Time","27","","","","1"
"Big worries","2002","Hamburg","Not Working","23","","","","1"
"Big worries","2002","Lower Saxony","Full Time","208","0.259673313632714","0.2290015587458","0.290345068519628","1"
"Big worries","2002","Lower Saxony","Part Time","154","0.3083150518461","0.265836305534339","0.350793798157862","1"
"Big worries","2002","Lower Saxony","Not Working","199","0.278453476454976","0.246158072388298","0.310748880521655","1"
"Big worries","2002","Bremen","Full Time","30","0.445823193253801","0.33101117672631","0.560635209781291","1"
"Big worries","2002","Bremen","Part Time","19","","","","1"
"Big worries","2002","Bremen","Not Working","19","","","","1"
"Big worries","2002","North Rhine-Westphalia","Full Time","557","0.290807425992799","0.270609428491496","0.311005423494103","1"
"Big worries","2002","North Rhine-Westphalia","Part Time","384","0.315942278498286","0.288908349240523","0.342976207756049","1"
"Big worries","2002","North Rhine-Westphalia","Not Working","485","0.278504239414374","0.257591615218722","0.299416863610026","1"
"Big worries","2002","Hesse","Full Time","172","0.256384900581598","0.224038989145798","0.288730812017397","1"
"Big worries","2002","Hesse","Part Time","104","0.250275217506935","0.208035863693588","0.292514571320281","1"
"Big worries","2002","Hesse","Not Working","130","0.276072456778505","0.237867975340645","0.314276938216365","1"
"Big worries","2002","Rhineland-Palatinate,Saarland","Full Time","129","0.248256489568542","0.210726853872432","0.285786125264652","1"
"Big worries","2002","Rhineland-Palatinate,Saarland","Part Time","98","0.302911089774159","0.253029422108908","0.352792757439409","1"
"Big worries","2002","Rhineland-Palatinate,Saarland","Not Working","119","0.229345907970807","0.19358767308956","0.265104142852055","1"
"Big worries","2002","Baden-Württemberg","Full Time","302","0.279830725452631","0.25419530532602","0.305466145579241","1"
"Big worries","2002","Baden-Württemberg","Part Time","185","0.29883881134141","0.264928911621421","0.332748711061399","1"
"Big worries","2002","Baden-Württemberg","Not Working","251","0.292102453882851","0.26270273745667","0.321502170309033","1"
"Big worries","2002","Bavaria","Full Time","358","0.246090064576788","0.223631407517747","0.26854872163583","1"
"Big worries","2002","Bavaria","Part Time","238","0.28911881029072","0.257585139796248","0.320652480785191","1"
"Big worries","2002","Bavaria","Not Working","224","0.201417159539172","0.177135650687831","0.225698668390513","1"
"Big worries","2002","Berlin","Full Time","132","0.356973317031076","0.307413095213906","0.406533538848246","1"
"Big worries","2002","Berlin","Part Time","78","0.408545113504737","0.336733834680406","0.480356392329069","1"
"Big worries","2002","Berlin","Not Working","118","0.41045732559973","0.353446582260564","0.467468068938895","1"
"Big worries","2002","Brandenburg","Full Time","121","0.280370646322311","0.236296658277304","0.324444634367318","1"
"Big worries","2002","Brandenburg","Part Time","44","0.279169557299085","0.211537074993568","0.346802039604602","1"
"Big worries","2002","Brandenburg","Not Working","140","0.369802350142175","0.322074152011305","0.417530548273045","1"
"Big worries","2002","Mecklenburg-Western Pomerania","Full Time","73","0.321768945167639","0.261656416436562","0.381881473898717","1"
"Big worries","2002","Mecklenburg-Western Pomerania","Part Time","35","0.30342153117053","0.216312251360598","0.390530810980462","1"
"Big worries","2002","Mecklenburg-Western Pomerania","Not Working","69","0.440225743905582","0.366886583153542","0.513564904657621","1"
"Big worries","2002","Saxony","Full Time","191","0.241355180347559","0.210077739852443","0.272632620842675","1"
"Big worries","2002","Saxony","Part Time","99","0.297781419770802","0.24695929093255","0.348603548609055","1"
"Big worries","2002","Saxony","Not Working","179","0.2759692664748","0.240812319717836","0.311126213231764","1"
"Big worries","2002","Saxony-Anhalt","Full Time","118","0.279452912830649","0.235031684715641","0.323874140945657","1"
"Big worries","2002","Saxony-Anhalt","Part Time","56","0.298011058304139","0.230818772559778","0.365203344048501","1"
"Big worries","2002","Saxony-Anhalt","Not Working","104","0.284923559765471","0.240466481876429","0.329380637654513","1"
"Big worries","2002","Thuringia","Full Time","128","0.294010158718829","0.250017533667386","0.338002783770272","1"
"Big worries","2002","Thuringia","Part Time","43","0.270154145913977","0.204552739806139","0.335755552021814","1"
"Big worries","2002","Thuringia","Not Working","123","0.310877802939406","0.264217756401677","0.357537849477135","1"
"No worries","2002","Schleswig-Holstein","Part Time","48","0.199800082325576","0.141387161738561","0.258213002912591","3"
"No worries","2002","Hamburg","Full Time","12","","","","3"
"No worries","2002","Hamburg","Part Time","4","","","","3"
"No worries","2002","Schleswig-Holstein","Not Working","106","0.389184755688099","0.329459096410904","0.448910414965294","3"
"No worries","2002","Hamburg","Not Working","21","","","","3"
"No worries","2002","Schleswig-Holstein","Full Time","91","0.260450347794468","0.209586265422441","0.311314430166494","3"
"No worries","2002","Lower Saxony","Full Time","119","0.176164925601896","0.14951517654168","0.202814674662112","3"
"No worries","2002","Lower Saxony","Part Time","50","0.12130386304014","0.0912723758837798","0.151335350196501","3"
"No worries","2002","Lower Saxony","Not Working","137","0.182095702072102","0.154290034644057","0.209901369500147","3"
"No worries","2002","Bremen","Full Time","7","","","","3"
"No worries","2002","Bremen","Part Time","3","","","","3"
"No worries","2002","Bremen","Not Working","13","","","","3"
"No worries","2002","North Rhine-Westphalia","Full Time","286","0.144796747753749","0.129145911278801","0.160447584228697","3"
"No worries","2002","North Rhine-Westphalia","Part Time","140","0.124428742083463","0.105234762478665","0.143622721688261","3"
"No worries","2002","North Rhine-Westphalia","Not Working","352","0.205198696498611","0.186358201003318","0.224039191993903","3"
"No worries","2002","Hesse","Full Time","112","0.176046072537211","0.147832134678996","0.204260010395426","3"
"No worries","2002","Hesse","Part Time","69","0.204506033389445","0.165175583326722","0.243836483452168","3"
"No worries","2002","Hesse","Not Working","119","0.223297824843136","0.187708092164583","0.25888755752169","3"
"No worries","2002","Rhineland-Palatinate,Saarland","Full Time","109","0.223519729682021","0.18732774960229","0.259711709761752","3"
"No worries","2002","Berlin","Part Time","21","","","","3"
"No worries","2002","Berlin","Not Working","45","0.171476504961103","0.127792766297944","0.215160243624263","3"
"No worries","2002","Brandenburg","Full Time","40","0.116512428522728","0.0850314667012789","0.147993390344176","3"
"No worries","2002","Brandenburg","Part Time","16","","","","3"
"No worries","2002","Rhineland-Palatinate,Saarland","Part Time","73","0.247888550538996","0.201017075056353","0.294760026021638","3"
"No worries","2002","Rhineland-Palatinate,Saarland","Not Working","161","0.301590296036579","0.262554355770564","0.340626236302593","3"
"No worries","2002","Baden-Württemberg","Full Time","226","0.176206063712479","0.154449256371784","0.197962871053175","3"
"No worries","2002","Baden-Württemberg","Part Time","126","0.173273753938784","0.145235799486097","0.201311708391472","3"
"No worries","2002","Baden-Württemberg","Not Working","165","0.167763023151457","0.14360496840588","0.191921077897034","3"
"No worries","2002","Bavaria","Full Time","246","0.177607819378456","0.157680561669171","0.197535077087742","3"
"No worries","2002","Bavaria","Part Time","119","0.152865600781666","0.1278351378293","0.177896063734032","3"
"No worries","2002","Bavaria","Not Working","213","0.20643880002799","0.181933877975119","0.230943722080861","3"
"No worries","2002","Berlin","Full Time","40","0.107982493195225","0.0758781173506804","0.14008686903977","3"
"No worries","2002","Brandenburg","Not Working","51","0.127101761556817","0.0941704210738309","0.160033102039802","3"
