"plj0047","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","Bremen","(1a) inadequately completed","1","","",""
"Big worries","1992","Bremen","(1b) general elementary school","1","","",""
"Big worries","1992","Bremen","(1c) basic vocational qualification","2","","",""
"Big worries","1992","Bremen","(2b) intermediate general qualification","","","",""
"Big worries","1992","Bremen","(2a) intermediate vocational","2","","",""
"Big worries","1992","Bremen","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Bremen","(3a) lower tertiary education","","","",""
"Big worries","1992","Bremen","(3b) higher tertiary education","","","",""
"Big worries","1992","North Rhine-Westphalia","(0) in school","7","","",""
"Big worries","1992","North Rhine-Westphalia","(1a) inadequately completed","72","0.467849771138627","0.39171615532532","0.543983386951933"
"Big worries","1992","North Rhine-Westphalia","(1b) general elementary school","100","0.527509577397569","0.459334418279722","0.595684736515416"
"Big worries","1992","North Rhine-Westphalia","(1c) basic vocational qualification","35","0.371612030970213","0.276899617228729","0.466324444711697"
"Big worries","1992","North Rhine-Westphalia","(2b) intermediate general qualification","14","","",""
"Big worries","1992","North Rhine-Westphalia","(2a) intermediate vocational","4","","",""
"Big worries","1992","North Rhine-Westphalia","(2c_gen) general maturity certificate","16","","",""
"Big worries","1992","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","9","","",""
"Big worries","1992","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Big worries","1992","North Rhine-Westphalia","(3b) higher tertiary education","4","","",""
"Big worries","1992","Hesse","(0) in school","2","","",""
"Big worries","1992","Hesse","(1a) inadequately completed","14","","",""
"Big worries","1992","Hesse","(1b) general elementary school","19","","",""
"Big worries","1992","Hesse","(1c) basic vocational qualification","15","","",""
"Big worries","1992","Hesse","(2b) intermediate general qualification","2","","",""
"Big worries","1992","Hesse","(2a) intermediate vocational","4","","",""
"Big worries","1992","Hesse","(2c_gen) general maturity certificate","6","","",""
"Big worries","1992","Hesse","(2c_voc) vocational maturity certificate","1","","",""
"Big worries","1992","Hesse","(3a) lower tertiary education","","","",""
"Big worries","1992","Hesse","(3b) higher tertiary education","1","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(1a) inadequately completed","8","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(1b) general elementary school","15","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","8","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","2","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Big worries","1992","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Big worries","1992","Baden-Württemberg","(0) in school","3","","",""
"Big worries","1992","Baden-Württemberg","(1a) inadequately completed","63","0.389622658782522","0.316743194440944","0.4625021231241"
"Big worries","1992","Baden-Württemberg","(1b) general elementary school","86","0.424527055483219","0.357516982665799","0.491537128300639"
"Big worries","1992","Baden-Württemberg","(1c) basic vocational qualification","54","0.404403333740056","0.323396431020788","0.485410236459324"
"Big worries","1992","Baden-Württemberg","(2b) intermediate general qualification","5","","",""
"Big worries","1992","Baden-Württemberg","(2a) intermediate vocational","1","","",""
"Big worries","1992","Baden-Württemberg","(2c_gen) general maturity certificate","7","","",""
"Big worries","1992","Baden-Württemberg","(2c_voc) vocational maturity certificate","15","","",""
"Big worries","1992","Baden-Württemberg","(3a) lower tertiary education","1","","",""
"Big worries","1992","Baden-Württemberg","(3b) higher tertiary education","2","","",""
"Big worries","1992","Bavaria","(0) in school","3","","",""
"Big worries","1992","Bavaria","(1a) inadequately completed","21","","",""
"Big worries","1992","Bavaria","(1b) general elementary school","32","0.337276310405585","0.250867438059926","0.423685182751244"
"Big worries","1992","Bavaria","(1c) basic vocational qualification","23","","",""
"Big worries","1992","Bavaria","(2b) intermediate general qualification","3","","",""
"Big worries","1992","Bavaria","(2a) intermediate vocational","4","","",""
"Big worries","1992","Bavaria","(2c_gen) general maturity certificate","2","","",""
"Big worries","1992","Bavaria","(2c_voc) vocational maturity certificate","6","","",""
"Big worries","1992","Bavaria","(3a) lower tertiary education","","","",""
"Big worries","1992","Bavaria","(3b) higher tertiary education","6","","",""
"Big worries","1992","Berlin","(0) in school","2","","",""
"Big worries","1992","Berlin","(1a) inadequately completed","12","","",""
"Big worries","1992","Berlin","(1b) general elementary school","14","","",""
"Big worries","1992","Berlin","(1c) basic vocational qualification","9","","",""
"Big worries","1992","Berlin","(2b) intermediate general qualification","3","","",""
"Big worries","1992","Berlin","(2a) intermediate vocational","","","",""
"Big worries","1992","Berlin","(2c_gen) general maturity certificate","3","","",""
"Big worries","1992","Berlin","(2c_voc) vocational maturity certificate","4","","",""
"Big worries","1992","Berlin","(3a) lower tertiary education","","","",""
"Big worries","1992","Berlin","(3b) higher tertiary education","1","","",""
"Big worries","1992","Brandenburg","(0) in school","","","",""
"Big worries","1992","Brandenburg","(1a) inadequately completed","","","",""
"Big worries","1992","Brandenburg","(1b) general elementary school","","","",""
"Big worries","1992","Brandenburg","(1c) basic vocational qualification","","","",""
"Big worries","1992","Brandenburg","(2b) intermediate general qualification","","","",""
"Big worries","1992","Brandenburg","(2a) intermediate vocational","","","",""
"Big worries","1992","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Brandenburg","(3a) lower tertiary education","","","",""
"Big worries","1992","Brandenburg","(3b) higher tertiary education","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Big worries","1992","Saxony","(0) in school","","","",""
"Big worries","1992","Saxony","(1a) inadequately completed","","","",""
"Big worries","1992","Saxony","(1b) general elementary school","","","",""
"Big worries","1992","Saxony","(1c) basic vocational qualification","","","",""
"Big worries","1992","Saxony","(2b) intermediate general qualification","","","",""
"Big worries","1992","Saxony","(2a) intermediate vocational","","","",""
"Big worries","1992","Saxony","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Saxony","(3a) lower tertiary education","","","",""
"Big worries","1992","Saxony","(3b) higher tertiary education","","","",""
"Big worries","1992","Saxony-Anhalt","(0) in school","","","",""
"Big worries","1992","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Big worries","1992","Saxony-Anhalt","(1b) general elementary school","","","",""
"Big worries","1992","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Big worries","1992","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Big worries","1992","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Big worries","1992","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Big worries","1992","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Big worries","1992","Thuringia","(0) in school","","","",""
"Big worries","1992","Thuringia","(1a) inadequately completed","","","",""
"Big worries","1992","Thuringia","(1b) general elementary school","","","",""
"Big worries","1992","Thuringia","(1c) basic vocational qualification","","","",""
"Big worries","1992","Thuringia","(2b) intermediate general qualification","","","",""
"Big worries","1992","Thuringia","(2a) intermediate vocational","","","",""
"Big worries","1992","Thuringia","(2c_gen) general maturity certificate","","","",""
"Big worries","1992","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1992","Thuringia","(3a) lower tertiary education","","","",""
"Big worries","1992","Thuringia","(3b) higher tertiary education","","","",""
"Some worries","1992","Schleswig-Holstein","(0) in school","","","",""
"Some worries","1992","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Some worries","1992","Schleswig-Holstein","(1b) general elementary school","9","","",""
"Some worries","1992","Schleswig-Holstein","(1c) basic vocational qualification","2","","",""
"Some worries","1992","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Some worries","1992","Schleswig-Holstein","(2a) intermediate vocational","1","","",""
"Some worries","1992","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Some worries","1992","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Some worries","1992","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Some worries","1992","Hamburg","(0) in school","","","",""
"Some worries","1992","Hamburg","(1a) inadequately completed","3","","",""
"Some worries","1992","Hamburg","(1b) general elementary school","5","","",""
"Some worries","1992","Hamburg","(1c) basic vocational qualification","2","","",""
"Some worries","1992","Hamburg","(2b) intermediate general qualification","","","",""
"Some worries","1992","Hamburg","(2a) intermediate vocational","","","",""
"Some worries","1992","Hamburg","(2c_gen) general maturity certificate","3","","",""
"Some worries","1992","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Hamburg","(3a) lower tertiary education","","","",""
"Some worries","1992","Hamburg","(3b) higher tertiary education","","","",""
"Some worries","1992","Lower Saxony","(0) in school","","","",""
"Some worries","1992","Lower Saxony","(1a) inadequately completed","10","","",""
"Some worries","1992","Lower Saxony","(1b) general elementary school","16","","",""
"Some worries","1992","Lower Saxony","(1c) basic vocational qualification","9","","",""
"Some worries","1992","Lower Saxony","(2b) intermediate general qualification","1","","",""
"Some worries","1992","Lower Saxony","(2a) intermediate vocational","2","","",""
"Some worries","1992","Lower Saxony","(2c_gen) general maturity certificate","3","","",""
"Some worries","1992","Lower Saxony","(2c_voc) vocational maturity certificate","2","","",""
"Some worries","1992","Lower Saxony","(3a) lower tertiary education","","","",""
"Some worries","1992","Lower Saxony","(3b) higher tertiary education","1","","",""
"Some worries","1992","Bremen","(0) in school","","","",""
"Some worries","1992","Bremen","(1a) inadequately completed","","","",""
"Some worries","1992","Bremen","(1b) general elementary school","","","",""
"Some worries","1992","Bremen","(1c) basic vocational qualification","","","",""
"Some worries","1992","Bremen","(2b) intermediate general qualification","","","",""
"Some worries","1992","Bremen","(2a) intermediate vocational","","","",""
"Some worries","1992","Bremen","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Bremen","(3a) lower tertiary education","","","",""
"Some worries","1992","Bremen","(3b) higher tertiary education","","","",""
"Some worries","1992","North Rhine-Westphalia","(0) in school","8","","",""
"Some worries","1992","North Rhine-Westphalia","(1a) inadequately completed","66","0.369642100513445","0.295989101790431","0.443295099236458"
"Some worries","1992","North Rhine-Westphalia","(1b) general elementary school","74","0.335076786741731","0.27061944375937","0.399534129724091"
"Some worries","1992","North Rhine-Westphalia","(1c) basic vocational qualification","41","0.375978402886914","0.281042747973786","0.470914057800042"
"Some worries","1992","North Rhine-Westphalia","(2b) intermediate general qualification","7","","",""
"Some worries","1992","North Rhine-Westphalia","(2a) intermediate vocational","3","","",""
"Some worries","1992","North Rhine-Westphalia","(2c_gen) general maturity certificate","14","","",""
"Some worries","1992","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","12","","",""
"Some worries","1992","North Rhine-Westphalia","(3a) lower tertiary education","1","","",""
"Some worries","1992","North Rhine-Westphalia","(3b) higher tertiary education","5","","",""
"Some worries","1992","Hesse","(0) in school","3","","",""
"Some worries","1992","Hesse","(1a) inadequately completed","29","","",""
"Some worries","1992","Hesse","(1b) general elementary school","56","0.546914826538287","0.447337090433566","0.646492562643008"
"Some worries","1992","Hesse","(1c) basic vocational qualification","20","","",""
"Some worries","1992","Hesse","(2b) intermediate general qualification","4","","",""
"Some worries","1992","Hesse","(2a) intermediate vocational","1","","",""
"Some worries","1992","Hesse","(2c_gen) general maturity certificate","9","","",""
"Some worries","1992","Hesse","(2c_voc) vocational maturity certificate","6","","",""
"Some worries","1992","Hesse","(3a) lower tertiary education","1","","",""
"Some worries","1992","Hesse","(3b) higher tertiary education","3","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(1a) inadequately completed","17","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(1b) general elementary school","18","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","10","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","5","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Some worries","1992","Baden-Württemberg","(0) in school","6","","",""
"Some worries","1992","Baden-Württemberg","(1a) inadequately completed","67","0.362965129820554","0.291103357753637","0.434826901887471"
"Some worries","1992","Baden-Württemberg","(1b) general elementary school","86","0.363025780719618","0.297832233846607","0.428219327592629"
"Some worries","1992","Baden-Württemberg","(1c) basic vocational qualification","61","0.389017667384769","0.308547014760667","0.469488320008871"
"Some worries","1992","Baden-Württemberg","(2b) intermediate general qualification","3","","",""
"Some worries","1992","Baden-Württemberg","(2a) intermediate vocational","2","","",""
"Some worries","1992","Baden-Württemberg","(2c_gen) general maturity certificate","8","","",""
"Some worries","1992","Baden-Württemberg","(2c_voc) vocational maturity certificate","11","","",""
"Some worries","1992","Baden-Württemberg","(3a) lower tertiary education","1","","",""
"Some worries","1992","Baden-Württemberg","(3b) higher tertiary education","2","","",""
"Some worries","1992","Bavaria","(0) in school","","","",""
"Some worries","1992","Bavaria","(1a) inadequately completed","35","0.528693819720249","0.408265172634929","0.649122466805569"
"Some worries","1992","Bavaria","(1b) general elementary school","60","0.501855949792953","0.410472787369064","0.593239112216843"
"Some worries","1992","Bavaria","(1c) basic vocational qualification","36","0.490132884621994","0.373853067856766","0.606412701387222"
"Some worries","1992","Bavaria","(2b) intermediate general qualification","3","","",""
"Some worries","1992","Bavaria","(2a) intermediate vocational","3","","",""
"Some worries","1992","Bavaria","(2c_gen) general maturity certificate","2","","",""
"Some worries","1992","Bavaria","(2c_voc) vocational maturity certificate","7","","",""
"Some worries","1992","Bavaria","(3a) lower tertiary education","2","","",""
"Some worries","1992","Bavaria","(3b) higher tertiary education","5","","",""
"Some worries","1992","Berlin","(0) in school","1","","",""
"Some worries","1992","Berlin","(1a) inadequately completed","7","","",""
"Some worries","1992","Berlin","(1b) general elementary school","10","","",""
"Some worries","1992","Berlin","(1c) basic vocational qualification","7","","",""
"Some worries","1992","Berlin","(2b) intermediate general qualification","1","","",""
"Some worries","1992","Berlin","(2a) intermediate vocational","","","",""
"Some worries","1992","Berlin","(2c_gen) general maturity certificate","4","","",""
"Some worries","1992","Berlin","(2c_voc) vocational maturity certificate","2","","",""
"Some worries","1992","Berlin","(3a) lower tertiary education","","","",""
"Some worries","1992","Berlin","(3b) higher tertiary education","","","",""
"Some worries","1992","Brandenburg","(0) in school","","","",""
"Some worries","1992","Brandenburg","(1a) inadequately completed","","","",""
"Some worries","1992","Brandenburg","(1b) general elementary school","","","",""
"Some worries","1992","Brandenburg","(1c) basic vocational qualification","","","",""
"Some worries","1992","Brandenburg","(2b) intermediate general qualification","","","",""
"Some worries","1992","Brandenburg","(2a) intermediate vocational","","","",""
"Some worries","1992","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Brandenburg","(3a) lower tertiary education","","","",""
"Some worries","1992","Brandenburg","(3b) higher tertiary education","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Some worries","1992","Saxony","(0) in school","","","",""
"Some worries","1992","Saxony","(1a) inadequately completed","","","",""
"Some worries","1992","Saxony","(1b) general elementary school","","","",""
"Some worries","1992","Saxony","(1c) basic vocational qualification","","","",""
"Some worries","1992","Saxony","(2b) intermediate general qualification","","","",""
"Some worries","1992","Saxony","(2a) intermediate vocational","","","",""
"Some worries","1992","Saxony","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Saxony","(3a) lower tertiary education","","","",""
"Some worries","1992","Saxony","(3b) higher tertiary education","","","",""
"Some worries","1992","Saxony-Anhalt","(0) in school","","","",""
"Some worries","1992","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Some worries","1992","Saxony-Anhalt","(1b) general elementary school","","","",""
"Some worries","1992","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Some worries","1992","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Some worries","1992","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Some worries","1992","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Some worries","1992","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Some worries","1992","Thuringia","(0) in school","","","",""
"Some worries","1992","Thuringia","(1a) inadequately completed","","","",""
"Some worries","1992","Thuringia","(1b) general elementary school","","","",""
"Some worries","1992","Thuringia","(1c) basic vocational qualification","","","",""
"Some worries","1992","Thuringia","(2b) intermediate general qualification","","","",""
"Some worries","1992","Thuringia","(2a) intermediate vocational","","","",""
"Some worries","1992","Thuringia","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","Thuringia","(3a) lower tertiary education","","","",""
"Some worries","1992","Thuringia","(3b) higher tertiary education","","","",""
"No worries","1992","Schleswig-Holstein","(0) in school","","","",""
"No worries","1992","Schleswig-Holstein","(1a) inadequately completed","4","","",""
"No worries","1992","Schleswig-Holstein","(1b) general elementary school","2","","",""
"No worries","1992","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No worries","1992","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No worries","1992","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No worries","1992","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"No worries","1992","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No worries","1992","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No worries","1992","Hamburg","(0) in school","","","",""
"No worries","1992","Hamburg","(1a) inadequately completed","1","","",""
"No worries","1992","Hamburg","(1b) general elementary school","3","","",""
"No worries","1992","Hamburg","(1c) basic vocational qualification","1","","",""
"No worries","1992","Hamburg","(2b) intermediate general qualification","","","",""
"No worries","1992","Hamburg","(2a) intermediate vocational","","","",""
"No worries","1992","Hamburg","(2c_gen) general maturity certificate","1","","",""
"No worries","1992","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"No worries","1992","Hamburg","(3a) lower tertiary education","","","",""
"No worries","1992","Hamburg","(3b) higher tertiary education","","","",""
"No worries","1992","Lower Saxony","(0) in school","","","",""
"No worries","1992","Lower Saxony","(1a) inadequately completed","7","","",""
"No worries","1992","Lower Saxony","(1b) general elementary school","3","","",""
"No worries","1992","Lower Saxony","(1c) basic vocational qualification","2","","",""
"No worries","1992","Lower Saxony","(2b) intermediate general qualification","2","","",""
"No worries","1992","Lower Saxony","(2a) intermediate vocational","","","",""
"No worries","1992","Lower Saxony","(2c_gen) general maturity certificate","1","","",""
"No worries","1992","Lower Saxony","(2c_voc) vocational maturity certificate","2","","",""
"No worries","1992","Lower Saxony","(3a) lower tertiary education","","","",""
"No worries","1992","Lower Saxony","(3b) higher tertiary education","","","",""
"No worries","1992","Bremen","(0) in school","","","",""
"No worries","1992","Bremen","(1a) inadequately completed","","","",""
"No worries","1992","Bremen","(1b) general elementary school","","","",""
"No worries","1992","Bremen","(1c) basic vocational qualification","","","",""
"No worries","1992","Bremen","(2b) intermediate general qualification","","","",""
"No worries","1992","Bremen","(2a) intermediate vocational","","","",""
"No worries","1992","Bremen","(2c_gen) general maturity certificate","","","",""
"No worries","1992","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","Bremen","(3a) lower tertiary education","","","",""
"No worries","1992","Bremen","(3b) higher tertiary education","","","",""
"No worries","1992","North Rhine-Westphalia","(0) in school","2","","",""
"No worries","1992","North Rhine-Westphalia","(1a) inadequately completed","27","","",""
"No worries","1992","North Rhine-Westphalia","(1b) general elementary school","32","0.1374136358607","0.0903992583212075","0.184428013400193"
"No worries","1992","North Rhine-Westphalia","(1c) basic vocational qualification","24","","",""
"No worries","1992","North Rhine-Westphalia","(2b) intermediate general qualification","2","","",""
"No worries","1992","North Rhine-Westphalia","(2a) intermediate vocational","3","","",""
"No worries","1992","North Rhine-Westphalia","(2c_gen) general maturity certificate","4","","",""
"No worries","1992","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","4","","",""
"No worries","1992","North Rhine-Westphalia","(3a) lower tertiary education","1","","",""
"No worries","1992","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"No worries","1992","Hesse","(0) in school","2","","",""
"No worries","1992","Hesse","(1a) inadequately completed","33","0.420916013405074","0.309919382477562","0.531912644332587"
"No worries","1992","Hesse","(1b) general elementary school","21","","",""
"No worries","1992","Hesse","(1c) basic vocational qualification","22","","",""
"No worries","1992","Hesse","(2b) intermediate general qualification","2","","",""
"No worries","1992","Hesse","(2a) intermediate vocational","1","","",""
"No worries","1992","Hesse","(2c_gen) general maturity certificate","","","",""
"No worries","1992","Hesse","(2c_voc) vocational maturity certificate","2","","",""
"No worries","1992","Hesse","(3a) lower tertiary education","","","",""
"No worries","1992","Hesse","(3b) higher tertiary education","1","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(1a) inadequately completed","5","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(1b) general elementary school","6","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","4","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No worries","1992","Baden-Württemberg","(0) in school","2","","",""
"No worries","1992","Baden-Württemberg","(1a) inadequately completed","42","0.247412211396923","0.182925086203712","0.311899336590135"
"No worries","1992","Baden-Württemberg","(1b) general elementary school","37","0.212447163797163","0.156992220357537","0.267902107236788"
"No worries","1992","Baden-Württemberg","(1c) basic vocational qualification","26","","",""
"No worries","1992","Baden-Württemberg","(2b) intermediate general qualification","5","","",""
"No worries","1992","Baden-Württemberg","(2a) intermediate vocational","4","","",""
"No worries","1992","Baden-Württemberg","(2c_gen) general maturity certificate","1","","",""
"No worries","1992","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No worries","1992","Baden-Württemberg","(3b) higher tertiary education","1","","",""
"No worries","1992","Bavaria","(0) in school","","","",""
"No worries","1992","Bavaria","(1a) inadequately completed","10","","",""
"No worries","1992","Bavaria","(1b) general elementary school","23","","",""
