"plj0047","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Big worries","1998","66 and older","Hesse","44","0.328817639299822","0.247433284115363","0.410201994484281"
"Big worries","1998","66 and older","Rhineland-Palatinate,Saarland","38","0.2596663816506","0.184004901246254","0.335327862054945"
"Big worries","1998","66 and older","Baden-Württemberg","66","0.311998263552479","0.249631814673714","0.374364712431243"
"Big worries","1998","66 and older","Bavaria","97","0.353713097940742","0.296577049742577","0.410849146138907"
"Big worries","1998","66 and older","Berlin","20","","",""
"Big worries","1998","66 and older","Brandenburg","21","","",""
"Big worries","1998","66 and older","Mecklenburg-Western Pomerania","9","","",""
"Big worries","1998","66 and older","Saxony","42","0.240194310272906","0.171829110060674","0.308559510485137"
"Big worries","1998","66 and older","Saxony-Anhalt","24","","",""
"Big worries","1998","66 and older","Thuringia","28","","",""
"Some worries","1998","16-34 y.","Schleswig-Holstein","43","0.402835414627119","0.311179057461693","0.494491771792545"
"Some worries","1998","16-34 y.","Hamburg","24","","",""
"Some worries","1998","16-34 y.","Lower Saxony","235","0.544638725682599","0.498575194616878","0.59070225674832"
"Some worries","1998","16-34 y.","Bremen","13","","",""
"Some worries","1998","16-34 y.","North Rhine-Westphalia","498","0.523940025376621","0.492396765760596","0.555483284992647"
"Some worries","1998","16-34 y.","Hesse","148","0.480901946173538","0.425550510493818","0.536253381853259"
"Some worries","1998","16-34 y.","Rhineland-Palatinate,Saarland","141","0.544451050092519","0.484147290300148","0.60475480988489"
"Some worries","1998","16-34 y.","Baden-Württemberg","399","0.570934262167242","0.534295224930373","0.60757329940411"
"Some worries","1998","16-34 y.","Bavaria","345","0.498869245213823","0.460162382687321","0.537576107740324"
"Some worries","1998","16-34 y.","Berlin","69","0.436436073380673","0.359105458994679","0.513766687766667"
"Some worries","1998","16-34 y.","Brandenburg","84","0.44869632673584","0.377219820008226","0.520172833463453"
"Some worries","1998","16-34 y.","Mecklenburg-Western Pomerania","75","0.528079053747884","0.444485670008946","0.611672437486822"
"Some worries","1998","16-34 y.","Saxony","180","0.505144440575609","0.454200299466619","0.5560885816846"
"Some worries","1998","16-34 y.","Saxony-Anhalt","90","0.438223625964918","0.369800637979041","0.506646613950794"
"Some worries","1998","16-34 y.","Thuringia","131","0.508397879242149","0.444750187655934","0.572045570828363"
"Some worries","1998","35-65 y.","Schleswig-Holstein","93","0.458461929736631","0.386661281964652","0.53026257750861"
"Some worries","1998","35-65 y.","Hamburg","42","0.603811163247877","0.492373007172873","0.715249319322882"
"Some worries","1998","35-65 y.","Lower Saxony","306","0.489166437139031","0.448864827874686","0.529468046403375"
"Some worries","1998","35-65 y.","Bremen","18","","",""
"Some worries","1998","35-65 y.","North Rhine-Westphalia","781","0.530909126908652","0.505603833363657","0.556214420453647"
"Some worries","1998","35-65 y.","Hesse","231","0.477453665268787","0.433715833799603","0.521191496737972"
"Some worries","1998","35-65 y.","Rhineland-Palatinate,Saarland","213","0.529934021424536","0.481445248115853","0.578422794733219"
"Some worries","1998","35-65 y.","Baden-Württemberg","460","0.504628378408582","0.471890880558429","0.537365876258735"
"Some worries","1998","35-65 y.","Bavaria","478","0.52359172250202","0.491458066636496","0.555725378367544"
"Some worries","1998","35-65 y.","Berlin","121","0.425143537489874","0.368343437991964","0.481943636987784"
"Some worries","1998","35-65 y.","Brandenburg","183","0.468246446524046","0.416985119506298","0.519507773541793"
"Some worries","1998","35-65 y.","Mecklenburg-Western Pomerania","140","0.557468210341911","0.49313834530351","0.621798075380312"
"Some worries","1998","35-65 y.","Saxony","323","0.517560493852228","0.479086915639274","0.556034072065182"
"Some worries","1998","35-65 y.","Saxony-Anhalt","195","0.501587943182779","0.452217412640585","0.550958473724973"
"Some worries","1998","35-65 y.","Thuringia","202","0.51769239231319","0.468289797145173","0.567094987481207"
"Some worries","1998","66 and older","Schleswig-Holstein","24","","",""
"Some worries","1998","66 and older","Hamburg","11","","",""
"Some worries","1998","66 and older","Lower Saxony","68","0.463183299810491","0.382299579567889","0.544067020053092"
"Some worries","1998","66 and older","Bremen","12","","",""
"Some worries","1998","66 and older","North Rhine-Westphalia","183","0.536671120190057","0.483976331423104","0.58936590895701"
"Some worries","1998","66 and older","Hesse","50","0.441417173838383","0.355394783035151","0.527439564641615"
"Some worries","1998","66 and older","Rhineland-Palatinate,Saarland","62","0.478024205063354","0.391824979896652","0.564223430230056"
"Some worries","1998","66 and older","Baden-Württemberg","104","0.500567533736148","0.433262137534706","0.56787292993759"
"Some worries","1998","66 and older","Bavaria","130","0.461213718542924","0.401643207757991","0.520784229327857"
"Some worries","1998","66 and older","Berlin","34","0.478975650799557","0.358454893689754","0.599496407909361"
"Some worries","1998","66 and older","Brandenburg","26","","",""
"Some worries","1998","66 and older","Mecklenburg-Western Pomerania","24","","",""
"Some worries","1998","66 and older","Saxony","73","0.480833537318354","0.400877152014418","0.56078992262229"
"Some worries","1998","66 and older","Saxony-Anhalt","45","0.504048470946374","0.398986817278514","0.609110124614233"
"Some worries","1998","66 and older","Thuringia","54","0.573734102950337","0.474808637684426","0.672659568216248"
"No worries","1998","16-34 y.","Schleswig-Holstein","39","0.363371449784753","0.273489971885793","0.453252927683713"
"No worries","1998","16-34 y.","Hamburg","13","","",""
"No worries","1998","16-34 y.","Lower Saxony","60","0.131919642355","0.100618541071364","0.163220743638636"
"No worries","1998","16-34 y.","Bremen","8","","",""
"No worries","1998","16-34 y.","North Rhine-Westphalia","165","0.186438834551712","0.161840922630769","0.211036746472655"
"No worries","1998","16-34 y.","Hesse","48","0.135636356432099","0.0977037901417644","0.173568922722433"
"No worries","1998","16-34 y.","Rhineland-Palatinate,Saarland","54","0.171149795978502","0.125543619591785","0.216755972365219"
"No worries","1998","16-34 y.","Baden-Württemberg","117","0.163847291393749","0.13644723127737","0.191247351510129"
"No worries","1998","16-34 y.","Bavaria","103","0.189245450358832","0.158922147941719","0.219568752775946"
"No worries","1998","16-34 y.","Berlin","35","0.2191090332844","0.154611235190958","0.283606831377842"
"No worries","1998","16-34 y.","Brandenburg","44","0.199079443106473","0.141694289584408","0.256464596628538"
"No worries","1998","16-34 y.","Mecklenburg-Western Pomerania","23","","",""
"No worries","1998","16-34 y.","Saxony","93","0.254412417403396","0.210034622927117","0.298790211879675"
"No worries","1998","16-34 y.","Saxony-Anhalt","55","0.252875584193843","0.192934813797621","0.312816354590066"
"No worries","1998","16-34 y.","Thuringia","37","0.161621505276307","0.114757051825773","0.208485958726841"
"No worries","1998","35-65 y.","Schleswig-Holstein","44","0.252440358367537","0.189841769326333","0.315038947408741"
"No worries","1998","35-65 y.","Hamburg","16","","",""
"No worries","1998","35-65 y.","Lower Saxony","92","0.179351460305543","0.148421069336112","0.210281851274974"
"No worries","1998","35-65 y.","Bremen","2","","",""
"No worries","1998","35-65 y.","North Rhine-Westphalia","229","0.156332350213566","0.137916875482491","0.174747824944641"
"No worries","1998","35-65 y.","Hesse","108","0.207647810596293","0.172129521532039","0.243166099660546"
"No worries","1998","35-65 y.","Rhineland-Palatinate,Saarland","74","0.170841178183848","0.134276140259536","0.20740621610816"
"No worries","1998","35-65 y.","Baden-Württemberg","172","0.164087669246321","0.139837631154747","0.188337707337894"
"No worries","1998","35-65 y.","Bavaria","156","0.173102394891812","0.148760661120316","0.197444128663308"
"No worries","1998","35-65 y.","Berlin","63","0.254467624710993","0.204423728076206","0.30451152134578"
"No worries","1998","35-65 y.","Brandenburg","86","0.21457615194764","0.17240260119976","0.256749702695521"
"No worries","1998","35-65 y.","Mecklenburg-Western Pomerania","43","0.228464556827354","0.17408724827131","0.282841865383398"
"No worries","1998","35-65 y.","Saxony","154","0.224581173093092","0.192450824916198","0.256711521269986"
"No worries","1998","35-65 y.","Saxony-Anhalt","96","0.226027131721734","0.184727789430355","0.267326474013112"
"No worries","1998","35-65 y.","Thuringia","77","0.168210062185731","0.131228552802549","0.205191571568913"
"No worries","1998","66 and older","Schleswig-Holstein","16","","",""
"No worries","1998","66 and older","Hamburg","10","","",""
"No worries","1998","66 and older","Lower Saxony","23","","",""
"No worries","1998","66 and older","Bremen","4","","",""
"No worries","1998","66 and older","North Rhine-Westphalia","36","0.0865935525838559","0.0568739029762092","0.116313202191503"
"No worries","1998","66 and older","Hesse","34","0.229765186861795","0.156887128830058","0.302643244893532"
"No worries","1998","66 and older","Rhineland-Palatinate,Saarland","29","","",""
"No worries","1998","66 and older","Baden-Württemberg","42","0.187434202711373","0.134901003320815","0.239967402101931"
"No worries","1998","66 and older","Bavaria","42","0.185073183516334","0.138664098794129","0.23148226823854"
"No worries","1998","66 and older","Berlin","12","","",""
"No worries","1998","66 and older","Brandenburg","21","","",""
"No worries","1998","66 and older","Mecklenburg-Western Pomerania","6","","",""
"No worries","1998","66 and older","Saxony","35","0.27897215240874","0.207199514687613","0.350744790129867"
"No worries","1998","66 and older","Saxony-Anhalt","18","","",""
"No worries","1998","66 and older","Thuringia","14","","",""
"Big worries","1999","16-34 y.","Schleswig-Holstein","23","","",""
"Big worries","1999","16-34 y.","Hamburg","14","","",""
"Big worries","1999","16-34 y.","Lower Saxony","146","0.349247224923204","0.304498636238329","0.393995813608078"
"Big worries","1999","16-34 y.","Bremen","13","","",""
"Big worries","1999","16-34 y.","North Rhine-Westphalia","303","0.318145399939566","0.288130566608271","0.34816023327086"
"Big worries","1999","16-34 y.","Hesse","86","0.274402464975585","0.222597955654663","0.326206974296506"
"Big worries","1999","16-34 y.","Rhineland-Palatinate,Saarland","75","0.368089431596886","0.307821675633636","0.428357187560135"
"Big worries","1999","16-34 y.","Baden-Württemberg","229","0.357297501043984","0.32076601450206","0.393828987585908"
"Big worries","1999","16-34 y.","Bavaria","165","0.257429886257725","0.222532921855355","0.292326850660095"
"Big worries","1999","16-34 y.","Berlin","63","0.459474091128401","0.380507907913363","0.538440274343439"
"Big worries","1999","16-34 y.","Brandenburg","50","0.267437158519849","0.202230075127124","0.332644241912574"
"Big worries","1999","16-34 y.","Mecklenburg-Western Pomerania","30","0.238106564016769","0.167300004776321","0.308913123257217"
"Big worries","1999","16-34 y.","Saxony","91","0.242060825014263","0.197691174328015","0.286430475700511"
"Big worries","1999","16-34 y.","Saxony-Anhalt","67","0.331129520379741","0.267172770183111","0.395086270576371"
"Big worries","1999","16-34 y.","Thuringia","55","0.238753571706782","0.183416236695289","0.294090906718274"
"Big worries","1999","35-65 y.","Schleswig-Holstein","46","0.243616428155573","0.181591894296114","0.305640962015033"
"Big worries","1999","35-65 y.","Hamburg","23","","",""
"Big worries","1999","35-65 y.","Lower Saxony","222","0.373436195930676","0.334271916595523","0.412600475265828"
"Big worries","1999","35-65 y.","Bremen","17","","",""
"Big worries","1999","35-65 y.","North Rhine-Westphalia","469","0.330581789161231","0.3063099240588","0.354853654263662"
"Big worries","1999","35-65 y.","Hesse","129","0.26322768079249","0.224034577610895","0.302420783974086"
"Big worries","1999","35-65 y.","Rhineland-Palatinate,Saarland","111","0.278498924511679","0.234570224840685","0.322427624182673"
"Big worries","1999","35-65 y.","Baden-Württemberg","281","0.368921610448786","0.336691988041129","0.401151232856444"
"Big worries","1999","35-65 y.","Bavaria","239","0.273358435114904","0.244621631275288","0.30209523895452"
"Big worries","1999","35-65 y.","Berlin","106","0.335956754496118","0.281966634075923","0.389946874916313"
"Big worries","1999","35-65 y.","Brandenburg","103","0.316444518431621","0.267579941528962","0.365309095334281"
"Big worries","1999","35-65 y.","Mecklenburg-Western Pomerania","53","0.26522824152282","0.206894093232903","0.323562389812737"
"Big worries","1999","35-65 y.","Saxony","189","0.307592043373227","0.27197672694803","0.343207359798425"
"Big worries","1999","35-65 y.","Saxony-Anhalt","117","0.286815758947312","0.242157441750867","0.331474076143757"
"Big worries","1999","35-65 y.","Thuringia","107","0.271092451063319","0.22725508223959","0.314929819887048"
"Big worries","1999","66 and older","Schleswig-Holstein","6","","",""
"Big worries","1999","66 and older","Hamburg","6","","",""
"Big worries","1999","66 and older","Lower Saxony","39","0.274845782974823","0.202921264885302","0.346770301064343"
"Big worries","1999","66 and older","Bremen","11","","",""
"Big worries","1999","66 and older","North Rhine-Westphalia","92","0.273110389204492","0.225038137773407","0.321182640635577"
"Big worries","1999","66 and older","Hesse","32","0.245000304034694","0.169604047310356","0.320396560759032"
"Big worries","1999","66 and older","Rhineland-Palatinate,Saarland","17","","",""
"Big worries","1999","66 and older","Baden-Württemberg","38","0.158975692580724","0.10963826519419","0.208313119967258"
"Big worries","1999","66 and older","Bavaria","41","0.200879417464868","0.153177336623059","0.248581498306678"
"Big worries","1999","66 and older","Berlin","18","","",""
"Big worries","1999","66 and older","Brandenburg","28","","",""
"Big worries","1999","66 and older","Mecklenburg-Western Pomerania","13","","",""
"Big worries","1999","66 and older","Saxony","63","0.380707242439463","0.3037683472834","0.457646137595526"
"Big worries","1999","66 and older","Saxony-Anhalt","30","0.348147451806088","0.24917612740433","0.447118776207846"
"Big worries","1999","66 and older","Thuringia","28","","",""
"Some worries","1999","16-34 y.","Schleswig-Holstein","58","0.50243574295499","0.405404218140477","0.599467267769503"
"Some worries","1999","16-34 y.","Hamburg","29","","",""
"Some worries","1999","16-34 y.","Lower Saxony","234","0.494689756871384","0.447759778260421","0.541619735482347"
"Some worries","1999","16-34 y.","Bremen","18","","",""
"Some worries","1999","16-34 y.","North Rhine-Westphalia","504","0.562644333282616","0.530676619496894","0.594612047068337"
"Some worries","1999","16-34 y.","Hesse","164","0.604197445374676","0.547422803971854","0.660972086777499"
"Some worries","1999","16-34 y.","Rhineland-Palatinate,Saarland","130","0.475729413793793","0.413321698177534","0.538137129410053"
"Some worries","1999","16-34 y.","Baden-Württemberg","340","0.501771690284133","0.463655047755895","0.539888332812371"
"Some worries","1999","16-34 y.","Bavaria","324","0.553297044376449","0.51361646331599","0.592977625436907"
"Some worries","1999","16-34 y.","Berlin","73","0.410974235395443","0.333013339801705","0.488935130989181"
"Some worries","1999","16-34 y.","Brandenburg","98","0.562404825175081","0.489320836916944","0.635488813433219"
"Some worries","1999","16-34 y.","Mecklenburg-Western Pomerania","87","0.609640720136653","0.528542760342043","0.690738679931263"
"Some worries","1999","16-34 y.","Saxony","213","0.599803401225733","0.549052035178973","0.650554767272493"
"Some worries","1999","16-34 y.","Saxony-Anhalt","104","0.482559417499237","0.414651241601087","0.550467593397387"
"Some worries","1999","16-34 y.","Thuringia","139","0.569467089571078","0.505195630341965","0.63373854880019"
"Some worries","1999","35-65 y.","Schleswig-Holstein","112","0.616853929124115","0.546609395191536","0.687098463056694"
"Some worries","1999","35-65 y.","Hamburg","41","0.484579077921495","0.368331940281014","0.600826215561975"
"Some worries","1999","35-65 y.","Lower Saxony","294","0.498019877262471","0.457537511758329","0.538502242766613"
"Some worries","1999","35-65 y.","Bremen","16","","",""
"Some worries","1999","35-65 y.","North Rhine-Westphalia","796","0.545389179269237","0.519697761671711","0.571080596866764"
"Some worries","1999","35-65 y.","Hesse","272","0.547200145967857","0.502900172808723","0.591500119126991"
"Some worries","1999","35-65 y.","Rhineland-Palatinate,Saarland","216","0.576000490725051","0.527570743861964","0.624430237588137"
"Some worries","1999","35-65 y.","Baden-Württemberg","456","0.512693007237541","0.479306073589166","0.546079940885916"
"Some worries","1999","35-65 y.","Bavaria","525","0.560059928709396","0.528054318169344","0.592065539249447"
"Some worries","1999","35-65 y.","Berlin","155","0.525035898006574","0.467953879994282","0.582117916018865"
"Some worries","1999","35-65 y.","Brandenburg","207","0.603999159928924","0.552615540792813","0.655382779065035"
"Some worries","1999","35-65 y.","Mecklenburg-Western Pomerania","145","0.635142154153125","0.571530884456879","0.698753423849371"
"Some worries","1999","35-65 y.","Saxony","370","0.551443575382405","0.513061600661762","0.589825550103048"
"Some worries","1999","35-65 y.","Saxony-Anhalt","228","0.580651119788394","0.531926847906882","0.629375391669906"
"Some worries","1999","35-65 y.","Thuringia","243","0.611464328611669","0.563396937059737","0.659531720163601"
"Some worries","1999","66 and older","Schleswig-Holstein","23","","",""
"Some worries","1999","66 and older","Hamburg","7","","",""
"Some worries","1999","66 and older","Lower Saxony","79","0.516996928103956","0.436489461404864","0.597504394803049"
"Some worries","1999","66 and older","Bremen","8","","",""
"Some worries","1999","66 and older","North Rhine-Westphalia","176","0.553244872850075","0.499605388690716","0.606884357009434"
"Some worries","1999","66 and older","Hesse","60","0.477514460037339","0.389950884711246","0.565078035363432"
"Some worries","1999","66 and older","Rhineland-Palatinate,Saarland","63","0.529649639104367","0.44179952506739","0.617499753141344"
"Some worries","1999","66 and older","Baden-Württemberg","133","0.655032142268873","0.59089235947978","0.719171925057965"
"Some worries","1999","66 and older","Bavaria","158","0.545067967076974","0.485780617693324","0.604355316460624"
"Some worries","1999","66 and older","Berlin","36","0.590009832143322","0.472241903901726","0.707777760384918"
"Some worries","1999","66 and older","Brandenburg","37","0.493269682956827","0.379359411371838","0.607179954541816"
"Some worries","1999","66 and older","Mecklenburg-Western Pomerania","25","","",""
"Some worries","1999","66 and older","Saxony","63","0.39101227897318","0.313690499274006","0.468334058672355"
"Some worries","1999","66 and older","Saxony-Anhalt","37","0.42899501275415","0.326169908122448","0.531820117385853"
"Some worries","1999","66 and older","Thuringia","62","0.573599484585254","0.476180470416116","0.671018498754393"
"No worries","1999","16-34 y.","Schleswig-Holstein","21","","",""
"No worries","1999","16-34 y.","Hamburg","7","","",""
"No worries","1999","16-34 y.","Lower Saxony","56","0.156063018205412","0.12199790343854","0.190128132972284"
"No worries","1999","16-34 y.","Bremen","","","",""
"No worries","1999","16-34 y.","North Rhine-Westphalia","118","0.119210266777818","0.0983283588548909","0.140092174700746"
"No worries","1999","16-34 y.","Hesse","35","0.121400089649739","0.0834833713466269","0.159316807952852"
"No worries","1999","16-34 y.","Rhineland-Palatinate,Saarland","41","0.156181154609321","0.110816306379572","0.20154600283907"
"No worries","1999","16-34 y.","Baden-Württemberg","92","0.140930808671883","0.114405258198712","0.167456359145053"
"No worries","1999","16-34 y.","Bavaria","114","0.189273069365826","0.15800715405195","0.220538984679702"
"No worries","1999","16-34 y.","Berlin","17","","",""
"No worries","1999","16-34 y.","Brandenburg","29","","",""
"No worries","1999","16-34 y.","Mecklenburg-Western Pomerania","22","","",""
"No worries","1999","16-34 y.","Saxony","54","0.158135773760005","0.120340049730436","0.195931497789573"
"No worries","1999","16-34 y.","Saxony-Anhalt","37","0.186311062121022","0.133397749619649","0.239224374622395"
"No worries","1999","16-34 y.","Thuringia","34","0.191779338722141","0.140676320595592","0.24288235684869"
"No worries","1999","35-65 y.","Schleswig-Holstein","26","","",""
"No worries","1999","35-65 y.","Hamburg","7","","",""
"No worries","1999","35-65 y.","Lower Saxony","70","0.128543926806854","0.101445266880714","0.155642586732993"
"No worries","1999","35-65 y.","Bremen","","","",""
"No worries","1999","35-65 y.","North Rhine-Westphalia","178","0.124029031569531","0.107022276451798","0.141035786687265"
"No worries","1999","35-65 y.","Hesse","84","0.189572173239652","0.154688541876807","0.224455804602498"
"No worries","1999","35-65 y.","Rhineland-Palatinate,Saarland","73","0.14550058476327","0.110945946598879","0.180055222927661"
"No worries","1999","35-65 y.","Baden-Württemberg","124","0.118385382313673","0.0968062018487731","0.139964562778572"
"No worries","1999","35-65 y.","Bavaria","160","0.1665816361757","0.142556978955755","0.190606293395646"
"No worries","1999","35-65 y.","Berlin","33","0.139007347497308","0.099462215762103","0.178552479232514"
"No worries","1999","35-65 y.","Brandenburg","38","0.0795563216394546","0.051125171671271","0.107987471607638"
"No worries","1999","35-65 y.","Mecklenburg-Western Pomerania","22","","",""
"No worries","1999","35-65 y.","Saxony","86","0.140964381244368","0.114109173629675","0.16781958885906"
"No worries","1999","35-65 y.","Saxony-Anhalt","49","0.132533121264295","0.0990528749829638","0.166013367545625"
"No worries","1999","35-65 y.","Thuringia","45","0.117443220325012","0.0856938697340454","0.149192570915979"
"No worries","1999","66 and older","Schleswig-Holstein","13","","",""
"No worries","1999","66 and older","Hamburg","6","","",""
"No worries","1999","66 and older","Lower Saxony","30","0.208157288921221","0.142749042422032","0.27356553542041"
"No worries","1999","66 and older","Bremen","4","","",""
"No worries","1999","66 and older","North Rhine-Westphalia","62","0.173644737945433","0.132774672501397","0.214514803389469"
"No worries","1999","66 and older","Hesse","33","0.277485235927967","0.19899124914358","0.355979222712353"
"No worries","1999","66 and older","Rhineland-Palatinate,Saarland","44","0.361280500053637","0.276730308325993","0.445830691781282"
"No worries","1999","66 and older","Baden-Württemberg","40","0.185992165150403","0.133491055707003","0.238493274593804"
"No worries","1999","66 and older","Bavaria","72","0.254052615458158","0.202222833894038","0.305882397022278"
"No worries","1999","66 and older","Berlin","13","","",""
"No worries","1999","66 and older","Brandenburg","9","","",""
"No worries","1999","66 and older","Mecklenburg-Western Pomerania","4","","",""
"No worries","1999","66 and older","Saxony","27","","",""
"No worries","1999","66 and older","Saxony-Anhalt","22","","",""
"No worries","1999","66 and older","Thuringia","9","","",""
"Big worries","2000","16-34 y.","Schleswig-Holstein","44","0.293615989478763","0.224336555909067","0.362895423048459"
"Big worries","2000","16-34 y.","Hamburg","29","","",""
"Big worries","2000","16-34 y.","Lower Saxony","226","0.357078676023371","0.319957735000476","0.394199617046266"
"Big worries","2000","16-34 y.","Bremen","21","","",""
"Big worries","2000","16-34 y.","North Rhine-Westphalia","532","0.359812964268057","0.33563737912042","0.383988549415693"
"Big worries","2000","16-34 y.","Hesse","159","0.343825078338868","0.301377380399873","0.386272776277864"
"Big worries","2000","16-34 y.","Rhineland-Palatinate,Saarland","114","0.30613084137508","0.260271843211534","0.351989839538626"
"Big worries","2000","16-34 y.","Baden-Württemberg","298","0.33260705750511","0.302818948653932","0.362395166356288"
"Big worries","2000","16-34 y.","Bavaria","305","0.30188832158317","0.273701467513099","0.330075175653242"
"Big worries","2000","16-34 y.","Berlin","92","0.461725286637743","0.39569854700375","0.527752026271735"
"Big worries","2000","16-34 y.","Brandenburg","101","0.359829498968585","0.304399093144752","0.415259904792418"
"Big worries","2000","16-34 y.","Mecklenburg-Western Pomerania","47","0.267854686532842","0.202243584144501","0.333465788921184"
"Big worries","2000","16-34 y.","Saxony","156","0.303153025584507","0.262986546741517","0.343319504427496"
"Big worries","2000","16-34 y.","Saxony-Anhalt","99","0.380966660072524","0.323881108947288","0.438052211197759"
"Big worries","2000","16-34 y.","Thuringia","77","0.255554643443201","0.207233831501127","0.303875455385275"
"Big worries","2000","35-65 y.","Schleswig-Holstein","99","0.262130772888852","0.219817877342057","0.304443668435648"
"Big worries","2000","35-65 y.","Hamburg","80","0.451820653682329","0.378709697481823","0.524931609882836"
"Big worries","2000","35-65 y.","Lower Saxony","397","0.382760926286918","0.35355521545441","0.411966637119426"
"Big worries","2000","35-65 y.","Bremen","43","0.48037327878151","0.379373755726473","0.581372801836547"
"Big worries","2000","35-65 y.","North Rhine-Westphalia","1044","0.368819139822433","0.351102330863772","0.386535948781094"
"Big worries","2000","35-65 y.","Hesse","303","0.319879383852563","0.29017235645748","0.349586411247647"
"Big worries","2000","35-65 y.","Rhineland-Palatinate,Saarland","243","0.310437914243785","0.278595079009931","0.342280749477638"
"Big worries","2000","35-65 y.","Baden-Württemberg","492","0.327487256948828","0.30431036085703","0.350664153040626"
"Big worries","2000","35-65 y.","Bavaria","518","0.293435275647528","0.272725553334085","0.314144997960971"
"Big worries","2000","35-65 y.","Berlin","237","0.493430261585399","0.449342593535573","0.537517929635225"
"Big worries","2000","35-65 y.","Brandenburg","201","0.360567907457849","0.320904991199211","0.400230823716486"
"Big worries","2000","35-65 y.","Mecklenburg-Western Pomerania","87","0.301130535058039","0.249814353380924","0.352446716735153"
"Big worries","2000","35-65 y.","Saxony","282","0.27009368868964","0.242642836100464","0.297544541278816"
"Big worries","2000","35-65 y.","Saxony-Anhalt","213","0.346170939055901","0.308540323847743","0.383801554264058"
"Big worries","2000","35-65 y.","Thuringia","170","0.31207075336844","0.274232134961491","0.349909371775389"
"Big worries","2000","66 and older","Schleswig-Holstein","14","","",""
"Big worries","2000","66 and older","Hamburg","12","","",""
"Big worries","2000","66 and older","Lower Saxony","65","0.212273942088399","0.167259237069817","0.257288647106982"
"Big worries","2000","66 and older","Bremen","13","","",""
"Big worries","2000","66 and older","North Rhine-Westphalia","206","0.273625972701427","0.241719685364684","0.30553226003817"
"Big worries","2000","66 and older","Hesse","58","0.215879398224645","0.164042687032676","0.267716109416613"
"Big worries","2000","66 and older","Rhineland-Palatinate,Saarland","43","0.158174731698925","0.113299080407185","0.203050382990664"
"Big worries","2000","66 and older","Baden-Württemberg","68","0.167612376797942","0.13049398601925","0.204730767576633"
"Big worries","2000","66 and older","Bavaria","66","0.142862941139441","0.111879119735399","0.173846762543483"
"Big worries","2000","66 and older","Berlin","41","0.337112230423506","0.246259354570026","0.427965106276986"
"Big worries","2000","66 and older","Brandenburg","60","0.37398446442831","0.299011024763161","0.448957904093459"
"Big worries","2000","66 and older","Mecklenburg-Western Pomerania","26","","",""
"Big worries","2000","66 and older","Saxony","89","0.332599867141499","0.275550395650506","0.389649338632493"
"Big worries","2000","66 and older","Saxony-Anhalt","33","0.216185831392378","0.152202080289713","0.280169582495043"
"Big worries","2000","66 and older","Thuringia","44","0.263904216940098","0.196033738047862","0.331774695832335"
"Some worries","2000","16-34 y.","Schleswig-Holstein","86","0.491334260973149","0.415284331642563","0.567384190303736"
"Some worries","2000","16-34 y.","Hamburg","41","0.478572076133909","0.366263708551266","0.590880443716551"
"Some worries","2000","16-34 y.","Lower Saxony","315","0.492387350051385","0.45365465062182","0.531120049480949"
"Some worries","2000","16-34 y.","Bremen","20","","",""
"Some worries","2000","16-34 y.","North Rhine-Westphalia","766","0.494936554639801","0.469752080485086","0.520121028794515"
"Some worries","2000","16-34 y.","Hesse","235","0.487645668309425","0.442975977710635","0.532315358908216"
"Some worries","2000","16-34 y.","Rhineland-Palatinate,Saarland","195","0.488291545750573","0.438554140266915","0.538028951234231"
"Some worries","2000","16-34 y.","Baden-Württemberg","484","0.490590663636603","0.458983939433522","0.522197387839684"
"Some worries","2000","16-34 y.","Bavaria","522","0.50320091754421","0.472502067762925","0.533899767325494"
"Some worries","2000","16-34 y.","Berlin","107","0.460908281596422","0.394889938633453","0.526926624559391"
"Some worries","2000","16-34 y.","Brandenburg","140","0.471438973479782","0.413787268310198","0.529090678649365"
"Some worries","2000","16-34 y.","Mecklenburg-Western Pomerania","95","0.546064705711306","0.472300088010039","0.619829323412574"
"Some worries","2000","16-34 y.","Saxony","265","0.526004295702","0.482368193843744","0.569640397560257"
"Some worries","2000","16-34 y.","Saxony-Anhalt","136","0.447437510077482","0.388987769514291","0.505887250640674"
"Some worries","2000","16-34 y.","Thuringia","179","0.569432480387063","0.514577296826847","0.624287663947278"
"Some worries","2000","35-65 y.","Schleswig-Holstein","206","0.50540194135911","0.457299324951619","0.553504557766602"
"Some worries","2000","35-65 y.","Hamburg","84","0.450511538860965","0.37741945600889","0.52360362171304"
"Some worries","2000","35-65 y.","Lower Saxony","538","0.499312734996874","0.469269487805379","0.529355982188369"
"Some worries","2000","35-65 y.","Bremen","39","0.408320648305906","0.308956882590556","0.507684414021257"
"Some worries","2000","35-65 y.","North Rhine-Westphalia","1432","0.50040334583653","0.482043385889855","0.518763305783205"
"Some worries","2000","35-65 y.","Hesse","473","0.479311148280483","0.447493285369864","0.511129011191101"
"Some worries","2000","35-65 y.","Rhineland-Palatinate,Saarland","405","0.488375823852861","0.453973302624918","0.522778345080805"
"Some worries","2000","35-65 y.","Baden-Württemberg","802","0.508886810130105","0.484197485601443","0.533576134658768"
"Some worries","2000","35-65 y.","Bavaria","985","0.516347714420245","0.493618737331384","0.539076691509106"
"Some worries","2000","35-65 y.","Berlin","210","0.415535578021022","0.372077775381867","0.458993380660176"
