"plj0047","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No worries","2006","Baden-Württemberg","West Germany","557","0.192554473503953","0.177711642080842","0.207397304927065","3"
"No worries","2006","Baden-Württemberg","East Germany","","","","","3"
"No worries","2006","Bavaria","West Germany","607","0.203438200029859","0.189281130813958","0.217595269245761","3"
"No worries","2006","Bavaria","East Germany","","","","","3"
"No worries","2006","Brandenburg","East Germany","129","0.139009357632104","0.11686985267577","0.161148862588438","3"
"No worries","2006","Berlin","West Germany","46","0.0982887052080229","0.0703445871001349","0.126232823315911","3"
"No worries","2006","Berlin","East Germany","36","0.125647448340343","0.0907229505941","0.160571946086585","3"
"No worries","2006","Brandenburg","West Germany","","","","","3"
"No worries","2006","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2006","Mecklenburg-Western Pomerania","East Germany","91","0.15306482274363","0.122919454457884","0.183210191029375","3"
"No worries","2006","Saxony","West Germany","","","","","3"
"No worries","2006","Saxony","East Germany","316","0.228181078975803","0.207435796850744","0.248926361100861","3"
"No worries","2006","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2006","Saxony-Anhalt","East Germany","154","0.188651566820876","0.163246355501261","0.214056778140492","3"
"No worries","2006","Thuringia","West Germany","","","","","3"
"No worries","2006","Thuringia","East Germany","176","0.190348315761649","0.165371411115536","0.215325220407762","3"
"Some worries","2006","Lower Saxony","East Germany","","","","","2"
"Some worries","2006","North Rhine-Westphalia","West Germany","2377","0.504825470406957","0.490243342525991","0.519407598287923","2"
"Some worries","2006","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2006","Hesse","West Germany","774","0.489571434472816","0.464008381880008","0.515134487065625","2"
"Some worries","2006","Schleswig-Holstein","West Germany","324","0.490293054848381","0.45232668074734","0.528259428949422","2"
"Some worries","2006","Hamburg","West Germany","182","0.659365234405649","0.606265189853517","0.712465278957782","2"
"Some worries","2006","Hamburg","East Germany","","","","","2"
"Some worries","2006","Lower Saxony","West Germany","1058","0.525988421484196","0.503899703602603","0.54807713936579","2"
"Some worries","2006","Bremen","West Germany","72","0.435052297717259","0.354358724581384","0.515745870853135","2"
"Some worries","2006","Bremen","East Germany","","","","","2"
"Some worries","2006","Hesse","East Germany","","","","","2"
"Some worries","2006","Rhineland-Palatinate,Saarland","West Germany","646","0.485991574627477","0.458653679814932","0.513329469440021","2"
"Some worries","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2006","Baden-Württemberg","West Germany","1459","0.525492749890239","0.506695768011058","0.544289731769421","2"
"Some worries","2006","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2006","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2006","Bavaria","West Germany","1702","0.534787706760529","0.517246330496761","0.552329083024297","2"
"Some worries","2006","Bavaria","East Germany","","","","","2"
"Some worries","2006","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2006","Saxony","East Germany","858","0.524705614551622","0.500019029460798","0.549392199642447","2"
"Some worries","2006","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2006","Saxony-Anhalt","East Germany","479","0.514691857862083","0.482237625566375","0.54714609015779","2"
"Some worries","2006","Thuringia","West Germany","","","","","2"
"Some worries","2006","Thuringia","East Germany","542","0.552955161254505","0.521322517857836","0.584587804651173","2"
"Some worries","2006","Berlin","West Germany","225","0.523383560563659","0.476502287761846","0.570264833365472","2"
"Some worries","2006","Berlin","East Germany","183","0.485058720880878","0.432398090455056","0.537719351306699","2"
"Some worries","2006","Brandenburg","West Germany","","","","","2"
"Some worries","2006","Brandenburg","East Germany","549","0.580533659519344","0.548953891669441","0.612113427369247","2"
"Some worries","2006","Mecklenburg-Western Pomerania","East Germany","303","0.528320113593801","0.486524561835522","0.570115665352079","2"
"Some worries","2006","Saxony","West Germany","","","","","2"
"Big worries","2007","Schleswig-Holstein","West Germany","149","0.258747286688362","0.223878821679244","0.293615751697479","1"
"Big worries","2007","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2007","Hamburg","West Germany","83","0.28409831055546","0.232721959627005","0.335474661483916","1"
"Big worries","2007","Hamburg","East Germany","","","","","1"
"Big worries","2007","Lower Saxony","West Germany","546","0.296816409245468","0.275902020518987","0.317730797971949","1"
"Big worries","2007","Lower Saxony","East Germany","","","","","1"
"Big worries","2007","Bremen","West Germany","43","0.351052686713227","0.273894805433932","0.428210567992521","1"
"Big worries","2007","Bremen","East Germany","","","","","1"
"Big worries","2007","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2007","Hesse","West Germany","345","0.270645703222002","0.24728905433879","0.294002352105213","1"
"Big worries","2007","Hesse","East Germany","","","","","1"
"Big worries","2007","Rhineland-Palatinate,Saarland","West Germany","285","0.258601293465891","0.233522253826333","0.28368033310545","1"
"Big worries","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2007","Baden-Württemberg","West Germany","624","0.27005712123825","0.252565392072246","0.287548850404253","1"
"Big worries","2007","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2007","North Rhine-Westphalia","West Germany","1240","0.295092890227297","0.281255021156451","0.308930759298143","1"
"Big worries","2007","Bavaria","West Germany","685","0.227552267369621","0.212353484232889","0.242751050506352","1"
"Big worries","2007","Bavaria","East Germany","","","","","1"
"Big worries","2007","Berlin","West Germany","147","0.353234041691897","0.3068548835308","0.399613199852994","1"
"Big worries","2007","Berlin","East Germany","123","0.36435623176473","0.313574379087861","0.415138084441599","1"
"Big worries","2007","Brandenburg","West Germany","","","","","1"
"Big worries","2007","Brandenburg","East Germany","252","0.306584185917588","0.275857778624332","0.337310593210844","1"
"Big worries","2007","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2007","Mecklenburg-Western Pomerania","East Germany","154","0.322541150891125","0.281971896259294","0.363110405522955","1"
"Big worries","2007","Saxony","West Germany","","","","","1"
"Big worries","2007","Saxony","East Germany","364","0.229693516163006","0.208428057929133","0.25095897439688","1"
"Big worries","2007","Thuringia","East Germany","251","0.287079341691733","0.25763742916548","0.316521254217985","1"
"Big worries","2007","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2007","Saxony-Anhalt","East Germany","258","0.288468866311163","0.258364125499328","0.318573607122997","1"
"Big worries","2007","Thuringia","West Germany","","","","","1"
"No worries","2007","Schleswig-Holstein","West Germany","138","0.187833187520874","0.1567360393703","0.218930335671448","3"
"No worries","2007","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2007","Lower Saxony","West Germany","314","0.191750091821718","0.173727905272136","0.209772278371301","3"
"No worries","2007","Lower Saxony","East Germany","","","","","3"
"No worries","2007","Bremen","West Germany","31","0.163428801745107","0.103655784877874","0.223201818612339","3"
"No worries","2007","Hamburg","West Germany","38","0.124624455722894","0.0869973271428908","0.162251584302898","3"
"No worries","2007","Hamburg","East Germany","","","","","3"
"No worries","2007","Bremen","East Germany","","","","","3"
"No worries","2007","North Rhine-Westphalia","West Germany","683","0.16621955220909","0.154924433333927","0.177514671084254","3"
"No worries","2007","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2007","Hesse","West Germany","281","0.211462802377544","0.189995929964071","0.232929674791017","3"
"No worries","2007","Hesse","East Germany","","","","","3"
"No worries","2007","Rhineland-Palatinate,Saarland","West Germany","356","0.329545534628521","0.302623244325668","0.356467824931373","3"
"No worries","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2007","Baden-Württemberg","West Germany","529","0.190789813546016","0.175309892127454","0.206269734964578","3"
"No worries","2007","Baden-Württemberg","East Germany","","","","","3"
"No worries","2007","Bavaria","West Germany","587","0.212427165101499","0.197599114001747","0.227255216201251","3"
"No worries","2007","Saxony","West Germany","","","","","3"
"No worries","2007","Saxony","East Germany","359","0.252002355055057","0.230053037806794","0.273951672303321","3"
"No worries","2007","Bavaria","East Germany","","","","","3"
"No worries","2007","Berlin","West Germany","63","0.147597759908449","0.113180191540674","0.182015328276224","3"
"No worries","2007","Berlin","East Germany","43","0.145611271449688","0.108392348977907","0.182830193921469","3"
"No worries","2007","Brandenburg","West Germany","","","","","3"
"No worries","2007","Brandenburg","East Germany","133","0.178073702405387","0.152578622968897","0.203568781841878","3"
"No worries","2007","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2007","Mecklenburg-Western Pomerania","East Germany","73","0.151981014040553","0.120823667855655","0.18313836022545","3"
"No worries","2007","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2007","Saxony-Anhalt","East Germany","157","0.222624648671616","0.194981311477941","0.25026798586529","3"
"No worries","2007","Thuringia","West Germany","","","","","3"
"No worries","2007","Thuringia","East Germany","163","0.188267383712332","0.162826131137494","0.21370863628717","3"
"Some worries","2007","Lower Saxony","East Germany","","","","","2"
"Some worries","2007","North Rhine-Westphalia","West Germany","2250","0.538687557563613","0.523562746607786","0.553812368519439","2"
"Some worries","2007","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2007","Hesse","West Germany","764","0.517891494400454","0.491623163592162","0.544159825208746","2"
"Some worries","2007","Hesse","East Germany","","","","","2"
"Some worries","2007","Rhineland-Palatinate,Saarland","West Germany","530","0.411853171905588","0.383663908315178","0.440042435495998","2"
"Some worries","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2007","Baden-Württemberg","West Germany","1322","0.539153065215734","0.519515172625848","0.558790957805621","2"
"Some worries","2007","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2007","Schleswig-Holstein","West Germany","319","0.553419525790764","0.513838332499489","0.59300071908204","2"
"Some worries","2007","Hamburg","West Germany","175","0.591277233721645","0.535274112949528","0.647280354493762","2"
"Some worries","2007","Hamburg","East Germany","","","","","2"
"Some worries","2007","Lower Saxony","West Germany","973","0.511433498932814","0.488549954828825","0.534317043036803","2"
"Some worries","2007","Bremen","West Germany","73","0.485518511541666","0.404724867479313","0.56631215560402","2"
"Some worries","2007","Bremen","East Germany","","","","","2"
"Some worries","2007","Bavaria","West Germany","1651","0.560020567528881","0.542025567171451","0.57801556788631","2"
"Some worries","2007","Saxony","East Germany","780","0.518304128781936","0.493043311537252","0.54356494602662","2"
"Some worries","2007","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2007","Thuringia","West Germany","","","","","2"
"Some worries","2007","Thuringia","East Germany","493","0.524653274595935","0.492153084991463","0.557153464200407","2"
"Some worries","2007","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2007","Bavaria","East Germany","","","","","2"
"Some worries","2007","Berlin","West Germany","198","0.499168198399654","0.45065192744564","0.547684469353668","2"
"Some worries","2007","Berlin","East Germany","179","0.490032496785582","0.437282524550243","0.54278246902092","2"
"Some worries","2007","Brandenburg","West Germany","","","","","2"
"Some worries","2007","Brandenburg","East Germany","480","0.515342111677025","0.482037413938721","0.548646809415329","2"
"Some worries","2007","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2007","Mecklenburg-Western Pomerania","East Germany","283","0.525477835068323","0.48213987595359","0.568815794183055","2"
"Some worries","2007","Saxony","West Germany","","","","","2"
"Some worries","2007","Saxony-Anhalt","East Germany","455","0.488906485017222","0.455690162483542","0.522122807550901","2"
"Big worries","2008","Schleswig-Holstein","West Germany","106","0.219677525568763","0.185075890775548","0.254279160361978","1"
"Big worries","2008","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2008","Hamburg","West Germany","58","0.206620631118227","0.1594488617463","0.253792400490153","1"
"Big worries","2008","Hamburg","East Germany","","","","","1"
"Big worries","2008","Lower Saxony","West Germany","429","0.248670745127402","0.228390281785631","0.268951208469172","1"
"Big worries","2008","Lower Saxony","East Germany","","","","","1"
"Big worries","2008","Bremen","West Germany","36","0.314324810779504","0.236586274999168","0.392063346559841","1"
"Big worries","2008","Bremen","East Germany","","","","","1"
"Big worries","2008","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2008","Hesse","West Germany","286","0.235392820670485","0.212428027547851","0.25835761379312","1"
"Big worries","2008","Hesse","East Germany","","","","","1"
"Big worries","2008","Rhineland-Palatinate,Saarland","West Germany","217","0.196892044864536","0.173263624318134","0.220520465410939","1"
"Big worries","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2008","Baden-Württemberg","West Germany","469","0.21341707600546","0.196907817776102","0.229926334234818","1"
"Big worries","2008","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2008","North Rhine-Westphalia","West Germany","1038","0.25489311460863","0.241248891898069","0.268537337319192","1"
"Big worries","2008","Bavaria","West Germany","636","0.249876615470524","0.233683627835597","0.26606960310545","1"
"Big worries","2008","Bavaria","East Germany","","","","","1"
"Big worries","2008","Berlin","West Germany","144","0.385968730562231","0.337466254129944","0.434471206994518","1"
"Big worries","2008","Berlin","East Germany","96","0.289636745094096","0.240845025713308","0.338428464474884","1"
"Big worries","2008","Brandenburg","West Germany","","","","","1"
"Big worries","2008","Brandenburg","East Germany","185","0.209641245175206","0.181831393479639","0.237451096870773","1"
"Big worries","2008","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2008","Mecklenburg-Western Pomerania","East Germany","124","0.249146193543629","0.210850064966953","0.287442322120304","1"
"Big worries","2008","Saxony","West Germany","","","","","1"
"Big worries","2008","Saxony","East Germany","297","0.214760500880137","0.193468805240417","0.236052196519858","1"
"Big worries","2008","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2008","Thuringia","West Germany","","","","","1"
"Big worries","2008","Thuringia","East Germany","190","0.224024610240241","0.196508588904866","0.251540631575616","1"
"Big worries","2008","Saxony-Anhalt","East Germany","192","0.245802384181074","0.216151257200195","0.275453511161953","1"
"No worries","2008","Schleswig-Holstein","West Germany","154","0.214134562949725","0.179851136075524","0.248417989823926","3"
"No worries","2008","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2008","Hamburg","West Germany","68","0.236544160898197","0.187033018205583","0.286055303590811","3"
"No worries","2008","Hamburg","East Germany","","","","","3"
"No worries","2008","Lower Saxony","West Germany","362","0.228575023211669","0.208872964464733","0.248277081958606","3"
"No worries","2008","Lower Saxony","East Germany","","","","","3"
"No worries","2008","Bremen","West Germany","30","0.183809495488397","0.118950898788208","0.248668092188587","3"
"No worries","2008","Bremen","East Germany","","","","","3"
"No worries","2008","North Rhine-Westphalia","West Germany","766","0.202430306623487","0.18985025140928","0.215010361837695","3"
"No worries","2008","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2008","Hesse","West Germany","281","0.204620710876884","0.182782921203925","0.226458500549844","3"
"No worries","2008","Hesse","East Germany","","","","","3"
"No worries","2008","Rhineland-Palatinate,Saarland","West Germany","326","0.328022568211052","0.300125224744085","0.355919911678018","3"
"No worries","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2008","Baden-Württemberg","West Germany","574","0.214054997955203","0.197527790237242","0.230582205673164","3"
"No worries","2008","Baden-Württemberg","East Germany","","","","","3"
"No worries","2008","Bavaria","West Germany","528","0.194144043810304","0.179349943117797","0.20893814450281","3"
"No worries","2008","Saxony","West Germany","","","","","3"
"No worries","2008","Saxony","East Germany","331","0.233667943887097","0.211727771198564","0.25560811657563","3"
"No worries","2008","Bavaria","East Germany","","","","","3"
"No worries","2008","Berlin","West Germany","54","0.11975685206328","0.0874090988719039","0.152104605254656","3"
"No worries","2008","Berlin","East Germany","46","0.158031785048816","0.118794484561566","0.197269085536066","3"
"No worries","2008","Brandenburg","West Germany","","","","","3"
"No worries","2008","Brandenburg","East Germany","155","0.199749946378282","0.172434747614993","0.227065145141572","3"
"No worries","2008","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2008","Mecklenburg-Western Pomerania","East Germany","99","0.211446310980798","0.175291529483895","0.247601092477702","3"
"No worries","2008","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2008","Saxony-Anhalt","East Germany","153","0.226895306076205","0.198052501171558","0.255738110980852","3"
"No worries","2008","Thuringia","West Germany","","","","","3"
"No worries","2008","Thuringia","East Germany","182","0.218893532835294","0.191604673635205","0.246182392035383","3"
"Some worries","2008","Lower Saxony","East Germany","","","","","2"
"Some worries","2008","North Rhine-Westphalia","West Germany","2115","0.542676578767882","0.527079519574805","0.55827363796096","2"
"Some worries","2008","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2008","Hesse","West Germany","744","0.55998646845263","0.533116415161638","0.586856521743623","2"
"Some worries","2008","Hesse","East Germany","","","","","2"
"Some worries","2008","Rhineland-Palatinate,Saarland","West Germany","545","0.475085386924412","0.445412226054194","0.504758547794631","2"
"Some worries","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2008","Baden-Württemberg","West Germany","1323","0.572527926039337","0.5525939958723","0.592461856206374","2"
"Some worries","2008","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2008","Schleswig-Holstein","West Germany","290","0.566187911481512","0.524769077597987","0.607606745365038","2"
"Some worries","2008","Hamburg","West Germany","157","0.556835207983577","0.498958896959532","0.614711519007622","2"
"Some worries","2008","Hamburg","East Germany","","","","","2"
"Some worries","2008","Lower Saxony","West Germany","954","0.522754231660929","0.499318948946713","0.546189514375145","2"
"Some worries","2008","Bremen","West Germany","71","0.501865693732098","0.418140764647803","0.585590622816394","2"
"Some worries","2008","Bremen","East Germany","","","","","2"
"Some worries","2008","Bavaria","West Germany","1582","0.555979340719173","0.53739578815838","0.574562893279966","2"
"Some worries","2008","Saxony","East Germany","801","0.551571555232766","0.525785822091377","0.577357288374155","2"
"Some worries","2008","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2008","Thuringia","West Germany","","","","","2"
"Some worries","2008","Thuringia","East Germany","510","0.557081856924465","0.524299887493757","0.589863826355173","2"
"Some worries","2008","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2008","Bavaria","East Germany","","","","","2"
"Some worries","2008","Berlin","West Germany","189","0.49427441737449","0.44446239934277","0.544086435406209","2"
"Some worries","2008","Berlin","East Germany","190","0.552331469857088","0.498843363072947","0.605819576641228","2"
"Some worries","2008","Brandenburg","West Germany","","","","","2"
"Some worries","2008","Brandenburg","East Germany","483","0.590608808446511","0.557014370429854","0.624203246463169","2"
"Some worries","2008","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2008","Mecklenburg-Western Pomerania","East Germany","267","0.539407495475573","0.495274137528388","0.583540853422758","2"
"Some worries","2008","Saxony","West Germany","","","","","2"
"Some worries","2008","Saxony-Anhalt","East Germany","465","0.527302309742721","0.492920624626579","0.561683994858863","2"
"Big worries","2009","Schleswig-Holstein","West Germany","84","0.215044804185091","0.179282044654462","0.25080756371572","1"
"Big worries","2009","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2009","Hamburg","West Germany","43","0.139775950000675","0.0983384097588748","0.181213490242475","1"
"Big worries","2009","Hamburg","East Germany","","","","","1"
"Big worries","2009","Lower Saxony","West Germany","336","0.210340411839826","0.19059174615989","0.230089077519763","1"
"Big worries","2009","Lower Saxony","East Germany","","","","","1"
"Big worries","2009","Bremen","West Germany","27","","","","1"
"Big worries","2009","Bremen","East Germany","","","","","1"
"Big worries","2009","Hesse","West Germany","237","0.219408753059334","0.196138625432371","0.242678880686297","1"
"Big worries","2009","Hesse","East Germany","","","","","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","West Germany","185","0.199248285092742","0.174747417981403","0.223749152204082","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2009","Baden-Württemberg","West Germany","332","0.181362551765882","0.164898192438449","0.197826911093316","1"
"Big worries","2009","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2009","North Rhine-Westphalia","West Germany","756","0.20273582605816","0.189611958727229","0.215859693389091","1"
"Big worries","2009","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2009","Bavaria","West Germany","476","0.194970108745657","0.179744735956287","0.210195481535027","1"
"Big worries","2009","Bavaria","East Germany","","","","","1"
"Big worries","2009","Berlin","West Germany","103","0.345754700954419","0.296961870627436","0.394547531281402","1"
"Big worries","2009","Berlin","East Germany","99","0.293501230597076","0.243608902462478","0.343393558731673","1"
"Big worries","2009","Brandenburg","West Germany","","","","","1"
"Big worries","2009","Brandenburg","East Germany","170","0.199932315616112","0.172060535197971","0.227804096034252","1"
"Big worries","2009","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2009","Mecklenburg-Western Pomerania","East Germany","101","0.27132312582211","0.231378761525077","0.311267490119142","1"
"Big worries","2009","Saxony","West Germany","","","","","1"
"Big worries","2009","Saxony","East Germany","209","0.162632970340569","0.143070393566683","0.182195547114456","1"
"Big worries","2009","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2009","Thuringia","East Germany","181","0.223567544939834","0.195102990335442","0.252032099544227","1"
"Big worries","2009","Thuringia","West Germany","","","","","1"
"Big worries","2009","Saxony-Anhalt","East Germany","170","0.225474994166381","0.195919760652672","0.25503022768009","1"
"No worries","2009","Schleswig-Holstein","West Germany","146","0.21334719000805","0.177687371860481","0.24900700815562","3"
"No worries","2009","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2009","Hamburg","West Germany","57","0.198274027274369","0.15062897128959","0.245919083259149","3"
"No worries","2009","Hamburg","East Germany","","","","","3"
"No worries","2009","Lower Saxony","West Germany","356","0.23414717526565","0.213627354546522","0.254666995984778","3"
"No worries","2009","Lower Saxony","East Germany","","","","","3"
"No worries","2009","Bremen","West Germany","34","0.252008687786869","0.174002214506231","0.330015161067507","3"
"No worries","2009","Bremen","East Germany","","","","","3"
"No worries","2009","North Rhine-Westphalia","West Germany","827","0.233997880990372","0.220177614917794","0.247818147062951","3"
"No worries","2009","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2009","Hesse","West Germany","279","0.210276143866037","0.187362583148314","0.233189704583761","3"
"No worries","2009","Hesse","East Germany","","","","","3"
"No worries","2009","Rhineland-Palatinate,Saarland","West Germany","348","0.336142191334662","0.307166469254613","0.365117913414711","3"
"No worries","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2009","Baden-Württemberg","West Germany","591","0.23846301276556","0.220254216474119","0.256671809057","3"
"No worries","2009","Baden-Württemberg","East Germany","","","","","3"
"No worries","2009","Bavaria","West Germany","573","0.208705977611479","0.193088377396185","0.224323577826773","3"
"No worries","2009","Bavaria","East Germany","","","","","3"
"No worries","2009","Berlin","West Germany","64","0.12932796094486","0.0949028639348629","0.163753057954857","3"
"No worries","2009","Berlin","East Germany","44","0.145745492557194","0.107085273766145","0.184405711348243","3"
"No worries","2009","Brandenburg","West Germany","","","","","3"
"No worries","2009","Brandenburg","East Germany","134","0.184282394186878","0.15726324369983","0.211301544673926","3"
"No worries","2009","Saxony","West Germany","","","","","3"
"No worries","2009","Saxony","East Germany","309","0.234687417411108","0.21222129279607","0.257153542026146","3"
"No worries","2009","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2009","Mecklenburg-Western Pomerania","East Germany","83","0.176147583969032","0.14192540407599","0.210369763862074","3"
"No worries","2009","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2009","Saxony-Anhalt","East Germany","147","0.228200759975024","0.198519782625009","0.257881737325038","3"
"No worries","2009","Thuringia","West Germany","","","","","3"
"No worries","2009","Thuringia","East Germany","177","0.244504409691211","0.215140932135059","0.273867887247364","3"
"Some worries","2009","North Rhine-Westphalia","West Germany","2022","0.563266292951468","0.547075776810195","0.579456809092741","2"
"Some worries","2009","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2009","Hesse","East Germany","","","","","2"
"Some worries","2009","Rhineland-Palatinate,Saarland","West Germany","488","0.464609523572595","0.43401704992075","0.49520199722444","2"
"Some worries","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2009","Baden-Württemberg","West Germany","1181","0.580174435468558","0.559086262369373","0.601262608567742","2"
"Some worries","2009","Hamburg","West Germany","169","0.661950022724956","0.605420540545054","0.718479504904857","2"
"Some worries","2009","Hamburg","East Germany","","","","","2"
"Some worries","2009","Lower Saxony","West Germany","944","0.555512412894524","0.531433706907507","0.57959111888154","2"
"Some worries","2009","Lower Saxony","East Germany","","","","","2"
"Some worries","2009","Bremen","West Germany","58","0.538086975296878","0.448513184437411","0.627660766156345","2"
"Some worries","2009","Bremen","East Germany","","","","","2"
"Some worries","2009","Hesse","West Germany","699","0.570315103074629","0.542480025702406","0.598150180446852","2"
"Some worries","2009","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2009","Bavaria","West Germany","1552","0.596323913642864","0.577468522798789","0.615179304486939","2"
"Some worries","2009","Schleswig-Holstein","West Germany","277","0.571608005806859","0.528534131559762","0.614681880053956","2"
"Some worries","2009","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2009","Bavaria","East Germany","","","","","2"
"Some worries","2009","Berlin","West Germany","198","0.524917338100721","0.473686470792624","0.576148205408819","2"
"Some worries","2009","Berlin","East Germany","177","0.56075327684573","0.506376523085582","0.615130030605879","2"
"Some worries","2009","Brandenburg","West Germany","","","","","2"
"Some worries","2009","Brandenburg","East Germany","487","0.61578529019701","0.581888271850965","0.649682308543055","2"
"Some worries","2009","Saxony","East Germany","849","0.602679612248323","0.576739162042802","0.628620062453843","2"
"Some worries","2009","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2009","Thuringia","West Germany","","","","","2"
"Some worries","2009","Thuringia","East Germany","465","0.531928045368954","0.497837737140431","0.566018353597478","2"
"Some worries","2009","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2009","Mecklenburg-Western Pomerania","East Germany","292","0.552529290208858","0.50786046056428","0.597198119853436","2"
"Some worries","2009","Saxony","West Germany","","","","","2"
"Some worries","2009","Saxony-Anhalt","East Germany","451","0.546324245858595","0.511114288154302","0.581534203562888","2"
"Big worries","2010","Schleswig-Holstein","West Germany","198","0.239647622022761","0.208660706862107","0.270634537183415","1"
"Big worries","2010","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2010","Hamburg","West Germany","85","0.194103805466716","0.15464799068765","0.233559620245781","1"
"Big worries","2010","Hamburg","East Germany","","","","","1"
"Big worries","2010","Lower Saxony","West Germany","533","0.209596682892595","0.192510839399353","0.226682526385838","1"
"Big worries","2010","Lower Saxony","East Germany","","","","","1"
"Big worries","2010","Bremen","West Germany","44","0.298057963446766","0.229700670115046","0.366415256778485","1"
"Big worries","2010","Bremen","East Germany","","","","","1"
"Big worries","2010","Hesse","West Germany","377","0.245540443859028","0.22487904168721","0.266201846030846","1"
"Big worries","2010","Hesse","East Germany","","","","","1"
"Big worries","2010","Rhineland-Palatinate,Saarland","West Germany","246","0.177139693200904","0.15652028462687","0.197759101774939","1"
"Big worries","2010","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2010","Baden-Württemberg","West Germany","525","0.17144982898779","0.157708551699794","0.185191106275786","1"
"Big worries","2010","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2010","North Rhine-Westphalia","West Germany","1135","0.207991849968169","0.196705713907482","0.219277986028856","1"
"Big worries","2010","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2010","Bavaria","West Germany","722","0.187901387319297","0.175108909345939","0.200693865292654","1"
"Big worries","2010","Bavaria","East Germany","","","","","1"
"Big worries","2010","Berlin","West Germany","160","0.304414156758699","0.265674458141472","0.343153855375926","1"
"Big worries","2010","Berlin","East Germany","86","0.212714374316578","0.17151476797387","0.253913980659287","1"
"Big worries","2010","Brandenburg","West Germany","","","","","1"
"Big worries","2010","Brandenburg","East Germany","207","0.223647823751439","0.197206351715052","0.250089295787825","1"
"Big worries","2010","Mecklenburg-Western Pomerania","West Germany","","","","","1"
