"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","25","","",""
"Big worries","2014","Couple + C. LE 16 ","(2a) intermediate vocational","329","0.182173511825805","0.164140637391418","0.200206386260192"
"Big worries","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","74","0.242848499964389","0.193065075503673","0.292631924425105"
"Big worries","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","184","0.167587817567763","0.143320720276983","0.191854914858544"
"Big worries","2014","Couple + C. LE 16 ","(3a) lower tertiary education","78","0.146412016095753","0.115879894495977","0.17694413769553"
"Big worries","2014","Couple + C. LE 16 ","(3b) higher tertiary education","219","0.186427342963468","0.165864817208349","0.206989868718586"
"Big worries","2014","Couple + C. GT 16 ","(0) in school","29","","",""
"Big worries","2014","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Big worries","2014","Couple + C. GT 16 ","(1b) general elementary school","48","0.21012742118307","0.158150329739076","0.262104512627065"
"Big worries","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","140","0.230632036229904","0.196699673288864","0.264564399170943"
"Big worries","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","38","0.263871982172958","0.194036571850501","0.333707392495416"
"Big worries","2014","Couple + C. GT 16 ","(2a) intermediate vocational","149","0.217117816356225","0.18582957809156","0.24840605462089"
"Big worries","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","72","0.214863273845877","0.167509683760717","0.262216863931037"
"Big worries","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","57","0.233945758170314","0.180718719730975","0.287172796609652"
"Big worries","2014","Couple + C. GT 16 ","(3a) lower tertiary education","28","","",""
"Big worries","2014","Couple + C. GT 16 ","(3b) higher tertiary education","72","0.16924268973634","0.130071315819195","0.208414063653486"
"Big worries","2014","Couple + C. LE and GT 16","(0) in school","34","0.22537608696696","0.160633884929508","0.290118289004412"
"Big worries","2014","Couple + C. LE and GT 16","(1a) inadequately completed","16","","",""
"Big worries","2014","Couple + C. LE and GT 16","(1b) general elementary school","60","0.264639254484834","0.207125565424276","0.322152943545391"
"Big worries","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","94","0.283200497189167","0.235726489579812","0.330674504798521"
"Big worries","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","33","0.221663212062312","0.15159649057673","0.291729933547893"
"Big worries","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","82","0.203557539848957","0.163749333016652","0.243365746681262"
"Big worries","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","52","0.267559574819227","0.208386346649987","0.326732802988468"
"Big worries","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","44","0.202103497328739","0.14699821872029","0.257208775937187"
"Big worries","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","23","","",""
"Big worries","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","29","","",""
"Some worries","2014","1-pers.-HH","(0) in school","1","","",""
"Some worries","2014","1-pers.-HH","(1a) inadequately completed","25","","",""
"Some worries","2014","1-pers.-HH","(1b) general elementary school","188","0.494429021582526","0.444745046458519","0.544112996706533"
"Some worries","2014","1-pers.-HH","(1c) basic vocational qualification","491","0.507876628742415","0.476018619634115","0.539734637850714"
"Some worries","2014","1-pers.-HH","(2b) intermediate general qualification","45","0.570246160247194","0.456685547130443","0.683806773363946"
"Some worries","2014","1-pers.-HH","(2a) intermediate vocational","405","0.547421297776359","0.511534577200937","0.58330801835178"
"Some worries","2014","1-pers.-HH","(2c_gen) general maturity certificate","103","0.522076212385794","0.451786218998486","0.592366205773102"
"Some worries","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","167","0.575903866759948","0.518727797355787","0.633079936164108"
"Some worries","2014","1-pers.-HH","(3a) lower tertiary education","200","0.635967931367864","0.582748442736279","0.689187419999449"
"Some worries","2014","1-pers.-HH","(3b) higher tertiary education","329","0.590107107398957","0.549042005176954","0.63117220962096"
"Some worries","2014","(Married) couple without C. ","(0) in school","3","","",""
"Some worries","2014","(Married) couple without C. ","(1a) inadequately completed","44","0.412814247545018","0.315337698230013","0.510290796860023"
"Some worries","2014","(Married) couple without C. ","(1b) general elementary school","309","0.579385955980338","0.538315694665741","0.620456217294934"
"Some worries","2014","(Married) couple without C. ","(1c) basic vocational qualification","1289","0.565538229468366","0.545556589814323","0.585519869122409"
"Some worries","2014","(Married) couple without C. ","(2b) intermediate general qualification","55","0.45366073609023","0.36145968270543","0.54586178947503"
"Some worries","2014","(Married) couple without C. ","(2a) intermediate vocational","1066","0.587556695980434","0.564713456928601","0.610399935032268"
"Some worries","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","110","0.435842683228683","0.371478292906985","0.500207073550381"
"Some worries","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","322","0.562915286542723","0.52289074045383","0.602939832631616"
"Some worries","2014","(Married) couple without C. ","(3a) lower tertiary education","444","0.530501896193119","0.495043739554355","0.565960052831883"
"Some worries","2014","(Married) couple without C. ","(3b) higher tertiary education","801","0.616914412869819","0.591115508030117","0.642713317709522"
"Some worries","2014","Single parent ","(0) in school","58","0.401061090014772","0.312253171942571","0.489869008086972"
"Some worries","2014","Single parent ","(1a) inadequately completed","31","0.331028069988706","0.217497587951245","0.444558552026166"
"Some worries","2014","Single parent ","(1b) general elementary school","107","0.443269694860782","0.380157095986405","0.506382293735159"
"Some worries","2014","Single parent ","(1c) basic vocational qualification","179","0.433956036002298","0.384124503758551","0.483787568246045"
"Some worries","2014","Single parent ","(2b) intermediate general qualification","68","0.582592557306261","0.502875366858345","0.662309747754177"
"Some worries","2014","Single parent ","(2a) intermediate vocational","331","0.586513235975468","0.547076188382742","0.625950283568194"
"Some worries","2014","Single parent ","(2c_gen) general maturity certificate","66","0.487027500289268","0.405671821327639","0.568383179250898"
"Some worries","2014","Single parent ","(2c_voc) vocational maturity certificate","134","0.579038689750685","0.513500456908802","0.644576922592568"
"Some worries","2014","Single parent ","(3a) lower tertiary education","84","0.730190087213164","0.653890299072415","0.806489875353914"
"Some worries","2014","Single parent ","(3b) higher tertiary education","147","0.572377108068469","0.509523355198738","0.6352308609382"
"Some worries","2014","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2014","Couple + C. LE 16 ","(1a) inadequately completed","60","0.495309662142692","0.418079659770703","0.57253966451468"
"Some worries","2014","Couple + C. LE 16 ","(1b) general elementary school","232","0.46439589270142","0.42177511663844","0.5070166687644"
"Some worries","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","568","0.51224153394938","0.482022085344241","0.542460982554518"
"Some worries","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","70","0.559469872510246","0.472785865573509","0.646153879446983"
"Some worries","2014","Couple + C. LE 16 ","(2a) intermediate vocational","1027","0.582454391958403","0.559414805517618","0.605493978399188"
"Some worries","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","145","0.468163437576114","0.410232107071296","0.526094768080933"
"Some worries","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","507","0.579664406791779","0.547593311269424","0.611735502314133"
"Some worries","2014","Couple + C. LE 16 ","(3a) lower tertiary education","324","0.638671006624484","0.597181861852956","0.680160151396012"
"Some worries","2014","Couple + C. LE 16 ","(3b) higher tertiary education","855","0.609527965599921","0.583769780016089","0.635286151183753"
"Some worries","2014","Couple + C. GT 16 ","(0) in school","64","0.371089850429818","0.290488487099329","0.451691213760308"
"Some worries","2014","Couple + C. GT 16 ","(1a) inadequately completed","19","","",""
"Some worries","2014","Couple + C. GT 16 ","(1b) general elementary school","118","0.534505265989126","0.470865954875129","0.598144577103123"
"Some worries","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","316","0.536335548126941","0.496165030363896","0.576506065889985"
"Some worries","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","70","0.463363601165523","0.384349719687019","0.542377482644028"
"Some worries","2014","Couple + C. GT 16 ","(2a) intermediate vocational","382","0.566213241212789","0.528602375468369","0.60382410695721"
"Some worries","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","147","0.539029718559476","0.481559613852318","0.596499823266635"
"Some worries","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","130","0.583793641703449","0.521816864405508","0.645770419001389"
"Some worries","2014","Couple + C. GT 16 ","(3a) lower tertiary education","113","0.515957566230028","0.443749138253269","0.588165994206787"
"Some worries","2014","Couple + C. GT 16 ","(3b) higher tertiary education","202","0.595853506837088","0.544589102382586","0.647117911291589"
"Some worries","2014","Couple + C. LE and GT 16","(0) in school","83","0.489577950607034","0.412120403794212","0.567035497419856"
"Some worries","2014","Couple + C. LE and GT 16","(1a) inadequately completed","28","","",""
"Some worries","2014","Couple + C. LE and GT 16","(1b) general elementary school","101","0.42532783799358","0.360871466220061","0.4897842097671"
"Some worries","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","183","0.552006488332079","0.499608092066523","0.604404884597634"
"Some worries","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","63","0.49244955653016","0.408115752987667","0.576783360072654"
"Some worries","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","247","0.612128140703375","0.563953650836151","0.660302630570599"
"Some worries","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","109","0.50960868462638","0.442786809796404","0.576430559456356"
"Some worries","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","118","0.599317173487364","0.532071904834479","0.66656244214025"
"Some worries","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","70","0.641550867398757","0.554284195898893","0.72881753889862"
"Some worries","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","142","0.582957119187681","0.517802469851609","0.648111768523754"
"No worries","2014","1-pers.-HH","(0) in school","","","",""
"No worries","2014","1-pers.-HH","(1a) inadequately completed","23","","",""
"No worries","2014","1-pers.-HH","(1b) general elementary school","140","0.349942416622128","0.302545782840012","0.397339050404244"
"No worries","2014","1-pers.-HH","(1c) basic vocational qualification","238","0.245150004102455","0.217737494061958","0.272562514142952"
"No worries","2014","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"No worries","2014","1-pers.-HH","(2a) intermediate vocational","154","0.21929107343178","0.189459172983021","0.249122973880538"
"No worries","2014","1-pers.-HH","(2c_gen) general maturity certificate","46","0.248943620733679","0.188097345642976","0.309789895824382"
"No worries","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","59","0.216069750208954","0.168454854316488","0.263684646101421"
"No worries","2014","1-pers.-HH","(3a) lower tertiary education","53","0.170468846305428","0.128875666029573","0.212062026581284"
"No worries","2014","1-pers.-HH","(3b) higher tertiary education","100","0.19737866791675","0.164145040433489","0.230612295400011"
"No worries","2014","(Married) couple without C. ","(0) in school","","","",""
"No worries","2014","(Married) couple without C. ","(1a) inadequately completed","31","0.353092022828352","0.258468250167766","0.447715795488938"
"No worries","2014","(Married) couple without C. ","(1b) general elementary school","152","0.225614693887493","0.190839957871638","0.260389429903348"
"No worries","2014","(Married) couple without C. ","(1c) basic vocational qualification","543","0.233908887454045","0.216844609026656","0.250973165881435"
"No worries","2014","(Married) couple without C. ","(2b) intermediate general qualification","28","","",""
"No worries","2014","(Married) couple without C. ","(2a) intermediate vocational","332","0.206555553783929","0.187769854473552","0.225341253094306"
"No worries","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","62","0.353851659580884","0.291785138599811","0.415918180561956"
"No worries","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","123","0.173507996328414","0.142951668516101","0.204064324140727"
"No worries","2014","(Married) couple without C. ","(3a) lower tertiary education","147","0.228305301380473","0.198483318325973","0.258127284434972"
"No worries","2014","(Married) couple without C. ","(3b) higher tertiary education","248","0.191583757688636","0.170698599707724","0.212468915669548"
"No worries","2014","Single parent ","(0) in school","32","0.312485763753803","0.228498946017944","0.396472581489662"
"No worries","2014","Single parent ","(1a) inadequately completed","15","","",""
"No worries","2014","Single parent ","(1b) general elementary school","67","0.322177436201249","0.262807691144451","0.381547181258047"
"No worries","2014","Single parent ","(1c) basic vocational qualification","102","0.331822975910762","0.28448002888131","0.379165922940215"
"No worries","2014","Single parent ","(2b) intermediate general qualification","45","0.24112640990447","0.171975717479894","0.310277102329045"
"No worries","2014","Single parent ","(2a) intermediate vocational","107","0.190074140012269","0.158653224873463","0.221495055151074"
"No worries","2014","Single parent ","(2c_gen) general maturity certificate","38","0.271881844559616","0.1994624109558","0.344301278163431"
"No worries","2014","Single parent ","(2c_voc) vocational maturity certificate","41","0.250606111746579","0.193079241507356","0.308132981985803"
"No worries","2014","Single parent ","(3a) lower tertiary education","23","","",""
"No worries","2014","Single parent ","(3b) higher tertiary education","33","0.138200583597632","0.0943558284775508","0.182045338717714"
"No worries","2014","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2014","Couple + C. LE 16 ","(1a) inadequately completed","51","0.219499034605281","0.155564106296629","0.283433962913933"
"No worries","2014","Couple + C. LE 16 ","(1b) general elementary school","143","0.266861792235725","0.229061831832209","0.304661752639241"
"No worries","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","259","0.274296792630781","0.247323335105823","0.30127025015574"
"No worries","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","31","0.27728105204471","0.19911689735478","0.35544520673464"
"No worries","2014","Couple + C. LE 16 ","(2a) intermediate vocational","404","0.235372096215792","0.215552522191429","0.255191670240155"
"No worries","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","66","0.288988062459496","0.236361614416733","0.341614510502259"
"No worries","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","219","0.252747775640458","0.224511678053593","0.280983873227322"
"No worries","2014","Couple + C. LE 16 ","(3a) lower tertiary education","113","0.214916977279763","0.179440733435218","0.250393221124309"
"No worries","2014","Couple + C. LE 16 ","(3b) higher tertiary education","304","0.204044691436611","0.182766707621891","0.225322675251332"
"No worries","2014","Couple + C. GT 16 ","(0) in school","45","0.456525207435702","0.373419541904869","0.539630872966536"
"No worries","2014","Couple + C. GT 16 ","(1a) inadequately completed","12","","",""
"No worries","2014","Couple + C. GT 16 ","(1b) general elementary school","70","0.255367312827804","0.199732607635352","0.311002018020255"
"No worries","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","136","0.233032415643156","0.198977178350427","0.267087652935884"
"No worries","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","45","0.272764416661518","0.202192194450852","0.343336638872184"
"No worries","2014","Couple + C. GT 16 ","(2a) intermediate vocational","136","0.216668942430986","0.185404104716978","0.247933780144993"
"No worries","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","70","0.246107007594647","0.196445944436445","0.295768070752849"
"No worries","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","56","0.182260600126238","0.13372070722285","0.230800493029625"
"No worries","2014","Couple + C. GT 16 ","(3a) lower tertiary education","43","0.365681369245619","0.296091770809666","0.435270967681572"
"No worries","2014","Couple + C. GT 16 ","(3b) higher tertiary education","78","0.234903803426572","0.190616442135022","0.279191164718122"
"No worries","2014","Couple + C. LE and GT 16","(0) in school","43","0.285045962426006","0.215096463452576","0.354995461399436"
"No worries","2014","Couple + C. LE and GT 16","(1a) inadequately completed","24","","",""
"No worries","2014","Couple + C. LE and GT 16","(1b) general elementary school","65","0.310032907521586","0.249733651062017","0.370332163981155"
"No worries","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","69","0.164793014478755","0.12570203974378","0.20388398921373"
"No worries","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","39","0.285887231407528","0.209668452720018","0.362106010095038"
"No worries","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","64","0.184314319447668","0.145979557254147","0.22264908164119"
"No worries","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","54","0.222831740554393","0.167206114112567","0.278457366996218"
"No worries","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","42","0.198579329183897","0.143836114499576","0.253322543868219"
"No worries","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","23","","",""
"No worries","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","49","0.271081815060674","0.212342843875696","0.329820786245653"
"Big worries","2015","1-pers.-HH","(0) in school","4","","",""
"Big worries","2015","1-pers.-HH","(1a) inadequately completed","17","","",""
"Big worries","2015","1-pers.-HH","(1b) general elementary school","91","0.255287911638037","0.211677337334552","0.298898485941522"
"Big worries","2015","1-pers.-HH","(1c) basic vocational qualification","317","0.346129652216596","0.315521343891812","0.376737960541381"
"Big worries","2015","1-pers.-HH","(2b) intermediate general qualification","24","","",""
"Big worries","2015","1-pers.-HH","(2a) intermediate vocational","260","0.333897135533437","0.299568536104564","0.36822573496231"
"Big worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","68","0.374820518465949","0.307563813073751","0.442077223858146"
"Big worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","95","0.32039554862278","0.267767657957904","0.373023439287655"
"Big worries","2015","1-pers.-HH","(3a) lower tertiary education","112","0.390048363143483","0.334761821113409","0.445334905173557"
"Big worries","2015","1-pers.-HH","(3b) higher tertiary education","212","0.362664771123418","0.324851962320095","0.400477579926741"
"Big worries","2015","(Married) couple without C. ","(0) in school","1","","",""
"Big worries","2015","(Married) couple without C. ","(1a) inadequately completed","24","","",""
"Big worries","2015","(Married) couple without C. ","(1b) general elementary school","160","0.3640607459294","0.323288377132456","0.404833114726344"
"Big worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","796","0.375110458070214","0.354961688294549","0.39525922784588"
"Big worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","44","0.390540152046618","0.303968925498928","0.477111378594308"
"Big worries","2015","(Married) couple without C. ","(2a) intermediate vocational","629","0.366229151670756","0.343624752892131","0.388833550449381"
"Big worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","67","0.272518608480568","0.215224083337278","0.329813133623858"
"Big worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","212","0.362309601654133","0.324565514322598","0.400053688985668"
"Big worries","2015","(Married) couple without C. ","(3a) lower tertiary education","246","0.357654326908535","0.322979348100127","0.392329305716942"
"Big worries","2015","(Married) couple without C. ","(3b) higher tertiary education","503","0.375983183598389","0.351446291785445","0.400520075411333"
"Big worries","2015","Single parent ","(0) in school","42","0.351713037628807","0.263671676773195","0.439754398484419"
"Big worries","2015","Single parent ","(1a) inadequately completed","25","","",""
"Big worries","2015","Single parent ","(1b) general elementary school","61","0.265878769417385","0.208782215769083","0.322975323065687"
"Big worries","2015","Single parent ","(1c) basic vocational qualification","126","0.323927415987703","0.27571994800536","0.372134883970045"
"Big worries","2015","Single parent ","(2b) intermediate general qualification","54","0.43616562572509","0.355725423151613","0.516605828298567"
"Big worries","2015","Single parent ","(2a) intermediate vocational","232","0.372820883236222","0.332591116951309","0.413050649521136"
"Big worries","2015","Single parent ","(2c_gen) general maturity certificate","74","0.341856975210025","0.273872515258015","0.409841435162035"
"Big worries","2015","Single parent ","(2c_voc) vocational maturity certificate","76","0.343900045956479","0.28084483763974","0.406955254273218"
"Big worries","2015","Single parent ","(3a) lower tertiary education","54","0.473098597654086","0.383393914222151","0.562803281086021"
"Big worries","2015","Single parent ","(3b) higher tertiary education","79","0.348880805667507","0.286879055364305","0.410882555970709"
"Big worries","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","50","0.335366080290433","0.267517238684687","0.403214921896179"
"Big worries","2015","Couple + C. LE 16 ","(1b) general elementary school","156","0.313053343082431","0.273233466511202","0.35287321965366"
"Big worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","294","0.27811758874257","0.250318518030228","0.305916659454912"
"Big worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","34","0.287315911976225","0.200762974454536","0.373868849497915"
"Big worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","483","0.291696828362496","0.269361700246676","0.314031956478317"
"Big worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","85","0.270090629345601","0.223373883694741","0.316807374996461"
"Big worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","263","0.27263687012076","0.243639946320193","0.301633793921326"
"Big worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","140","0.253081829932235","0.21466402607612","0.291499633788351"
"Big worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","404","0.294667818495149","0.27150401729097","0.317831619699327"
"Big worries","2015","Couple + C. GT 16 ","(0) in school","39","0.380512149536082","0.284874002225633","0.476150296846531"
"Big worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"Big worries","2015","Couple + C. GT 16 ","(1b) general elementary school","49","0.227447240905501","0.169206624444441","0.285687857366562"
"Big worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","175","0.33802024411489","0.299049958823646","0.376990529406135"
"Big worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","44","0.326212062070818","0.245309018576812","0.407115105564824"
"Big worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","223","0.308610166702251","0.273422886011412","0.343797447393089"
"Big worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","93","0.365164486026435","0.3087690512399","0.421559920812969"
"Big worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","95","0.391363373394497","0.332601682357177","0.450125064431817"
"Big worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","60","0.286422485850894","0.221626004833108","0.35121896686868"
"Big worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","122","0.277921722998257","0.230022128257125","0.325821317739389"
"Big worries","2015","Couple + C. LE and GT 16","(0) in school","51","0.268591170691757","0.195171904655825","0.342010436727689"
"Big worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","18","","",""
"Big worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","62","0.287721609865545","0.228437922699273","0.347005297031817"
"Big worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","102","0.372696044545367","0.319552448804002","0.425839640286733"
"Big worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","46","0.268439641649139","0.193961806582354","0.342917476715925"
"Big worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","144","0.334093878546916","0.28722181722947","0.380965939864362"
"Big worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","73","0.349893313336042","0.288654006193508","0.411132620478577"
"Big worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","80","0.31253451634908","0.251968184067596","0.373100848630563"
"Big worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","30","0.319963690378425","0.229439550989827","0.410487829767023"
"Big worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","63","0.310316673091076","0.249461286932515","0.371172059249638"
"Some worries","2015","1-pers.-HH","(0) in school","2","","",""
"Some worries","2015","1-pers.-HH","(1a) inadequately completed","28","","",""
"Some worries","2015","1-pers.-HH","(1b) general elementary school","199","0.535189610985944","0.485304122499885","0.585075099472002"
"Some worries","2015","1-pers.-HH","(1c) basic vocational qualification","443","0.479237902086994","0.447096163393995","0.511379640779993"
"Some worries","2015","1-pers.-HH","(2b) intermediate general qualification","34","0.528299820968387","0.414561848147454","0.64203779378932"
"Some worries","2015","1-pers.-HH","(2a) intermediate vocational","368","0.536640834157921","0.500343074146516","0.572938594169327"
"Some worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","89","0.457987124752436","0.388763714801588","0.527210534703285"
"Some worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","143","0.496902357407884","0.440511812756403","0.553292902059366"
"Some worries","2015","1-pers.-HH","(3a) lower tertiary education","150","0.473369057173368","0.416775679302172","0.529962435044563"
"Some worries","2015","1-pers.-HH","(3b) higher tertiary education","295","0.481600597476676","0.442301910013979","0.520899284939372"
"Some worries","2015","(Married) couple without C. ","(0) in school","1","","",""
"Some worries","2015","(Married) couple without C. ","(1a) inadequately completed","44","0.525493574306944","0.422897168006614","0.628089980607274"
"Some worries","2015","(Married) couple without C. ","(1b) general elementary school","255","0.463301540258822","0.421047499540924","0.50555558097672"
"Some worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","1073","0.478728963107641","0.457939466706935","0.499518459508347"
"Some worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","57","0.479163244152178","0.390516919000066","0.567809569304289"
"Some worries","2015","(Married) couple without C. ","(2a) intermediate vocational","906","0.504022261668013","0.480563432820802","0.527481090515224"
"Some worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","113","0.50373845589743","0.439401284496335","0.568075627298526"
"Some worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","297","0.500375878422572","0.461113740050778","0.539638016794365"
"Some worries","2015","(Married) couple without C. ","(3a) lower tertiary education","410","0.512871798361507","0.476711991086867","0.549031605636147"
"Some worries","2015","(Married) couple without C. ","(3b) higher tertiary education","777","0.510997528859745","0.485675289030378","0.536319768689111"
"Some worries","2015","Single parent ","(0) in school","51","0.441385672936427","0.349832369243203","0.532938976629651"
"Some worries","2015","Single parent ","(1a) inadequately completed","23","","",""
"Some worries","2015","Single parent ","(1b) general elementary school","108","0.434505686305142","0.370444345189619","0.498567027420665"
"Some worries","2015","Single parent ","(1c) basic vocational qualification","166","0.454711378637479","0.403416390416056","0.506006366858902"
"Some worries","2015","Single parent ","(2b) intermediate general qualification","67","0.423688989026434","0.343535263965783","0.503842714087086"
"Some worries","2015","Single parent ","(2a) intermediate vocational","261","0.504000260373407","0.46240367280914","0.545596847937674"
"Some worries","2015","Single parent ","(2c_gen) general maturity certificate","85","0.530618469376557","0.45908958237391","0.602147356379204"
"Some worries","2015","Single parent ","(2c_voc) vocational maturity certificate","111","0.486778822210712","0.420429274535196","0.553128369886228"
"Some worries","2015","Single parent ","(3a) lower tertiary education","52","0.434851490228479","0.345782529470521","0.523920450986436"
"Some worries","2015","Single parent ","(3b) higher tertiary education","124","0.556849593480984","0.492227698092598","0.62147148886937"
"Some worries","2015","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","78","0.42942981900993","0.358293358358802","0.500566279661057"
"Some worries","2015","Couple + C. LE 16 ","(1b) general elementary school","202","0.380794431572963","0.339098666173752","0.422490196972175"
"Some worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","504","0.529007664228423","0.498039124848645","0.559976203608202"
"Some worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","56","0.52225263321327","0.426710944840126","0.617794321586414"
"Some worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","889","0.57014382210461","0.545818040743768","0.594469603465452"
"Some worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","153","0.461082066389673","0.40863348005645","0.513530652722895"
"Some worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","484","0.57384922100062","0.541648578763229","0.606049863238012"
"Some worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","290","0.645521174218561","0.603252761913985","0.687789586523137"
"Some worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","825","0.564322768954163","0.539129017302316","0.58951652060601"
"Some worries","2015","Couple + C. GT 16 ","(0) in school","44","0.43403626725522","0.336405252165991","0.531667282344448"
"Some worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","18","","",""
"Some worries","2015","Couple + C. GT 16 ","(1b) general elementary school","100","0.542777321748181","0.473562949982096","0.611991693514266"
"Some worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","275","0.489912826224213","0.44872949413383","0.531096158314596"
