"plj0047","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1992","(Married) couple without C. ","Female","45","0.362973127278726","0.28215761130298","0.443788643254472","1"
"Big worries","1992","(Married) couple without C. ","Male","50","0.392502653044898","0.315876101199826","0.469129204889971","1"
"Big worries","1992","1-pers.-HH","Female","20","","","","1"
"Big worries","1992","1-pers.-HH","Male","16","","","","1"
"Big worries","1992","Couple + C. GT 16 ","Female","78","0.358207210538867","0.296773783783891","0.419640637293844","1"
"Big worries","1992","Couple + C. GT 16 ","Male","118","0.410448235121773","0.354690815748424","0.466205654495122","1"
"Big worries","1992","Couple + C. LE 16 ","Female","115","0.525928284689176","0.464761817900556","0.587094751477797","1"
"Big worries","1992","Couple + C. LE 16 ","Male","120","0.462419326551353","0.405134261780558","0.519704391322148","1"
"Big worries","1992","Couple + C. LE and GT 16","Female","76","0.431272442718681","0.362289218938734","0.500255666498628","1"
"Big worries","1992","Couple + C. LE and GT 16","Male","89","0.424788335906558","0.360484734621816","0.4890919371913","1"
"Big worries","1992","Single parent ","Female","29","","","","1"
"Big worries","1992","Single parent ","Male","14","","","","1"
"No worries","1992","Couple + C. GT 16 ","Female","52","0.20143950450813","0.15005095072935","0.25282805828691","3"
"No worries","1992","Single parent ","Female","13","","","","3"
"No worries","1992","Couple + C. LE 16 ","Male","47","0.147169548691597","0.106465095493142","0.187874001890051","3"
"No worries","1992","(Married) couple without C. ","Female","31","0.206692212369387","0.138636975083026","0.274747449655747","3"
"No worries","1992","(Married) couple without C. ","Male","33","0.193814120645388","0.131784933088146","0.255843308202631","3"
"No worries","1992","1-pers.-HH","Female","7","","","","3"
"No worries","1992","1-pers.-HH","Male","26","","","","3"
"No worries","1992","Couple + C. GT 16 ","Male","56","0.164786363335267","0.122735790165299","0.206836936505236","3"
"No worries","1992","Couple + C. LE 16 ","Female","41","0.150559745917062","0.106752196059704","0.19436729577442","3"
"No worries","1992","Couple + C. LE and GT 16","Female","27","","","","3"
"No worries","1992","Couple + C. LE and GT 16","Male","39","0.204910643636713","0.152402653980588","0.257418633292839","3"
"No worries","1992","Single parent ","Male","7","","","","3"
"Some worries","1992","Couple + C. GT 16 ","Female","104","0.440353284953003","0.376747332242899","0.503959237663107","2"
"Some worries","1992","Single parent ","Female","20","","","","2"
"Some worries","1992","Couple + C. LE 16 ","Male","124","0.390411124757051","0.334360403547893","0.446461845966209","2"
"Some worries","1992","Couple + C. GT 16 ","Male","125","0.424765401542959","0.368736828211439","0.48079397487448","2"
"Some worries","1992","Couple + C. LE and GT 16","Female","95","0.429587121723285","0.360636881488912","0.498537361957658","2"
