"plj0047","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No worries","1997","college entrance qualification","(Married) couple without C. ","84","0.189268696766917","0.155204817743402","0.223332575790432"
"No worries","1997","college entrance qualification","Single parent ","19","","",""
"No worries","1997","college entrance qualification","Couple + C. LE 16 ","102","0.192871260486763","0.157537854831947","0.228204666141578"
"No worries","1997","college entrance qualification","Couple + C. GT 16 ","60","0.161059861317334","0.122383776784975","0.199735945849693"
"No worries","1997","college entrance qualification","Couple + C. LE and GT 16","32","0.244816054317699","0.178191483995506","0.311440624639893"
"No worries","1997","Other degree","1-pers.-HH","8","","",""
"No worries","1997","Other degree","(Married) couple without C. ","37","0.209033751975773","0.156020913879857","0.262046590071689"
"No worries","1997","Other degree","Single parent ","5","","",""
"No worries","1997","Other degree","Couple + C. LE 16 ","34","0.115036953753038","0.0761790414836563","0.15389486602242"
"No worries","1997","Other degree","Couple + C. GT 16 ","32","0.208036710496458","0.153905999700507","0.262167421292409"
"No worries","1997","Other degree","Couple + C. LE and GT 16","19","","",""
"No worries","1997","no degree/no degree yet","1-pers.-HH","7","","",""
"No worries","1997","no degree/no degree yet","(Married) couple without C. ","16","","",""
"No worries","1997","no degree/no degree yet","Single parent ","11","","",""
"No worries","1997","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"No worries","1997","no degree/no degree yet","Couple + C. GT 16 ","52","0.210487811299263","0.162394304464381","0.258581318134144"
"No worries","1997","no degree/no degree yet","Couple + C. LE and GT 16","37","0.17102576871831","0.119356264045304","0.222695273391316"
"Big worries","1998","lower secondary degree","1-pers.-HH","238","0.314800005634395","0.282475079700651","0.347124931568138"
"Big worries","1998","lower secondary degree","(Married) couple without C. ","765","0.370743835166722","0.349956710358958","0.391530959974486"
"Big worries","1998","lower secondary degree","Single parent ","93","0.364598910589912","0.307080932385506","0.422116888794318"
"Big worries","1998","lower secondary degree","Couple + C. LE 16 ","313","0.350284588003565","0.319803856986188","0.380765319020943"
"Big worries","1998","lower secondary degree","Couple + C. GT 16 ","287","0.345276395911458","0.313773062568951","0.376779729253966"
"Big worries","1998","lower secondary degree","Couple + C. LE and GT 16","100","0.320910452066668","0.269027658662433","0.372793245470903"
"Big worries","1998","secondary school degree","1-pers.-HH","95","0.23108646755741","0.19057971427288","0.27159322084194"
"Big worries","1998","secondary school degree","(Married) couple without C. ","259","0.304016316495014","0.273362255814456","0.334670377175573"
"Big worries","1998","secondary school degree","Single parent ","59","0.278206415908405","0.216713783257646","0.339699048559165"
"Big worries","1998","secondary school degree","Couple + C. LE 16 ","310","0.281866454672581","0.255761101549143","0.307971807796019"
"Big worries","1998","secondary school degree","Couple + C. GT 16 ","179","0.264430191584111","0.230808866278122","0.2980515168901"
"Big worries","1998","secondary school degree","Couple + C. LE and GT 16","91","0.213236954176639","0.171891227657728","0.25458268069555"
"Big worries","1998","college entrance qualification","1-pers.-HH","73","0.232916984988199","0.184600404655642","0.281233565320756"
"Big worries","1998","college entrance qualification","(Married) couple without C. ","134","0.21566751003791","0.182785881419771","0.248549138656049"
"Big worries","1998","college entrance qualification","Single parent ","25","","",""
"Big worries","1998","college entrance qualification","Couple + C. LE 16 ","107","0.210290007277888","0.175886965472644","0.244693049083132"
"Big worries","1998","college entrance qualification","Couple + C. GT 16 ","87","0.231295547016804","0.189066426344143","0.273524667689465"
"Big worries","1998","college entrance qualification","Couple + C. LE and GT 16","34","0.253203480761574","0.185824555716636","0.320582405806512"
"Big worries","1998","Other degree","1-pers.-HH","25","","",""
"Big worries","1998","Other degree","(Married) couple without C. ","83","0.371097326196104","0.308252316784943","0.433942335607266"
"Big worries","1998","Other degree","Single parent ","15","","",""
"Big worries","1998","Other degree","Couple + C. LE 16 ","99","0.400372513973483","0.339997016256469","0.460748011690497"
"Big worries","1998","Other degree","Couple + C. GT 16 ","71","0.361949592408452","0.299843284202851","0.424055900614054"
"Big worries","1998","Other degree","Couple + C. LE and GT 16","46","0.379994041599337","0.291664612917264","0.46832347028141"
"Big worries","1998","no degree/no degree yet","1-pers.-HH","8","","",""
"Big worries","1998","no degree/no degree yet","(Married) couple without C. ","36","0.360606152870985","0.268761424478512","0.452450881263457"
"Big worries","1998","no degree/no degree yet","Single parent ","18","","",""
"Big worries","1998","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"Big worries","1998","no degree/no degree yet","Couple + C. GT 16 ","86","0.313366781972529","0.256433412846908","0.37030015109815"
"Big worries","1998","no degree/no degree yet","Couple + C. LE and GT 16","67","0.336198808137676","0.273199132401678","0.399198483873674"
"Some worries","1998","lower secondary degree","1-pers.-HH","379","0.470020432477584","0.435282862916018","0.504758002039151"
"Some worries","1998","lower secondary degree","(Married) couple without C. ","969","0.473274394661384","0.451786570828503","0.494762218494265"
"Some worries","1998","lower secondary degree","Single parent ","129","0.494728531650494","0.434981295872355","0.554475767428634"
"Some worries","1998","lower secondary degree","Couple + C. LE 16 ","475","0.476785691042199","0.444873641889966","0.508697740194431"
"Some worries","1998","lower secondary degree","Couple + C. GT 16 ","409","0.455994674033009","0.422993793692315","0.488995554373703"
"Some worries","1998","lower secondary degree","Couple + C. LE and GT 16","166","0.547900237860334","0.49258614680617","0.603214328914498"
"Some worries","1998","secondary school degree","1-pers.-HH","234","0.537629156077287","0.489717845320582","0.585540466833991"
"Some worries","1998","secondary school degree","(Married) couple without C. ","439","0.513408275079834","0.480099870671883","0.546716679487784"
"Some worries","1998","secondary school degree","Single parent ","101","0.513993861374851","0.445408275819583","0.582579446930119"
"Some worries","1998","secondary school degree","Couple + C. LE 16 ","620","0.550295360379225","0.521430671648834","0.579160049109615"
"Some worries","1998","secondary school degree","Couple + C. GT 16 ","337","0.533273247261976","0.495240858174868","0.571305636349083"
"Some worries","1998","secondary school degree","Couple + C. LE and GT 16","206","0.581160702035011","0.531358419558149","0.630962984511873"
"Some worries","1998","college entrance qualification","1-pers.-HH","178","0.628975498162391","0.573755983523194","0.684195012801589"
"Some worries","1998","college entrance qualification","(Married) couple without C. ","364","0.591734803267779","0.552439052435097","0.631030554100461"
"Some worries","1998","college entrance qualification","Single parent ","53","0.532099007308569","0.43280216646195","0.631395848155188"
"Some worries","1998","college entrance qualification","Couple + C. LE 16 ","306","0.573584406205059","0.53183321071317","0.615335601696949"
"Some worries","1998","college entrance qualification","Couple + C. GT 16 ","221","0.588468952551682","0.539184290365449","0.637753614737916"
"Some worries","1998","college entrance qualification","Couple + C. LE and GT 16","90","0.565129355821586","0.488315055459479","0.641943656183693"
"Some worries","1998","Other degree","1-pers.-HH","33","0.526116542411842","0.405653763877508","0.646579320946175"
"Some worries","1998","Other degree","(Married) couple without C. ","104","0.389149198303538","0.325724150012232","0.452574246594843"
"Some worries","1998","Other degree","Single parent ","11","","",""
"Some worries","1998","Other degree","Couple + C. LE 16 ","111","0.430263551389437","0.36925480358215","0.491272299196723"
"Some worries","1998","Other degree","Couple + C. GT 16 ","112","0.404335850532872","0.340911499930966","0.467760201134777"
"Some worries","1998","Other degree","Couple + C. LE and GT 16","55","0.487192994565035","0.396233803665853","0.578152185464217"
"Some worries","1998","no degree/no degree yet","1-pers.-HH","16","","",""
"Some worries","1998","no degree/no degree yet","(Married) couple without C. ","50","0.451797475592138","0.356606482644463","0.546988468539813"
"Some worries","1998","no degree/no degree yet","Single parent ","23","","",""
"Some worries","1998","no degree/no degree yet","Couple + C. LE 16 ","37","0.432035797050734","0.315992671051451","0.548078923050017"
"Some worries","1998","no degree/no degree yet","Couple + C. GT 16 ","128","0.50734954506946","0.445987322365985","0.568711767772935"
"Some worries","1998","no degree/no degree yet","Couple + C. LE and GT 16","102","0.403100176025169","0.337685011992097","0.468515340058241"
"No worries","1998","lower secondary degree","1-pers.-HH","176","0.215179561888021","0.186577512054167","0.243781611721875"
"No worries","1998","lower secondary degree","(Married) couple without C. ","340","0.155981770171894","0.140366246579267","0.17159729376452"
"No worries","1998","lower secondary degree","Single parent ","47","0.140672557759594","0.0991239970857307","0.182221118433457"
"No worries","1998","lower secondary degree","Couple + C. LE 16 ","153","0.172929720954236","0.148766250643087","0.197093191265385"
"No worries","1998","lower secondary degree","Couple + C. GT 16 ","179","0.198728930055533","0.172288753975116","0.22516910613595"
"No worries","1998","lower secondary degree","Couple + C. LE and GT 16","45","0.131189310072998","0.0936678526992579","0.168710767446738"
"No worries","1998","secondary school degree","1-pers.-HH","87","0.231284376365303","0.190765496779464","0.271803255951142"
"No worries","1998","secondary school degree","(Married) couple without C. ","167","0.182575408425152","0.156830874893615","0.208319941956689"
"No worries","1998","secondary school degree","Single parent ","44","0.207799722716744","0.152123087099296","0.263476358334191"
"No worries","1998","secondary school degree","Couple + C. LE 16 ","211","0.167838184948194","0.146153428547364","0.189522941349025"
"No worries","1998","secondary school degree","Couple + C. GT 16 ","145","0.202296561153914","0.171672531013317","0.232920591294511"
"No worries","1998","secondary school degree","Couple + C. LE and GT 16","80","0.20560234378835","0.16480701632411","0.24639767125259"
"No worries","1998","college entrance qualification","1-pers.-HH","43","0.13810751684941","0.0986699937683737","0.177545039930447"
"No worries","1998","college entrance qualification","(Married) couple without C. ","103","0.192597686694311","0.161070778438649","0.224124594949974"
"No worries","1998","college entrance qualification","Single parent ","19","","",""
"No worries","1998","college entrance qualification","Couple + C. LE 16 ","126","0.216125586517053","0.181377567920011","0.250873605114095"
"No worries","1998","college entrance qualification","Couple + C. GT 16 ","75","0.180235500431514","0.141739693646886","0.218731307216141"
"No worries","1998","college entrance qualification","Couple + C. LE and GT 16","36","0.18166716341684","0.121923574733296","0.241410752100384"
"No worries","1998","Other degree","1-pers.-HH","8","","",""
"No worries","1998","Other degree","(Married) couple without C. ","40","0.239753475500358","0.184214886768448","0.295292064232268"
"No worries","1998","Other degree","Single parent ","6","","",""
"No worries","1998","Other degree","Couple + C. LE 16 ","43","0.16936393463708","0.123146728382672","0.215581140891489"
"No worries","1998","Other degree","Couple + C. GT 16 ","47","0.233714557058676","0.17902274125502","0.288406372862332"
"No worries","1998","Other degree","Couple + C. LE and GT 16","15","","",""
"No worries","1998","no degree/no degree yet","1-pers.-HH","8","","",""
"No worries","1998","no degree/no degree yet","(Married) couple without C. ","19","","",""
"No worries","1998","no degree/no degree yet","Single parent ","12","","",""
"No worries","1998","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"No worries","1998","no degree/no degree yet","Couple + C. GT 16 ","41","0.179283672958011","0.132202756518734","0.226364589397288"
"No worries","1998","no degree/no degree yet","Couple + C. LE and GT 16","47","0.260701015837155","0.202154287404912","0.319247744269398"
"Big worries","1999","lower secondary degree","1-pers.-HH","227","0.256881669263406","0.226940622215437","0.286822716311374"
"Big worries","1999","lower secondary degree","(Married) couple without C. ","619","0.289825605382296","0.270398550902651","0.309252659861941"
"Big worries","1999","lower secondary degree","Single parent ","63","0.267496880712503","0.215179517877788","0.319814243547218"
"Big worries","1999","lower secondary degree","Couple + C. LE 16 ","288","0.337786832583198","0.307357364068417","0.36821630109798"
"Big worries","1999","lower secondary degree","Couple + C. GT 16 ","225","0.273428240422953","0.243621639713906","0.303234841132001"
"Big worries","1999","lower secondary degree","Couple + C. LE and GT 16","104","0.354650264573357","0.30095995802475","0.408340571121964"
"Big worries","1999","secondary school degree","1-pers.-HH","127","0.325530457579327","0.280717827724526","0.370343087434129"
"Big worries","1999","secondary school degree","(Married) couple without C. ","293","0.313364638973659","0.283975950944477","0.34275332700284"
"Big worries","1999","secondary school degree","Single parent ","62","0.279912274898977","0.220721281330015","0.339103268467939"
"Big worries","1999","secondary school degree","Couple + C. LE 16 ","332","0.302239464740522","0.275452105188211","0.329026824292832"
"Big worries","1999","secondary school degree","Couple + C. GT 16 ","206","0.322797444981048","0.287473849947612","0.358121040014485"
"Big worries","1999","secondary school degree","Couple + C. LE and GT 16","102","0.270073145607558","0.225195037450751","0.314951253764366"
"Big worries","1999","college entrance qualification","1-pers.-HH","85","0.298693723093034","0.248150873321369","0.349236572864699"
"Big worries","1999","college entrance qualification","(Married) couple without C. ","207","0.291093698218875","0.256410734303985","0.325776662133765"
"Big worries","1999","college entrance qualification","Single parent ","35","0.325457278001934","0.230738543158981","0.420176012844887"
"Big worries","1999","college entrance qualification","Couple + C. LE 16 ","185","0.337254671119621","0.297886473403843","0.3766228688354"
"Big worries","1999","college entrance qualification","Couple + C. GT 16 ","115","0.280167312040756","0.235192100169552","0.32514252391196"
"Big worries","1999","college entrance qualification","Couple + C. LE and GT 16","49","0.37587386137379","0.298363509237086","0.453384213510494"
"Big worries","1999","Other degree","1-pers.-HH","21","","",""
"Big worries","1999","Other degree","(Married) couple without C. ","57","0.261318550803652","0.204164254864047","0.318472846743257"
"Big worries","1999","Other degree","Single parent ","8","","",""
"Big worries","1999","Other degree","Couple + C. LE 16 ","74","0.311109162639383","0.251409248537435","0.370809076741331"
"Big worries","1999","Other degree","Couple + C. GT 16 ","74","0.37169221402978","0.307394404652697","0.435990023406863"
"Big worries","1999","Other degree","Couple + C. LE and GT 16","37","0.467490661130933","0.372952688139614","0.562028634122252"
"Big worries","1999","no degree/no degree yet","1-pers.-HH","7","","",""
"Big worries","1999","no degree/no degree yet","(Married) couple without C. ","33","0.268962458811991","0.187919582921139","0.350005334702843"
"Big worries","1999","no degree/no degree yet","Single parent ","20","","",""
"Big worries","1999","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Big worries","1999","no degree/no degree yet","Couple + C. GT 16 ","104","0.316827115758696","0.261940047735906","0.371714183781486"
"Big worries","1999","no degree/no degree yet","Couple + C. LE and GT 16","59","0.332487023720829","0.263664745493924","0.401309301947735"
"Some worries","1999","lower secondary degree","1-pers.-HH","398","0.49925942457381","0.464995195321474","0.533523653826145"
"Some worries","1999","lower secondary degree","(Married) couple without C. ","1146","0.551881109804509","0.530586216535098","0.57317600307392"
"Some worries","1999","lower secondary degree","Single parent ","165","0.552593188486953","0.493825879607172","0.611360497366735"
"Some worries","1999","lower secondary degree","Couple + C. LE 16 ","519","0.542049929412228","0.509994410311208","0.574105448513248"
"Some worries","1999","lower secondary degree","Couple + C. GT 16 ","498","0.562708900012922","0.529536360474702","0.595881439551142"
"Some worries","1999","lower secondary degree","Couple + C. LE and GT 16","155","0.507923830428861","0.451817271648066","0.564030389209656"
"Some worries","1999","secondary school degree","1-pers.-HH","232","0.542395433917815","0.494749413459617","0.590041454376014"
"Some worries","1999","secondary school degree","(Married) couple without C. ","539","0.536898567008218","0.505306626203691","0.568490507812745"
"Some worries","1999","secondary school degree","Single parent ","132","0.586733022173776","0.5218116676902","0.651654376657352"
"Some worries","1999","secondary school degree","Couple + C. LE 16 ","657","0.572194378678171","0.543334389962639","0.601054367393704"
"Some worries","1999","secondary school degree","Couple + C. GT 16 ","380","0.532961062586749","0.495267703285349","0.57065442188815"
"Some worries","1999","secondary school degree","Couple + C. LE and GT 16","232","0.622294276517376","0.573290578509205","0.671297974525548"
"Some worries","1999","college entrance qualification","1-pers.-HH","194","0.587724793835536","0.533365547221685","0.642084040449388"
"Some worries","1999","college entrance qualification","(Married) couple without C. ","374","0.559866449268824","0.521966394046878","0.597766504490769"
"Some worries","1999","college entrance qualification","Single parent ","52","0.622803127097532","0.524821736633945","0.720784517561119"
"Some worries","1999","college entrance qualification","Couple + C. LE 16 ","315","0.560942909417741","0.519617892730267","0.602267926105214"
"Some worries","1999","college entrance qualification","Couple + C. GT 16 ","220","0.588632394779092","0.539350678063807","0.637914111494377"
"Some worries","1999","college entrance qualification","Couple + C. LE and GT 16","81","0.473379841693996","0.393478130350418","0.553281553037574"
"Some worries","1999","Other degree","1-pers.-HH","29","","",""
"Some worries","1999","Other degree","(Married) couple without C. ","117","0.505666081783765","0.440626568984082","0.570705594583448"
"Some worries","1999","Other degree","Single parent ","19","","",""
"Some worries","1999","Other degree","Couple + C. LE 16 ","119","0.538351702206536","0.474063576297331","0.602639828115742"
"Some worries","1999","Other degree","Couple + C. GT 16 ","109","0.441442209648952","0.375374506419184","0.50750991287872"
"Some worries","1999","Other degree","Couple + C. LE and GT 16","55","0.400268318841996","0.307433625663507","0.493103012020484"
"Some worries","1999","no degree/no degree yet","1-pers.-HH","14","","",""
"Some worries","1999","no degree/no degree yet","(Married) couple without C. ","57","0.548797014280726","0.457849460312602","0.63974456824885"
"Some worries","1999","no degree/no degree yet","Single parent ","25","","",""
"Some worries","1999","no degree/no degree yet","Couple + C. LE 16 ","38","0.446940755293611","0.329630939443745","0.564250571143478"
"Some worries","1999","no degree/no degree yet","Couple + C. GT 16 ","128","0.543665442491657","0.484902830291631","0.602428054691684"
"Some worries","1999","no degree/no degree yet","Couple + C. LE and GT 16","84","0.449399612587631","0.376731071439863","0.522068153735398"
"No worries","1999","lower secondary degree","1-pers.-HH","193","0.243858906162785","0.214432164913122","0.273285647412448"
"No worries","1999","lower secondary degree","(Married) couple without C. ","330","0.158293284813195","0.142662970224122","0.173923599402268"
"No worries","1999","lower secondary degree","Single parent ","47","0.179909930800544","0.134511578703358","0.225308282897729"
"No worries","1999","lower secondary degree","Couple + C. LE 16 ","121","0.120163238004574","0.0992432723957132","0.141083203613434"
"No worries","1999","lower secondary degree","Couple + C. GT 16 ","136","0.163862859564125","0.139109706278804","0.188616012849446"
"No worries","1999","lower secondary degree","Couple + C. LE and GT 16","46","0.137425904997782","0.0987864777935611","0.176065332202003"
"No worries","1999","secondary school degree","1-pers.-HH","61","0.132074108502857","0.0996943495135225","0.164453867492192"
"No worries","1999","secondary school degree","(Married) couple without C. ","125","0.149736794018123","0.127130306959992","0.172343281076255"
"No worries","1999","secondary school degree","Single parent ","27","","",""
"No worries","1999","secondary school degree","Couple + C. LE 16 ","140","0.125566156581307","0.106237534280968","0.144894778881646"
"No worries","1999","secondary school degree","Couple + C. GT 16 ","87","0.144241492432202","0.117697803740293","0.170785181124112"
"No worries","1999","secondary school degree","Couple + C. LE and GT 16","42","0.107632577875065","0.0763070864295298","0.138958069320601"
"No worries","1999","college entrance qualification","1-pers.-HH","36","0.11358148307143","0.0785413302547086","0.148621635888151"
"No worries","1999","college entrance qualification","(Married) couple without C. ","78","0.149039852512302","0.121849727739044","0.176229977285559"
"No worries","1999","college entrance qualification","Single parent ","7","","",""
"No worries","1999","college entrance qualification","Couple + C. LE 16 ","54","0.101802419462638","0.0766222760706084","0.126982562854668"
"No worries","1999","college entrance qualification","Couple + C. GT 16 ","48","0.131200293180152","0.0973878977261845","0.16501268863412"
"No worries","1999","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"No worries","1999","Other degree","1-pers.-HH","16","","",""
"No worries","1999","Other degree","(Married) couple without C. ","53","0.233015367412583","0.178020675230943","0.288010059594223"
"No worries","1999","Other degree","Single parent ","5","","",""
"No worries","1999","Other degree","Couple + C. LE 16 ","38","0.15053913515408","0.104424529712172","0.196653740595988"
"No worries","1999","Other degree","Couple + C. GT 16 ","34","0.186865576321267","0.135001810221892","0.238729342420643"
"No worries","1999","Other degree","Couple + C. LE and GT 16","15","","",""
"No worries","1999","no degree/no degree yet","1-pers.-HH","5","","",""
"No worries","1999","no degree/no degree yet","(Married) couple without C. ","25","","",""
"No worries","1999","no degree/no degree yet","Single parent ","12","","",""
"No worries","1999","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"No worries","1999","no degree/no degree yet","Couple + C. GT 16 ","44","0.139507441749647","0.0986316858681579","0.180383197631135"
"No worries","1999","no degree/no degree yet","Couple + C. LE and GT 16","37","0.21811336369154","0.1577845380602","0.27844218932288"
"Big worries","2000","lower secondary degree","1-pers.-HH","395","0.255061505212512","0.233104767138942","0.277018243286083"
"Big worries","2000","lower secondary degree","(Married) couple without C. ","1098","0.274257296510278","0.260339035960107","0.288175557060448"
"Big worries","2000","lower secondary degree","Single parent ","113","0.275064930900953","0.234168772076987","0.315961089724919"
"Big worries","2000","lower secondary degree","Couple + C. LE 16 ","497","0.345485840415958","0.322127003806553","0.368844677025363"
"Big worries","2000","lower secondary degree","Couple + C. GT 16 ","379","0.290113989681331","0.26600396399747","0.314224015365192"
"Big worries","2000","lower secondary degree","Couple + C. LE and GT 16","180","0.34804955763645","0.307609448241304","0.388489667031597"
"Big worries","2000","secondary school degree","1-pers.-HH","280","0.329982634286031","0.298297796968347","0.361667471603714"
"Big worries","2000","secondary school degree","(Married) couple without C. ","581","0.334689169971286","0.31252981360125","0.356848526341323"
"Big worries","2000","secondary school degree","Single parent ","115","0.318542801534607","0.271005109004792","0.366080494064421"
"Big worries","2000","secondary school degree","Couple + C. LE 16 ","660","0.35527659260805","0.33399062020662","0.376562565009479"
"Big worries","2000","secondary school degree","Couple + C. GT 16 ","361","0.311642494991223","0.28549139689682","0.337793593085626"
"Big worries","2000","secondary school degree","Couple + C. LE and GT 16","200","0.292799026953497","0.258317120328655","0.327280933578339"
"Big worries","2000","college entrance qualification","1-pers.-HH","291","0.386333605704122","0.352185234923949","0.420481976484295"
"Big worries","2000","college entrance qualification","(Married) couple without C. ","474","0.337648323407954","0.312431113397898","0.362865533418009"
"Big worries","2000","college entrance qualification","Single parent ","82","0.383029535042402","0.316806171201272","0.449252898883532"
"Big worries","2000","college entrance qualification","Couple + C. LE 16 ","408","0.365686908075528","0.338006991462387","0.393366824688669"
"Big worries","2000","college entrance qualification","Couple + C. GT 16 ","274","0.361345876560329","0.327370686658673","0.395321066461985"
"Big worries","2000","college entrance qualification","Couple + C. LE and GT 16","107","0.350217879077491","0.297028871544633","0.40340688661035"
"Big worries","2000","Other degree","1-pers.-HH","40","0.317940079216165","0.237580595098359","0.398299563333971"
"Big worries","2000","Other degree","(Married) couple without C. ","102","0.279822369518293","0.232657406553111","0.326987332483475"
"Big worries","2000","Other degree","Single parent ","17","","",""
"Big worries","2000","Other degree","Couple + C. LE 16 ","151","0.370408029803551","0.325079186907295","0.415736872699806"
"Big worries","2000","Other degree","Couple + C. GT 16 ","95","0.367939685566143","0.311454227730966","0.424425143401321"
"Big worries","2000","Other degree","Couple + C. LE and GT 16","68","0.435517598097858","0.361845756769075","0.509189439426641"
"Big worries","2000","no degree/no degree yet","1-pers.-HH","11","","",""
"Big worries","2000","no degree/no degree yet","(Married) couple without C. ","26","","",""
"Big worries","2000","no degree/no degree yet","Single parent ","23","","",""
"Big worries","2000","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"Big worries","2000","no degree/no degree yet","Couple + C. GT 16 ","107","0.368281051204292","0.313609155127908","0.422952947280677"
"Big worries","2000","no degree/no degree yet","Couple + C. LE and GT 16","76","0.317533643250445","0.257760564303187","0.377306722197703"
"Some worries","2000","lower secondary degree","1-pers.-HH","720","0.476194167244294","0.451036964240156","0.501351370248432"
"Some worries","2000","lower secondary degree","(Married) couple without C. ","2049","0.515728301093108","0.500137459654693","0.531319142531523"
"Some worries","2000","lower secondary degree","Single parent ","241","0.49779293478996","0.452001829627352","0.543584039952567"
"Some worries","2000","lower secondary degree","Couple + C. LE 16 ","816","0.479582472983649","0.455041929980004","0.504123015987295"
"Some worries","2000","lower secondary degree","Couple + C. GT 16 ","708","0.519676252695116","0.493133100723306","0.546219404666925"
"Some worries","2000","lower secondary degree","Couple + C. LE and GT 16","266","0.475264950785873","0.432869191554673","0.517660710017073"
"Some worries","2000","secondary school degree","1-pers.-HH","397","0.476467095623039","0.442811959009149","0.510122232236929"
"Some worries","2000","secondary school degree","(Married) couple without C. ","912","0.518157331994388","0.494693039318858","0.541621624669918"
"Some worries","2000","secondary school degree","Single parent ","190","0.521005629266868","0.470034844460897","0.571976414072839"
"Some worries","2000","secondary school degree","Couple + C. LE 16 ","1043","0.52552137578004","0.503312478418","0.547730273142079"
"Some worries","2000","secondary school degree","Couple + C. GT 16 ","644","0.515257365833154","0.487039622339555","0.543475109326753"
"Some worries","2000","secondary school degree","Couple + C. LE and GT 16","365","0.554008793303005","0.516342185577652","0.591675401028358"
"Some worries","2000","college entrance qualification","1-pers.-HH","412","0.51172051786832","0.476663640689632","0.546777395047009"
"Some worries","2000","college entrance qualification","(Married) couple without C. ","705","0.519303916101201","0.49266193552322","0.545945896679182"
"Some worries","2000","college entrance qualification","Single parent ","102","0.513407950874518","0.44531898825149","0.581496913497547"
"Some worries","2000","college entrance qualification","Couple + C. LE 16 ","643","0.534617144972773","0.50594997215143","0.563284317794116"
"Some worries","2000","college entrance qualification","Couple + C. GT 16 ","398","0.505748319230003","0.470388602066365","0.541108036393641"
"Some worries","2000","college entrance qualification","Couple + C. LE and GT 16","155","0.496257733658598","0.440510067440068","0.552005399877128"
"Some worries","2000","Other degree","1-pers.-HH","58","0.46952546767283","0.383403274266506","0.555647661079154"
"Some worries","2000","Other degree","(Married) couple without C. ","166","0.471465002165188","0.419018071891537","0.523911932438839"
"Some worries","2000","Other degree","Single parent ","35","0.49893411461866","0.380958414538589","0.616909814698732"
"Some worries","2000","Other degree","Couple + C. LE 16 ","191","0.44214066742483","0.395523333847218","0.488758001002442"
"Some worries","2000","Other degree","Couple + C. GT 16 ","126","0.455990337337653","0.397652516534694","0.514328158140612"
"Some worries","2000","Other degree","Couple + C. LE and GT 16","79","0.410078356975392","0.336997428520862","0.483159285429921"
"Some worries","2000","no degree/no degree yet","1-pers.-HH","18","","",""
"Some worries","2000","no degree/no degree yet","(Married) couple without C. ","54","0.433576178109142","0.342204346501759","0.524948009716525"
"Some worries","2000","no degree/no degree yet","Single parent ","41","0.442517849232432","0.33501448763217","0.550021210832694"
"Some worries","2000","no degree/no degree yet","Couple + C. LE 16 ","32","0.340394588308266","0.235238549455325","0.445550627161208"
"Some worries","2000","no degree/no degree yet","Couple + C. GT 16 ","137","0.466772342462026","0.410223803570563","0.52332088135349"
"Some worries","2000","no degree/no degree yet","Couple + C. LE and GT 16","109","0.453661171464634","0.389736726038385","0.517585616890883"
"No worries","2000","lower secondary degree","1-pers.-HH","399","0.268744327543194","0.246414291166463","0.291074363919925"
"No worries","2000","lower secondary degree","(Married) couple without C. ","800","0.210014402396614","0.197307237838691","0.222721566954537"
"No worries","2000","lower secondary degree","Single parent ","104","0.227142134309087","0.188770171154273","0.265514097463901"
"No worries","2000","lower secondary degree","Couple + C. LE 16 ","279","0.174931686600392","0.156269791013001","0.193593582187784"
"No worries","2000","lower secondary degree","Couple + C. GT 16 ","274","0.190209757623553","0.16935900699602","0.211060508251087"
"No worries","2000","lower secondary degree","Couple + C. LE and GT 16","87","0.176685491577676","0.144306164755046","0.209064818400307"
"No worries","2000","secondary school degree","1-pers.-HH","169","0.19355027009093","0.166927793689271","0.220172746492589"
"No worries","2000","secondary school degree","(Married) couple without C. ","249","0.147153498034326","0.130517657562052","0.163789338506599"
"No worries","2000","secondary school degree","Single parent ","64","0.160451569198525","0.12300347078424","0.197899667612811"
"No worries","2000","secondary school degree","Couple + C. LE 16 ","239","0.119202031611911","0.104790721655514","0.133613341568307"
"No worries","2000","secondary school degree","Couple + C. GT 16 ","200","0.173100139175623","0.151738738039827","0.194461540311419"
"No worries","2000","secondary school degree","Couple + C. LE and GT 16","104","0.153192179743498","0.125899526339633","0.180484833147363"
"No worries","2000","college entrance qualification","1-pers.-HH","78","0.101945876427558","0.0807252274422788","0.123166525412837"
"No worries","2000","college entrance qualification","(Married) couple without C. ","172","0.143047760490845","0.124377978053528","0.161717542928163"
"No worries","2000","college entrance qualification","Single parent ","23","","",""
"No worries","2000","college entrance qualification","Couple + C. LE 16 ","112","0.0996959469516991","0.0824775947248125","0.116914299178586"
"No worries","2000","college entrance qualification","Couple + C. GT 16 ","96","0.132905804209668","0.108896885873217","0.15691472254612"
"No worries","2000","college entrance qualification","Couple + C. LE and GT 16","47","0.153524387263911","0.11333006012371","0.193718714404112"
"No worries","2000","Other degree","1-pers.-HH","31","0.212534453111005","0.141937869023914","0.283131037198097"
