"plj0047","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","(0) in school","","","",""
"Big worries","1992","(1a) inadequately completed","210","0.392190018369127","0.352248522401029","0.432131514337225"
"Big worries","1992","(1b) general elementary school","295","0.418082105028303","0.38294533815806","0.453218871898545"
"Big worries","1992","(1c) basic vocational qualification","158","0.412400274296072","0.36629917295271","0.458501375639434"
"Big worries","1992","(2b) intermediate general qualification","35","0.554259090523096","0.436979833641072","0.671538347405121"
"Big worries","1992","(2a) intermediate vocational","","","",""
"Big worries","1992","(2c_gen) general maturity certificate","43","0.480148739468653","0.382713770461863","0.577583708475443"
"Big worries","1992","(2c_voc) vocational maturity certificate","40","0.425325527669205","0.325381731367481","0.525269323970928"
"Big worries","1992","(3a) lower tertiary education","","","",""
"Big worries","1992","(3b) higher tertiary education","","","",""
"Some worries","1992","(0) in school","","","",""
"Some worries","1992","(1a) inadequately completed","235","0.391856405028078","0.351920945301328","0.431791864754829"
"Some worries","1992","(1b) general elementary school","334","0.420011630310018","0.384852311532013","0.455170949088024"
"Some worries","1992","(1c) basic vocational qualification","188","0.3765153967668","0.331140539431824","0.421890254101776"
"Some worries","1992","(2b) intermediate general qualification","","","",""
"Some worries","1992","(2a) intermediate vocational","","","",""
"Some worries","1992","(2c_gen) general maturity certificate","49","0.457267250632342","0.360112180962199","0.554422320302486"
"Some worries","1992","(2c_voc) vocational maturity certificate","42","0.379346182335147","0.281255729682767","0.477436634987527"
"Some worries","1992","(3a) lower tertiary education","","","",""
"Some worries","1992","(3b) higher tertiary education","","","",""
"No worries","1992","(0) in school","","","",""
"No worries","1992","(1a) inadequately completed","129","0.215953576602795","0.182291319364984","0.249615833840606"
"No worries","1992","(1b) general elementary school","128","0.161906264661679","0.135665391919207","0.188147137404151"
"No worries","1992","(1c) basic vocational qualification","92","0.211084328937128","0.172867528603184","0.249301129271072"
"No worries","1992","(2b) intermediate general qualification","","","",""
"No worries","1992","(2a) intermediate vocational","","","",""
"No worries","1992","(2c_gen) general maturity certificate","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","(3a) lower tertiary education","","","",""
"No worries","1992","(3b) higher tertiary education","","","",""
"Big worries","1993","(0) in school","","","",""
"Big worries","1993","(1a) inadequately completed","263","0.50768533948743","0.466204294640091","0.549166384334769"
"Big worries","1993","(1b) general elementary school","355","0.532119122089429","0.495773601906312","0.568464642272545"
"Big worries","1993","(1c) basic vocational qualification","176","0.436995166121417","0.389948534829119","0.484041797413715"
"Big worries","1993","(2b) intermediate general qualification","33","0.515621513792201","0.400979290852935","0.630263736731467"
"Big worries","1993","(2a) intermediate vocational","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","56","0.531604255898395","0.436159046248535","0.627049465548256"
"Big worries","1993","(2c_voc) vocational maturity certificate","44","0.438631607385397","0.33495501969844","0.542308195072354"
"Big worries","1993","(3a) lower tertiary education","","","",""
"Big worries","1993","(3b) higher tertiary education","","","",""
"Some worries","1993","(0) in school","","","",""
"Some worries","1993","(1a) inadequately completed","219","0.382463892506337","0.342140469669413","0.422787315343262"
"Some worries","1993","(1b) general elementary school","287","0.359263119233557","0.324314905153086","0.394211333314028"
"Some worries","1993","(1c) basic vocational qualification","198","0.442455662678865","0.395346136411898","0.489565188945831"
"Some worries","1993","(2b) intermediate general qualification","30","0.360397542026059","0.250260696589681","0.470534387462437"
"Some worries","1993","(2a) intermediate vocational","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","42","0.398981121508829","0.305316912094694","0.492645330922964"
"Some worries","1993","(2c_voc) vocational maturity certificate","39","0.516506689995551","0.41209720223879","0.620916177752312"
"Some worries","1993","(3a) lower tertiary education","","","",""
"Some worries","1993","(3b) higher tertiary education","","","",""
"No worries","1993","(0) in school","","","",""
"No worries","1993","(1a) inadequately completed","76","0.109850768006233","0.0839051541021376","0.135796381910328"
"No worries","1993","(1b) general elementary school","82","0.108617758677014","0.0859524720711784","0.131283045282849"
"No worries","1993","(1c) basic vocational qualification","53","0.120549171199718","0.0896659886036482","0.151432353795789"
"No worries","1993","(2b) intermediate general qualification","","","",""
"No worries","1993","(2a) intermediate vocational","","","",""
"No worries","1993","(2c_gen) general maturity certificate","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","(3a) lower tertiary education","","","",""
"No worries","1993","(3b) higher tertiary education","","","",""
"Big worries","1994","(0) in school","","","",""
"Big worries","1994","(1a) inadequately completed","234","0.479752163540916","0.436853590944554","0.522650736137279"
"Big worries","1994","(1b) general elementary school","316","0.510901834143237","0.472822807003414","0.54898086128306"
"Big worries","1994","(1c) basic vocational qualification","167","0.440220369660133","0.392517441497911","0.487923297822355"
"Big worries","1994","(2b) intermediate general qualification","32","0.586463932710544","0.463881115791277","0.709046749629812"
"Big worries","1994","(2a) intermediate vocational","","","",""
"Big worries","1994","(2c_gen) general maturity certificate","43","0.447736082689274","0.349285240563456","0.546186924815091"
"Big worries","1994","(2c_voc) vocational maturity certificate","42","0.415979590699896","0.311197115813337","0.520762065586456"
"Big worries","1994","(3a) lower tertiary education","","","",""
