"plj0047","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"Some worries","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"Some worries","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"Some worries","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"Some worries","1992","secondary school degree","(0) in school","","","",""
"Some worries","1992","secondary school degree","(1a) inadequately completed","","","",""
"Some worries","1992","secondary school degree","(1b) general elementary school","","","",""
"Some worries","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"Some worries","1992","secondary school degree","(2b) intermediate general qualification","","","",""
"Some worries","1992","secondary school degree","(2a) intermediate vocational","","","",""
"Some worries","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","secondary school degree","(3a) lower tertiary education","","","",""
"Some worries","1992","secondary school degree","(3b) higher tertiary education","","","",""
"Some worries","1992","college entrance qualification","(0) in school","","","",""
"Some worries","1992","college entrance qualification","(1a) inadequately completed","","","",""
"Some worries","1992","college entrance qualification","(1b) general elementary school","","","",""
"Some worries","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"Some worries","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"Some worries","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"Some worries","1992","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","college entrance qualification","(3a) lower tertiary education","","","",""
"Some worries","1992","college entrance qualification","(3b) higher tertiary education","","","",""
"Some worries","1992","Other degree","(0) in school","","","",""
"Some worries","1992","Other degree","(1a) inadequately completed","","","",""
"Some worries","1992","Other degree","(1b) general elementary school","227","0.443206379827017","0.399532676109755","0.486880083544279"
"Some worries","1992","Other degree","(1c) basic vocational qualification","109","0.365737014326062","0.307193261513659","0.424280767138466"
"Some worries","1992","Other degree","(2b) intermediate general qualification","","","",""
"Some worries","1992","Other degree","(2a) intermediate vocational","","","",""
"Some worries","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","Other degree","(2c_voc) vocational maturity certificate","30","0.370636238723341","0.254116117028541","0.487156360418142"
"Some worries","1992","Other degree","(3a) lower tertiary education","","","",""
"Some worries","1992","Other degree","(3b) higher tertiary education","","","",""
"Some worries","1992","no degree/no degree yet","(0) in school","","","",""
"Some worries","1992","no degree/no degree yet","(1a) inadequately completed","231","0.387835877755248","0.347764723672889","0.427907031837607"
"Some worries","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"Some worries","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Some worries","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Some worries","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Some worries","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Some worries","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Some worries","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No worries","1992","lower secondary degree","(0) in school","","","",""
"No worries","1992","lower secondary degree","(1a) inadequately completed","","","",""
"No worries","1992","lower secondary degree","(1b) general elementary school","35","0.1414417773617","0.0990838066692002","0.1837997480542"
"No worries","1992","lower secondary degree","(1c) basic vocational qualification","","","",""
"No worries","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"No worries","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"No worries","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No worries","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"No worries","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"No worries","1992","secondary school degree","(0) in school","","","",""
"No worries","1992","secondary school degree","(1a) inadequately completed","","","",""
"No worries","1992","secondary school degree","(1b) general elementary school","","","",""
"No worries","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"No worries","1992","secondary school degree","(2b) intermediate general qualification","","","",""
"No worries","1992","secondary school degree","(2a) intermediate vocational","","","",""
"No worries","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No worries","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","secondary school degree","(3a) lower tertiary education","","","",""
"No worries","1992","secondary school degree","(3b) higher tertiary education","","","",""
"No worries","1992","college entrance qualification","(0) in school","","","",""
"No worries","1992","college entrance qualification","(1a) inadequately completed","","","",""
"No worries","1992","college entrance qualification","(1b) general elementary school","","","",""
"No worries","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"No worries","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"No worries","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"No worries","1992","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No worries","1992","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","college entrance qualification","(3a) lower tertiary education","","","",""
"No worries","1992","college entrance qualification","(3b) higher tertiary education","","","",""
"No worries","1992","Other degree","(0) in school","","","",""
"No worries","1992","Other degree","(1a) inadequately completed","","","",""
"No worries","1992","Other degree","(1b) general elementary school","93","0.172169912739436","0.13897900503392","0.205360820444952"
"No worries","1992","Other degree","(1c) basic vocational qualification","64","0.253602755655111","0.200718863019654","0.306486648290568"
"No worries","1992","Other degree","(2b) intermediate general qualification","","","",""
"No worries","1992","Other degree","(2a) intermediate vocational","","","",""
"No worries","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"No worries","1992","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","Other degree","(3a) lower tertiary education","","","",""
"No worries","1992","Other degree","(3b) higher tertiary education","","","",""
"No worries","1992","no degree/no degree yet","(0) in school","","","",""
"No worries","1992","no degree/no degree yet","(1a) inadequately completed","128","0.216653243937298","0.182774012795274","0.250532475079323"
"No worries","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"No worries","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No worries","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No worries","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No worries","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No worries","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No worries","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No worries","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Big worries","1993","lower secondary degree","(0) in school","","","",""
"Big worries","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Big worries","1993","lower secondary degree","(1b) general elementary school","143","0.626240478568201","0.566507451886957","0.685973505249446"
"Big worries","1993","lower secondary degree","(1c) basic vocational qualification","71","0.444524515949956","0.371931950406958","0.517117081492954"
"Big worries","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Big worries","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Big worries","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Big worries","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Big worries","1993","secondary school degree","(0) in school","","","",""
"Big worries","1993","secondary school degree","(1a) inadequately completed","","","",""
"Big worries","1993","secondary school degree","(1b) general elementary school","","","",""
"Big worries","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Big worries","1993","secondary school degree","(2b) intermediate general qualification","33","0.515621513792201","0.400979290852935","0.630263736731467"
"Big worries","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Big worries","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Big worries","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Big worries","1993","college entrance qualification","(0) in school","","","",""
"Big worries","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Big worries","1993","college entrance qualification","(1b) general elementary school","","","",""
"Big worries","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Big worries","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Big worries","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Big worries","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Big worries","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Big worries","1993","Other degree","(0) in school","","","",""
"Big worries","1993","Other degree","(1a) inadequately completed","","","",""
"Big worries","1993","Other degree","(1b) general elementary school","212","0.482545528935527","0.437465694576849","0.527625363294206"
"Big worries","1993","Other degree","(1c) basic vocational qualification","105","0.432630075451309","0.370843927017483","0.494416223885135"
"Big worries","1993","Other degree","(2b) intermediate general qualification","","","",""
"Big worries","1993","Other degree","(2a) intermediate vocational","","","",""
"Big worries","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","Other degree","(3a) lower tertiary education","","","",""
"Big worries","1993","Other degree","(3b) higher tertiary education","","","",""
"Big worries","1993","no degree/no degree yet","(0) in school","","","",""
"Big worries","1993","no degree/no degree yet","(1a) inadequately completed","261","0.510931576362342","0.469230742835409","0.552632409889274"
"Big worries","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Big worries","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Big worries","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Big worries","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Big worries","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Big worries","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Some worries","1993","lower secondary degree","(0) in school","","","",""
"Some worries","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Some worries","1993","lower secondary degree","(1b) general elementary school","79","0.260986459339076","0.206763526234079","0.315209392444074"
"Some worries","1993","lower secondary degree","(1c) basic vocational qualification","90","0.482263599858091","0.40926602533673","0.555261174379452"
"Some worries","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Some worries","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Some worries","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Some worries","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Some worries","1993","secondary school degree","(0) in school","","","",""
"Some worries","1993","secondary school degree","(1a) inadequately completed","","","",""
"Some worries","1993","secondary school degree","(1b) general elementary school","","","",""
"Some worries","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Some worries","1993","secondary school degree","(2b) intermediate general qualification","30","0.360397542026059","0.250260696589681","0.470534387462437"
"Some worries","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Some worries","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Some worries","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Some worries","1993","college entrance qualification","(0) in school","","","",""
"Some worries","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Some worries","1993","college entrance qualification","(1b) general elementary school","","","",""
"Some worries","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Some worries","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Some worries","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Some worries","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Some worries","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Some worries","1993","Other degree","(0) in school","","","",""
"Some worries","1993","Other degree","(1a) inadequately completed","","","",""
"Some worries","1993","Other degree","(1b) general elementary school","208","0.41102530516457","0.366637906907285","0.455412703421856"
"Some worries","1993","Other degree","(1c) basic vocational qualification","108","0.419377274885186","0.357838467426357","0.480916082344014"
"Some worries","1993","Other degree","(2b) intermediate general qualification","","","",""
"Some worries","1993","Other degree","(2a) intermediate vocational","","","",""
"Some worries","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","Other degree","(2c_voc) vocational maturity certificate","33","0.597984489249865","0.478789560848376","0.717179417651354"
"Some worries","1993","Other degree","(3a) lower tertiary education","","","",""
"Some worries","1993","Other degree","(3b) higher tertiary education","","","",""
"Some worries","1993","no degree/no degree yet","(0) in school","","","",""
"Some worries","1993","no degree/no degree yet","(1a) inadequately completed","216","0.378947108647117","0.338477207363132","0.419417009931102"
"Some worries","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Some worries","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Some worries","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Some worries","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Some worries","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Some worries","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No worries","1993","lower secondary degree","(0) in school","","","",""
"No worries","1993","lower secondary degree","(1a) inadequately completed","","","",""
"No worries","1993","lower secondary degree","(1b) general elementary school","30","0.112773062092722","0.073718851234737","0.151827272950708"
"No worries","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"No worries","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"No worries","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"No worries","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No worries","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"No worries","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"No worries","1993","secondary school degree","(0) in school","","","",""
"No worries","1993","secondary school degree","(1a) inadequately completed","","","",""
"No worries","1993","secondary school degree","(1b) general elementary school","","","",""
"No worries","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"No worries","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"No worries","1993","secondary school degree","(2a) intermediate vocational","","","",""
"No worries","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No worries","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","secondary school degree","(3a) lower tertiary education","","","",""
"No worries","1993","secondary school degree","(3b) higher tertiary education","","","",""
"No worries","1993","college entrance qualification","(0) in school","","","",""
"No worries","1993","college entrance qualification","(1a) inadequately completed","","","",""
"No worries","1993","college entrance qualification","(1b) general elementary school","","","",""
"No worries","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"No worries","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"No worries","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"No worries","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No worries","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"No worries","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"No worries","1993","Other degree","(0) in school","","","",""
"No worries","1993","Other degree","(1a) inadequately completed","","","",""
"No worries","1993","Other degree","(1b) general elementary school","52","0.106429165899903","0.0786082186041947","0.134250113195611"
"No worries","1993","Other degree","(1c) basic vocational qualification","34","0.147992649663506","0.103709208854013","0.192276090472998"
"No worries","1993","Other degree","(2b) intermediate general qualification","","","",""
"No worries","1993","Other degree","(2a) intermediate vocational","","","",""
"No worries","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"No worries","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","Other degree","(3a) lower tertiary education","","","",""
"No worries","1993","Other degree","(3b) higher tertiary education","","","",""
"No worries","1993","no degree/no degree yet","(0) in school","","","",""
"No worries","1993","no degree/no degree yet","(1a) inadequately completed","75","0.110121314990541","0.0840069392397362","0.136235690741346"
"No worries","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"No worries","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No worries","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No worries","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No worries","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No worries","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No worries","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Big worries","1994","lower secondary degree","(0) in school","","","",""
"Big worries","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Big worries","1994","lower secondary degree","(1b) general elementary school","113","0.539830281052293","0.474267216787098","0.605393345317487"
"Big worries","1994","lower secondary degree","(1c) basic vocational qualification","73","0.440537204195398","0.36821266007226","0.512861748318536"
"Big worries","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"Big worries","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Big worries","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","lower secondary degree","(3a) lower tertiary education","","","",""
"Big worries","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Big worries","1994","secondary school degree","(0) in school","","","",""
"Big worries","1994","secondary school degree","(1a) inadequately completed","","","",""
"Big worries","1994","secondary school degree","(1b) general elementary school","","","",""
"Big worries","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Big worries","1994","secondary school degree","(2b) intermediate general qualification","32","0.586463932710544","0.463881115791277","0.709046749629812"
"Big worries","1994","secondary school degree","(2a) intermediate vocational","","","",""
"Big worries","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","secondary school degree","(3a) lower tertiary education","","","",""
"Big worries","1994","secondary school degree","(3b) higher tertiary education","","","",""
"Big worries","1994","college entrance qualification","(0) in school","","","",""
"Big worries","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Big worries","1994","college entrance qualification","(1b) general elementary school","","","",""
"Big worries","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Big worries","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Big worries","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Big worries","1994","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","college entrance qualification","(3a) lower tertiary education","","","",""
"Big worries","1994","college entrance qualification","(3b) higher tertiary education","","","",""
"Big worries","1994","Other degree","(0) in school","","","",""
"Big worries","1994","Other degree","(1a) inadequately completed","","","",""
"Big worries","1994","Other degree","(1b) general elementary school","203","0.497833688970281","0.451115319077864","0.544552058862698"
"Big worries","1994","Other degree","(1c) basic vocational qualification","94","0.440028213370666","0.376562744253169","0.503493682488164"
"Big worries","1994","Other degree","(2b) intermediate general qualification","","","",""
"Big worries","1994","Other degree","(2a) intermediate vocational","","","",""
"Big worries","1994","Other degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","Other degree","(3a) lower tertiary education","","","",""
"Big worries","1994","Other degree","(3b) higher tertiary education","","","",""
"Big worries","1994","no degree/no degree yet","(0) in school","","","",""
"Big worries","1994","no degree/no degree yet","(1a) inadequately completed","231","0.48193386527043","0.438778897061455","0.525088833479405"
"Big worries","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"Big worries","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Big worries","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Big worries","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Big worries","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Big worries","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Some worries","1994","lower secondary degree","(0) in school","","","",""
"Some worries","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Some worries","1994","lower secondary degree","(1b) general elementary school","85","0.346066001247437","0.283488527042078","0.408643475452796"
"Some worries","1994","lower secondary degree","(1c) basic vocational qualification","92","0.505837033377011","0.43300050927658","0.578673557477442"
"Some worries","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"Some worries","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Some worries","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","lower secondary degree","(3a) lower tertiary education","","","",""
"Some worries","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Some worries","1994","secondary school degree","(0) in school","","","",""
"Some worries","1994","secondary school degree","(1a) inadequately completed","","","",""
"Some worries","1994","secondary school degree","(1b) general elementary school","","","",""
"Some worries","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Some worries","1994","secondary school degree","(2b) intermediate general qualification","","","",""
"Some worries","1994","secondary school degree","(2a) intermediate vocational","","","",""
"Some worries","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","secondary school degree","(3a) lower tertiary education","","","",""
"Some worries","1994","secondary school degree","(3b) higher tertiary education","","","",""
"Some worries","1994","college entrance qualification","(0) in school","","","",""
"Some worries","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Some worries","1994","college entrance qualification","(1b) general elementary school","","","",""
"Some worries","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Some worries","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Some worries","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Some worries","1994","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","college entrance qualification","(3a) lower tertiary education","","","",""
"Some worries","1994","college entrance qualification","(3b) higher tertiary education","","","",""
"Some worries","1994","Other degree","(0) in school","","","",""
"Some worries","1994","Other degree","(1a) inadequately completed","","","",""
"Some worries","1994","Other degree","(1b) general elementary school","176","0.373989051304377","0.328778254484044","0.419199848124709"
"Some worries","1994","Other degree","(1c) basic vocational qualification","100","0.38769918464605","0.325405499624773","0.449992869667327"
"Some worries","1994","Other degree","(2b) intermediate general qualification","","","",""
"Some worries","1994","Other degree","(2a) intermediate vocational","","","",""
"Some worries","1994","Other degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","Other degree","(2c_voc) vocational maturity certificate","","","",""
