"plj0047","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","1996","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Some worries","1996","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No worries","1996","lower secondary degree","(0) in school","","","",""
"No worries","1996","lower secondary degree","(1a) inadequately completed","","","",""
"No worries","1996","lower secondary degree","(1b) general elementary school","295","0.209074504309385","0.188201370624918","0.229947637993852"
"No worries","1996","lower secondary degree","(1c) basic vocational qualification","608","0.168367786393941","0.156161328907222","0.18057424388066"
"No worries","1996","lower secondary degree","(2b) intermediate general qualification","","","",""
"No worries","1996","lower secondary degree","(2a) intermediate vocational","","","",""
"No worries","1996","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No worries","1996","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1996","lower secondary degree","(3a) lower tertiary education","","","",""
"No worries","1996","lower secondary degree","(3b) higher tertiary education","","","",""
"No worries","1996","secondary school degree","(0) in school","","","",""
"No worries","1996","secondary school degree","(1a) inadequately completed","","","",""
"No worries","1996","secondary school degree","(1b) general elementary school","","","",""
"No worries","1996","secondary school degree","(1c) basic vocational qualification","","","",""
"No worries","1996","secondary school degree","(2b) intermediate general qualification","62","0.166877157798672","0.132986922610136","0.200767392987208"
"No worries","1996","secondary school degree","(2a) intermediate vocational","467","0.178502389502742","0.163757566832068","0.193247212173416"
"No worries","1996","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No worries","1996","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1996","secondary school degree","(3a) lower tertiary education","85","0.213959753411328","0.175016545127181","0.252902961695476"
"No worries","1996","secondary school degree","(3b) higher tertiary education","","","",""
"No worries","1996","college entrance qualification","(0) in school","","","",""
"No worries","1996","college entrance qualification","(1a) inadequately completed","","","",""
"No worries","1996","college entrance qualification","(1b) general elementary school","","","",""
"No worries","1996","college entrance qualification","(1c) basic vocational qualification","","","",""
"No worries","1996","college entrance qualification","(2b) intermediate general qualification","","","",""
"No worries","1996","college entrance qualification","(2a) intermediate vocational","","","",""
"No worries","1996","college entrance qualification","(2c_gen) general maturity certificate","62","0.184726091899274","0.144242724375261","0.225209459423288"
"No worries","1996","college entrance qualification","(2c_voc) vocational maturity certificate","65","0.104885276317793","0.0773304359124626","0.132440116723123"
"No worries","1996","college entrance qualification","(3a) lower tertiary education","60","0.174907359636522","0.134287927194682","0.215526792078363"
"No worries","1996","college entrance qualification","(3b) higher tertiary education","132","0.192189532000056","0.163508241342161","0.22087082265795"
"No worries","1996","Other degree","(0) in school","","","",""
"No worries","1996","Other degree","(1a) inadequately completed","","","",""
"No worries","1996","Other degree","(1b) general elementary school","57","0.120038553271913","0.0908722692719635","0.149204837271862"
"No worries","1996","Other degree","(1c) basic vocational qualification","53","0.164339255184879","0.125951542495247","0.202726967874511"
"No worries","1996","Other degree","(2b) intermediate general qualification","","","",""
"No worries","1996","Other degree","(2a) intermediate vocational","","","",""
"No worries","1996","Other degree","(2c_gen) general maturity certificate","","","",""
"No worries","1996","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1996","Other degree","(3a) lower tertiary education","","","",""
"No worries","1996","Other degree","(3b) higher tertiary education","","","",""
"No worries","1996","no degree/no degree yet","(0) in school","49","0.164479406201986","0.120980299987793","0.207978512416178"
"No worries","1996","no degree/no degree yet","(1a) inadequately completed","74","0.152504762241092","0.121955367452798","0.183054157029387"
"No worries","1996","no degree/no degree yet","(1b) general elementary school","","","",""
"No worries","1996","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No worries","1996","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No worries","1996","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No worries","1996","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No worries","1996","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No worries","1996","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No worries","1996","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Big worries","1997","lower secondary degree","(0) in school","","","",""
"Big worries","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Big worries","1997","lower secondary degree","(1b) general elementary school","482","0.332247990188241","0.307809470964366","0.356686509412117"
"Big worries","1997","lower secondary degree","(1c) basic vocational qualification","1206","0.338959002714331","0.323339342329249","0.354578663099413"
"Big worries","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Big worries","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Big worries","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Big worries","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Big worries","1997","secondary school degree","(0) in school","","","",""
"Big worries","1997","secondary school degree","(1a) inadequately completed","","","",""
"Big worries","1997","secondary school degree","(1b) general elementary school","","","",""
"Big worries","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Big worries","1997","secondary school degree","(2b) intermediate general qualification","145","0.332675924136045","0.290078999563495","0.375272848708594"
"Big worries","1997","secondary school degree","(2a) intermediate vocational","733","0.28857963872137","0.271068733516771","0.306090543925969"
"Big worries","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1997","secondary school degree","(3a) lower tertiary education","82","0.18609487045138","0.148919000770816","0.223270740131945"
"Big worries","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Big worries","1997","college entrance qualification","(0) in school","","","",""
"Big worries","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Big worries","1997","college entrance qualification","(1b) general elementary school","","","",""
"Big worries","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Big worries","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Big worries","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Big worries","1997","college entrance qualification","(2c_gen) general maturity certificate","83","0.258539772222607","0.213374763221221","0.303704781223994"
"Big worries","1997","college entrance qualification","(2c_voc) vocational maturity certificate","123","0.292768674702901","0.25223010162222","0.333307247783581"
"Big worries","1997","college entrance qualification","(3a) lower tertiary education","67","0.19402309049921","0.152173709379808","0.235872471618612"
"Big worries","1997","college entrance qualification","(3b) higher tertiary education","130","0.178934891840918","0.15129971883296","0.206570064848877"
"Big worries","1997","Other degree","(0) in school","","","",""
"Big worries","1997","Other degree","(1a) inadequately completed","","","",""
"Big worries","1997","Other degree","(1b) general elementary school","174","0.387632051007808","0.342566883880599","0.432697218135017"
"Big worries","1997","Other degree","(1c) basic vocational qualification","118","0.339832349270489","0.289633412749718","0.390031285791259"
"Big worries","1997","Other degree","(2b) intermediate general qualification","","","",""
"Big worries","1997","Other degree","(2a) intermediate vocational","","","",""
"Big worries","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1997","Other degree","(2c_voc) vocational maturity certificate","36","0.434019460539154","0.331049999756129","0.536988921322179"
"Big worries","1997","Other degree","(3a) lower tertiary education","","","",""
"Big worries","1997","Other degree","(3b) higher tertiary education","","","",""
"Big worries","1997","no degree/no degree yet","(0) in school","75","0.224493854616437","0.178121115764463","0.270866593468411"
"Big worries","1997","no degree/no degree yet","(1a) inadequately completed","189","0.397573810197288","0.354762645966313","0.440384974428264"
"Big worries","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Big worries","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Big worries","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Big worries","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Big worries","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Big worries","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Big worries","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Some worries","1997","lower secondary degree","(0) in school","","","",""
"Some worries","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Some worries","1997","lower secondary degree","(1b) general elementary school","668","0.466623297629405","0.44073900299048","0.492507592268329"
"Some worries","1997","lower secondary degree","(1c) basic vocational qualification","1718","0.484085710390951","0.467595214609118","0.500576206172785"
"Some worries","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Some worries","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Some worries","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1997","lower secondary degree","(3a) lower tertiary education","56","0.593998573069815","0.493650125499077","0.694347020640552"
"Some worries","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Some worries","1997","secondary school degree","(0) in school","","","",""
"Some worries","1997","secondary school degree","(1a) inadequately completed","","","",""
"Some worries","1997","secondary school degree","(1b) general elementary school","","","",""
"Some worries","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Some worries","1997","secondary school degree","(2b) intermediate general qualification","238","0.482634167108311","0.437458240828317","0.527810093388305"
"Some worries","1997","secondary school degree","(2a) intermediate vocational","1316","0.507136651228019","0.487815261087802","0.526458041368237"
"Some worries","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1997","secondary school degree","(3a) lower tertiary education","251","0.586469472431736","0.539427715216696","0.633511229646777"
"Some worries","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Some worries","1997","college entrance qualification","(0) in school","","","",""
"Some worries","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Some worries","1997","college entrance qualification","(1b) general elementary school","","","",""
"Some worries","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Some worries","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Some worries","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Some worries","1997","college entrance qualification","(2c_gen) general maturity certificate","209","0.570478018993686","0.519414981569875","0.621541056417497"
"Some worries","1997","college entrance qualification","(2c_voc) vocational maturity certificate","281","0.563270310450968","0.519083749778339","0.607456871123596"
"Some worries","1997","college entrance qualification","(3a) lower tertiary education","212","0.622068727633463","0.570755819305907","0.673381635961019"
"Some worries","1997","college entrance qualification","(3b) higher tertiary education","478","0.628937659823102","0.59410768892187","0.663767630724333"
"Some worries","1997","Other degree","(0) in school","","","",""
"Some worries","1997","Other degree","(1a) inadequately completed","","","",""
"Some worries","1997","Other degree","(1b) general elementary school","206","0.431173771822886","0.385365817818593","0.476981725827179"
"Some worries","1997","Other degree","(1c) basic vocational qualification","168","0.443982195868685","0.391324462088595","0.496639929648776"
"Some worries","1997","Other degree","(2b) intermediate general qualification","","","",""
"Some worries","1997","Other degree","(2a) intermediate vocational","","","",""
"Some worries","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1997","Other degree","(2c_voc) vocational maturity certificate","44","0.455666990256625","0.352198238989937","0.559135741523312"
"Some worries","1997","Other degree","(3a) lower tertiary education","","","",""
"Some worries","1997","Other degree","(3b) higher tertiary education","42","0.58571544367822","0.470319171155888","0.701111716200553"
"Some worries","1997","no degree/no degree yet","(0) in school","174","0.554339274613283","0.499098736244574","0.609579812981991"
"Some worries","1997","no degree/no degree yet","(1a) inadequately completed","235","0.465230749527653","0.421597892408865","0.50886360664644"
"Some worries","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Some worries","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Some worries","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Some worries","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Some worries","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Some worries","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Some worries","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No worries","1997","lower secondary degree","(0) in school","","","",""
"No worries","1997","lower secondary degree","(1a) inadequately completed","","","",""
"No worries","1997","lower secondary degree","(1b) general elementary school","277","0.201128712182354","0.180331192349024","0.221926232015684"
"No worries","1997","lower secondary degree","(1c) basic vocational qualification","604","0.176955286894717","0.16436234240855","0.189548231380885"
"No worries","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"No worries","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"No worries","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No worries","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"No worries","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"No worries","1997","secondary school degree","(0) in school","","","",""
"No worries","1997","secondary school degree","(1a) inadequately completed","","","",""
"No worries","1997","secondary school degree","(1b) general elementary school","","","",""
"No worries","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"No worries","1997","secondary school degree","(2b) intermediate general qualification","87","0.184689908755645","0.149608085657783","0.219771731853506"
"No worries","1997","secondary school degree","(2a) intermediate vocational","523","0.20428371005061","0.18870223381233","0.219865186288891"
"No worries","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No worries","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1997","secondary school degree","(3a) lower tertiary education","88","0.227435657116883","0.187394773770861","0.267476540462906"
"No worries","1997","secondary school degree","(3b) higher tertiary education","","","",""
"No worries","1997","college entrance qualification","(0) in school","","","",""
"No worries","1997","college entrance qualification","(1a) inadequately completed","","","",""
"No worries","1997","college entrance qualification","(1b) general elementary school","","","",""
"No worries","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"No worries","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"No worries","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"No worries","1997","college entrance qualification","(2c_gen) general maturity certificate","69","0.170982208783707","0.132144654163423","0.209819763403991"
"No worries","1997","college entrance qualification","(2c_voc) vocational maturity certificate","80","0.143961014846132","0.112686208321272","0.175235821370992"
"No worries","1997","college entrance qualification","(3a) lower tertiary education","64","0.183908181867327","0.142909389147251","0.224906974587403"
"No worries","1997","college entrance qualification","(3b) higher tertiary education","131","0.19212744833598","0.16372263068224","0.22053226598972"
"No worries","1997","Other degree","(0) in school","","","",""
"No worries","1997","Other degree","(1a) inadequately completed","","","",""
"No worries","1997","Other degree","(1b) general elementary school","69","0.181194177169306","0.14556650066574","0.216821853672873"
"No worries","1997","Other degree","(1c) basic vocational qualification","56","0.216185454860826","0.172558496774231","0.259812412947421"
"No worries","1997","Other degree","(2b) intermediate general qualification","","","",""
"No worries","1997","Other degree","(2a) intermediate vocational","","","",""
"No worries","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"No worries","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1997","Other degree","(3a) lower tertiary education","","","",""
"No worries","1997","Other degree","(3b) higher tertiary education","","","",""
"No worries","1997","no degree/no degree yet","(0) in school","62","0.22116687077028","0.175040409088771","0.26729333245179"
"No worries","1997","no degree/no degree yet","(1a) inadequately completed","78","0.137195440275059","0.107098504112953","0.167292376437165"
"No worries","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"No worries","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No worries","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No worries","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No worries","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No worries","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No worries","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No worries","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Big worries","1998","lower secondary degree","(0) in school","","","",""
"Big worries","1998","lower secondary degree","(1a) inadequately completed","","","",""
"Big worries","1998","lower secondary degree","(1b) general elementary school","559","0.349947363332111","0.326518447928236","0.373376278735986"
"Big worries","1998","lower secondary degree","(1c) basic vocational qualification","1282","0.350272060737796","0.335090193488525","0.365453927987066"
"Big worries","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"Big worries","1998","lower secondary degree","(2a) intermediate vocational","","","",""
"Big worries","1998","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1998","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1998","lower secondary degree","(3a) lower tertiary education","","","",""
"Big worries","1998","lower secondary degree","(3b) higher tertiary education","","","",""
"Big worries","1998","secondary school degree","(0) in school","","","",""
"Big worries","1998","secondary school degree","(1a) inadequately completed","","","",""
"Big worries","1998","secondary school degree","(1b) general elementary school","","","",""
"Big worries","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"Big worries","1998","secondary school degree","(2b) intermediate general qualification","170","0.316511339677329","0.276838670239849","0.356184009114808"
"Big worries","1998","secondary school degree","(2a) intermediate vocational","776","0.278429223654886","0.261815140352234","0.295043306957539"
"Big worries","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1998","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1998","secondary school degree","(3a) lower tertiary education","78","0.156793355645003","0.122663403145725","0.190923308144281"
"Big worries","1998","secondary school degree","(3b) higher tertiary education","","","",""
"Big worries","1998","college entrance qualification","(0) in school","","","",""
"Big worries","1998","college entrance qualification","(1a) inadequately completed","","","",""
"Big worries","1998","college entrance qualification","(1b) general elementary school","","","",""
"Big worries","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"Big worries","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"Big worries","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"Big worries","1998","college entrance qualification","(2c_gen) general maturity certificate","101","0.255609708755283","0.213283727788274","0.297935689722293"
"Big worries","1998","college entrance qualification","(2c_voc) vocational maturity certificate","132","0.266404567976504","0.229559049832236","0.303250086120772"
"Big worries","1998","college entrance qualification","(3a) lower tertiary education","90","0.217461017079266","0.176779865195256","0.258142168963276"
"Big worries","1998","college entrance qualification","(3b) higher tertiary education","153","0.185811111825941","0.159107641001407","0.212514582650476"
"Big worries","1998","Other degree","(0) in school","","","",""
"Big worries","1998","Other degree","(1a) inadequately completed","","","",""
"Big worries","1998","Other degree","(1b) general elementary school","156","0.370253502976311","0.324345743853562","0.416161262099061"
"Big worries","1998","Other degree","(1c) basic vocational qualification","116","0.37160754186827","0.319311489005386","0.423903594731153"
"Big worries","1998","Other degree","(2b) intermediate general qualification","","","",""
"Big worries","1998","Other degree","(2a) intermediate vocational","","","",""
"Big worries","1998","Other degree","(2c_gen) general maturity certificate","","","",""
"Big worries","1998","Other degree","(2c_voc) vocational maturity certificate","34","0.378584391672326","0.278929223590518","0.478239559754134"
"Big worries","1998","Other degree","(3a) lower tertiary education","","","",""
"Big worries","1998","Other degree","(3b) higher tertiary education","","","",""
"Big worries","1998","no degree/no degree yet","(0) in school","84","0.258678553837731","0.211069461164434","0.306287646511028"
"Big worries","1998","no degree/no degree yet","(1a) inadequately completed","178","0.394661490186446","0.350566564091128","0.438756416281764"
"Big worries","1998","no degree/no degree yet","(1b) general elementary school","","","",""
"Big worries","1998","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Big worries","1998","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Big worries","1998","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Big worries","1998","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Big worries","1998","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1998","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Big worries","1998","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Some worries","1998","lower secondary degree","(0) in school","","","",""
"Some worries","1998","lower secondary degree","(1a) inadequately completed","","","",""
"Some worries","1998","lower secondary degree","(1b) general elementary school","745","0.466562330397048","0.4420562848971","0.491068375896995"
"Some worries","1998","lower secondary degree","(1c) basic vocational qualification","1834","0.474614114575957","0.458722566903224","0.490505662248691"
"Some worries","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"Some worries","1998","lower secondary degree","(2a) intermediate vocational","","","",""
"Some worries","1998","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1998","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1998","lower secondary degree","(3a) lower tertiary education","54","0.549771690706669","0.451768981923238","0.6477743994901"
"Some worries","1998","lower secondary degree","(3b) higher tertiary education","","","",""
"Some worries","1998","secondary school degree","(0) in school","","","",""
"Some worries","1998","secondary school degree","(1a) inadequately completed","","","",""
"Some worries","1998","secondary school degree","(1b) general elementary school","","","",""
"Some worries","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"Some worries","1998","secondary school degree","(2b) intermediate general qualification","266","0.513615572920884","0.470983146418633","0.556247999423135"
"Some worries","1998","secondary school degree","(2a) intermediate vocational","1448","0.526222881491748","0.507715225743931","0.544730537239565"
"Some worries","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1998","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1998","secondary school degree","(3a) lower tertiary education","263","0.629607014958219","0.584278551049993","0.674935478866446"
"Some worries","1998","secondary school degree","(3b) higher tertiary education","35","0.5923727271213","0.468035376208873","0.716710078033727"
"Some worries","1998","college entrance qualification","(0) in school","","","",""
"Some worries","1998","college entrance qualification","(1a) inadequately completed","","","",""
"Some worries","1998","college entrance qualification","(1b) general elementary school","","","",""
"Some worries","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"Some worries","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"Some worries","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"Some worries","1998","college entrance qualification","(2c_gen) general maturity certificate","223","0.566811896331947","0.518730646470552","0.614893146193343"
"Some worries","1998","college entrance qualification","(2c_voc) vocational maturity certificate","331","0.603418435366127","0.562646523805373","0.644190346926882"
"Some worries","1998","college entrance qualification","(3a) lower tertiary education","226","0.568398579372448","0.519553876975383","0.617243281769513"
"Some worries","1998","college entrance qualification","(3b) higher tertiary education","487","0.597095615435319","0.563421807965125","0.630769422905514"
"Some worries","1998","Other degree","(0) in school","","","",""
"Some worries","1998","Other degree","(1a) inadequately completed","","","",""
"Some worries","1998","Other degree","(1b) general elementary school","194","0.435842324318447","0.388699176500078","0.482985472136816"
"Some worries","1998","Other degree","(1c) basic vocational qualification","158","0.422388006183249","0.368933409227608","0.47584260313889"
"Some worries","1998","Other degree","(2b) intermediate general qualification","","","",""
"Some worries","1998","Other degree","(2a) intermediate vocational","","","",""
"Some worries","1998","Other degree","(2c_gen) general maturity certificate","","","",""
"Some worries","1998","Other degree","(2c_voc) vocational maturity certificate","40","0.439151863081054","0.337185389375626","0.541118336786482"
"Some worries","1998","Other degree","(3a) lower tertiary education","","","",""
"Some worries","1998","Other degree","(3b) higher tertiary education","44","0.530562850677692","0.419809229147779","0.641316472207605"
"Some worries","1998","no degree/no degree yet","(0) in school","172","0.495237604335423","0.440880449847635","0.549594758823211"
"Some worries","1998","no degree/no degree yet","(1a) inadequately completed","212","0.422035267637852","0.377479684381353","0.466590850894351"
"Some worries","1998","no degree/no degree yet","(1b) general elementary school","","","",""
"Some worries","1998","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Some worries","1998","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Some worries","1998","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Some worries","1998","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Some worries","1998","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1998","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Some worries","1998","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No worries","1998","lower secondary degree","(0) in school","","","",""
"No worries","1998","lower secondary degree","(1a) inadequately completed","","","",""
"No worries","1998","lower secondary degree","(1b) general elementary school","288","0.183490306270841","0.164476730722541","0.202503881819141"
"No worries","1998","lower secondary degree","(1c) basic vocational qualification","677","0.175113824686247","0.163018601152673","0.187209048219821"
"No worries","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"No worries","1998","lower secondary degree","(2a) intermediate vocational","","","",""
"No worries","1998","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No worries","1998","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1998","lower secondary degree","(3a) lower tertiary education","","","",""
"No worries","1998","lower secondary degree","(3b) higher tertiary education","","","",""
"No worries","1998","secondary school degree","(0) in school","","","",""
"No worries","1998","secondary school degree","(1a) inadequately completed","","","",""
"No worries","1998","secondary school degree","(1b) general elementary school","","","",""
"No worries","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"No worries","1998","secondary school degree","(2b) intermediate general qualification","92","0.169873087401787","0.137842443686367","0.201903731117208"
"No worries","1998","secondary school degree","(2a) intermediate vocational","572","0.195347894853366","0.180652273578019","0.210043516128713"
"No worries","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No worries","1998","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1998","secondary school degree","(3a) lower tertiary education","95","0.213599629396777","0.17512920755265","0.252070051240905"
"No worries","1998","secondary school degree","(3b) higher tertiary education","","","",""
"No worries","1998","college entrance qualification","(0) in school","","","",""
"No worries","1998","college entrance qualification","(1a) inadequately completed","","","",""
"No worries","1998","college entrance qualification","(1b) general elementary school","","","",""
"No worries","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"No worries","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"No worries","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"No worries","1998","college entrance qualification","(2c_gen) general maturity certificate","84","0.177578394912769","0.140496635834712","0.214660153990827"
"No worries","1998","college entrance qualification","(2c_voc) vocational maturity certificate","90","0.130176996657369","0.102131179807663","0.158222813507075"
"No worries","1998","college entrance qualification","(3a) lower tertiary education","79","0.214140403548286","0.173685484913391","0.25459532218318"
"No worries","1998","college entrance qualification","(3b) higher tertiary education","175","0.217093272738739","0.188789294480371","0.245397250997108"
"No worries","1998","Other degree","(0) in school","","","",""
"No worries","1998","Other degree","(1a) inadequately completed","","","",""
"No worries","1998","Other degree","(1b) general elementary school","75","0.193904172705241","0.156316923790997","0.231491421619486"
"No worries","1998","Other degree","(1c) basic vocational qualification","54","0.206004451948481","0.162236270136477","0.249772633760486"
"No worries","1998","Other degree","(2b) intermediate general qualification","","","",""
"No worries","1998","Other degree","(2a) intermediate vocational","","","",""
"No worries","1998","Other degree","(2c_gen) general maturity certificate","","","",""
"No worries","1998","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No worries","1998","Other degree","(3a) lower tertiary education","","","",""
"No worries","1998","Other degree","(3b) higher tertiary education","","","",""
"No worries","1998","no degree/no degree yet","(0) in school","69","0.246083841826846","0.199255423927641","0.29291225972605"
"No worries","1998","no degree/no degree yet","(1a) inadequately completed","82","0.183303242175702","0.148397845264243","0.218208639087161"
"No worries","1998","no degree/no degree yet","(1b) general elementary school","","","",""
"No worries","1998","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No worries","1998","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No worries","1998","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No worries","1998","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No worries","1998","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No worries","1998","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No worries","1998","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Big worries","1999","lower secondary degree","(0) in school","","","",""
