"plj0047","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","2000","higher vocational","East Germany","54","0.123946534017631","0.0952633994196355","0.152629668615626"
"No worries","2000","higher education","West Germany","312","0.132903901867958","0.119655056492394","0.146152747243522"
"No worries","2000","higher education","East Germany","123","0.0971378005852833","0.0809771773969229","0.113298423773644"
"Big worries","2001","in school","West Germany","148","0.354804048307871","0.307073707123286","0.402534389492457"
"Big worries","2001","in school","East Germany","77","0.478027918727203","0.399892394007329","0.556163443447078"
"Big worries","2001","inadequately","West Germany","85","0.283126954268504","0.231185882849796","0.335068025687212"
"Big worries","2001","inadequately","East Germany","","","",""
"Big worries","2001","general elemantary","West Germany","816","0.308817551298627","0.291133609145263","0.32650149345199"
"Big worries","2001","general elemantary","East Germany","142","0.323704324883101","0.280712592201331","0.366696057564872"
"Big worries","2001","middle vocational","West Germany","2881","0.329260586586818","0.319292385211288","0.339228787962348"
"Big worries","2001","middle vocational","East Germany","1114","0.364753346797109","0.347496717529316","0.382009976064902"
"Big worries","2001","vocational + Abi","West Germany","389","0.401344970593509","0.370175206266261","0.432514734920758"
"Big worries","2001","vocational + Abi","East Germany","46","0.379471969388905","0.292650322260513","0.466293616517297"
"Big worries","2001","higher vocational","West Germany","476","0.396529266602838","0.369158211466886","0.42390032173879"
"Big worries","2001","higher vocational","East Germany","187","0.385085629602054","0.33977164995489","0.430399609249217"
"Big worries","2001","higher education","West Germany","881","0.384855460737128","0.365035170650682","0.404675750823573"
"Big worries","2001","higher education","East Germany","566","0.462153107253161","0.434165323553696","0.490140890952627"
"Some worries","2001","in school","West Germany","161","0.430523440388354","0.381127555931581","0.479919324845127"
"Some worries","2001","in school","East Germany","62","0.422225597889426","0.344966489313402","0.49948470646545"
"Some worries","2001","inadequately","West Germany","139","0.487604070209172","0.429975789048864","0.54523235136948"
"Some worries","2001","inadequately","East Germany","","","",""
"Some worries","2001","general elemantary","West Germany","1251","0.474540253067378","0.455426850709415","0.493653655425341"
"Some worries","2001","general elemantary","East Germany","216","0.447411109431646","0.40172366677156","0.493098552091732"
"Some worries","2001","middle vocational","West Germany","4195","0.495068638162488","0.484463437348965","0.50567383897601"
"Some worries","2001","middle vocational","East Germany","1442","0.475220566854728","0.457317758999821","0.493123374709634"
"Some worries","2001","vocational + Abi","West Germany","445","0.4770475648624","0.445286268159858","0.508808861564942"
"Some worries","2001","vocational + Abi","East Germany","61","0.519752750624298","0.430362879892206","0.609142621356391"
"Some worries","2001","higher vocational","West Germany","620","0.495368244666183","0.467392788346803","0.523343700985563"
"Some worries","2001","higher vocational","East Germany","221","0.531840398299041","0.485374551424776","0.578306245173305"
"Some worries","2001","higher education","West Germany","1159","0.489069058411717","0.468706197768704","0.50943191905473"
"Some worries","2001","higher education","East Germany","550","0.434716353263005","0.40688832485327","0.462544381672741"
"No worries","2001","in school","West Germany","77","0.214672511303775","0.173711746527872","0.255633276079678"
"No worries","2001","in school","East Germany","","","",""
"No worries","2001","inadequately","West Germany","65","0.229268975522324","0.180804531449628","0.27773341959502"
"No worries","2001","inadequately","East Germany","","","",""
"No worries","2001","general elemantary","West Germany","555","0.216642195633996","0.200873950645725","0.232410440622266"
"No worries","2001","general elemantary","East Germany","97","0.228884565685253","0.19028251784534","0.267486613525165"
"No worries","2001","middle vocational","West Germany","1462","0.175670775250694","0.167598980256338","0.18374257024505"
"No worries","2001","middle vocational","East Germany","433","0.160026086348163","0.146882513851631","0.173169658844695"
"No worries","2001","vocational + Abi","West Germany","116","0.121607464544091","0.100824345582453","0.142390583505729"
"No worries","2001","vocational + Abi","East Germany","","","",""
"No worries","2001","higher vocational","West Germany","131","0.108102488730979","0.0907284361358207","0.125476541326136"
"No worries","2001","higher vocational","East Germany","35","0.0830739720989058","0.0573732179942575","0.108774726203554"
"No worries","2001","higher education","West Germany","275","0.126075480851155","0.112553980863964","0.139596980838347"
"No worries","2001","higher education","East Germany","103","0.103130539483833","0.0860577493819457","0.120203329585721"
"Big worries","2002","in school","West Germany","157","0.329825981665033","0.286626491836037","0.373025471494028"
"Big worries","2002","in school","East Germany","65","0.494098571255093","0.414617072281554","0.573580070228631"
"Big worries","2002","inadequately","West Germany","58","0.253878398111913","0.201177850615479","0.306578945608346"
"Big worries","2002","inadequately","East Germany","","","",""
"Big worries","2002","general elemantary","West Germany","607","0.258876079366317","0.241556517975194","0.27619564075744"
"Big worries","2002","general elemantary","East Germany","125","0.311367472376538","0.267395729634968","0.355339215118108"
"Big worries","2002","middle vocational","West Germany","2307","0.269735314701272","0.260409805368304","0.279060824034239"
"Big worries","2002","middle vocational","East Germany","824","0.280894672369878","0.26445475997206","0.297334584767697"
"Big worries","2002","vocational + Abi","West Germany","310","0.312224536352841","0.283979334972144","0.340469737733537"
"Big worries","2002","vocational + Abi","East Germany","42","0.278517148178824","0.202900019352553","0.354134277005096"
"Big worries","2002","higher vocational","West Germany","359","0.300818187542381","0.275811052426595","0.325825322658168"
"Big worries","2002","higher vocational","East Germany","129","0.259093249095773","0.218746475192872","0.299440022998674"
"Big worries","2002","higher education","West Germany","948","0.282869926465232","0.267335099328903","0.29840475360156"
"Big worries","2002","higher education","East Germany","464","0.359414747493949","0.333568915729329","0.385260579258569"
"Some worries","2002","in school","West Germany","212","0.471575646094916","0.425707679299341","0.51744361289049"
"Some worries","2002","in school","East Germany","70","0.397284006990688","0.319492318855183","0.475075695126193"
"Some worries","2002","inadequately","West Germany","147","0.530340286122075","0.469908363800152","0.590772208443999"
"Some worries","2002","inadequately","East Germany","","","",""
"Some worries","2002","general elemantary","West Germany","1287","0.515706475129609","0.495945829216659","0.535467121042559"
"Some worries","2002","general elemantary","East Germany","213","0.480621628250288","0.433177018697929","0.528066237802646"
"Some worries","2002","middle vocational","West Germany","4747","0.542285514131098","0.531817246022397","0.552753782239798"
"Some worries","2002","middle vocational","East Germany","1588","0.541401347368496","0.523174668239805","0.559628026497187"
"Some worries","2002","vocational + Abi","West Germany","568","0.560694922806419","0.530444305276248","0.59094554033659"
"Some worries","2002","vocational + Abi","East Germany","73","0.566207046461015","0.482606312887497","0.649807780034533"
"Some worries","2002","higher vocational","West Germany","716","0.534857595976737","0.507660102281867","0.562055089671607"
"Some worries","2002","higher vocational","East Germany","277","0.614711285395719","0.569895838928011","0.659526731863427"
"Some worries","2002","higher education","West Germany","1839","0.563967530689477","0.546863418589772","0.581071642789182"
"Some worries","2002","higher education","East Germany","740","0.545065038537613","0.518242312217446","0.57188776485778"
"No worries","2002","in school","West Germany","86","0.198598372240052","0.161941505131116","0.235255239348988"
"No worries","2002","in school","East Germany","","","",""
"No worries","2002","inadequately","West Germany","57","0.215781315766012","0.165970580042013","0.265592051490011"
"No worries","2002","inadequately","East Germany","","","",""
"No worries","2002","general elemantary","West Germany","563","0.225417445504074","0.208895045564902","0.241939845443246"
"No worries","2002","general elemantary","East Germany","88","0.208010899373174","0.169467861675538","0.24655393707081"
"No worries","2002","middle vocational","West Germany","1647","0.187979171167631","0.179769949995663","0.196188392339599"
"No worries","2002","middle vocational","East Germany","459","0.177703980261626","0.163721179597067","0.191686780926184"
"No worries","2002","vocational + Abi","West Germany","156","0.12708054084074","0.106779680834867","0.147381400846614"
"No worries","2002","vocational + Abi","East Germany","","","",""
"No worries","2002","higher vocational","West Germany","217","0.164324216480882","0.144117928983197","0.184530503978567"
"No worries","2002","higher vocational","East Germany","47","0.126195465508508","0.0956161322437541","0.156774798773262"
"No worries","2002","higher education","West Germany","442","0.153162542845292","0.140740575529339","0.165584510161244"
"No worries","2002","higher education","East Germany","120","0.0955202139684377","0.0796876528041605","0.111352775132715"
"Big worries","2003","in school","West Germany","120","0.25153794922444","0.211581614696064","0.291494283752816"
"Big worries","2003","in school","East Germany","46","0.30451058543891","0.233644728518221","0.375376442359599"
"Big worries","2003","inadequately","West Germany","52","0.225587634549192","0.173357117856327","0.277818151242058"
"Big worries","2003","inadequately","East Germany","","","",""
"Big worries","2003","general elemantary","West Germany","506","0.226206212024846","0.209119204719723","0.243293219329969"
"Big worries","2003","general elemantary","East Germany","97","0.247216850460211","0.205761995031391","0.288671705889031"
"Big worries","2003","middle vocational","West Germany","1804","0.224485196751814","0.21549479224199","0.233475601261638"
"Big worries","2003","middle vocational","East Germany","654","0.226941026028293","0.211437806156529","0.242444245900058"
"Big worries","2003","vocational + Abi","West Germany","238","0.241792788469211","0.215399825980303","0.268185750958118"
"Big worries","2003","vocational + Abi","East Germany","30","0.220578704200867","0.152619545064121","0.288537863337614"
"Big worries","2003","higher vocational","West Germany","288","0.265101348739241","0.240444432584823","0.289758264893659"
"Big worries","2003","higher vocational","East Germany","117","0.253693879718658","0.213535764934005","0.293851994503312"
"Big worries","2003","higher education","West Germany","634","0.227694818085107","0.212812546720032","0.242577089450181"
"Big worries","2003","higher education","East Germany","341","0.266706041340613","0.242573185643431","0.290838897037795"
"Some worries","2003","in school","West Germany","227","0.491638431088672","0.445601299363141","0.537675562814202"
"Some worries","2003","in school","East Germany","86","0.4851560672498","0.40819534818674","0.56211678631286"
"Some worries","2003","inadequately","West Germany","108","0.444608046011245","0.382511279215879","0.50670481280661"
"Some worries","2003","inadequately","East Germany","","","",""
"Some worries","2003","general elemantary","West Germany","1184","0.513288354256609","0.492874843760689","0.533701864752529"
"Some worries","2003","general elemantary","East Germany","226","0.528795204719957","0.48082737930233","0.576763030137584"
"Some worries","2003","middle vocational","West Germany","4518","0.546267218911266","0.535539855805726","0.556994582016806"
"Some worries","2003","middle vocational","East Germany","1628","0.571160706450005","0.55284239100558","0.589479021894429"
"Some worries","2003","vocational + Abi","West Germany","562","0.558659743025417","0.528051882503907","0.589267603546927"
"Some worries","2003","vocational + Abi","East Germany","84","0.579802659238989","0.498902975552294","0.660702342925684"
"Some worries","2003","higher vocational","West Germany","697","0.55226349837001","0.524485337724111","0.58004165901591"
"Some worries","2003","higher vocational","East Germany","272","0.608173321859794","0.56312065498598","0.653225988733607"
"Some worries","2003","higher education","West Germany","1843","0.590669222702854","0.573218736065533","0.608119709340176"
"Some worries","2003","higher education","East Germany","797","0.605192980318806","0.578518706207732","0.63186725442988"
"No worries","2003","in school","West Germany","106","0.256823619686888","0.216592472134676","0.297054767239101"
"No worries","2003","in school","East Germany","30","0.21033334731129","0.147575715112469","0.27309097951011"
"No worries","2003","inadequately","West Germany","86","0.329804319439563","0.271054096448616","0.38855454243051"
"No worries","2003","inadequately","East Germany","","","",""
"No worries","2003","general elemantary","West Germany","613","0.260505433718546","0.24257969719239","0.278431170244701"
"No worries","2003","general elemantary","East Germany","93","0.223987944819832","0.183924528303912","0.264051361335753"
"No worries","2003","middle vocational","West Germany","1952","0.22924758433692","0.220190254906819","0.238304913767021"
"No worries","2003","middle vocational","East Germany","522","0.201898267521702","0.187040467478533","0.216756067564871"
"No worries","2003","vocational + Abi","West Germany","211","0.199547468505373","0.174911853088637","0.224183083922108"
"No worries","2003","vocational + Abi","East Germany","","","",""
"No worries","2003","higher vocational","West Germany","246","0.182635152890748","0.161051784237745","0.204218521543752"
"No worries","2003","higher vocational","East Germany","62","0.138132798421548","0.106288740722348","0.169976856120749"
"No worries","2003","higher education","West Germany","573","0.181635959212039","0.167953241842641","0.195318676581437"
"No worries","2003","higher education","East Germany","152","0.12810097834058","0.109863593845859","0.146338362835302"
"Big worries","2004","in school","West Germany","127","0.24358911032214","0.204741036482082","0.282437184162199"
"Big worries","2004","in school","East Germany","54","0.345993206060706","0.273189903182999","0.418796508938413"
"Big worries","2004","inadequately","West Germany","43","0.23279980560095","0.177579031459833","0.288020579742067"
"Big worries","2004","inadequately","East Germany","","","",""
"Big worries","2004","general elemantary","West Germany","475","0.219670559953887","0.202286772613969","0.237054347293804"
"Big worries","2004","general elemantary","East Germany","76","0.218878448922555","0.176972748766824","0.260784149078285"
"Big worries","2004","middle vocational","West Germany","1842","0.230238812993872","0.221019488389063","0.239458137598681"
"Big worries","2004","middle vocational","East Germany","630","0.230164963012184","0.214415183409603","0.245914742614764"
"Big worries","2004","vocational + Abi","West Germany","250","0.264462896622667","0.237099658605794","0.291826134639539"
"Big worries","2004","vocational + Abi","East Germany","40","0.270559026925191","0.200395110617096","0.340722943233286"
"Big worries","2004","higher vocational","West Germany","303","0.266320353392388","0.241331215586481","0.291309491198295"
"Big worries","2004","higher vocational","East Germany","100","0.21241076990015","0.173930210470889","0.250891329329411"
"Big worries","2004","higher education","West Germany","678","0.245975170179409","0.230605275876081","0.261345064482737"
"Big worries","2004","higher education","East Germany","330","0.272307764627485","0.247873634545764","0.296741894709207"
"Some worries","2004","in school","West Germany","230","0.491697122697295","0.446451998242665","0.536942247151925"
"Some worries","2004","in school","East Germany","79","0.447712904123025","0.371608739878167","0.523817068367882"
"Some worries","2004","inadequately","West Germany","99","0.414239994232496","0.349876042068514","0.478603946396477"
"Some worries","2004","inadequately","East Germany","","","",""
"Some worries","2004","general elemantary","West Germany","1066","0.478925131589662","0.457950064757636","0.499900198421688"
"Some worries","2004","general elemantary","East Germany","215","0.521706779620084","0.471080892946412","0.572332666293755"
"Some worries","2004","middle vocational","West Germany","4322","0.541453440868176","0.530541447046785","0.552365434689567"
"Some worries","2004","middle vocational","East Germany","1539","0.543263408103399","0.524625628668033","0.561901187538765"
"Some worries","2004","vocational + Abi","West Germany","572","0.548500254909866","0.517625750724458","0.579374759095274"
"Some worries","2004","vocational + Abi","East Germany","85","0.55846656053101","0.48003910634393","0.636894014718089"
"Some worries","2004","higher vocational","West Germany","660","0.55915833390735","0.531090779329763","0.587225888484937"
"Some worries","2004","higher vocational","East Germany","246","0.590279046691326","0.544011550579678","0.636546542802974"
"Some worries","2004","higher education","West Germany","1756","0.5707046081909","0.553039503101125","0.588369713280675"
"Some worries","2004","higher education","East Germany","781","0.582629025505495","0.555561398788626","0.609696652222363"
"No worries","2004","in school","West Germany","112","0.264713766980564","0.224785712346851","0.304641821614278"
"No worries","2004","in school","East Germany","31","0.206293889816269","0.14436415629861","0.268223623333928"
"No worries","2004","inadequately","West Germany","83","0.352960200166554","0.29051699340349","0.415403406929619"
"No worries","2004","inadequately","East Germany","","","",""
"No worries","2004","general elemantary","West Germany","638","0.301404308456451","0.282137616428122","0.320671000484781"
"No worries","2004","general elemantary","East Germany","83","0.259414771457362","0.2149928680346","0.303836674880123"
"No worries","2004","middle vocational","West Germany","1846","0.228307746137952","0.21911565700829","0.237499835267614"
"No worries","2004","middle vocational","East Germany","575","0.226571628884417","0.210908848791325","0.24223440897751"
"No worries","2004","vocational + Abi","West Germany","176","0.187036848467467","0.162844287788443","0.211229409146491"
"No worries","2004","vocational + Abi","East Germany","","","",""
"No worries","2004","higher vocational","West Germany","239","0.174521312700262","0.153064113892109","0.195978511508415"
"No worries","2004","higher vocational","East Germany","88","0.197310183408524","0.159868802923516","0.234751563893532"
"No worries","2004","higher education","West Germany","582","0.183320221629691","0.169511180906544","0.197129262352837"
"No worries","2004","higher education","East Germany","164","0.14506320986702","0.1257329076814","0.16439351205264"
"Big worries","2005","in school","West Germany","166","0.348518068721518","0.306709850890907","0.39032628655213"
"Big worries","2005","in school","East Germany","53","0.290808508200838","0.217395209924599","0.364221806477078"
"Big worries","2005","inadequately","West Germany","74","0.337670242362129","0.275178838770139","0.400161645954119"
"Big worries","2005","inadequately","East Germany","","","",""
"Big worries","2005","general elemantary","West Germany","569","0.299978595488901","0.280102960352639","0.319854230625164"
"Big worries","2005","general elemantary","East Germany","102","0.325922354832617","0.276026981215323","0.37581772844991"
"Big worries","2005","middle vocational","West Germany","2239","0.305671510321132","0.29532090528566","0.316022115356604"
"Big worries","2005","middle vocational","East Germany","784","0.306257552577992","0.288624562018371","0.323890543137613"
"Big worries","2005","vocational + Abi","West Germany","284","0.296831140431447","0.268050864237616","0.325611416625278"
"Big worries","2005","vocational + Abi","East Germany","59","0.402848446930045","0.326850610323028","0.478846283537063"
"Big worries","2005","higher vocational","West Germany","339","0.311807222165349","0.284869735918775","0.338744708411923"
"Big worries","2005","higher vocational","East Germany","130","0.247161655315157","0.206005643931683","0.288317666698632"
"Big worries","2005","higher education","West Germany","823","0.298117100726389","0.281488666754249","0.314745534698529"
"Big worries","2005","higher education","East Germany","487","0.382702963651768","0.355769175190381","0.409636752113154"
"Some worries","2005","in school","West Germany","212","0.423485629577415","0.380132323127761","0.466838936027069"
"Some worries","2005","in school","East Germany","71","0.461893220587362","0.381300753708328","0.542485687466396"
"Some worries","2005","inadequately","West Germany","95","0.453331716004352","0.38754976622678","0.519113665781925"
"Some worries","2005","inadequately","East Germany","","","",""
"Some worries","2005","general elemantary","West Germany","967","0.456899419710199","0.435293604427848","0.47850523499255"
"Some worries","2005","general elemantary","East Germany","166","0.47263063357348","0.419485117949798","0.525776149197163"
"Some worries","2005","middle vocational","West Germany","3893","0.499263170786907","0.4880294068008","0.510496934773013"
"Some worries","2005","middle vocational","East Germany","1432","0.524036385837481","0.504931210167531","0.543141561507431"
"Some worries","2005","vocational + Abi","West Germany","526","0.5480466709653","0.516694618355402","0.579398723575198"
"Some worries","2005","vocational + Abi","East Germany","78","0.484899842384281","0.407460802009674","0.562338882758888"
"Some worries","2005","higher vocational","West Germany","612","0.560050188093842","0.53118502822117","0.588915347966514"
"Some worries","2005","higher vocational","East Germany","235","0.585622247635531","0.538622138725759","0.632622356545303"
"Some worries","2005","higher education","West Germany","1604","0.529079749805147","0.510934630505377","0.547224869104917"
"Some worries","2005","higher education","East Germany","671","0.544427750253349","0.516830348619596","0.572025151887103"
"No worries","2005","in school","West Germany","121","0.227996301701066","0.191185827697228","0.264806775704905"
"No worries","2005","in school","East Germany","","","",""
"No worries","2005","inadequately","West Germany","51","0.208998041633518","0.155270540956203","0.262725542310834"
"No worries","2005","inadequately","East Germany","","","",""
"No worries","2005","general elemantary","West Germany","506","0.2431219848009","0.224516316089351","0.26172765351245"
"No worries","2005","general elemantary","East Germany","71","0.201447011593903","0.158751666702067","0.24414235648574"
"No worries","2005","middle vocational","West Germany","1478","0.195065318891961","0.18616252921646","0.203968108567462"
"No worries","2005","middle vocational","East Germany","409","0.169706061584527","0.155346272924878","0.184065850244177"
"No worries","2005","vocational + Abi","West Germany","158","0.155122188603253","0.132316440324598","0.177927936881907"
"No worries","2005","vocational + Abi","East Germany","","","",""
"No worries","2005","higher vocational","West Germany","185","0.128142589740809","0.108705626859906","0.147579552621712"
"No worries","2005","higher vocational","East Germany","57","0.167216097049312","0.13161223843309","0.202819955665534"
"No worries","2005","higher education","West Germany","480","0.172803149468464","0.159059380755415","0.186546918181514"
"No worries","2005","higher education","East Germany","93","0.0728692860948833","0.0584659804130499","0.0872725917767167"
"Big worries","2006","in school","West Germany","87","0.341369635432026","0.289658967377988","0.393080303486065"
"Big worries","2006","in school","East Germany","35","0.447067020833553","0.333013361231158","0.561120680435948"
"Big worries","2006","inadequately","West Germany","56","0.280308775464738","0.21912245049432","0.341495100435157"
"Big worries","2006","inadequately","East Germany","","","",""
"Big worries","2006","general elemantary","West Germany","561","0.2791689545448","0.259895376245613","0.298442532843986"
"Big worries","2006","general elemantary","East Germany","78","0.238706864566686","0.195270282916385","0.282143446216986"
"Big worries","2006","middle vocational","West Germany","2373","0.294523282735831","0.284681828147056","0.304364737324606"
"Big worries","2006","middle vocational","East Germany","739","0.276105565215144","0.259552088408016","0.292659042022272"
"Big worries","2006","vocational + Abi","West Germany","278","0.276385314039663","0.249231840150142","0.303538787929185"
"Big worries","2006","vocational + Abi","East Germany","53","0.303271765393265","0.2337627486581","0.37278078212843"
"Big worries","2006","higher vocational","West Germany","353","0.315405640804606","0.28936292637353","0.341448355235681"
"Big worries","2006","higher vocational","East Germany","127","0.288784004222558","0.245646751027908","0.331921257417209"
"Big worries","2006","higher education","West Germany","842","0.268601913595228","0.253325917302904","0.283877909887552"
"Big worries","2006","higher education","East Germany","394","0.310074878384956","0.285245417683561","0.334904339086351"
"Some worries","2006","in school","West Germany","159","0.432410043760947","0.378382892683195","0.4864371948387"
"Some worries","2006","in school","East Germany","","","",""
"Some worries","2006","inadequately","West Germany","94","0.424026764047926","0.356704191229752","0.4913493368661"
"Some worries","2006","inadequately","East Germany","","","",""
"Some worries","2006","general elemantary","West Germany","1019","0.468326729404936","0.4468875115581","0.489765947251772"
"Some worries","2006","general elemantary","East Germany","191","0.485717551186972","0.434791502726914","0.53664359964703"
"Some worries","2006","middle vocational","West Germany","4357","0.52014073175219","0.50935435687937","0.530927106625011"
"Some worries","2006","middle vocational","East Germany","1546","0.537116858520532","0.518654630973795","0.555579086067269"
"Some worries","2006","vocational + Abi","West Germany","584","0.536566280205232","0.506288799579041","0.566843760831424"
"Some worries","2006","vocational + Abi","East Germany","88","0.515784586569353","0.440215019379705","0.591354153759001"
"Some worries","2006","higher vocational","West Germany","671","0.542585814757847","0.514665269546497","0.570506359969197"
"Some worries","2006","higher vocational","East Germany","227","0.50570789814418","0.458118866635395","0.553296929652965"
"Some worries","2006","higher education","West Germany","1814","0.545362856780155","0.528201432903031","0.562524280657279"
"Some worries","2006","higher education","East Germany","784","0.56895493986384","0.542370146517649","0.595539733210032"
"No worries","2006","in school","West Germany","77","0.226220320807026","0.180593385701725","0.271847255912327"
"No worries","2006","in school","East Germany","","","",""
"No worries","2006","inadequately","West Germany","57","0.295664460487335","0.233498552413474","0.357830368561197"
"No worries","2006","inadequately","East Germany","","","",""
"No worries","2006","general elemantary","West Germany","501","0.252504316050264","0.233838335947251","0.271170296153277"
"No worries","2006","general elemantary","East Germany","101","0.275575584246342","0.230049097535016","0.321102070957668"
"No worries","2006","middle vocational","West Germany","1511","0.185335985511979","0.176946655544886","0.193725315479072"
"No worries","2006","middle vocational","East Germany","517","0.186777576264324","0.172347086671744","0.201208065856904"
"No worries","2006","vocational + Abi","West Germany","180","0.187048405755104","0.163371574411376","0.210725237098833"
"No worries","2006","vocational + Abi","East Germany","","","",""
"No worries","2006","higher vocational","West Germany","199","0.142008544437548","0.122445628806665","0.161571460068431"
"No worries","2006","higher vocational","East Germany","70","0.205508097633262","0.167046761285837","0.243969433980686"
"No worries","2006","higher education","West Germany","578","0.186035229624617","0.172623694703648","0.199446764545586"
"No worries","2006","higher education","East Germany","155","0.120970181751204","0.103464703244287","0.138475660258121"
"Big worries","2007","in school","West Germany","71","0.253909726389758","0.200696831352262","0.307122621427254"
"Big worries","2007","in school","East Germany","","","",""
"Big worries","2007","inadequately","West Germany","45","0.239096129672856","0.178920505161877","0.299271754183834"
"Big worries","2007","inadequately","East Germany","","","",""
"Big worries","2007","general elemantary","West Germany","509","0.280826664949644","0.260386796393071","0.301266533506218"
"Big worries","2007","general elemantary","East Germany","79","0.252877831042948","0.205838367558125","0.299917294527771"
"Big worries","2007","middle vocational","West Germany","2076","0.271426822096442","0.261465657897527","0.281387986295357"
"Big worries","2007","middle vocational","East Germany","679","0.269648084750804","0.252671583360556","0.286624586141051"
"Big worries","2007","vocational + Abi","West Germany","274","0.287717625778884","0.259729462883583","0.315705788674185"
"Big worries","2007","vocational + Abi","East Germany","44","0.243327232530298","0.178052747024913","0.308601718035682"
"Big worries","2007","higher vocational","West Germany","286","0.281052840592975","0.25471528148087","0.307390399705081"
"Big worries","2007","higher vocational","East Germany","117","0.296968723242859","0.252413349845276","0.341524096640442"
"Big worries","2007","higher education","West Germany","817","0.272727731806849","0.25699928286299","0.288456180750707"
"Big worries","2007","higher education","East Germany","428","0.335935438179309","0.310230819510433","0.361640056848184"
"Some worries","2007","in school","West Germany","133","0.552732158418504","0.491943475663865","0.613520841173144"
"Some worries","2007","in school","East Germany","35","0.428556948598523","0.321446481439408","0.535667415757637"
"Some worries","2007","inadequately","West Germany","90","0.467439990769438","0.397049070250269","0.537830911288607"
"Some worries","2007","inadequately","East Germany","","","",""
"Some worries","2007","general elemantary","West Germany","876","0.472163518385544","0.449457653196147","0.494869383574941"
"Some worries","2007","general elemantary","East Germany","159","0.453014896795241","0.399143881550828","0.506885912039655"
"Some worries","2007","middle vocational","West Germany","4057","0.530334057947078","0.519154711323519","0.541513404570637"
"Some worries","2007","middle vocational","East Germany","1398","0.504678274116177","0.485551821428861","0.523804726803493"
"Some worries","2007","vocational + Abi","West Germany","574","0.553937563696798","0.523205388914273","0.584669738479322"
"Some worries","2007","vocational + Abi","East Germany","94","0.566672988077638","0.491290896434829","0.642055079720447"
"Some worries","2007","higher vocational","West Germany","653","0.568766010520561","0.539748753441127","0.597783267599996"
"Some worries","2007","higher vocational","East Germany","223","0.529568756489706","0.480898160478817","0.578239352500595"
"Some worries","2007","higher education","West Germany","1766","0.560325004074058","0.542795944445674","0.577854063702442"
"Some worries","2007","higher education","East Germany","716","0.554898517975851","0.527851810396557","0.581945225555144"
"No worries","2007","in school","West Germany","53","0.193358115191737","0.145074129134042","0.241642101249432"
"No worries","2007","in school","East Germany","","","",""
"No worries","2007","inadequately","West Germany","58","0.293463879557707","0.229222634640185","0.357705124475228"
"No worries","2007","inadequately","East Germany","","","",""
"No worries","2007","general elemantary","West Germany","472","0.247009816664811","0.227394564165195","0.266625069164428"
"No worries","2007","general elemantary","East Germany","90","0.29410727216181","0.244797453590562","0.343417090733059"
"No worries","2007","middle vocational","West Germany","1523","0.19823911995648","0.189308857141791","0.207169382771169"
"No worries","2007","middle vocational","East Germany","548","0.22567364113302","0.209682263584881","0.241665018681158"
"No worries","2007","vocational + Abi","West Germany","157","0.158344810524319","0.135774679499794","0.180914941548843"
"No worries","2007","vocational + Abi","East Germany","","","",""
"No worries","2007","higher vocational","West Germany","180","0.150181148886463","0.129249475993647","0.171112821779279"
"No worries","2007","higher vocational","East Germany","64","0.173462520267435","0.136539985313269","0.210385055221601"
"No worries","2007","higher education","West Germany","497","0.166947264119093","0.15377687417878","0.180117654059407"
"No worries","2007","higher education","East Germany","153","0.109166043844841","0.0921945422100348","0.126137545479647"
"Big worries","2008","in school","West Germany","71","0.281614240831769","0.227963913928601","0.335264567734937"
"Big worries","2008","in school","East Germany","","","",""
"Big worries","2008","inadequately","West Germany","36","0.246546586322591","0.180981634521705","0.312111538123477"
"Big worries","2008","inadequately","East Germany","","","",""
"Big worries","2008","general elemantary","West Germany","410","0.258829487024134","0.238082159970103","0.279576814078164"
"Big worries","2008","general elemantary","East Germany","61","0.21378612933827","0.16769987501301","0.25987238366353"
"Big worries","2008","middle vocational","West Germany","1773","0.249505573930636","0.239515825223409","0.259495322637864"
"Big worries","2008","middle vocational","East Germany","539","0.224047731353463","0.207709982440602","0.240385480266324"
"Big worries","2008","vocational + Abi","West Germany","195","0.209116943114735","0.183007904438416","0.235225981791054"
"Big worries","2008","vocational + Abi","East Germany","36","0.231037419303979","0.166528475287716","0.295546363320242"
"Big worries","2008","higher vocational","West Germany","263","0.270985566040129","0.243933536321828","0.29803759575843"
"Big worries","2008","higher vocational","East Germany","97","0.225008418424712","0.18268700477134","0.267329832078084"
"Big worries","2008","higher education","West Germany","608","0.206015556980826","0.191428342368968","0.220602771592685"
"Big worries","2008","higher education","East Germany","305","0.259672108516433","0.235277890087518","0.284066326945348"
"Some worries","2008","in school","West Germany","133","0.494020941505516","0.434385401010914","0.553656482000118"
"Some worries","2008","in school","East Germany","41","0.548303914096753","0.440589207818605","0.6560186203749"
"Some worries","2008","inadequately","West Germany","79","0.531424915783048","0.455513935606901","0.607335895959195"
"Some worries","2008","inadequately","East Germany","","","",""
"Some worries","2008","general elemantary","West Germany","860","0.494330479635845","0.470647393532017","0.518013565739674"
"Some worries","2008","general elemantary","East Germany","160","0.475483429066276","0.419345214138327","0.531621643994224"
"Some worries","2008","middle vocational","West Germany","3917","0.546284336476001","0.534791110058054","0.557777562893948"
"Some worries","2008","middle vocational","East Germany","1398","0.547325314306907","0.527821466011349","0.566829162602465"
