"plj0589","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","16-34 y.","1-pers.-HH","369","0.582463472457929","0.544868571389124","0.620058373526733","5"
"Never","2013","16-34 y.","(Married) couple without C. ","448","0.594242788481515","0.559263156586852","0.629222420376177","5"
"Never","2013","16-34 y.","Couple + C. LE 16 ","892","0.547259213587504","0.523756024003362","0.570762403171646","5"
"Never","2013","16-34 y.","Couple + C. GT 16 ","510","0.536795797994432","0.504109169227166","0.569482426761698","5"
"Never","2013","16-34 y.","Couple + C. LE and GT 16","365","0.579522445044459","0.540945368936077","0.618099521152842","5"
"Never","2013","35-65 y.","1-pers.-HH","703","0.445345788145687","0.420385018541119","0.470306557750255","5"
"Never","2013","35-65 y.","(Married) couple without C. ","2152","0.587299284018766","0.571221596498254","0.603376971539278","5"
"Never","2013","35-65 y.","Single parent ","865","0.50322332857552","0.479476711633124","0.526969945517916","5"
"Never","2013","35-65 y.","Couple + C. LE 16 ","2944","0.630193102042068","0.616451497701891","0.643934706382246","5"
"Never","2013","35-65 y.","Couple + C. GT 16 ","1020","0.565035315263098","0.541714806241913","0.588355824284282","5"
"Never","2013","66 and older","1-pers.-HH","782","0.550281828780887","0.52417682315481","0.576386834406965","5"
"Never","2013","66 and older","(Married) couple without C. ","2089","0.611105921094905","0.59441486634926","0.62779697584055","5"
"Never","2013","66 and older","Single parent ","38","0.541543296607011","0.42724166843626","0.655844924777762","5"
"Never","2013","16-34 y.","Single parent ","442","0.534061114366168","0.500124461824072","0.567997766908264","5"
"Never","2013","35-65 y.","Couple + C. LE and GT 16","816","0.600955867970077","0.575193539542816","0.626718196397338","5"
"Never","2013","66 and older","Couple + C. GT 16 ","105","0.705503804372901","0.632801338403591","0.778206270342211","5"
"Never","2013","66 and older","Couple + C. LE and GT 16","","","","","5"
"Never","2013","66 and older","Couple + C. LE 16 ","8","","","","5"
"Often","2013","16-34 y.","1-pers.-HH","30","0.0517046198141605","0.0348241762920891","0.0685850633362318","2"
"Often","2013","16-34 y.","(Married) couple without C. ","16","","","","2"
"Often","2013","35-65 y.","Single parent ","120","0.0778279176808264","0.0651041873024281","0.0905516480592247","2"
"Often","2013","35-65 y.","Couple + C. LE 16 ","120","0.0213398500731065","0.0172262246094567","0.0254534755367563","2"
"Often","2013","66 and older","Couple + C. GT 16 ","4","","","","2"
"Often","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Often","2013","16-34 y.","Single parent ","35","0.0258848843709733","0.0150820603681115","0.0366877083738351","2"
"Often","2013","16-34 y.","Couple + C. LE 16 ","66","0.0470786736202987","0.0370776124196392","0.0570797348209582","2"
"Often","2013","16-34 y.","Couple + C. GT 16 ","33","0.0345993954483512","0.0226191043673853","0.0465796865293171","2"
"Often","2013","16-34 y.","Couple + C. LE and GT 16","16","","","","2"
"Often","2013","35-65 y.","1-pers.-HH","113","0.0739150707091486","0.0607752316443369","0.0870549097739604","2"
"Often","2013","35-65 y.","(Married) couple without C. ","85","0.0281590595583624","0.0227567072200133","0.0335614118967115","2"
"Often","2013","35-65 y.","Couple + C. GT 16 ","51","0.0319320521269329","0.023661403586708","0.0402027006671577","2"
"Often","2013","35-65 y.","Couple + C. LE and GT 16","55","0.0413376056754642","0.0308649008561745","0.0518103104947539","2"
"Often","2013","66 and older","1-pers.-HH","67","0.0517987152625126","0.0401689552984283","0.063428475226597","2"
"Often","2013","66 and older","(Married) couple without C. ","76","0.0280536695700116","0.0224000595083146","0.0337072796317085","2"
"Often","2013","66 and older","Single parent ","7","","","","2"
"Often","2013","66 and older","Couple + C. LE 16 ","","","","","2"
"Rarely ","2013","16-34 y.","(Married) couple without C. ","217","0.307078842416485","0.274218883979041","0.339938800853928","4"
"Rarely ","2013","16-34 y.","1-pers.-HH","185","0.25780016116837","0.2244537284562","0.29114659388054","4"
"Rarely ","2013","16-34 y.","Single parent ","229","0.271460070302919","0.241205659247634","0.301714481358205","4"
"Rarely ","2013","16-34 y.","Couple + C. LE 16 ","515","0.283095005258819","0.261823297447139","0.304366713070499","4"
"Rarely ","2013","16-34 y.","Couple + C. GT 16 ","258","0.323673763547816","0.293003945603183","0.354343581492449","4"
"Rarely ","2013","66 and older","Couple + C. GT 16 ","32","0.189580201930559","0.127061330576407","0.25209907328471","4"
"Rarely ","2013","66 and older","Couple + C. LE and GT 16","","","","","4"
"Rarely ","2013","16-34 y.","Couple + C. LE and GT 16","192","0.274749527305721","0.239864806178897","0.309634248432546","4"
"Rarely ","2013","35-65 y.","1-pers.-HH","436","0.295099641127615","0.272193794636628","0.318005487618603","4"
"Rarely ","2013","35-65 y.","(Married) couple without C. ","1006","0.284685383292423","0.269948441393012","0.299422325191833","4"
"Rarely ","2013","35-65 y.","Single parent ","434","0.263024127247575","0.242113589757116","0.283934664738034","4"
"Rarely ","2013","35-65 y.","Couple + C. LE 16 ","1270","0.269913109671956","0.257277029351115","0.282549189992797","4"
"Rarely ","2013","35-65 y.","Couple + C. GT 16 ","490","0.304462974054994","0.282815830347789","0.326110117762199","4"
"Rarely ","2013","35-65 y.","Couple + C. LE and GT 16","375","0.273912801043873","0.250451401661232","0.297374200426514","4"
"Rarely ","2013","66 and older","1-pers.-HH","353","0.260636447183741","0.237600420137856","0.283672474229626","4"
"Rarely ","2013","66 and older","(Married) couple without C. ","853","0.272835937832803","0.257585691411638","0.288086184253968","4"
"Rarely ","2013","66 and older","Single parent ","18","","","","4"
"Rarely ","2013","66 and older","Couple + C. LE 16 ","3","","","","4"
"Sometimes","2013","35-65 y.","Couple + C. LE and GT 16","132","0.0789386712562737","0.0647532401732882","0.0931241023392593","3"
"Sometimes","2013","35-65 y.","Couple + C. GT 16 ","166","0.0915324790011106","0.0779676118265504","0.105097346175671","3"
"Sometimes","2013","16-34 y.","(Married) couple without C. ","72","0.0699788302813153","0.0518056929762765","0.088151967586354","3"
"Sometimes","2013","16-34 y.","Single parent ","108","0.148357734698533","0.124175705303027","0.172539764094038","3"
"Sometimes","2013","16-34 y.","1-pers.-HH","70","0.0998099287502801","0.076959132216305","0.122660725284255","3"
"Sometimes","2013","35-65 y.","Single parent ","231","0.132666847705048","0.116556127865666","0.148777567544429","3"
"Sometimes","2013","35-65 y.","Couple + C. LE 16 ","382","0.074276991475142","0.0668128339760004","0.0817411489742835","3"
"Sometimes","2013","66 and older","1-pers.-HH","169","0.12256256648813","0.105353869413309","0.139771263562951","3"
"Sometimes","2013","66 and older","(Married) couple without C. ","244","0.0833236545713267","0.0738612385632132","0.0927860705794403","3"
"Sometimes","2013","66 and older","Single parent ","8","","","","3"
"Sometimes","2013","66 and older","Couple + C. LE 16 ","3","","","","3"
"Sometimes","2013","16-34 y.","Couple + C. LE 16 ","229","0.115620995470417","0.100522175173116","0.130719815767719","3"
"Sometimes","2013","16-34 y.","Couple + C. GT 16 ","88","0.100656427357337","0.0809338846526636","0.120378970062009","3"
"Sometimes","2013","16-34 y.","Couple + C. LE and GT 16","53","0.106677116338482","0.0825523768882509","0.130801855788712","3"
"Sometimes","2013","35-65 y.","1-pers.-HH","221","0.15402745433355","0.135898391976444","0.172156516690656","3"
"Sometimes","2013","35-65 y.","(Married) couple without C. ","325","0.0899276636351517","0.0805852122075122","0.0992701150627911","3"
"Sometimes","2013","66 and older","Couple + C. GT 16 ","10","","","","3"
"Sometimes","2013","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2013","16-34 y.","1-pers.-HH","7","","","","1"
"Very often","2013","16-34 y.","(Married) couple without C. ","4","","","","1"
"Very often","2013","16-34 y.","Single parent ","16","","","","1"
"Very often","2013","16-34 y.","Couple + C. LE 16 ","21","","","","1"
"Very often","2013","16-34 y.","Couple + C. GT 16 ","5","","","","1"
"Very often","2013","16-34 y.","Couple + C. LE and GT 16","3","","","","1"
"Very often","2013","35-65 y.","1-pers.-HH","50","0.0316120456839989","0.0228248736483092","0.0403992177196886","1"
"Very often","2013","35-65 y.","(Married) couple without C. ","34","0.00992860949529734","0.00669078199653244","0.0131664369940622","1"
"Very often","2013","35-65 y.","Single parent ","53","0.0232577787910306","0.0160993968728673","0.030416160709194","1"
"Very often","2013","35-65 y.","Couple + C. LE 16 ","25","","","","1"
"Very often","2013","35-65 y.","Couple + C. GT 16 ","9","","","","1"
"Very often","2013","35-65 y.","Couple + C. LE and GT 16","10","","","","1"
"Very often","2013","66 and older","1-pers.-HH","24","","","","1"
"Very often","2013","66 and older","(Married) couple without C. ","15","","","","1"
"Very often","2013","66 and older","Single parent ","2","","","","1"
"Very often","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2013","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2014","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2014","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2014","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2014","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2014","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2014","16-34 y.","1-pers.-HH","","","","","5"
"Never","2014","66 and older","(Married) couple without C. ","","","","","5"
"Never","2014","66 and older","Single parent ","","","","","5"
"Never","2014","16-34 y.","Single parent ","","","","","5"
"Never","2014","35-65 y.","Single parent ","","","","","5"
"Never","2014","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2014","66 and older","1-pers.-HH","","","","","5"
"Never","2014","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2014","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2014","35-65 y.","1-pers.-HH","","","","","5"
"Never","2014","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2014","66 and older","Couple + C. GT 16 ","","","","","5"
