"plj0589","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Often","2017","16-34 y.","Female","259","0.0491790016202059","0.0425175776536874","0.0558404255867245"
"Often","2017","35-65 y.","Male","313","0.0362025658827488","0.0319532313770427","0.040451900388455"
"Often","2017","35-65 y.","Female","404","0.0394068276353734","0.0353712829144159","0.0434423723563308"
"Often","2017","66 and older","Male","57","0.0272297589459784","0.0208281849819358","0.0336313329100211"
"Often","2017","66 and older","Female","86","0.034425465514562","0.0273711874027691","0.041479743626355"
"Sometimes","2017","16-34 y.","Male","575","0.106052350151992","0.0965342283852205","0.115570471918763"
"Sometimes","2017","16-34 y.","Female","614","0.118071432119661","0.108130732291392","0.128012131947929"
"Sometimes","2017","35-65 y.","Male","749","0.0898115991979251","0.0833074540596054","0.0963157443362447"
"Sometimes","2017","35-65 y.","Female","1046","0.115709474898708","0.109074662818027","0.122344286979389"
"Sometimes","2017","66 and older","Male","207","0.0958484554393961","0.084269406089301","0.107427504789491"
"Sometimes","2017","66 and older","Female","247","0.11353974995157","0.101264697267797","0.125814802635342"
"Rarely ","2017","16-34 y.","Male","988","0.285177174125623","0.271220187861161","0.299134160390086"
"Rarely ","2017","16-34 y.","Female","1002","0.261014618230181","0.247485229405034","0.274544007055328"
"Rarely ","2017","35-65 y.","Male","1992","0.284355649474441","0.274093509953807","0.294617788995076"
"Rarely ","2017","35-65 y.","Female","2270","0.250757202481625","0.241766685287299","0.259747719675951"
"Rarely ","2017","66 and older","Male","707","0.281363081706107","0.26367633120665","0.299049832205564"
"Rarely ","2017","66 and older","Female","634","0.244732435832753","0.228097698474179","0.261367173191328"
"Never","2017","16-34 y.","Male","2094","0.552657398165934","0.537287068295747","0.568027728036121"
"Never","2017","16-34 y.","Female","2094","0.559691561859325","0.544398983201048","0.574984140517602"
"Never","2017","35-65 y.","Male","4263","0.577882706903431","0.566647145379406","0.589118268427456"
"Never","2017","35-65 y.","Female","5051","0.579925077429158","0.569687528224573","0.590162626633742"
"Never","2017","66 and older","Male","1496","0.587674909711922","0.568313000149205","0.607036819274639"
"Never","2017","66 and older","Female","1567","0.59629138965703","0.577307594447307","0.615275184866752"
"Very often","2018","16-34 y.","Male","5","","",""
"Very often","2018","16-34 y.","Female","7","","",""
"Very often","2018","35-65 y.","Male","6","","",""
"Very often","2018","35-65 y.","Female","8","","",""
"Very often","2018","66 and older","Male","1","","",""
"Very often","2018","66 and older","Female","","","",""
"Often","2018","16-34 y.","Male","9","","",""
"Often","2018","16-34 y.","Female","12","","",""
"Often","2018","35-65 y.","Male","10","","",""
"Often","2018","35-65 y.","Female","8","","",""
"Often","2018","66 and older","Male","","","",""
"Often","2018","66 and older","Female","1","","",""
"Sometimes","2018","16-34 y.","Male","22","","",""
"Sometimes","2018","16-34 y.","Female","36","0.223434511169513","0.156550990316082","0.290318032022943"
"Sometimes","2018","35-65 y.","Male","21","","",""
"Sometimes","2018","35-65 y.","Female","14","","",""
"Sometimes","2018","66 and older","Male","","","",""
"Sometimes","2018","66 and older","Female","","","",""
"Rarely ","2018","16-34 y.","Male","21","","",""
"Rarely ","2018","16-34 y.","Female","25","","",""
"Rarely ","2018","35-65 y.","Male","13","","",""
"Rarely ","2018","35-65 y.","Female","11","","",""
"Rarely ","2018","66 and older","Male","1","","",""
"Rarely ","2018","66 and older","Female","","","",""
"Never","2018","16-34 y.","Male","50","0.464533080193868","0.37003328911951","0.559032871268227"
"Never","2018","16-34 y.","Female","69","0.470484904760177","0.390341649906499","0.550628159613854"
"Never","2018","35-65 y.","Male","34","0.43753913916943","0.331451922427451","0.54362635591141"
"Never","2018","35-65 y.","Female","37","0.479947828460788","0.369075986610208","0.590819670311368"
"Never","2018","66 and older","Male","1","","",""
"Never","2018","66 and older","Female","","","",""
"Very often","2019","16-34 y.","Male","1","","",""
"Very often","2019","16-34 y.","Female","2","","",""
"Very often","2019","35-65 y.","Male","4","","",""
"Very often","2019","35-65 y.","Female","","","",""
"Very often","2019","66 and older","Male","","","",""
"Very often","2019","66 and older","Female","1","","",""
"Often","2019","16-34 y.","Male","5","","",""
"Often","2019","16-34 y.","Female","6","","",""
"Often","2019","35-65 y.","Male","3","","",""
"Often","2019","35-65 y.","Female","7","","",""
"Often","2019","66 and older","Male","","","",""
"Often","2019","66 and older","Female","","","",""
"Sometimes","2019","16-34 y.","Male","12","","",""
"Sometimes","2019","16-34 y.","Female","15","","",""
"Sometimes","2019","35-65 y.","Male","17","","",""
"Sometimes","2019","35-65 y.","Female","17","","",""
"Sometimes","2019","66 and older","Male","","","",""
"Sometimes","2019","66 and older","Female","","","",""
"Rarely ","2019","16-34 y.","Male","11","","",""
"Rarely ","2019","16-34 y.","Female","8","","",""
"Rarely ","2019","35-65 y.","Male","12","","",""
"Rarely ","2019","35-65 y.","Female","19","","",""
"Rarely ","2019","66 and older","Male","2","","",""
"Rarely ","2019","66 and older","Female","","","",""
"Never","2019","16-34 y.","Male","44","0.610899499931832","0.499058139735586","0.722740860128078"
"Never","2019","16-34 y.","Female","41","0.558209159630834","0.443502488666677","0.67291583059499"
"Never","2019","35-65 y.","Male","21","","",""
"Never","2019","35-65 y.","Female","25","","",""
"Never","2019","66 and older","Male","2","","",""
"Never","2019","66 and older","Female","1","","",""
