"plj0589","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","2018","Single parent ","Urban Area","6","","",""
"Never","2018","Single parent ","Rural Area","","","",""
"Never","2018","Couple + C. LE 16 ","Urban Area","43","0.465698090206142","0.364318108512924","0.56707807189936"
"Never","2018","Couple + C. LE 16 ","Rural Area","26","","",""
"Never","2018","Couple + C. GT 16 ","Urban Area","5","","",""
"Never","2018","Couple + C. GT 16 ","Rural Area","2","","",""
"Never","2018","Couple + C. LE and GT 16","Urban Area","27","","",""
"Never","2018","Couple + C. LE and GT 16","Rural Area","27","","",""
"Very often","2019","1-pers.-HH","Urban Area","","","",""
"Very often","2019","1-pers.-HH","Rural Area","","","",""
"Very often","2019","(Married) couple without C. ","Urban Area","","","",""
"Very often","2019","(Married) couple without C. ","Rural Area","","","",""
"Very often","2019","Single parent ","Urban Area","","","",""
"Very often","2019","Single parent ","Rural Area","1","","",""
"Very often","2019","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2019","Couple + C. LE 16 ","Rural Area","2","","",""
"Very often","2019","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2019","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2019","Couple + C. LE and GT 16","Urban Area","1","","",""
"Very often","2019","Couple + C. LE and GT 16","Rural Area","1","","",""
"Often","2019","1-pers.-HH","Urban Area","1","","",""
"Often","2019","1-pers.-HH","Rural Area","","","",""
"Often","2019","(Married) couple without C. ","Urban Area","","","",""
"Often","2019","(Married) couple without C. ","Rural Area","","","",""
"Often","2019","Single parent ","Urban Area","1","","",""
"Often","2019","Single parent ","Rural Area","1","","",""
"Often","2019","Couple + C. LE 16 ","Urban Area","3","","",""
"Often","2019","Couple + C. LE 16 ","Rural Area","1","","",""
"Often","2019","Couple + C. GT 16 ","Urban Area","2","","",""
"Often","2019","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2019","Couple + C. LE and GT 16","Urban Area","6","","",""
"Often","2019","Couple + C. LE and GT 16","Rural Area","2","","",""
"Sometimes","2019","1-pers.-HH","Urban Area","","","",""
"Sometimes","2019","1-pers.-HH","Rural Area","","","",""
"Sometimes","2019","(Married) couple without C. ","Urban Area","5","","",""
"Sometimes","2019","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2019","Single parent ","Urban Area","2","","",""
"Sometimes","2019","Single parent ","Rural Area","1","","",""
"Sometimes","2019","Couple + C. LE 16 ","Urban Area","14","","",""
"Sometimes","2019","Couple + C. LE 16 ","Rural Area","13","","",""
"Sometimes","2019","Couple + C. GT 16 ","Urban Area","3","","",""
"Sometimes","2019","Couple + C. GT 16 ","Rural Area","1","","",""
"Sometimes","2019","Couple + C. LE and GT 16","Urban Area","8","","",""
"Sometimes","2019","Couple + C. LE and GT 16","Rural Area","3","","",""
"Rarely ","2019","1-pers.-HH","Urban Area","1","","",""
"Rarely ","2019","1-pers.-HH","Rural Area","1","","",""
"Rarely ","2019","(Married) couple without C. ","Urban Area","1","","",""
"Rarely ","2019","(Married) couple without C. ","Rural Area","1","","",""
"Rarely ","2019","Single parent ","Urban Area","3","","",""
"Rarely ","2019","Single parent ","Rural Area","","","",""
"Rarely ","2019","Couple + C. LE 16 ","Urban Area","12","","",""
"Rarely ","2019","Couple + C. LE 16 ","Rural Area","10","","",""
"Rarely ","2019","Couple + C. GT 16 ","Urban Area","4","","",""
"Rarely ","2019","Couple + C. GT 16 ","Rural Area","3","","",""
"Rarely ","2019","Couple + C. LE and GT 16","Urban Area","3","","",""
"Rarely ","2019","Couple + C. LE and GT 16","Rural Area","5","","",""
"Never","2019","1-pers.-HH","Urban Area","1","","",""
"Never","2019","1-pers.-HH","Rural Area","1","","",""
"Never","2019","(Married) couple without C. ","Urban Area","6","","",""
"Never","2019","(Married) couple without C. ","Rural Area","3","","",""
"Never","2019","Single parent ","Urban Area","6","","",""
"Never","2019","Single parent ","Rural Area","3","","",""
"Never","2019","Couple + C. LE 16 ","Urban Area","32","0.616041089445345","0.493993167580381","0.738089011310308"
"Never","2019","Couple + C. LE 16 ","Rural Area","18","","",""
"Never","2019","Couple + C. GT 16 ","Urban Area","3","","",""
"Never","2019","Couple + C. GT 16 ","Rural Area","3","","",""
"Never","2019","Couple + C. LE and GT 16","Urban Area","28","","",""
"Never","2019","Couple + C. LE and GT 16","Rural Area","8","","",""
