"plj0589","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely ","2014","higher vocational","Female","","","",""
"Rarely ","2014","higher education","Male","","","",""
"Rarely ","2014","higher education","Female","","","",""
"Never","2014","in school","Male","","","",""
"Never","2014","in school","Female","","","",""
"Never","2014","inadequately","Male","","","",""
"Never","2014","inadequately","Female","","","",""
"Never","2014","general elemantary","Male","","","",""
"Never","2014","general elemantary","Female","","","",""
"Never","2014","middle vocational","Male","","","",""
"Never","2014","middle vocational","Female","","","",""
"Never","2014","vocational + Abi","Male","","","",""
"Never","2014","vocational + Abi","Female","","","",""
"Never","2014","higher vocational","Male","","","",""
"Never","2014","higher vocational","Female","","","",""
"Never","2014","higher education","Male","","","",""
"Never","2014","higher education","Female","","","",""
"Very often","2015","in school","Male","","","",""
"Very often","2015","in school","Female","","","",""
"Very often","2015","inadequately","Male","","","",""
"Very often","2015","inadequately","Female","","","",""
"Very often","2015","general elemantary","Male","","","",""
"Very often","2015","general elemantary","Female","","","",""
"Very often","2015","middle vocational","Male","","","",""
"Very often","2015","middle vocational","Female","","","",""
"Very often","2015","vocational + Abi","Male","","","",""
"Very often","2015","vocational + Abi","Female","","","",""
"Very often","2015","higher vocational","Male","","","",""
"Very often","2015","higher vocational","Female","","","",""
"Very often","2015","higher education","Male","","","",""
"Very often","2015","higher education","Female","","","",""
"Often","2015","in school","Male","","","",""
"Often","2015","in school","Female","","","",""
"Often","2015","inadequately","Male","","","",""
"Often","2015","inadequately","Female","","","",""
"Often","2015","general elemantary","Male","","","",""
"Often","2015","general elemantary","Female","","","",""
"Often","2015","middle vocational","Male","","","",""
"Often","2015","middle vocational","Female","","","",""
"Often","2015","vocational + Abi","Male","","","",""
"Often","2015","vocational + Abi","Female","","","",""
"Often","2015","higher vocational","Male","","","",""
"Often","2015","higher vocational","Female","","","",""
"Often","2015","higher education","Male","","","",""
"Often","2015","higher education","Female","","","",""
"Sometimes","2015","in school","Male","","","",""
"Sometimes","2015","in school","Female","","","",""
"Sometimes","2015","inadequately","Male","","","",""
"Sometimes","2015","inadequately","Female","","","",""
"Sometimes","2015","general elemantary","Male","","","",""
"Sometimes","2015","general elemantary","Female","","","",""
"Sometimes","2015","middle vocational","Male","","","",""
"Sometimes","2015","middle vocational","Female","","","",""
"Sometimes","2015","vocational + Abi","Male","","","",""
"Sometimes","2015","vocational + Abi","Female","","","",""
"Sometimes","2015","higher vocational","Male","","","",""
"Sometimes","2015","higher vocational","Female","","","",""
"Sometimes","2015","higher education","Male","","","",""
"Sometimes","2015","higher education","Female","","","",""
"Rarely ","2015","in school","Male","","","",""
"Rarely ","2015","in school","Female","","","",""
"Rarely ","2015","inadequately","Male","","","",""
"Rarely ","2015","inadequately","Female","","","",""
"Rarely ","2015","general elemantary","Male","","","",""
"Rarely ","2015","general elemantary","Female","","","",""
"Rarely ","2015","middle vocational","Male","","","",""
"Rarely ","2015","middle vocational","Female","","","",""
"Rarely ","2015","vocational + Abi","Male","","","",""
"Rarely ","2015","vocational + Abi","Female","","","",""
"Rarely ","2015","higher vocational","Male","","","",""
"Rarely ","2015","higher vocational","Female","","","",""
"Rarely ","2015","higher education","Male","","","",""
"Rarely ","2015","higher education","Female","","","",""
"Never","2015","in school","Male","","","",""
"Never","2015","in school","Female","","","",""
"Never","2015","inadequately","Male","","","",""
"Never","2015","inadequately","Female","","","",""
"Never","2015","general elemantary","Male","","","",""
"Never","2015","general elemantary","Female","","","",""
"Never","2015","middle vocational","Male","","","",""
"Never","2015","middle vocational","Female","","","",""
"Never","2015","vocational + Abi","Male","","","",""
"Never","2015","vocational + Abi","Female","","","",""
"Never","2015","higher vocational","Male","","","",""
"Never","2015","higher vocational","Female","","","",""
"Never","2015","higher education","Male","","","",""
"Never","2015","higher education","Female","","","",""
"Very often","2016","in school","Male","2","","",""
"Very often","2016","in school","Female","","","",""
"Very often","2016","inadequately","Male","82","0.126907288864069","0.10497671883826","0.148837858889877"
"Very often","2016","inadequately","Female","44","0.0882908469566824","0.0662928234972612","0.110288870416104"
"Very often","2016","general elemantary","Male","35","0.0740332181376839","0.0515724886621813","0.0964939476131865"
"Very often","2016","general elemantary","Female","14","","",""
"Very often","2016","middle vocational","Male","43","0.107504741385002","0.0801064100659641","0.13490307270404"
"Very often","2016","middle vocational","Female","20","","",""
"Very often","2016","vocational + Abi","Male","1","","",""
"Very often","2016","vocational + Abi","Female","2","","",""
"Very often","2016","higher vocational","Male","","","",""
"Very often","2016","higher vocational","Female","","","",""
"Very often","2016","higher education","Male","30","0.0544320355629713","0.0343446362058405","0.0745194349201021"
"Very often","2016","higher education","Female","18","","",""
"Often","2016","in school","Male","2","","",""
"Often","2016","in school","Female","","","",""
"Often","2016","inadequately","Male","138","0.221003002154408","0.19366646911245","0.248339535196367"
"Often","2016","inadequately","Female","94","0.157610958359088","0.129359086931027","0.185862829787149"
"Often","2016","general elemantary","Male","68","0.159886088825027","0.128445746430631","0.191326431219423"
"Often","2016","general elemantary","Female","34","0.138638498251936","0.0987280598433699","0.178548936660503"
"Often","2016","middle vocational","Male","65","0.141919410670498","0.111052562662322","0.172786258678674"
"Often","2016","middle vocational","Female","28","","",""
"Often","2016","vocational + Abi","Male","11","","",""
"Often","2016","vocational + Abi","Female","4","","",""
"Often","2016","higher vocational","Male","","","",""
"Often","2016","higher vocational","Female","","","",""
"Often","2016","higher education","Male","46","0.118307099968682","0.0897105179761195","0.146903681961244"
"Often","2016","higher education","Female","39","0.145407540340637","0.102309797869458","0.188505282811815"
"Sometimes","2016","in school","Male","4","","",""
"Sometimes","2016","in school","Female","3","","",""
"Sometimes","2016","inadequately","Male","201","0.23505321899324","0.207116514888819","0.262989923097661"
"Sometimes","2016","inadequately","Female","163","0.283726225746176","0.248773026915279","0.318679424577072"
"Sometimes","2016","general elemantary","Male","109","0.23574572561726","0.199332957852543","0.272158493381978"
"Sometimes","2016","general elemantary","Female","71","0.306958879926175","0.253690259482859","0.36022750036949"
"Sometimes","2016","middle vocational","Male","116","0.213772791093917","0.177510303484203","0.250035278703631"
"Sometimes","2016","middle vocational","Female","65","0.24477173959221","0.193296254548898","0.296247224635522"
"Sometimes","2016","vocational + Abi","Male","20","","",""
"Sometimes","2016","vocational + Abi","Female","6","","",""
"Sometimes","2016","higher vocational","Male","","","",""
"Sometimes","2016","higher vocational","Female","","","",""
"Sometimes","2016","higher education","Male","94","0.199154604107176","0.16379400878549","0.234515199428862"
"Sometimes","2016","higher education","Female","52","0.160134048054522","0.115297893429095","0.204970202679948"
"Rarely ","2016","in school","Male","3","","",""
"Rarely ","2016","in school","Female","2","","",""
"Rarely ","2016","inadequately","Male","148","0.160169057119222","0.136005453603272","0.184332660635171"
"Rarely ","2016","inadequately","Female","105","0.159034749309064","0.130679550172513","0.187389948445614"
"Rarely ","2016","general elemantary","Male","89","0.178219021890792","0.145389246639464","0.211048797142119"
"Rarely ","2016","general elemantary","Female","36","0.09689470219087","0.062730517716532","0.131058886665208"
"Rarely ","2016","middle vocational","Male","87","0.187446342320205","0.152926257437836","0.221966427202574"
"Rarely ","2016","middle vocational","Female","45","0.176374210622331","0.130742872559104","0.222005548685557"
"Rarely ","2016","vocational + Abi","Male","14","","",""
"Rarely ","2016","vocational + Abi","Female","5","","",""
"Rarely ","2016","higher vocational","Male","","","",""
"Rarely ","2016","higher vocational","Female","","","",""
"Rarely ","2016","higher education","Male","113","0.231861752188467","0.194495090245269","0.269228414131665"
"Rarely ","2016","higher education","Female","50","0.230701530533283","0.179195960098885","0.28220710096768"
"Never","2016","in school","Male","5","","",""
"Never","2016","in school","Female","3","","",""
"Never","2016","inadequately","Male","316","0.256867432869061","0.228082572604675","0.285652293133447"
"Never","2016","inadequately","Female","233","0.31133721962899","0.275435397651991","0.34723904160599"
"Never","2016","general elemantary","Male","221","0.352115945529237","0.311142325899214","0.393089565159261"
"Never","2016","general elemantary","Female","133","0.409895298556867","0.353094707747772","0.466695889365962"
"Never","2016","middle vocational","Male","180","0.349356714530378","0.307185766101873","0.391527662958883"
"Never","2016","middle vocational","Female","110","0.375757515175294","0.317773111791204","0.433741918559384"
"Never","2016","vocational + Abi","Male","30","0.258838817157624","0.160366914126942","0.357310720188305"
"Never","2016","vocational + Abi","Female","14","","",""
"Never","2016","higher vocational","Male","","","",""
"Never","2016","higher vocational","Female","","","",""
"Never","2016","higher education","Male","207","0.396244508172705","0.352937096715981","0.439551919629428"
"Never","2016","higher education","Female","98","0.374471989748295","0.315300217186214","0.433643762310376"
"Very often","2017","in school","Male","2","","",""
"Very often","2017","in school","Female","","","",""
"Very often","2017","inadequately","Male","65","0.0440477563059645","0.0301709846467139","0.057924527965215"
"Very often","2017","inadequately","Female","55","0.0562920626226959","0.0403801291222508","0.0722039961231409"
"Very often","2017","general elemantary","Male","35","0.02203591253633","0.0142794116304016","0.0297924134422584"
"Very often","2017","general elemantary","Female","53","0.0189023396010696","0.0128062557037451","0.024998423498394"
"Very often","2017","middle vocational","Male","76","0.0109594541717661","0.00826492499645073","0.0136539833470815"
"Very often","2017","middle vocational","Female","91","0.0126750335964177","0.0100179143627653","0.0153321528300701"
"Very often","2017","vocational + Abi","Male","8","","",""
"Very often","2017","vocational + Abi","Female","22","","",""
"Very often","2017","higher vocational","Male","6","","",""
"Very often","2017","higher vocational","Female","2","","",""
"Very often","2017","higher education","Male","28","","",""
"Very often","2017","higher education","Female","32","0.00700830100612645","0.00421612024284291","0.00980048176940998"
"Often","2017","in school","Male","5","","",""
"Often","2017","in school","Female","9","","",""
"Often","2017","inadequately","Male","117","0.142000353198355","0.118395749421604","0.165604956975105"
"Often","2017","inadequately","Female","116","0.147848894938147","0.123344278034407","0.172353511841887"
"Often","2017","general elemantary","Male","107","0.0683992748219682","0.0550616182193587","0.0817369314245777"
"Often","2017","general elemantary","Female","145","0.0704185043465982","0.05896537493584","0.0818716337573565"
"Often","2017","middle vocational","Male","245","0.0398914630810462","0.0348264388418991","0.0449564873201933"
"Often","2017","middle vocational","Female","271","0.03228918103405","0.0280905497523921","0.0364878123157079"
"Often","2017","vocational + Abi","Male","25","","",""
"Often","2017","vocational + Abi","Female","58","0.0449368375558369","0.0342032334210989","0.0556704416905748"
"Often","2017","higher vocational","Male","10","","",""
"Often","2017","higher vocational","Female","15","","",""
"Often","2017","higher education","Male","90","0.0186207745646871","0.0141820573132747","0.0230594918160996"
"Often","2017","higher education","Female","107","0.0252286577993956","0.019979824284566","0.0304774913142252"
"Sometimes","2017","in school","Male","25","","",""
"Sometimes","2017","in school","Female","24","","",""
"Sometimes","2017","inadequately","Male","180","0.22810678572998","0.199730459919924","0.256483111540036"
"Sometimes","2017","inadequately","Female","191","0.228749577404112","0.199752219573875","0.257746935234349"
"Sometimes","2017","general elemantary","Male","247","0.155208155668808","0.13607568750045","0.174340623837166"
"Sometimes","2017","general elemantary","Female","322","0.154081354432089","0.137920051267403","0.170242657596775"
"Sometimes","2017","middle vocational","Male","592","0.101331082913435","0.093521055069373","0.109141110757498"
"Sometimes","2017","middle vocational","Female","770","0.109840913621222","0.102413761709725","0.117268065532719"
"Sometimes","2017","vocational + Abi","Male","70","0.0696106279566227","0.0525921132122854","0.08662914270096"
"Sometimes","2017","vocational + Abi","Female","162","0.131714368095312","0.114192671423648","0.149236064766976"
"Sometimes","2017","higher vocational","Male","75","0.0745536483726666","0.0578241401058609","0.0912831566394724"
"Sometimes","2017","higher vocational","Female","55","0.0927511038483211","0.069442708498024","0.116059499198618"
"Sometimes","2017","higher education","Male","287","0.0613804531155493","0.05349911386529","0.0692617923658085"
"Sometimes","2017","higher education","Female","325","0.089942905345959","0.0803669497325197","0.0995188609593984"
"Rarely ","2017","in school","Male","47","0.18555606089457","0.132469737190706","0.238642384598433"
"Rarely ","2017","in school","Female","55","0.24451322726635","0.188102685473605","0.300923769059096"
"Rarely ","2017","inadequately","Male","143","0.259069554781273","0.229441348640007","0.288697760922539"
"Rarely ","2017","inadequately","Female","144","0.171573139561194","0.145545648549124","0.197600630573264"
"Rarely ","2017","general elemantary","Male","348","0.281629993422231","0.25786419428448","0.305395792559982"
"Rarely ","2017","general elemantary","Female","512","0.273991984446429","0.254026646244569","0.293957322648289"
"Rarely ","2017","middle vocational","Male","1594","0.288736144170523","0.277007513086518","0.300464775254528"
"Rarely ","2017","middle vocational","Female","1787","0.260100317867955","0.249680424232587","0.270520211503323"
"Rarely ","2017","vocational + Abi","Male","242","0.315440782437236","0.284365438713826","0.346516126160647"
"Rarely ","2017","vocational + Abi","Female","355","0.216832707251305","0.195481720987028","0.238183693515583"
"Rarely ","2017","higher vocational","Male","282","0.315406067889322","0.285810638434502","0.345001497344142"
"Rarely ","2017","higher vocational","Female","174","0.308395511666295","0.271287085625176","0.345503937707414"
"Rarely ","2017","higher education","Male","921","0.256103151861699","0.241771244218857","0.270435059504541"
"Rarely ","2017","higher education","Female","792","0.224165868185108","0.210207535893503","0.238124200476713"
"Never","2017","in school","Male","127","0.641228147465952","0.575729859034242","0.706726435897661"
"Never","2017","in school","Female","135","0.602795093173439","0.538572503154531","0.667017683192346"
"Never","2017","inadequately","Male","335","0.326775549984428","0.295057011690846","0.35849408827801"
"Never","2017","inadequately","Female","300","0.395536325473851","0.361779712779778","0.429292938167924"
"Never","2017","general elemantary","Male","639","0.472726663550663","0.446347450918545","0.49910587618278"
"Never","2017","general elemantary","Female","885","0.482605817173814","0.460236945318517","0.504974689029111"
"Never","2017","middle vocational","Male","3228","0.559081855663229","0.54623200547633","0.571931705850129"
"Never","2017","middle vocational","Female","3890","0.585094553880355","0.573391639720721","0.596797468039989"
"Never","2017","vocational + Abi","Male","514","0.572335198911581","0.539250400658276","0.605419997164886"
"Never","2017","vocational + Abi","Female","834","0.596848757988206","0.571433505859829","0.622264010116584"
"Never","2017","higher vocational","Male","574","0.595207306716283","0.56394481707638","0.626469796356185"
"Never","2017","higher vocational","Female","349","0.561988412060438","0.522123015495311","0.601853808625565"
"Never","2017","higher education","Male","2237","0.659040044867642","0.643475093447401","0.674604996287883"
"Never","2017","higher education","Female","2173","0.653654267663411","0.637728758757349","0.669579776569473"
"Very often","2018","in school","Male","","","",""
"Very often","2018","in school","Female","","","",""
"Very often","2018","inadequately","Male","3","","",""
"Very often","2018","inadequately","Female","7","","",""
"Very often","2018","general elemantary","Male","7","","",""
"Very often","2018","general elemantary","Female","4","","",""
"Very often","2018","middle vocational","Male","","","",""
"Very often","2018","middle vocational","Female","2","","",""
"Very often","2018","vocational + Abi","Male","","","",""
"Very often","2018","vocational + Abi","Female","1","","",""
"Very often","2018","higher vocational","Male","","","",""
"Very often","2018","higher vocational","Female","","","",""
"Very often","2018","higher education","Male","1","","",""
"Very often","2018","higher education","Female","1","","",""
"Often","2018","in school","Male","","","",""
"Often","2018","in school","Female","","","",""
"Often","2018","inadequately","Male","8","","",""
"Often","2018","inadequately","Female","10","","",""
"Often","2018","general elemantary","Male","1","","",""
"Often","2018","general elemantary","Female","3","","",""
"Often","2018","middle vocational","Male","5","","",""
"Often","2018","middle vocational","Female","3","","",""
"Often","2018","vocational + Abi","Male","","","",""
"Often","2018","vocational + Abi","Female","","","",""
"Often","2018","higher vocational","Male","","","",""
"Often","2018","higher vocational","Female","","","",""
"Often","2018","higher education","Male","1","","",""
"Often","2018","higher education","Female","5","","",""
"Sometimes","2018","in school","Male","1","","",""
"Sometimes","2018","in school","Female","1","","",""
"Sometimes","2018","inadequately","Male","19","","",""
"Sometimes","2018","inadequately","Female","24","","",""
"Sometimes","2018","general elemantary","Male","6","","",""
"Sometimes","2018","general elemantary","Female","11","","",""
"Sometimes","2018","middle vocational","Male","11","","",""
"Sometimes","2018","middle vocational","Female","6","","",""
"Sometimes","2018","vocational + Abi","Male","","","",""
"Sometimes","2018","vocational + Abi","Female","","","",""
"Sometimes","2018","higher vocational","Male","","","",""
"Sometimes","2018","higher vocational","Female","","","",""
"Sometimes","2018","higher education","Male","1","","",""
"Sometimes","2018","higher education","Female","6","","",""
"Rarely ","2018","in school","Male","3","","",""
"Rarely ","2018","in school","Female","","","",""
"Rarely ","2018","inadequately","Male","8","","",""
"Rarely ","2018","inadequately","Female","19","","",""
"Rarely ","2018","general elemantary","Male","10","","",""
"Rarely ","2018","general elemantary","Female","7","","",""
"Rarely ","2018","middle vocational","Male","10","","",""
"Rarely ","2018","middle vocational","Female","2","","",""
"Rarely ","2018","vocational + Abi","Male","","","",""
"Rarely ","2018","vocational + Abi","Female","1","","",""
"Rarely ","2018","higher vocational","Male","","","",""
"Rarely ","2018","higher vocational","Female","","","",""
"Rarely ","2018","higher education","Male","4","","",""
"Rarely ","2018","higher education","Female","6","","",""
"Never","2018","in school","Male","3","","",""
"Never","2018","in school","Female","","","",""
"Never","2018","inadequately","Male","26","","",""
"Never","2018","inadequately","Female","39","0.402524658864415","0.305922522278895","0.499126795449934"
"Never","2018","general elemantary","Male","22","","",""
"Never","2018","general elemantary","Female","28","","",""
"Never","2018","middle vocational","Male","7","","",""
"Never","2018","middle vocational","Female","13","","",""
"Never","2018","vocational + Abi","Male","3","","",""
"Never","2018","vocational + Abi","Female","1","","",""
"Never","2018","higher vocational","Male","","","",""
"Never","2018","higher vocational","Female","","","",""
"Never","2018","higher education","Male","10","","",""
"Never","2018","higher education","Female","14","","",""
"Very often","2019","in school","Male","","","",""
"Very often","2019","in school","Female","","","",""
"Very often","2019","inadequately","Male","3","","",""
"Very often","2019","inadequately","Female","2","","",""
"Very often","2019","general elemantary","Male","","","",""
"Very often","2019","general elemantary","Female","1","","",""
"Very often","2019","middle vocational","Male","1","","",""
"Very often","2019","middle vocational","Female","","","",""
"Very often","2019","vocational + Abi","Male","","","",""
"Very often","2019","vocational + Abi","Female","","","",""
"Very often","2019","higher vocational","Male","","","",""
"Very often","2019","higher vocational","Female","","","",""
"Very often","2019","higher education","Male","","","",""
"Very often","2019","higher education","Female","","","",""
"Often","2019","in school","Male","","","",""
"Often","2019","in school","Female","","","",""
"Often","2019","inadequately","Male","7","","",""
"Often","2019","inadequately","Female","6","","",""
"Often","2019","general elemantary","Male","","","",""
"Often","2019","general elemantary","Female","4","","",""
"Often","2019","middle vocational","Male","1","","",""
"Often","2019","middle vocational","Female","","","",""
"Often","2019","vocational + Abi","Male","","","",""
"Often","2019","vocational + Abi","Female","","","",""
"Often","2019","higher vocational","Male","","","",""
"Often","2019","higher vocational","Female","","","",""
"Often","2019","higher education","Male","","","",""
"Often","2019","higher education","Female","1","","",""
"Sometimes","2019","in school","Male","","","",""
"Sometimes","2019","in school","Female","","","",""
"Sometimes","2019","inadequately","Male","16","","",""
"Sometimes","2019","inadequately","Female","18","","",""
"Sometimes","2019","general elemantary","Male","4","","",""
"Sometimes","2019","general elemantary","Female","5","","",""
"Sometimes","2019","middle vocational","Male","2","","",""
"Sometimes","2019","middle vocational","Female","5","","",""
"Sometimes","2019","vocational + Abi","Male","","","",""
"Sometimes","2019","vocational + Abi","Female","","","",""
"Sometimes","2019","higher vocational","Male","","","",""
"Sometimes","2019","higher vocational","Female","","","",""
"Sometimes","2019","higher education","Male","4","","",""
"Sometimes","2019","higher education","Female","3","","",""
"Rarely ","2019","in school","Male","","","",""
"Rarely ","2019","in school","Female","1","","",""
"Rarely ","2019","inadequately","Male","14","","",""
"Rarely ","2019","inadequately","Female","11","","",""
"Rarely ","2019","general elemantary","Male","3","","",""
"Rarely ","2019","general elemantary","Female","6","","",""
"Rarely ","2019","middle vocational","Male","2","","",""
"Rarely ","2019","middle vocational","Female","3","","",""
"Rarely ","2019","vocational + Abi","Male","","","",""
"Rarely ","2019","vocational + Abi","Female","","","",""
"Rarely ","2019","higher vocational","Male","","","",""
"Rarely ","2019","higher vocational","Female","","","",""
"Rarely ","2019","higher education","Male","5","","",""
"Rarely ","2019","higher education","Female","3","","",""
"Never","2019","in school","Male","1","","",""
"Never","2019","in school","Female","","","",""
"Never","2019","inadequately","Male","22","","",""
"Never","2019","inadequately","Female","34","0.570042356037449","0.454886688535565","0.685198023539332"
