"plj0589","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Schleswig-Holstein","488","0.530707025351167","0.498174833815924","0.563239216886411","5"
"Never","2013","Saxony","964","0.522202073686707","0.498561530278097","0.545842617095316","5"
"Never","2013","Saxony-Anhalt","526","0.550081981001343","0.5187101453837","0.581453816618986","5"
"Never","2013","Thuringia","509","0.486477812571394","0.455483895118692","0.517471730024097","5"
"Never","2013","Hamburg","289","0.679191327451728","0.633842088576748","0.724540566326708","5"
"Never","2013","Lower Saxony","1429","0.573518225841309","0.553954742141276","0.593081709541342","5"
"Never","2013","Bremen","107","0.486758402708077","0.414538511126408","0.558978294289746","5"
"Never","2013","North Rhine-Westphalia","3045","0.592144840783678","0.57866399399733","0.605625687570027","5"
"Never","2013","Hesse","1032","0.585833082735322","0.562767964275676","0.608898201194968","5"
"Never","2013","Rhineland-Palatinate,Saarland","869","0.591041094580493","0.565460798484777","0.616621390676208","5"
"Never","2013","Baden-Württemberg","1830","0.571791515804529","0.554131995197564","0.589451036411494","5"
"Never","2013","Bavaria","2412","0.585813050476761","0.570601233668527","0.601024867284996","5"
"Never","2013","Berlin","533","0.532908999582813","0.501751883463263","0.564066115702364","5"
"Never","2013","Brandenburg","490","0.471274748954843","0.440670991276886","0.5018785066328","5"
"Never","2013","Mecklenburg-Western Pomerania","262","0.41805300941537","0.378151765883783","0.457954252946957","5"
"Often","2013","Saxony","65","0.0467909850229295","0.0367957918197178","0.0567861782261411","2"
"Often","2013","Saxony-Anhalt","40","0.049926771424459","0.0361925258186001","0.0636610170303178","2"
"Often","2013","Schleswig-Holstein","33","0.0401966796916838","0.0273925492352666","0.0530008101481009","2"
"Often","2013","Hamburg","9","","","","2"
"Often","2013","Lower Saxony","89","0.0393369888344648","0.0316473058901824","0.0470266717787472","2"
"Often","2013","Bremen","6","","","","2"
"Often","2013","North Rhine-Westphalia","172","0.0336363207357954","0.0286906550067622","0.0385819864648286","2"
"Often","2013","Hesse","63","0.0482667982552315","0.0382307464192519","0.0583028500912111","2"
"Often","2013","Rhineland-Palatinate,Saarland","49","0.0412741215196295","0.0309240574627507","0.0516241855765083","2"
"Often","2013","Baden-Württemberg","101","0.0371523996104042","0.0304023862367506","0.0439024129840577","2"
