"plj0589","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","Lower Saxony","West Germany","230","0.0970587346494763","0.0853483973103836","0.108769071988569"
"Sometimes","2013","Lower Saxony","East Germany","","","",""
"Sometimes","2013","Bremen","West Germany","","","",""
"Sometimes","2013","Bremen","East Germany","","","",""
"Sometimes","2013","North Rhine-Westphalia","West Germany","498","0.102318397267444","0.0940048141233855","0.110631980411503"
"Sometimes","2013","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2013","Hesse","West Germany","166","0.0991863508505784","0.0851896888431132","0.113183012858044"
"Sometimes","2013","Hesse","East Germany","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","West Germany","129","0.0870808647321334","0.0724107194458725","0.101751010018394"
"Sometimes","2013","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2013","Baden-Württemberg","West Germany","262","0.0846691571185862","0.0747337861184489","0.0946045281187235"
"Sometimes","2013","Baden-Württemberg","East Germany","","","",""
"Sometimes","2013","Bavaria","West Germany","386","0.09085233979266","0.0819769255710169","0.0997277540143031"
"Sometimes","2013","Bavaria","East Germany","","","",""
"Sometimes","2013","Berlin","West Germany","65","0.140137448111694","0.110967190723756","0.169307705499633"
"Sometimes","2013","Berlin","East Germany","53","0.173177808887391","0.137861038759376","0.208494579015406"
"Sometimes","2013","Brandenburg","West Germany","","","",""
"Sometimes","2013","Brandenburg","East Germany","147","0.153683267145377","0.131572571873642","0.175793962417112"
"Sometimes","2013","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2013","Mecklenburg-Western Pomerania","East Germany","74","0.131750298448089","0.104389600883554","0.159110996012624"
"Sometimes","2013","Saxony","West Germany","","","",""
"Sometimes","2013","Saxony","East Germany","198","0.121225100024125","0.105777851764773","0.136672348283478"
"Sometimes","2013","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2013","Saxony-Anhalt","East Germany","129","0.115834603990596","0.0956534756721595","0.136015732309033"
"Sometimes","2013","Thuringia","West Germany","","","",""
"Sometimes","2013","Thuringia","East Germany","111","0.123900817047115","0.103470313549","0.144331320545229"
"Rarely ","2013","Schleswig-Holstein","West Germany","288","0.326740433511406","0.296166129275524","0.357314737747289"
"Rarely ","2013","Schleswig-Holstein","East Germany","","","",""
"Rarely ","2013","Hamburg","West Germany","81","0.225556709794377","0.184952265373027","0.266161154215726"
"Rarely ","2013","Hamburg","East Germany","","","",""
"Rarely ","2013","Lower Saxony","West Germany","677","0.276860086502245","0.259160477018314","0.294559695986176"
"Rarely ","2013","Lower Saxony","East Germany","","","",""
"Rarely ","2013","Bremen","West Germany","51","0.35902725493817","0.289712982279004","0.428341527597336"
"Rarely ","2013","Bremen","East Germany","","","",""
"Rarely ","2013","North Rhine-Westphalia","West Germany","1344","0.263087333390733","0.251008967040348","0.275165699741119"
"Rarely ","2013","North Rhine-Westphalia","East Germany","","","",""
"Rarely ","2013","Hesse","West Germany","473","0.25268645221795","0.232338371732846","0.273034532703053"
"Rarely ","2013","Hesse","East Germany","","","",""
"Rarely ","2013","Rhineland-Palatinate,Saarland","West Germany","356","0.272999275853566","0.24981972254023","0.296178829166902"
"Rarely ","2013","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely ","2013","Baden-Württemberg","West Germany","795","0.297369636557359","0.281056247635517","0.313683025479201"
"Rarely ","2013","Baden-Württemberg","East Germany","","","",""
"Rarely ","2013","Bavaria","West Germany","1060","0.274635779235146","0.260852264242559","0.288419294227734"
"Rarely ","2013","Bavaria","East Germany","","","",""
"Rarely ","2013","Berlin","West Germany","146","0.276306897910533","0.238729931092792","0.313883864728275"
"Rarely ","2013","Berlin","East Germany","134","0.255505898498319","0.214799761286832","0.296212035709806"
"Rarely ","2013","Brandenburg","West Germany","","","",""
"Rarely ","2013","Brandenburg","East Germany","319","0.308461329591256","0.280145372761304","0.336777286421208"
"Rarely ","2013","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","East Germany","208","0.376030404055261","0.336845188937939","0.415215619172582"
"Rarely ","2013","Saxony","West Germany","","","",""
"Rarely ","2013","Saxony","East Germany","465","0.299036768493318","0.27736841343816","0.320705123548476"
"Rarely ","2013","Saxony-Anhalt","West Germany","","","",""
"Rarely ","2013","Saxony-Anhalt","East Germany","259","0.273589592174258","0.245477035573071","0.301702148775445"
"Rarely ","2013","Thuringia","West Germany","","","",""
"Rarely ","2013","Thuringia","East Germany","315","0.318886280183575","0.289986597226002","0.347785963141149"
"Never","2013","Schleswig-Holstein","West Germany","488","0.530707025351167","0.498174833815924","0.563239216886411"
"Never","2013","Schleswig-Holstein","East Germany","","","",""
"Never","2013","Hamburg","West Germany","289","0.679191327451728","0.633842088576748","0.724540566326708"
"Never","2013","Hamburg","East Germany","","","",""
"Never","2013","Lower Saxony","West Germany","1429","0.573518225841309","0.553954742141276","0.593081709541342"
"Never","2013","Lower Saxony","East Germany","","","",""
"Never","2013","Bremen","West Germany","107","0.486758402708077","0.414538511126408","0.558978294289746"
"Never","2013","Bremen","East Germany","","","",""
"Never","2013","North Rhine-Westphalia","West Germany","3045","0.592144840783678","0.57866399399733","0.605625687570027"
"Never","2013","North Rhine-Westphalia","East Germany","","","",""
"Never","2013","Hesse","West Germany","1032","0.585833082735322","0.562767964275676","0.608898201194968"
"Never","2013","Hesse","East Germany","","","",""
"Never","2013","Rhineland-Palatinate,Saarland","West Germany","869","0.591041094580493","0.565460798484777","0.616621390676208"
"Never","2013","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2013","Baden-Württemberg","West Germany","1830","0.571791515804529","0.554131995197564","0.589451036411494"
"Never","2013","Baden-Württemberg","East Germany","","","",""
"Never","2013","Bavaria","West Germany","2412","0.585813050476761","0.570601233668527","0.601024867284996"
"Never","2013","Bavaria","East Germany","","","",""
"Never","2013","Berlin","West Germany","299","0.535531123428337","0.49362096447768","0.577441282378993"
"Never","2013","Berlin","East Germany","234","0.529401761383959","0.482816703879746","0.575986818888173"
"Never","2013","Brandenburg","West Germany","","","",""
"Never","2013","Brandenburg","East Germany","490","0.471274748954843","0.440670991276886","0.5018785066328"
"Never","2013","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2013","Mecklenburg-Western Pomerania","East Germany","262","0.41805300941537","0.378151765883783","0.457954252946957"
"Never","2013","Saxony","West Germany","","","",""
"Never","2013","Saxony","East Germany","964","0.522202073686707","0.498561530278097","0.545842617095316"
"Never","2013","Saxony-Anhalt","West Germany","","","",""
"Never","2013","Saxony-Anhalt","East Germany","526","0.550081981001343","0.5187101453837","0.581453816618986"
"Never","2013","Thuringia","West Germany","","","",""
"Never","2013","Thuringia","East Germany","509","0.486477812571394","0.455483895118692","0.517471730024097"
"Very often","2014","Schleswig-Holstein","West Germany","","","",""
"Very often","2014","Schleswig-Holstein","East Germany","","","",""
"Very often","2014","Hamburg","West Germany","","","",""
"Very often","2014","Hamburg","East Germany","","","",""
"Very often","2014","Lower Saxony","West Germany","","","",""
"Very often","2014","Lower Saxony","East Germany","","","",""
"Very often","2014","Bremen","West Germany","","","",""
"Very often","2014","Bremen","East Germany","","","",""
"Very often","2014","North Rhine-Westphalia","West Germany","","","",""
"Very often","2014","North Rhine-Westphalia","East Germany","","","",""
"Very often","2014","Hesse","West Germany","","","",""
"Very often","2014","Hesse","East Germany","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2014","Baden-Württemberg","West Germany","","","",""
"Very often","2014","Baden-Württemberg","East Germany","","","",""
"Very often","2014","Bavaria","West Germany","","","",""
"Very often","2014","Bavaria","East Germany","","","",""
"Very often","2014","Berlin","West Germany","","","",""
"Very often","2014","Berlin","East Germany","","","",""
"Very often","2014","Brandenburg","West Germany","","","",""
"Very often","2014","Brandenburg","East Germany","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2014","Saxony","West Germany","","","",""
"Very often","2014","Saxony","East Germany","","","",""
"Very often","2014","Saxony-Anhalt","West Germany","","","",""
"Very often","2014","Saxony-Anhalt","East Germany","","","",""
"Very often","2014","Thuringia","West Germany","","","",""
"Very often","2014","Thuringia","East Germany","","","",""
"Often","2014","Schleswig-Holstein","West Germany","","","",""
"Often","2014","Schleswig-Holstein","East Germany","","","",""
"Often","2014","Hamburg","West Germany","","","",""
"Often","2014","Hamburg","East Germany","","","",""
"Often","2014","Lower Saxony","West Germany","","","",""
"Often","2014","Lower Saxony","East Germany","","","",""
"Often","2014","Bremen","West Germany","","","",""
"Often","2014","Bremen","East Germany","","","",""
"Often","2014","North Rhine-Westphalia","West Germany","","","",""
"Often","2014","North Rhine-Westphalia","East Germany","","","",""
"Often","2014","Hesse","West Germany","","","",""
"Often","2014","Hesse","East Germany","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2014","Baden-Württemberg","West Germany","","","",""
"Often","2014","Baden-Württemberg","East Germany","","","",""
"Often","2014","Bavaria","West Germany","","","",""
"Often","2014","Bavaria","East Germany","","","",""
"Often","2014","Berlin","West Germany","","","",""
"Often","2014","Berlin","East Germany","","","",""
"Often","2014","Brandenburg","West Germany","","","",""
"Often","2014","Brandenburg","East Germany","","","",""
"Often","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2014","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2014","Saxony","West Germany","","","",""
"Often","2014","Saxony","East Germany","","","",""
"Often","2014","Saxony-Anhalt","West Germany","","","",""
"Often","2014","Saxony-Anhalt","East Germany","","","",""
"Often","2014","Thuringia","West Germany","","","",""
"Often","2014","Thuringia","East Germany","","","",""
"Sometimes","2014","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2014","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2014","Hamburg","West Germany","","","",""
"Sometimes","2014","Hamburg","East Germany","","","",""
"Sometimes","2014","Lower Saxony","West Germany","","","",""
"Sometimes","2014","Lower Saxony","East Germany","","","",""
"Sometimes","2014","Bremen","West Germany","","","",""
"Sometimes","2014","Bremen","East Germany","","","",""
"Sometimes","2014","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2014","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2014","Hesse","West Germany","","","",""
"Sometimes","2014","Hesse","East Germany","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2014","Baden-Württemberg","West Germany","","","",""
"Sometimes","2014","Baden-Württemberg","East Germany","","","",""
"Sometimes","2014","Bavaria","West Germany","","","",""
"Sometimes","2014","Bavaria","East Germany","","","",""
"Sometimes","2014","Berlin","West Germany","","","",""
"Sometimes","2014","Berlin","East Germany","","","",""
"Sometimes","2014","Brandenburg","West Germany","","","",""
"Sometimes","2014","Brandenburg","East Germany","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2014","Saxony","West Germany","","","",""
"Sometimes","2014","Saxony","East Germany","","","",""
"Sometimes","2014","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2014","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2014","Thuringia","West Germany","","","",""
"Sometimes","2014","Thuringia","East Germany","","","",""
"Rarely ","2014","Schleswig-Holstein","West Germany","","","",""
"Rarely ","2014","Schleswig-Holstein","East Germany","","","",""
"Rarely ","2014","Hamburg","West Germany","","","",""
"Rarely ","2014","Hamburg","East Germany","","","",""
"Rarely ","2014","Lower Saxony","West Germany","","","",""
"Rarely ","2014","Lower Saxony","East Germany","","","",""
"Rarely ","2014","Bremen","West Germany","","","",""
"Rarely ","2014","Bremen","East Germany","","","",""
"Rarely ","2014","North Rhine-Westphalia","West Germany","","","",""
"Rarely ","2014","North Rhine-Westphalia","East Germany","","","",""
"Rarely ","2014","Hesse","West Germany","","","",""
"Rarely ","2014","Hesse","East Germany","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely ","2014","Baden-Württemberg","West Germany","","","",""
"Rarely ","2014","Baden-Württemberg","East Germany","","","",""
"Rarely ","2014","Bavaria","West Germany","","","",""
"Rarely ","2014","Bavaria","East Germany","","","",""
"Rarely ","2014","Berlin","West Germany","","","",""
"Rarely ","2014","Berlin","East Germany","","","",""
"Rarely ","2014","Brandenburg","West Germany","","","",""
"Rarely ","2014","Brandenburg","East Germany","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely ","2014","Saxony","West Germany","","","",""
"Rarely ","2014","Saxony","East Germany","","","",""
"Rarely ","2014","Saxony-Anhalt","West Germany","","","",""
"Rarely ","2014","Saxony-Anhalt","East Germany","","","",""
"Rarely ","2014","Thuringia","West Germany","","","",""
"Rarely ","2014","Thuringia","East Germany","","","",""
"Never","2014","Schleswig-Holstein","West Germany","","","",""
"Never","2014","Schleswig-Holstein","East Germany","","","",""
"Never","2014","Hamburg","West Germany","","","",""
"Never","2014","Hamburg","East Germany","","","",""
"Never","2014","Lower Saxony","West Germany","","","",""
"Never","2014","Lower Saxony","East Germany","","","",""
"Never","2014","Bremen","West Germany","","","",""
"Never","2014","Bremen","East Germany","","","",""
"Never","2014","North Rhine-Westphalia","West Germany","","","",""
"Never","2014","North Rhine-Westphalia","East Germany","","","",""
"Never","2014","Hesse","West Germany","","","",""
"Never","2014","Hesse","East Germany","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2014","Baden-Württemberg","West Germany","","","",""
"Never","2014","Baden-Württemberg","East Germany","","","",""
"Never","2014","Bavaria","West Germany","","","",""
"Never","2014","Bavaria","East Germany","","","",""
"Never","2014","Berlin","West Germany","","","",""
"Never","2014","Berlin","East Germany","","","",""
"Never","2014","Brandenburg","West Germany","","","",""
"Never","2014","Brandenburg","East Germany","","","",""
"Never","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2014","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2014","Saxony","West Germany","","","",""
"Never","2014","Saxony","East Germany","","","",""
"Never","2014","Saxony-Anhalt","West Germany","","","",""
"Never","2014","Saxony-Anhalt","East Germany","","","",""
"Never","2014","Thuringia","West Germany","","","",""
"Never","2014","Thuringia","East Germany","","","",""
"Very often","2015","Schleswig-Holstein","West Germany","","","",""
"Very often","2015","Schleswig-Holstein","East Germany","","","",""
"Very often","2015","Hamburg","West Germany","","","",""
"Very often","2015","Hamburg","East Germany","","","",""
"Very often","2015","Lower Saxony","West Germany","","","",""
"Very often","2015","Lower Saxony","East Germany","","","",""
"Very often","2015","Bremen","West Germany","","","",""
"Very often","2015","Bremen","East Germany","","","",""
"Very often","2015","North Rhine-Westphalia","West Germany","","","",""
"Very often","2015","North Rhine-Westphalia","East Germany","","","",""
"Very often","2015","Hesse","West Germany","","","",""
"Very often","2015","Hesse","East Germany","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2015","Baden-Württemberg","West Germany","","","",""
"Very often","2015","Baden-Württemberg","East Germany","","","",""
"Very often","2015","Bavaria","West Germany","","","",""
"Very often","2015","Bavaria","East Germany","","","",""
"Very often","2015","Berlin","West Germany","","","",""
"Very often","2015","Berlin","East Germany","","","",""
"Very often","2015","Brandenburg","West Germany","","","",""
"Very often","2015","Brandenburg","East Germany","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2015","Saxony","West Germany","","","",""
"Very often","2015","Saxony","East Germany","","","",""
"Very often","2015","Saxony-Anhalt","West Germany","","","",""
"Very often","2015","Saxony-Anhalt","East Germany","","","",""
"Very often","2015","Thuringia","West Germany","","","",""
"Very often","2015","Thuringia","East Germany","","","",""
"Often","2015","Schleswig-Holstein","West Germany","","","",""
"Often","2015","Schleswig-Holstein","East Germany","","","",""
"Often","2015","Hamburg","West Germany","","","",""
"Often","2015","Hamburg","East Germany","","","",""
"Often","2015","Lower Saxony","West Germany","","","",""
"Often","2015","Lower Saxony","East Germany","","","",""
"Often","2015","Bremen","West Germany","","","",""
"Often","2015","Bremen","East Germany","","","",""
"Often","2015","North Rhine-Westphalia","West Germany","","","",""
"Often","2015","North Rhine-Westphalia","East Germany","","","",""
"Often","2015","Hesse","West Germany","","","",""
"Often","2015","Hesse","East Germany","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2015","Baden-Württemberg","West Germany","","","",""
"Often","2015","Baden-Württemberg","East Germany","","","",""
"Often","2015","Bavaria","West Germany","","","",""
"Often","2015","Bavaria","East Germany","","","",""
"Often","2015","Berlin","West Germany","","","",""
"Often","2015","Berlin","East Germany","","","",""
"Often","2015","Brandenburg","West Germany","","","",""
"Often","2015","Brandenburg","East Germany","","","",""
"Often","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2015","Saxony","West Germany","","","",""
"Often","2015","Saxony","East Germany","","","",""
"Often","2015","Saxony-Anhalt","West Germany","","","",""
"Often","2015","Saxony-Anhalt","East Germany","","","",""
"Often","2015","Thuringia","West Germany","","","",""
"Often","2015","Thuringia","East Germany","","","",""
"Sometimes","2015","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2015","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2015","Hamburg","West Germany","","","",""
"Sometimes","2015","Hamburg","East Germany","","","",""
"Sometimes","2015","Lower Saxony","West Germany","","","",""
"Sometimes","2015","Lower Saxony","East Germany","","","",""
"Sometimes","2015","Bremen","West Germany","","","",""
"Sometimes","2015","Bremen","East Germany","","","",""
"Sometimes","2015","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2015","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2015","Hesse","West Germany","","","",""
"Sometimes","2015","Hesse","East Germany","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2015","Baden-Württemberg","West Germany","","","",""
"Sometimes","2015","Baden-Württemberg","East Germany","","","",""
"Sometimes","2015","Bavaria","West Germany","","","",""
"Sometimes","2015","Bavaria","East Germany","","","",""
"Sometimes","2015","Berlin","West Germany","","","",""
"Sometimes","2015","Berlin","East Germany","","","",""
"Sometimes","2015","Brandenburg","West Germany","","","",""
"Sometimes","2015","Brandenburg","East Germany","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2015","Saxony","West Germany","","","",""
"Sometimes","2015","Saxony","East Germany","","","",""
"Sometimes","2015","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2015","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2015","Thuringia","West Germany","","","",""
"Sometimes","2015","Thuringia","East Germany","","","",""
"Rarely ","2015","Schleswig-Holstein","West Germany","","","",""
"Rarely ","2015","Schleswig-Holstein","East Germany","","","",""
"Rarely ","2015","Hamburg","West Germany","","","",""
"Rarely ","2015","Hamburg","East Germany","","","",""
"Rarely ","2015","Lower Saxony","West Germany","","","",""
"Rarely ","2015","Lower Saxony","East Germany","","","",""
"Rarely ","2015","Bremen","West Germany","","","",""
"Rarely ","2015","Bremen","East Germany","","","",""
"Rarely ","2015","North Rhine-Westphalia","West Germany","","","",""
"Rarely ","2015","North Rhine-Westphalia","East Germany","","","",""
"Rarely ","2015","Hesse","West Germany","","","",""
"Rarely ","2015","Hesse","East Germany","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely ","2015","Baden-Württemberg","West Germany","","","",""
"Rarely ","2015","Baden-Württemberg","East Germany","","","",""
"Rarely ","2015","Bavaria","West Germany","","","",""
"Rarely ","2015","Bavaria","East Germany","","","",""
"Rarely ","2015","Berlin","West Germany","","","",""
"Rarely ","2015","Berlin","East Germany","","","",""
"Rarely ","2015","Brandenburg","West Germany","","","",""
"Rarely ","2015","Brandenburg","East Germany","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely ","2015","Saxony","West Germany","","","",""
"Rarely ","2015","Saxony","East Germany","","","",""
"Rarely ","2015","Saxony-Anhalt","West Germany","","","",""
"Rarely ","2015","Saxony-Anhalt","East Germany","","","",""
"Rarely ","2015","Thuringia","West Germany","","","",""
"Rarely ","2015","Thuringia","East Germany","","","",""
"Never","2015","Schleswig-Holstein","West Germany","","","",""
"Never","2015","Schleswig-Holstein","East Germany","","","",""
"Never","2015","Hamburg","West Germany","","","",""
"Never","2015","Hamburg","East Germany","","","",""
"Never","2015","Lower Saxony","West Germany","","","",""
"Never","2015","Lower Saxony","East Germany","","","",""
"Never","2015","Bremen","West Germany","","","",""
"Never","2015","Bremen","East Germany","","","",""
"Never","2015","North Rhine-Westphalia","West Germany","","","",""
"Never","2015","North Rhine-Westphalia","East Germany","","","",""
"Never","2015","Hesse","West Germany","","","",""
"Never","2015","Hesse","East Germany","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2015","Baden-Württemberg","West Germany","","","",""
"Never","2015","Baden-Württemberg","East Germany","","","",""
"Never","2015","Bavaria","West Germany","","","",""
"Never","2015","Bavaria","East Germany","","","",""
"Never","2015","Berlin","West Germany","","","",""
"Never","2015","Berlin","East Germany","","","",""
"Never","2015","Brandenburg","West Germany","","","",""
"Never","2015","Brandenburg","East Germany","","","",""
"Never","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2015","Saxony","West Germany","","","",""
"Never","2015","Saxony","East Germany","","","",""
"Never","2015","Saxony-Anhalt","West Germany","","","",""
"Never","2015","Saxony-Anhalt","East Germany","","","",""
"Never","2015","Thuringia","West Germany","","","",""
"Never","2015","Thuringia","East Germany","","","",""
"Very often","2016","Schleswig-Holstein","West Germany","","","",""
"Very often","2016","Schleswig-Holstein","East Germany","","","",""
"Very often","2016","Hamburg","West Germany","","","",""
"Very often","2016","Hamburg","East Germany","","","",""
"Very often","2016","Lower Saxony","West Germany","","","",""
"Very often","2016","Lower Saxony","East Germany","","","",""
"Very often","2016","Bremen","West Germany","","","",""
"Very often","2016","Bremen","East Germany","","","",""
"Very often","2016","North Rhine-Westphalia","West Germany","62","0.100343953160044","0.079231332361775","0.121456573958313"
"Very often","2016","North Rhine-Westphalia","East Germany","","","",""
"Very often","2016","Hesse","West Germany","","","",""
"Very often","2016","Hesse","East Germany","","","",""
