"plj0589","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Full Time","1-pers.-HH","656","0.554868117903061","0.526737599486607","0.582998636319515","5"
"Never","2013","Full Time","(Married) couple without C. ","1471","0.61970147141567","0.600144457343007","0.639258485488334","5"
"Never","2013","Full Time","Couple + C. LE 16 ","1919","0.629056729950246","0.61189926591864","0.646214193981852","5"
"Never","2013","Full Time","Couple + C. GT 16 ","741","0.562117348011317","0.53444748707967","0.589787208942963","5"
"Never","2013","Full Time","Couple + C. LE and GT 16","497","0.62914846347992","0.595822099351274","0.662474827608566","5"
"Never","2013","Part Time","1-pers.-HH","293","0.464720191998685","0.424944675876629","0.504495708120741","5"
"Never","2013","Part Time","(Married) couple without C. ","815","0.58646570816719","0.560186081449333","0.612745334885047","5"
"Never","2013","Part Time","Single parent ","539","0.510581074778554","0.480740207115727","0.540421942441382","5"
"Never","2013","Part Time","Couple + C. LE 16 ","1434","0.614669812903157","0.595117548043787","0.634222077762527","5"
"Never","2013","Part Time","Couple + C. GT 16 ","520","0.548052431894934","0.515188825659212","0.580916038130656","5"
"Never","2013","Not Working","1-pers.-HH","905","0.494113116599335","0.470860784813037","0.517365448385634","5"
"Never","2013","Not Working","(Married) couple without C. ","2403","0.586787692872301","0.571373095701891","0.602202290042711","5"
"Never","2013","Not Working","Single parent ","297","0.402966815117429","0.366288987966565","0.439644642268293","5"
"Never","2013","Full Time","Single parent ","509","0.621059408006248","0.588272366516847","0.653846449495649","5"
"Never","2013","Part Time","Couple + C. LE and GT 16","415","0.57959051762748","0.543230142975353","0.615950892279606","5"
"Never","2013","Not Working","Couple + C. GT 16 ","374","0.580412215501632","0.542904815639173","0.617919615364092","5"
"Never","2013","Not Working","Couple + C. LE and GT 16","269","0.547168958274246","0.503625285947953","0.590712630600539","5"
"Never","2013","Not Working","Couple + C. LE 16 ","491","0.52211286913817","0.491942628639789","0.55228310963655","5"
"Often","2013","Full Time","1-pers.-HH","42","0.0361078608500585","0.0255481117668833","0.0466676099332338","2"
"Often","2013","Full Time","(Married) couple without C. ","34","0.0202280251822946","0.0145566521824806","0.0258993981821086","2"
"Often","2013","Part Time","Single parent ","59","0.0529937461802219","0.0396207892853123","0.0663667030751314","2"
"Often","2013","Part Time","Couple + C. LE 16 ","65","0.0213051457206743","0.0155038431168965","0.0271064483244522","2"
"Often","2013","Not Working","Couple + C. GT 16 ","35","0.0455901469973924","0.0297360970632135","0.0614441969315712","2"
"Often","2013","Not Working","Couple + C. LE and GT 16","23","","","","2"
"Often","2013","Full Time","Single parent ","37","0.0355304451889817","0.0230193687026965","0.0480415216752669","2"
"Often","2013","Full Time","Couple + C. LE 16 ","60","0.0213926703795462","0.0162535217935535","0.0265318189655389","2"
"Often","2013","Full Time","Couple + C. GT 16 ","32","0.025932190345151","0.0170682095133332","0.0347961711769689","2"
"Often","2013","Full Time","Couple + C. LE and GT 16","24","","","","2"
"Often","2013","Part Time","1-pers.-HH","45","0.082311851509991","0.060393475721319","0.104230227298663","2"
"Often","2013","Part Time","(Married) couple without C. ","35","0.0261886570746413","0.0176667627380856","0.0347105514111971","2"
"Often","2013","Part Time","Couple + C. GT 16 ","21","","","","2"
"Often","2013","Part Time","Couple + C. LE and GT 16","24","","","","2"
"Often","2013","Not Working","1-pers.-HH","123","0.072900177132275","0.0608094018045237","0.0849909524600263","2"
"Often","2013","Not Working","(Married) couple without C. ","108","0.0334119337290441","0.027786233616533","0.0390376338415552","2"
"Often","2013","Not Working","Single parent ","66","0.0945184527076632","0.0726424571559912","0.116394448259335","2"
"Often","2013","Not Working","Couple + C. LE 16 ","61","0.0698881206732114","0.0544887425795321","0.0852874987668906","2"
"Rarely ","2013","Full Time","(Married) couple without C. ","671","0.285305293018998","0.267113975288706","0.30349661074929","4"
"Rarely ","2013","Full Time","1-pers.-HH","360","0.296032210587801","0.270192694408667","0.321871726766936","4"
"Rarely ","2013","Full Time","Single parent ","207","0.235728089599441","0.207041447807038","0.264414731391843","4"
"Rarely ","2013","Full Time","Couple + C. LE 16 ","847","0.283162849642689","0.267160534019045","0.299165165266334","4"
"Rarely ","2013","Full Time","Couple + C. GT 16 ","358","0.331415047085771","0.305162042004404","0.357668052167139","4"
"Rarely ","2013","Not Working","Couple + C. GT 16 ","168","0.255120859316613","0.221988439225391","0.288253279407836","4"
"Rarely ","2013","Not Working","Couple + C. LE and GT 16","141","0.254775383305053","0.216658396620178","0.292892369989928","4"
"Rarely ","2013","Full Time","Couple + C. LE and GT 16","224","0.269414197498622","0.238804631146848","0.300023763850396","4"
"Rarely ","2013","Part Time","1-pers.-HH","182","0.315343800526725","0.278287842744157","0.352399758309294","4"
"Rarely ","2013","Part Time","(Married) couple without C. ","371","0.286270917897229","0.262149800185765","0.310392035608693","4"
"Rarely ","2013","Part Time","Single parent ","297","0.26997609790776","0.243474631314312","0.296477564501208","4"
"Rarely ","2013","Part Time","Couple + C. LE 16 ","635","0.269360797850814","0.251537901043944","0.287183694657683","4"
"Rarely ","2013","Part Time","Couple + C. GT 16 ","254","0.30472158840528","0.274327360128478","0.335115816682082","4"
"Rarely ","2013","Part Time","Couple + C. LE and GT 16","202","0.291393731186037","0.25792231719135","0.324865145180724","4"
"Rarely ","2013","Not Working","1-pers.-HH","432","0.246670650732729","0.226622339586977","0.266718961878481","4"
"Rarely ","2013","Not Working","(Married) couple without C. ","1034","0.278753304115048","0.264716863657057","0.292789744573038","4"
"Rarely ","2013","Not Working","Single parent ","177","0.289193838251199","0.255290705347274","0.323096971155124","4"
"Rarely ","2013","Not Working","Couple + C. LE 16 ","306","0.241710572093137","0.21585231618861","0.267568827997664","4"
"Sometimes","2013","Part Time","Couple + C. LE and GT 16","63","0.0743865248875234","0.0550582349573182","0.0937148148177287","3"
"Sometimes","2013","Part Time","Couple + C. GT 16 ","83","0.110309145518531","0.089622719698341","0.130995571338721","3"
"Sometimes","2013","Full Time","(Married) couple without C. ","185","0.072623974846606","0.0621691466223582","0.0830788030708537","3"
"Sometimes","2013","Full Time","Single parent ","80","0.101662855301382","0.0812383792982026","0.122087331304562","3"
"Sometimes","2013","Full Time","1-pers.-HH","126","0.0965127163209664","0.0797982778407747","0.113227154801158","3"
"Sometimes","2013","Part Time","Single parent ","160","0.14775735537711","0.126573992976527","0.168940717777692","3"
"Sometimes","2013","Part Time","Couple + C. LE 16 ","229","0.0885647753961927","0.0771503769183357","0.0999791738740497","3"
"Sometimes","2013","Not Working","1-pers.-HH","264","0.163248534851717","0.146059578960662","0.180437490742772","3"
"Sometimes","2013","Not Working","(Married) couple without C. ","341","0.0916150564466961","0.0825843141804282","0.100645798712964","3"
"Sometimes","2013","Not Working","Single parent ","107","0.16544631918535","0.137660358575005","0.193232279795696","3"
"Sometimes","2013","Not Working","Couple + C. LE 16 ","169","0.148213985817616","0.126753292358614","0.169674679276619","3"
"Sometimes","2013","Full Time","Couple + C. LE 16 ","216","0.06571474817249","0.0569138780260142","0.0745156183189659","3"
"Sometimes","2013","Full Time","Couple + C. GT 16 ","100","0.0781994865578139","0.0632255828548681","0.0931733902607598","3"
"Sometimes","2013","Full Time","Couple + C. LE and GT 16","60","0.0743053004650992","0.056210445374627","0.0924001555555715","3"
"Sometimes","2013","Part Time","1-pers.-HH","70","0.114258153101406","0.0888877829675736","0.139628523235239","3"
"Sometimes","2013","Part Time","(Married) couple without C. ","115","0.0906326135884506","0.0753127797291534","0.105952447447748","3"
"Sometimes","2013","Not Working","Couple + C. GT 16 ","81","0.104170966996481","0.0809530538153762","0.127388880177587","3"
"Sometimes","2013","Not Working","Couple + C. LE and GT 16","62","0.13765308295193","0.107513987686372","0.167792178217487","3"
"Very often","2013","Full Time","1-pers.-HH","15","","","","1"
"Very often","2013","Full Time","(Married) couple without C. ","6","","","","1"
"Very often","2013","Full Time","Single parent ","8","","","","1"
"Very often","2013","Full Time","Couple + C. LE 16 ","3","","","","1"
"Very often","2013","Full Time","Couple + C. GT 16 ","4","","","","1"
"Very often","2013","Full Time","Couple + C. LE and GT 16","2","","","","1"
"Very often","2013","Part Time","1-pers.-HH","14","","","","1"
"Very often","2013","Part Time","(Married) couple without C. ","13","","","","1"
"Very often","2013","Part Time","Single parent ","23","","","","1"
"Very often","2013","Part Time","Couple + C. LE 16 ","17","","","","1"
"Very often","2013","Part Time","Couple + C. GT 16 ","3","","","","1"
"Very often","2013","Part Time","Couple + C. LE and GT 16","4","","","","1"
"Very often","2013","Not Working","1-pers.-HH","52","0.0230675206839437","0.0160858502568104","0.030049191111077","1"
"Very often","2013","Not Working","(Married) couple without C. ","34","0.0094320128369109","0.00640614891396431","0.0124578767598575","1"
