"plj0589","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Very often","2013","Baden-Württemberg","(0) in school","","","",""
"Very often","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Very often","2013","Baden-Württemberg","(1b) general elementary school","","","",""
"Very often","2013","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Very often","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Very often","2013","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Very often","2013","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Very often","2013","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Very often","2013","Bavaria","(0) in school","","","",""
"Very often","2013","Bavaria","(1a) inadequately completed","","","",""
"Very often","2013","Bavaria","(1b) general elementary school","","","",""
"Very often","2013","Bavaria","(1c) basic vocational qualification","","","",""
"Very often","2013","Bavaria","(2b) intermediate general qualification","","","",""
"Very often","2013","Bavaria","(2a) intermediate vocational","","","",""
"Very often","2013","Bavaria","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Bavaria","(3a) lower tertiary education","","","",""
"Very often","2013","Bavaria","(3b) higher tertiary education","","","",""
"Very often","2013","Berlin","(0) in school","","","",""
"Very often","2013","Berlin","(1a) inadequately completed","","","",""
"Very often","2013","Berlin","(1b) general elementary school","","","",""
"Very often","2013","Berlin","(1c) basic vocational qualification","","","",""
"Very often","2013","Berlin","(2b) intermediate general qualification","","","",""
"Very often","2013","Berlin","(2a) intermediate vocational","","","",""
"Very often","2013","Berlin","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Berlin","(3a) lower tertiary education","","","",""
"Very often","2013","Berlin","(3b) higher tertiary education","","","",""
"Very often","2013","Brandenburg","(0) in school","","","",""
"Very often","2013","Brandenburg","(1a) inadequately completed","","","",""
"Very often","2013","Brandenburg","(1b) general elementary school","","","",""
"Very often","2013","Brandenburg","(1c) basic vocational qualification","","","",""
"Very often","2013","Brandenburg","(2b) intermediate general qualification","","","",""
"Very often","2013","Brandenburg","(2a) intermediate vocational","","","",""
"Very often","2013","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Brandenburg","(3a) lower tertiary education","","","",""
"Very often","2013","Brandenburg","(3b) higher tertiary education","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Very often","2013","Saxony","(0) in school","","","",""
"Very often","2013","Saxony","(1a) inadequately completed","","","",""
"Very often","2013","Saxony","(1b) general elementary school","","","",""
"Very often","2013","Saxony","(1c) basic vocational qualification","","","",""
"Very often","2013","Saxony","(2b) intermediate general qualification","","","",""
"Very often","2013","Saxony","(2a) intermediate vocational","","","",""
"Very often","2013","Saxony","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Saxony","(3a) lower tertiary education","","","",""
"Very often","2013","Saxony","(3b) higher tertiary education","","","",""
"Very often","2013","Saxony-Anhalt","(0) in school","","","",""
"Very often","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Very often","2013","Saxony-Anhalt","(1b) general elementary school","","","",""
"Very often","2013","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Very often","2013","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Very often","2013","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Very often","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Very often","2013","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Very often","2013","Thuringia","(0) in school","","","",""
"Very often","2013","Thuringia","(1a) inadequately completed","","","",""
"Very often","2013","Thuringia","(1b) general elementary school","","","",""
"Very often","2013","Thuringia","(1c) basic vocational qualification","","","",""
"Very often","2013","Thuringia","(2b) intermediate general qualification","","","",""
"Very often","2013","Thuringia","(2a) intermediate vocational","","","",""
"Very often","2013","Thuringia","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Thuringia","(3a) lower tertiary education","","","",""
"Very often","2013","Thuringia","(3b) higher tertiary education","","","",""
"Often","2013","Schleswig-Holstein","(0) in school","","","",""
"Often","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Often","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Often","2013","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Often","2013","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Often","2013","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Often","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Often","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Often","2013","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Often","2013","Hamburg","(0) in school","","","",""
"Often","2013","Hamburg","(1a) inadequately completed","","","",""
"Often","2013","Hamburg","(1b) general elementary school","","","",""
"Often","2013","Hamburg","(1c) basic vocational qualification","","","",""
"Often","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Often","2013","Hamburg","(2a) intermediate vocational","","","",""
"Often","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Hamburg","(3a) lower tertiary education","","","",""
"Often","2013","Hamburg","(3b) higher tertiary education","","","",""
"Often","2013","Lower Saxony","(0) in school","","","",""
"Often","2013","Lower Saxony","(1a) inadequately completed","","","",""
"Often","2013","Lower Saxony","(1b) general elementary school","","","",""
"Often","2013","Lower Saxony","(1c) basic vocational qualification","","","",""
"Often","2013","Lower Saxony","(2b) intermediate general qualification","","","",""
"Often","2013","Lower Saxony","(2a) intermediate vocational","","","",""
"Often","2013","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Often","2013","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Lower Saxony","(3a) lower tertiary education","","","",""
"Often","2013","Lower Saxony","(3b) higher tertiary education","","","",""
"Often","2013","Bremen","(0) in school","","","",""
"Often","2013","Bremen","(1a) inadequately completed","","","",""
"Often","2013","Bremen","(1b) general elementary school","","","",""
"Often","2013","Bremen","(1c) basic vocational qualification","","","",""
"Often","2013","Bremen","(2b) intermediate general qualification","","","",""
"Often","2013","Bremen","(2a) intermediate vocational","","","",""
"Often","2013","Bremen","(2c_gen) general maturity certificate","","","",""
"Often","2013","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Bremen","(3a) lower tertiary education","","","",""
"Often","2013","Bremen","(3b) higher tertiary education","","","",""
"Often","2013","North Rhine-Westphalia","(0) in school","","","",""
"Often","2013","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Often","2013","North Rhine-Westphalia","(1b) general elementary school","31","0.0643784444727529","0.0422374338344436","0.0865194551110622"
"Often","2013","North Rhine-Westphalia","(1c) basic vocational qualification","37","0.0307427372613866","0.0208600492817298","0.0406254252410434"
"Often","2013","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Often","2013","North Rhine-Westphalia","(2a) intermediate vocational","33","0.0412860669961813","0.0284511366392611","0.0541209973531014"
"Often","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Often","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Often","2013","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Often","2013","Hesse","(0) in school","","","",""
"Often","2013","Hesse","(1a) inadequately completed","","","",""
"Often","2013","Hesse","(1b) general elementary school","","","",""
"Often","2013","Hesse","(1c) basic vocational qualification","","","",""
"Often","2013","Hesse","(2b) intermediate general qualification","","","",""
"Often","2013","Hesse","(2a) intermediate vocational","","","",""
"Often","2013","Hesse","(2c_gen) general maturity certificate","","","",""
"Often","2013","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Hesse","(3a) lower tertiary education","","","",""
"Often","2013","Hesse","(3b) higher tertiary education","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Often","2013","Baden-Württemberg","(0) in school","","","",""
"Often","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Often","2013","Baden-Württemberg","(1b) general elementary school","","","",""
"Often","2013","Baden-Württemberg","(1c) basic vocational qualification","30","0.0420807835227994","0.027154144153716","0.0570074228918829"
"Often","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Often","2013","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Often","2013","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Often","2013","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Often","2013","Bavaria","(0) in school","","","",""
"Often","2013","Bavaria","(1a) inadequately completed","","","",""
"Often","2013","Bavaria","(1b) general elementary school","","","",""
"Often","2013","Bavaria","(1c) basic vocational qualification","39","0.0378400391417993","0.0270396866926443","0.0486403915909542"
"Often","2013","Bavaria","(2b) intermediate general qualification","","","",""
"Often","2013","Bavaria","(2a) intermediate vocational","","","",""
"Often","2013","Bavaria","(2c_gen) general maturity certificate","","","",""
"Often","2013","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Bavaria","(3a) lower tertiary education","","","",""
"Often","2013","Bavaria","(3b) higher tertiary education","","","",""
"Often","2013","Berlin","(0) in school","","","",""
"Often","2013","Berlin","(1a) inadequately completed","","","",""
"Often","2013","Berlin","(1b) general elementary school","","","",""
"Often","2013","Berlin","(1c) basic vocational qualification","","","",""
"Often","2013","Berlin","(2b) intermediate general qualification","","","",""
"Often","2013","Berlin","(2a) intermediate vocational","","","",""
"Often","2013","Berlin","(2c_gen) general maturity certificate","","","",""
"Often","2013","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Berlin","(3a) lower tertiary education","","","",""
"Often","2013","Berlin","(3b) higher tertiary education","","","",""
"Often","2013","Brandenburg","(0) in school","","","",""
"Often","2013","Brandenburg","(1a) inadequately completed","","","",""
"Often","2013","Brandenburg","(1b) general elementary school","","","",""
"Often","2013","Brandenburg","(1c) basic vocational qualification","","","",""
"Often","2013","Brandenburg","(2b) intermediate general qualification","","","",""
"Often","2013","Brandenburg","(2a) intermediate vocational","","","",""
"Often","2013","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Brandenburg","(3a) lower tertiary education","","","",""
"Often","2013","Brandenburg","(3b) higher tertiary education","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Often","2013","Saxony","(0) in school","","","",""
"Often","2013","Saxony","(1a) inadequately completed","","","",""
"Often","2013","Saxony","(1b) general elementary school","","","",""
"Often","2013","Saxony","(1c) basic vocational qualification","","","",""
"Often","2013","Saxony","(2b) intermediate general qualification","","","",""
"Often","2013","Saxony","(2a) intermediate vocational","","","",""
"Often","2013","Saxony","(2c_gen) general maturity certificate","","","",""
"Often","2013","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Saxony","(3a) lower tertiary education","","","",""
"Often","2013","Saxony","(3b) higher tertiary education","","","",""
"Often","2013","Saxony-Anhalt","(0) in school","","","",""
"Often","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Often","2013","Saxony-Anhalt","(1b) general elementary school","","","",""
"Often","2013","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Often","2013","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Often","2013","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Often","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Often","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Often","2013","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Often","2013","Thuringia","(0) in school","","","",""
"Often","2013","Thuringia","(1a) inadequately completed","","","",""
"Often","2013","Thuringia","(1b) general elementary school","","","",""
"Often","2013","Thuringia","(1c) basic vocational qualification","","","",""
"Often","2013","Thuringia","(2b) intermediate general qualification","","","",""
"Often","2013","Thuringia","(2a) intermediate vocational","","","",""
"Often","2013","Thuringia","(2c_gen) general maturity certificate","","","",""
"Often","2013","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Thuringia","(3a) lower tertiary education","","","",""
"Often","2013","Thuringia","(3b) higher tertiary education","","","",""
"Sometimes","2013","Schleswig-Holstein","(0) in school","","","",""
"Sometimes","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Sometimes","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Sometimes","2013","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Sometimes","2013","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Sometimes","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Sometimes","2013","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Sometimes","2013","Hamburg","(0) in school","","","",""
"Sometimes","2013","Hamburg","(1a) inadequately completed","","","",""
"Sometimes","2013","Hamburg","(1b) general elementary school","","","",""
"Sometimes","2013","Hamburg","(1c) basic vocational qualification","","","",""
"Sometimes","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Hamburg","(2a) intermediate vocational","","","",""
"Sometimes","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Hamburg","(3a) lower tertiary education","","","",""
"Sometimes","2013","Hamburg","(3b) higher tertiary education","","","",""
"Sometimes","2013","Lower Saxony","(0) in school","","","",""
"Sometimes","2013","Lower Saxony","(1a) inadequately completed","","","",""
"Sometimes","2013","Lower Saxony","(1b) general elementary school","32","0.159251380006211","0.111333370909017","0.207169389103404"
"Sometimes","2013","Lower Saxony","(1c) basic vocational qualification","52","0.0844504399053976","0.0613376387774933","0.107563241033302"
"Sometimes","2013","Lower Saxony","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Lower Saxony","(2a) intermediate vocational","53","0.0726889293391571","0.0527452880127037","0.0926325706656105"
"Sometimes","2013","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Lower Saxony","(3a) lower tertiary education","","","",""
"Sometimes","2013","Lower Saxony","(3b) higher tertiary education","","","",""
"Sometimes","2013","Bremen","(0) in school","","","",""
"Sometimes","2013","Bremen","(1a) inadequately completed","","","",""
"Sometimes","2013","Bremen","(1b) general elementary school","","","",""
"Sometimes","2013","Bremen","(1c) basic vocational qualification","","","",""
"Sometimes","2013","Bremen","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Bremen","(2a) intermediate vocational","","","",""
"Sometimes","2013","Bremen","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Bremen","(3a) lower tertiary education","","","",""
"Sometimes","2013","Bremen","(3b) higher tertiary education","","","",""
"Sometimes","2013","North Rhine-Westphalia","(0) in school","","","",""
"Sometimes","2013","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Sometimes","2013","North Rhine-Westphalia","(1b) general elementary school","76","0.192268040915669","0.156716021402","0.227820060429337"
"Sometimes","2013","North Rhine-Westphalia","(1c) basic vocational qualification","124","0.0932196020662487","0.0765744039286848","0.109864800203813"
"Sometimes","2013","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Sometimes","2013","North Rhine-Westphalia","(2a) intermediate vocational","74","0.0842622738956869","0.0663418044985571","0.102182743292817"
"Sometimes","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","58","0.0934435323710578","0.0708235851532456","0.11606347958887"
"Sometimes","2013","North Rhine-Westphalia","(3a) lower tertiary education","30","0.102155667663854","0.0695786888649241","0.134732646462785"
"Sometimes","2013","North Rhine-Westphalia","(3b) higher tertiary education","46","0.0776958839268825","0.0588492706503587","0.0965424972034063"
"Sometimes","2013","Hesse","(0) in school","","","",""
"Sometimes","2013","Hesse","(1a) inadequately completed","","","",""
"Sometimes","2013","Hesse","(1b) general elementary school","","","",""
"Sometimes","2013","Hesse","(1c) basic vocational qualification","35","0.107426137020508","0.0740167749403685","0.140835499100647"
"Sometimes","2013","Hesse","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Hesse","(2a) intermediate vocational","","","",""
"Sometimes","2013","Hesse","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Hesse","(3a) lower tertiary education","","","",""
"Sometimes","2013","Hesse","(3b) higher tertiary education","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","34","0.0775724906852541","0.0523185330798715","0.102826448290637"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Sometimes","2013","Baden-Württemberg","(0) in school","","","",""
"Sometimes","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Sometimes","2013","Baden-Württemberg","(1b) general elementary school","34","0.105821053008111","0.0688547914301875","0.142787314586035"
"Sometimes","2013","Baden-Württemberg","(1c) basic vocational qualification","64","0.0838850390634144","0.0632752791766162","0.104494798950212"
"Sometimes","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Baden-Württemberg","(2a) intermediate vocational","62","0.101477153099377","0.0791240520365778","0.123830254162177"
"Sometimes","2013","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Sometimes","2013","Baden-Württemberg","(3b) higher tertiary education","30","0.0648252498198622","0.0420256318656468","0.0876248677740775"
"Sometimes","2013","Bavaria","(0) in school","","","",""
"Sometimes","2013","Bavaria","(1a) inadequately completed","","","",""
"Sometimes","2013","Bavaria","(1b) general elementary school","42","0.1235865853414","0.0869506386180519","0.160222532064748"
"Sometimes","2013","Bavaria","(1c) basic vocational qualification","133","0.0971472676791975","0.0803838620851062","0.113910673273289"
"Sometimes","2013","Bavaria","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Bavaria","(2a) intermediate vocational","78","0.085983244913518","0.0679562129840659","0.10401027684297"
"Sometimes","2013","Bavaria","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Bavaria","(3a) lower tertiary education","","","",""
"Sometimes","2013","Bavaria","(3b) higher tertiary education","37","0.0614951056064079","0.0404798450375114","0.0825103661753044"
"Sometimes","2013","Berlin","(0) in school","","","",""
"Sometimes","2013","Berlin","(1a) inadequately completed","","","",""
"Sometimes","2013","Berlin","(1b) general elementary school","","","",""
"Sometimes","2013","Berlin","(1c) basic vocational qualification","","","",""
