"plj0589","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Hamburg","Urban Area","3","","","","5"
"Never","2018","Hamburg","Rural Area","","","","","5"
"Never","2018","Lower Saxony","Urban Area","23","","","","5"
"Never","2018","Lower Saxony","Rural Area","33","0.565590952410057","0.446005932279942","0.685175972540173","5"
"Never","2018","Bremen","Urban Area","2","","","","5"
"Never","2018","Bremen","Rural Area","","","","","5"
"Never","2018","North Rhine-Westphalia","Urban Area","41","0.419438085628836","0.315745747577268","0.523130423680404","5"
"Never","2018","North Rhine-Westphalia","Rural Area","1","","","","5"
"Never","2018","Hesse","Urban Area","8","","","","5"
"Never","2018","Hesse","Rural Area","6","","","","5"
"Never","2018","Rhineland-Palatinate,Saarland","Urban Area","7","","","","5"
"Never","2018","Rhineland-Palatinate,Saarland","Rural Area","1","","","","5"
"Never","2018","Baden-Württemberg","Urban Area","7","","","","5"
"Never","2018","Baden-Württemberg","Rural Area","","","","","5"
"Never","2018","Bavaria","Urban Area","9","","","","5"
"Never","2018","Bavaria","Rural Area","7","","","","5"
"Never","2018","Berlin","Urban Area","5","","","","5"
"Never","2018","Berlin","Rural Area","","","","","5"
"Never","2018","Brandenburg","Urban Area","","","","","5"
"Never","2018","Brandenburg","Rural Area","3","","","","5"
"Never","2018","Mecklenburg-Western Pomerania","Urban Area","1","","","","5"
"Never","2018","Mecklenburg-Western Pomerania","Rural Area","3","","","","5"
"Never","2018","Saxony","Urban Area","2","","","","5"
"Never","2018","Saxony","Rural Area","2","","","","5"
"Never","2018","Saxony-Anhalt","Urban Area","1","","","","5"
"Never","2018","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2018","Thuringia","Urban Area","4","","","","5"
"Often","2018","Thuringia","Rural Area","","","","","2"
"Often","2018","Schleswig-Holstein","Rural Area","","","","","2"
"Often","2018","Hamburg","Urban Area","2","","","","2"
"Often","2018","Hamburg","Rural Area","","","","","2"
"Often","2018","Bremen","Urban Area","1","","","","2"
"Often","2018","Bremen","Rural Area","","","","","2"
"Often","2018","North Rhine-Westphalia","Urban Area","7","","","","2"
"Often","2018","North Rhine-Westphalia","Rural Area","","","","","2"
"Often","2018","Rhineland-Palatinate,Saarland","Urban Area","4","","","","2"
"Often","2018","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Often","2018","Baden-Württemberg","Urban Area","4","","","","2"
"Often","2018","Berlin","Urban Area","","","","","2"
"Often","2018","Berlin","Rural Area","","","","","2"
"Often","2018","Brandenburg","Urban Area","","","","","2"
"Often","2018","Mecklenburg-Western Pomerania","Rural Area","1","","","","2"
"Often","2018","Saxony","Urban Area","2","","","","2"
"Often","2018","Saxony","Rural Area","1","","","","2"
"Often","2018","Saxony-Anhalt","Urban Area","","","","","2"
"Often","2018","Saxony-Anhalt","Rural Area","","","","","2"
"Often","2018","Thuringia","Urban Area","","","","","2"
"Often","2018","Bavaria","Urban Area","1","","","","2"
"Often","2018","Bavaria","Rural Area","1","","","","2"
"Often","2018","Lower Saxony","Urban Area","3","","","","2"
"Often","2018","Brandenburg","Rural Area","","","","","2"
"Often","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Often","2018","Hesse","Urban Area","2","","","","2"
"Often","2018","Hesse","Rural Area","2","","","","2"
"Often","2018","Schleswig-Holstein","Urban Area","1","","","","2"
"Often","2018","Baden-Württemberg","Rural Area","","","","","2"
"Often","2018","Lower Saxony","Rural Area","8","","","","2"
"Rarely ","2018","Thuringia","Rural Area","1","","","","4"
"Rarely ","2018","Schleswig-Holstein","Rural Area","1","","","","4"
"Rarely ","2018","Bremen","Urban Area","3","","","","4"
"Rarely ","2018","Bremen","Rural Area","","","","","4"
"Rarely ","2018","North Rhine-Westphalia","Urban Area","17","","","","4"
"Rarely ","2018","North Rhine-Westphalia","Rural Area","2","","","","4"
"Rarely ","2018","Hesse","Urban Area","6","","","","4"
"Rarely ","2018","Hesse","Rural Area","4","","","","4"
"Rarely ","2018","Rhineland-Palatinate,Saarland","Urban Area","6","","","","4"
"Rarely ","2018","Rhineland-Palatinate,Saarland","Rural Area","1","","","","4"
"Rarely ","2018","Baden-Württemberg","Urban Area","3","","","","4"
"Rarely ","2018","Baden-Württemberg","Rural Area","2","","","","4"
"Rarely ","2018","Bavaria","Urban Area","2","","","","4"
"Rarely ","2018","Bavaria","Rural Area","2","","","","4"
"Rarely ","2018","Berlin","Urban Area","1","","","","4"
"Rarely ","2018","Berlin","Rural Area","","","","","4"
"Rarely ","2018","Brandenburg","Urban Area","","","","","4"
"Rarely ","2018","Brandenburg","Rural Area","2","","","","4"
"Rarely ","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely ","2018","Mecklenburg-Western Pomerania","Rural Area","1","","","","4"
"Rarely ","2018","Saxony","Urban Area","1","","","","4"
"Rarely ","2018","Saxony","Rural Area","","","","","4"
"Rarely ","2018","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely ","2018","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely ","2018","Thuringia","Urban Area","","","","","4"
"Rarely ","2018","Hamburg","Urban Area","1","","","","4"
"Rarely ","2018","Lower Saxony","Urban Area","5","","","","4"
"Rarely ","2018","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely ","2018","Lower Saxony","Rural Area","10","","","","4"
"Rarely ","2018","Hamburg","Rural Area","","","","","4"
"Sometimes","2018","Thuringia","Rural Area","1","","","","3"
"Sometimes","2018","Berlin","Urban Area","2","","","","3"
"Sometimes","2018","Berlin","Rural Area","","","","","3"
"Sometimes","2018","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Sometimes","2018","Saxony","Urban Area","","","","","3"
"Sometimes","2018","Schleswig-Holstein","Rural Area","3","","","","3"
"Sometimes","2018","Hamburg","Urban Area","3","","","","3"
"Sometimes","2018","Bremen","Urban Area","3","","","","3"
"Sometimes","2018","Bremen","Rural Area","","","","","3"
"Sometimes","2018","North Rhine-Westphalia","Urban Area","17","","","","3"
"Sometimes","2018","North Rhine-Westphalia","Rural Area","1","","","","3"
"Sometimes","2018","Hesse","Urban Area","7","","","","3"
"Sometimes","2018","Hesse","Rural Area","5","","","","3"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Urban Area","6","","","","3"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Sometimes","2018","Baden-Württemberg","Urban Area","6","","","","3"
"Sometimes","2018","Baden-Württemberg","Rural Area","","","","","3"
"Sometimes","2018","Bavaria","Urban Area","4","","","","3"
"Sometimes","2018","Bavaria","Rural Area","6","","","","3"
"Sometimes","2018","Brandenburg","Urban Area","1","","","","3"
"Sometimes","2018","Brandenburg","Rural Area","5","","","","3"
"Sometimes","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Sometimes","2018","Saxony","Rural Area","","","","","3"
"Sometimes","2018","Saxony-Anhalt","Urban Area","2","","","","3"
"Sometimes","2018","Saxony-Anhalt","Rural Area","","","","","3"
"Sometimes","2018","Thuringia","Urban Area","","","","","3"
"Sometimes","2018","Schleswig-Holstein","Urban Area","1","","","","3"
"Sometimes","2018","Hamburg","Rural Area","","","","","3"
"Sometimes","2018","Lower Saxony","Urban Area","7","","","","3"
"Sometimes","2018","Lower Saxony","Rural Area","13","","","","3"
"Very often","2018","Schleswig-Holstein","Rural Area","1","","","","1"
"Very often","2018","Hamburg","Urban Area","","","","","1"
"Very often","2018","Hamburg","Rural Area","","","","","1"
"Very often","2018","Lower Saxony","Urban Area","","","","","1"
"Very often","2018","Bremen","Urban Area","","","","","1"
"Very often","2018","Bremen","Rural Area","","","","","1"
"Very often","2018","North Rhine-Westphalia","Urban Area","5","","","","1"
"Very often","2018","North Rhine-Westphalia","Rural Area","","","","","1"
"Very often","2018","Hesse","Urban Area","6","","","","1"
"Very often","2018","Hesse","Rural Area","4","","","","1"
"Very often","2018","Rhineland-Palatinate,Saarland","Urban Area","2","","","","1"
"Very often","2018","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Very often","2018","Baden-Württemberg","Urban Area","2","","","","1"
"Very often","2018","Baden-Württemberg","Rural Area","","","","","1"
"Very often","2018","Bavaria","Urban Area","","","","","1"
"Very often","2018","Bavaria","Rural Area","4","","","","1"
"Very often","2018","Berlin","Urban Area","","","","","1"
"Very often","2018","Berlin","Rural Area","","","","","1"
"Very often","2018","Brandenburg","Urban Area","","","","","1"
"Very often","2018","Brandenburg","Rural Area","","","","","1"
"Very often","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Very often","2018","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Very often","2018","Saxony","Urban Area","","","","","1"
"Very often","2018","Saxony","Rural Area","","","","","1"
"Very often","2018","Saxony-Anhalt","Urban Area","","","","","1"
"Very often","2018","Saxony-Anhalt","Rural Area","","","","","1"
"Very often","2018","Thuringia","Urban Area","","","","","1"
"Very often","2018","Thuringia","Rural Area","","","","","1"
"Very often","2018","Lower Saxony","Rural Area","2","","","","1"
"Very often","2018","Schleswig-Holstein","Urban Area","1","","","","1"
"Never","2019","Schleswig-Holstein","Urban Area","10","","","","5"
"Never","2019","Schleswig-Holstein","Rural Area","1","","","","5"
"Never","2019","Hamburg","Urban Area","4","","","","5"
"Never","2019","Hamburg","Rural Area","","","","","5"
"Never","2019","Lower Saxony","Urban Area","13","","","","5"
"Never","2019","Lower Saxony","Rural Area","20","","","","5"
"Never","2019","Bremen","Urban Area","","","","","5"
"Never","2019","Bremen","Rural Area","","","","","5"
"Never","2019","North Rhine-Westphalia","Urban Area","31","0.492633994178495","0.366132592661857","0.619135395695132","5"
"Never","2019","North Rhine-Westphalia","Rural Area","2","","","","5"
"Never","2019","Hesse","Urban Area","5","","","","5"
"Never","2019","Hesse","Rural Area","1","","","","5"
"Never","2019","Rhineland-Palatinate,Saarland","Urban Area","6","","","","5"
"Never","2019","Rhineland-Palatinate,Saarland","Rural Area","2","","","","5"
"Never","2019","Baden-Württemberg","Urban Area","10","","","","5"
"Never","2019","Baden-Württemberg","Rural Area","3","","","","5"
"Never","2019","Bavaria","Urban Area","9","","","","5"
"Never","2019","Bavaria","Rural Area","6","","","","5"
"Never","2019","Berlin","Urban Area","","","","","5"
"Never","2019","Berlin","Rural Area","","","","","5"
"Never","2019","Brandenburg","Urban Area","","","","","5"
"Never","2019","Brandenburg","Rural Area","4","","","","5"
"Never","2019","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2019","Mecklenburg-Western Pomerania","Rural Area","2","","","","5"
"Never","2019","Saxony","Urban Area","","","","","5"
"Never","2019","Saxony","Rural Area","","","","","5"
"Never","2019","Saxony-Anhalt","Urban Area","2","","","","5"
"Never","2019","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2019","Thuringia","Urban Area","","","","","5"
"Never","2019","Thuringia","Rural Area","1","","","","5"
"Often","2019","Schleswig-Holstein","Rural Area","","","","","2"
"Often","2019","Hamburg","Urban Area","","","","","2"
"Often","2019","Hamburg","Rural Area","","","","","2"
"Often","2019","Bremen","Urban Area","1","","","","2"
"Often","2019","Bremen","Rural Area","","","","","2"
"Often","2019","North Rhine-Westphalia","Urban Area","5","","","","2"
"Often","2019","North Rhine-Westphalia","Rural Area","","","","","2"
"Often","2019","Hesse","Urban Area","","","","","2"
"Often","2019","Hesse","Rural Area","","","","","2"
"Often","2019","Rhineland-Palatinate,Saarland","Urban Area","1","","","","2"
"Often","2019","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Often","2019","Baden-Württemberg","Urban Area","2","","","","2"
"Often","2019","Baden-Württemberg","Rural Area","","","","","2"
"Often","2019","Bavaria","Urban Area","3","","","","2"
"Often","2019","Bavaria","Rural Area","1","","","","2"
"Often","2019","Berlin","Urban Area","","","","","2"
"Often","2019","Berlin","Rural Area","","","","","2"
"Often","2019","Brandenburg","Urban Area","","","","","2"
"Often","2019","Brandenburg","Rural Area","3","","","","2"
"Often","2019","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Often","2019","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Often","2019","Saxony","Urban Area","","","","","2"
"Often","2019","Saxony","Rural Area","","","","","2"
"Often","2019","Saxony-Anhalt","Urban Area","1","","","","2"
"Often","2019","Saxony-Anhalt","Rural Area","","","","","2"
"Often","2019","Thuringia","Urban Area","","","","","2"
"Often","2019","Thuringia","Rural Area","","","","","2"
"Often","2019","Schleswig-Holstein","Urban Area","2","","","","2"
"Often","2019","Lower Saxony","Urban Area","","","","","2"
"Often","2019","Lower Saxony","Rural Area","2","","","","2"
"Rarely ","2019","Schleswig-Holstein","Rural Area","1","","","","4"
"Rarely ","2019","Bremen","Urban Area","2","","","","4"
"Rarely ","2019","Schleswig-Holstein","Urban Area","3","","","","4"
"Rarely ","2019","Hamburg","Urban Area","","","","","4"
"Rarely ","2019","Hamburg","Rural Area","","","","","4"
"Rarely ","2019","Lower Saxony","Urban Area","1","","","","4"
"Rarely ","2019","Lower Saxony","Rural Area","13","","","","4"
"Rarely ","2019","Bremen","Rural Area","","","","","4"
"Rarely ","2019","North Rhine-Westphalia","Urban Area","10","","","","4"
"Rarely ","2019","North Rhine-Westphalia","Rural Area","2","","","","4"
"Rarely ","2019","Hesse","Urban Area","3","","","","4"
"Rarely ","2019","Hesse","Rural Area","3","","","","4"
"Rarely ","2019","Rhineland-Palatinate,Saarland","Urban Area","2","","","","4"
"Rarely ","2019","Rhineland-Palatinate,Saarland","Rural Area","1","","","","4"
"Rarely ","2019","Baden-Württemberg","Urban Area","3","","","","4"
"Rarely ","2019","Baden-Württemberg","Rural Area","","","","","4"
"Rarely ","2019","Bavaria","Urban Area","1","","","","4"
"Rarely ","2019","Bavaria","Rural Area","2","","","","4"
"Rarely ","2019","Berlin","Urban Area","","","","","4"
"Rarely ","2019","Berlin","Rural Area","","","","","4"
"Rarely ","2019","Brandenburg","Urban Area","","","","","4"
"Rarely ","2019","Brandenburg","Rural Area","2","","","","4"
"Rarely ","2019","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely ","2019","Mecklenburg-Western Pomerania","Rural Area","1","","","","4"
"Rarely ","2019","Saxony","Urban Area","","","","","4"
"Rarely ","2019","Saxony","Rural Area","","","","","4"
"Rarely ","2019","Saxony-Anhalt","Urban Area","1","","","","4"
"Rarely ","2019","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely ","2019","Thuringia","Urban Area","","","","","4"
"Rarely ","2019","Thuringia","Rural Area","","","","","4"
"Sometimes","2019","Schleswig-Holstein","Rural Area","1","","","","3"
"Sometimes","2019","Hamburg","Urban Area","","","","","3"
"Sometimes","2019","Bremen","Urban Area","3","","","","3"
"Sometimes","2019","Bremen","Rural Area","","","","","3"
"Sometimes","2019","North Rhine-Westphalia","Urban Area","13","","","","3"
"Sometimes","2019","North Rhine-Westphalia","Rural Area","1","","","","3"
"Sometimes","2019","Hesse","Urban Area","1","","","","3"
"Sometimes","2019","Hesse","Rural Area","","","","","3"
"Sometimes","2019","Rhineland-Palatinate,Saarland","Urban Area","3","","","","3"
"Sometimes","2019","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Sometimes","2019","Baden-Württemberg","Urban Area","7","","","","3"
"Sometimes","2019","Baden-Württemberg","Rural Area","","","","","3"
"Sometimes","2019","Bavaria","Urban Area","3","","","","3"
"Sometimes","2019","Bavaria","Rural Area","2","","","","3"
"Sometimes","2019","Berlin","Urban Area","","","","","3"
"Sometimes","2019","Berlin","Rural Area","","","","","3"
"Sometimes","2019","Brandenburg","Urban Area","","","","","3"
"Sometimes","2019","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Sometimes","2019","Saxony","Urban Area","","","","","3"
"Sometimes","2019","Saxony","Rural Area","","","","","3"
"Sometimes","2019","Thuringia","Urban Area","","","","","3"
"Sometimes","2019","Thuringia","Rural Area","1","","","","3"
"Sometimes","2019","Brandenburg","Rural Area","4","","","","3"
"Sometimes","2019","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Sometimes","2019","Saxony-Anhalt","Urban Area","","","","","3"
"Sometimes","2019","Saxony-Anhalt","Rural Area","","","","","3"
"Sometimes","2019","Schleswig-Holstein","Urban Area","2","","","","3"
"Sometimes","2019","Hamburg","Rural Area","","","","","3"
"Sometimes","2019","Lower Saxony","Urban Area","5","","","","3"
"Sometimes","2019","Lower Saxony","Rural Area","14","","","","3"
"Very often","2019","Schleswig-Holstein","Rural Area","1","","","","1"
"Very often","2019","Hamburg","Urban Area","","","","","1"
"Very often","2019","Hamburg","Rural Area","","","","","1"
"Very often","2019","Lower Saxony","Urban Area","1","","","","1"
"Very often","2019","Bremen","Urban Area","","","","","1"
"Very often","2019","Bremen","Rural Area","","","","","1"
"Very often","2019","North Rhine-Westphalia","Urban Area","1","","","","1"
"Very often","2019","North Rhine-Westphalia","Rural Area","1","","","","1"
"Very often","2019","Hesse","Urban Area","","","","","1"
"Very often","2019","Hesse","Rural Area","","","","","1"
"Very often","2019","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Very often","2019","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Very often","2019","Baden-Württemberg","Urban Area","1","","","","1"
"Very often","2019","Baden-Württemberg","Rural Area","1","","","","1"
"Very often","2019","Bavaria","Urban Area","","","","","1"
"Very often","2019","Bavaria","Rural Area","","","","","1"
"Very often","2019","Berlin","Urban Area","","","","","1"
"Very often","2019","Berlin","Rural Area","","","","","1"
"Very often","2019","Brandenburg","Urban Area","","","","","1"
"Very often","2019","Brandenburg","Rural Area","","","","","1"
"Very often","2019","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Very often","2019","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Very often","2019","Saxony","Urban Area","","","","","1"
"Very often","2019","Saxony","Rural Area","","","","","1"
"Very often","2019","Saxony-Anhalt","Urban Area","","","","","1"
"Very often","2019","Saxony-Anhalt","Rural Area","","","","","1"
"Very often","2019","Thuringia","Urban Area","","","","","1"
"Very often","2019","Thuringia","Rural Area","","","","","1"
"Very often","2019","Lower Saxony","Rural Area","2","","","","1"
"Very often","2019","Schleswig-Holstein","Urban Area","","","","","1"
