"plj0589","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Full Time","in school","","","",""
"Very often","2013","Full Time","inadequately","","","",""
"Very often","2013","Full Time","general elemantary","6","","",""
"Very often","2013","Full Time","middle vocational","17","","",""
"Very often","2013","Full Time","vocational + Abi","3","","",""
"Very often","2013","Full Time","higher vocational","2","","",""
"Very often","2013","Full Time","higher education","10","","",""
"Very often","2013","Part Time","in school","1","","",""
"Very often","2013","Part Time","inadequately","3","","",""
"Very often","2013","Part Time","general elemantary","13","","",""
"Very often","2013","Part Time","middle vocational","41","0.0106203282261464","0.00727417428125715","0.0139664821710356"
"Very often","2013","Part Time","vocational + Abi","4","","",""
"Very often","2013","Part Time","higher vocational","4","","",""
"Very often","2013","Part Time","higher education","8","","",""
"Very often","2013","Not Working","in school","","","",""
"Very often","2013","Not Working","inadequately","12","","",""
"Very often","2013","Not Working","general elemantary","48","0.0253985004699217","0.0170058568344759","0.0337911441053676"
"Very often","2013","Not Working","middle vocational","84","0.0148823476322999","0.0113204183602289","0.0184442769043709"
"Very often","2013","Not Working","vocational + Abi","8","","",""
"Very often","2013","Not Working","higher vocational","7","","",""
"Very often","2013","Not Working","higher education","12","","",""
"Often","2013","Full Time","in school","","","",""
"Often","2013","Full Time","inadequately","4","","",""
"Often","2013","Full Time","general elemantary","22","","",""
"Often","2013","Full Time","middle vocational","128","0.034293562816305","0.0289078567916243","0.0396792688409858"
"Often","2013","Full Time","vocational + Abi","12","","",""
"Often","2013","Full Time","higher vocational","16","","",""
"Often","2013","Full Time","higher education","45","0.0161071253882189","0.011491018056481","0.0207232327199568"
"Often","2013","Part Time","in school","5","","",""
"Often","2013","Part Time","inadequately","9","","",""
"Often","2013","Part Time","general elemantary","30","0.0526721308392867","0.0354864657713746","0.0698577959071988"
"Often","2013","Part Time","middle vocational","130","0.0342260615363721","0.0282911853819005","0.0401609376908438"
"Often","2013","Part Time","vocational + Abi","32","0.049207547703065","0.0327056136547181","0.065709481751412"
"Often","2013","Part Time","higher vocational","11","","",""
"Often","2013","Part Time","higher education","33","0.039954463946891","0.0300760280079305","0.0498328998858514"
"Often","2013","Not Working","in school","11","","",""
"Often","2013","Not Working","inadequately","28","","",""
"Often","2013","Not Working","general elemantary","86","0.0716167096272352","0.0578619803721742","0.0853714388822961"
"Often","2013","Not Working","middle vocational","219","0.0486570707304465","0.042327896578557","0.0549862448823359"
"Often","2013","Not Working","vocational + Abi","20","","",""
"Often","2013","Not Working","higher vocational","19","","",""
"Often","2013","Not Working","higher education","41","0.0341442250572539","0.0248450580107907","0.043443392103717"
"Sometimes","2013","Full Time","in school","1","","",""
"Sometimes","2013","Full Time","inadequately","13","","",""
"Sometimes","2013","Full Time","general elemantary","66","0.10815182042407","0.08313399142538","0.13316964942276"
"Sometimes","2013","Full Time","middle vocational","387","0.0787790174882041","0.0708063992638137","0.0867516357125946"
"Sometimes","2013","Full Time","vocational + Abi","59","0.069878159231267","0.0518005056027046","0.0879558128598293"
"Sometimes","2013","Full Time","higher vocational","59","0.0791420678737073","0.0609076434682255","0.097376492279189"
"Sometimes","2013","Full Time","higher education","182","0.0742281103693171","0.0646157693925469","0.0838404513460873"
"Sometimes","2013","Part Time","in school","5","","",""
"Sometimes","2013","Part Time","inadequately","18","","",""
"Sometimes","2013","Part Time","general elemantary","95","0.138020734146807","0.111484070554934","0.164557397738679"
"Sometimes","2013","Part Time","middle vocational","394","0.112129208045173","0.101829386063901","0.122429030026446"
"Sometimes","2013","Part Time","vocational + Abi","68","0.0982772272128628","0.0755660791011482","0.120988375324577"
"Sometimes","2013","Part Time","higher vocational","32","0.0731809500781431","0.0463156938102602","0.100046206346026"
"Sometimes","2013","Part Time","higher education","107","0.0595010579959494","0.0475693911911256","0.0714327248007732"
"Sometimes","2013","Not Working","in school","24","","",""
"Sometimes","2013","Not Working","inadequately","44","0.278891190051719","0.213738823479995","0.344043556623442"
"Sometimes","2013","Not Working","general elemantary","214","0.160126903885714","0.140564591272466","0.179689216498963"
"Sometimes","2013","Not Working","middle vocational","529","0.118791586965618","0.109273762784254","0.128309411146982"
"Sometimes","2013","Not Working","vocational + Abi","49","0.132130304932326","0.0967042319317263","0.167556377932926"
"Sometimes","2013","Not Working","higher vocational","48","0.121211051611834","0.0918606066900208","0.150561496533646"
"Sometimes","2013","Not Working","higher education","124","0.0939283750424594","0.0789898077334169","0.108866942351502"
"Rarely ","2013","Full Time","in school","1","","",""
"Rarely ","2013","Full Time","inadequately","25","","",""
"Rarely ","2013","Full Time","general elemantary","186","0.36712972226984","0.328300887264411","0.405958557275269"
"Rarely ","2013","Full Time","middle vocational","1259","0.296701334461057","0.283182370078273","0.310220298843841"
"Rarely ","2013","Full Time","vocational + Abi","234","0.299851503929169","0.26736151169191","0.332341496166429"
"Rarely ","2013","Full Time","higher vocational","260","0.354352301629575","0.322044494777078","0.386660108482072"
"Rarely ","2013","Full Time","higher education","708","0.243542314602018","0.22780348240015","0.259281146803887"
"Rarely ","2013","Part Time","in school","31","0.31201212495546","0.218845059552746","0.405179190358174"
"Rarely ","2013","Part Time","inadequately","25","","",""
"Rarely ","2013","Part Time","general elemantary","180","0.267725952740345","0.233660999258518","0.301790906222172"
"Rarely ","2013","Part Time","middle vocational","1011","0.294985733529754","0.280099154221804","0.309872312837704"
"Rarely ","2013","Part Time","vocational + Abi","163","0.243241620302066","0.210509534085878","0.275973706518254"
"Rarely ","2013","Part Time","higher vocational","101","0.307764013704544","0.260150471172053","0.355377556237036"
"Rarely ","2013","Part Time","higher education","406","0.298068150165304","0.274997232041866","0.321139068288742"
"Rarely ","2013","Not Working","in school","96","0.23851165437156","0.193541438082647","0.283481870660473"
"Rarely ","2013","Not Working","inadequately","47","0.244325249678309","0.181899462382709","0.306751036973909"
"Rarely ","2013","Not Working","general elemantary","334","0.238017047729323","0.215299687414486","0.26073440804416"
"Rarely ","2013","Not Working","middle vocational","1142","0.262005216292672","0.249069599737198","0.274940832848145"
"Rarely ","2013","Not Working","vocational + Abi","92","0.259578056288789","0.21371445412913","0.305441658448448"
"Rarely ","2013","Not Working","higher vocational","146","0.290842227958917","0.250000749880112","0.331683706037722"
"Rarely ","2013","Not Working","higher education","399","0.296681445299047","0.2732903526474","0.320072537950693"
"Never","2013","Full Time","in school","1","","",""
"Never","2013","Full Time","inadequately","27","","",""
"Never","2013","Full Time","general elemantary","312","0.483798339298031","0.443542478007205","0.524054200588858"
"Never","2013","Full Time","middle vocational","2595","0.583084212276418","0.568492589650586","0.597675834902249"
"Never","2013","Full Time","vocational + Abi","456","0.608328045917525","0.573715657494381","0.642940434340669"
"Never","2013","Full Time","higher vocational","505","0.545403499976414","0.511770620621518","0.57903637933131"
"Never","2013","Full Time","higher education","1912","0.662220191077951","0.644877718247134","0.679562663908768"
"Never","2013","Part Time","in school","53","0.501234640641481","0.400690916217792","0.60177836506517"
"Never","2013","Part Time","inadequately","22","","",""
"Never","2013","Part Time","general elemantary","331","0.526492534825247","0.488078912105363","0.564906157545131"
"Never","2013","Part Time","middle vocational","2029","0.548038668662554","0.531792472324827","0.56428486500028"
"Never","2013","Part Time","vocational + Abi","393","0.600971786133483","0.563611949614231","0.638331622652735"
"Never","2013","Part Time","higher vocational","213","0.589435553643865","0.538689377433883","0.640181729853847"
"Never","2013","Part Time","higher education","956","0.592294732987208","0.567509003029974","0.617080462944443"
"Never","2013","Not Working","in school","214","0.667994562675394","0.618301289301435","0.717687836049353"
"Never","2013","Not Working","inadequately","51","0.316947710809189","0.249349814238383","0.384545607379995"
"Never","2013","Not Working","general elemantary","668","0.504840838287805","0.478170356817321","0.53151131975829"
"Never","2013","Not Working","middle vocational","2465","0.555663778378964","0.541046469599016","0.570281087158913"
"Never","2013","Not Working","vocational + Abi","182","0.525953428653059","0.473716373833374","0.578190483472745"
"Never","2013","Not Working","higher vocational","255","0.507197859644149","0.462237861462636","0.552157857825661"
"Never","2013","Not Working","higher education","889","0.566295458896509","0.540918019289088","0.591672898503929"
"Very often","2014","Full Time","in school","","","",""
"Very often","2014","Full Time","inadequately","","","",""
"Very often","2014","Full Time","general elemantary","","","",""
"Very often","2014","Full Time","middle vocational","","","",""
"Very often","2014","Full Time","vocational + Abi","","","",""
"Very often","2014","Full Time","higher vocational","","","",""
"Very often","2014","Full Time","higher education","","","",""
"Very often","2014","Part Time","in school","","","",""
"Very often","2014","Part Time","inadequately","","","",""
"Very often","2014","Part Time","general elemantary","","","",""
"Very often","2014","Part Time","middle vocational","","","",""
"Very often","2014","Part Time","vocational + Abi","","","",""
"Very often","2014","Part Time","higher vocational","","","",""
"Very often","2014","Part Time","higher education","","","",""
"Very often","2014","Not Working","in school","","","",""
"Very often","2014","Not Working","inadequately","","","",""
"Very often","2014","Not Working","general elemantary","","","",""
"Very often","2014","Not Working","middle vocational","","","",""
"Very often","2014","Not Working","vocational + Abi","","","",""
"Very often","2014","Not Working","higher vocational","","","",""
"Very often","2014","Not Working","higher education","","","",""
"Often","2014","Full Time","in school","","","",""
"Often","2014","Full Time","inadequately","","","",""
"Often","2014","Full Time","general elemantary","","","",""
"Often","2014","Full Time","middle vocational","","","",""
"Often","2014","Full Time","vocational + Abi","","","",""
"Often","2014","Full Time","higher vocational","","","",""
"Often","2014","Full Time","higher education","","","",""
"Often","2014","Part Time","in school","","","",""
"Often","2014","Part Time","inadequately","","","",""
"Often","2014","Part Time","general elemantary","","","",""
"Often","2014","Part Time","middle vocational","","","",""
"Often","2014","Part Time","vocational + Abi","","","",""
"Often","2014","Part Time","higher vocational","","","",""
"Often","2014","Part Time","higher education","","","",""
"Often","2014","Not Working","in school","","","",""
"Often","2014","Not Working","inadequately","","","",""
"Often","2014","Not Working","general elemantary","","","",""
"Often","2014","Not Working","middle vocational","","","",""
"Often","2014","Not Working","vocational + Abi","","","",""
"Often","2014","Not Working","higher vocational","","","",""
"Often","2014","Not Working","higher education","","","",""
"Sometimes","2014","Full Time","in school","","","",""
"Sometimes","2014","Full Time","inadequately","","","",""
"Sometimes","2014","Full Time","general elemantary","","","",""
"Sometimes","2014","Full Time","middle vocational","","","",""
"Sometimes","2014","Full Time","vocational + Abi","","","",""
"Sometimes","2014","Full Time","higher vocational","","","",""
"Sometimes","2014","Full Time","higher education","","","",""
