"plj0589","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2018","Not Working","no degree/no degree yet","47","0.268420519952244","0.202765538786702","0.334075501117787"
"Rarely ","2018","Full Time","lower secondary degree","","","",""
"Rarely ","2018","Full Time","secondary school degree","","","",""
"Rarely ","2018","Full Time","college entrance qualification","","","",""
"Rarely ","2018","Full Time","Other degree","","","",""
"Rarely ","2018","Full Time","no degree/no degree yet","","","",""
"Rarely ","2018","Part Time","lower secondary degree","","","",""
"Rarely ","2018","Part Time","secondary school degree","","","",""
"Rarely ","2018","Part Time","college entrance qualification","","","",""
"Rarely ","2018","Part Time","Other degree","","","",""
"Rarely ","2018","Part Time","no degree/no degree yet","","","",""
"Rarely ","2018","Not Working","lower secondary degree","3","","",""
"Rarely ","2018","Not Working","secondary school degree","","","",""
"Rarely ","2018","Not Working","college entrance qualification","1","","",""
"Rarely ","2018","Not Working","Other degree","36","0.148533424283765","0.0968670131008175","0.200199835466713"
"Rarely ","2018","Not Working","no degree/no degree yet","30","0.183571705691511","0.126214106880218","0.240929304502804"
"Never","2018","Full Time","lower secondary degree","","","",""
"Never","2018","Full Time","secondary school degree","","","",""
"Never","2018","Full Time","college entrance qualification","","","",""
"Never","2018","Full Time","Other degree","","","",""
"Never","2018","Full Time","no degree/no degree yet","","","",""
"Never","2018","Part Time","lower secondary degree","","","",""
"Never","2018","Part Time","secondary school degree","","","",""
"Never","2018","Part Time","college entrance qualification","","","",""
"Never","2018","Part Time","Other degree","","","",""
"Never","2018","Part Time","no degree/no degree yet","","","",""
"Never","2018","Not Working","lower secondary degree","6","","",""
"Never","2018","Not Working","secondary school degree","4","","",""
"Never","2018","Not Working","college entrance qualification","","","",""
"Never","2018","Not Working","Other degree","84","0.491940913090094","0.419309251408198","0.564572574771991"
"Never","2018","Not Working","no degree/no degree yet","70","0.409144239798032","0.336297851541104","0.48199062805496"
"Very often","2019","Full Time","lower secondary degree","","","",""
"Very often","2019","Full Time","secondary school degree","","","",""
"Very often","2019","Full Time","college entrance qualification","","","",""
"Very often","2019","Full Time","Other degree","","","",""
"Very often","2019","Full Time","no degree/no degree yet","","","",""
"Very often","2019","Part Time","lower secondary degree","","","",""
"Very often","2019","Part Time","secondary school degree","","","",""
"Very often","2019","Part Time","college entrance qualification","","","",""
"Very often","2019","Part Time","Other degree","","","",""
"Very often","2019","Part Time","no degree/no degree yet","","","",""
"Very often","2019","Not Working","lower secondary degree","","","",""
"Very often","2019","Not Working","secondary school degree","","","",""
"Very often","2019","Not Working","college entrance qualification","","","",""
"Very often","2019","Not Working","Other degree","2","","",""
"Very often","2019","Not Working","no degree/no degree yet","5","","",""
"Often","2019","Full Time","lower secondary degree","","","",""
"Often","2019","Full Time","secondary school degree","","","",""
"Often","2019","Full Time","college entrance qualification","","","",""
"Often","2019","Full Time","Other degree","","","",""
"Often","2019","Full Time","no degree/no degree yet","","","",""
"Often","2019","Part Time","lower secondary degree","","","",""
"Often","2019","Part Time","secondary school degree","","","",""
"Often","2019","Part Time","college entrance qualification","","","",""
"Often","2019","Part Time","Other degree","","","",""
"Often","2019","Part Time","no degree/no degree yet","","","",""
"Often","2019","Not Working","lower secondary degree","2","","",""
"Often","2019","Not Working","secondary school degree","1","","",""
"Often","2019","Not Working","college entrance qualification","","","",""
"Often","2019","Not Working","Other degree","3","","",""
"Often","2019","Not Working","no degree/no degree yet","13","","",""
"Sometimes","2019","Full Time","lower secondary degree","","","",""
"Sometimes","2019","Full Time","secondary school degree","","","",""
"Sometimes","2019","Full Time","college entrance qualification","","","",""
"Sometimes","2019","Full Time","Other degree","","","",""
"Sometimes","2019","Full Time","no degree/no degree yet","","","",""
"Sometimes","2019","Part Time","lower secondary degree","","","",""
"Sometimes","2019","Part Time","secondary school degree","","","",""
"Sometimes","2019","Part Time","college entrance qualification","","","",""
"Sometimes","2019","Part Time","Other degree","","","",""
"Sometimes","2019","Part Time","no degree/no degree yet","","","",""
"Sometimes","2019","Not Working","lower secondary degree","","","",""
"Sometimes","2019","Not Working","secondary school degree","","","",""
"Sometimes","2019","Not Working","college entrance qualification","1","","",""
"Sometimes","2019","Not Working","Other degree","20","","",""
"Sometimes","2019","Not Working","no degree/no degree yet","35","0.22971812525423","0.160285912565172","0.299150337943287"
"Rarely ","2019","Full Time","lower secondary degree","","","",""
"Rarely ","2019","Full Time","secondary school degree","","","",""
"Rarely ","2019","Full Time","college entrance qualification","","","",""
"Rarely ","2019","Full Time","Other degree","","","",""
"Rarely ","2019","Full Time","no degree/no degree yet","","","",""
"Rarely ","2019","Part Time","lower secondary degree","","","",""
"Rarely ","2019","Part Time","secondary school degree","","","",""
"Rarely ","2019","Part Time","college entrance qualification","","","",""
"Rarely ","2019","Part Time","Other degree","","","",""
"Rarely ","2019","Part Time","no degree/no degree yet","","","",""
"Rarely ","2019","Not Working","lower secondary degree","","","",""
"Rarely ","2019","Not Working","secondary school degree","2","","",""
"Rarely ","2019","Not Working","college entrance qualification","","","",""
"Rarely ","2019","Not Working","Other degree","18","","",""
"Rarely ","2019","Not Working","no degree/no degree yet","27","","",""
"Never","2019","Full Time","lower secondary degree","","","",""
"Never","2019","Full Time","secondary school degree","","","",""
"Never","2019","Full Time","college entrance qualification","","","",""
"Never","2019","Full Time","Other degree","","","",""
"Never","2019","Full Time","no degree/no degree yet","","","",""
"Never","2019","Part Time","lower secondary degree","","","",""
"Never","2019","Part Time","secondary school degree","","","",""
"Never","2019","Part Time","college entrance qualification","","","",""
"Never","2019","Part Time","Other degree","","","",""
"Never","2019","Part Time","no degree/no degree yet","","","",""
"Never","2019","Not Working","lower secondary degree","5","","",""
"Never","2019","Not Working","secondary school degree","2","","",""
"Never","2019","Not Working","college entrance qualification","","","",""
"Never","2019","Not Working","Other degree","44","0.507333310571169","0.402279513660943","0.612387107481394"
"Never","2019","Not Working","no degree/no degree yet","61","0.455393864914482","0.373193567829366","0.537594161999598"
