"plj0014_v3","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2013","1-pers.-HH","indirect migration background","82","0.78634198453315","0.70477253132046","0.86791143774584"
"Yes","2013","(Married) couple without C. ","no migration background","7017","0.999195757453887","0.998532675181062","0.999858839726711"
"Yes","2013","(Married) couple without C. ","direct migration background","355","0.50271080246649","0.462019863112298","0.543401741820683"
"Yes","2013","(Married) couple without C. ","indirect migration background","116","0.845756544501652","0.784141441048616","0.907371647954689"
"Yes","2013","Single parent ","no migration background","2229","1","1","1"
"Yes","2013","Single parent ","direct migration background","126","0.589425587526379","0.522084272480826","0.656766902571931"
"Yes","2013","Single parent ","indirect migration background","162","0.829041638891566","0.776065467214754","0.882017810568379"
"Yes","2013","Couple + C. LE 16 ","no migration background","5073","0.998382595462045","0.997277130165007","0.999488060759083"
"Yes","2013","Couple + C. LE 16 ","direct migration background","550","0.478431925236421","0.447865828252175","0.508998022220667"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","326","0.805854582401147","0.768293750407427","0.843415414394867"
"Yes","2013","Couple + C. GT 16 ","no migration background","2398","0.999143147424379","0.997972301152686","1.00031399369607"
"Yes","2013","Couple + C. GT 16 ","direct migration background","155","0.475558327562994","0.414382676401417","0.536733978724571"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","127","0.829131001979508","0.769096234791641","0.889165769167376"
"Yes","2013","Couple + C. LE and GT 16","no migration background","1526","0.999866123719991","0.999285825393941","1.00044642204604"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","171","0.475077757478721","0.420701987148095","0.529453527809348"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","134","0.655174302779961","0.585543754539403","0.724804851020519"
"No","2013","1-pers.-HH","no migration background","3","","",""
"No","2013","1-pers.-HH","direct migration background","73","0.322318402567445","0.262048915091708","0.382587890043183"
"No","2013","1-pers.-HH","indirect migration background","15","","",""
"No","2013","(Married) couple without C. ","no migration background","4","","",""
"No","2013","(Married) couple without C. ","direct migration background","225","0.49728919753351","0.456598258179317","0.537980136887702"
"No","2013","(Married) couple without C. ","indirect migration background","16","","",""
"No","2013","Single parent ","no migration background","","","",""
"No","2013","Single parent ","direct migration background","79","0.410574412473621","0.343233097428068","0.477915727519173"
"No","2013","Single parent ","indirect migration background","32","0.170958361108434","0.117982189431621","0.223934532785246"
"No","2013","Couple + C. LE 16 ","no migration background","3","","",""
"No","2013","Couple + C. LE 16 ","direct migration background","476","0.521568074763579","0.491001977779333","0.552134171747825"
"No","2013","Couple + C. LE 16 ","indirect migration background","100","0.194145417598853","0.156584585605133","0.231706249592573"
"No","2013","Couple + C. GT 16 ","no migration background","1","","",""
"No","2013","Couple + C. GT 16 ","direct migration background","101","0.524441672437006","0.463266021275429","0.585617323598583"
"No","2013","Couple + C. GT 16 ","indirect migration background","24","","",""
"No","2013","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2013","Couple + C. LE and GT 16","direct migration background","153","0.524922242521279","0.470546472190652","0.579298012851905"
"No","2013","Couple + C. LE and GT 16","indirect migration background","45","0.344825697220039","0.275195148979481","0.414456245460597"
"Yes","2014","1-pers.-HH","no migration background","3100","0.999754053407458","0.999202148571224","1.00030595824369"
"Yes","2014","1-pers.-HH","direct migration background","226","0.537420307018022","0.488921015732558","0.585919598303486"
"Yes","2014","1-pers.-HH","indirect migration background","127","0.763363215008203","0.697300522356217","0.829425907660188"
"Yes","2014","(Married) couple without C. ","no migration background","6784","0.999328670998823","0.998712548504484","0.999944793493163"
"Yes","2014","(Married) couple without C. ","direct migration background","560","0.436592383038075","0.40609583585172","0.46708893022443"
"Yes","2014","(Married) couple without C. ","indirect migration background","164","0.797739010358235","0.743018593487877","0.852459427228592"
"Yes","2014","Single parent ","no migration background","1883","0.99974494272253","0.999023883211766","1.00046600223329"
"Yes","2014","Single parent ","direct migration background","168","0.393449406296869","0.341369798602493","0.445529013991246"
"Yes","2014","Single parent ","indirect migration background","198","0.849580626837394","0.803972075595785","0.895189178079004"
"Yes","2014","Couple + C. LE 16 ","no migration background","4499","0.999011884090308","0.998094010534695","0.999929757645921"
"Yes","2014","Couple + C. LE 16 ","direct migration background","804","0.385742164895779","0.363242442670149","0.408241887121408"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","404","0.732446231733969","0.696168219148244","0.768724244319693"
"Yes","2014","Couple + C. GT 16 ","no migration background","2239","1","1","1"
"Yes","2014","Couple + C. GT 16 ","direct migration background","304","0.46240353932414","0.422475916433787","0.502331162214494"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","175","0.743994518354138","0.68956818033334","0.798420856374936"
"Yes","2014","Couple + C. LE and GT 16","no migration background","1409","0.997828493373347","0.99540054597894","1.00025644076775"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","307","0.421079965634622","0.381995027148534","0.46016490412071"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","153","0.594425694624731","0.529982113964739","0.658869275284723"
"No","2014","1-pers.-HH","no migration background","1","","",""
"No","2014","1-pers.-HH","direct migration background","180","0.462579692981978","0.414080401696514","0.511078984267442"
"No","2014","1-pers.-HH","indirect migration background","32","0.236636784991797","0.170574092339812","0.302699477643782"
"No","2014","(Married) couple without C. ","no migration background","5","","",""
"No","2014","(Married) couple without C. ","direct migration background","456","0.563407616961925","0.53291106977557","0.59390416414828"
"No","2014","(Married) couple without C. ","indirect migration background","43","0.202260989641766","0.147540572771408","0.256981406512123"
"No","2014","Single parent ","no migration background","1","","",""
"No","2014","Single parent ","direct migration background","170","0.606550593703131","0.554470986008754","0.658630201397507"
"No","2014","Single parent ","indirect migration background","38","0.150419373162606","0.104810821920997","0.196027924404215"
"No","2014","Couple + C. LE 16 ","no migration background","2","","",""
"No","2014","Couple + C. LE 16 ","direct migration background","994","0.614257835104221","0.591758112878592","0.636757557329851"
"No","2014","Couple + C. LE 16 ","indirect migration background","168","0.267553768266032","0.231275755680307","0.303831780851756"
"No","2014","Couple + C. GT 16 ","no migration background","","","",""
"No","2014","Couple + C. GT 16 ","direct migration background","295","0.53759646067586","0.497668837785506","0.577524083566213"
"No","2014","Couple + C. GT 16 ","indirect migration background","72","0.256005481645862","0.201579143625064","0.31043181966666"
"No","2014","Couple + C. LE and GT 16","no migration background","3","","",""
"No","2014","Couple + C. LE and GT 16","direct migration background","306","0.578920034365378","0.53983509587929","0.618004972851466"
"No","2014","Couple + C. LE and GT 16","indirect migration background","70","0.405574305375269","0.341130724715277","0.470017886035261"
"Yes","2015","1-pers.-HH","no migration background","3000","0.999756761905419","0.999198834024354","1.00031468978648"
"Yes","2015","1-pers.-HH","direct migration background","213","0.491068623073427","0.450488391594606","0.531648854552248"
"Yes","2015","1-pers.-HH","indirect migration background","124","0.732699787654007","0.663475108818368","0.801924466489645"
"Yes","2015","(Married) couple without C. ","no migration background","6481","0.999462006680196","0.998897635683344","1.00002637767705"
"Yes","2015","(Married) couple without C. ","direct migration background","537","0.427486080874319","0.400299252253396","0.454672909495243"
"Yes","2015","(Married) couple without C. ","indirect migration background","168","0.816162323379932","0.763008006650898","0.869316640108967"
"Yes","2015","Single parent ","no migration background","1801","1","1","1"
"Yes","2015","Single parent ","direct migration background","159","0.440842876388974","0.390457730558771","0.491228022219177"
"Yes","2015","Single parent ","indirect migration background","196","0.844992516354074","0.798118397787622","0.891866634920527"
"Yes","2015","Couple + C. LE 16 ","no migration background","4110","0.999128969944111","0.99822729731955","1.00003064256867"
"Yes","2015","Couple + C. LE 16 ","direct migration background","809","0.406978118399785","0.386308183295664","0.427648053503905"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","377","0.767650445943386","0.731210651779746","0.804090240107026"
"Yes","2015","Couple + C. GT 16 ","no migration background","2177","0.999925525102694","0.999563191794034","1.00028785841135"
"Yes","2015","Couple + C. GT 16 ","direct migration background","263","0.485120836070805","0.443616056080635","0.526625616060975"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","166","0.755452829942758","0.700025099273001","0.810880560612515"
"Yes","2015","Couple + C. LE and GT 16","no migration background","1403","0.998266842044665","0.996091102362838","1.00044258172649"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","282","0.407404158697951","0.368315949486166","0.446492367909736"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","161","0.601894104683701","0.539175048902398","0.664613160465004"
"No","2015","1-pers.-HH","no migration background","1","","",""
"No","2015","1-pers.-HH","direct migration background","370","0.508931376926573","0.468351145447752","0.549511608405394"
"No","2015","1-pers.-HH","indirect migration background","33","0.267300212345993","0.198075533510355","0.336524891181632"
"No","2015","(Married) couple without C. ","no migration background","4","","",""
"No","2015","(Married) couple without C. ","direct migration background","735","0.572513919125681","0.545327090504757","0.599700747746604"
"No","2015","(Married) couple without C. ","indirect migration background","36","0.183837676620068","0.130683359891033","0.236991993349102"
"No","2015","Single parent ","no migration background","","","",""
"No","2015","Single parent ","direct migration background","214","0.559157123611026","0.508771977780823","0.609542269441229"
"No","2015","Single parent ","indirect migration background","33","0.155007483645926","0.108133365079473","0.201881602212378"
"No","2015","Couple + C. LE 16 ","no migration background","2","","",""
"No","2015","Couple + C. LE 16 ","direct migration background","1361","0.593021881600215","0.572351946496095","0.613691816704336"
"No","2015","Couple + C. LE 16 ","indirect migration background","139","0.232349554056614","0.195909759892974","0.268789348220254"
"No","2015","Couple + C. GT 16 ","no migration background","2","","",""
"No","2015","Couple + C. GT 16 ","direct migration background","294","0.514879163929195","0.473374383939025","0.556383943919365"
"No","2015","Couple + C. GT 16 ","indirect migration background","65","0.244547170057242","0.189119439387485","0.299974900726999"
"No","2015","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2015","Couple + C. LE and GT 16","direct migration background","325","0.592595841302049","0.553507632090264","0.631684050513834"
"No","2015","Couple + C. LE and GT 16","indirect migration background","73","0.398105895316299","0.335386839534996","0.460824951097602"
"Yes","2016","1-pers.-HH","no migration background","2858","0.99935040452341","0.998416622590563","1.00028418645626"
"Yes","2016","1-pers.-HH","direct migration background","207","0.449878444281901","0.404806936371877","0.494949952191926"
"Yes","2016","1-pers.-HH","indirect migration background","131","0.779931087954494","0.716134412466004","0.843727763442984"
"Yes","2016","(Married) couple without C. ","no migration background","6175","0.999165369537331","0.998445390824744","0.999885348249918"
"Yes","2016","(Married) couple without C. ","direct migration background","496","0.402624971922741","0.372818861427157","0.432431082418325"
"Yes","2016","(Married) couple without C. ","indirect migration background","154","0.858041875108529","0.807885517794068","0.90819823242299"
"Yes","2016","Single parent ","no migration background","1634","1","1","1"
"Yes","2016","Single parent ","direct migration background","142","0.349385317999831","0.295701792136075","0.403068843863587"
"Yes","2016","Single parent ","indirect migration background","190","0.852692006365743","0.805859650667326","0.899524362064161"
"Yes","2016","Couple + C. LE 16 ","no migration background","3635","0.999366703867075","0.998548988781789","1.00018441895236"
"Yes","2016","Couple + C. LE 16 ","direct migration background","693","0.375350634089943","0.352553222596241","0.398148045583646"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","352","0.767864924526182","0.729736361691451","0.805993487360914"
"Yes","2016","Couple + C. GT 16 ","no migration background","2056","0.999324338017967","0.998202235712845","1.00044644032309"
"Yes","2016","Couple + C. GT 16 ","direct migration background","247","0.428975706133124","0.385809284983701","0.472142127282548"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","151","0.701028079837327","0.637895241667778","0.764160918006876"
"Yes","2016","Couple + C. LE and GT 16","no migration background","1313","0.999584263636452","0.998482041522359","1.00068648575054"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","235","0.296222868467685","0.257783582242507","0.334662154692864"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","173","0.575112041371141","0.5128312890436","0.637392793698682"
"No","2016","1-pers.-HH","no migration background","2","","",""
"No","2016","1-pers.-HH","direct migration background","261","0.550121555718099","0.505050047808074","0.595193063628124"
"No","2016","1-pers.-HH","indirect migration background","31","0.220068912045506","0.156272236557016","0.283865587533996"
"No","2016","(Married) couple without C. ","no migration background","5","","",""
"No","2016","(Married) couple without C. ","direct migration background","544","0.597375028077259","0.567568917581675","0.627181138572844"
"No","2016","(Married) couple without C. ","indirect migration background","32","0.141958124891471","0.0918017675770096","0.192114482205932"
"No","2016","Single parent ","no migration background","","","",""
"No","2016","Single parent ","direct migration background","161","0.650614682000169","0.596931156136413","0.704298207863925"
"No","2016","Single parent ","indirect migration background","30","0.147307993634257","0.10047563793584","0.194140349332674"
"No","2016","Couple + C. LE 16 ","no migration background","1","","",""
"No","2016","Couple + C. LE 16 ","direct migration background","1040","0.624649365910057","0.601851954416354","0.647446777403759"
"No","2016","Couple + C. LE 16 ","indirect migration background","119","0.232135075473818","0.194006512639086","0.270263638308549"
"No","2016","Couple + C. GT 16 ","no migration background","4","","",""
"No","2016","Couple + C. GT 16 ","direct migration background","258","0.571024293866875","0.527857872717452","0.614190715016299"
"No","2016","Couple + C. GT 16 ","indirect migration background","51","0.298971920162673","0.235839081993124","0.362104758332222"
"No","2016","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2016","Couple + C. LE and GT 16","direct migration background","307","0.703777131532315","0.665337845307136","0.742216417757493"
"No","2016","Couple + C. LE and GT 16","indirect migration background","69","0.424887958628859","0.362607206301318","0.4871687109564"
"Yes","2017","1-pers.-HH","no migration background","3303","0.999634833242569","0.998983363304905","1.00028630318023"
"Yes","2017","1-pers.-HH","direct migration background","225","0.371067948839016","0.341066169858123","0.401069727819909"
"Yes","2017","1-pers.-HH","indirect migration background","149","0.749019079679164","0.685854210993938","0.81218394836439"
"Yes","2017","(Married) couple without C. ","no migration background","7007","0.999227543711516","0.998577223484081","0.999877863938952"
"Yes","2017","(Married) couple without C. ","direct migration background","527","0.400802057588256","0.371749247988102","0.429854867188411"
"Yes","2017","(Married) couple without C. ","indirect migration background","196","0.820769674491126","0.772041963550055","0.869497385432196"
"Yes","2017","Single parent ","no migration background","1739","1","1","1"
"Yes","2017","Single parent ","direct migration background","133","0.267777929354548","0.228690831281016","0.306865027428079"
"Yes","2017","Single parent ","indirect migration background","197","0.868083489697254","0.823668866226815","0.912498113167694"
"Yes","2017","Couple + C. LE 16 ","no migration background","3876","0.999482999580297","0.998767460523599","1.000198538637"
"Yes","2017","Couple + C. LE 16 ","direct migration background","677","0.325030507572463","0.307669151576039","0.342391863568887"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","371","0.798935601305023","0.763154965897953","0.834716236712093"
"Yes","2017","Couple + C. GT 16 ","no migration background","2493","0.9994482937685","0.998527265563512","1.00036932197349"
"Yes","2017","Couple + C. GT 16 ","direct migration background","259","0.330601206647061","0.292283148782944","0.368919264511179"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","186","0.740356482085662","0.684887313790344","0.795825650380979"
"Yes","2017","Couple + C. LE and GT 16","no migration background","1511","0.999109185361616","0.997605446775957","1.00061292394728"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","228","0.284621471027395","0.253830534614448","0.315412407440341"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","180","0.626558027347473","0.565232491167334","0.687883563527612"
"No","2017","1-pers.-HH","no migration background","1","","",""
"No","2017","1-pers.-HH","direct migration background","771","0.628932051160984","0.598930272180091","0.658933830141877"
"No","2017","1-pers.-HH","indirect migration background","32","0.250980920320836","0.18781605163561","0.314145789006062"
"No","2017","(Married) couple without C. ","no migration background","4","","",""
"No","2017","(Married) couple without C. ","direct migration background","566","0.599197942411744","0.570145132811589","0.628250752011898"
"No","2017","(Married) couple without C. ","indirect migration background","42","0.179230325508874","0.130502614567804","0.227958036449945"
"No","2017","Single parent ","no migration background","","","",""
"No","2017","Single parent ","direct migration background","360","0.732222070645453","0.693134972571921","0.771309168718984"
"No","2017","Single parent ","indirect migration background","26","","",""
"No","2017","Couple + C. LE 16 ","no migration background","1","","",""
"No","2017","Couple + C. LE 16 ","direct migration background","2119","0.674969492427537","0.657608136431113","0.692330848423961"
"No","2017","Couple + C. LE 16 ","indirect migration background","111","0.201064398694977","0.165283763287907","0.236845034102047"
"No","2017","Couple + C. GT 16 ","no migration background","4","","",""
"No","2017","Couple + C. GT 16 ","direct migration background","320","0.669398793352939","0.631080735488821","0.707716851217056"
"No","2017","Couple + C. GT 16 ","indirect migration background","54","0.259643517914338","0.204174349619021","0.315112686209656"
"No","2017","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2017","Couple + C. LE and GT 16","direct migration background","597","0.715378528972605","0.684587592559659","0.746169465385552"
"No","2017","Couple + C. LE and GT 16","indirect migration background","59","0.373441972652527","0.312116436472388","0.434767508832666"
"Yes","2018","1-pers.-HH","no migration background","3432","0.999499474149931","0.998751277550077","1.00024767074979"
"Yes","2018","1-pers.-HH","direct migration background","237","0.330706259237521","0.30490254453144","0.356509973943602"
"Yes","2018","1-pers.-HH","indirect migration background","185","0.774840669283473","0.718878778100964","0.830802560465983"
"Yes","2018","(Married) couple without C. ","no migration background","6787","0.998617489272761","0.99773376849811","0.999501210047411"
"Yes","2018","(Married) couple without C. ","direct migration background","538","0.391763645422128","0.363339894453444","0.420187396390812"
"Yes","2018","(Married) couple without C. ","indirect migration background","192","0.819814302116802","0.770035063097088","0.869593541136515"
"Yes","2018","Single parent ","no migration background","1692","1","1","1"
"Yes","2018","Single parent ","direct migration background","148","0.263625943525444","0.22932968254877","0.297922204502117"
"Yes","2018","Single parent ","indirect migration background","192","0.816825096596432","0.765827527369338","0.867822665823526"
"Yes","2018","Couple + C. LE 16 ","no migration background","3592","0.999355650756269","0.998525914284634","1.0001853872279"
"Yes","2018","Couple + C. LE 16 ","direct migration background","588","0.291368910294717","0.275355278554512","0.307382542034921"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","362","0.803092727262348","0.766186947420113","0.839998507104584"
"Yes","2018","Couple + C. GT 16 ","no migration background","2326","1","1","1"
"Yes","2018","Couple + C. GT 16 ","direct migration background","234","0.275955293175731","0.239065128414504","0.312845457936958"
"Yes","2018","Couple + C. GT 16 ","indirect migration background","176","0.769848353177187","0.714477496892007","0.825219209462367"
"Yes","2018","Couple + C. LE and GT 16","no migration background","1410","0.99884825738506","0.997078506817091","1.00061800795303"
"Yes","2018","Couple + C. LE and GT 16","direct migration background","241","0.288716392232647","0.260987563090043","0.31644522137525"
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","220","0.640542440238895","0.584637184423713","0.696447696054077"
"No","2018","1-pers.-HH","no migration background","1","","",""
"No","2018","1-pers.-HH","direct migration background","1040","0.669293740762479","0.643490026056398","0.69509745546856"
"No","2018","1-pers.-HH","indirect migration background","29","","",""
"No","2018","(Married) couple without C. ","no migration background","4","","",""
"No","2018","(Married) couple without C. ","direct migration background","595","0.608236354577872","0.579812603609188","0.636660105546556"
"No","2018","(Married) couple without C. ","indirect migration background","37","0.180185697883199","0.130406458863485","0.229964936902912"
"No","2018","Single parent ","no migration background","","","",""
"No","2018","Single parent ","direct migration background","486","0.736374056474556","0.702077795497883","0.77067031745123"
"No","2018","Single parent ","indirect migration background","29","","",""
"No","2018","Couple + C. LE 16 ","no migration background","1","","",""
"No","2018","Couple + C. LE 16 ","direct migration background","2505","0.708631089705283","0.692617457965079","0.724644721445488"
"No","2018","Couple + C. LE 16 ","indirect migration background","84","0.196907272737652","0.160001492895416","0.233813052579888"
"No","2018","Couple + C. GT 16 ","no migration background","","","",""
"No","2018","Couple + C. GT 16 ","direct migration background","330","0.724044706824269","0.687154542063042","0.760934871585496"
"No","2018","Couple + C. GT 16 ","indirect migration background","46","0.230151646822813","0.174780790537634","0.285522503107993"
"No","2018","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2018","Couple + C. LE and GT 16","direct migration background","785","0.711283607767354","0.68355477862475","0.739012436909957"
"No","2018","Couple + C. LE and GT 16","indirect migration background","63","0.359457559761105","0.303552303945923","0.415362815576287"
"Yes","2019","1-pers.-HH","no migration background","3600","0.999901928267476","0.99957853806109","1.00022531847386"
"Yes","2019","1-pers.-HH","direct migration background","238","0.331558159522333","0.303974954911076","0.359141364133591"
"Yes","2019","1-pers.-HH","indirect migration background","200","0.777958505765643","0.723891732700894","0.832025278830392"
"Yes","2019","(Married) couple without C. ","no migration background","7335","0.998688432794031","0.997860470907325","0.999516394680737"
"Yes","2019","(Married) couple without C. ","direct migration background","514","0.378751741120432","0.349383538964564","0.408119943276299"
"Yes","2019","(Married) couple without C. ","indirect migration background","250","0.779069454150735","0.730647812644887","0.827491095656583"
"Yes","2019","Single parent ","no migration background","1588","1","1","1"
"Yes","2019","Single parent ","direct migration background","135","0.259037918392689","0.222256412795133","0.295819423990245"
"Yes","2019","Single parent ","indirect migration background","188","0.889105104804453","0.846534749273581","0.931675460335325"
"Yes","2019","Couple + C. LE 16 ","no migration background","3604","0.999380461762879","0.998568201997012","1.00019272152875"
"Yes","2019","Couple + C. LE 16 ","direct migration background","521","0.303796456050751","0.286452615772258","0.321140296329244"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","350","0.79613616735242","0.75778938469615","0.834482950008691"
"Yes","2019","Couple + C. GT 16 ","no migration background","2316","0.999875810365747","0.999422076934897","1.0003295437966"
"Yes","2019","Couple + C. GT 16 ","direct migration background","222","0.255962870109159","0.218597590407327","0.29332814981099"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","186","0.69656232051353","0.638030954295066","0.755093686731994"
"Yes","2019","Couple + C. LE and GT 16","no migration background","1465","0.998988838869034","0.997361898604715","1.00061577913335"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","203","0.258123695645078","0.231412185265687","0.284835206024469"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","208","0.618396083739963","0.559797663985301","0.676994503494625"
"No","2019","1-pers.-HH","no migration background","2","","",""
"No","2019","1-pers.-HH","direct migration background","881","0.668441840477667","0.640858635866409","0.696025045088924"
"No","2019","1-pers.-HH","indirect migration background","27","","",""
"No","2019","(Married) couple without C. ","no migration background","5","","",""
"No","2019","(Married) couple without C. ","direct migration background","534","0.621248258879568","0.591880056723701","0.650616461035436"
"No","2019","(Married) couple without C. ","indirect migration background","32","0.220930545849265","0.172508904343417","0.269352187355113"
"No","2019","Single parent ","no migration background","","","",""
"No","2019","Single parent ","direct migration background","410","0.740962081607311","0.704180576009755","0.777743587204867"
"No","2019","Single parent ","indirect migration background","21","","",""
"No","2019","Couple + C. LE 16 ","no migration background","1","","",""
"No","2019","Couple + C. LE 16 ","direct migration background","2180","0.696203543949249","0.678859703670756","0.713547384227742"
"No","2019","Couple + C. LE 16 ","indirect migration background","74","0.20386383264758","0.165517049991309","0.24221061530385"
"No","2019","Couple + C. GT 16 ","no migration background","1","","",""
"No","2019","Couple + C. GT 16 ","direct migration background","302","0.744037129890841","0.70667185018901","0.781402409592673"
"No","2019","Couple + C. GT 16 ","indirect migration background","51","0.30343767948647","0.244906313268006","0.361969045704934"
"No","2019","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2019","Couple + C. LE and GT 16","direct migration background","828","0.741876304354922","0.715164793975531","0.768587814734313"
"No","2019","Couple + C. LE and GT 16","indirect migration background","56","0.381603916260037","0.323005496505376","0.440202336014699"
