"plj0014_v3","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"No","2001","general elemantary","Female","376","0.125860333343112","0.111704199699886","0.140016466986338"
"No","2001","general elemantary","Male","298","0.235188887403897","0.209071552268192","0.261306222539602"
"No","2001","higher education","Female","82","0.0804843246522148","0.0670019951350189","0.0939666541694106"
"No","2001","higher education","Male","105","0.0705820376765517","0.0593682621246881","0.0817958132284154"
"No","2001","higher vocational","Female","38","0.0602737544827616","0.0428535473851848","0.0776939615803383"
"No","2001","higher vocational","Male","37","0.0387975075464332","0.0266133980961653","0.0509816169967011"
"No","2001","in school","Female","28","","",""
"No","2001","in school","Male","25","","",""
"No","2001","inadequately","Female","111","0.533195162222859","0.460312771059699","0.606077553386019"
"No","2001","inadequately","Male","71","0.456432663836519","0.371460601445104","0.541404726227933"
"No","2001","middle vocational","Female","288","0.0438410469248289","0.038651815907901","0.0490302779417567"
"No","2001","middle vocational","Male","427","0.0635206930805481","0.0571745460181136","0.0698668401429826"
"No","2001","vocational + Abi","Female","63","0.101913561492452","0.0776046973325006","0.126222425652404"
"No","2001","vocational + Abi","Male","71","0.132030612037919","0.101871751242949","0.162189472832888"
"Yes","2001","general elemantary","Female","1733","0.874139666656888","0.859983533013662","0.888295800300114"
"Yes","2001","general elemantary","Male","715","0.764811112596103","0.738693777460398","0.790928447731808"
"Yes","2001","higher education","Female","1482","0.919515675347785","0.906033345830589","0.932998004864981"
"Yes","2001","higher education","Male","1899","0.929417962323448","0.918204186771585","0.940631737875312"
"Yes","2001","higher vocational","Female","679","0.939726245517238","0.922306038419662","0.957146452614815"
"Yes","2001","higher vocational","Male","928","0.961202492453567","0.949018383003299","0.973386601903835"
"Yes","2001","in school","Female","257","0.909615673656421","0.876326639766365","0.942904707546478"
"Yes","2001","in school","Male","241","0.892052517126087","0.854761112306378","0.929343921945797"
"Yes","2001","inadequately","Female","69","0.466804837777141","0.39392244661398","0.539687228940301"
"Yes","2001","inadequately","Male","61","0.543567336163481","0.458595273772067","0.628539398554896"
"Yes","2001","middle vocational","Female","5692","0.956158953075171","0.950969722058243","0.961348184092099"
"Yes","2001","middle vocational","Male","5247","0.936479306919452","0.930133159857017","0.942825453981886"
"Yes","2001","vocational + Abi","Female","532","0.898086438507548","0.873777574347597","0.922395302667499"
"Yes","2001","vocational + Abi","Male","413","0.867969387962081","0.837810527167112","0.898128248757051"
"No","2002","general elemantary","Female","328","0.122744973345643","0.10824354764722","0.137246399044066"
"No","2002","general elemantary","Male","263","0.224377605832897","0.197947004329401","0.250808207336393"
"No","2002","higher education","Female","98","0.0857058451055742","0.0733288560717892","0.0980828341393591"
"No","2002","higher education","Male","110","0.0643536574852066","0.054937937577315","0.0737693773930982"
"No","2002","higher vocational","Female","33","0.0547199954910865","0.0383113333728847","0.0711286576092884"
"No","2002","higher vocational","Male","41","0.0454491122850694","0.0326163520463899","0.058281872523749"
"No","2002","in school","Female","28","","",""
"No","2002","in school","Male","20","","",""
"No","2002","inadequately","Female","100","0.526638689813672","0.4511388187182","0.602138560909144"
"No","2002","inadequately","Male","61","0.456835765143332","0.366574629898544","0.54709690038812"
"No","2002","middle vocational","Female","276","0.0421811982201366","0.0371213060695911","0.047241090370682"
"No","2002","middle vocational","Male","385","0.0628189396518742","0.0564594602934041","0.0691784190103443"
"No","2002","vocational + Abi","Female","68","0.110283489460393","0.0867397897901356","0.13382718913065"
"No","2002","vocational + Abi","Male","60","0.132187820723896","0.102500453766536","0.161875187681256"
"Yes","2002","general elemantary","Female","1639","0.877255026654357","0.862753600955934","0.89175645235278"
"Yes","2002","general elemantary","Male","694","0.775622394167103","0.749191792663607","0.802052995670599"
"Yes","2002","higher education","Female","1867","0.914294154894426","0.901917165860641","0.926671143928211"
"Yes","2002","higher education","Male","2499","0.935646342514793","0.926230622606902","0.945062062422685"
"Yes","2002","higher vocational","Female","705","0.945280004508914","0.928871342390712","0.961688666627115"
"Yes","2002","higher vocational","Male","971","0.954550887714931","0.941718127476251","0.96738364795361"
"Yes","2002","in school","Female","290","0.879812802271114","0.844072454484627","0.915553150057602"
"Yes","2002","in school","Male","279","0.886528212283294","0.850577895149713","0.922478529416875"
"Yes","2002","inadequately","Female","68","0.473361310186328","0.397861439090856","0.5488611812818"
"Yes","2002","inadequately","Male","56","0.543164234856668","0.45290309961188","0.633425370101456"
"Yes","2002","middle vocational","Female","5786","0.957818801779863","0.952758909629318","0.962878693930409"
"Yes","2002","middle vocational","Male","5207","0.937181060348126","0.930821580989656","0.943540539706596"
"Yes","2002","vocational + Abi","Female","612","0.889716510539607","0.86617281086935","0.913260210209864"
"Yes","2002","vocational + Abi","Male","440","0.867812179276104","0.838124812318744","0.897499546233464"
"No","2003","general elemantary","Female","304","0.123059405257335","0.108077841856704","0.138040968657966"
"No","2003","general elemantary","Male","240","0.214501599095657","0.187977411121008","0.241025787070306"
"No","2003","higher education","Female","92","0.0809317217550939","0.0686749496008421","0.0931884939093457"
"No","2003","higher education","Male","97","0.0675453299136627","0.0576421414478644","0.077448518379461"
"No","2003","higher vocational","Female","33","0.0621082363801186","0.0444174951584013","0.0797989776018358"
"No","2003","higher vocational","Male","34","0.0403522104079575","0.0280255241175381","0.0526788966983769"
"No","2003","in school","Female","16","","",""
"No","2003","in school","Male","19","","",""
"No","2003","inadequately","Female","90","0.487301251543006","0.41009276399783","0.564509739088182"
"No","2003","inadequately","Male","50","0.401527874430824","0.309920262460187","0.49313548640146"
"No","2003","middle vocational","Female","257","0.0460583359225997","0.0406772974948612","0.0514393743503382"
"No","2003","middle vocational","Male","356","0.0659477957659558","0.0592960122170351","0.0725995793148765"
"No","2003","vocational + Abi","Female","62","0.105697445626602","0.0825550813364111","0.128839809916792"
"No","2003","vocational + Abi","Male","54","0.12165057689708","0.0925888977960097","0.15071225599815"
"Yes","2003","general elemantary","Female","1543","0.876940594742665","0.861959031342034","0.891922158143296"
"Yes","2003","general elemantary","Male","680","0.785498400904343","0.758974212929694","0.812022588878992"
"Yes","2003","higher education","Female","1810","0.919068278244906","0.906811506090654","0.931325050399158"
"Yes","2003","higher education","Male","2370","0.932454670086337","0.922551481620539","0.942357858552136"
"Yes","2003","higher vocational","Female","682","0.937891763619881","0.920201022398164","0.955582504841599"
"Yes","2003","higher vocational","Male","945","0.959647789592043","0.947321103301623","0.971974475882462"
"Yes","2003","in school","Female","300","0.922605110381762","0.893142676545693","0.952067544217832"
"Yes","2003","in school","Male","283","0.872490428400888","0.834872372412955","0.910108484388822"
"Yes","2003","inadequately","Female","71","0.512698748456994","0.435490260911817","0.58990723600217"
"Yes","2003","inadequately","Male","60","0.598472125569176","0.50686451359854","0.690079737539813"
"Yes","2003","middle vocational","Female","5572","0.9539416640774","0.948560625649662","0.959322702505139"
"Yes","2003","middle vocational","Male","4992","0.934052204234044","0.927400420685123","0.940703987782965"
"Yes","2003","vocational + Abi","Female","616","0.894302554373398","0.871160190083208","0.917444918663589"
"Yes","2003","vocational + Abi","Male","432","0.87834942310292","0.84928774400185","0.90741110220399"
"No","2004","general elemantary","Female","284","0.131193330809478","0.115411546345284","0.146975115273672"
"No","2004","general elemantary","Male","212","0.214379472519618","0.186692537717854","0.242066407321383"
"No","2004","higher education","Female","83","0.0734746386930631","0.0616930182569621","0.085256259129164"
"No","2004","higher education","Male","93","0.0652700142497161","0.0554431910140124","0.0750968374854199"
"No","2004","higher vocational","Female","36","0.0726526029788611","0.0535465141999182","0.091758691757804"
"No","2004","higher vocational","Male","32","0.0390576944610101","0.0266663835629541","0.0514490053590661"
"No","2004","in school","Female","18","","",""
"No","2004","in school","Male","16","","",""
"No","2004","inadequately","Female","85","0.510273631985353","0.431063509804886","0.589483754165821"
"No","2004","inadequately","Male","46","0.373275986456945","0.279868287782991","0.466683685130898"
"No","2004","middle vocational","Female","235","0.0468318536540115","0.0413295835888704","0.0523341237191525"
"No","2004","middle vocational","Male","337","0.0653371139153182","0.0586087904966671","0.0720654373339692"
"No","2004","vocational + Abi","Female","59","0.0981993170506805","0.0758325534147738","0.120566080686587"
"No","2004","vocational + Abi","Male","53","0.129530639432394","0.0997079634729443","0.159353315391843"
"Yes","2004","general elemantary","Female","1474","0.868806669190522","0.853024884726328","0.884588453654716"
"Yes","2004","general elemantary","Male","632","0.785620527480381","0.757933592678617","0.813307462282146"
"Yes","2004","higher education","Female","1801","0.926525361306937","0.914743740870836","0.938306981743038"
"Yes","2004","higher education","Male","2334","0.934729985750284","0.92490316251458","0.944556808985988"
"Yes","2004","higher vocational","Female","673","0.927347397021139","0.908241308242196","0.946453485800082"
"Yes","2004","higher vocational","Male","907","0.96094230553899","0.948550994640934","0.973333616437046"
"Yes","2004","in school","Female","312","0.903506208310853","0.871649098118967","0.935363318502739"
"Yes","2004","in school","Male","293","0.909755806045066","0.877808009914211","0.941703602175921"
"Yes","2004","inadequately","Female","68","0.489726368014647","0.410516245834179","0.568936490195114"
"Yes","2004","inadequately","Male","57","0.626724013543056","0.533316314869102","0.720131712217009"
"Yes","2004","middle vocational","Female","5429","0.953168146345988","0.947665876280847","0.958670416411129"
"Yes","2004","middle vocational","Male","4845","0.934662886084682","0.927934562666031","0.941391209503333"
"Yes","2004","vocational + Abi","Female","621","0.901800682949319","0.879433919313413","0.924167446585226"
"Yes","2004","vocational + Abi","Male","434","0.870469360567606","0.840646684608157","0.900292036527056"
"No","2005","general elemantary","Female","259","0.135583847849475","0.11897955391449","0.15218814178446"
"No","2005","general elemantary","Male","190","0.234386005230928","0.204714609197787","0.264057401264069"
"No","2005","higher education","Female","83","0.0827320833793755","0.070222963752788","0.095241203005963"
"No","2005","higher education","Male","85","0.0659679870599138","0.0558607472300572","0.0760752268897705"
"No","2005","higher vocational","Female","32","0.0667374869431691","0.0478261658998418","0.0856488079864964"
"No","2005","higher vocational","Male","30","0.0418753364996438","0.0287817563813954","0.0549689166178922"
"No","2005","in school","Female","22","","",""
"No","2005","in school","Male","18","","",""
"No","2005","inadequately","Female","82","0.562522045497331","0.481215046386543","0.64382904460812"
"No","2005","inadequately","Male","46","0.333779246149312","0.242710738003347","0.424847754295277"
"No","2005","middle vocational","Female","220","0.0482680580923721","0.0425514496396489","0.0539846665450952"
"No","2005","middle vocational","Male","324","0.0677894569225589","0.0607565657602216","0.0748223480848962"
"No","2005","vocational + Abi","Female","56","0.0878119026919087","0.0663655261694349","0.109258279214383"
"No","2005","vocational + Abi","Male","50","0.131509316555195","0.100890668778297","0.162127964332093"
"Yes","2005","general elemantary","Female","1374","0.864416152150525","0.84781185821554","0.88102044608551"
"Yes","2005","general elemantary","Male","593","0.765613994769072","0.735942598735931","0.795285390802213"
"Yes","2005","higher education","Female","1780","0.917267916620624","0.904758796994037","0.929777036247212"
"Yes","2005","higher education","Male","2232","0.934032012940086","0.923924773110229","0.944139252769943"
"Yes","2005","higher vocational","Female","637","0.933262513056831","0.914351192013504","0.952173834100158"
"Yes","2005","higher vocational","Male","869","0.958124663500356","0.945031083382108","0.971218243618605"
"Yes","2005","in school","Female","318","0.913905428954381","0.884089582420112","0.94372127548865"
"Yes","2005","in school","Male","293","0.918267548234023","0.887820178701057","0.94871491776699"
"Yes","2005","inadequately","Female","61","0.437477954502669","0.35617095539188","0.518784953613457"
"Yes","2005","inadequately","Male","57","0.666220753850688","0.575152245704723","0.757289261996653"
"Yes","2005","middle vocational","Female","5180","0.951731941907628","0.946015333454905","0.957448550360351"
"Yes","2005","middle vocational","Male","4584","0.932210543077441","0.925177651915104","0.939243434239778"
"Yes","2005","vocational + Abi","Female","613","0.912188097308091","0.890741720785617","0.933634473830565"
"Yes","2005","vocational + Abi","Male","418","0.868490683444805","0.837872035667907","0.899109331221703"
"No","2006","general elemantary","Female","240","0.131175857254856","0.115253959964527","0.147097754545186"
"No","2006","general elemantary","Male","162","0.2103737681105","0.181697422424465","0.239050113796535"
"No","2006","higher education","Female","96","0.0861851695619363","0.0739891534921656","0.0983811856317071"
"No","2006","higher education","Male","85","0.064372852418708","0.054858692427004","0.0738870124104119"
"No","2006","higher vocational","Female","37","0.0751702310069001","0.0558168356385546","0.0945236263752456"
"No","2006","higher vocational","Male","31","0.0460004861737254","0.0326512071597685","0.0593497651876822"
"No","2006","in school","Female","13","","",""
"No","2006","in school","Male","9","","",""
"No","2006","inadequately","Female","73","0.530638371499767","0.44912666945555","0.612150073543984"
"No","2006","inadequately","Male","37","0.278980979494616","0.190634112713472","0.36732784627576"
"No","2006","middle vocational","Female","226","0.0529831512457695","0.0472430717992584","0.0587232306922806"
"No","2006","middle vocational","Male","312","0.0736356260044271","0.0665968649651359","0.0806743870437184"
"No","2006","vocational + Abi","Female","54","0.0937298626183335","0.0726738074917114","0.114785917744956"
"No","2006","vocational + Abi","Male","47","0.108090613298764","0.0804288559081494","0.135752370689378"
"Yes","2006","general elemantary","Female","1487","0.868824142745144","0.852902245454814","0.884746040035473"
"Yes","2006","general elemantary","Male","614","0.7896262318895","0.760949886203465","0.818302577575535"
"Yes","2006","higher education","Female","1938","0.913814830438064","0.901618814368293","0.926010846507834"
"Yes","2006","higher education","Male","2471","0.935627147581292","0.926112987589588","0.945141307572996"
"Yes","2006","higher vocational","Female","676","0.9248297689931","0.905476373624755","0.944183164361445"
"Yes","2006","higher vocational","Male","915","0.953999513826275","0.940650234812318","0.967348792840231"
"Yes","2006","in school","Female","186","0.912733934028538","0.873522172708243","0.951945695348833"
"Yes","2006","in school","Male","189","0.897709647408891","0.855501063692189","0.939918231125594"
"Yes","2006","inadequately","Female","71","0.469361628500233","0.387849926456016","0.55087333054445"
"Yes","2006","inadequately","Male","62","0.721019020505384","0.63267215372424","0.809365887286528"
"Yes","2006","middle vocational","Female","5624","0.947016848754231","0.941276769307719","0.952756928200742"
"Yes","2006","middle vocational","Male","4977","0.926364373995573","0.919325612956282","0.933403135034864"
"Yes","2006","vocational + Abi","Female","682","0.906270137381666","0.885214082255044","0.927326192508289"
"Yes","2006","vocational + Abi","Male","437","0.891909386701236","0.864247629310622","0.919571144091851"
"No","2007","general elemantary","Female","206","0.145511555108429","0.127865921824043","0.163157188392815"
"No","2007","general elemantary","Male","144","0.220910507875594","0.190022966923775","0.251798048827414"
"No","2007","higher education","Female","86","0.0815198771628375","0.0694884873844444","0.0935512669412307"
"No","2007","higher education","Male","80","0.060709750072044","0.0511857661603312","0.0702337339837569"
"No","2007","higher vocational","Female","31","0.0756962989717136","0.0551874006977466","0.0962051972456806"
"No","2007","higher vocational","Male","24","","",""
"No","2007","in school","Female","10","","",""
"No","2007","in school","Male","5","","",""
"No","2007","inadequately","Female","64","0.514238790043914","0.430851016127619","0.597626563960209"
"No","2007","inadequately","Male","29","","",""
"No","2007","middle vocational","Female","196","0.0534567566430609","0.047489113322232","0.0594243999638898"
"No","2007","middle vocational","Male","276","0.0760095198100365","0.0686073880447153","0.0834116515753576"
"No","2007","vocational + Abi","Female","48","0.0883219478316376","0.0674052340772159","0.109238661586059"
"No","2007","vocational + Abi","Male","45","0.10041707735658","0.0731869574217451","0.127647197291416"
"Yes","2007","general elemantary","Female","1328","0.854488444891571","0.836842811607185","0.872134078175957"
"Yes","2007","general elemantary","Male","549","0.779089492124406","0.748201951172586","0.809977033076225"
"Yes","2007","higher education","Female","1901","0.918480122837163","0.906448733058769","0.930511512615556"
"Yes","2007","higher education","Male","2335","0.939290249927956","0.929766266016243","0.948814233839669"
"Yes","2007","higher vocational","Female","608","0.924303701028286","0.903794802754319","0.944812599302253"
"Yes","2007","higher vocational","Male","876","0.957332183524625","0.94412809658691","0.97053627046234"
"Yes","2007","in school","Female","170","0.89601140665834","0.851418943778339","0.940603869538342"
"Yes","2007","in school","Male","157","0.957147960627406","0.925961515699302","0.98833440555551"
"Yes","2007","inadequately","Female","74","0.485761209956086","0.402373436039791","0.569148983872381"
"Yes","2007","inadequately","Male","52","0.702652251876874","0.603109846787617","0.802194656966132"
"Yes","2007","middle vocational","Female","5262","0.946543243356939","0.94057560003611","0.952510886677768"
"Yes","2007","middle vocational","Male","4648","0.923990480189964","0.916588348424643","0.931392611955285"
"Yes","2007","vocational + Abi","Female","659","0.911678052168363","0.890761338413941","0.932594765922784"
"Yes","2007","vocational + Abi","Male","423","0.89958292264342","0.872352802708584","0.926813042578255"
"No","2008","general elemantary","Female","188","0.149165300560639","0.130524019437958","0.16780658168332"
