"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","66 and older","Hamburg","93","0.954184494340303","0.912788580655295","0.99558040802531","1"
"Yes","2014","66 and older","Lower Saxony","476","0.9670828060277","0.951268982218646","0.982896629836754","1"
"Yes","2014","35-65 y.","Lower Saxony","1313","0.929974692551728","0.916862368561069","0.943087016542387","1"
"Yes","2014","35-65 y.","Bremen","88","0.885037196552055","0.825155475089984","0.944918918014127","1"
"Yes","2014","35-65 y.","North Rhine-Westphalia","2736","0.865975533277487","0.854293501623881","0.877657564931093","1"
"Yes","2014","66 and older","Bremen","38","1","1","1","1"
"Yes","2014","66 and older","North Rhine-Westphalia","898","0.944839792577246","0.930237961229659","0.959441623924833","1"
"Yes","2014","66 and older","Hesse","269","0.919375275605809","0.88793166721397","0.950818883997647","1"
"Yes","2014","66 and older","Rhineland-Palatinate,Saarland","283","0.975404632825177","0.957578047826974","0.99323121782338","1"
"Yes","2014","66 and older","Baden-Württemberg","518","0.937175225675935","0.916987961432939","0.957362489918932","1"
"Yes","2014","35-65 y.","Hamburg","197","0.890368266723453","0.850591736631851","0.930144796815056","1"
"Yes","2014","66 and older","Bavaria","745","0.95161609512684","0.936567224060538","0.966664966193142","1"
"Yes","2014","66 and older","Berlin","200","0.989733632093664","0.975901135139969","1.00356612904736","1"
"Yes","2014","66 and older","Brandenburg","242","0.999087586918862","0.995299231554601","1.00287594228312","1"
"Yes","2014","66 and older","Mecklenburg-Western Pomerania","121","0.992340667767095","0.976933550637883","1.00774778489631","1"
"Yes","2014","66 and older","Saxony","352","1","1","1","1"
"Yes","2014","66 and older","Saxony-Anhalt","209","0.998381126427261","0.992956603972003","1.00380564888252","1"
"Yes","2014","66 and older","Thuringia","211","1","1","1","1"
"No","2015","16-34 y.","Schleswig-Holstein","31","0.0653799302769177","0.0339748874211869","0.0967849731326484","2"
"No","2015","16-34 y.","Hamburg","34","0.129556146369035","0.0694724199116973","0.189639872826373","2"
"No","2015","16-34 y.","Lower Saxony","157","0.105590609226911","0.0826937524901545","0.128487465963668","2"
"No","2015","35-65 y.","Saxony-Anhalt","18","","","","2"
"No","2015","35-65 y.","Thuringia","32","0.0477815020492464","0.0300195204990665","0.0655434835994263","2"
"No","2015","66 and older","Schleswig-Holstein","18","","","","2"
"No","2015","66 and older","Hamburg","4","","","","2"
"No","2015","66 and older","Lower Saxony","18","","","","2"
"No","2015","66 and older","Bremen","1","","","","2"
"No","2015","16-34 y.","Bremen","21","","","","2"
"No","2015","16-34 y.","North Rhine-Westphalia","395","0.139435425029739","0.121928798478748","0.15694205158073","2"
"No","2015","16-34 y.","Hesse","155","0.211116602341906","0.174721568487043","0.247511636196769","2"
"No","2015","16-34 y.","Rhineland-Palatinate,Saarland","104","0.135968542426005","0.102421062402774","0.169516022449236","2"
"No","2015","16-34 y.","Baden-Württemberg","226","0.161608253255287","0.136414293566532","0.186802212944041","2"
"No","2015","16-34 y.","Bavaria","298","0.163775454113166","0.141955551202187","0.185595357024146","2"
"No","2015","16-34 y.","Berlin","68","0.170351308201625","0.126317228086243","0.214385388317008","2"
"No","2015","16-34 y.","Brandenburg","19","","","","2"
"No","2015","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2015","16-34 y.","Saxony","18","","","","2"
"No","2015","16-34 y.","Saxony-Anhalt","16","","","","2"
"No","2015","16-34 y.","Thuringia","37","0.105123138078051","0.0643147893335955","0.145931486822507","2"
"No","2015","35-65 y.","Schleswig-Holstein","51","0.0392305890902623","0.0220055514914145","0.0564556266891101","2"
"No","2015","35-65 y.","Hamburg","38","0.104919530301166","0.0663095466769058","0.143529513925427","2"
"No","2015","35-65 y.","Lower Saxony","196","0.0757795437100091","0.0620917121435159","0.0894673752765022","2"
"No","2015","35-65 y.","Bremen","16","","","","2"
"No","2015","35-65 y.","North Rhine-Westphalia","606","0.128524858585717","0.116880002541935","0.1401697146295","2"
"No","2015","35-65 y.","Hesse","224","0.162021262295814","0.140565910424335","0.183476614167293","2"
"No","2015","35-65 y.","Rhineland-Palatinate,Saarland","172","0.127326904431009","0.105810558688292","0.148843250173726","2"
"No","2015","35-65 y.","Baden-Württemberg","353","0.159746826388338","0.143123670732384","0.176369982044293","2"
"No","2015","35-65 y.","Bavaria","407","0.131098792311578","0.117999056210882","0.144198528412273","2"
"No","2015","35-65 y.","Berlin","69","0.0795684344307581","0.0563750885221096","0.102761780339407","2"
"No","2015","35-65 y.","Brandenburg","37","0.0264255462010708","0.013504912666845","0.0393461797352966","2"
"No","2015","35-65 y.","Mecklenburg-Western Pomerania","5","","","","2"
"No","2015","35-65 y.","Saxony","30","0.020596775924595","0.011115324052564","0.0300782277966261","2"
"No","2015","66 and older","North Rhine-Westphalia","39","0.0618567085595487","0.0463744395576193","0.0773389775614782","2"
"No","2015","66 and older","Hesse","18","","","","2"
"No","2015","66 and older","Rhineland-Palatinate,Saarland","6","","","","2"
"No","2015","66 and older","Baden-Württemberg","36","0.0573776366657121","0.0379592793102671","0.076795994021157","2"
"No","2015","66 and older","Bavaria","32","0.0446478068638883","0.0299645257751228","0.0593310879526538","2"
"No","2015","66 and older","Berlin","5","","","","2"
"No","2015","66 and older","Brandenburg","3","","","","2"
"No","2015","66 and older","Mecklenburg-Western Pomerania","1","","","","2"
"No","2015","66 and older","Saxony","1","","","","2"
"No","2015","66 and older","Saxony-Anhalt","","","","","2"
"No","2015","66 and older","Thuringia","","","","","2"
"Yes","2015","16-34 y.","Lower Saxony","535","0.894409390773089","0.871512534036332","0.917306247509845","1"
"Yes","2015","16-34 y.","Bremen","41","0.867883896060212","0.78359682932998","0.952170962790444","1"
"Yes","2015","16-34 y.","Schleswig-Holstein","207","0.934620069723082","0.903215026867352","0.966025112578813","1"
"Yes","2015","16-34 y.","Hamburg","86","0.870443853630965","0.810360127173627","0.930527580088303","1"
"Yes","2015","16-34 y.","North Rhine-Westphalia","1109","0.860564574970261","0.84305794841927","0.878071201521252","1"
"Yes","2015","16-34 y.","Hesse","328","0.788883397658094","0.752488363803231","0.825278431512957","1"
"Yes","2015","16-34 y.","Rhineland-Palatinate,Saarland","297","0.864031457573995","0.830483977550764","0.897578937597226","1"
"Yes","2015","16-34 y.","Baden-Württemberg","594","0.838391746744713","0.813197787055959","0.863585706433468","1"
"Yes","2015","16-34 y.","Bavaria","807","0.836224545886833","0.814404642975854","0.858044448797813","1"
"Yes","2015","16-34 y.","Berlin","212","0.829648691798375","0.785614611682992","0.873682771913757","1"
"Yes","2015","16-34 y.","Brandenburg","157","0.933070253813578","0.896150523640576","0.969989983986581","1"
"Yes","2015","16-34 y.","Mecklenburg-Western Pomerania","114","0.992192226197336","0.976105758457773","1.0082786939369","1"
"Yes","2015","35-65 y.","Mecklenburg-Western Pomerania","313","0.996354861284337","0.989731192871982","1.00297852969669","1"
"Yes","2015","35-65 y.","Saxony","832","0.979403224075405","0.969921772203374","0.988884675947436","1"
"Yes","2015","35-65 y.","Thuringia","522","0.952218497950754","0.934456516400574","0.969980479500933","1"
"Yes","2015","66 and older","Schleswig-Holstein","160","0.900164417816664","0.856124987922751","0.944203847710577","1"
"Yes","2015","66 and older","Hamburg","99","0.958478804648572","0.919952650375052","0.997004958922093","1"
"Yes","2015","66 and older","Lower Saxony","476","0.958627249759301","0.941065543964865","0.976188955553737","1"
"Yes","2015","16-34 y.","Saxony","317","0.968328180330004","0.949575062562503","0.987081298097505","1"
"Yes","2015","16-34 y.","Saxony-Anhalt","164","0.970945696088631","0.946409086855211","0.995482305322051","1"
"Yes","2015","16-34 y.","Thuringia","180","0.894876861921949","0.854068513177493","0.935685210666404","1"
"Yes","2015","35-65 y.","Schleswig-Holstein","437","0.960769410909738","0.94354437331089","0.977994448508586","1"
"Yes","2015","35-65 y.","Hesse","909","0.837978737704186","0.816523385832707","0.859434089575665","1"
"Yes","2015","35-65 y.","Rhineland-Palatinate,Saarland","750","0.872673095568991","0.851156749826274","0.894189441311708","1"
"Yes","2015","35-65 y.","Baden-Württemberg","1513","0.840253173611662","0.823630017955707","0.856876329267616","1"
"Yes","2015","35-65 y.","Bavaria","2143","0.868901207688422","0.855801471587727","0.882000943789118","1"
"Yes","2015","35-65 y.","Berlin","454","0.920431565569242","0.897238219660593","0.94362491147789","1"
"Yes","2015","35-65 y.","Brandenburg","555","0.973574453798929","0.960653820264703","0.986495087333155","1"
"Yes","2015","35-65 y.","Saxony-Anhalt","493","0.981658510213673","0.970024346707343","0.993292673720002","1"
"Yes","2015","66 and older","Bremen","32","0.986997642454054","0.948346687290885","1.02564859761722","1"
"Yes","2015","66 and older","North Rhine-Westphalia","891","0.938143291440451","0.922661022438522","0.953625560442381","1"
"Yes","2015","66 and older","Hesse","260","0.931675664304334","0.902017396811961","0.961333931796707","1"
"Yes","2015","66 and older","Rhineland-Palatinate,Saarland","289","0.978715356302255","0.962245171332214","0.995185541272296","1"
"Yes","2015","66 and older","Baden-Württemberg","515","0.942622363334288","0.923204005978843","0.962040720689733","1"
"Yes","2015","35-65 y.","Lower Saxony","1240","0.924220456289991","0.910532624723498","0.937908287856484","1"
"Yes","2015","66 and older","Bavaria","728","0.955352193136112","0.940668912047346","0.970035474224877","1"
"Yes","2015","66 and older","Berlin","190","0.982838413026689","0.96460992828091","1.00106689777247","1"
"Yes","2015","66 and older","Brandenburg","244","0.998059905208632","0.992572217435714","1.00354759298155","1"
"Yes","2015","66 and older","Mecklenburg-Western Pomerania","128","0.995354962538356","0.983621212309781","1.00708871276693","1"
"Yes","2015","35-65 y.","Bremen","76","0.874013031285584","0.806205810441115","0.941820252130054","1"
"Yes","2015","35-65 y.","North Rhine-Westphalia","2567","0.871475141414283","0.8598302853705","0.883119997458065","1"
"Yes","2015","66 and older","Saxony","354","0.998793515811235","0.99518247340165","1.00240455822082","1"
"Yes","2015","66 and older","Saxony-Anhalt","209","1","1","1","1"
"Yes","2015","35-65 y.","Hamburg","204","0.895080469698834","0.856470486074573","0.933690453323094","1"
"Yes","2015","66 and older","Thuringia","212","1","1","1","1"
"No","2016","16-34 y.","Schleswig-Holstein","23","","","","2"
"No","2016","16-34 y.","Hamburg","21","","","","2"
"No","2016","16-34 y.","Lower Saxony","107","0.107711084253019","0.083209538668244","0.132212629837794","2"
"No","2016","35-65 y.","Saxony-Anhalt","17","","","","2"
"No","2016","35-65 y.","Thuringia","28","","","","2"
"No","2016","66 and older","Schleswig-Holstein","15","","","","2"
"No","2016","66 and older","Hamburg","5","","","","2"
"No","2016","66 and older","Lower Saxony","15","","","","2"
"No","2016","66 and older","Bremen","1","","","","2"
"No","2016","16-34 y.","Bremen","14","","","","2"
"No","2016","16-34 y.","North Rhine-Westphalia","271","0.133817210607999","0.115114926472303","0.152519494743694","2"
"No","2016","16-34 y.","Hesse","90","0.187686663041092","0.148479618912029","0.226893707170154","2"
"No","2016","16-34 y.","Rhineland-Palatinate,Saarland","80","0.129460414055237","0.0945876918570653","0.164333136253409","2"
"No","2016","16-34 y.","Baden-Württemberg","160","0.18441623135349","0.155457979662476","0.213374483044505","2"
"No","2016","16-34 y.","Bavaria","191","0.161697591972423","0.137590422597557","0.185804761347288","2"
"No","2016","16-34 y.","Berlin","48","0.175619884308417","0.126868072588375","0.224371696028459","2"
"No","2016","16-34 y.","Brandenburg","10","","","","2"
"No","2016","16-34 y.","Mecklenburg-Western Pomerania","3","","","","2"
"No","2016","16-34 y.","Saxony","14","","","","2"
"No","2016","16-34 y.","Saxony-Anhalt","14","","","","2"
"No","2016","16-34 y.","Thuringia","24","","","","2"
"No","2016","35-65 y.","Schleswig-Holstein","55","0.0844108092908766","0.0589781889168977","0.109843429664856","2"
"No","2016","35-65 y.","Hamburg","38","0.114611919602592","0.0737092306828678","0.155514608522316","2"
"No","2016","35-65 y.","Lower Saxony","162","0.0893010549615468","0.0737869596127213","0.104815150310372","2"
"No","2016","35-65 y.","Bremen","20","","","","2"
"No","2016","35-65 y.","North Rhine-Westphalia","534","0.132618096612366","0.12033746073747","0.144898732487261","2"
"No","2016","35-65 y.","Hesse","165","0.164768731778138","0.141554497712866","0.187982965843409","2"
"No","2016","35-65 y.","Rhineland-Palatinate,Saarland","161","0.139733037217818","0.116425048455331","0.163041025980305","2"
"No","2016","35-65 y.","Baden-Württemberg","291","0.174612650892802","0.156361118306297","0.192864183479306","2"
"No","2016","35-65 y.","Bavaria","329","0.137976457929673","0.123817281684456","0.152135634174891","2"
"No","2016","35-65 y.","Berlin","60","0.0838517325544605","0.059210135083504","0.108493330025417","2"
"No","2016","35-65 y.","Brandenburg","30","0.0310530456002411","0.0165695166048573","0.0455365745956249","2"
"No","2016","35-65 y.","Mecklenburg-Western Pomerania","5","","","","2"
"No","2016","35-65 y.","Saxony","23","","","","2"
"No","2016","66 and older","North Rhine-Westphalia","37","0.0789235614854928","0.0612299357021448","0.0966171872688407","2"
"No","2016","66 and older","Hesse","14","","","","2"
"No","2016","66 and older","Rhineland-Palatinate,Saarland","8","","","","2"
"No","2016","66 and older","Baden-Württemberg","31","0.0675589042587759","0.0459865064286978","0.0891313020888539","2"
"No","2016","66 and older","Bavaria","33","0.0754073436037613","0.0564340090718706","0.094380678135652","2"
"No","2016","66 and older","Berlin","5","","","","2"
"No","2016","66 and older","Brandenburg","3","","","","2"
"No","2016","66 and older","Mecklenburg-Western Pomerania","1","","","","2"
"No","2016","66 and older","Saxony","1","","","","2"
"No","2016","66 and older","Saxony-Anhalt","","","","","2"
"No","2016","66 and older","Thuringia","","","","","2"
"Yes","2016","16-34 y.","Lower Saxony","508","0.892288915746981","0.867787370162206","0.916790461331756","1"
"Yes","2016","16-34 y.","Bremen","35","0.848412914576173","0.748001106390957","0.948824722761389","1"
"Yes","2016","16-34 y.","Schleswig-Holstein","181","0.919834906815042","0.882571667860555","0.957098145769528","1"
"Yes","2016","16-34 y.","Hamburg","80","0.881210053327075","0.818111853460289","0.944308253193861","1"
"Yes","2016","16-34 y.","North Rhine-Westphalia","1002","0.866182789392001","0.847480505256306","0.884885073527697","1"
"Yes","2016","16-34 y.","Hesse","291","0.812313336958908","0.773106292829846","0.851520381087971","1"
"Yes","2016","16-34 y.","Rhineland-Palatinate,Saarland","276","0.870539585944763","0.835666863746591","0.905412308142935","1"
"Yes","2016","16-34 y.","Baden-Württemberg","529","0.815583768646509","0.786625516955495","0.844542020337524","1"
"Yes","2016","16-34 y.","Bavaria","705","0.838302408027577","0.814195238652712","0.862409577402443","1"
"Yes","2016","16-34 y.","Berlin","186","0.824380115691583","0.775628303971541","0.873131927411625","1"
"Yes","2016","16-34 y.","Brandenburg","150","0.952087831267305","0.91899381152256","0.985181851012051","1"
"Yes","2016","16-34 y.","Mecklenburg-Western Pomerania","96","0.96714292212574","0.932028114687288","1.00225772956419","1"
"Yes","2016","35-65 y.","Mecklenburg-Western Pomerania","296","0.995309025387848","0.987589770959586","1.00302827981611","1"
"Yes","2016","35-65 y.","Saxony","794","0.967231116075915","0.955023439424399","0.97943879272743","1"
"Yes","2016","35-65 y.","Thuringia","501","0.955227511277672","0.937604533894681","0.972850488660662","1"
"Yes","2016","66 and older","Schleswig-Holstein","144","0.892979555186346","0.84492841883976","0.941030691532932","1"
"Yes","2016","66 and older","Hamburg","91","0.926828673662768","0.874735277840217","0.978922069485319","1"
"Yes","2016","66 and older","Lower Saxony","463","0.947650601063572","0.927683541489618","0.967617660637527","1"
"Yes","2016","66 and older","Hesse","255","0.916256702838771","0.883154601689945","0.949358803987597","1"
"Yes","2016","16-34 y.","Saxony","285","0.968818052527338","0.949117190658284","0.988518914396392","1"
"Yes","2016","16-34 y.","Saxony-Anhalt","147","0.967503818838353","0.940114725214983","0.994892912461724","1"
"Yes","2016","16-34 y.","Thuringia","147","0.888302925820597","0.841091025586183","0.93551482605501","1"
"Yes","2016","35-65 y.","Schleswig-Holstein","404","0.915589190709123","0.890156570335145","0.941021811083102","1"
"Yes","2016","35-65 y.","Hesse","816","0.835231268221862","0.812017034156591","0.858445502287134","1"
"Yes","2016","35-65 y.","Rhineland-Palatinate,Saarland","689","0.860266962782182","0.836958974019695","0.883574951544669","1"
"Yes","2016","35-65 y.","Baden-Württemberg","1371","0.825387349107198","0.807135816520694","0.843638881693703","1"
"Yes","2016","35-65 y.","Bavaria","1950","0.862023542070326","0.847864365825109","0.876182718315544","1"
"Yes","2016","35-65 y.","Berlin","426","0.916148267445539","0.891506669974583","0.940789864916496","1"
"Yes","2016","35-65 y.","Brandenburg","521","0.968946954399759","0.954463425404375","0.983430483395143","1"
"Yes","2016","35-65 y.","Saxony-Anhalt","470","0.98580898921866","0.975304216452387","0.996313761984932","1"
"Yes","2016","66 and older","Bremen","31","0.985003443061379","0.942893199190726","1.02711368693203","1"
"Yes","2016","66 and older","North Rhine-Westphalia","855","0.921076438514507","0.903382812731159","0.938770064297855","1"
"Yes","2016","66 and older","Rhineland-Palatinate,Saarland","284","0.967065014632939","0.946595231630325","0.987534797635554","1"
"Yes","2016","66 and older","Baden-Württemberg","489","0.932441095741224","0.910868697911146","0.954013493571302","1"
"Yes","2016","66 and older","Bavaria","711","0.924592656396239","0.905619321864348","0.943565990928129","1"
"Yes","2016","66 and older","Berlin","192","0.976312888407967","0.955077239218928","0.997548537597006","1"
"Yes","2016","66 and older","Mecklenburg-Western Pomerania","123","0.992770552214855","0.977859295251767","1.00768180917794","1"
"Yes","2016","66 and older","Saxony","343","0.998952795619042","0.99553491351422","1.00237067772386","1"
"Yes","2016","35-65 y.","Lower Saxony","1136","0.910698945038453","0.895184849689628","0.926213040387279","1"
"Yes","2016","35-65 y.","North Rhine-Westphalia","2396","0.867381903387634","0.855101267512739","0.87966253926253","1"
"Yes","2016","66 and older","Brandenburg","236","0.997383471205349","0.990906932233998","1.0038600101767","1"
"Yes","2016","66 and older","Thuringia","208","1","1","1","1"
"Yes","2016","66 and older","Saxony-Anhalt","189","1","1","1","1"
"Yes","2016","35-65 y.","Bremen","77","0.847340869108393","0.775767296835657","0.918914441381129","1"
"Yes","2016","35-65 y.","Hamburg","195","0.885388080397408","0.844485391477684","0.926290769317132","1"
"No","2017","16-34 y.","Schleswig-Holstein","110","0.111726331023035","0.0773706950215662","0.146081967024504","2"
"No","2017","16-34 y.","Hamburg","51","0.162429540854291","0.100439514508677","0.224419567199905","2"
"No","2017","16-34 y.","Lower Saxony","209","0.111640515254128","0.0902544504645585","0.133026580043697","2"
"No","2017","16-34 y.","Bremen","26","","","","2"
"No","2017","16-34 y.","North Rhine-Westphalia","453","0.15211652488041","0.134535766184247","0.169697283576573","2"
"No","2017","16-34 y.","Hesse","198","0.180993001809443","0.148990392248234","0.212995611370653","2"
"No","2017","16-34 y.","Rhineland-Palatinate,Saarland","155","0.165714078142304","0.130852701521223","0.200575454763385","2"
"No","2017","16-34 y.","Baden-Württemberg","323","0.177870723291743","0.153333265716601","0.202408180866885","2"
"No","2017","16-34 y.","Bavaria","362","0.199564765527331","0.176555041761352","0.222574489293309","2"
"No","2017","16-34 y.","Berlin","96","0.145119992585991","0.105526163568886","0.184713821603096","2"
"No","2017","16-34 y.","Brandenburg","75","0.0916367516960974","0.0545115587909754","0.128761944601219","2"
"No","2017","16-34 y.","Mecklenburg-Western Pomerania","19","","","","2"
"No","2017","16-34 y.","Saxony","53","0.0292732805588143","0.0130548721654714","0.0454916889521573","2"
"No","2017","16-34 y.","Saxony-Anhalt","40","0.0379549023125807","0.0125305511423691","0.0633792534827923","2"
"No","2017","16-34 y.","Thuringia","68","0.154674152464713","0.108344279528808","0.201004025400618","2"
"No","2017","35-65 y.","Schleswig-Holstein","122","0.07706465771735","0.0559180479388491","0.0982112674958509","2"
"No","2017","35-65 y.","Hamburg","48","0.0788042935459604","0.0478477481767592","0.109760838915162","2"
"No","2017","35-65 y.","Lower Saxony","264","0.104612569332471","0.0896349309738154","0.119590207691126","2"
"No","2017","35-65 y.","Bremen","31","0.160437672732971","0.0985276654731985","0.222347679992743","2"
"No","2017","35-65 y.","North Rhine-Westphalia","720","0.141163368206714","0.129589939736831","0.152736796676597","2"
"No","2017","35-65 y.","Hesse","307","0.173741241330803","0.152471816964119","0.195010665697488","2"
"No","2017","35-65 y.","Rhineland-Palatinate,Saarland","225","0.172551712576062","0.148536418987849","0.196567006164274","2"
"No","2017","35-65 y.","Baden-Württemberg","446","0.171912720176709","0.155166266663862","0.188659173689555","2"
"No","2017","35-65 y.","Bavaria","481","0.152896938051156","0.139192077157156","0.166601798945156","2"
"No","2017","35-65 y.","Berlin","118","0.112925774716903","0.0875159610223992","0.138335588411408","2"
"No","2017","35-65 y.","Brandenburg","98","0.0310706569570105","0.0181524348901549","0.043988879023866","2"
"No","2017","35-65 y.","Mecklenburg-Western Pomerania","20","","","","2"
"No","2017","35-65 y.","Saxony","84","0.0362921543909712","0.0246071302495558","0.0479771785323865","2"
"No","2017","35-65 y.","Saxony-Anhalt","66","0.0332628822712042","0.0188055392063214","0.0477202253360871","2"
"No","2017","35-65 y.","Thuringia","53","0.0463871245472934","0.0296966781351772","0.0630775709594097","2"
"No","2017","66 and older","Schleswig-Holstein","16","","","","2"
"No","2017","66 and older","Hamburg","6","","","","2"
"No","2017","66 and older","Lower Saxony","15","","","","2"
"No","2017","66 and older","Bremen","1","","","","2"
"No","2017","66 and older","North Rhine-Westphalia","39","0.0745458741483429","0.0576740319664768","0.0914177163302091","2"
"No","2017","66 and older","Hesse","17","","","","2"
"No","2017","66 and older","Rhineland-Palatinate,Saarland","8","","","","2"
"No","2017","66 and older","Baden-Württemberg","40","0.0933961468331289","0.069230759903632","0.117561533762626","2"
"No","2017","66 and older","Bavaria","38","0.0829743878557636","0.063787673893095","0.102161101818432","2"
"No","2017","66 and older","Berlin","5","","","","2"
"No","2017","66 and older","Brandenburg","3","","","","2"
"No","2017","66 and older","Mecklenburg-Western Pomerania","2","","","","2"
"No","2017","66 and older","Saxony","1","","","","2"
"No","2017","66 and older","Saxony-Anhalt","","","","","2"
"No","2017","66 and older","Thuringia","","","","","2"
"Yes","2017","16-34 y.","Schleswig-Holstein","213","0.888273668976965","0.853918032975495","0.922629304978434","1"
"Yes","2017","16-34 y.","Hamburg","85","0.837570459145709","0.775580432800095","0.899560485491323","1"
"Yes","2017","16-34 y.","Lower Saxony","624","0.888359484745872","0.866973419956303","0.909745549535441","1"
"Yes","2017","16-34 y.","Bremen","48","0.762262052975367","0.665270562038187","0.859253543912548","1"
"Yes","2017","16-34 y.","North Rhine-Westphalia","1150","0.84788347511959","0.830302716423427","0.865464233815753","1"
"Yes","2017","16-34 y.","Hesse","358","0.819006998190556","0.787004388629347","0.851009607751766","1"
"Yes","2017","16-34 y.","Rhineland-Palatinate,Saarland","282","0.834285921857696","0.799424545236615","0.869147298478776","1"
"Yes","2017","16-34 y.","Baden-Württemberg","610","0.822129276708257","0.797591819133115","0.846666734283399","1"
"Yes","2017","16-34 y.","Bavaria","797","0.800435234472669","0.777425510706691","0.823444958238648","1"
"Yes","2017","16-34 y.","Berlin","208","0.854880007414009","0.815286178396904","0.894473836431114","1"
"Yes","2017","16-34 y.","Brandenburg","157","0.908363248303903","0.871238055398781","0.945488441209025","1"
"Yes","2017","16-34 y.","Mecklenburg-Western Pomerania","114","0.957777978742735","0.923601744762736","0.991954212722734","1"
"Yes","2017","16-34 y.","Saxony","362","0.970726719441186","0.954508311047843","0.986945127834529","1"
"Yes","2017","16-34 y.","Saxony-Anhalt","177","0.962045097687419","0.936620746517208","0.987469448857631","1"
"Yes","2017","16-34 y.","Thuringia","166","0.845325847535287","0.798995974599382","0.891655720471192","1"
"Yes","2017","35-65 y.","Schleswig-Holstein","489","0.92293534228265","0.901788732504149","0.944081952061151","1"
"Yes","2017","35-65 y.","Mecklenburg-Western Pomerania","332","0.994764814951455","0.987226001690202","1.00230362821271","1"
"Yes","2017","35-65 y.","Thuringia","557","0.953612875452707","0.93692242904059","0.970303321864823","1"
"Yes","2017","66 and older","Schleswig-Holstein","162","0.862699294110408","0.812139628120316","0.913258960100501","1"
"Yes","2017","66 and older","Hamburg","91","0.911407710526794","0.854859803446052","0.967955617607536","1"
"Yes","2017","35-65 y.","Bavaria","2168","0.847103061948844","0.833398201054844","0.860807922842844","1"
"Yes","2017","35-65 y.","Berlin","478","0.887074225283097","0.861664411588592","0.912484038977601","1"
"Yes","2017","35-65 y.","Brandenburg","595","0.96892934304299","0.956011120976134","0.981847565109845","1"
"Yes","2017","35-65 y.","Saxony","900","0.963707845609029","0.952022821467614","0.975392869750444","1"
"Yes","2017","35-65 y.","Saxony-Anhalt","525","0.966737117728796","0.952279774663913","0.981194460793679","1"
"Yes","2017","66 and older","Lower Saxony","487","0.943109045819393","0.922846276671355","0.963371814967431","1"
"Yes","2017","66 and older","Bremen","33","0.981907488648237","0.937105907085244","1.02670907021123","1"
"Yes","2017","66 and older","North Rhine-Westphalia","892","0.925454125851657","0.908582283669791","0.942325968033523","1"
"Yes","2017","66 and older","Hesse","264","0.9124900459446","0.879450221825827","0.945529870063374","1"
"Yes","2017","66 and older","Rhineland-Palatinate,Saarland","298","0.963916303210007","0.943020332392837","0.984812274027176","1"
"Yes","2017","66 and older","Baden-Württemberg","517","0.906603853166871","0.882438466237374","0.930769240096368","1"
"Yes","2017","66 and older","Bavaria","756","0.917025612144236","0.897838898181568","0.936212326106905","1"
"Yes","2017","35-65 y.","Lower Saxony","1340","0.895387430667529","0.880409792308874","0.910365069026185","1"
"Yes","2017","35-65 y.","Bremen","104","0.839562327267029","0.777652320007257","0.901472334526802","1"
"Yes","2017","35-65 y.","Hesse","912","0.826258758669197","0.804989334302512","0.847528183035881","1"
"Yes","2017","35-65 y.","Rhineland-Palatinate,Saarland","726","0.827448287423938","0.803432993835726","0.851463581012151","1"
"Yes","2017","35-65 y.","Baden-Württemberg","1504","0.828087279823291","0.811340826310445","0.844833733336138","1"
"Yes","2017","66 and older","Mecklenburg-Western Pomerania","128","0.979314198709004","0.954847599108829","1.00378079830918","1"
"Yes","2017","66 and older","Berlin","209","0.980088289052813","0.961371640143137","0.998804937962489","1"
"Yes","2017","66 and older","Brandenburg","247","0.997236563029624","0.990729246008688","1.00374388005056","1"
"Yes","2017","35-65 y.","Hamburg","243","0.92119570645404","0.890239161084838","0.952152251823241","1"
"Yes","2017","35-65 y.","North Rhine-Westphalia","2757","0.858836631793286","0.847263203323403","0.870410060263169","1"
"Yes","2017","66 and older","Saxony","364","0.998968617875868","0.995675650853856","1.00226158489788","1"
"Yes","2017","66 and older","Saxony-Anhalt","197","1","1","1","1"
"Yes","2017","66 and older","Thuringia","212","1","1","1","1"
"No","2018","16-34 y.","Schleswig-Holstein","117","0.138093279191341","0.100642945142247","0.175543613240435","2"
"No","2018","16-34 y.","Hamburg","62","0.225006731665417","0.15727091303322","0.292742550297614","2"
"No","2018","16-34 y.","Lower Saxony","297","0.122623889801698","0.100828285665333","0.144419493938064","2"
"No","2018","16-34 y.","Bremen","40","0.265828855666827","0.171913124370362","0.359744586963291","2"
"No","2018","16-34 y.","North Rhine-Westphalia","693","0.177944271502128","0.160641782156736","0.195246760847519","2"
"No","2018","16-34 y.","Hesse","326","0.188384501981203","0.15922992001017","0.217539083952235","2"
"No","2018","16-34 y.","Rhineland-Palatinate,Saarland","194","0.145779364838564","0.114502247639147","0.177056482037981","2"
"No","2018","16-34 y.","Baden-Württemberg","345","0.199794674415683","0.173686388015564","0.225902960815803","2"
"No","2018","16-34 y.","Bavaria","376","0.191129072732371","0.168254491626646","0.214003653838097","2"
"No","2018","16-34 y.","Berlin","124","0.179451251079274","0.138959740160431","0.219942761998117","2"
"No","2018","16-34 y.","Brandenburg","78","0.0767702277877453","0.0427321148403962","0.110808340735094","2"
"No","2018","16-34 y.","Mecklenburg-Western Pomerania","26","","","","2"
