"plj0014_v3","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2002","35-65 y.","no migration background","11475","0.99888899712897","0.9982795568051","0.99949843745284"
"Yes","2002","35-65 y.","direct migration background","724","0.42059425909957","0.397278230213035","0.443910287986106"
"Yes","2002","35-65 y.","indirect migration background","79","0.652613459522406","0.570764922354515","0.734461996690296"
"Yes","2002","66 and older","no migration background","3269","0.999141109663656","0.998137363921799","1.00014485540551"
"Yes","2002","66 and older","direct migration background","225","0.675117597973935","0.626262088516205","0.723973107431665"
"Yes","2002","66 and older","indirect migration background","12","","",""
"No","2002","16-34 y.","no migration background","4","","",""
"No","2002","16-34 y.","direct migration background","382","0.527677618541124","0.491828906725013","0.563526330357235"
"No","2002","16-34 y.","indirect migration background","327","0.472033114843699","0.433295995011088","0.510770234676311"
"No","2002","35-65 y.","no migration background","3","","",""
"No","2002","35-65 y.","direct migration background","998","0.57940574090043","0.556089712013894","0.602721769786965"
"No","2002","35-65 y.","indirect migration background","51","0.347386540477594","0.265538003309704","0.429235077645485"
"No","2002","66 and older","no migration background","3","","",""
"No","2002","66 and older","direct migration background","128","0.324882402026065","0.276026892568335","0.373737911483795"
"No","2002","66 and older","indirect migration background","4","","",""
"Yes","2003","16-34 y.","no migration background","4563","0.999327711917375","0.998576060094233","1.00007936374052"
"Yes","2003","16-34 y.","direct migration background","350","0.488385812797159","0.450815358719838","0.52595626687448"
"Yes","2003","16-34 y.","indirect migration background","338","0.550251481307629","0.511650065606248","0.588852897009011"
"Yes","2003","35-65 y.","no migration background","10961","0.998647373546825","0.997959452188617","0.999335294905033"
"Yes","2003","35-65 y.","direct migration background","698","0.424262426358678","0.400075789654439","0.448449063062917"
"Yes","2003","35-65 y.","indirect migration background","86","0.633610799764365","0.55322281060243","0.713998788926301"
"Yes","2003","66 and older","no migration background","3326","0.999022930720091","0.997961622320932","1.00008423911925"
"Yes","2003","66 and older","direct migration background","224","0.653738254201239","0.604658916141606","0.702817592260871"
"Yes","2003","66 and older","indirect migration background","10","","",""
"No","2003","16-34 y.","no migration background","5","","",""
"No","2003","16-34 y.","direct migration background","330","0.511614187202841","0.47404373312552","0.549184641280162"
"No","2003","16-34 y.","indirect migration background","300","0.449748518692371","0.411147102990989","0.488349934393752"
"No","2003","35-65 y.","no migration background","4","","",""
"No","2003","35-65 y.","direct migration background","906","0.575737573641322","0.551550936937083","0.599924210345561"
"No","2003","35-65 y.","indirect migration background","52","0.366389200235635","0.2860012110737","0.44677718939757"
"No","2003","66 and older","no migration background","3","","",""
"No","2003","66 and older","direct migration background","137","0.346261745798761","0.297182407739129","0.395341083858394"
"No","2003","66 and older","indirect migration background","4","","",""
"Yes","2004","16-34 y.","no migration background","4367","0.999404956094485","0.998682014948971","1.00012789724"
"Yes","2004","16-34 y.","direct migration background","354","0.543953644472735","0.504999496531807","0.582907792413663"
"Yes","2004","16-34 y.","indirect migration background","375","0.597122531870361","0.559329288003651","0.634915775737071"
"Yes","2004","35-65 y.","no migration background","10557","0.998725988569694","0.998045648626039","0.999406328513348"
"Yes","2004","35-65 y.","direct migration background","692","0.411320203442587","0.386886238249308","0.435754168635866"
"Yes","2004","35-65 y.","indirect migration background","90","0.59325439079063","0.515162090723332","0.671346690857928"
"Yes","2004","66 and older","no migration background","3437","0.999538941903389","0.998821462085806","1.00025642172097"
"Yes","2004","66 and older","direct migration background","225","0.635076301112191","0.585756475108482","0.6843961271159"
"Yes","2004","66 and older","indirect migration background","8","","",""
"No","2004","16-34 y.","no migration background","4","","",""
"No","2004","16-34 y.","direct migration background","274","0.456046355527265","0.417092207586337","0.495000503468193"
"No","2004","16-34 y.","indirect migration background","272","0.402877468129639","0.365084224262929","0.440670711996349"
"No","2004","35-65 y.","no migration background","3","","",""
"No","2004","35-65 y.","direct migration background","866","0.588679796557413","0.564245831364134","0.613113761750692"
"No","2004","35-65 y.","indirect migration background","62","0.40674560920937","0.328653309142072","0.484837909276668"
"No","2004","66 and older","no migration background","2","","",""
"No","2004","66 and older","direct migration background","141","0.364923698887809","0.3156038728841","0.414243524891518"
"No","2004","66 and older","indirect migration background","4","","",""
"Yes","2005","16-34 y.","no migration background","4139","0.999341575001813","0.998560485577365","1.00012266442626"
"Yes","2005","16-34 y.","direct migration background","311","0.554720827039186","0.512567593987018","0.596874060091353"
"Yes","2005","16-34 y.","indirect migration background","389","0.59133201925219","0.554025375683853","0.628638662820528"
"Yes","2005","35-65 y.","no migration background","10012","0.998707197090162","0.998003429038352","0.999410965141972"
"Yes","2005","35-65 y.","direct migration background","655","0.392634665287753","0.367747047716116","0.417522282859391"
"Yes","2005","35-65 y.","indirect migration background","85","0.512315742865043","0.43387819453152","0.590753291198567"
"Yes","2005","66 and older","no migration background","3433","0.999071999406678","0.998053890975248","1.00009010783811"
"Yes","2005","66 and older","direct migration background","234","0.643193725490322","0.594446682407098","0.691940768573546"
"Yes","2005","66 and older","indirect migration background","10","","",""
"No","2005","16-34 y.","no migration background","4","","",""
"No","2005","16-34 y.","direct migration background","223","0.445279172960814","0.403125939908647","0.487432406012982"
"No","2005","16-34 y.","indirect migration background","278","0.40866798074781","0.371361337179472","0.445974624316147"
"No","2005","35-65 y.","no migration background","2","","",""
"No","2005","35-65 y.","direct migration background","824","0.607365334712247","0.582477717140609","0.632252952283884"
"No","2005","35-65 y.","indirect migration background","71","0.487684257134957","0.409246708801433","0.56612180546848"
"No","2005","66 and older","no migration background","3","","",""
"No","2005","66 and older","direct migration background","137","0.356806274509678","0.308059231426454","0.405553317592902"
"No","2005","66 and older","indirect migration background","2","","",""
"Yes","2006","16-34 y.","no migration background","3974","0.998892063079142","0.997858402580208","0.999925723578076"
"Yes","2006","16-34 y.","direct migration background","337","0.586896376589624","0.545327917610761","0.628464835568488"
"Yes","2006","16-34 y.","indirect migration background","391","0.61095768112918","0.572887775215369","0.649027587042992"
"Yes","2006","35-65 y.","no migration background","10800","0.999273373419318","0.998765221228166","0.999781525610469"
"Yes","2006","35-65 y.","direct migration background","671","0.387871975816898","0.362834996710342","0.412908954923453"
"Yes","2006","35-65 y.","indirect migration background","104","0.502406279349392","0.429766022353342","0.575046536345443"
"Yes","2006","66 and older","no migration background","4079","0.999100489345464","0.99818084621185","1.00002013247908"
"Yes","2006","66 and older","direct migration background","243","0.595213457842863","0.546929569017596","0.643497346668131"
"Yes","2006","66 and older","indirect migration background","10","","",""
"No","2006","16-34 y.","no migration background","5","","",""
"No","2006","16-34 y.","direct migration background","202","0.413103623410376","0.371535164431512","0.454672082389239"
"No","2006","16-34 y.","indirect migration background","239","0.38904231887082","0.350972412957008","0.427112224784631"
"No","2006","35-65 y.","no migration background","2","","",""
"No","2006","35-65 y.","direct migration background","784","0.612128024183102","0.587091045076547","0.637165003289658"
"No","2006","35-65 y.","indirect migration background","78","0.497593720650608","0.424953463654557","0.570233977646658"
"No","2006","66 and older","no migration background","3","","",""
"No","2006","66 and older","direct migration background","154","0.404786542157137","0.356502653331869","0.453070430982404"
"No","2006","66 and older","indirect migration background","3","","",""
"Yes","2007","16-34 y.","no migration background","3690","0.997915276195188","0.996444418206354","0.999386134184022"
"Yes","2007","16-34 y.","direct migration background","289","0.586242107354296","0.540534097567896","0.631950117140695"
"Yes","2007","16-34 y.","indirect migration background","394","0.642259922205065","0.603549344437025","0.680970499973104"
"Yes","2007","35-65 y.","no migration background","9993","0.999520235923249","0.999090930524049","0.99994954132245"
"Yes","2007","35-65 y.","direct migration background","612","0.384988320243351","0.358598164004737","0.411378476481966"
"Yes","2007","35-65 y.","indirect migration background","108","0.497016456041458","0.425545195997941","0.568487716084975"
"Yes","2007","66 and older","no migration background","4007","0.998145220643546","0.996813648342176","0.999476792944916"
"Yes","2007","66 and older","direct migration background","235","0.566761801051005","0.517135448012707","0.616388154089302"
"Yes","2007","66 and older","indirect migration background","9","","",""
"No","2007","16-34 y.","no migration background","4","","",""
"No","2007","16-34 y.","direct migration background","157","0.413757892645704","0.368049882859305","0.459465902432104"
"No","2007","16-34 y.","indirect migration background","195","0.357740077794935","0.319029500026896","0.396450655562975"
"No","2007","35-65 y.","no migration background","2","","",""
"No","2007","35-65 y.","direct migration background","694","0.615011679756649","0.588621523518034","0.641401835995263"
"No","2007","35-65 y.","indirect migration background","80","0.502983543958542","0.431512283915025","0.574454804002059"
"No","2007","66 and older","no migration background","4","","",""
"No","2007","66 and older","direct migration background","148","0.433238198948995","0.383611845910698","0.482864551987293"
"No","2007","66 and older","indirect migration background","2","","",""
"Yes","2008","16-34 y.","no migration background","3437","1","1","1"
"Yes","2008","16-34 y.","direct migration background","242","0.568368268843682","0.51796801425529","0.618768523432073"
"Yes","2008","16-34 y.","indirect migration background","403","0.690593755334917","0.65261263083677","0.728574879833063"
"Yes","2008","35-65 y.","no migration background","9328","0.99871923624691","0.997993564494857","0.999444907998963"
"Yes","2008","35-65 y.","direct migration background","566","0.396647181512418","0.368615895712743","0.424678467312093"
"Yes","2008","35-65 y.","indirect migration background","114","0.422300080490598","0.352616385342959","0.491983775638236"
"Yes","2008","66 and older","no migration background","3970","0.998041873950434","0.996667424209931","0.999416323690937"
"Yes","2008","66 and older","direct migration background","229","0.536065697445139","0.485591466738598","0.58653992815168"
"Yes","2008","66 and older","indirect migration background","10","","",""
"No","2008","16-34 y.","no migration background","","","",""
"No","2008","16-34 y.","direct migration background","129","0.431631731156318","0.381231476567926","0.48203198574471"
"No","2008","16-34 y.","indirect migration background","166","0.309406244665083","0.271425120166937","0.34738736916323"
"No","2008","35-65 y.","no migration background","3","","",""
"No","2008","35-65 y.","direct migration background","604","0.603352818487582","0.575321532687907","0.631384104287257"
"No","2008","35-65 y.","indirect migration background","79","0.577699919509402","0.508016224361764","0.647383614657041"
"No","2008","66 and older","no migration background","4","","",""
"No","2008","66 and older","direct migration background","146","0.463934302554861","0.41346007184832","0.514408533261402"
"No","2008","66 and older","indirect migration background","1","","",""
"Yes","2009","16-34 y.","no migration background","3188","0.998758162010219","0.997536037677819","0.999980286342619"
"Yes","2009","16-34 y.","direct migration background","199","0.560577740209038","0.504227092821517","0.61692838759656"
"Yes","2009","16-34 y.","indirect migration background","365","0.660878178095367","0.620109954758239","0.701646401432495"
"Yes","2009","35-65 y.","no migration background","8679","0.999366195094166","0.998836771443382","0.99989561874495"
"Yes","2009","35-65 y.","direct migration background","508","0.386232564113307","0.356483947916039","0.415981180310576"
"Yes","2009","35-65 y.","indirect migration background","114","0.419640037292336","0.349652842283123","0.489627232301549"
"Yes","2009","66 and older","no migration background","3869","0.99893035841967","0.997900761674069","0.999959955165271"
"Yes","2009","66 and older","direct migration background","209","0.520332358068571","0.467307253968159","0.573357462168983"
"Yes","2009","66 and older","indirect migration background","6","","",""
"No","2009","16-34 y.","no migration background","2","","",""
"No","2009","16-34 y.","direct migration background","99","0.439422259790962","0.38307161240344","0.495772907178483"
"No","2009","16-34 y.","indirect migration background","153","0.339121821904633","0.298353598567505","0.37989004524176"
"No","2009","35-65 y.","no migration background","2","","",""
"No","2009","35-65 y.","direct migration background","521","0.613767435886693","0.584018819689424","0.643516052083961"
"No","2009","35-65 y.","indirect migration background","77","0.580359962707664","0.510372767698451","0.650347157716877"
"No","2009","66 and older","no migration background","3","","",""
"No","2009","66 and older","direct migration background","132","0.479667641931429","0.426642537831017","0.532692746031841"
"No","2009","66 and older","indirect migration background","","","",""
"Yes","2010","16-34 y.","no migration background","4898","0.999931874941964","0.999700757341301","1.00016299254263"
"Yes","2010","16-34 y.","direct migration background","521","0.532384226848697","0.500334051015199","0.564434402682195"
"Yes","2010","16-34 y.","indirect migration background","569","0.730091174159512","0.698510289228485","0.76167205909054"
"Yes","2010","35-65 y.","no migration background","11361","0.999328720206055","0.998852500284045","0.999804940128065"
"Yes","2010","35-65 y.","direct migration background","846","0.393105856709051","0.369595075593218","0.416616637824883"
"Yes","2010","35-65 y.","indirect migration background","271","0.610991083576447","0.562292655785116","0.659689511367777"
"Yes","2010","66 and older","no migration background","3748","0.999478939204735","0.998748534638246","1.00020934377122"
"Yes","2010","66 and older","direct migration background","195","0.509542592217107","0.454769911474404","0.56431527295981"
"Yes","2010","66 and older","indirect migration background","6","","",""
"No","2010","16-34 y.","no migration background","1","","",""
"No","2010","16-34 y.","direct migration background","410","0.467615773151303","0.435565597317805","0.499665948984801"
"No","2010","16-34 y.","indirect migration background","190","0.269908825840488","0.23832794090946","0.301489710771515"
"No","2010","35-65 y.","no migration background","2","","",""
"No","2010","35-65 y.","direct migration background","812","0.606894143290949","0.583383362175117","0.630404924406782"
"No","2010","35-65 y.","indirect migration background","114","0.389008916423553","0.340310488632222","0.437707344214883"
"No","2010","66 and older","no migration background","2","","",""
"No","2010","66 and older","direct migration background","125","0.490457407782893","0.43568472704019","0.545230088525596"
"No","2010","66 and older","indirect migration background","","","",""
"Yes","2011","16-34 y.","no migration background","3622","0.999937669510272","0.99968059994788","1.00019473907267"
"Yes","2011","16-34 y.","direct migration background","269","0.633811190168154","0.58648091377016","0.681141466566148"
"Yes","2011","16-34 y.","indirect migration background","431","0.755145835312479","0.719176610172648","0.791115060452311"
"Yes","2011","35-65 y.","no migration background","10849","0.999256054422427","0.99874316687943","0.999768941965424"
"Yes","2011","35-65 y.","direct migration background","721","0.428998775211177","0.402268603440783","0.455728946981571"
"Yes","2011","35-65 y.","indirect migration background","217","0.642535767688282","0.589861381718708","0.695210153657855"
"Yes","2011","66 and older","no migration background","4762","0.999228808284702","0.998440784790088","1.00001683177932"
"Yes","2011","66 and older","direct migration background","275","0.537952236368204","0.490385083175988","0.58551938956042"
"Yes","2011","66 and older","indirect migration background","6","","",""
"No","2011","16-34 y.","no migration background","1","","",""
"No","2011","16-34 y.","direct migration background","129","0.366188809831846","0.318858533433852","0.41351908622984"
"No","2011","16-34 y.","indirect migration background","118","0.244854164687521","0.208884939547689","0.280823389827352"
"No","2011","35-65 y.","no migration background","7","","",""
"No","2011","35-65 y.","direct migration background","596","0.571001224788823","0.544271053018429","0.597731396559217"
"No","2011","35-65 y.","indirect migration background","101","0.357464232311718","0.304789846342145","0.410138618281292"
"No","2011","66 and older","no migration background","5","","",""
"No","2011","66 and older","direct migration background","147","0.462047763631796","0.41448061043958","0.509614916824012"
"No","2011","66 and older","indirect migration background","","","",""
"Yes","2012","16-34 y.","no migration background","4858","0.999257184095908","0.998491218624269","1.00002314956755"
"Yes","2012","16-34 y.","direct migration background","465","0.567751253672807","0.532669634618513","0.602832872727101"
"Yes","2012","16-34 y.","indirect migration background","593","0.753909413720371","0.722748718066336","0.785070109374406"
"Yes","2012","35-65 y.","no migration background","13701","0.999495752739795","0.999119897316497","0.999871608163094"
"Yes","2012","35-65 y.","direct migration background","1028","0.442868506249696","0.420385017143579","0.465351995355813"
"Yes","2012","35-65 y.","indirect migration background","405","0.689995189079549","0.651022828988673","0.728967549170425"
"Yes","2012","66 and older","no migration background","4838","0.998928256838131","0.998006834931036","0.999849678745226"
"Yes","2012","66 and older","direct migration background","264","0.499382185151109","0.451043275189059","0.54772109511316"
"Yes","2012","66 and older","indirect migration background","6","","",""
"No","2012","16-34 y.","no migration background","2","","",""
"No","2012","16-34 y.","direct migration background","301","0.432248746327193","0.397167127272899","0.467330365381487"
"No","2012","16-34 y.","indirect migration background","141","0.246090586279629","0.214929890625594","0.277251281933664"
"No","2012","35-65 y.","no migration background","4","","",""
"No","2012","35-65 y.","direct migration background","847","0.557131493750304","0.534648004644187","0.579614982856421"
"No","2012","35-65 y.","indirect migration background","136","0.310004810920451","0.271032450829575","0.348977171011327"
"No","2012","66 and older","no migration background","6","","",""
"No","2012","66 and older","direct migration background","147","0.500617814848891","0.45227890488684","0.548956724810941"
"No","2012","66 and older","indirect migration background","","","",""
"Yes","2013","16-34 y.","no migration background","4446","0.999976081115985","0.999832340404974","1.000119821827"
"Yes","2013","16-34 y.","direct migration background","384","0.691562543413372","0.655296234564942","0.727828852261802"
"Yes","2013","16-34 y.","indirect migration background","558","0.843696444556132","0.816280975497406","0.871111913614858"
"Yes","2013","35-65 y.","no migration background","12795","0.99940263473499","0.998979332755325","0.999825936714654"
"Yes","2013","35-65 y.","direct migration background","935","0.473327780915211","0.449628394489141","0.497027167341282"
"Yes","2013","35-65 y.","indirect migration background","404","0.737169728044344","0.699517569579692","0.774821886508996"
"Yes","2013","66 and older","no migration background","4635","0.998318400651497","0.997139733104071","0.999497068198923"
"Yes","2013","66 and older","direct migration background","235","0.545155082123207","0.494889684573851","0.595420479672563"
"Yes","2013","66 and older","indirect migration background","5","","",""
"No","2013","16-34 y.","no migration background","1","","",""
"No","2013","16-34 y.","direct migration background","239","0.308437456586628","0.272171147738198","0.344703765435058"
"No","2013","16-34 y.","indirect migration background","116","0.156303555443868","0.128888086385143","0.183719024502594"
"No","2013","35-65 y.","no migration background","4","","",""
"No","2013","35-65 y.","direct migration background","770","0.526672219084788","0.502972832658718","0.550371605510859"
"No","2013","35-65 y.","indirect migration background","121","0.262830271955656","0.225178113491005","0.300482430420308"
"No","2013","66 and older","no migration background","7","","",""
"No","2013","66 and older","direct migration background","142","0.454844917876793","0.404579520327437","0.505110315426149"
"No","2013","66 and older","indirect migration background","","","",""
"Yes","2014","16-34 y.","no migration background","4059","0.999870524348586","0.999520667310456","1.00022038138672"
"Yes","2014","16-34 y.","direct migration background","719","0.476323394351733","0.450319061969755","0.502327726733712"
"Yes","2014","16-34 y.","indirect migration background","807","0.762707039880975","0.737668810000971","0.78774526976098"
"Yes","2014","35-65 y.","no migration background","11656","0.99963554177361","0.999289074544302","0.999982009002918"
"Yes","2014","35-65 y.","direct migration background","1543","0.406524374446721","0.38969686562478","0.423351883268661"
"Yes","2014","35-65 y.","indirect migration background","497","0.704235847372565","0.670008789372637","0.738462905372492"
"Yes","2014","66 and older","no migration background","4558","0.998881906847131","0.997912248090191","0.99985156560407"
"Yes","2014","66 and older","direct migration background","262","0.521747895564981","0.475179019734044","0.568316771395919"
"Yes","2014","66 and older","indirect migration background","5","","",""
"No","2014","16-34 y.","no migration background","4","","",""
"No","2014","16-34 y.","direct migration background","698","0.523676605648267","0.497672273266289","0.549680938030245"
"No","2014","16-34 y.","indirect migration background","302","0.237292960119025","0.21225473023902","0.262331189999029"
"No","2014","35-65 y.","no migration background","3","","",""
"No","2014","35-65 y.","direct migration background","1730","0.593475625553279","0.576648116731339","0.61030313437522"
"No","2014","35-65 y.","indirect migration background","186","0.295764152627435","0.261537094627508","0.329991210627363"
"No","2014","66 and older","no migration background","5","","",""
"No","2014","66 and older","direct migration background","180","0.478252104435019","0.431683228604081","0.524820980265956"
"No","2014","66 and older","indirect migration background","","","",""
"Yes","2015","16-34 y.","no migration background","3766","0.999938111183659","0.999686964370781","1.00018925799654"
"Yes","2015","16-34 y.","direct migration background","649","0.435140385175138","0.413175060003667","0.457105710346608"
"Yes","2015","16-34 y.","indirect migration background","733","0.744866662631843","0.717874535923105","0.77185878934058"
