"plj0014_v3","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","vocational + Abi","West Germany","854","0.890387262474895","0.870352018549378","0.910422506400412","1"
"Yes","2008","in school","West Germany","260","0.92592162136469","0.89485460012","0.95698864260938","1"
"Yes","2008","in school","East Germany","82","1","1","1","1"
"Yes","2008","inadequately","West Germany","87","0.511589079980489","0.436002139686357","0.587176020274621","1"
"Yes","2008","inadequately","East Germany","18","","","","1"
"Yes","2008","vocational + Abi","East Germany","163","0.971170404386525","0.945716111208925","0.996624697564125","1"
"Yes","2008","higher vocational","West Germany","999","0.936397475025957","0.921601034891011","0.951193915160903","1"
"Yes","2008","higher vocational","East Germany","376","0.991640735781935","0.982450246738222","1.00083122482565","1"
"Yes","2008","higher education","West Germany","2826","0.916217770337801","0.906240060357137","0.926195480318465","1"
"Yes","2008","higher education","East Germany","1239","0.990053980712821","0.98454408783418","0.995563873591461","1"
"No","2009","in school","West Germany","14","","","","2"
"No","2009","in school","East Germany","","","","","2"
"No","2009","inadequately","West Germany","76","0.512318972886733","0.43311617466959","0.591521771103875","2"
"No","2009","inadequately","East Germany","1","","","","2"
"No","2009","general elemantary","West Germany","273","0.19022049706242","0.170656598958","0.20978439516684","2"
"No","2009","higher vocational","West Germany","38","0.0613554032118002","0.0462141635440271","0.0764966428795734","2"
"No","2009","higher vocational","East Germany","1","","","","2"
"No","2009","higher education","West Germany","123","0.0883316804754325","0.077894922821929","0.0987684381289359","2"
"No","2009","higher education","East Germany","6","","","","2"
"No","2009","general elemantary","East Germany","3","","","","2"
"No","2009","middle vocational","West Germany","340","0.0799488629673771","0.0734556745055124","0.0864420514292417","2"
"No","2009","middle vocational","East Germany","3","","","","2"
"No","2009","vocational + Abi","West Germany","69","0.113583516542616","0.0922523210915892","0.134914711993642","2"
"No","2009","vocational + Abi","East Germany","3","","","","2"
"Yes","2009","general elemantary","West Germany","1273","0.80977950293758","0.79021560483316","0.829343401042","1"
"Yes","2009","general elemantary","East Germany","263","0.990253312857932","0.978447145434662","1.0020594802812","1"
"Yes","2009","middle vocational","West Germany","6362","0.920051137032623","0.913557948570758","0.926544325494488","1"
"Yes","2009","middle vocational","East Germany","2406","0.993970698820829","0.990879336057902","0.997062061583755","1"
"Yes","2009","vocational + Abi","West Germany","781","0.886416483457384","0.865085288006358","0.907747678908411","1"
"Yes","2009","higher education","East Germany","1203","0.992870978753496","0.988128599266776","0.997613358240215","1"
"Yes","2009","in school","West Germany","244","0.881939427000416","0.842565379538964","0.921313474461868","1"
"Yes","2009","in school","East Germany","55","1","1","1","1"
"Yes","2009","inadequately","West Germany","77","0.487681027113267","0.408478228896125","0.56688382533041","1"
"Yes","2009","inadequately","East Germany","15","","","","1"
"Yes","2009","vocational + Abi","East Germany","150","0.973330391168593","0.947800977500513","0.998859804836672","1"
"Yes","2009","higher vocational","West Germany","927","0.9386445967882","0.923503357120427","0.953785836455973","1"
"Yes","2009","higher vocational","East Germany","372","0.991541364238147","0.982247437271055","1.00083529120524","1"
"Yes","2009","higher education","West Germany","2717","0.911668319524568","0.901231561871064","0.922105077178071","1"
"No","2010","in school","West Germany","27","","","","2"
"No","2010","in school","East Germany","","","","","2"
"No","2010","inadequately","West Germany","149","0.461823512438397","0.406856146018327","0.516790878858467","2"
"No","2010","inadequately","East Germany","1","","","","2"
"No","2010","general elemantary","West Germany","415","0.203411364706997","0.186344627951915","0.22047810146208","2"
"No","2010","higher vocational","West Germany","47","0.0633816056936645","0.0496190906233907","0.0771441207639382","2"
"No","2010","higher vocational","East Germany","","","","","2"
"No","2010","higher education","West Germany","277","0.0935335753384215","0.0844975861635325","0.10256956451331","2"
"No","2010","higher education","East Germany","16","","","","2"
"No","2010","general elemantary","East Germany","7","","","","2"
"No","2010","middle vocational","West Germany","510","0.07728552326721","0.0717231378824665","0.0828479086519536","2"
"No","2010","middle vocational","East Germany","13","","","","2"
"No","2010","vocational + Abi","West Germany","144","0.110322362994989","0.0942356827299052","0.126409043260073","2"
"No","2010","vocational + Abi","East Germany","8","","","","2"
"Yes","2010","general elemantary","West Germany","1722","0.796588635293003","0.77952189853792","0.813655372048085","1"
"Yes","2010","general elemantary","East Germany","326","0.990071888961088","0.979423285567751","1.00072049235442","1"
"Yes","2010","middle vocational","West Germany","8344","0.92271447673279","0.917152091348046","0.928276862117533","1"
"Yes","2010","middle vocational","East Germany","2932","0.994278176128198","0.991554053601209","0.997002298655188","1"
"Yes","2010","vocational + Abi","West Germany","1313","0.889677637005011","0.873590956739927","0.905764317270095","1"
"Yes","2010","higher education","East Germany","1381","0.98916473681717","0.983735935682795","0.994593537951545","1"
"Yes","2010","in school","East Germany","47","1","1","1","1"
"Yes","2010","inadequately","West Germany","167","0.538176487561603","0.483209121141533","0.593143853981673","1"
"Yes","2010","inadequately","East Germany","29","","","","1"
"Yes","2010","in school","West Germany","342","0.890651831864424","0.858810249148279","0.92249341458057","1"
"Yes","2010","vocational + Abi","East Germany","250","0.964749127943041","0.942246648790338","0.987251607095745","1"
"Yes","2010","higher vocational","West Germany","1157","0.936618394306335","0.922855879236062","0.950380909376609","1"
"Yes","2010","higher vocational","East Germany","415","1","1","1","1"
"Yes","2010","higher education","West Germany","3712","0.906466424661578","0.897430435486689","0.915502413836467","1"
"No","2011","in school","West Germany","19","","","","2"
"No","2011","in school","East Germany","","","","","2"
"No","2011","inadequately","West Germany","78","0.373562864234158","0.310494078824058","0.436631649644258","2"
"No","2011","inadequately","East Germany","1","","","","2"
"No","2011","general elemantary","West Germany","265","0.152500314463333","0.136673212201653","0.168327416725012","2"
"No","2011","general elemantary","East Germany","3","","","","2"
"No","2011","middle vocational","West Germany","389","0.068038816782034","0.0626483590344992","0.0734292745295688","2"
"No","2011","middle vocational","East Germany","4","","","","2"
"No","2011","vocational + Abi","West Germany","90","0.0937564302903742","0.0771179295927584","0.11039493098799","2"
"No","2011","vocational + Abi","East Germany","5","","","","2"
"No","2011","higher vocational","West Germany","42","0.0545496777868404","0.0413493927054313","0.0677499628682496","2"
"No","2011","higher vocational","East Germany","","","","","2"
"No","2011","higher education","West Germany","167","0.0769911322915824","0.0682963715272745","0.0856858930558904","2"
"No","2011","higher education","East Germany","7","","","","2"
"Yes","2011","general elemantary","West Germany","1717","0.847499685536667","0.831672583274988","0.863326787798347","1"
"Yes","2011","general elemantary","East Germany","310","0.991131774633313","0.980745495682045","1.00151805358458","1"
"Yes","2011","middle vocational","West Germany","7994","0.931961183217966","0.926570725470431","0.937351640965501","1"
"Yes","2011","middle vocational","East Germany","2765","0.994844557236321","0.992177101557649","0.997512012914993","1"
"Yes","2011","vocational + Abi","West Germany","1089","0.906243569709626","0.88960506901201","0.922882070407241","1"
"Yes","2011","higher education","East Germany","1333","0.9933074244038","0.988941922566187","0.997672926241413","1"
"Yes","2011","in school","East Germany","39","1","1","1","1"
"Yes","2011","in school","West Germany","300","0.903621444230596","0.871237016949783","0.936005871511408","1"
"Yes","2011","inadequately","West Germany","148","0.626437135765842","0.563368350355742","0.689505921175942","1"
"Yes","2011","inadequately","East Germany","31","0.992475100854407","0.962532932104783","1.02241726960403","1"
"Yes","2011","vocational + Abi","East Germany","190","0.979467624845857","0.959563392919961","0.999371856771754","1"
"Yes","2011","higher vocational","West Germany","1095","0.94545032221316","0.93225003713175","0.958650607294569","1"
"Yes","2011","higher vocational","East Germany","415","1","1","1","1"
"Yes","2011","higher education","West Germany","3444","0.923008867708418","0.91431410694411","0.931703628472726","1"
"No","2012","in school","West Germany","21","","","","2"
"No","2012","in school","East Germany","","","","","2"
"No","2012","inadequately","West Germany","121","0.383308767593622","0.331553267957012","0.435064267230233","2"
"No","2012","inadequately","East Germany","","","","","2"
"No","2012","general elemantary","West Germany","364","0.16835310312759","0.15378714162523","0.18291906462995","2"
"No","2012","general elemantary","East Germany","8","","","","2"
"No","2012","middle vocational","West Germany","505","0.0748991167329462","0.0698072109759296","0.0799910224899629","2"
"No","2012","middle vocational","East Germany","12","","","","2"
"No","2012","vocational + Abi","West Germany","154","0.115389339388486","0.100070749335708","0.130707929441264","2"
"No","2012","vocational + Abi","East Germany","14","","","","2"
"No","2012","higher vocational","West Germany","44","0.0500444681788863","0.0383528522797432","0.0617360840780295","2"
"No","2012","higher vocational","East Germany","","","","","2"
"No","2012","higher education","West Germany","284","0.0949250445509391","0.0864739534102186","0.10337613569166","2"
"No","2012","higher education","East Germany","19","","","","2"
"Yes","2012","general elemantary","West Germany","2171","0.83164689687241","0.81708093537005","0.84621285837477","1"
"Yes","2012","general elemantary","East Germany","368","0.983507881056016","0.970634835092586","0.996380927019446","1"
"Yes","2012","middle vocational","West Germany","9761","0.925100883267054","0.920008977510037","0.93019278902407","1"
"Yes","2012","middle vocational","East Germany","3322","0.994151108854992","0.991562727497275","0.996739490212708","1"
"Yes","2012","vocational + Abi","West Germany","1517","0.884610660611514","0.869292070558736","0.899929250664292","1"
"Yes","2012","higher education","East Germany","1522","0.989348422592622","0.984223015466145","0.994473829719099","1"
"Yes","2012","in school","East Germany","54","1","1","1","1"
"Yes","2012","higher vocational","West Germany","1292","0.949955531821114","0.93826391592197","0.961647147720257","1"
"Yes","2012","in school","West Germany","398","0.92568520257726","0.900571520655094","0.950798884499425","1"
"Yes","2012","inadequately","West Germany","218","0.616691232406377","0.564935732769767","0.668446732042988","1"
"Yes","2012","inadequately","East Germany","49","1","1","1","1"
"Yes","2012","vocational + Abi","East Germany","286","0.968705206581069","0.949002797813016","0.988407615349121","1"
"Yes","2012","higher vocational","East Germany","479","1","1","1","1"
"Yes","2012","higher education","West Germany","4337","0.905074955449061","0.89662386430834","0.913526046589781","1"
"No","2013","in school","West Germany","19","","","","2"
"No","2013","in school","East Germany","","","","","2"
"No","2013","inadequately","West Germany","105","0.308696577967832","0.255064339709396","0.362328816226269","2"
"No","2013","inadequately","East Germany","","","","","2"
"No","2013","general elemantary","West Germany","306","0.116212821495308","0.103081121508991","0.129344521481625","2"
"No","2013","general elemantary","East Germany","8","","","","2"
"No","2013","middle vocational","West Germany","437","0.0449424420258805","0.0407706321569285","0.0491142518948326","2"
"No","2013","middle vocational","East Germany","14","","","","2"
"No","2013","vocational + Abi","West Germany","130","0.0695089094033473","0.0567027730575846","0.08231504574911","2"
"No","2013","vocational + Abi","East Germany","12","","","","2"
"No","2013","higher vocational","West Germany","40","0.0349419846942229","0.0247742770299567","0.0451096923584891","2"
"No","2013","higher vocational","East Germany","","","","","2"
"No","2013","higher education","West Germany","269","0.0573762778076851","0.0505124850180994","0.0642400705972708","2"
"No","2013","higher education","East Germany","15","","","","2"
"Yes","2013","general elemantary","West Germany","1982","0.883787178504692","0.870655478518375","0.896918878491009","1"
"Yes","2013","general elemantary","East Germany","337","0.993034119418014","0.984257876385674","1.00181036245035","1"
"Yes","2013","middle vocational","West Germany","9037","0.95505755797412","0.950885748105167","0.959229367843072","1"
"Yes","2013","middle vocational","East Germany","3064","0.994308277439476","0.991650637315518","0.996965917563434","1"
"Yes","2013","vocational + Abi","West Germany","1385","0.930491090596653","0.91768495425089","0.943297226942415","1"
"Yes","2013","higher education","East Germany","1446","0.99392821485356","0.989944771090235","0.997911658616885","1"
"Yes","2013","in school","West Germany","383","0.975844999067048","0.960836785047459","0.990853213086637","1"
"Yes","2013","in school","East Germany","56","1","1","1","1"
"Yes","2013","inadequately","West Germany","180","0.691303422032168","0.637671183773731","0.744935660290604","1"
"Yes","2013","higher vocational","West Germany","1213","0.965058015305777","0.954890307641511","0.975225722970043","1"
"Yes","2013","higher vocational","East Germany","434","1","1","1","1"
"Yes","2013","inadequately","East Germany","49","1","1","1","1"
"Yes","2013","vocational + Abi","East Germany","263","0.986927529202246","0.973502871657268","1.00035218674722","1"
"Yes","2013","higher education","West Germany","4141","0.942623722192315","0.935759929402729","0.949487514981901","1"
"No","2014","in school","West Germany","66","0.181569215710495","0.143553634887365","0.219584796533626","2"
"No","2014","in school","East Germany","4","","","","2"
"No","2014","inadequately","West Germany","221","0.433557838413635","0.38777073805873","0.47934493876854","2"
"No","2014","inadequately","East Germany","7","","","","2"
"No","2014","general elemantary","West Germany","690","0.201322427735253","0.186310882569589","0.216333972900917","2"
"No","2014","general elemantary","East Germany","29","","","","2"
"No","2014","middle vocational","West Germany","898","0.0749635231221695","0.0697330625831413","0.0801939836611977","2"
"No","2014","middle vocational","East Germany","47","0.0095689784357861","0.00600856215359928","0.0131293947179729","2"
"No","2014","vocational + Abi","West Germany","308","0.14250272850345","0.126171467470895","0.158833989536004","2"
"No","2014","vocational + Abi","East Germany","24","","","","2"
"No","2014","higher vocational","West Germany","50","0.0465169501157354","0.0345563129763091","0.0584775872551617","2"
"No","2014","higher vocational","East Germany","","","","","2"
"No","2014","higher education","West Germany","600","0.103708911102573","0.0950793966235587","0.112338425581588","2"
"No","2014","higher education","East Germany","55","0.0268487626965696","0.0185202752928568","0.0351772501002824","2"
"Yes","2014","general elemantary","West Germany","2051","0.798677572264747","0.783666027099083","0.813689117430411","1"
"Yes","2014","general elemantary","East Germany","353","0.964433269736442","0.945860594185578","0.983005945287306","1"
"Yes","2014","middle vocational","West Germany","8839","0.925036476877831","0.919806016338802","0.930266937416859","1"
"Yes","2014","middle vocational","East Germany","2825","0.990431021564214","0.986870605282027","0.993991437846401","1"
"Yes","2014","in school","West Germany","329","0.818430784289505","0.780415203466374","0.856446365112635","1"
"Yes","2014","in school","East Germany","51","0.942215412212099","0.880549116953491","1.00388170747071","1"
"Yes","2014","higher education","East Germany","1392","0.97315123730343","0.964822749899718","0.981479724707143","1"
"Yes","2014","inadequately","West Germany","229","0.566442161586365","0.52065506123146","0.61222926194127","1"
"Yes","2014","inadequately","East Germany","49","0.935564986741402","0.871258909375947","0.999871064106857","1"
"Yes","2014","vocational + Abi","West Germany","1452","0.85749727149655","0.841166010463996","0.873828532529105","1"
"Yes","2014","vocational + Abi","East Germany","274","0.957801638114214","0.934975862543807","0.980627413684621","1"
"Yes","2014","higher vocational","West Germany","1141","0.953483049884265","0.941522412744838","0.965443687023691","1"
"Yes","2014","higher vocational","East Germany","409","1","1","1","1"
"Yes","2014","higher education","West Germany","4195","0.896291088897426","0.887661574418412","0.904920603376441","1"
"No","2015","in school","West Germany","54","0.130875341654074","0.0939229074900961","0.167827775818052","2"
"No","2015","in school","East Germany","3","","","","2"
"No","2015","inadequately","West Germany","280","0.449577900368837","0.405306054439602","0.493849746298073","2"
"No","2015","inadequately","East Germany","8","","","","2"
"No","2015","general elemantary","West Germany","748","0.216048185547706","0.20028357427185","0.231812796823562","2"
"No","2015","general elemantary","East Germany","39","0.0450157484705549","0.0238030752606521","0.0662284216804578","2"
"No","2015","middle vocational","West Germany","1092","0.075476889398148","0.0701571160545308","0.0807966627417653","2"
"No","2015","middle vocational","East Germany","88","0.0181265407736774","0.013152115913471","0.0231009656338839","2"
"No","2015","vocational + Abi","West Germany","475","0.168836688928867","0.151903226756604","0.18577015110113","2"
"No","2015","vocational + Abi","East Germany","37","0.0847449145201357","0.0526913014300811","0.11679852761019","2"
"No","2015","higher vocational","West Germany","42","0.0393468128585581","0.0280659229052011","0.0506277028119151","2"
"No","2015","higher vocational","East Germany","1","","","","2"
"No","2015","higher education","West Germany","944","0.108693907690233","0.100089723729825","0.11729809165064","2"
"No","2015","higher education","East Germany","84","0.0370467775398894","0.0272573366938307","0.0468362183859481","2"
"Yes","2015","general elemantary","West Germany","1870","0.783951814452294","0.768187203176438","0.79971642572815","1"
"Yes","2015","general elemantary","East Germany","328","0.954984251529445","0.933771578319542","0.976196924739348","1"
"Yes","2015","middle vocational","West Germany","8380","0.924523110601852","0.919203337258235","0.929842883945469","1"
"Yes","2015","middle vocational","East Germany","2675","0.981873459226323","0.976899034366116","0.986847884086529","1"
"Yes","2015","in school","West Germany","266","0.869124658345926","0.832172224181948","0.906077092509904","1"
"Yes","2015","in school","East Germany","55","0.957133083670214","0.905003845282669","1.00926232205776","1"
"Yes","2015","vocational + Abi","West Germany","1405","0.831163311071133","0.81422984889887","0.848096773243396","1"
"Yes","2015","vocational + Abi","East Germany","253","0.915255085479864","0.88320147238981","0.947308698569919","1"
"Yes","2015","higher education","East Germany","1346","0.962953222460111","0.953163781614052","0.972742663306169","1"
"Yes","2015","inadequately","West Germany","205","0.550422099631163","0.506150253701927","0.594693945560398","1"
"Yes","2015","inadequately","East Germany","45","0.950460269056086","0.892041290165262","1.00887924794691","1"
"Yes","2015","higher vocational","West Germany","1099","0.960653187141442","0.949372297188085","0.971934077094799","1"
"Yes","2015","higher vocational","East Germany","399","0.997176213556633","0.991976014418139","1.00237641269513","1"
"Yes","2015","higher education","West Germany","4083","0.891306092309767","0.88270190834936","0.899910276270175","1"
"No","2016","in school","West Germany","44","0.176816406493214","0.133427420630647","0.22020539235578","2"
"No","2016","in school","East Germany","5","","","","2"
"No","2016","inadequately","West Germany","201","0.478869132454069","0.428104827787839","0.529633437120299","2"
"No","2016","inadequately","East Germany","7","","","","2"
"No","2016","general elemantary","West Germany","569","0.225648014679273","0.208523819817515","0.242772209541031","2"
"No","2016","general elemantary","East Germany","28","","","","2"
"No","2016","middle vocational","West Germany","846","0.0832188423933714","0.077349654339187","0.0890880304475557","2"
"No","2016","middle vocational","East Germany","65","0.0195051112349211","0.0141574618953671","0.0248527605744751","2"
"No","2016","vocational + Abi","West Germany","426","0.180884143942159","0.162895928220098","0.19887235966422","2"
"No","2016","vocational + Abi","East Germany","31","0.0992104058624312","0.0638136791291929","0.134607132595669","2"
"No","2016","higher vocational","West Germany","43","0.050235541999348","0.0369856803192834","0.0634854036794126","2"
"No","2016","higher vocational","East Germany","1","","","","2"
"No","2016","higher education","West Germany","723","0.117737393428296","0.108402294730749","0.127072492125844","2"
"No","2016","higher education","East Germany","69","0.0429422474632445","0.0321400863449405","0.0537444085815485","2"
"Yes","2016","general elemantary","West Germany","1720","0.774351985320727","0.757227790458969","0.791476180182485","1"
"Yes","2016","general elemantary","East Germany","295","0.947934175927807","0.923706469993361","0.972161881862252","1"
"Yes","2016","middle vocational","West Germany","7662","0.916781157606629","0.910911969552444","0.922650345660813","1"
"Yes","2016","middle vocational","East Germany","2504","0.980494888765079","0.975147239425525","0.985842538104633","1"
"Yes","2016","in school","West Germany","253","0.823183593506786","0.77979460764422","0.866572579369353","1"
"Yes","2016","in school","East Germany","38","0.908901519748344","0.82289569913147","0.994907340365218","1"
"Yes","2016","vocational + Abi","West Germany","1333","0.819115856057841","0.80112764033578","0.837104071779903","1"
"Yes","2016","vocational + Abi","East Germany","243","0.900789594137569","0.865392867404331","0.936186320870807","1"
"Yes","2016","higher education","East Germany","1284","0.957057752536755","0.946255591418451","0.967859913655059","1"
"Yes","2016","inadequately","West Germany","171","0.521130867545931","0.470366562879701","0.571895172212161","1"
"Yes","2016","inadequately","East Germany","39","0.94692816519734","0.882145360927549","1.01171096946713","1"
"Yes","2016","higher vocational","West Germany","1001","0.949764458000652","0.936514596320587","0.963014319680717","1"
"Yes","2016","higher vocational","East Germany","369","0.993640746454271","0.985541119898703","1.00174037300984","1"
"Yes","2016","higher education","West Germany","3856","0.882262606571704","0.872927507874156","0.891597705269251","1"
"No","2017","in school","West Germany","33","0.119748589596754","0.0855389412519418","0.153958237941566","2"
"No","2017","in school","East Germany","2","","","","2"
"No","2017","inadequately","West Germany","934","0.56729178851546","0.538556480539848","0.596027096491073","2"
"No","2017","inadequately","East Germany","191","0.26756304317154","0.211083616731978","0.324042469611101","2"
"No","2017","general elemantary","West Germany","988","0.247624702822645","0.231702362598887","0.263547043046403","2"
"No","2017","general elemantary","East Germany","118","0.0689684506790436","0.04608375869519","0.0918531426628971","2"
"No","2017","middle vocational","West Germany","1138","0.0866491088669903","0.0810330328239502","0.0922651849100304","2"
"No","2017","middle vocational","East Germany","158","0.0229524942726161","0.0175485623771948","0.0283564261680373","2"
"No","2017","vocational + Abi","West Germany","410","0.189267534318315","0.171885672188854","0.206649396447776","2"
"No","2017","vocational + Abi","East Germany","44","0.0920172496756333","0.0612929455261367","0.12274155382513","2"
"No","2017","higher vocational","West Germany","35","0.0580074063496375","0.0444676510492305","0.0715471616500445","2"
"No","2017","higher vocational","East Germany","1","","","","2"
"No","2017","higher education","West Germany","1033","0.121379802100741","0.112751563655899","0.130008040545582","2"
"No","2017","higher education","East Germany","142","0.0475162790612153","0.0368319284190342","0.0582006297033963","2"
"Yes","2017","middle vocational","East Germany","2792","0.977047505727384","0.971643573831963","0.982451437622805","1"
"Yes","2017","general elemantary","West Germany","1835","0.752375297177355","0.736452956953597","0.768297637401113","1"
"Yes","2017","general elemantary","East Germany","353","0.931031549320956","0.908146857337103","0.95391624130481","1"
"Yes","2017","middle vocational","West Germany","8501","0.91335089113301","0.90773481508997","0.91896696717605","1"
"Yes","2017","in school","East Germany","65","0.980218060527352","0.946874922203962","1.01356119885074","1"
"Yes","2017","vocational + Abi","West Germany","1541","0.810732465681685","0.793350603552224","0.828114327811146","1"
"Yes","2017","in school","West Germany","313","0.880251410403246","0.846041762058434","0.914461058748058","1"
"Yes","2017","inadequately","West Germany","208","0.43270821148454","0.403972903508927","0.461443519460152","1"
"Yes","2017","inadequately","East Germany","45","0.73243695682846","0.675957530388899","0.788916383268022","1"
"Yes","2017","higher vocational","West Germany","1110","0.941992593650362","0.928452838349956","0.955532348950769","1"
"Yes","2017","vocational + Abi","East Germany","296","0.907982750324367","0.87725844617487","0.938707054473863","1"
"Yes","2017","higher education","East Germany","1381","0.952483720938785","0.941799370296604","0.963168071580966","1"
"Yes","2017","higher vocational","East Germany","400","0.993168073721581","0.985105775369521","1.00123037207364","1"
"Yes","2017","higher education","West Germany","4470","0.878620197899259","0.869991959454418","0.887248436344101","1"
"No","2018","in school","West Germany","38","0.113986682894965","0.077598408297601","0.150374957492329","2"
"No","2018","in school","East Germany","3","","","","2"
"No","2018","inadequately","West Germany","1468","0.637671989548567","0.614700734689661","0.660643244407474","2"
"No","2018","inadequately","East Germany","225","0.312950186558861","0.257331057911416","0.368569315206306","2"
"No","2018","general elemantary","West Germany","1156","0.242722436807191","0.227209267123108","0.258235606491273","2"
"No","2018","general elemantary","East Germany","134","0.0821217426819037","0.0581047927844726","0.106138692579335","2"
"No","2018","middle vocational","West Germany","1278","0.0976699806074212","0.0916403617413027","0.10369959947354","2"
"No","2018","middle vocational","East Germany","158","0.0221865540293964","0.0167941437569983","0.0275789643017946","2"
"No","2018","vocational + Abi","West Germany","391","0.186165698599317","0.168542646497833","0.203788750700801","2"
"No","2018","vocational + Abi","East Germany","41","0.0819827528243609","0.0524729900720035","0.111492515576718","2"
"No","2018","higher vocational","West Germany","27","","","","2"
"No","2018","higher vocational","East Germany","","","","","2"
"No","2018","higher education","West Germany","1151","0.129406163135191","0.120546047922303","0.13826627834808","2"
"No","2018","higher education","East Germany","166","0.0722251249106878","0.0590813409769315","0.0853689088444441","2"
"Yes","2018","general elemantary","West Germany","1778","0.757277563192809","0.741764393508727","0.772790732876892","1"
"Yes","2018","general elemantary","East Germany","368","0.917878257318096","0.893861307420665","0.941895207215527","1"
"Yes","2018","middle vocational","West Germany","8034","0.902330019392579","0.89630040052646","0.908359638258697","1"
"Yes","2018","middle vocational","East Germany","2708","0.977813445970603","0.972421035698205","0.983205856243002","1"
"Yes","2018","vocational + Abi","West Germany","1483","0.813834301400683","0.796211249299199","0.831457353502168","1"
"Yes","2018","inadequately","East Germany","42","0.687049813441139","0.631430684793694","0.742668942088584","1"
"Yes","2018","higher education","East Germany","1324","0.927774875089312","0.914631091155556","0.940918659023069","1"
"Yes","2018","in school","East Germany","57","0.997661962170775","0.985441435033043","1.00988248930851","1"
"Yes","2018","vocational + Abi","East Germany","291","0.918017247175639","0.888507484423282","0.947527009927997","1"
"Yes","2018","higher vocational","West Germany","1038","0.947882532612579","0.934533733452503","0.961231331772656","1"
"Yes","2018","higher vocational","East Germany","390","1","1","1","1"
"Yes","2018","inadequately","West Germany","214","0.362328010451433","0.339356755592526","0.385299265310339","1"
"Yes","2018","higher education","West Germany","4362","0.870593836864809","0.86173372165192","0.879453952077697","1"
"Yes","2018","in school","West Germany","255","0.886013317105035","0.849625042507671","0.922401591702399","1"
"No","2019","in school","West Germany","38","0.103349123094036","0.0675649669793066","0.139133279208766","2"
"No","2019","in school","East Germany","2","","","","2"
"No","2019","inadequately","West Germany","1348","0.665707269691902","0.642053981141599","0.689360558242206","2"
"No","2019","inadequately","East Germany","183","0.26780260206131","0.209813608857168","0.325791595265452","2"
"No","2019","general elemantary","West Germany","1005","0.234408590840302","0.21830377027129","0.250513411409313","2"
"No","2019","general elemantary","East Germany","119","0.104117650087127","0.0763284036723374","0.131906896501917","2"
"No","2019","middle vocational","West Germany","1084","0.10109980415841","0.0948675170261059","0.107332091290714","2"
"No","2019","middle vocational","East Germany","131","0.0207749789524027","0.0153900465802822","0.0261599113245232","2"
"No","2019","vocational + Abi","West Germany","345","0.193019943792299","0.175375665761187","0.21066422182341","2"
"No","2019","vocational + Abi","East Germany","29","","","","2"
"No","2019","higher vocational","West Germany","30","0.0553959427821959","0.0426069591397928","0.068184926424599","2"
"No","2019","higher vocational","East Germany","1","","","","2"
"No","2019","higher education","West Germany","1014","0.132070863935474","0.123438360909143","0.140703366961805","2"
"No","2019","higher education","East Germany","140","0.0588951279348006","0.0476239377090461","0.070166318160555","2"
"Yes","2019","general elemantary","West Germany","1653","0.765591409159698","0.749486588590687","0.78169622972871","1"
"Yes","2019","general elemantary","East Germany","345","0.895882349912873","0.868093103498083","0.923671596327662","1"
"Yes","2019","middle vocational","West Germany","7904","0.89890019584159","0.892667908709286","0.905132482973894","1"
"Yes","2019","middle vocational","East Germany","2564","0.979225021047597","0.973840088675477","0.984609953419718","1"
"Yes","2019","vocational + Abi","West Germany","1577","0.806980056207701","0.78933577817659","0.824624334238813","1"
"Yes","2019","inadequately","East Germany","41","0.73219739793869","0.674208404734548","0.790186391142832","1"
"Yes","2019","higher education","East Germany","1536","0.941104872065199","0.929833681839445","0.952376062290954","1"
"Yes","2019","in school","East Germany","51","0.993388224461134","0.971569532509239","1.01520691641303","1"
"Yes","2019","inadequately","West Germany","180","0.334292730308098","0.310639441757794","0.357946018858401","1"
"Yes","2019","higher vocational","East Germany","440","0.99259568036503","0.98459443541803","1.00059692531203","1"
"Yes","2019","in school","West Germany","240","0.896650876905964","0.860866720791234","0.932435033020694","1"
"Yes","2019","higher vocational","West Germany","1199","0.944604057217804","0.931815073575401","0.957393040860207","1"
"Yes","2019","vocational + Abi","East Germany","301","0.931132069846517","0.903810523329755","0.958453616363278","1"
"Yes","2019","higher education","West Germany","4895","0.867929136064526","0.859296633038195","0.876561639090857","1"
