"plj0014_v3","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","1998","Bavaria","1601","0.895312796346661","0.881470157239794","0.909155435453528","1"
"Yes","1998","Berlin","489","0.906413083783133","0.88166378342468","0.931162384141585","1"
"Yes","1998","Brandenburg","621","0.986520144374414","0.977472169300992","0.995568119447836","1"
"Yes","1998","Mecklenburg-Western Pomerania","411","1","1","1","1"
"Yes","1998","Saxony","1185","0.997516214443227","0.994685755228992","1.00034667365746","1"
"Yes","1998","Saxony-Anhalt","692","0.997503653905157","0.993788377586822","1.00121893022349","1"
"Yes","1998","Thuringia","732","0.996956552024662","0.992974329921239","1.00093877412808","1"
"No","1999","Schleswig-Holstein","19","","","","2"
"No","1999","Brandenburg","1","","","","2"
"No","1999","Hamburg","25","","","","2"
"No","1999","Lower Saxony","104","0.0549029084576431","0.0418838277496142","0.0679219891656721","2"
"No","1999","Bremen","7","","","","2"
"No","1999","North Rhine-Westphalia","458","0.10067840540962","0.0893661542244702","0.111990656594769","2"
"No","1999","Hesse","187","0.132739724889419","0.110585279669905","0.154894170108934","2"
"No","1999","Mecklenburg-Western Pomerania","","","","","2"
"No","1999","Baden-Württemberg","557","0.17183338078585","0.154118564864561","0.189548196707139","2"
"No","1999","Rhineland-Palatinate,Saarland","78","0.0664023320556056","0.0488615417868109","0.0839431223244003","2"
"No","1999","Bavaria","252","0.105784685675211","0.091592075442028","0.119977295908395","2"
"No","1999","Berlin","39","0.083769598866672","0.0598656964592262","0.107673501274118","2"
"No","1999","Saxony","5","","","","2"
"No","1999","Saxony-Anhalt","1","","","","2"
"No","1999","Thuringia","2","","","","2"
"Yes","1999","Schleswig-Holstein","311","0.960982520154814","0.940090594462039","0.981874445847589","1"
"Yes","1999","Hamburg","115","0.909615425026539","0.862119085393979","0.9571117646591","1"
"Yes","1999","Lower Saxony","1072","0.945097091542357","0.932078010834328","0.958116172250386","1"
"Yes","1999","Bremen","82","0.922232492274162","0.866594379832306","0.977870604716018","1"
"Yes","1999","North Rhine-Westphalia","2260","0.899321594590381","0.888009343405231","0.91063384577553","1"
"Yes","1999","Hesse","714","0.867260275110581","0.845105829891066","0.889414720330095","1"
"Yes","1999","Rhineland-Palatinate,Saarland","696","0.933597667944394","0.9160568776756","0.951138458213189","1"
"Yes","1999","Baden-Württemberg","1185","0.82816661921415","0.810451803292861","0.845881435135439","1"
"Yes","1999","Bavaria","1552","0.894215314324789","0.880022704091605","0.908407924557972","1"
"Yes","1999","Berlin","477","0.916230401133328","0.892326498725882","0.940134303540774","1"
"Yes","1999","Brandenburg","601","0.996992095074885","0.992617601779445","1.00136658837033","1"
"Yes","1999","Mecklenburg-Western Pomerania","402","1","1","1","1"
"Yes","1999","Saxony","1152","0.995121699631145","0.991106993340373","0.999136405921918","1"
"Yes","1999","Saxony-Anhalt","693","0.995629300373987","0.990721434666861","1.00053716608111","1"
"Yes","1999","Thuringia","721","0.997621125611503","0.994070151416575","1.00117209980643","1"
"No","2000","Schleswig-Holstein","33","0.0510549438026458","0.03492122418777","0.0671886634175216","2"
"No","2000","Hamburg","23","","","","2"
"No","2000","Brandenburg","1","","","","2"
"No","2000","Lower Saxony","142","0.0572761433954978","0.047187677416357","0.0673646093746387","2"
"No","2000","Bremen","14","","","","2"
"No","2000","North Rhine-Westphalia","629","0.099546397460215","0.0913916500818497","0.10770114483858","2"
"No","2000","Mecklenburg-Western Pomerania","2","","","","2"
"No","2000","Hesse","278","0.146495495756309","0.129611968510596","0.163379023002022","2"
"No","2000","Rhineland-Palatinate,Saarland","122","0.0741803266169121","0.0607653883319748","0.0875952649018494","2"
"No","2000","Baden-Württemberg","690","0.160659618583066","0.147461864442646","0.173857372723486","2"
"No","2000","Bavaria","320","0.0872103929717607","0.0777252916659899","0.0966954942775314","2"
"No","2000","Berlin","58","0.0812228462736698","0.0625593772907616","0.099886315256578","2"
"No","2000","Saxony","13","","","","2"
"No","2000","Saxony-Anhalt","1","","","","2"
"No","2000","Thuringia","5","","","","2"
"Yes","2000","Schleswig-Holstein","682","0.948945056197354","0.932811336582479","0.96507877581223","1"
"Yes","2000","Hamburg","277","0.945697215120327","0.920053876335281","0.971340553905373","1"
"Yes","2000","Lower Saxony","1896","0.942723856604502","0.932635390625361","0.952812322583643","1"
"Yes","2000","Bremen","174","0.911728986382864","0.871177095985107","0.952280876780621","1"
"Yes","2000","North Rhine-Westphalia","4549","0.900453602539785","0.89229885516142","0.90860834991815","1"
"Yes","2000","Hesse","1407","0.853504504243691","0.836620976997978","0.870388031489404","1"
"Yes","2000","Rhineland-Palatinate,Saarland","1344","0.925819673383088","0.912404735098151","0.939234611668025","1"
"Yes","2000","Baden-Württemberg","2284","0.839340381416934","0.826142627276514","0.852538135557354","1"
"Yes","2000","Bavaria","3079","0.912789607028239","0.903304505722469","0.92227470833401","1"
"Yes","2000","Berlin","765","0.91877715372633","0.900113684743422","0.937440622709238","1"
"Yes","2000","Brandenburg","1021","0.998087401412814","0.995408733685887","1.00076606913974","1"
"Yes","2000","Mecklenburg-Western Pomerania","566","0.99750577286076","0.993403735304486","1.00160781041703","1"
"Yes","2000","Saxony","1776","0.994101653054402","0.990553327360909","0.997649978747896","1"
"Yes","2000","Saxony-Anhalt","1062","0.997132639197175","0.993918245284592","1.00034703310976","1"
"Yes","2000","Thuringia","1053","0.996119313527082","0.992372904287346","0.999865722766818","1"
"No","2001","Schleswig-Holstein","27","","","","2"
"No","2001","Hamburg","24","","","","2"
"No","2001","Lower Saxony","130","0.0582131341739287","0.0475779489382847","0.0688483194095726","2"
"No","2001","Brandenburg","1","","","","2"
"No","2001","Bremen","14","","","","2"
"No","2001","North Rhine-Westphalia","569","0.100423933518893","0.0918118322350325","0.109036034802754","2"
"No","2001","Hesse","240","0.14414930345583","0.126332759425041","0.161965847486619","2"
"No","2001","Rhineland-Palatinate,Saarland","108","0.0754631946470585","0.0613992179167781","0.0895271713773389","2"
"No","2001","Baden-Württemberg","589","0.154236604897468","0.140417358941642","0.168055850853295","2"
"No","2001","Mecklenburg-Western Pomerania","2","","","","2"
"No","2001","Bavaria","286","0.0838496519495183","0.074029428149067","0.0936698757499696","2"
"No","2001","Berlin","49","0.0761447853742337","0.0577195265235267","0.0945700442249406","2"
"No","2001","Saxony","3","","","","2"
"No","2001","Saxony-Anhalt","","","","","2"
"No","2001","Thuringia","2","","","","2"
"Yes","2001","Schleswig-Holstein","626","0.953117344529084","0.93690406807296","0.969330620985208","1"
"Yes","2001","Hesse","1253","0.855850696544169","0.83803415251338","0.873667240574958","1"
"Yes","2001","Hamburg","251","0.936329746967039","0.907471865679678","0.965187628254399","1"
"Yes","2001","Lower Saxony","1732","0.941786865826071","0.931151680590427","0.952422051061715","1"
"Yes","2001","Bremen","144","0.874225091515203","0.822520610154588","0.925929572875819","1"
"Yes","2001","North Rhine-Westphalia","4110","0.899576066481107","0.890963965197246","0.908188167764967","1"
"Yes","2001","Rhineland-Palatinate,Saarland","1247","0.924536805352941","0.910472828622661","0.938600782083222","1"
"Yes","2001","Baden-Württemberg","2035","0.845763395102532","0.831944149146705","0.859582641058358","1"
"Yes","2001","Bavaria","2774","0.916150348050482","0.906330124250031","0.925970571850933","1"
"Yes","2001","Berlin","747","0.923855214625766","0.905429955775059","0.942280473476473","1"
"Yes","2001","Brandenburg","961","0.998022009495431","0.99521436112624","1.00082965786462","1"
"Yes","2001","Mecklenburg-Western Pomerania","514","0.996691186515497","0.991736231766505","1.00164614126449","1"
"Yes","2001","Saxony","1650","0.997785029946652","0.995518747236032","1.00005131265727","1"
"Yes","2001","Saxony-Anhalt","1005","1","1","1","1"
"Yes","2001","Thuringia","970","0.997431156577405","0.994248972924089","1.00061334023072","1"
"No","2002","Lower Saxony","116","0.0512972951992355","0.0415999645603374","0.0609946258381336","2"
"No","2002","Hamburg","18","","","","2"
"No","2002","Brandenburg","1","","","","2"
"No","2002","Schleswig-Holstein","35","0.0487612074505251","0.0331058536175165","0.0644165612835336","2"
"No","2002","North Rhine-Westphalia","506","0.0989224438056583","0.0905569999698231","0.107287887641494","2"
"No","2002","Bremen","9","","","","2"
"No","2002","Hesse","229","0.1383877566188","0.121706147489086","0.155069365748514","2"
"No","2002","Rhineland-Palatinate,Saarland","102","0.0787699349529089","0.0645625042422678","0.09297736566355","2"
"No","2002","Mecklenburg-Western Pomerania","1","","","","2"
"No","2002","Baden-Württemberg","546","0.1487086634949","0.13557899412096","0.161838332868839","2"
"No","2002","Bavaria","278","0.091596296934922","0.0817141002247842","0.10147849364506","2"
"No","2002","Berlin","51","0.0832604922749813","0.0645102222304118","0.102010762319551","2"
"No","2002","Saxony","4","","","","2"
"No","2002","Saxony-Anhalt","1","","","","2"
"No","2002","Thuringia","3","","","","2"
"Yes","2002","Schleswig-Holstein","692","0.951238792549475","0.935583438716466","0.966894146382483","1"
"Yes","2002","Hamburg","311","0.957482189740064","0.935679958630279","0.979284420849849","1"
"Yes","2002","Lower Saxony","1872","0.948702704800764","0.939005374161866","0.958400035439663","1"
"Yes","2002","Bremen","164","0.920703001870782","0.880439347208508","0.960966656533056","1"
"Yes","2002","North Rhine-Westphalia","4387","0.901077556194342","0.892712112358506","0.909443000030177","1"
"Yes","2002","Hesse","1417","0.8616122433812","0.844930634251486","0.878293852510914","1"
"Yes","2002","Rhineland-Palatinate,Saarland","1279","0.921230065047091","0.90702263433645","0.935437495757732","1"
"Yes","2002","Baden-Württemberg","2275","0.8512913365051","0.83816166713116","0.86442100587904","1"
"Yes","2002","Bavaria","2995","0.908403703065078","0.89852150635494","0.918285899775216","1"
"Yes","2002","Berlin","783","0.916739507725019","0.897989237680449","0.935489777769588","1"
"Yes","2002","Brandenburg","969","0.998074688379227","0.995316053259284","1.00083332349917","1"
"Yes","2002","Mecklenburg-Western Pomerania","518","0.999255213651653","0.996908184535245","1.00160224276806","1"
"Yes","2002","Saxony","1654","0.996532923414279","0.993703594934347","0.999362251894211","1"
"Yes","2002","Saxony-Anhalt","973","0.995519384352442","0.991325057038479","0.999713711666404","1"
"Yes","2002","Thuringia","968","0.992696083271046","0.987340280978065","0.998051885564027","1"
"No","2003","Hamburg","18","","","","2"
"No","2003","Mecklenburg-Western Pomerania","1","","","","2"
"No","2003","Schleswig-Holstein","34","0.0612417581010475","0.0431534931433558","0.0793300230587392","2"
"No","2003","Lower Saxony","112","0.0542710974978929","0.0441268935602439","0.064415301435542","2"
"No","2003","Bremen","11","","","","2"
"No","2003","Brandenburg","3","","","","2"
"No","2003","North Rhine-Westphalia","467","0.099077194064685","0.0905321425240407","0.107622245605329","2"
"No","2003","Hesse","183","0.123311565154091","0.10670023596286","0.139922894345322","2"
"No","2003","Rhineland-Palatinate,Saarland","93","0.0842987810536837","0.0695054496342622","0.0990921124731052","2"
"No","2003","Baden-Württemberg","493","0.145446387256838","0.13216556117228","0.158727213341395","2"
"No","2003","Saxony","5","","","","2"
"No","2003","Bavaria","272","0.0989197682577211","0.0884855229600967","0.109354013555346","2"
"No","2003","Berlin","48","0.0863953538098391","0.0672936580919051","0.105497049527773","2"
"No","2003","Saxony-Anhalt","","","","","2"
"No","2003","Thuringia","1","","","","2"
"Yes","2003","Schleswig-Holstein","641","0.938758241898952","0.920669976941261","0.956846506856644","1"
"Yes","2003","Hesse","1322","0.876688434845909","0.860077105654678","0.89329976403714","1"
"Yes","2003","Rhineland-Palatinate,Saarland","1262","0.915701218946316","0.900907887526895","0.930494550365738","1"
"Yes","2003","Hamburg","280","0.964862867924362","0.94395759166079","0.985768144187934","1"
"Yes","2003","Lower Saxony","1804","0.945728902502107","0.935584698564458","0.955873106439756","1"
"Yes","2003","Bremen","163","0.902309993575266","0.858195995522434","0.946423991628098","1"
"Yes","2003","North Rhine-Westphalia","4229","0.900922805935315","0.892377754394671","0.909467857475959","1"
"Yes","2003","Baden-Württemberg","2214","0.854553612743162","0.841272786658605","0.867834438827719","1"
"Yes","2003","Bavaria","2873","0.901080231742279","0.890645986444655","0.911514477039903","1"
"Yes","2003","Berlin","783","0.913604646190161","0.894502950472227","0.932706341908095","1"
"Yes","2003","Brandenburg","946","0.9951759631391","0.990767672371638","0.999584253906562","1"
"Yes","2003","Mecklenburg-Western Pomerania","527","0.999219992068831","0.996838708055185","1.00160127608248","1"
"Yes","2003","Saxony","1617","0.99482750941291","0.991336537025999","0.99831848179982","1"
"Yes","2003","Saxony-Anhalt","938","1","1","1","1"
"Yes","2003","Thuringia","957","0.998836580849158","0.996677938662276","1.00099522303604","1"
"No","2004","Schleswig-Holstein","35","0.0683402126916348","0.0493469278022506","0.087333497581019","2"
"No","2004","Hamburg","18","","","","2"
"No","2004","Lower Saxony","105","0.0567386324060394","0.0463199317727816","0.0671573330392971","2"
"No","2004","Brandenburg","3","","","","2"
"No","2004","Mecklenburg-Western Pomerania","1","","","","2"
"No","2004","Bremen","11","","","","2"
"No","2004","North Rhine-Westphalia","429","0.0979688242978898","0.0893415664771955","0.106596082118584","2"
"No","2004","Hesse","176","0.136772347756447","0.119068174610252","0.154476520902642","2"
"No","2004","Rhineland-Palatinate,Saarland","91","0.0917647123198503","0.0761075324045667","0.107421892235134","2"
"No","2004","Baden-Württemberg","455","0.140030365858593","0.126752788340661","0.153307943376524","2"
"No","2004","Saxony","6","","","","2"
"No","2004","Bavaria","255","0.0963652123092897","0.0859131471130797","0.1068172775055","2"
"No","2004","Berlin","42","0.0740153289007603","0.0560086835197273","0.0920219742817932","2"
"No","2004","Saxony-Anhalt","","","","","2"
"No","2004","Thuringia","1","","","","2"
"Yes","2004","Schleswig-Holstein","643","0.931659787308365","0.912666502418981","0.95065307219775","1"
"Yes","2004","Hesse","1271","0.863227652243553","0.845523479097358","0.880931825389748","1"
"Yes","2004","Rhineland-Palatinate,Saarland","1215","0.90823528768015","0.892578107764866","0.923892467595433","1"
"Yes","2004","Hamburg","280","0.96543420634741","0.944693451099316","0.986174961595505","1"
"Yes","2004","Lower Saxony","1789","0.943261367593961","0.932842666960703","0.953680068227218","1"
"Yes","2004","Bremen","157","0.896285212271431","0.850181392682676","0.942389031860186","1"
"Yes","2004","North Rhine-Westphalia","4132","0.90203117570211","0.893403917881416","0.910658433522805","1"
"Yes","2004","Baden-Württemberg","2169","0.859969634141408","0.846692056623476","0.873247211659339","1"
"Yes","2004","Bavaria","2807","0.90363478769071","0.8931827224945","0.91408685288692","1"
"Yes","2004","Berlin","770","0.92598467109924","0.907978025718207","0.943991316480273","1"
"Yes","2004","Brandenburg","911","0.995316729565715","0.990890537417239","0.999742921714192","1"
"Yes","2004","Mecklenburg-Western Pomerania","514","0.999235223425617","0.996847711045632","1.0016227358056","1"
"Yes","2004","Saxony","1574","0.994237587304919","0.990505370915615","0.997969803694223","1"
"Yes","2004","Saxony-Anhalt","928","1","1","1","1"
"Yes","2004","Thuringia","945","0.998847311788857","0.996685051356477","1.00100957222124","1"
"No","2005","Hamburg","19","","","","2"
"No","2005","Schleswig-Holstein","33","0.0684242629472337","0.0490746017459565","0.0877739241485109","2"
"No","2005","Lower Saxony","96","0.0613409894488174","0.0502435127941181","0.0724384661035168","2"
"No","2005","Bremen","2","","","","2"
"No","2005","North Rhine-Westphalia","433","0.106109360533271","0.0969875791020457","0.115231141964497","2"
"No","2005","Hesse","158","0.129296205697328","0.111535612281716","0.147056799112941","2"
"No","2005","Brandenburg","3","","","","2"
"No","2005","Mecklenburg-Western Pomerania","1","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","83","0.10130055319442","0.0845202254575788","0.11808088093126","2"
"No","2005","Baden-Württemberg","444","0.150650668762429","0.136728651338634","0.164572686186224","2"
"No","2005","Bavaria","228","0.0960957548075245","0.0853986156521036","0.106792893962945","2"
"No","2005","Berlin","36","0.0789250222626412","0.0597435449824516","0.0981064995428307","2"
"No","2005","Saxony","6","","","","2"
"No","2005","Saxony-Anhalt","","","","","2"
"No","2005","Thuringia","2","","","","2"
"Yes","2005","Schleswig-Holstein","621","0.931575737052766","0.912226075851489","0.950925398254044","1"
"Yes","2005","Hamburg","273","0.951524638453349","0.926891076582192","0.976158200324506","1"
"Yes","2005","Hesse","1213","0.870703794302672","0.852943200887059","0.888464387718284","1"
"Yes","2005","Rhineland-Palatinate,Saarland","1159","0.898699446805581","0.88191911906874","0.915479774542421","1"
"Yes","2005","Baden-Württemberg","2092","0.849349331237571","0.835427313813776","0.863271348661366","1"
"Yes","2005","Lower Saxony","1700","0.938659010551183","0.927561533896483","0.949756487205882","1"
"Yes","2005","Bremen","145","0.988671617784689","0.971563611393127","1.00577962417625","1"
"Yes","2005","North Rhine-Westphalia","3946","0.893890639466729","0.884768858035503","0.903012420897954","1"
"Yes","2005","Bavaria","2688","0.903904245192476","0.893207106037055","0.914601384347897","1"
"Yes","2005","Berlin","723","0.921074977737359","0.901893500457169","0.940256455017549","1"
"Yes","2005","Brandenburg","886","0.994987428113663","0.990345094851545","0.999629761375781","1"
"Yes","2005","Mecklenburg-Western Pomerania","504","0.999364259073035","0.997165870823422","1.00156264732265","1"
"Yes","2005","Saxony","1527","0.992765499721077","0.988523168036577","0.997007831405577","1"
"Yes","2005","Saxony-Anhalt","899","1","1","1","1"
"Yes","2005","Thuringia","892","0.993454501681332","0.988168531846174","0.99874047151649","1"
"No","2006","Schleswig-Holstein","26","","","","2"
"No","2006","Hamburg","20","","","","2"
"No","2006","Lower Saxony","88","0.055571535503782","0.0454705126576998","0.0656725583498642","2"
"No","2006","Bremen","3","","","","2"
"No","2006","North Rhine-Westphalia","414","0.109371421880973","0.100316691657447","0.1184261521045","2"
"No","2006","Brandenburg","3","","","","2"
"No","2006","Mecklenburg-Western Pomerania","1","","","","2"
"No","2006","Hesse","147","0.140460905920516","0.122782557452613","0.158139254388419","2"
"No","2006","Rhineland-Palatinate,Saarland","75","0.0849849895359124","0.0697794422502397","0.100190536821585","2"
"No","2006","Baden-Württemberg","413","0.155429928359763","0.141846373458645","0.16901348326088","2"
"No","2006","Bavaria","225","0.102122968493061","0.0915601225373008","0.11268581444882","2"
"No","2006","Saxony","5","","","","2"
"No","2006","Berlin","41","0.066108170764431","0.0487486959209381","0.083467645607924","2"
"No","2006","Saxony-Anhalt","7","","","","2"
"No","2006","Thuringia","2","","","","2"
"Yes","2006","Schleswig-Holstein","650","0.941809414069312","0.924161937182832","0.959456890955791","1"
"Yes","2006","Hamburg","290","0.9322704549237","0.904298212471541","0.96024269737586","1"
"Yes","2006","Hesse","1337","0.859539094079484","0.841860745611581","0.877217442547387","1"
"Yes","2006","Rhineland-Palatinate,Saarland","1217","0.915015010464088","0.899809463178415","0.93022055774976","1"
"Yes","2006","Lower Saxony","1888","0.944428464496218","0.934327441650136","0.9545294873423","1"
"Yes","2006","Bremen","142","0.985874499741375","0.96666673510846","1.00508226437429","1"
"Yes","2006","North Rhine-Westphalia","4150","0.890628578119027","0.8815738478955","0.899683308342553","1"
"Yes","2006","Baden-Württemberg","2320","0.844570071640237","0.83098651673912","0.858153626541355","1"
"Yes","2006","Bavaria","2932","0.897877031506939","0.887314185551179","0.908439877462699","1"
"Yes","2006","Berlin","746","0.933891829235569","0.916532354392076","0.951251304079062","1"
"Yes","2006","Brandenburg","942","0.996177311644371","0.992242853253863","1.00011177003488","1"
"Yes","2006","Mecklenburg-Western Pomerania","552","0.999553827962109","0.997793718031471","1.00131393789275","1"
"Yes","2006","Saxony","1581","0.994865667804401","0.991348276353367","0.998383059255434","1"
"Yes","2006","Saxony-Anhalt","910","0.992875356419513","0.987431679269393","0.998319033569633","1"
"Yes","2006","Thuringia","952","0.995674457670666","0.991510053527065","0.999838861814268","1"
"No","2007","Schleswig-Holstein","23","","","","2"
"No","2007","Hamburg","21","","","","2"
"No","2007","Lower Saxony","71","0.0578323910944577","0.0471667039955761","0.0684980781933393","2"
"No","2007","Bremen","2","","","","2"
"No","2007","North Rhine-Westphalia","348","0.101457779656311","0.0923491648620071","0.110566394450615","2"
"No","2007","Hesse","135","0.135571808790486","0.117633215235077","0.153510402345895","2"
"No","2007","Brandenburg","5","","","","2"
"No","2007","Mecklenburg-Western Pomerania","1","","","","2"
"No","2007","Saxony","5","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","63","0.0736399737412918","0.0587376565482686","0.088542290934315","2"
"No","2007","Baden-Württemberg","362","0.165524135988356","0.150973059874593","0.180075212102119","2"
"No","2007","Bavaria","211","0.10982894862543","0.0985856974848967","0.121072199765964","2"
"No","2007","Berlin","37","0.0662103417946417","0.048485815458935","0.0839348681303485","2"
"No","2007","Saxony-Anhalt","","","","","2"
"No","2007","Thuringia","2","","","","2"
"Yes","2007","Schleswig-Holstein","593","0.939476277120224","0.92064570734688","0.958306846893568","1"
"Yes","2007","Hamburg","276","0.924862916690757","0.894882634539789","0.954843198841725","1"
"Yes","2007","Hesse","1264","0.864428191209514","0.846489597654105","0.882366784764923","1"
"Yes","2007","Rhineland-Palatinate,Saarland","1117","0.926360026258708","0.911457709065685","0.941262343451731","1"
"Yes","2007","Baden-Württemberg","2144","0.834475864011644","0.819924787897881","0.849026940125407","1"
"Yes","2007","Bavaria","2760","0.89017105137457","0.878927800234036","0.901414302515103","1"
"Yes","2007","Lower Saxony","1769","0.942167608905542","0.931501921806661","0.952833296004424","1"
"Yes","2007","Bremen","146","0.985762050135586","0.966675518770491","1.00484858150068","1"
