"plj0014_v3","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","Mecklenburg-Western Pomerania","Female","277","0.995066315547496","0.98682991629871","1.00330271479628","1"
"Yes","2001","Saxony","Male","792","0.999204068541251","0.997241266823571","1.00116687025893","1"
"Yes","2001","Saxony","Female","858","0.996456554965469","0.992485179944939","1.000427929986","1"
"Yes","2001","Schleswig-Holstein","Male","295","0.944447389450945","0.918908031639599","0.969986747262292","1"
"Yes","2001","Schleswig-Holstein","Female","331","0.961113333988266","0.940683890985543","0.98154277699099","1"
"Yes","2001","Hamburg","Male","110","0.931619002386892","0.886646993144082","0.976591011629702","1"
"Yes","2001","Hamburg","Female","141","0.939972264145679","0.902455857766017","0.977488670525341","1"
"Yes","2001","Lower Saxony","Male","847","0.937783528325005","0.922123988972425","0.953443067677584","1"
"Yes","2001","Lower Saxony","Female","885","0.945817970941409","0.931407594183478","0.96022834769934","1"
"Yes","2001","Bremen","Male","67","0.869530189753335","0.792264976267378","0.946795403239292","1"
"Yes","2001","Saxony-Anhalt","Male","479","1","1","1","1"
"Yes","2001","Saxony-Anhalt","Female","526","1","1","1","1"
"Yes","2001","Bremen","Female","77","0.878257483747965","0.808743737433551","0.947771230062379","1"
"Yes","2001","North Rhine-Westphalia","Male","1954","0.887454089552674","0.874404246093659","0.900503933011689","1"
"Yes","2001","Thuringia","Male","476","0.997895911025631","0.993783811917084","1.00200801013418","1"
"Yes","2001","Thuringia","Female","494","0.996956538301953","0.992104016170722","1.00180906043318","1"
"Yes","2001","North Rhine-Westphalia","Female","2156","0.911064251463845","0.899737239007153","0.922391263920537","1"
"No","2002","Brandenburg","Male","","","","","2"
"No","2002","Schleswig-Holstein","Female","14","","","","2"
"No","2002","Schleswig-Holstein","Male","21","","","","2"
"No","2002","Hamburg","Female","9","","","","2"
"No","2002","Brandenburg","Female","1","","","","2"
"No","2002","Hamburg","Male","9","","","","2"
"No","2002","Lower Saxony","Male","59","0.0515122639438468","0.0376163813162398","0.0654081465714538","2"
"No","2002","Lower Saxony","Female","57","0.0510927213659094","0.0375535325895948","0.0646319101422241","2"
"No","2002","Bremen","Male","4","","","","2"
"No","2002","North Rhine-Westphalia","Female","241","0.0882331185444461","0.077156894586002","0.0993093425028903","2"
"No","2002","North Rhine-Westphalia","Male","265","0.109992809617143","0.0974068411537602","0.122578778080525","2"
"No","2002","Bremen","Female","5","","","","2"
"No","2002","Hesse","Male","109","0.137472494698685","0.113460461843279","0.16148452755409","2"
"No","2002","Hesse","Female","120","0.139266696975735","0.116073044275287","0.162460349676183","2"
"No","2002","Rhineland-Palatinate,Saarland","Male","46","0.0818217907870088","0.0607667746917522","0.102876806882265","2"
"No","2002","Rhineland-Palatinate,Saarland","Female","56","0.0760708573142025","0.0568392691905596","0.0953024454378453","2"
"No","2002","Baden-Württemberg","Male","279","0.158834629970912","0.139570460453714","0.178098799488109","2"
"No","2002","Baden-Württemberg","Female","267","0.139167182329831","0.121277753578526","0.157056611081136","2"
"No","2002","Bavaria","Male","128","0.0928391597879625","0.0784473528572929","0.107230966718632","2"
"No","2002","Bavaria","Female","150","0.090457203642227","0.0768660527375453","0.104048354546909","2"
"No","2002","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2002","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2002","Saxony","Male","1","","","","2"
"No","2002","Saxony","Female","3","","","","2"
"No","2002","Berlin","Male","29","","","","2"
"No","2002","Berlin","Female","22","","","","2"
"No","2002","Saxony-Anhalt","Male","","","","","2"
"No","2002","Saxony-Anhalt","Female","1","","","","2"
"No","2002","Thuringia","Male","1","","","","2"
"No","2002","Thuringia","Female","2","","","","2"
"Yes","2002","Schleswig-Holstein","Male","327","0.934870781228565","0.908945576380192","0.960795986076938","1"
"Yes","2002","Schleswig-Holstein","Female","365","0.965897432386064","0.947625371607621","0.984169493164506","1"
"Yes","2002","Hamburg","Male","138","0.947252468159295","0.911117858479483","0.983387077839107","1"
"Yes","2002","Hamburg","Female","173","0.964781679791296","0.938001638644518","0.991561720938074","1"
"Yes","2002","Lower Saxony","Male","913","0.948487736056153","0.934591853428546","0.96238361868376","1"
"Yes","2002","Lower Saxony","Female","959","0.948907278634091","0.935368089857776","0.962446467410405","1"
"Yes","2002","Hesse","Male","681","0.862527505301315","0.83851547244591","0.886539538156721","1"
"Yes","2002","Hesse","Female","736","0.860733303024265","0.837539650323817","0.883926955724713","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Male","605","0.918178209212991","0.897123193117735","0.939233225308248","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Female","674","0.923929142685798","0.904697554562155","0.94316073080944","1"
"Yes","2002","Baden-Württemberg","Male","1104","0.841165370029088","0.821901200511891","0.860429539546285","1"
"Yes","2002","Baden-Württemberg","Female","1171","0.860832817670169","0.842943388918864","0.878722246421474","1"
"Yes","2002","Bavaria","Male","1434","0.907160840212037","0.892769033281368","0.921552647142707","1"
"Yes","2002","Bavaria","Female","1561","0.909542796357773","0.895951645453091","0.923133947262455","1"
"Yes","2002","Berlin","Male","377","0.908654607801502","0.88063075692779","0.936678458675213","1"
"Yes","2002","Berlin","Female","406","0.924517766712048","0.899490915721354","0.949544617702742","1"
"Yes","2002","Brandenburg","Male","471","1","1","1","1"
"Yes","2002","Brandenburg","Female","498","0.996174688645367","0.990758435373779","1.00159094191696","1"
"Yes","2002","Mecklenburg-Western Pomerania","Male","233","0.998342861796445","0.993131402073405","1.00355432151949","1"
"Yes","2002","Mecklenburg-Western Pomerania","Female","285","1","1","1","1"
"Yes","2002","Saxony","Male","814","0.999801674443085","0.998834921377767","1.0007684275084","1"
"Yes","2002","Saxony","Female","840","0.993271327005162","0.987752675569245","0.998789978441079","1"
"Yes","2002","Saxony-Anhalt","Male","463","1","1","1","1"
"Yes","2002","Bremen","Male","76","0.92960660486972","0.87355105024417","0.98566215949527","1"
"Yes","2002","Bremen","Female","88","0.913118668416011","0.855874208547153","0.970363128284868","1"
"Yes","2002","Saxony-Anhalt","Female","510","0.991518675020284","0.983567708176906","0.999469641863662","1"
"Yes","2002","Thuringia","Male","481","0.997553144755575","0.993142554317665","1.00196373519349","1"
"Yes","2002","North Rhine-Westphalia","Male","2109","0.890007190382857","0.877421221919475","0.90259315884624","1"
"Yes","2002","North Rhine-Westphalia","Female","2278","0.911766881455554","0.90069065749711","0.922843105413998","1"
"Yes","2002","Thuringia","Female","487","0.987611320996987","0.97780741380427","0.997415228189704","1"
"No","2003","Brandenburg","Male","1","","","","2"
"No","2003","Schleswig-Holstein","Male","19","","","","2"
"No","2003","Schleswig-Holstein","Female","15","","","","2"
"No","2003","Brandenburg","Female","2","","","","2"
"No","2003","Hamburg","Male","9","","","","2"
"No","2003","Hamburg","Female","9","","","","2"
"No","2003","Lower Saxony","Male","55","0.0511761279950146","0.0369756246649268","0.0653766313251024","2"
"No","2003","Lower Saxony","Female","57","0.0571775456657752","0.0427218506464516","0.0716332406850987","2"
"No","2003","Bremen","Female","7","","","","2"
"No","2003","Bremen","Male","4","","","","2"
"No","2003","North Rhine-Westphalia","Male","242","0.109705292507423","0.0968715915082795","0.122538993506566","2"
"No","2003","North Rhine-Westphalia","Female","225","0.0887957436811546","0.0774580717229265","0.100133415639383","2"
"No","2003","Hesse","Male","89","0.124478126036309","0.100579324377957","0.14837692769466","2"
"No","2003","Hesse","Female","94","0.122120687715656","0.0990239060540026","0.145217469377309","2"
"No","2003","Rhineland-Palatinate,Saarland","Male","40","0.0840410249158397","0.0625289974720345","0.105553052359645","2"
"No","2003","Rhineland-Palatinate,Saarland","Female","53","0.0845335592454039","0.0641571632704851","0.104909955220323","2"
"No","2003","Baden-Württemberg","Male","251","0.156218310314201","0.136587807448582","0.17584881317982","2"
"No","2003","Baden-Württemberg","Female","242","0.135473380074611","0.117501699071039","0.153445061078184","2"
"No","2003","Bavaria","Male","123","0.100563676516247","0.0852517522774608","0.115875600755032","2"
"No","2003","Bavaria","Female","149","0.097494614960887","0.0832379750137319","0.111751254908042","2"
"No","2003","Berlin","Male","27","","","","2"
"No","2003","Berlin","Female","21","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2003","Saxony","Male","1","","","","2"
"No","2003","Saxony","Female","4","","","","2"
"No","2003","Saxony-Anhalt","Male","","","","","2"
"No","2003","Saxony-Anhalt","Female","","","","","2"
"No","2003","Thuringia","Male","1","","","","2"
"No","2003","Thuringia","Female","","","","","2"
"Yes","2003","Schleswig-Holstein","Male","304","0.92345772549431","0.894463866597508","0.952451584391112","1"
"Yes","2003","Schleswig-Holstein","Female","337","0.953776795477789","0.931842173170073","0.975711417785505","1"
"Yes","2003","Hamburg","Male","127","0.955789070278656","0.921240944604759","0.990337195952554","1"
"Yes","2003","Hamburg","Female","153","0.971515493532309","0.945898993100686","0.997131993963932","1"
"Yes","2003","Hesse","Male","644","0.875521873963691","0.85162307230534","0.899420675622043","1"
"Yes","2003","Hesse","Female","678","0.877879312284344","0.854782530622691","0.900976093945998","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Male","599","0.91595897508416","0.894446947640355","0.937471002527965","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Female","663","0.915466440754596","0.895090044779677","0.935842836729515","1"
"Yes","2003","Baden-Württemberg","Male","1063","0.843781689685799","0.82415118682018","0.863412192551418","1"
"Yes","2003","Baden-Württemberg","Female","1151","0.864526619925389","0.846554938921816","0.882498300928961","1"
"Yes","2003","Bavaria","Male","1359","0.899436323483753","0.884124399244968","0.914748247722539","1"
"Yes","2003","Bavaria","Female","1514","0.902505385039113","0.888248745091958","0.916762024986268","1"
"Yes","2003","Berlin","Male","386","0.901808344281565","0.873109296883608","0.930507391679523","1"
"Yes","2003","Berlin","Female","397","0.925736971438667","0.900601323623853","0.950872619253481","1"
"Yes","2003","Brandenburg","Male","457","0.998526837602227","0.995014303612061","1.00203937159239","1"
"Yes","2003","Brandenburg","Female","489","0.991914950300663","0.983993842752322","0.999836057849003","1"
"Yes","2003","Mecklenburg-Western Pomerania","Male","242","0.998326177151763","0.993186498936088","1.00346585536744","1"
"Yes","2003","Mecklenburg-Western Pomerania","Female","285","1","1","1","1"
"Yes","2003","Saxony","Male","798","0.999812260697747","0.998862287111133","1.00076223428436","1"
"Yes","2003","Saxony","Female","819","0.98972011611051","0.982828858631837","0.996611373589184","1"
"Yes","2003","Lower Saxony","Male","870","0.948823872004985","0.934623368674898","0.963024375335073","1"
"Yes","2003","Lower Saxony","Female","934","0.942822454334225","0.928366759314901","0.957278149353548","1"
"Yes","2003","Bremen","Male","77","0.934949976344215","0.881243890897716","0.988656061790714","1"
"Yes","2003","Saxony-Anhalt","Male","439","1","1","1","1"
"Yes","2003","Saxony-Anhalt","Female","499","1","1","1","1"
"Yes","2003","Bremen","Female","86","0.87166281563014","0.803686576960057","0.939639054300223","1"
"Yes","2003","North Rhine-Westphalia","Male","2036","0.890294707492577","0.877461006493434","0.90312840849172","1"
"Yes","2003","Thuringia","Male","467","0.997666217397098","0.993294541101221","1.00203789369298","1"
"Yes","2003","Thuringia","Female","490","1","1","1","1"
"Yes","2003","North Rhine-Westphalia","Female","2193","0.911204256318845","0.899866584360617","0.922541928277074","1"
"No","2004","Brandenburg","Male","1","","","","2"
"No","2004","Schleswig-Holstein","Female","15","","","","2"
"No","2004","Schleswig-Holstein","Male","20","","","","2"
"No","2004","Hamburg","Female","9","","","","2"
"No","2004","Brandenburg","Female","2","","","","2"
"No","2004","Hamburg","Male","9","","","","2"
"No","2004","Lower Saxony","Male","50","0.0475213539143807","0.033743791698441","0.0612989161303204","2"
"No","2004","Lower Saxony","Female","55","0.0654077608190771","0.0499123038037148","0.0809032178344394","2"
"No","2004","Bremen","Male","3","","","","2"
"No","2004","North Rhine-Westphalia","Male","222","0.110928096167361","0.0978261398501351","0.124030052484587","2"
"No","2004","North Rhine-Westphalia","Female","207","0.0852084719015327","0.0739300764731675","0.0964868673298979","2"
"No","2004","Bremen","Female","8","","","","2"
"No","2004","Hesse","Male","84","0.133839905177646","0.108599204950035","0.159080605405257","2"
"No","2004","Hesse","Female","92","0.139673785305086","0.114831798782826","0.164515771827347","2"
"No","2004","Rhineland-Palatinate,Saarland","Male","41","0.0964562898921276","0.0730863436267783","0.119826236157477","2"
"No","2004","Rhineland-Palatinate,Saarland","Female","50","0.0876002985791849","0.066551523171832","0.108649073986538","2"
"No","2004","Baden-Württemberg","Male","233","0.14804802511662","0.128576878349853","0.167519171883387","2"
"No","2004","Baden-Württemberg","Female","222","0.132471279225006","0.11436086611452","0.150581692335492","2"
"No","2004","Bavaria","Male","117","0.0927845515914514","0.0778768857479131","0.10769221743499","2"
"No","2004","Bavaria","Female","138","0.099566873874204","0.0849274724232709","0.114206275325137","2"
"No","2004","Berlin","Male","23","","","","2"
"No","2004","Berlin","Female","19","","","","2"
"No","2004","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2004","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2004","Saxony","Male","1","","","","2"
"No","2004","Saxony","Female","5","","","","2"
"No","2004","Saxony-Anhalt","Male","","","","","2"
"No","2004","Saxony-Anhalt","Female","","","","","2"
"No","2004","Thuringia","Male","1","","","","2"
"No","2004","Thuringia","Female","","","","","2"
"Yes","2004","Schleswig-Holstein","Male","298","0.909025081944687","0.877418080170661","0.940632083718712","1"
"Yes","2004","Schleswig-Holstein","Female","345","0.952315860983921","0.930303109926561","0.974328612041281","1"
"Yes","2004","Hamburg","Male","130","0.961824694109817","0.929969524979579","0.993679863240054","1"
"Yes","2004","Hamburg","Female","150","0.968491010616132","0.941338214237604","0.99564380699466","1"
"Yes","2004","Hesse","Male","615","0.866160094822354","0.840919394594743","0.891400795049965","1"
"Yes","2004","Hesse","Female","656","0.860326214694914","0.835484228172653","0.885168201217174","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Male","572","0.903543710107872","0.880173763842523","0.926913656373222","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Female","643","0.912399701420815","0.891350926013462","0.933448476828168","1"
"Yes","2004","Lower Saxony","Male","866","0.952478646085619","0.93870108386968","0.966256208301559","1"
"Yes","2004","Lower Saxony","Female","923","0.934592239180923","0.919096782165561","0.950087696196285","1"
"Yes","2004","Baden-Württemberg","Male","1045","0.85195197488338","0.832480828116613","0.871423121650147","1"
"Yes","2004","Baden-Württemberg","Female","1124","0.867528720774994","0.849418307664508","0.88563913388548","1"
"Yes","2004","Bavaria","Male","1338","0.907215448408549","0.89230778256501","0.922123114252087","1"
"Yes","2004","Bavaria","Female","1469","0.900433126125796","0.885793724674863","0.915072527576729","1"
"Yes","2004","Berlin","Male","373","0.921789719702909","0.895344428757302","0.948235010648515","1"
"Yes","2004","Berlin","Female","397","0.929981332986333","0.905459921754851","0.954502744217815","1"
"Yes","2004","Brandenburg","Male","433","0.998371881189848","0.99457879733776","1.00216496504194","1"
"Yes","2004","Brandenburg","Female","478","0.992349900631531","0.984555307943326","1.00014449331974","1"
"Yes","2004","Mecklenburg-Western Pomerania","Male","235","0.998301462967471","0.993047821232386","1.00355510470256","1"
"Yes","2004","Mecklenburg-Western Pomerania","Female","279","1","1","1","1"
"Yes","2004","Saxony","Male","766","0.999815798553478","0.998855387997687","1.00077620910927","1"
"Yes","2004","Saxony","Female","808","0.988700802583323","0.981435410441214","0.995966194725432","1"
"Yes","2004","Saxony-Anhalt","Male","429","1","1","1","1"
"Yes","2004","Bremen","Male","75","0.938858623092551","0.885688398250299","0.992028847934803","1"
"Yes","2004","Bremen","Female","82","0.856035773948717","0.783508711630769","0.928562836266664","1"
"Yes","2004","Saxony-Anhalt","Female","499","1","1","1","1"
"Yes","2004","Thuringia","Male","463","0.997778966571351","0.993495614028348","1.00206231911435","1"
"Yes","2004","North Rhine-Westphalia","Male","1985","0.889071903832639","0.875969947515412","0.902173860149865","1"
"Yes","2004","North Rhine-Westphalia","Female","2147","0.914791528098467","0.903513132670102","0.926069923526832","1"
"Yes","2004","Thuringia","Female","482","1","1","1","1"
"No","2005","Schleswig-Holstein","Male","18","","","","2"
"No","2005","Brandenburg","Female","2","","","","2"
"No","2005","Brandenburg","Male","1","","","","2"
"No","2005","Hamburg","Male","11","","","","2"
"No","2005","Schleswig-Holstein","Female","15","","","","2"
"No","2005","Hamburg","Female","8","","","","2"
"No","2005","Lower Saxony","Male","48","0.0588610686424635","0.0431671224044694","0.0745550148804576","2"
"No","2005","Lower Saxony","Female","48","0.0636948578018775","0.0480164836144702","0.0793732319892848","2"
"No","2005","Bremen","Male","","","","","2"
"No","2005","Bremen","Female","2","","","","2"
"No","2005","North Rhine-Westphalia","Male","222","0.116094949619222","0.10242982974686","0.129760069491583","2"
"No","2005","North Rhine-Westphalia","Female","211","0.0964784667215493","0.0843274948354743","0.108629438607624","2"
"No","2005","Hesse","Male","73","0.120246120754551","0.0954323791299456","0.145059862379157","2"
"No","2005","Hesse","Female","85","0.138670898090457","0.11326757596461","0.164074220216304","2"
"No","2005","Rhineland-Palatinate,Saarland","Male","37","0.108388470293507","0.0830451476105738","0.13373179297644","2"
"No","2005","Rhineland-Palatinate,Saarland","Female","46","0.0949384487262439","0.0726425914964495","0.117234305956038","2"
"No","2005","Baden-Württemberg","Male","225","0.15733058961405","0.136907311159271","0.177753868068829","2"
"No","2005","Baden-Württemberg","Female","219","0.144663379163117","0.125651149552926","0.163675608773309","2"
"No","2005","Bavaria","Male","104","0.0984210284029802","0.0826874699819599","0.114154586824","2"
"No","2005","Bavaria","Female","124","0.0940189479672086","0.0794376551252979","0.108600240809119","2"
"No","2005","Berlin","Male","21","","","","2"
"No","2005","Berlin","Female","15","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2005","Saxony","Male","1","","","","2"
"No","2005","Saxony","Female","5","","","","2"
"No","2005","Saxony-Anhalt","Male","","","","","2"
"No","2005","Saxony-Anhalt","Female","","","","","2"
"No","2005","Thuringia","Male","1","","","","2"
"No","2005","Thuringia","Female","1","","","","2"
"Yes","2005","Schleswig-Holstein","Male","288","0.908917419728882","0.876679481868207","0.941155357589557","1"
"Yes","2005","Schleswig-Holstein","Female","333","0.952757266714271","0.930466905199358","0.975047628229183","1"
"Yes","2005","Hamburg","Male","131","0.939100319442505","0.899766382223982","0.978434256661029","1"
"Yes","2005","Hamburg","Female","142","0.96408982057608","0.934313570878889","0.993866070273271","1"
"Yes","2005","Hesse","Male","587","0.879753879245449","0.854940137620843","0.904567620870054","1"
"Yes","2005","Hesse","Female","626","0.861329101909543","0.835925779783696","0.88673242403539","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Male","541","0.891611529706493","0.86626820702356","0.916954852389426","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Female","618","0.905061551273756","0.882765694043962","0.927357408503551","1"
"Yes","2005","Baden-Württemberg","Male","996","0.84266941038595","0.822246131931171","0.863092688840729","1"
"Yes","2005","Baden-Württemberg","Female","1096","0.855336620836883","0.836324391226691","0.874348850447074","1"
"Yes","2005","Bavaria","Male","1273","0.90157897159702","0.885845413176","0.91731253001804","1"
"Yes","2005","Bavaria","Female","1415","0.905981052032791","0.891399759190881","0.920562344874702","1"
"Yes","2005","Berlin","Male","342","0.907460761428416","0.877650096233404","0.937271426623427","1"
"Yes","2005","Berlin","Female","381","0.934048268091538","0.909602805491141","0.958493730691934","1"
"Yes","2005","Brandenburg","Male","424","0.998206524325198","0.994183880568513","1.00222916808188","1"
"Yes","2005","Brandenburg","Female","462","0.99186077662916","0.983685434385205","1.00003611887312","1"
"Yes","2005","Mecklenburg-Western Pomerania","Male","231","0.998591953879616","0.993766851086197","1.00341705667303","1"
"Yes","2005","Mecklenburg-Western Pomerania","Female","273","1","1","1","1"
"Yes","2005","Saxony","Male","750","0.999460004612377","0.997798483525204","1.00112152569955","1"
"Yes","2005","Saxony","Female","777","0.98592871789442","0.977673390377068","0.994184045411772","1"
"Yes","2005","Lower Saxony","Male","816","0.941138931357536","0.925444985119542","0.956832877595531","1"
"Yes","2005","Lower Saxony","Female","884","0.936305142198123","0.920626768010715","0.95198351638553","1"
"Yes","2005","Bremen","Male","63","1","1","1","1"
"Yes","2005","Saxony-Anhalt","Male","422","1","1","1","1"
"Yes","2005","Saxony-Anhalt","Female","477","1","1","1","1"
"Yes","2005","Bremen","Female","82","0.979447613065488","0.949106592284303","1.00978863384667","1"
"Yes","2005","North Rhine-Westphalia","Male","1889","0.883905050380778","0.870239930508417","0.89757017025314","1"
"Yes","2005","Thuringia","Male","431","0.997411923833162","0.992620859282229","1.0022029883841","1"
"Yes","2005","Thuringia","Female","461","0.989406096524346","0.980070492982728","0.998741700065965","1"
"Yes","2005","North Rhine-Westphalia","Female","2057","0.903521533278451","0.891370561392376","0.915672505164526","1"
"No","2006","Brandenburg","Male","1","","","","2"
"No","2006","Schleswig-Holstein","Male","14","","","","2"
"No","2006","Schleswig-Holstein","Female","12","","","","2"
"No","2006","Brandenburg","Female","2","","","","2"
"No","2006","Hamburg","Male","10","","","","2"
"No","2006","Hamburg","Female","10","","","","2"
"No","2006","Lower Saxony","Male","41","0.0537447537697313","0.0394270349366609","0.0680624726028017","2"
"No","2006","Bremen","Female","2","","","","2"
"No","2006","North Rhine-Westphalia","Male","214","0.12398246821687","0.110179815167251","0.13778512126649","2"
"No","2006","North Rhine-Westphalia","Female","200","0.0948995645936082","0.0831102588576623","0.106688870329554","2"
"No","2006","Lower Saxony","Female","47","0.0573293689639757","0.0430838313658561","0.0715749065620953","2"
"No","2006","Bremen","Male","1","","","","2"
"No","2006","Hesse","Male","69","0.137990895532822","0.11260420339403","0.163377587671613","2"
"No","2006","Hesse","Female","78","0.143040506077548","0.118391074656604","0.167689937498492","2"
"No","2006","Rhineland-Palatinate,Saarland","Male","31","0.0782035946043925","0.056720179064281","0.0996870101445039","2"
"No","2006","Rhineland-Palatinate,Saarland","Female","44","0.090743685756533","0.0693420773086413","0.112145294204425","2"
"No","2006","Baden-Württemberg","Male","203","0.158071133227365","0.138293501729839","0.177848764724892","2"
"No","2006","Baden-Württemberg","Female","210","0.153049038885677","0.134362332397458","0.171735745373896","2"
"No","2006","Bavaria","Male","98","0.098353482288018","0.0832683120274953","0.113438652548541","2"
"No","2006","Bavaria","Female","127","0.105548073244789","0.0907672813012589","0.120328865188319","2"
"No","2006","Berlin","Male","21","","","","2"
"No","2006","Berlin","Female","20","","","","2"
"No","2006","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2006","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2006","Saxony","Male","1","","","","2"
"No","2006","Saxony","Female","4","","","","2"
"No","2006","Saxony-Anhalt","Male","2","","","","2"
"No","2006","Saxony-Anhalt","Female","5","","","","2"
"No","2006","Thuringia","Male","1","","","","2"
"No","2006","Thuringia","Female","1","","","","2"
"Yes","2006","Schleswig-Holstein","Male","300","0.929026829971849","0.900625119430724","0.957428540512975","1"
"Yes","2006","Schleswig-Holstein","Female","350","0.952847774528475","0.93101260011264","0.97468294894431","1"
"Yes","2006","Hamburg","Male","135","0.937303621111382","0.897846493494479","0.976760748728286","1"
"Yes","2006","Hamburg","Female","155","0.927402518193612","0.887811102386586","0.966993934000637","1"
"Yes","2006","Hesse","Male","640","0.862009104467178","0.836622412328387","0.88739579660597","1"
"Yes","2006","Hesse","Female","697","0.856959493922452","0.832310062501508","0.881608925343396","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Male","569","0.921796405395608","0.900312989855496","0.943279820935719","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Female","648","0.909256314243467","0.887854705795575","0.930657922691359","1"
"Yes","2006","Baden-Württemberg","Male","1104","0.841928866772635","0.822151235275108","0.861706498270161","1"
"Yes","2006","Baden-Württemberg","Female","1216","0.846950961114323","0.828264254626104","0.865637667602542","1"
"Yes","2006","Lower Saxony","Male","912","0.946255246230269","0.931937527397198","0.960572965063339","1"
"Yes","2006","Lower Saxony","Female","976","0.942670631036024","0.928425093437905","0.956916168634144","1"
"Yes","2006","Bavaria","Male","1399","0.901646517711982","0.886561347451459","0.916731687972505","1"
"Yes","2006","Bavaria","Female","1533","0.894451926755211","0.879671134811682","0.909232718698741","1"
"Yes","2006","Berlin","Male","346","0.930792257667679","0.904825436856624","0.956759078478734","1"
"Yes","2006","Berlin","Female","400","0.936630619907003","0.913331079692586","0.959930160121421","1"
"Yes","2006","Brandenburg","Male","455","0.99848092509848","0.994906344036865","1.0020555061601","1"
"Yes","2006","Brandenburg","Female","487","0.993845458302516","0.986913579683591","1.00077733692144","1"
"Yes","2006","Mecklenburg-Western Pomerania","Male","258","0.999030427961591","0.995240092853858","1.00282076306932","1"
"Yes","2006","Mecklenburg-Western Pomerania","Female","294","1","1","1","1"
"Yes","2006","Saxony","Male","766","0.999584614997149","0.998142547471635","1.00102668252266","1"
"Yes","2006","Saxony","Female","815","0.990012401919853","0.983202247082262","0.996822556757444","1"
"Yes","2006","Saxony-Anhalt","Male","433","0.994751992459376","0.987962175032467","1.00154180988629","1"
"Yes","2006","Bremen","Male","62","0.997395207194252","0.984808908136143","1.00998150625236","1"
"Yes","2006","Bremen","Female","80","0.976718971606381","0.944080707166978","1.00935723604578","1"
"Yes","2006","Saxony-Anhalt","Female","477","0.991204873520787","0.982869456530278","0.999540290511297","1"
"Yes","2006","Thuringia","Male","455","0.998284057154464","0.994485277122187","1.00208283718674","1"
"Yes","2006","North Rhine-Westphalia","Male","1976","0.87601753178313","0.86221487873351","0.889820184832749","1"
"Yes","2006","North Rhine-Westphalia","Female","2174","0.905100435406392","0.893311129670446","0.916889741142338","1"
"Yes","2006","Thuringia","Female","497","0.993040979663363","0.985739833245994","1.00034212608073","1"
"No","2007","Brandenburg","Female","2","","","","2"
"No","2007","Schleswig-Holstein","Male","12","","","","2"
"No","2007","Brandenburg","Male","3","","","","2"
"No","2007","Schleswig-Holstein","Female","11","","","","2"
"No","2007","Hamburg","Male","11","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2007","Hamburg","Female","10","","","","2"
"No","2007","Lower Saxony","Male","36","0.063365894633988","0.047342505591546","0.07938928367643","2"
"No","2007","Lower Saxony","Female","35","0.0524174223909907","0.0382602675917532","0.0665745771902282","2"
"No","2007","Bremen","Male","","","","","2"
"No","2007","Bremen","Female","2","","","","2"
"No","2007","North Rhine-Westphalia","Male","177","0.110688834741359","0.0969556999486033","0.124421969534115","2"
"No","2007","North Rhine-Westphalia","Female","171","0.0925173016021546","0.0804532310427139","0.104581372161595","2"
"No","2007","Hesse","Male","64","0.128550382254126","0.103300809569145","0.153799954939108","2"
"No","2007","Hesse","Female","71","0.143022061789598","0.117520595869841","0.168523527709354","2"
"No","2007","Saxony","Male","1","","","","2"
"No","2007","Saxony","Female","4","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Male","27","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Female","36","0.0791561486703387","0.0582066769595452","0.100105620381132","2"
"No","2007","Baden-Württemberg","Male","176","0.164332766282847","0.143339511055925","0.185326021509769","2"
"No","2007","Baden-Württemberg","Female","186","0.166603970148549","0.14641813814395","0.186789802153148","2"
"No","2007","Bavaria","Male","95","0.10445955977592","0.088466681726331","0.120452437825509","2"
"No","2007","Bavaria","Female","116","0.114688171086661","0.0989062575670481","0.130470084606275","2"
"No","2007","Berlin","Male","20","","","","2"
"No","2007","Berlin","Female","17","","","","2"
"No","2007","Saxony-Anhalt","Male","","","","","2"
"No","2007","Saxony-Anhalt","Female","","","","","2"
