"plj0014_v3","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1998","Couple + C. GT 16 ","Female","957","0.886357169750648","0.868116800100161","0.904597539401135","1"
"Yes","1998","Couple + C. GT 16 ","Male","1160","0.887482155292782","0.87097046403882","0.903993846546744","1"
"Yes","1998","Couple + C. LE and GT 16","Female","495","0.830065426348448","0.80026103830028","0.859869814396617","1"
"Yes","1998","Couple + C. LE 16 ","Female","1346","0.881152846496559","0.865201322830851","0.897104370162267","1"
"Yes","1998","Couple + C. LE 16 ","Male","1279","0.880986014626039","0.864771564892228","0.89720046435985","1"
"Yes","1998","Couple + C. LE and GT 16","Male","511","0.805430450282223","0.774927109273485","0.835933791290962","1"
"Yes","1998","Single parent ","Female","422","0.920635840090284","0.896224378198407","0.94504730198216","1"
"Yes","1998","Single parent ","Male","217","0.92169842980281","0.887921154499399","0.955475705106221","1"
"No","1999","Couple + C. GT 16 ","Female","197","0.117823525032839","0.0992865540969247","0.136360495968754","2"
"No","1999","Couple + C. GT 16 ","Male","233","0.11624328197254","0.0991267967751363","0.133359767169945","2"
"No","1999","Couple + C. LE 16 ","Female","217","0.12101926957887","0.104671395300517","0.137367143857222","2"
"No","1999","Couple + C. LE 16 ","Male","231","0.109672285331343","0.0938851535576186","0.125459417105067","2"
"No","1999","Couple + C. LE and GT 16","Female","91","0.151598020086639","0.122000444361761","0.181195595811517","2"
"No","1999","Couple + C. LE and GT 16","Male","108","0.170445251300615","0.140357658297587","0.200532844303643","2"
"No","1999","Single parent ","Female","44","0.0632652903581797","0.0412801776369672","0.0852504030793923","2"
"No","1999","Single parent ","Male","30","0.102075371954146","0.0643960847989078","0.139754659109384","2"
"No","1999","(Married) couple without C. ","Female","175","0.061397445574307","0.0510759807524523","0.0717189103961617","2"
"No","1999","(Married) couple without C. ","Male","186","0.0693632095250702","0.0584155181821701","0.0803109008679703","2"
"No","1999","1-pers.-HH","Female","55","0.0424989604684737","0.0302448580169546","0.0547530629199928","2"
"No","1999","1-pers.-HH","Male","57","0.0577347243961888","0.0399133872587431","0.0755560615336345","2"
"Yes","1999","Couple + C. LE and GT 16","Female","473","0.848401979913361","0.818804404188483","0.877999555638239","1"
"Yes","1999","(Married) couple without C. ","Female","1903","0.938602554425693","0.928281089603838","0.948924019247548","1"
"Yes","1999","(Married) couple without C. ","Male","1883","0.93063679047493","0.91968909913203","0.94158448181783","1"
"Yes","1999","1-pers.-HH","Female","986","0.957501039531526","0.945246937080007","0.969755141983045","1"
"Yes","1999","1-pers.-HH","Male","601","0.942265275603811","0.924443938466366","0.960086612741257","1"
"Yes","1999","Couple + C. LE and GT 16","Male","492","0.829554748699385","0.799467155696357","0.859642341702413","1"
"Yes","1999","Couple + C. GT 16 ","Female","965","0.882176474967161","0.863639504031246","0.900713445903075","1"
"Yes","1999","Couple + C. GT 16 ","Male","1114","0.88375671802746","0.866640232830056","0.900873203224864","1"
"Yes","1999","Couple + C. LE 16 ","Female","1312","0.87898073042113","0.862632856142778","0.895328604699483","1"
"Yes","1999","Couple + C. LE 16 ","Male","1274","0.890327714668657","0.874540582894933","0.906114846442381","1"
"Yes","1999","Single parent ","Female","427","0.93673470964182","0.914749596920608","0.958719822363033","1"
"Yes","1999","Single parent ","Male","218","0.897924628045854","0.860245340890616","0.935603915201092","1"
"No","2000","(Married) couple without C. ","Female","221","0.0514816845713926","0.0444640323784391","0.0584993367643461","2"
"No","2000","(Married) couple without C. ","Male","246","0.0626202800080405","0.0548997840541329","0.0703407759619482","2"
"No","2000","1-pers.-HH","Female","79","0.03518997250811","0.0270491945010764","0.0433307505151436","2"
"No","2000","1-pers.-HH","Male","97","0.0554034860345579","0.0434330224275499","0.0673739496415658","2"
"No","2000","Couple + C. GT 16 ","Female","237","0.111170616522866","0.0968774173703664","0.125463815675365","2"
"No","2000","Couple + C. GT 16 ","Male","268","0.106005527666192","0.0928702718230466","0.119140783509337","2"
"No","2000","Couple + C. LE 16 ","Female","340","0.137640718160483","0.124525944094287","0.150755492226679","2"
"No","2000","Couple + C. LE 16 ","Male","346","0.126380693158966","0.113630624318654","0.139130761999277","2"
"No","2000","Couple + C. LE and GT 16","Female","119","0.132113771307886","0.1106938476752","0.153533694940572","2"
"No","2000","Couple + C. LE and GT 16","Male","141","0.163634530491685","0.140566785427019","0.186702275556351","2"
"No","2000","Single parent ","Female","61","0.0666361331635783","0.0496492653060896","0.083623001021067","2"
"No","2000","Single parent ","Male","39","0.104902854042057","0.0740119278865364","0.135793780197578","2"
"Yes","2000","(Married) couple without C. ","Female","3588","0.948518315428607","0.941500663235654","0.955535967621561","1"
"Yes","2000","(Married) couple without C. ","Male","3537","0.937379719991959","0.929659224038052","0.945100215945867","1"
"Yes","2000","Couple + C. LE and GT 16","Female","841","0.867886228692114","0.846466305059428","0.8893061523248","1"
"Yes","2000","1-pers.-HH","Female","1889","0.96481002749189","0.956669249484856","0.972950805498924","1"
"Yes","2000","1-pers.-HH","Male","1306","0.944596513965442","0.932626050358434","0.95656697757245","1"
"Yes","2000","Couple + C. GT 16 ","Female","1621","0.888829383477134","0.874536184324635","0.903122582629634","1"
"Yes","2000","Couple + C. GT 16 ","Male","1842","0.893994472333808","0.880859216490663","0.907129728176953","1"
"Yes","2000","Couple + C. LE and GT 16","Male","847","0.836365469508315","0.813297724443649","0.859433214572981","1"
"Yes","2000","Couple + C. LE 16 ","Female","2311","0.862359281839517","0.849244507773321","0.875474055905713","1"
"Yes","2000","Couple + C. LE 16 ","Male","2263","0.873619306841034","0.860869238000723","0.886369375681346","1"
"Yes","2000","Single parent ","Female","767","0.933363866836422","0.916376998978933","0.950350734693911","1"
"Yes","2000","Single parent ","Male","339","0.895097145957943","0.864206219802422","0.925988072113464","1"
"No","2001","(Married) couple without C. ","Female","214","0.0555834181939685","0.0479558124145718","0.0632110239733652","2"
"No","2001","(Married) couple without C. ","Male","227","0.0624095129141084","0.0543400488816668","0.0704789769465501","2"
"No","2001","1-pers.-HH","Female","68","0.0340410522863288","0.0255861101553953","0.0424959944172624","2"
"No","2001","1-pers.-HH","Male","76","0.0485232457042402","0.0366307409015919","0.0604157505068885","2"
"No","2001","Couple + C. GT 16 ","Female","201","0.106941957740432","0.0923877672370817","0.121496148243783","2"
"No","2001","Couple + C. GT 16 ","Male","221","0.100002330277503","0.0865727392538757","0.113431921301131","2"
"No","2001","Couple + C. LE 16 ","Female","298","0.136117894499149","0.12241585768836","0.149819931309938","2"
"No","2001","Couple + C. LE 16 ","Male","302","0.126306986638235","0.112915849015447","0.139698124261023","2"
"No","2001","Couple + C. LE and GT 16","Female","98","0.133722479529176","0.110814810609688","0.156630148448664","2"
"No","2001","Couple + C. LE and GT 16","Male","124","0.163532033611464","0.139422436592817","0.187641630630111","2"
"No","2001","Single parent ","Female","60","0.0734896674766378","0.0551066887204954","0.0918726462327801","2"
"No","2001","Single parent ","Male","32","0.0978884949308697","0.0670197460036478","0.128757243858092","2"
"Yes","2001","Couple + C. LE and GT 16","Female","750","0.866277520470824","0.843369851551336","0.889185189390312","1"
"Yes","2001","(Married) couple without C. ","Female","3252","0.944416581806031","0.936788976026635","0.952044187585428","1"
"Yes","2001","(Married) couple without C. ","Male","3225","0.937590487085892","0.92952102305345","0.945659951118333","1"
"Yes","2001","1-pers.-HH","Female","1699","0.965958947713671","0.957504005582738","0.974413889844605","1"
"Yes","2001","1-pers.-HH","Male","1178","0.95147675429576","0.939584249493112","0.963369259098408","1"
"Yes","2001","Couple + C. GT 16 ","Female","1531","0.893058042259568","0.878503851756217","0.907612232762918","1"
"Yes","2001","Couple + C. LE and GT 16","Male","780","0.836467966388536","0.812358369369889","0.860577563407183","1"
"Yes","2001","Couple + C. GT 16 ","Male","1696","0.899997669722497","0.886568078698869","0.913427260746124","1"
"Yes","2001","Couple + C. LE 16 ","Female","2108","0.863882105500851","0.850180068690062","0.87758414231164","1"
"Yes","2001","Couple + C. LE 16 ","Male","2062","0.873693013361765","0.860301875738977","0.887084150984553","1"
"Yes","2001","Single parent ","Female","714","0.926510332523362","0.90812735376722","0.944893311279505","1"
"Yes","2001","Single parent ","Male","324","0.90211150506913","0.871242756141908","0.932980253996352","1"
"No","2002","(Married) couple without C. ","Female","223","0.0565466926301036","0.0491609987469744","0.0639323865132328","2"
"No","2002","(Married) couple without C. ","Male","236","0.0657408302733811","0.0577875744519397","0.0736940860948226","2"
"No","2002","1-pers.-HH","Female","66","0.0333390138729865","0.0249015530280192","0.0417764747179538","2"
"No","2002","1-pers.-HH","Male","63","0.0479642067899949","0.0362850126299812","0.0596434009500085","2"
"No","2002","Couple + C. GT 16 ","Female","171","0.102593077290013","0.0888735724563209","0.116312582123705","2"
"No","2002","Couple + C. GT 16 ","Male","190","0.0976127140114594","0.085020544500289","0.11020488352263","2"
"No","2002","Couple + C. LE 16 ","Female","271","0.138544036120449","0.124754173341768","0.152333898899129","2"
"No","2002","Couple + C. LE 16 ","Male","254","0.119293529935796","0.106196851459197","0.132390208412396","2"
"No","2002","Couple + C. LE and GT 16","Female","103","0.139695845079355","0.117697416518093","0.161694273640618","2"
"No","2002","Couple + C. LE and GT 16","Male","128","0.154441294914556","0.13206604834103","0.176816541488081","2"
"No","2002","Single parent ","Female","55","0.0708835054127378","0.0528505889458537","0.0889164218796218","2"
"No","2002","Single parent ","Male","30","0.0917900682104141","0.0619230520838111","0.121657084337017","2"
"Yes","2002","Couple + C. LE and GT 16","Female","851","0.860304154920645","0.838305726359382","0.882302583481907","1"
"Yes","2002","(Married) couple without C. ","Female","3534","0.943453307369896","0.936067613486767","0.950839001253026","1"
"Yes","2002","(Married) couple without C. ","Male","3494","0.934259169726619","0.926305913905177","0.94221242554806","1"
"Yes","2002","1-pers.-HH","Female","1673","0.966660986127014","0.958223525282046","0.975098446971981","1"
"Yes","2002","1-pers.-HH","Male","1223","0.952035793210005","0.940356599049992","0.963714987370019","1"
"Yes","2002","Couple + C. GT 16 ","Female","1708","0.897406922709987","0.883687417876296","0.911126427543679","1"
"Yes","2002","Couple + C. LE and GT 16","Male","874","0.845558705085444","0.823183458511919","0.86793395165897","1"
"Yes","2002","Couple + C. GT 16 ","Male","1944","0.902387285988541","0.88979511647737","0.914979455499711","1"
"Yes","2002","Couple + C. LE 16 ","Female","2140","0.861455963879551","0.84766610110087","0.875245826658232","1"
"Yes","2002","Couple + C. LE 16 ","Male","2099","0.880706470064204","0.867609791587604","0.893803148540803","1"
"Yes","2002","Single parent ","Female","723","0.929116494587262","0.911083578120378","0.947149411054146","1"
"Yes","2002","Single parent ","Male","329","0.908209931789586","0.878342915662983","0.938076947916189","1"
"No","2003","(Married) couple without C. ","Female","206","0.0579670936856769","0.0504221996458958","0.065511987725458","2"
"No","2003","Couple + C. GT 16 ","Female","156","0.107089057371404","0.093099867162578","0.121078247580231","2"
"No","2003","Couple + C. GT 16 ","Male","166","0.0913446136620653","0.0789695112195824","0.103719716104548","2"
"No","2003","Couple + C. LE 16 ","Female","247","0.129349178413314","0.115408325169247","0.143290031657381","2"
"No","2003","Couple + C. LE 16 ","Male","233","0.123801781948982","0.109934757985602","0.137668805912363","2"
"No","2003","Couple + C. LE and GT 16","Female","99","0.147056655664761","0.124007931932442","0.17010537939708","2"
"No","2003","Couple + C. LE and GT 16","Male","123","0.164615619172816","0.140909369194304","0.188321869151329","2"
"No","2003","Single parent ","Female","57","0.0787110684074215","0.0597030548743799","0.0977190819404632","2"
"No","2003","Single parent ","Male","29","","","","2"
"No","2003","(Married) couple without C. ","Male","216","0.0662325012943295","0.058162462336272","0.074302540252387","2"
"No","2003","1-pers.-HH","Female","65","0.0340809368299053","0.0255089047700018","0.0426529688898088","2"
"No","2003","1-pers.-HH","Male","55","0.0438088083371613","0.0325745065038827","0.0550431101704398","2"
"Yes","2003","(Married) couple without C. ","Male","3432","0.93376749870567","0.925697459747613","0.941837537663728","1"
"Yes","2003","1-pers.-HH","Male","1220","0.956191191662839","0.94495688982956","0.967425493496117","1"
"Yes","2003","Couple + C. LE and GT 16","Female","808","0.852943344335239","0.82989462060292","0.875992068067558","1"
"Yes","2003","(Married) couple without C. ","Female","3479","0.942032906314323","0.934488012274542","0.949577800354104","1"
"Yes","2003","1-pers.-HH","Female","1656","0.965919063170095","0.957347031110191","0.974491095229998","1"
"Yes","2003","Couple + C. GT 16 ","Female","1721","0.892910942628596","0.878921752419769","0.906900132837422","1"
"Yes","2003","Couple + C. GT 16 ","Male","1916","0.908655386337935","0.896280283895452","0.921030488780418","1"
"Yes","2003","Couple + C. LE 16 ","Female","1979","0.870650821586686","0.856709968342619","0.884591674830753","1"
"Yes","2003","Couple + C. LE 16 ","Male","1934","0.876198218051018","0.862331194087637","0.890065242014398","1"
"Yes","2003","Couple + C. LE and GT 16","Male","817","0.835384380827184","0.811678130848672","0.859090630805696","1"
"Yes","2003","Single parent ","Female","714","0.921288931592579","0.902280918059537","0.94029694512562","1"
"Yes","2003","Single parent ","Male","322","0.896047765975924","0.864119375431512","0.927976156520336","1"
"No","2004","(Married) couple without C. ","Female","199","0.0605357162820066","0.0528318069660718","0.0682396255979413","2"
"No","2004","Couple + C. GT 16 ","Female","146","0.101390684090086","0.0877244837591336","0.115056884421038","2"
"No","2004","Couple + C. GT 16 ","Male","164","0.103652305918183","0.0904640565709947","0.116840555265371","2"
"No","2004","Couple + C. LE 16 ","Female","218","0.132452475983877","0.117828349910054","0.147076602057699","2"
"No","2004","Couple + C. LE 16 ","Male","206","0.111298602030846","0.0975324142640065","0.125064789797685","2"
"No","2004","Couple + C. LE and GT 16","Female","95","0.157040712221587","0.133096767054499","0.180984657388675","2"
"No","2004","Couple + C. LE and GT 16","Male","118","0.173112715665867","0.148517321280851","0.197708110050883","2"
"No","2004","Single parent ","Female","55","0.0790411695959613","0.0597061739200583","0.0983761652718643","2"
"No","2004","Single parent ","Male","28","","","","2"
"No","2004","(Married) couple without C. ","Male","206","0.0696327550774172","0.0613333281489733","0.0779321820058612","2"
"No","2004","1-pers.-HH","Female","62","0.0354072680336304","0.0266274297823782","0.0441871062848826","2"
"No","2004","1-pers.-HH","Male","47","0.0323644009927784","0.0225026746558653","0.0422261273296916","2"
"Yes","2004","(Married) couple without C. ","Male","3407","0.930367244922583","0.922067817994139","0.938666671851027","1"
"Yes","2004","1-pers.-HH","Male","1190","0.967635599007222","0.957773872670308","0.977497325344135","1"
"Yes","2004","Couple + C. LE and GT 16","Female","792","0.842959287778413","0.819015342611325","0.866903232945501","1"
"Yes","2004","Couple + C. LE and GT 16","Male","791","0.826887284334133","0.802291889949117","0.851482678719149","1"
"Yes","2004","(Married) couple without C. ","Female","3482","0.939464283717994","0.931760374402059","0.947168193033928","1"
"Yes","2004","1-pers.-HH","Female","1640","0.96459273196637","0.955812893715117","0.973372570217622","1"
"Yes","2004","Couple + C. GT 16 ","Female","1728","0.898609315909914","0.884943115578962","0.912275516240866","1"
"Yes","2004","Couple + C. GT 16 ","Male","1888","0.896347694081817","0.883159444734629","0.909535943429005","1"
"Yes","2004","Couple + C. LE 16 ","Female","1846","0.867547524016123","0.852923397942301","0.882171650089946","1"
"Yes","2004","Couple + C. LE 16 ","Male","1799","0.888701397969154","0.874935210202315","0.902467585735994","1"
"Yes","2004","Single parent ","Female","693","0.920958830404039","0.901623834728136","0.940293826079942","1"
"Yes","2004","Single parent ","Male","322","0.879918239408422","0.845863798685005","0.91397268013184","1"
"No","2005","(Married) couple without C. ","Female","192","0.0688969897841381","0.0605805170336807","0.0772134625345956","2"
"No","2005","Couple + C. GT 16 ","Female","138","0.11397692122173","0.0990496754493985","0.128904166994062","2"
"No","2005","Couple + C. GT 16 ","Male","154","0.109084656484293","0.0951439603166469","0.12302535265194","2"
"No","2005","(Married) couple without C. ","Male","197","0.0750180767133057","0.0662923497124681","0.0837438037141432","2"
"No","2005","1-pers.-HH","Female","64","0.032532907806776","0.0241486734423745","0.0409171421711775","2"
"No","2005","1-pers.-HH","Male","46","0.0363203505718127","0.0259779391038245","0.0466627620398009","2"
"No","2005","Couple + C. LE 16 ","Female","198","0.131187461803029","0.116023110963621","0.146351812642437","2"
"No","2005","Couple + C. LE 16 ","Male","182","0.108666332867813","0.0943799456266311","0.122952720108995","2"
"No","2005","Couple + C. LE and GT 16","Female","88","0.13911808938054","0.115784404420887","0.162451774340193","2"
"No","2005","Couple + C. LE and GT 16","Male","121","0.194698386038863","0.168280190301479","0.221116581776248","2"
"No","2005","Single parent ","Female","54","0.0799513346378822","0.0607821703321597","0.0991204989436047","2"
"No","2005","Single parent ","Male","24","","","","2"
"Yes","2005","(Married) couple without C. ","Female","3371","0.931103010215862","0.922786537465405","0.939419482966319","1"
"Yes","2005","(Married) couple without C. ","Male","3304","0.924981923286694","0.916256196285857","0.933707650287532","1"
"Yes","2005","1-pers.-HH","Male","1211","0.963679649428187","0.953337237960199","0.974022060896175","1"
"Yes","2005","Couple + C. LE and GT 16","Female","757","0.86088191061946","0.837548225659807","0.884215595579113","1"
"Yes","2005","Couple + C. LE and GT 16","Male","742","0.805301613961137","0.778883418223752","0.831719809698521","1"
"Yes","2005","1-pers.-HH","Female","1656","0.967467092193224","0.959082857828823","0.975851326557626","1"
"Yes","2005","Couple + C. GT 16 ","Female","1603","0.88602307877827","0.871095833005938","0.900950324550602","1"
"Yes","2005","Couple + C. GT 16 ","Male","1767","0.890915343515707","0.87697464734806","0.904856039683353","1"
"Yes","2005","Couple + C. LE 16 ","Female","1706","0.868812538196971","0.853648187357563","0.883976889036379","1"
"Yes","2005","Couple + C. LE 16 ","Male","1641","0.891333667132187","0.877047279891005","0.905620054373369","1"
"Yes","2005","Single parent ","Female","715","0.920048665362118","0.900879501056395","0.93921782966784","1"
"Yes","2005","Single parent ","Male","318","0.891300049619881","0.858311617389742","0.924288481850019","1"
"No","2006","(Married) couple without C. ","Female","197","0.0719765157704324","0.0639501706309235","0.0800028609099413","2"
"No","2006","Couple + C. GT 16 ","Female","112","0.103294144064421","0.0890309746764439","0.117557313452398","2"
"No","2006","Couple + C. GT 16 ","Male","130","0.104909270301185","0.0912308785131841","0.118587662089186","2"
"No","2006","(Married) couple without C. ","Male","205","0.0796635504033341","0.0711752958327002","0.0881518049739679","2"
"No","2006","1-pers.-HH","Female","57","0.0303632554605411","0.0227062196827802","0.038020291238302","2"
"No","2006","1-pers.-HH","Male","45","0.0356341960933825","0.0260160695149201","0.0452523226718449","2"
"No","2006","Couple + C. LE 16 ","Female","208","0.152729268291042","0.136999208972889","0.168459327609195","2"
"No","2006","Couple + C. LE 16 ","Male","171","0.116062917684247","0.101747109600186","0.130378725768308","2"
"No","2006","Couple + C. LE and GT 16","Female","87","0.151575538904466","0.125667750883753","0.177483326925178","2"
"No","2006","Couple + C. LE and GT 16","Male","105","0.197740072591071","0.169441752337785","0.226038392844358","2"
"No","2006","Single parent ","Female","61","0.0863634972113105","0.0673107903832681","0.105416204039353","2"
"No","2006","Single parent ","Male","17","","","","2"
"Yes","2006","Couple + C. LE and GT 16","Female","649","0.848424461095534","0.822516673074822","0.874332249116247","1"
"Yes","2006","Couple + C. LE and GT 16","Male","656","0.802259927408929","0.773961607155642","0.830558247662215","1"
"Yes","2006","(Married) couple without C. ","Female","3786","0.928023484229568","0.919997139090059","0.936049829369077","1"
"Yes","2006","(Married) couple without C. ","Male","3704","0.920336449596666","0.911848195026032","0.9288247041673","1"
"Yes","2006","1-pers.-HH","Female","1872","0.969636744539459","0.961979708761698","0.97729378031722","1"
"Yes","2006","1-pers.-HH","Male","1382","0.964365803906617","0.954747677328155","0.97398393048508","1"
"Yes","2006","Couple + C. GT 16 ","Female","1637","0.896705855935579","0.882442686547602","0.910969025323556","1"
"Yes","2006","Couple + C. GT 16 ","Male","1798","0.895090729698815","0.881412337910814","0.908769121486816","1"
"Yes","2006","Couple + C. LE 16 ","Female","1801","0.847270731708958","0.831540672390805","0.863000791027111","1"
"Yes","2006","Single parent ","Female","774","0.913636502788689","0.894583795960647","0.932689209616732","1"
"Yes","2006","Couple + C. LE 16 ","Male","1752","0.883937082315753","0.869621274231692","0.898252890399814","1"
"Yes","2006","Single parent ","Male","319","0.940532381217924","0.915244898275289","0.96581986416056","1"
"No","2007","(Married) couple without C. ","Female","173","0.0717508983738052","0.0634454015839504","0.08005639516366","2"
"No","2007","(Married) couple without C. ","Male","191","0.0839735963022902","0.0750103031414459","0.0929368894631346","2"
"No","2007","Couple + C. GT 16 ","Female","100","0.110089496896715","0.0951000090236153","0.125078984769815","2"
"No","2007","Couple + C. GT 16 ","Male","119","0.104152431502965","0.0903004653609246","0.118004397645005","2"
"No","2007","1-pers.-HH","Female","61","0.0410683962202943","0.0320181096505004","0.0501186827900881","2"
"No","2007","1-pers.-HH","Male","39","0.0347896904592473","0.0249488489600486","0.044630531958446","2"
"No","2007","Couple + C. LE 16 ","Female","180","0.157250913008362","0.14063090776012","0.173870918256603","2"
"No","2007","Couple + C. LE 16 ","Male","157","0.127348858355544","0.111730084914573","0.142967631796515","2"
"No","2007","Couple + C. LE and GT 16","Female","71","0.143088142731181","0.11655400790296","0.169622277559401","2"
"No","2007","Couple + C. LE and GT 16","Male","78","0.155488753647671","0.128151907124673","0.182825600170669","2"
"No","2007","Single parent ","Female","46","0.0736672519558955","0.0553699121510771","0.0919645917607139","2"
