"plj0014_v3","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2007","Employed","(Married) couple without C. ","3413","0.913086662084664","0.903888201027006","0.922285123142322"
"Yes","2007","Employed","1-pers.-HH","1520","0.963230530475149","0.953918477860788","0.972542583089509"
"Yes","2007","Employed","Couple + C. GT 16 ","2401","0.909416840130824","0.898239570559009","0.920594109702639"
"Yes","2007","Employed","Couple + C. LE 16 ","2709","0.880892331662705","0.869207534156572","0.892577129168838"
"Yes","2007","Employed","Couple + C. LE and GT 16","896","0.859027666363848","0.837328645427066","0.880726687300631"
"Yes","2007","Employed","Single parent ","683","0.939739575504438","0.922333305313213","0.957145845695663"
"Yes","2007","Not Employed","(Married) couple without C. ","3610","0.930300195806065","0.922186852325105","0.938413539287025"
"Yes","2007","Not Employed","1-pers.-HH","1559","0.960166174976065","0.950613294149649","0.969719055802481"
"Yes","2007","Not Employed","Couple + C. GT 16 ","923","0.849973647598996","0.827950777867218","0.871996517330774"
"Yes","2007","Not Employed","Couple + C. LE 16 ","547","0.76678000580556","0.734043120540129","0.799516891070991"
"Yes","2007","Not Employed","Couple + C. LE and GT 16","299","0.825331919045556","0.785891257836625","0.864772580254487"
"Yes","2007","Not Employed","Single parent ","359","0.929436612527735","0.90372169107875","0.95515153397672"
"No","2008","Employed","(Married) couple without C. ","162","0.0834262637435756","0.0741640176799687","0.0926885098071825"
"No","2008","Employed","1-pers.-HH","37","0.0279385275202266","0.0196292267259204","0.0362478283145328"
"No","2008","Employed","Couple + C. GT 16 ","131","0.102363153269849","0.0903356539378943","0.114390652601804"
"No","2008","Employed","Couple + C. LE 16 ","216","0.127324946348892","0.114791044097698","0.139858848600085"
"No","2008","Employed","Couple + C. LE and GT 16","79","0.120803341520566","0.09965223171102","0.141954451330111"
"No","2008","Employed","Single parent ","32","0.0805213110501953","0.0605067914977015","0.100535830602689"
"No","2008","Not Employed","(Married) couple without C. ","171","0.0760214538063708","0.0674363162984552","0.0846065913142864"
"No","2008","Not Employed","1-pers.-HH","48","0.0441409547234483","0.0339051799204176","0.0543767295264791"
"No","2008","Not Employed","Couple + C. GT 16 ","71","0.124191457178339","0.103029408010031","0.145353506346647"
"No","2008","Not Employed","Couple + C. LE 16 ","77","0.257346271711489","0.218950310623364","0.295742232799614"
"No","2008","Not Employed","Couple + C. LE and GT 16","43","0.146943087632888","0.107143838093557","0.186742337172219"
"No","2008","Not Employed","Single parent ","28","","",""
"Yes","2008","Employed","(Married) couple without C. ","3262","0.916573736256424","0.907311490192817","0.925835982320031"
"Yes","2008","Employed","1-pers.-HH","1474","0.972061472479773","0.963752171685467","0.98037077327408"
"Yes","2008","Employed","Couple + C. GT 16 ","2309","0.897636846730151","0.885609347398196","0.909664346062106"
"Yes","2008","Employed","Couple + C. LE 16 ","2501","0.872675053651108","0.860141151399915","0.885208955902302"
"Yes","2008","Employed","Couple + C. LE and GT 16","833","0.879196658479434","0.858045548669889","0.90034776828898"
"Yes","2008","Employed","Single parent ","678","0.919478688949805","0.899464169397311","0.939493208502299"
"Yes","2008","Not Employed","(Married) couple without C. ","3490","0.923978546193629","0.915393408685714","0.932563683701545"
"Yes","2008","Not Employed","1-pers.-HH","1499","0.955859045276552","0.945623270473521","0.966094820079582"
"Yes","2008","Not Employed","Couple + C. GT 16 ","862","0.875808542821661","0.854646493653353","0.896970591989969"
"Yes","2008","Not Employed","Couple + C. LE 16 ","421","0.742653728288511","0.704257767200386","0.781049689376636"
"Yes","2008","Not Employed","Couple + C. LE and GT 16","261","0.853056912367112","0.813257662827781","0.892856161906443"
"Yes","2008","Not Employed","Single parent ","352","0.911110843932685","0.882497653058994","0.939724034806377"
"No","2009","Employed","(Married) couple without C. ","132","0.0793498198860503","0.0701127028094662","0.0885869369626345"
"No","2009","Employed","1-pers.-HH","34","0.0379519109491421","0.0280827084562662","0.047821113442018"
"No","2009","Employed","Couple + C. GT 16 ","125","0.113038646889011","0.100167938932204","0.125909354845817"
"No","2009","Employed","Couple + C. LE 16 ","171","0.120823178617851","0.107867240798399","0.133779116437303"
"No","2009","Employed","Couple + C. LE and GT 16","92","0.173825006315262","0.148772810172037","0.198877202458488"
"No","2009","Employed","Single parent ","33","0.0554916223364696","0.03856824465888","0.0724150000140592"
"No","2009","Not Employed","(Married) couple without C. ","148","0.0766379291150935","0.0676857643840906","0.0855900938460964"
"No","2009","Not Employed","1-pers.-HH","43","0.0455375022236915","0.0348800483693063","0.0561949560780768"
"No","2009","Not Employed","Couple + C. GT 16 ","68","0.140978071085112","0.117444580121181","0.164511562049042"
"No","2009","Not Employed","Couple + C. LE 16 ","53","0.208022049146265","0.169613254755327","0.246430843537202"
"No","2009","Not Employed","Couple + C. LE and GT 16","41","0.150461668274829","0.110139020182741","0.190784316366916"
"No","2009","Not Employed","Single parent ","20","","",""
"Yes","2009","Employed","(Married) couple without C. ","3157","0.92065018011395","0.911413063037366","0.929887297190534"
"Yes","2009","Employed","1-pers.-HH","1406","0.962048089050858","0.952178886557982","0.971917291543734"
"Yes","2009","Employed","Couple + C. GT 16 ","2200","0.886961353110989","0.874090645154183","0.899832061067796"
"Yes","2009","Employed","Couple + C. LE 16 ","2260","0.879176821382149","0.866220883562697","0.892132759201601"
"Yes","2009","Employed","Couple + C. LE and GT 16","787","0.826174993684737","0.801122797541512","0.851227189827963"
"Yes","2009","Employed","Single parent ","670","0.94450837766353","0.927584999985941","0.96143175534112"
"Yes","2009","Not Employed","(Married) couple without C. ","3244","0.923362070884907","0.914409906153904","0.932314235615909"
"Yes","2009","Not Employed","1-pers.-HH","1427","0.954462497776309","0.943805043921923","0.965119951630694"
"Yes","2009","Not Employed","Couple + C. GT 16 ","772","0.859021928914888","0.835488437950958","0.882555419878819"
"Yes","2009","Not Employed","Couple + C. LE 16 ","376","0.791977950853736","0.753569156462798","0.830386745244673"
"Yes","2009","Not Employed","Couple + C. LE and GT 16","261","0.849538331725171","0.809215683633084","0.889860979817258"
"Yes","2009","Not Employed","Single parent ","273","0.888957894792952","0.852983067317045","0.924932722268859"
"No","2010","Employed","(Married) couple without C. ","112","0.0681461390547271","0.0593474408538179","0.0769448372556362"
"No","2010","Employed","1-pers.-HH","22","","",""
"No","2010","Employed","Couple + C. GT 16 ","97","0.106164717348928","0.0930948935025685","0.119234541195287"
"No","2010","Employed","Couple + C. LE 16 ","514","0.135221828648595","0.126593608853011","0.143850048444178"
"No","2010","Employed","Couple + C. LE and GT 16","109","0.161251042518901","0.139874615278409","0.182627469759392"
"No","2010","Employed","Single parent ","62","0.086612808757355","0.0727659271952893","0.100459690319421"
"No","2010","Not Employed","(Married) couple without C. ","141","0.0765439789582753","0.0673135754845468","0.0857743824320039"
"No","2010","Not Employed","1-pers.-HH","35","0.0416277290425622","0.0311538303898361","0.0521016276952883"
"No","2010","Not Employed","Couple + C. GT 16 ","58","0.165790585982187","0.139280894723667","0.192300277240706"
"No","2010","Not Employed","Couple + C. LE 16 ","345","0.290622070894405","0.269354976896664","0.311889164892146"
"No","2010","Not Employed","Couple + C. LE and GT 16","67","0.170049186204894","0.136615006052896","0.203483366356892"
"No","2010","Not Employed","Single parent ","47","0.0954093086330499","0.0735994357891829","0.117219181476917"
"Yes","2010","Employed","(Married) couple without C. ","3039","0.931853860945273","0.923055162744364","0.940652559146182"
"Yes","2010","Employed","1-pers.-HH","1338","0.977239334224761","0.969313014488337","0.985165653961185"
"Yes","2010","Employed","Couple + C. GT 16 ","2037","0.893835282651072","0.880765458804713","0.906905106497432"
"Yes","2010","Employed","Couple + C. LE 16 ","5520","0.864778171351405","0.856149951555822","0.873406391146989"
"Yes","2010","Employed","Couple + C. LE and GT 16","1028","0.838748957481099","0.817372530240608","0.860125384721591"
"Yes","2010","Employed","Single parent ","1523","0.913387191242645","0.899540309680579","0.927234072804711"
"Yes","2010","Not Employed","(Married) couple without C. ","3046","0.923456021041725","0.914225617567996","0.932686424515453"
"Yes","2010","Not Employed","1-pers.-HH","1362","0.958372270957438","0.947898372304712","0.968846169610164"
"Yes","2010","Not Employed","Couple + C. GT 16 ","698","0.834209414017813","0.807699722759294","0.860719105276333"
"Yes","2010","Not Employed","Couple + C. LE 16 ","1406","0.709377929105595","0.688110835107854","0.730645023103336"
"Yes","2010","Not Employed","Couple + C. LE and GT 16","418","0.829950813795106","0.796516633643108","0.863384993947105"
"Yes","2010","Not Employed","Single parent ","650","0.90459069136695","0.882780818523083","0.926400564210817"
"No","2011","Employed","(Married) couple without C. ","136","0.0623326808233576","0.0548359487156147","0.0698294129311006"
"No","2011","Employed","1-pers.-HH","49","0.0418987213967052","0.0324162372847993","0.0513812055086111"
"No","2011","Employed","Couple + C. GT 16 ","98","0.0794029847499312","0.0684787676453883","0.0903272018544741"
"No","2011","Employed","Couple + C. LE 16 ","201","0.104212895870804","0.0937004475075383","0.114725344234071"
"No","2011","Employed","Couple + C. LE and GT 16","96","0.147607352362385","0.126213451715609","0.169001253009161"
"No","2011","Employed","Single parent ","53","0.0711667469718152","0.0563713530928542","0.0859621408507763"
"No","2011","Not Employed","(Married) couple without C. ","162","0.0687623694674149","0.0610634510428674","0.0764612878919624"
"No","2011","Not Employed","1-pers.-HH","45","0.0353946807794608","0.0269952042230478","0.0437941573358739"
"No","2011","Not Employed","Couple + C. GT 16 ","59","0.13359006275462","0.11069198877287","0.156488136736371"
"No","2011","Not Employed","Couple + C. LE 16 ","69","0.192247945047232","0.160716610331031","0.223779279763433"
"No","2011","Not Employed","Couple + C. LE and GT 16","55","0.180492754286517","0.140428898399049","0.220556610173985"
"No","2011","Not Employed","Single parent ","29","","",""
"Yes","2011","Employed","(Married) couple without C. ","3859","0.937667319176642","0.9301705870689","0.945164051284385"
"Yes","2011","Employed","1-pers.-HH","1666","0.958101278603295","0.948618794491389","0.967583762715201"
"Yes","2011","Employed","Couple + C. GT 16 ","2255","0.920597015250069","0.909672798145526","0.931521232354612"
"Yes","2011","Employed","Couple + C. LE 16 ","3044","0.895787104129195","0.885274655765929","0.906299552492462"
"Yes","2011","Employed","Couple + C. LE and GT 16","960","0.852392647637615","0.830998746990839","0.873786548284391"
"Yes","2011","Employed","Single parent ","1107","0.928833253028185","0.914037859149224","0.943628646907146"
"Yes","2011","Not Employed","(Married) couple without C. ","3988","0.931237630532585","0.923538712108038","0.938936548957133"
"Yes","2011","Not Employed","1-pers.-HH","1814","0.964605319220539","0.956205842664126","0.973004795776952"
"Yes","2011","Not Employed","Couple + C. GT 16 ","789","0.86640993724538","0.843511863263629","0.88930801122713"
"Yes","2011","Not Employed","Couple + C. LE 16 ","531","0.807752054952768","0.776220720236567","0.839283389668969"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","299","0.819507245713483","0.779443389826015","0.859571101600951"
"Yes","2011","Not Employed","Single parent ","466","0.912607359704154","0.887728818844157","0.937485900564151"
"No","2012","Employed","(Married) couple without C. ","141","0.0641103870264908","0.0564975451644394","0.0717232288885422"
"No","2012","Employed","1-pers.-HH","52","0.0388482071320444","0.030115775909843","0.0475806383542457"
"No","2012","Employed","Couple + C. GT 16 ","93","0.0835468034784225","0.0722701473042862","0.0948234596525588"
"No","2012","Employed","Couple + C. LE 16 ","439","0.123972547939402","0.115605292649017","0.132339803229786"
"No","2012","Employed","Couple + C. LE and GT 16","145","0.183363712124184","0.163780970454519","0.202946453793848"
"No","2012","Employed","Single parent ","76","0.0821942876654349","0.0701779921327979","0.0942105831980719"
"No","2012","Not Employed","(Married) couple without C. ","140","0.0690651731344753","0.0614238758068774","0.0767064704620732"
"No","2012","Not Employed","1-pers.-HH","48","0.0410073403390599","0.0320384494656884","0.0499762312124314"
"No","2012","Not Employed","Couple + C. GT 16 ","39","0.114492514088078","0.0924283356040472","0.136556692572109"
"No","2012","Not Employed","Couple + C. LE 16 ","223","0.244325239234817","0.221605342683685","0.267045135785948"
"No","2012","Not Employed","Couple + C. LE and GT 16","89","0.238646077363491","0.202793645330302","0.27449850939668"
"No","2012","Not Employed","Single parent ","44","0.0915387853249716","0.0712622686330969","0.111815302016846"
"Yes","2012","Employed","(Married) couple without C. ","3836","0.935889612973509","0.928276771111458","0.943502454835561"
"Yes","2012","Employed","1-pers.-HH","1829","0.961151792867956","0.952419361645754","0.969884224090157"
"Yes","2012","Employed","Couple + C. GT 16 ","2220","0.916453196521578","0.905176540347441","0.927729852695714"
"Yes","2012","Employed","Couple + C. LE 16 ","5520","0.876027452060598","0.867660196770214","0.884394707350983"
"Yes","2012","Employed","Couple + C. LE and GT 16","1355","0.816636287875816","0.797053546206152","0.836219029545481"
"Yes","2012","Employed","Single parent ","1931","0.917805712334565","0.905789416801928","0.929822007867202"
"Yes","2012","Not Employed","(Married) couple without C. ","4090","0.930934826865525","0.923293529537927","0.938576124193123"
"Yes","2012","Not Employed","1-pers.-HH","1830","0.95899265966094","0.950023768787569","0.967961550534312"
"Yes","2012","Not Employed","Couple + C. GT 16 ","761","0.885507485911922","0.863443307427891","0.907571664395953"
"Yes","2012","Not Employed","Couple + C. LE 16 ","1151","0.755674760765183","0.732954864214052","0.778394657316315"
"Yes","2012","Not Employed","Couple + C. LE and GT 16","454","0.761353922636509","0.72550149060332","0.797206354669698"
"Yes","2012","Not Employed","Single parent ","733","0.908461214675028","0.888184697983154","0.928737731366903"
"No","2013","Employed","(Married) couple without C. ","116","0.0451906036977361","0.0385563764017831","0.051824830993689"
"No","2013","Employed","1-pers.-HH","41","0.024367896214598","0.0172704640814186","0.0314653283477773"
"No","2013","Employed","Couple + C. GT 16 ","91","0.0538509748980107","0.0442807446157348","0.0634212051802867"
"No","2013","Employed","Couple + C. LE 16 ","400","0.0669655077034701","0.060335921299923","0.0735950941070172"
"No","2013","Employed","Couple + C. LE and GT 16","139","0.0995853083461644","0.0845364897708295","0.114634126921499"
"No","2013","Employed","Single parent ","72","0.0338246280068687","0.0257698773229228","0.0418793786908145"
"No","2013","Not Employed","(Married) couple without C. ","129","0.0546738910014137","0.0475993574837786","0.0617484245190489"
"No","2013","Not Employed","1-pers.-HH","50","0.030643232406025","0.0226433881829743","0.0386430766290758"
"No","2013","Not Employed","Couple + C. GT 16 ","35","0.068765736585851","0.0495900662315216","0.0879414069401805"
"No","2013","Not Employed","Couple + C. LE 16 ","179","0.13821539245962","0.117507139884989","0.158923645034251"
"No","2013","Not Employed","Couple + C. LE and GT 16","60","0.103067477493399","0.0766537368459791","0.129481218140818"
"No","2013","Not Employed","Single parent ","39","0.0498389633904507","0.0336371142981175","0.0660408124827838"
"Yes","2013","Employed","(Married) couple without C. ","3650","0.954809396302264","0.948175169006311","0.961443623598217"
"Yes","2013","Employed","1-pers.-HH","1772","0.975632103785402","0.968534671652223","0.982729535918581"
"Yes","2013","Employed","Couple + C. GT 16 ","2046","0.946149025101989","0.936578794819713","0.955719255384265"
"Yes","2013","Employed","Couple + C. LE 16 ","5061","0.93303449229653","0.926404905892983","0.939664078700077"
"Yes","2013","Employed","Couple + C. LE and GT 16","1382","0.900414691653835","0.885365873078501","0.91546351022917"
"Yes","2013","Employed","Single parent ","1863","0.966175371993131","0.958120621309186","0.974230122677077"
"Yes","2013","Not Employed","(Married) couple without C. ","3838","0.945326108998586","0.938251575480951","0.952400642516221"
"Yes","2013","Not Employed","1-pers.-HH","1733","0.969356767593975","0.961356923370924","0.977356611817026"
"Yes","2013","Not Employed","Couple + C. GT 16 ","634","0.931234263414149","0.912058593059819","0.950409933768478"
"Yes","2013","Not Employed","Couple + C. LE 16 ","888","0.86178460754038","0.841076354965749","0.882492860115011"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","449","0.896932522506601","0.870518781859182","0.923346263154021"
"Yes","2013","Not Employed","Single parent ","654","0.950161036609549","0.933959187517216","0.966362885701882"
"No","2014","Employed","(Married) couple without C. ","313","0.0778380934542215","0.0695959864343896","0.0860802004740533"
"No","2014","Employed","1-pers.-HH","145","0.0662250984568699","0.0550815627087312","0.0773686342050086"
"No","2014","Employed","Couple + C. GT 16 ","245","0.0778891946813289","0.0668474938400603","0.0889308955225975"
"No","2014","Employed","Couple + C. LE 16 ","810","0.132231033012195","0.123403036692344","0.141059029332047"
"No","2014","Employed","Couple + C. LE and GT 16","230","0.157889676396534","0.140348633522751","0.175430719270317"
"No","2014","Employed","Single parent ","124","0.0780412883582891","0.0654123523969133","0.0906702243196648"
"No","2014","Not Employed","(Married) couple without C. ","191","0.0731598220128396","0.065042300842436","0.0812773431832432"
"No","2014","Not Employed","1-pers.-HH","68","0.0382102724306008","0.0292362475938059","0.0471842972673956"
"No","2014","Not Employed","Couple + C. GT 16 ","122","0.106631776882294","0.0855323452943783","0.127731208470209"
"No","2014","Not Employed","Couple + C. LE 16 ","354","0.292837671614596","0.267249869515986","0.318425473713206"
"No","2014","Not Employed","Couple + C. LE and GT 16","149","0.26764599007771","0.23186104702359","0.303430933131831"
"No","2014","Not Employed","Single parent ","85","0.10687780966042","0.0843883873332138","0.129367231987627"
"Yes","2014","Employed","(Married) couple without C. ","3746","0.922161906545778","0.913919799525947","0.93040401356561"
"Yes","2014","Employed","1-pers.-HH","1768","0.93377490154313","0.922631365794991","0.944918437291269"
"Yes","2014","Employed","Couple + C. GT 16 ","2018","0.922110805318671","0.911069104477402","0.93315250615994"
"Yes","2014","Employed","Couple + C. LE 16 ","4846","0.867768966987805","0.858940970667953","0.876596963307656"
"Yes","2014","Employed","Couple + C. LE and GT 16","1430","0.842110323603466","0.824569280729683","0.859651366477249"
"Yes","2014","Employed","Single parent ","1609","0.921958711641711","0.909329775680335","0.934587647603087"
"Yes","2014","Not Employed","(Married) couple without C. ","3762","0.92684017798716","0.918722656816757","0.934957699157564"
"Yes","2014","Not Employed","1-pers.-HH","1685","0.961789727569399","0.952815702732604","0.970763752406194"
"Yes","2014","Not Employed","Couple + C. GT 16 ","700","0.893368223117706","0.872268791529791","0.914467654705622"
"Yes","2014","Not Employed","Couple + C. LE 16 ","861","0.707162328385404","0.681574526286794","0.732750130484014"
"Yes","2014","Not Employed","Couple + C. LE and GT 16","439","0.73235400992229","0.696569066868169","0.76813895297641"
"Yes","2014","Not Employed","Single parent ","640","0.89312219033958","0.870632768012373","0.915611612666786"
"No","2015","Employed","(Married) couple without C. ","267","0.069765669717187","0.0616871186448446","0.0778442207895294"
"No","2015","Employed","1-pers.-HH","132","0.0579693324833877","0.0472391878699564","0.068699477096819"
"No","2015","Employed","Couple + C. GT 16 ","228","0.0716764435393532","0.0608357674070667","0.0825171196716396"
"No","2015","Employed","Couple + C. LE 16 ","652","0.103255289666751","0.0949639359049582","0.111546643428544"
"No","2015","Employed","Couple + C. LE and GT 16","205","0.175911831255605","0.157439471492543","0.194384191018668"
"No","2015","Employed","Single parent ","102","0.0695230752310445","0.0571833552507979","0.0818627952112912"
"No","2015","Not Employed","(Married) couple without C. ","508","0.0917465761732054","0.082954449620047","0.100538702726364"
"No","2015","Not Employed","1-pers.-HH","272","0.0728407992544486","0.0612136001040478","0.0844679984048495"
"No","2015","Not Employed","Couple + C. GT 16 ","133","0.11159208002472","0.0896636066749306","0.13352055337451"
"No","2015","Not Employed","Couple + C. LE 16 ","850","0.393370012722916","0.369611588052077","0.417128437393756"
"No","2015","Not Employed","Couple + C. LE and GT 16","194","0.252838284048442","0.218431302362716","0.287245265734168"
"No","2015","Not Employed","Single parent ","145","0.131993640034014","0.108101290562902","0.155885989505126"
"Yes","2015","Employed","(Married) couple without C. ","3553","0.930234330282813","0.922155779210471","0.938312881355155"
"Yes","2015","Employed","1-pers.-HH","1690","0.942030667516612","0.931300522903181","0.952760812130044"
"Yes","2015","Employed","Couple + C. GT 16 ","1947","0.928323556460647","0.91748288032836","0.939164232592933"
"Yes","2015","Employed","Couple + C. LE 16 ","4522","0.896744710333249","0.888453356571456","0.905036064095042"
"Yes","2015","Employed","Couple + C. LE and GT 16","1427","0.824088168744395","0.805615808981332","0.842560528507457"
"Yes","2015","Employed","Single parent ","1530","0.930476924768955","0.918137204788709","0.942816644749202"
"Yes","2015","Not Employed","(Married) couple without C. ","3633","0.908253423826795","0.899461297273636","0.917045550379953"
"Yes","2015","Not Employed","1-pers.-HH","1647","0.927159200745551","0.915532001595151","0.938786399895952"
"Yes","2015","Not Employed","Couple + C. GT 16 ","659","0.88840791997528","0.86647944662549","0.910336393325069"
"Yes","2015","Not Employed","Couple + C. LE 16 ","774","0.606629987277084","0.582871562606244","0.630388411947923"
"Yes","2015","Not Employed","Couple + C. LE and GT 16","419","0.747161715951558","0.712754734265832","0.781568697637284"
"Yes","2015","Not Employed","Single parent ","626","0.868006359965986","0.844114010494874","0.891898709437098"
"No","2016","Employed","(Married) couple without C. ","408","0.0900651704255442","0.0810597517737615","0.099070589077327"
"No","2016","Employed","1-pers.-HH","206","0.0847565102869287","0.0720408100528151","0.0974722105210423"
"No","2016","Employed","Couple + C. GT 16 ","213","0.0864946664883396","0.074335499463145","0.0986538335135343"
"No","2016","Employed","Couple + C. LE 16 ","819","0.12943779915395","0.120034985058596","0.138840613249304"
"No","2016","Employed","Couple + C. LE and GT 16","235","0.211783893341803","0.191593124986759","0.231974661696848"
"No","2016","Employed","Single parent ","117","0.082993483870419","0.0691837527675223","0.0968032149733157"
"No","2016","Not Employed","(Married) couple without C. ","173","0.075803160552885","0.0670642752876987","0.0845420458180713"
"No","2016","Not Employed","1-pers.-HH","88","0.0510139781528251","0.0403878317510744","0.0616401245545758"
"No","2016","Not Employed","Couple + C. GT 16 ","100","0.137067066091774","0.111840736500611","0.162293395682937"
"No","2016","Not Employed","Couple + C. LE 16 ","341","0.32304269945634","0.293211363896","0.352874035016679"
"No","2016","Not Employed","Couple + C. LE and GT 16","142","0.345505877228385","0.304828866078185","0.386182888378585"
"No","2016","Not Employed","Single parent ","74","0.1091802019698","0.0847108384413114","0.133649565498289"
"Yes","2016","Employed","(Married) couple without C. ","3474","0.909934829574456","0.900929410922673","0.918940248226238"
"Yes","2016","Employed","1-pers.-HH","1637","0.915243489713071","0.902527789478958","0.927959189947185"
"Yes","2016","Employed","Couple + C. GT 16 ","1840","0.91350533351166","0.901346166486466","0.925664500536855"
"Yes","2016","Employed","Couple + C. LE 16 ","4077","0.87056220084605","0.861159386750696","0.879965014941404"
"Yes","2016","Employed","Couple + C. LE and GT 16","1338","0.788216106658197","0.768025338303152","0.808406875013241"
"Yes","2016","Employed","Single parent ","1416","0.917006516129581","0.903196785026684","0.930816247232478"
"Yes","2016","Not Employed","(Married) couple without C. ","3351","0.924196839447115","0.915457954181929","0.932935724712301"
"Yes","2016","Not Employed","1-pers.-HH","1559","0.948986021847175","0.938359875445424","0.959612168248926"
"Yes","2016","Not Employed","Couple + C. GT 16 ","614","0.862932933908226","0.837706604317063","0.888159263499389"
"Yes","2016","Not Employed","Couple + C. LE 16 ","603","0.67695730054366","0.647125964983321","0.706788636104"
"Yes","2016","Not Employed","Couple + C. LE and GT 16","383","0.654494122771615","0.613817111621415","0.695171133921815"
"Yes","2016","Not Employed","Single parent ","550","0.8908197980302","0.866350434501711","0.915289161558688"
"No","2017","Employed","(Married) couple without C. ","366","0.0870347713012804","0.0788405650673577","0.0952289775352031"
"No","2017","Employed","1-pers.-HH","274","0.0897073516645538","0.0780338817905457","0.101380821538562"
"No","2017","Employed","Couple + C. GT 16 ","230","0.105510254240479","0.0933900334521724","0.117630475028786"
"No","2017","Employed","Couple + C. LE 16 ","840","0.138920603842057","0.129512855767981","0.148328351916132"
"No","2017","Employed","Couple + C. LE and GT 16","221","0.21100171680552","0.191651529136144","0.230351904474895"
"No","2017","Employed","Single parent ","129","0.101090710991298","0.0863153731871414","0.115866048795454"
"No","2017","Not Employed","(Married) couple without C. ","246","0.0832023955028618","0.0744164270558944","0.0919883639498292"
"No","2017","Not Employed","1-pers.-HH","530","0.0765921151424722","0.0654258407240137","0.0877583895609308"
"No","2017","Not Employed","Couple + C. GT 16 ","148","0.17612118565928","0.150482979654557","0.201759391664003"
"No","2017","Not Employed","Couple + C. LE 16 ","1391","0.390147432446939","0.368569255699037","0.411725609194841"
"No","2017","Not Employed","Couple + C. LE and GT 16","436","0.277967996347716","0.248164730918664","0.307771261776769"
"No","2017","Not Employed","Single parent ","257","0.152461784997546","0.128380960450449","0.176542609544644"
"Yes","2017","Employed","(Married) couple without C. ","4180","0.91296522869872","0.904771022464797","0.921159434932642"
"Yes","2017","Employed","1-pers.-HH","2028","0.910292648335446","0.898619178461438","0.921966118209454"
"Yes","2017","Employed","Couple + C. GT 16 ","2238","0.894489745759521","0.882369524971214","0.906609966547828"
"Yes","2017","Employed","Couple + C. LE 16 ","4352","0.861079396157943","0.851671648083868","0.870487144232019"
"Yes","2017","Employed","Couple + C. LE and GT 16","1487","0.78899828319448","0.769648095525105","0.808348470863856"
"Yes","2017","Employed","Single parent ","1470","0.898909289008702","0.884133951204546","0.913684626812859"
"Yes","2017","Not Employed","(Married) couple without C. ","3550","0.916797604497138","0.908011636050171","0.925583572944106"
"Yes","2017","Not Employed","1-pers.-HH","1649","0.923407884857528","0.912241610439069","0.934574159275986"
"Yes","2017","Not Employed","Couple + C. GT 16 ","700","0.82387881434072","0.798240608335997","0.849517020345443"
"Yes","2017","Not Employed","Couple + C. LE 16 ","572","0.609852567553061","0.588274390805159","0.631430744300963"
"Yes","2017","Not Employed","Couple + C. LE and GT 16","432","0.722032003652284","0.692228738223231","0.751835269081336"
"Yes","2017","Not Employed","Single parent ","599","0.847538215002454","0.823457390455356","0.871619039549551"
"No","2018","Employed","(Married) couple without C. ","359","0.0878711508094216","0.0795221280587455","0.0962201735600978"
"No","2018","Employed","1-pers.-HH","390","0.096613527270583","0.0851198752928341","0.108107179248332"
"No","2018","Employed","Couple + C. GT 16 ","217","0.13083919766097","0.117137672846549","0.14454072247539"
"No","2018","Employed","Couple + C. LE 16 ","872","0.147579342501821","0.137688702721301","0.157469982282342"
"No","2018","Employed","Couple + C. LE and GT 16","251","0.24014101863985","0.21991226690696","0.260369770372741"
"No","2018","Employed","Single parent ","127","0.0976039050618117","0.0829933855600154","0.112214424563608"
"No","2018","Not Employed","(Married) couple without C. ","277","0.0953830987134318","0.0859639268826681","0.104802270544196"
"No","2018","Not Employed","1-pers.-HH","680","0.0851124921870529","0.0739157062889229","0.0963092780851829"
"No","2018","Not Employed","Couple + C. GT 16 ","159","0.150515385310448","0.125501481882916","0.175529288737979"
"No","2018","Not Employed","Couple + C. LE 16 ","1718","0.437947379439324","0.4171778206608","0.458716938217847"
"No","2018","Not Employed","Couple + C. LE and GT 16","598","0.301632024736012","0.273284559042403","0.329979490429621"
"No","2018","Not Employed","Single parent ","388","0.199840965789521","0.174571796121978","0.225110135457064"
"Yes","2018","Employed","(Married) couple without C. ","4058","0.912128849190578","0.903779826439902","0.920477871941255"
"Yes","2018","Employed","1-pers.-HH","2148","0.903386472729417","0.891892820751668","0.914880124707166"
"Yes","2018","Employed","Couple + C. GT 16 ","2110","0.86916080233903","0.85545927752461","0.882862327153451"
"Yes","2018","Employed","Couple + C. LE 16 ","4068","0.852420657498179","0.842530017717658","0.862311297278699"
"Yes","2018","Employed","Couple + C. LE and GT 16","1462","0.75985898136015","0.739630229627259","0.78008773309304"
"Yes","2018","Employed","Single parent ","1458","0.902396094938188","0.887785575436392","0.917006614439985"
"Yes","2018","Not Employed","(Married) couple without C. ","3459","0.904616901286568","0.895197729455804","0.914036073117332"
"Yes","2018","Not Employed","1-pers.-HH","1706","0.914887507812947","0.903690721914817","0.926084293711077"
"Yes","2018","Not Employed","Couple + C. GT 16 ","626","0.849484614689552","0.824470711262021","0.874498518117084"
"Yes","2018","Not Employed","Couple + C. LE 16 ","474","0.562052620560677","0.541283061782153","0.5828221793392"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","409","0.698367975263988","0.670020509570379","0.726715440957597"
