"plj0014_v3","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2007","Not Employed","middle vocational","155","0.0518502475815872","0.0451108708561735","0.0585896243070009"
"No","2007","Not Employed","vocational + Abi","31","0.119982899940187","0.082965367271278","0.157000432609096"
"No","2007","Not Employed","higher vocational","14","","",""
"No","2007","Not Employed","higher education","49","0.0958940841980462","0.0789351179918611","0.112853050404231"
"No","2007","Employed","in school","3","","",""
"No","2007","Employed","inadequately","30","0.413386058852309","0.306145347844109","0.520626769860509"
"No","2007","Employed","general elemantary","178","0.212819419682725","0.186108574181599","0.23953026518385"
"No","2007","Employed","middle vocational","317","0.0730903011405757","0.0666239112341347","0.0795566910470167"
"No","2007","Employed","vocational + Abi","62","0.0839360327893986","0.0656048379638786","0.102267227614919"
"No","2007","Employed","higher vocational","41","0.0596703616246389","0.045301669508924","0.0740390537403537"
"No","2007","Employed","higher education","117","0.0594246314707414","0.0512890665041221","0.0675601964373607"
"Yes","2008","Not Employed","in school","279","0.947705692570893","0.922083691525662","0.973327693616124"
"Yes","2008","Not Employed","inadequately","66","0.57002003051687","0.480313444087344","0.659726616946396"
"Yes","2008","Not Employed","general elemantary","1048","0.848986768043771","0.828778346198922","0.869195189888621"
"Yes","2008","Not Employed","middle vocational","3741","0.95033025087395","0.943483443361632","0.957177058386268"
"Yes","2008","Not Employed","vocational + Abi","228","0.86117327838496","0.818900252449136","0.903446304320785"
"Yes","2008","Not Employed","higher vocational","447","0.953579438715767","0.934331892061592","0.972826985369942"
"Yes","2008","Not Employed","higher education","1119","0.919103260001319","0.903425186701685","0.934781333300953"
"Yes","2008","Employed","in school","63","0.916269245023098","0.848933530795114","0.983604959251083"
"Yes","2008","Employed","inadequately","39","0.537795324880087","0.421000190882266","0.654590458877908"
"Yes","2008","Employed","general elemantary","674","0.804531939809262","0.777585836250607","0.831478043367918"
"Yes","2008","Employed","middle vocational","5635","0.923677870843558","0.916912065221643","0.930443676465472"
"Yes","2008","Employed","vocational + Abi","789","0.911093664891919","0.891881240508048","0.930306089275791"
"Yes","2008","Employed","higher vocational","928","0.945468337289883","0.931127225800654","0.959809448779112"
"Yes","2008","Employed","higher education","2946","0.937985860037367","0.929420874187026","0.946550845887708"
"No","2008","Not Employed","in school","11","","",""
"No","2008","Not Employed","inadequately","51","0.42997996948313","0.340273383053604","0.519686555912656"
"No","2008","Not Employed","general elemantary","158","0.151013231956229","0.130804810111379","0.171221653801078"
"No","2008","Not Employed","middle vocational","127","0.0496697491260503","0.0428229416137325","0.0565165566383681"
"No","2008","Not Employed","vocational + Abi","29","","",""
"No","2008","Not Employed","higher vocational","12","","",""
"No","2008","Not Employed","higher education","43","0.0808967399986808","0.0652186666990469","0.0965748132983146"
"No","2008","Employed","in school","2","","",""
"No","2008","Employed","inadequately","31","0.462204675119913","0.345409541122092","0.578999809117734"
"No","2008","Employed","general elemantary","158","0.195468060190738","0.168521956632082","0.222414163749393"
"No","2008","Employed","middle vocational","281","0.0763221291564422","0.0695563235345276","0.0830879347783568"
"No","2008","Employed","vocational + Abi","54","0.0889063351080807","0.0696939107242088","0.108118759491953"
"No","2008","Employed","higher vocational","35","0.0545316627101167","0.0401905512208876","0.0688727741993459"
"No","2008","Employed","higher education","100","0.0620141399626331","0.0534491541122923","0.0705791258129738"
"Yes","2009","Not Employed","in school","240","0.901227697593906","0.864390831567681","0.93806456362013"
"Yes","2009","Not Employed","inadequately","52","0.514733442547325","0.415274554854997","0.614192330239652"
"Yes","2009","Not Employed","general elemantary","923","0.849957277627925","0.828438813362589","0.871475741893262"
"Yes","2009","Not Employed","middle vocational","3452","0.952996120320931","0.946037841957792","0.95995439868407"
"Yes","2009","Not Employed","vocational + Abi","219","0.874516393670595","0.832951119336131","0.916081668005058"
"Yes","2009","Not Employed","higher vocational","416","0.960717610188862","0.942269999804435","0.97916522057329"
"Yes","2009","Not Employed","higher education","1069","0.924918320848767","0.90939470239233","0.940441939305204"
"Yes","2009","Employed","in school","59","0.906841052088706","0.833901843434776","0.979780260742635"
"Yes","2009","Employed","inadequately","40","0.547905349968662","0.432944677062697","0.662866022874626"
"Yes","2009","Employed","general elemantary","613","0.799842037962465","0.771282513863039","0.828401562061891"
"Yes","2009","Employed","middle vocational","5316","0.923447194346573","0.916456593877409","0.930437794815736"
"Yes","2009","Employed","vocational + Abi","712","0.904162171523521","0.883220137927878","0.925104205119163"
"Yes","2009","Employed","higher vocational","883","0.945516209516297","0.930785664410958","0.960246754621637"
"Yes","2009","Employed","higher education","2851","0.931403189109805","0.922269471507257","0.940536906712352"
"No","2009","Not Employed","in school","12","","",""
"No","2009","Not Employed","inadequately","45","0.485266557452676","0.385807669760348","0.584725445145003"
"No","2009","Not Employed","general elemantary","135","0.150042722372074","0.128524258106738","0.171561186637411"
"No","2009","Not Employed","middle vocational","102","0.0470038796790689","0.0400456013159302","0.0539621580422076"
"No","2009","Not Employed","vocational + Abi","25","","",""
"No","2009","Not Employed","higher vocational","10","","",""
"No","2009","Not Employed","higher education","38","0.0750816791512327","0.0595580606947958","0.0906052976076696"
"No","2009","Employed","in school","2","","",""
"No","2009","Employed","inadequately","32","0.452094650031338","0.337133977125374","0.567055322937303"
"No","2009","Employed","general elemantary","141","0.200157962037535","0.171598437938109","0.228717486136961"
"No","2009","Employed","middle vocational","241","0.0765528056534275","0.0695622051842642","0.0835434061225907"
"No","2009","Employed","vocational + Abi","47","0.0958378284764793","0.0748957948808371","0.116779862072122"
"No","2009","Employed","higher vocational","29","","",""
"No","2009","Employed","higher education","91","0.0685968108901951","0.0594630932876478","0.0777305284927424"
"Yes","2010","Not Employed","in school","319","0.913560046899793","0.88369010052949","0.943429993270096"
"Yes","2010","Not Employed","inadequately","124","0.551620069973882","0.485297044793624","0.61794309515414"
"Yes","2010","Not Employed","general elemantary","1138","0.82674557699247","0.806594115511128","0.846897038473811"
"Yes","2010","Not Employed","middle vocational","4026","0.949966775475772","0.943389835631064","0.956543715320481"
"Yes","2010","Not Employed","vocational + Abi","362","0.850771176561243","0.816935408997983","0.884606944124502"
"Yes","2010","Not Employed","higher vocational","437","0.955194019538984","0.936058568188835","0.974329470889133"
"Yes","2010","Not Employed","higher education","1228","0.910740840138091","0.895383079240259","0.926098601035924"
"Yes","2010","Employed","in school","70","0.834055195255125","0.750413944019413","0.917696446490837"
"Yes","2010","Employed","inadequately","72","0.589866705155687","0.505316265550283","0.67441714476109"
"Yes","2010","Employed","general elemantary","910","0.803498677119406","0.78017559294924","0.826821761289573"
"Yes","2010","Employed","middle vocational","7250","0.92866748004408","0.922872596766247","0.934462363321913"
"Yes","2010","Employed","vocational + Abi","1201","0.9136522897226","0.898318923141599","0.928985656303601"
"Yes","2010","Employed","higher vocational","1135","0.948439031497345","0.935767753983032","0.961110309011659"
"Yes","2010","Employed","higher education","3865","0.929264939881996","0.921380601212871","0.937149278551121"
"No","2010","Not Employed","in school","21","","",""
"No","2010","Not Employed","inadequately","92","0.448379930026118","0.38205690484586","0.514702955206376"
"No","2010","Not Employed","general elemantary","217","0.17325442300753","0.153102961526189","0.193405884488871"
"No","2010","Not Employed","middle vocational","195","0.0500332245242276","0.0434562846795188","0.0566101643689364"
"No","2010","Not Employed","vocational + Abi","64","0.149228823438757","0.115393055875497","0.183064591002017"
"No","2010","Not Employed","higher vocational","12","","",""
"No","2010","Not Employed","higher education","96","0.0892591598619088","0.0739013989640761","0.104616920759742"
"No","2010","Employed","in school","6","","",""
"No","2010","Employed","inadequately","58","0.410133294844313","0.32558285523891","0.494683734449717"
"No","2010","Employed","general elemantary","205","0.196501322880594","0.173178238710427","0.21982440705076"
"No","2010","Employed","middle vocational","328","0.0713325199559198","0.0655376366780867","0.0771274032337529"
"No","2010","Employed","vocational + Abi","88","0.0863477102773999","0.071014343696399","0.101681076858401"
"No","2010","Employed","higher vocational","35","0.0515609685026549","0.0388896909883415","0.0642322460169683"
"No","2010","Employed","higher education","197","0.0707350601180041","0.0628507214488795","0.0786193987871286"
"Yes","2011","Not Employed","in school","268","0.916216068433609","0.883992900034794","0.948439236832425"
"Yes","2011","Not Employed","inadequately","107","0.675086842235987","0.60063254507847","0.749541139393504"
"Yes","2011","Not Employed","general elemantary","1196","0.87897626018219","0.861447704687984","0.896504815676396"
"Yes","2011","Not Employed","middle vocational","4291","0.959729396400547","0.953931078440345","0.965527714360749"
"Yes","2011","Not Employed","vocational + Abi","279","0.857398136160282","0.818845114864789","0.895951157455774"
"Yes","2011","Not Employed","higher vocational","469","0.953820918455575","0.93510416186031","0.972537675050841"
"Yes","2011","Not Employed","higher education","1323","0.928209547897234","0.914580050466627","0.94183904532784"
"Yes","2011","Employed","in school","71","0.895832510252135","0.826232109534944","0.965432910969325"
"Yes","2011","Employed","inadequately","72","0.641971254484287","0.55070464901883","0.733237859949745"
"Yes","2011","Employed","general elemantary","831","0.841540241412891","0.81850029983924","0.864580182986542"
"Yes","2011","Employed","middle vocational","6468","0.93432179250328","0.928406095294612","0.940237489711949"
"Yes","2011","Employed","vocational + Abi","1000","0.930950597381617","0.915673229471072","0.946227965292162"
"Yes","2011","Employed","higher vocational","1041","0.959645741863174","0.947849072896627","0.971442410829721"
"Yes","2011","Employed","higher education","3454","0.941615011803401","0.933926914555864","0.949303109050939"
"No","2011","Not Employed","in school","16","","",""
"No","2011","Not Employed","inadequately","45","0.324913157764013","0.250458860606496","0.39936745492153"
"No","2011","Not Employed","general elemantary","134","0.12102373981781","0.103495184323604","0.138552295312016"
"No","2011","Not Employed","middle vocational","125","0.0402706035994531","0.0344722856392513","0.0460689215596548"
"No","2011","Not Employed","vocational + Abi","37","0.142601863839718","0.104048842544226","0.181154885135211"
"No","2011","Not Employed","higher vocational","14","","",""
"No","2011","Not Employed","higher education","55","0.0717904521027663","0.0581609546721596","0.085419949533373"
"No","2011","Employed","in school","3","","",""
"No","2011","Employed","inadequately","34","0.358028745515713","0.266762140050255","0.44929535098117"
"No","2011","Employed","general elemantary","134","0.158459758587109","0.135419817013458","0.18149970016076"
"No","2011","Employed","middle vocational","268","0.0656782074967198","0.0597625102880512","0.0715939047053883"
"No","2011","Employed","vocational + Abi","58","0.0690494026183828","0.0537720347078378","0.0843267705289279"
"No","2011","Employed","higher vocational","28","","",""
"No","2011","Employed","higher education","119","0.0583849881965985","0.0506968909490608","0.0660730854441361"
"Yes","2012","Not Employed","in school","356","0.921898017505503","0.894739570846585","0.949056464164421"
"Yes","2012","Not Employed","inadequately","153","0.64483053266963","0.580861546228397","0.708799519110864"
"Yes","2012","Not Employed","general elemantary","1374","0.868619789198861","0.85176416015322","0.885475418244502"
"Yes","2012","Not Employed","middle vocational","4811","0.951926658864063","0.945990640480157","0.957862677247969"
"Yes","2012","Not Employed","vocational + Abi","369","0.879208939658216","0.84811646349833","0.910301415818102"
"Yes","2012","Not Employed","higher vocational","513","0.951199657493448","0.932787592611842","0.969611722375053"
"Yes","2012","Not Employed","higher education","1481","0.904341941745907","0.889807081955293","0.918876801536521"
"Yes","2012","Employed","in school","96","0.971140192567026","0.937994833208079","1.00428555192597"
"Yes","2012","Employed","inadequately","114","0.664546294716974","0.594189838473675","0.734902750960273"
"Yes","2012","Employed","general elemantary","1165","0.821744504891073","0.80146324594656","0.842025763835585"
"Yes","2012","Employed","middle vocational","8272","0.929971103364708","0.924581030138106","0.93536117659131"
"Yes","2012","Employed","vocational + Abi","1434","0.898875705053203","0.883861582493323","0.913889827613083"
"Yes","2012","Employed","higher vocational","1258","0.966541585994845","0.956724455137473","0.976358716852217"
"Yes","2012","Employed","higher education","4378","0.928220583058342","0.92075240571155","0.935688760405135"
"No","2012","Not Employed","in school","19","","",""
"No","2012","Not Employed","inadequately","62","0.35516946733037","0.291200480889136","0.419138453771603"
"No","2012","Not Employed","general elemantary","169","0.131380210801139","0.114524581755498","0.14823583984678"
"No","2012","Not Employed","middle vocational","178","0.0480733411359373","0.0421373227520313","0.0540093595198433"
"No","2012","Not Employed","vocational + Abi","53","0.120791060341784","0.0896985841818984","0.15188353650167"
"No","2012","Not Employed","higher vocational","13","","",""
"No","2012","Not Employed","higher education","92","0.095658058254093","0.0811231984634789","0.110192918044707"
"No","2012","Employed","in school","2","","",""
"No","2012","Employed","inadequately","59","0.335453705283026","0.265097249039727","0.405810161526325"
"No","2012","Employed","general elemantary","203","0.178255495108927","0.157974236164415","0.19853675405344"
"No","2012","Employed","middle vocational","339","0.0700288966352923","0.0646388234086902","0.0754189698618943"
"No","2012","Employed","vocational + Abi","115","0.101124294946797","0.0861101723869171","0.116138417506677"
"No","2012","Employed","higher vocational","31","0.033458414005155","0.0236412831477827","0.0432755448625273"
"No","2012","Employed","higher education","211","0.0717794169416576","0.0643112395948648","0.0792475942884505"
"Yes","2013","Not Employed","in school","339","0.976771090161576","0.961101965808124","0.992440214515029"
"Yes","2013","Not Employed","inadequately","130","0.743292427776813","0.680176586769712","0.806408268783913"
"Yes","2013","Not Employed","general elemantary","1234","0.908536459686927","0.893294180622186","0.923778738751668"
"Yes","2013","Not Employed","middle vocational","4329","0.966728010685628","0.961475715876047","0.971980305495209"
"Yes","2013","Not Employed","vocational + Abi","308","0.902358109788134","0.871393308999764","0.933322910576504"
"Yes","2013","Not Employed","higher vocational","467","0.966566654728337","0.950451296509192","0.982682012947481"
"Yes","2013","Not Employed","higher education","1400","0.949077274508549","0.937873338718525","0.960281210298572"
"Yes","2013","Employed","in school","100","0.981925685921612","0.95619806065514","1.00765331118808"
"Yes","2013","Employed","inadequately","99","0.715343189112788","0.643129343275048","0.787557034950528"
"Yes","2013","Employed","general elemantary","1085","0.879291810454767","0.86129605395227","0.897287566957263"
"Yes","2013","Employed","middle vocational","7772","0.960855945112377","0.956625435740946","0.965086454483807"
"Yes","2013","Employed","vocational + Abi","1340","0.947241997585007","0.93568368724264","0.958800307927373"
"Yes","2013","Employed","higher vocational","1180","0.976773089248715","0.968282701800614","0.985263476696816"
"Yes","2013","Employed","higher education","4187","0.954915771647749","0.948779398245052","0.961052145050446"
"No","2013","Not Employed","in school","16","","",""
"No","2013","Not Employed","inadequately","54","0.256707572223187","0.193591731216087","0.319823413230288"
"No","2013","Not Employed","general elemantary","140","0.0914635403130731","0.0762212612483319","0.106705819377814"
"No","2013","Not Employed","middle vocational","150","0.0332719893143722","0.0280196945047911","0.0385242841239533"
"No","2013","Not Employed","vocational + Abi","45","0.0976418902118664","0.0666770894234964","0.128606691000236"
"No","2013","Not Employed","higher vocational","11","","",""
"No","2013","Not Employed","higher education","79","0.0509227254914515","0.0397187897014278","0.0621266612814752"
"No","2013","Employed","in school","3","","",""
"No","2013","Employed","inadequately","51","0.284656810887212","0.212442965049472","0.356870656724952"
"No","2013","Employed","general elemantary","174","0.120708189545233","0.102712433042737","0.13870394604773"
"No","2013","Employed","middle vocational","301","0.0391440548876233","0.0349135455161929","0.0433745642590537"
"No","2013","Employed","vocational + Abi","97","0.0527580024149935","0.0411996920726272","0.0643163127573598"
"No","2013","Employed","higher vocational","29","","",""
"No","2013","Employed","higher education","205","0.0450842283522509","0.0389478549495541","0.0512206017549477"
"Yes","2014","Not Employed","in school","310","0.848656688559917","0.812040611197184","0.88527276592265"
"Yes","2014","Not Employed","inadequately","156","0.615737055824669","0.558964893582781","0.672509218066557"
"Yes","2014","Not Employed","general elemantary","1223","0.849966283258528","0.831978384414477","0.867954182102578"
"Yes","2014","Not Employed","middle vocational","4241","0.947215866844503","0.940701578241165","0.953730155447841"
"Yes","2014","Not Employed","vocational + Abi","318","0.842537936167771","0.80715176382241","0.877924108513131"
"Yes","2014","Not Employed","higher vocational","449","0.977645192455555","0.964120797333783","0.991169587577326"
"Yes","2014","Not Employed","higher education","1421","0.907800420180641","0.893530659596402","0.92207018076488"
"Yes","2014","Employed","in school","70","0.724519794170129","0.627823130075339","0.821216458264918"
"Yes","2014","Employed","inadequately","122","0.6073099164138","0.543357901041992","0.671261931785609"
"Yes","2014","Employed","general elemantary","1181","0.780267071215683","0.760035049578987","0.80049909285238"
"Yes","2014","Employed","middle vocational","7423","0.931331236731319","0.925818166827727","0.93684430663491"
"Yes","2014","Employed","vocational + Abi","1408","0.876822477055915","0.860970036815082","0.892674917296747"
"Yes","2014","Employed","higher vocational","1101","0.958105723258329","0.946480820341909","0.969730626174749"
"Yes","2014","Employed","higher education","4166","0.912289872384253","0.904170794984871","0.920408949783636"
"No","2014","Not Employed","in school","58","0.151343311440083","0.11472723407735","0.187959388802816"
"No","2014","Not Employed","inadequately","126","0.384262944175331","0.327490781933443","0.441035106417219"
"No","2014","Not Employed","general elemantary","291","0.150033716741473","0.132045817897422","0.168021615585523"
"No","2014","Not Employed","middle vocational","285","0.052784133155497","0.046269844552159","0.059298421758835"
"No","2014","Not Employed","vocational + Abi","89","0.157462063832229","0.122075891486869","0.19284823617759"
"No","2014","Not Employed","higher vocational","10","","",""
"No","2014","Not Employed","higher education","158","0.0921995798193587","0.0779298192351196","0.106469340403598"
"No","2014","Employed","in school","12","","",""
"No","2014","Employed","inadequately","102","0.3926900835862","0.328738068214391","0.456642098958008"
"No","2014","Employed","general elemantary","428","0.219732928784317","0.19950090714762","0.239964950421013"
"No","2014","Employed","middle vocational","660","0.0686687632686812","0.0631556933650896","0.0741818331722728"
"No","2014","Employed","vocational + Abi","243","0.123177522944085","0.107325082703253","0.139029963184918"
"No","2014","Employed","higher vocational","40","0.0418942767416706","0.0302693738252507","0.0535191796580905"
"No","2014","Employed","higher education","497","0.0877101276157466","0.0795910502163637","0.0958292050151295"
"Yes","2015","Not Employed","in school","249","0.861138627726657","0.822202385191882","0.900074870261432"
"Yes","2015","Not Employed","inadequately","152","0.572174542032226","0.521347483548128","0.623001600516323"
"Yes","2015","Not Employed","general elemantary","1150","0.821711238407069","0.803061169963876","0.840361306850262"
"Yes","2015","Not Employed","middle vocational","4036","0.930449280537256","0.92315324708804","0.937745313986472"
"Yes","2015","Not Employed","vocational + Abi","294","0.729355083008363","0.692391756893994","0.766318409122732"
"Yes","2015","Not Employed","higher vocational","434","0.97469350644674","0.960068493769793","0.989318519123688"
"Yes","2015","Not Employed","higher education","1446","0.845553489227782","0.829894819287804","0.86121215916776"
"Yes","2015","Employed","in school","72","0.968000841048778","0.928169529354329","1.00783215274323"
"Yes","2015","Employed","inadequately","98","0.615311542425914","0.543021983370708","0.687601101481119"
"Yes","2015","Employed","general elemantary","1048","0.780863244028248","0.758934743371209","0.802791744685287"
"Yes","2015","Employed","middle vocational","7019","0.939485640996529","0.934112627680041","0.944858654313016"
"Yes","2015","Employed","vocational + Abi","1364","0.872962188328494","0.856720691703261","0.889203684953726"
"Yes","2015","Employed","higher vocational","1064","0.96687973257535","0.956294995692088","0.977464469458611"
"Yes","2015","Employed","higher education","3983","0.928750215349113","0.921158834081161","0.936341596617065"
"No","2015","Not Employed","in school","54","0.138861372273343","0.0999251297385677","0.177797614808118"
"No","2015","Not Employed","inadequately","212","0.427825457967774","0.376998399483677","0.478652516451872"
"No","2015","Not Employed","general elemantary","468","0.178288761592931","0.159638693149738","0.196938830036123"
"No","2015","Not Employed","middle vocational","634","0.0695507194627438","0.0622546860135282","0.0768467529119594"
"No","2015","Not Employed","vocational + Abi","261","0.270644916991637","0.233681590877268","0.307608243106006"
"No","2015","Not Employed","higher vocational","9","","",""
"No","2015","Not Employed","higher education","600","0.154446510772218","0.13878784083224","0.170105180712196"
"No","2015","Employed","in school","3","","",""
"No","2015","Employed","inadequately","76","0.384688457574086","0.312398898518881","0.456978016629292"
"No","2015","Employed","general elemantary","319","0.219136755971752","0.197208255314713","0.241065256628791"
"No","2015","Employed","middle vocational","546","0.0605143590034712","0.0551413456869839","0.0658873723199585"
"No","2015","Employed","vocational + Abi","251","0.127037811671506","0.110796315046274","0.143279308296739"
"No","2015","Employed","higher vocational","34","0.0331202674246503","0.0225355305413887","0.0437050043079118"
"No","2015","Employed","higher education","428","0.071249784650887","0.0636584033829353","0.0788411659188386"
"Yes","2016","Not Employed","in school","227","0.82475923055948","0.779328144491346","0.870190316627613"
"Yes","2016","Not Employed","inadequately","120","0.535183143669802","0.471141528258403","0.599224759081202"
"Yes","2016","Not Employed","general elemantary","1045","0.837640084827987","0.817421497972238","0.857858671683736"
"Yes","2016","Not Employed","middle vocational","3641","0.940017509535025","0.932574648151245","0.947460370918804"
"Yes","2016","Not Employed","vocational + Abi","266","0.780357068304045","0.738894709632544","0.821819426975546"
"Yes","2016","Not Employed","higher vocational","404","0.971863043588426","0.955895409354359","0.987830677822494"
"Yes","2016","Not Employed","higher education","1337","0.897407508236297","0.882173708363583","0.91264130810901"
"Yes","2016","Employed","in school","64","0.863000076087476","0.783019505768305","0.942980646406647"
"Yes","2016","Employed","inadequately","90","0.603166280113422","0.532666942254118","0.673665617972727"
"Yes","2016","Employed","general elemantary","970","0.740371109664323","0.716843846158481","0.763898373170166"
"Yes","2016","Employed","middle vocational","6525","0.922657758004831","0.91647320827112","0.928842307738541"
"Yes","2016","Employed","vocational + Abi","1310","0.841069118534775","0.823428000385356","0.858710236684193"
"Yes","2016","Employed","higher vocational","966","0.954772922546082","0.941906330252487","0.967639514839676"
"Yes","2016","Employed","higher education","3803","0.896116891676494","0.887109851542264","0.905123931810725"
"No","2016","Not Employed","in school","42","0.17524076944052","0.129809683372387","0.220671855508654"
"No","2016","Not Employed","inadequately","113","0.464816856330198","0.400775240918798","0.528858471741597"
"No","2016","Not Employed","general elemantary","233","0.162359915172013","0.142141328316264","0.182578502027762"
"No","2016","Not Employed","middle vocational","269","0.0599824904649753","0.0525396290811959","0.0674253518487546"
"No","2016","Not Employed","vocational + Abi","117","0.219642931695955","0.178180573024454","0.261105290367456"
"No","2016","Not Employed","higher vocational","8","","",""
"No","2016","Not Employed","higher education","187","0.102592491763703","0.08735869189099","0.117826291636417"
"No","2016","Employed","in school","7","","",""
"No","2016","Employed","inadequately","95","0.396833719886578","0.326334382027273","0.467333057745882"
"No","2016","Employed","general elemantary","364","0.259628890335677","0.236101626829835","0.283156153841519"
"No","2016","Employed","middle vocational","642","0.0773422419951692","0.0711576922614586","0.0835267917288798"
"No","2016","Employed","vocational + Abi","340","0.158930881465226","0.141289763315807","0.176571999614644"
"No","2016","Employed","higher vocational","36","0.0452270774539183","0.032360485160324","0.0580936697475126"
"No","2016","Employed","higher education","605","0.103883108323506","0.0948760681892749","0.112890148457736"
"Yes","2017","Not Employed","in school","301","0.90414506408341","0.872382363582179","0.935907764584641"
"Yes","2017","Not Employed","inadequately","133","0.398064243753273","0.369332478284474","0.426796009222072"
"Yes","2017","Not Employed","general elemantary","1081","0.808607435602493","0.790362650189386","0.8268522210156"
"Yes","2017","Not Employed","middle vocational","3843","0.938163545714832","0.931104292506371","0.945222798923294"
"Yes","2017","Not Employed","vocational + Abi","292","0.745217142615494","0.704912837231967","0.78552144799902"
"Yes","2017","Not Employed","higher vocational","417","0.968240358334929","0.951548889722667","0.98493182694719"
"Yes","2017","Not Employed","higher education","1435","0.882767913756644","0.86867975837618","0.896856069137108"
"Yes","2017","Employed","in school","77","0.850972888054968","0.774360403065114","0.927585373044823"
"Yes","2017","Employed","inadequately","120","0.564338600075681","0.504412690259948","0.624264509891414"
"Yes","2017","Employed","general elemantary","1107","0.731697853384767","0.709335094338405","0.75406061243113"
"Yes","2017","Employed","middle vocational","7450","0.917940691028428","0.911970041809711","0.923911340247145"
"Yes","2017","Employed","vocational + Abi","1545","0.842444064059837","0.825806444080761","0.859081684038914"
"Yes","2017","Employed","higher vocational","1093","0.947605574256393","0.934567663370253","0.960643485142533"
"Yes","2017","Employed","higher education","4416","0.895066977334373","0.886591769426805","0.903542185241941"
"No","2017","Not Employed","in school","29","","",""
"No","2017","Not Employed","inadequately","982","0.601935756246727","0.573203990777928","0.630667521715527"
"No","2017","Not Employed","general elemantary","705","0.191392564397507","0.1731477789844","0.209637349810614"
"No","2017","Not Employed","middle vocational","629","0.0618364542851679","0.0547772010767065","0.0688957074936292"
"No","2017","Not Employed","vocational + Abi","157","0.254782857384506","0.21447855200098","0.295087162768033"
"No","2017","Not Employed","higher vocational","7","","",""
"No","2017","Not Employed","higher education","568","0.117232086243356","0.103143930862892","0.13132024162382"
"No","2017","Employed","in school","6","","",""
"No","2017","Employed","inadequately","143","0.435661399924319","0.375735490108586","0.495587309740052"
"No","2017","Employed","general elemantary","401","0.268302146615233","0.24593938756887","0.290664905661595"
"No","2017","Employed","middle vocational","667","0.0820593089715716","0.0760886597528545","0.0880299581902887"
"No","2017","Employed","vocational + Abi","297","0.157555935940163","0.140918315961086","0.174193555919239"
"No","2017","Employed","higher vocational","29","","",""
"No","2017","Employed","higher education","607","0.104933022665627","0.0964578147580591","0.113408230573195"
"Yes","2018","Not Employed","in school","250","0.902523678402247","0.868148580565595","0.936898776238899"
"Yes","2018","Not Employed","inadequately","132","0.324340725412178","0.301272750809875","0.347408700014481"
"Yes","2018","Not Employed","general elemantary","1046","0.801966793358783","0.784014497911764","0.819919088805802"
"Yes","2018","Not Employed","middle vocational","3684","0.938906862462202","0.931858166950411","0.945955557973992"
"Yes","2018","Not Employed","vocational + Abi","300","0.760027814458057","0.720787038264247","0.799268590651866"
"Yes","2018","Not Employed","higher vocational","397","0.96700448183708","0.94958644806005","0.98442251561411"
"Yes","2018","Not Employed","higher education","1389","0.854597712658372","0.839531817636255","0.869663607680489"
"Yes","2018","Employed","in school","62","0.902020801178036","0.830836224288055","0.973205378068016"
"Yes","2018","Employed","inadequately","124","0.510429003345472","0.459285488535272","0.561572518155672"
"Yes","2018","Employed","general elemantary","1100","0.743958843967763","0.722182023379697","0.76573566455583"
"Yes","2018","Employed","middle vocational","7058","0.903812695468649","0.897245324370279","0.910380066567019"
"Yes","2018","Employed","vocational + Abi","1474","0.8435656010893","0.826550654986415","0.860580547192186"
"Yes","2018","Employed","higher vocational","1031","0.957128294199221","0.944881647410992","0.969374940987451"
"Yes","2018","Employed","higher education","4297","0.889652543227082","0.880879678609042","0.898425407845121"
"No","2018","Not Employed","in school","36","0.0974763215977532","0.0631012237611014","0.131851419434405"
"No","2018","Not Employed","inadequately","1450","0.675659274587822","0.652591299985519","0.698727249190125"
"No","2018","Not Employed","general elemantary","847","0.198033206641217","0.180080911194198","0.215985502088236"
"No","2018","Not Employed","middle vocational","751","0.0610931375377984","0.0540444420260075","0.0681418330495892"
"No","2018","Not Employed","vocational + Abi","155","0.239972185541943","0.200731409348134","0.279212961735753"
"No","2018","Not Employed","higher vocational","7","","",""
"No","2018","Not Employed","higher education","714","0.145402287341628","0.130336392319511","0.160468182363745"
"No","2018","Employed","in school","5","","",""
"No","2018","Employed","inadequately","243","0.489570996654528","0.438427481844328","0.540714511464728"
"No","2018","Employed","general elemantary","443","0.256041156032237","0.23426433544417","0.277817976620303"
"No","2018","Employed","middle vocational","685","0.0961873045313513","0.0896199334329813","0.102754675629721"
"No","2018","Employed","vocational + Abi","277","0.1564343989107","0.139419452807814","0.173449345013585"
"No","2018","Employed","higher vocational","20","","",""
"No","2018","Employed","higher education","603","0.110347456772918","0.101574592154879","0.119120321390958"
"Yes","2019","Not Employed","in school","227","0.908808141926653","0.874015744644873","0.943600539208433"
"Yes","2019","Not Employed","inadequately","107","0.303321412974791","0.278418736059509","0.328224089890073"
"Yes","2019","Not Employed","general elemantary","952","0.805496380243104","0.786339631303905","0.824653129182302"
"Yes","2019","Not Employed","middle vocational","3659","0.936140397727917","0.928791282424624","0.94348951303121"
"Yes","2019","Not Employed","vocational + Abi","313","0.748608953107013","0.707935618061382","0.789282288152645"
"Yes","2019","Not Employed","higher vocational","428","0.974285003292478","0.959376282267106","0.98919372431785"
"Yes","2019","Not Employed","higher education","1520","0.873421419998252","0.858925126840047","0.887917713156458"
