"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Mecklenburg-Western Pomerania","Part Time","151","0.981491142156878","0.960541214335567","1.00244106997819"
"Yes","2018","Mecklenburg-Western Pomerania","Not Working","233","0.968782801702696","0.948413354309155","0.989152249096238"
"Yes","2018","Saxony","Full Time","651","0.971053213274019","0.958329705204482","0.983776721343556"
"Yes","2018","Saxony","Part Time","385","0.979172256483699","0.965264046473732","0.993080466493666"
"Yes","2018","Saxony","Not Working","556","0.965394525988012","0.951805744787939","0.978983307188085"
"Yes","2018","Saxony-Anhalt","Full Time","354","0.969663259294604","0.951946194615592","0.987380323973616"
"Yes","2018","Saxony-Anhalt","Part Time","206","0.941769238833046","0.911238145601608","0.972300332064484"
"Yes","2018","Saxony-Anhalt","Not Working","322","0.962969751633465","0.944952999624987","0.980986503641943"
"Yes","2018","Thuringia","Full Time","359","0.93087959003328","0.905896255409918","0.955862924656642"
"Yes","2018","Thuringia","Part Time","220","0.967289830114027","0.944925048336591","0.989654611891464"
"Yes","2018","Thuringia","Not Working","313","0.917086609609069","0.889961571882948","0.944211647335189"
"No","2018","Schleswig-Holstein","Full Time","21","","",""
"No","2018","Schleswig-Holstein","Part Time","42","0.0955639771264617","0.0632005508549324","0.127927403397991"
"No","2018","Schleswig-Holstein","Not Working","196","0.182928714598201","0.147287722125053","0.218569707071349"
"No","2018","Hamburg","Full Time","24","","",""
"No","2018","Hamburg","Part Time","28","","",""
"No","2018","Hamburg","Not Working","80","0.163391233591319","0.114865597068468","0.21191687011417"
"No","2018","Lower Saxony","Full Time","101","0.0653081154194107","0.0496464855291446","0.0809697453096768"
"No","2018","Lower Saxony","Part Time","120","0.1310785100445","0.108337019475782","0.153820000613219"
"No","2018","Lower Saxony","Not Working","469","0.117289828909966","0.0989928615856963","0.135586796234236"
"No","2018","Bremen","Full Time","7","","",""
"No","2018","Bremen","Part Time","11","","",""
"No","2018","Bremen","Not Working","81","0.194307707442294","0.131406944166578","0.25720847071801"
"No","2018","North Rhine-Westphalia","Full Time","275","0.137132425752376","0.121923134823889","0.152341716680863"
"No","2018","North Rhine-Westphalia","Part Time","316","0.156887223134006","0.139881353958559","0.173893092309452"
"No","2018","North Rhine-Westphalia","Not Working","1025","0.158483133544337","0.144443108305457","0.172523158783218"
"No","2018","Hesse","Full Time","100","0.143568936325578","0.118079670144377","0.16905820250678"
"No","2018","Hesse","Part Time","100","0.212915090168985","0.177763640218341","0.248066540119629"
"No","2018","Hesse","Not Working","496","0.167431925215334","0.143461863778288","0.191401986652379"
"No","2018","Rhineland-Palatinate,Saarland","Full Time","88","0.135508156591759","0.107508331817951","0.163507981365567"
"No","2018","Rhineland-Palatinate,Saarland","Part Time","102","0.106425704624712","0.0781522685364181","0.134699140713005"
"No","2018","Rhineland-Palatinate,Saarland","Not Working","254","0.134067180856851","0.108772160077876","0.159362201635827"
"No","2018","Baden-Württemberg","Full Time","171","0.142202494237791","0.122342191366009","0.162062797109573"
"No","2018","Baden-Württemberg","Part Time","183","0.186920315045491","0.161905224660426","0.211935405430556"
"No","2018","Baden-Württemberg","Not Working","455","0.154346791373287","0.13331006832598","0.175383514420594"
"No","2018","Bavaria","Full Time","220","0.138454820461384","0.121830308807565","0.155079332115204"
"No","2018","Bavaria","Part Time","181","0.146161710290944","0.126740336939538","0.165583083642349"
"No","2018","Bavaria","Not Working","505","0.146602798087007","0.128913963523879","0.164291632650135"
"No","2018","Berlin","Full Time","43","0.105843879297009","0.0749938230025626","0.136693935591455"
"No","2018","Berlin","Part Time","59","0.156023120383221","0.116631935423603","0.195414305342839"
"No","2018","Berlin","Not Working","181","0.108670627733282","0.0804133493848195","0.136927906081744"
"No","2018","Brandenburg","Full Time","13","","",""
"No","2018","Brandenburg","Part Time","22","","",""
"No","2018","Brandenburg","Not Working","130","0.0376293020972935","0.0211458796950208","0.0541127244995661"
"No","2018","Mecklenburg-Western Pomerania","Full Time","6","","",""
"No","2018","Mecklenburg-Western Pomerania","Part Time","8","","",""
"No","2018","Mecklenburg-Western Pomerania","Not Working","47","0.0312171982973036","0.0108477509037621","0.051586645690845"
"No","2018","Saxony","Full Time","16","","",""
"No","2018","Saxony","Part Time","20","","",""
"No","2018","Saxony","Not Working","139","0.0346054740119881","0.0210166928119152","0.048194255212061"
"No","2018","Saxony-Anhalt","Full Time","6","","",""
"No","2018","Saxony-Anhalt","Part Time","20","","",""
"No","2018","Saxony-Anhalt","Not Working","100","0.037030248366535","0.0190134963580571","0.0550470003750128"
"No","2018","Thuringia","Full Time","37","0.06912040996672","0.0441370753433582","0.0941037445900818"
"No","2018","Thuringia","Part Time","23","","",""
"No","2018","Thuringia","Not Working","84","0.0829133903909314","0.0557883526648112","0.110038428117052"
"Yes","2019","Schleswig-Holstein","Full Time","361","0.942690432547274","0.919739618453167","0.96564124664138"
"Yes","2019","Schleswig-Holstein","Part Time","255","0.905188488192856","0.872257000839452","0.93811997554626"
"Yes","2019","Schleswig-Holstein","Not Working","275","0.826747946152891","0.791934587619138","0.861561304686644"
"Yes","2019","Hamburg","Full Time","204","0.881178555223397","0.839719487082732","0.922637623364063"
"Yes","2019","Hamburg","Part Time","124","0.93445397760554","0.894031868079742","0.974876087131337"
"Yes","2019","Hamburg","Not Working","153","0.848984107877205","0.80358887512007","0.894379340634341"
"Yes","2019","Lower Saxony","Full Time","899","0.92253414961418","0.905822562229457","0.939245736998904"
"Yes","2019","Lower Saxony","Part Time","688","0.870439664744822","0.847007362663423","0.893871966826221"
"Yes","2019","Lower Saxony","Not Working","726","0.88552183966449","0.866875223165474","0.904168456163506"
"Yes","2019","Bremen","Full Time","65","0.809443767096638","0.723382444020578","0.895505090172698"
"Yes","2019","Bremen","Part Time","56","0.941261814150032","0.884959509252018","0.997564119048045"
"Yes","2019","Bremen","Not Working","68","0.77740763438507","0.708253169677414","0.846562099092727"
"Yes","2019","North Rhine-Westphalia","Full Time","1803","0.85239535037395","0.837228143165841","0.867562557582058"
"Yes","2019","North Rhine-Westphalia","Part Time","1437","0.812030918575675","0.793835238060278","0.830226599091073"
"Yes","2019","North Rhine-Westphalia","Not Working","1566","0.839173671914789","0.824539936635718","0.853807407193861"
"Yes","2019","Hesse","Full Time","697","0.856111188615503","0.831667648782872","0.880554728448134"
"Yes","2019","Hesse","Part Time","413","0.816820805903514","0.783150614974329","0.850490996832698"
"Yes","2019","Hesse","Not Working","431","0.819145674598467","0.791507142359898","0.846784206837035"
"Yes","2019","Rhineland-Palatinate,Saarland","Full Time","508","0.866474559789871","0.839143937173958","0.893805182405784"
"Yes","2019","Rhineland-Palatinate,Saarland","Part Time","352","0.84733226407521","0.813687589256119","0.880976938894302"
"Yes","2019","Rhineland-Palatinate,Saarland","Not Working","433","0.873163750434565","0.847401213881867","0.898926286987264"
"Yes","2019","Baden-Württemberg","Full Time","1087","0.861944727748448","0.842790913250889","0.881098542246008"
"Yes","2019","Baden-Württemberg","Part Time","761","0.809206299469272","0.784311778985995","0.834100819952549"
"Yes","2019","Baden-Württemberg","Not Working","673","0.867633431506497","0.847145221028837","0.888121641984158"
"Yes","2019","Bavaria","Full Time","1553","0.864925073242041","0.849050840438606","0.880799306045475"
"Yes","2019","Bavaria","Part Time","1036","0.859208748775457","0.839896793391979","0.878520704158934"
"Yes","2019","Bavaria","Not Working","1018","0.857738360006771","0.839511749787132","0.87596497022641"
"Yes","2019","Berlin","Full Time","379","0.89818426256794","0.869601510678067","0.926767014457812"
"Yes","2019","Berlin","Part Time","265","0.813835486925781","0.771711649292304","0.855959324559258"
"Yes","2019","Berlin","Not Working","287","0.904113679554916","0.875543836392956","0.932683522716876"
"Yes","2019","Brandenburg","Full Time","440","0.967084464863254","0.950885480126191","0.983283449600318"
"Yes","2019","Brandenburg","Part Time","235","0.972494190972926","0.952459445566898","0.992528936378954"
"Yes","2019","Brandenburg","Not Working","405","0.952463197148019","0.933849385330206","0.971077008965831"
"Yes","2019","Mecklenburg-Western Pomerania","Full Time","232","0.996193214928031","0.988385928566201","1.00400050128986"
"Yes","2019","Mecklenburg-Western Pomerania","Part Time","143","0.990337494699684","0.974837239120676","1.00583775027869"
"Yes","2019","Mecklenburg-Western Pomerania","Not Working","229","0.969848658403064","0.949062859454845","0.990634457351282"
"Yes","2019","Saxony","Full Time","727","0.974206663951897","0.96285429523247","0.985559032671324"
"Yes","2019","Saxony","Part Time","353","0.972626012291106","0.956089106052085","0.989162918530126"
"Yes","2019","Saxony","Not Working","535","0.9693071090005","0.955912563793299","0.982701654207702"
"Yes","2019","Saxony-Anhalt","Full Time","362","0.971916106921961","0.955104695317398","0.988727518526523"
"Yes","2019","Saxony-Anhalt","Part Time","193","0.947562843948648","0.917270003344705","0.97785568455259"
"Yes","2019","Saxony-Anhalt","Not Working","315","0.967452236938955","0.950420638736067","0.984483835141843"
"Yes","2019","Thuringia","Full Time","374","0.932574175842979","0.908212581303189","0.956935770382769"
"Yes","2019","Thuringia","Part Time","201","0.925978946752257","0.891225488196657","0.960732405307858"
"Yes","2019","Thuringia","Not Working","316","0.924667271042733","0.897990162145712","0.951344379939753"
"No","2019","Schleswig-Holstein","Full Time","33","0.0573095674527264","0.03435875335862","0.0802603815468328"
"No","2019","Schleswig-Holstein","Part Time","49","0.0948115118071443","0.06188002445374","0.127742999160549"
"No","2019","Schleswig-Holstein","Not Working","179","0.173252053847109","0.138438695313356","0.208065412380862"
"No","2019","Hamburg","Full Time","30","0.118821444776603","0.0773623766359375","0.160280512917268"
"No","2019","Hamburg","Part Time","20","","",""
"No","2019","Hamburg","Not Working","86","0.151015892122795","0.105620659365659","0.19641112487993"
"No","2019","Lower Saxony","Full Time","84","0.0774658503858196","0.0607542630010959","0.0941774377705434"
"No","2019","Lower Saxony","Part Time","101","0.129560335255178","0.106128033173779","0.152992637336577"
"No","2019","Lower Saxony","Not Working","394","0.11447816033551","0.0958315438364935","0.133124776834526"
"No","2019","Bremen","Full Time","15","","",""
"No","2019","Bremen","Part Time","11","","",""
"No","2019","Bremen","Not Working","71","0.22259236561493","0.153437900907273","0.291746830322586"
"No","2019","North Rhine-Westphalia","Full Time","298","0.14760464962605","0.132437442417942","0.162771856834159"
"No","2019","North Rhine-Westphalia","Part Time","334","0.187969081424325","0.169773400908927","0.206164761939722"
"No","2019","North Rhine-Westphalia","Not Working","855","0.16082632808521","0.146192592806139","0.175460063364282"
"No","2019","Hesse","Full Time","95","0.143888811384497","0.119445271551866","0.168332351217128"
"No","2019","Hesse","Part Time","94","0.183179194096486","0.149509003167302","0.216849385025671"
"No","2019","Hesse","Not Working","314","0.180854325401533","0.153215793162965","0.208492857640102"
"No","2019","Rhineland-Palatinate,Saarland","Full Time","87","0.133525440210129","0.106194817594216","0.160856062826042"
"No","2019","Rhineland-Palatinate,Saarland","Part Time","87","0.15266773592479","0.119023061105698","0.186312410743881"
"No","2019","Rhineland-Palatinate,Saarland","Not Working","208","0.126836249565435","0.101073713012736","0.152598786118133"
"No","2019","Baden-Württemberg","Full Time","159","0.138055272251552","0.118901457753992","0.157209086749111"
"No","2019","Baden-Württemberg","Part Time","196","0.190793700530728","0.165899180047451","0.215688221014005"
"No","2019","Baden-Württemberg","Not Working","378","0.132366568493503","0.111878358015843","0.152854778971163"
"No","2019","Bavaria","Full Time","228","0.135074926757959","0.119200693954525","0.150949159561393"
"No","2019","Bavaria","Part Time","210","0.140791251224543","0.121479295841066","0.160103206608021"
"No","2019","Bavaria","Not Working","393","0.142261639993229","0.12403502977359","0.160488250212868"
"No","2019","Berlin","Full Time","51","0.10181573743206","0.0732329855421878","0.130398489321933"
"No","2019","Berlin","Part Time","63","0.186164513074219","0.144040675440742","0.228288350707696"
"No","2019","Berlin","Not Working","121","0.0958863204450839","0.0673164772831241","0.124456163607044"
"No","2019","Brandenburg","Full Time","26","","",""
"No","2019","Brandenburg","Part Time","21","","",""
"No","2019","Brandenburg","Not Working","97","0.0475368028519812","0.0289229910341685","0.066150614669794"
"No","2019","Mecklenburg-Western Pomerania","Full Time","7","","",""
"No","2019","Mecklenburg-Western Pomerania","Part Time","10","","",""
"No","2019","Mecklenburg-Western Pomerania","Not Working","31","0.0301513415969365","0.0093655426487183","0.0509371405451547"
"No","2019","Saxony","Full Time","22","","",""
"No","2019","Saxony","Part Time","21","","",""
"No","2019","Saxony","Not Working","102","0.0306928909994996","0.0172983457922983","0.0440874362067009"
"No","2019","Saxony-Anhalt","Full Time","9","","",""
"No","2019","Saxony-Anhalt","Part Time","15","","",""
"No","2019","Saxony-Anhalt","Not Working","102","0.0325477630610449","0.0155161648581568","0.0495793612639329"
"No","2019","Thuringia","Full Time","33","0.067425824157021","0.0430642296172309","0.0917874186968112"
"No","2019","Thuringia","Part Time","17","","",""
"No","2019","Thuringia","Not Working","60","0.0753327289572674","0.048655620060247","0.102009837854288"
