"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","207","1","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Single parent ","59","1","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","114","0.996114377740085","0.98484136354911","1.00738739193106","1"
"Yes","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","32","1","1","1","1"
"Yes","2015","Saxony","Couple + C. GT 16 ","163","0.995078150435228","0.984432141904023","1.00572415896643","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","123","0.90067031862355","0.85327615950907","0.948064477738029","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","132","0.828496144936248","0.770628410723734","0.886363879148762","1"
"Yes","2015","Baden-Württemberg","1-pers.-HH","334","0.915560364650777","0.887786622926218","0.943334106375336","1"
"Yes","2015","Baden-Württemberg","(Married) couple without C. ","753","0.895087053651549","0.874712627645559","0.91546147965754","1"
"Yes","2015","Baden-Württemberg","Single parent ","202","0.796224486395953","0.745263686867989","0.847185285923916","1"
"Yes","2015","Baden-Württemberg","Couple + C. LE 16 ","687","0.817068583354985","0.79210012773049","0.842037038979481","1"
"Yes","2015","Bavaria","1-pers.-HH","506","0.909076661240023","0.88611053292468","0.932042789555365","1"
"Yes","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","25","","","","1"
"Yes","2015","Saxony","1-pers.-HH","244","0.983993644009699","0.968374233722822","0.999613054296575","1"
"Yes","2015","Saxony","(Married) couple without C. ","545","0.978894951247871","0.966979694326065","0.990810208169677","1"
"Yes","2015","Saxony","Single parent ","117","0.958989955377781","0.923943210642583","0.994036700112979","1"
"Yes","2015","Saxony","Couple + C. LE 16 ","319","0.976774695636218","0.960621711566691","0.992927679705744","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","278","0.820844918549057","0.781980031282271","0.859709805815843","1"
"Yes","2015","Saxony","Couple + C. LE and GT 16","98","1","1","1","1"
"Yes","2015","Saxony-Anhalt","1-pers.-HH","147","0.979856482402949","0.957667539031426","1.00204542577447","1"
"Yes","2015","Saxony-Anhalt","(Married) couple without C. ","328","0.990823899194195","0.980643601795955","1.00100419659243","1"
"Yes","2015","Saxony-Anhalt","Single parent ","81","1","1","1","1"
"Yes","2015","Saxony-Anhalt","Couple + C. LE 16 ","164","0.982253625928289","0.962522561998","1.00198468985858","1"
"Yes","2015","Thuringia","Single parent ","64","0.991967897889366","0.970433162356409","1.01350263342232","1"
"Yes","2015","Saxony-Anhalt","Couple + C. GT 16 ","74","0.994787772580935","0.978704307298083","1.01087123786379","1"
"Yes","2015","Saxony-Anhalt","Couple + C. LE and GT 16","51","0.902714377956694","0.826447915215694","0.978980840697694","1"
"Yes","2015","Thuringia","Couple + C. LE 16 ","184","0.898173734744436","0.857464752617214","0.938882716871658","1"
"Yes","2015","Thuringia","1-pers.-HH","154","0.975060525005758","0.951047325757167","0.99907372425435","1"
"Yes","2015","Thuringia","(Married) couple without C. ","340","0.934098049323985","0.908539325029676","0.959656773618294","1"
"Yes","2015","Thuringia","Couple + C. LE and GT 16","51","0.97272257212435","0.930435572862031","1.01500957138667","1"
"Yes","2015","Thuringia","Couple + C. GT 16 ","107","0.984806519861976","0.961842974984154","1.0077700647398","1"
"No","2016","Schleswig-Holstein","1-pers.-HH","7","","","","2"
"No","2016","Schleswig-Holstein","(Married) couple without C. ","28","","","","2"
"No","2016","Schleswig-Holstein","Single parent ","2","","","","2"
"No","2016","Schleswig-Holstein","Couple + C. LE 16 ","29","","","","2"
"No","2016","Schleswig-Holstein","Couple + C. GT 16 ","18","","","","2"
"No","2016","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","2"
"No","2016","Hamburg","1-pers.-HH","7","","","","2"
"No","2016","Hamburg","(Married) couple without C. ","12","","","","2"
"No","2016","Berlin","Couple + C. LE and GT 16","9","","","","2"
"No","2016","Brandenburg","1-pers.-HH","5","","","","2"
"No","2016","Brandenburg","(Married) couple without C. ","4","","","","2"
"No","2016","Brandenburg","Single parent ","","","","","2"
"No","2016","Brandenburg","Couple + C. LE 16 ","12","","","","2"
"No","2016","Brandenburg","Couple + C. GT 16 ","6","","","","2"
"No","2016","Brandenburg","Couple + C. LE and GT 16","6","","","","2"
"No","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","2","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","3","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2016","Hamburg","Single parent ","2","","","","2"
"No","2016","Hamburg","Couple + C. LE 16 ","21","","","","2"
"No","2016","Hamburg","Couple + C. GT 16 ","8","","","","2"
"No","2016","Hamburg","Couple + C. LE and GT 16","11","","","","2"
"No","2016","Lower Saxony","1-pers.-HH","17","","","","2"
"No","2016","Berlin","Single parent ","3","","","","2"
"No","2016","Berlin","Couple + C. LE 16 ","31","0.134202652603273","0.0853468712672792","0.183058433939268","2"
"No","2016","Berlin","Couple + C. GT 16 ","4","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","","","2"
"No","2016","Saxony","1-pers.-HH","4","","","","2"
"No","2016","Saxony","(Married) couple without C. ","10","","","","2"
"No","2016","Saxony","Single parent ","4","","","","2"
"No","2016","Saxony","Couple + C. LE 16 ","14","","","","2"
"No","2016","Saxony","Couple + C. GT 16 ","3","","","","2"
"No","2016","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2016","Saxony-Anhalt","1-pers.-HH","5","","","","2"
"No","2016","Saxony-Anhalt","(Married) couple without C. ","8","","","","2"
"No","2016","Saxony-Anhalt","Single parent ","1","","","","2"
"No","2016","Saxony-Anhalt","Couple + C. LE 16 ","10","","","","2"
"No","2016","Saxony-Anhalt","Couple + C. GT 16 ","4","","","","2"
"No","2016","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"No","2016","Thuringia","1-pers.-HH","6","","","","2"
"No","2016","Thuringia","(Married) couple without C. ","14","","","","2"
"No","2016","Thuringia","Single parent ","3","","","","2"
"No","2016","Thuringia","Couple + C. LE 16 ","22","","","","2"
"No","2016","Thuringia","Couple + C. GT 16 ","6","","","","2"
"No","2016","Thuringia","Couple + C. LE and GT 16","1","","","","2"
"No","2016","Lower Saxony","(Married) couple without C. ","49","0.0751515319821386","0.0559479157766113","0.094355148187666","2"
"No","2016","Lower Saxony","Single parent ","28","","","","2"
"No","2016","Lower Saxony","Couple + C. LE 16 ","98","0.132273546160139","0.103959974111094","0.160587118209184","2"
"No","2016","Lower Saxony","Couple + C. GT 16 ","19","","","","2"
"No","2016","Lower Saxony","Couple + C. LE and GT 16","41","0.258242266818709","0.200276613163436","0.316207920473981","2"
"No","2016","Bremen","1-pers.-HH","4","","","","2"
"No","2016","Bremen","(Married) couple without C. ","4","","","","2"
"No","2016","Bremen","Single parent ","1","","","","2"
"No","2016","Bremen","Couple + C. LE 16 ","10","","","","2"
"No","2016","Bremen","Couple + C. GT 16 ","6","","","","2"
"No","2016","Bremen","Couple + C. LE and GT 16","10","","","","2"
"No","2016","North Rhine-Westphalia","1-pers.-HH","59","0.0817208640443535","0.0603128391224467","0.10312888896626","2"
"No","2016","North Rhine-Westphalia","(Married) couple without C. ","123","0.0870601774137721","0.0723239511781496","0.101796403649395","2"
"No","2016","North Rhine-Westphalia","Single parent ","56","0.123134955700587","0.0926734485327553","0.153596462868419","2"
"No","2016","North Rhine-Westphalia","Couple + C. LE 16 ","325","0.192404114304899","0.170767105349981","0.214041123259817","2"
"No","2016","North Rhine-Westphalia","Couple + C. GT 16 ","100","0.104926730188122","0.0820769813458341","0.12777647903041","2"
"No","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","106","0.214354637043494","0.178203229692983","0.250506044394005","2"
"No","2016","Hesse","1-pers.-HH","32","0.102519665377508","0.0623459411350632","0.142693389619954","2"
"No","2016","Hesse","(Married) couple without C. ","59","0.122082208948919","0.0930060707185592","0.15115834717928","2"
"No","2016","Hesse","Single parent ","18","","","","2"
"No","2016","Hesse","Couple + C. LE 16 ","84","0.213438574841908","0.173184547887538","0.253692601796279","2"
"No","2016","Hesse","Couple + C. GT 16 ","20","","","","2"
"No","2016","Hesse","Couple + C. LE and GT 16","36","0.456525123824405","0.371227973766361","0.54182227388245","2"
"No","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","18","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","29","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Single parent ","18","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","101","0.21589572668388","0.173334924960872","0.258456528406887","2"
"No","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","26","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","26","","","","2"
"No","2016","Baden-Württemberg","1-pers.-HH","46","0.116355824025524","0.0833699837815748","0.149341664269474","2"
"No","2016","Baden-Württemberg","(Married) couple without C. ","81","0.109759393193477","0.0876084653630143","0.131910321023939","2"
"No","2016","Baden-Württemberg","Single parent ","32","0.165154426523172","0.11619907901792","0.214109774028425","2"
"No","2016","Baden-Württemberg","Couple + C. LE 16 ","187","0.181165392249874","0.15432458560996","0.208006198889788","2"
"No","2016","Baden-Württemberg","Couple + C. GT 16 ","52","0.147138951240019","0.109920230889506","0.184357671590532","2"
"No","2016","Baden-Württemberg","Couple + C. LE and GT 16","56","0.333812146962565","0.280888764380832","0.386735529544298","2"
"No","2016","Bavaria","1-pers.-HH","60","0.081037369414755","0.0579133783426463","0.104161360486864","2"
"No","2016","Bavaria","(Married) couple without C. ","125","0.115017088053262","0.0964643696885762","0.133569806417948","2"
"No","2016","Bavaria","Single parent ","23","","","","2"
"No","2016","Bavaria","Couple + C. LE 16 ","213","0.184683967614486","0.160351934526256","0.209016000702717","2"
"No","2016","Bavaria","Couple + C. GT 16 ","41","0.164007108017706","0.131188036581314","0.196826179454098","2"
"No","2016","Bavaria","Couple + C. LE and GT 16","62","0.235327821741695","0.19186861145399","0.2787870320294","2"
"No","2016","Berlin","1-pers.-HH","24","","","","2"
"No","2016","Berlin","(Married) couple without C. ","33","0.0765927094098179","0.0464485718667074","0.106736846952928","2"
"Yes","2016","Hamburg","Couple + C. LE and GT 16","29","","","","1"
"Yes","2016","Lower Saxony","1-pers.-HH","279","0.965898490038207","0.945223048941033","0.986573931135381","1"
"Yes","2016","Schleswig-Holstein","1-pers.-HH","122","0.955625262118654","0.920089556198013","0.991160968039296","1"
"Yes","2016","Schleswig-Holstein","(Married) couple without C. ","202","0.89092617508244","0.850639140278461","0.93121320988642","1"
"Yes","2016","Schleswig-Holstein","Single parent ","67","0.977878661771341","0.943175285553855","1.01258203798883","1"
"Yes","2016","Schleswig-Holstein","Couple + C. LE 16 ","205","0.910939210681939","0.874444650808121","0.947433770555757","1"
"Yes","2016","Schleswig-Holstein","Couple + C. GT 16 ","82","0.898814541468456","0.83970709629269","0.957921986644222","1"
"Yes","2016","Schleswig-Holstein","Couple + C. LE and GT 16","33","0.593003532118091","0.444427961796598","0.741579102439584","1"
"Yes","2016","Hamburg","1-pers.-HH","64","0.927912143557506","0.86775275663659","0.988071530478422","1"
"Yes","2016","Hamburg","(Married) couple without C. ","114","0.924648491240806","0.878559507991083","0.970737474490528","1"
"Yes","2016","Hamburg","Single parent ","42","0.933926416069439","0.860527099750219","1.00732573238866","1"
"Yes","2016","Hamburg","Couple + C. LE 16 ","78","0.870512301768242","0.804377172678701","0.936647430857783","1"
"Yes","2016","Hamburg","Couple + C. GT 16 ","33","0.768304784703936","0.639158634595608","0.897450934812265","1"
"Yes","2016","Lower Saxony","(Married) couple without C. ","675","0.924848468017861","0.905644851812334","0.944052084223389","1"
"Yes","2016","Lower Saxony","Single parent ","200","0.861163778774403","0.816281496035395","0.90604606151341","1"
"Yes","2016","Lower Saxony","Couple + C. LE 16 ","452","0.867726453839861","0.839412881790816","0.896040025888906","1"
"Yes","2016","Lower Saxony","Couple + C. GT 16 ","275","0.955769315589157","0.932266883989411","0.979271747188904","1"
"Yes","2016","Lower Saxony","Couple + C. LE and GT 16","178","0.741757733181291","0.683792079526019","0.799723386836564","1"
"Yes","2016","Bremen","1-pers.-HH","22","","","","1"
"Yes","2016","Bremen","(Married) couple without C. ","36","0.974953424205773","0.926526798402679","1.02338005000887","1"
"Yes","2016","Bremen","Single parent ","26","","","","1"
"Yes","2016","Bremen","Couple + C. LE 16 ","35","0.65614014315031","0.517358866685467","0.794921419615153","1"
"Yes","2016","Bremen","Couple + C. GT 16 ","15","","","","1"
"Yes","2016","Bremen","Couple + C. LE and GT 16","7","","","","1"
"Yes","2016","North Rhine-Westphalia","1-pers.-HH","570","0.918279135955646","0.89687111103374","0.939687160877553","1"
"Yes","2016","North Rhine-Westphalia","(Married) couple without C. ","1283","0.912939822586228","0.898203596350605","0.92767604882185","1"
"Yes","2016","Berlin","Couple + C. GT 16 ","48","0.95064278564703","0.89176785372478","1.00951771756928","1"
"Yes","2016","North Rhine-Westphalia","Single parent ","391","0.876865044299413","0.846403537131581","0.907326551467245","1"
"Yes","2016","North Rhine-Westphalia","Couple + C. LE 16 ","950","0.807595885695101","0.785958876740183","0.829232894650019","1"
"Yes","2016","North Rhine-Westphalia","Couple + C. GT 16 ","591","0.895073269811878","0.87222352096959","0.917923018654166","1"
"Yes","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","389","0.785645362956506","0.749493955605995","0.821796770307017","1"
"Yes","2016","Hesse","1-pers.-HH","187","0.897480334622492","0.857306610380046","0.937654058864937","1"
"Yes","2016","Hesse","(Married) couple without C. ","428","0.87791779105108","0.84884165282072","0.906993929281441","1"
"Yes","2016","Hesse","Single parent ","135","0.852051666510769","0.79579287751205","0.908310455509489","1"
"Yes","2016","Hesse","Couple + C. LE 16 ","314","0.786561425158092","0.746307398203721","0.826815452112462","1"
"Yes","2016","Hesse","Couple + C. GT 16 ","159","0.933400938518151","0.896875978711242","0.96992589832506","1"
"Yes","2016","Hesse","Couple + C. LE and GT 16","95","0.543474876175595","0.45817772611755","0.628772026233639","1"
"Yes","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","190","0.931427250106217","0.897082000556997","0.965772499655437","1"
"Yes","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","395","0.92839117022945","0.903848944194949","0.952933396263952","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Single parent ","119","0.892737484970267","0.84092031611239","0.944554653828144","1"
"Yes","2016","Berlin","(Married) couple without C. ","266","0.923407290590182","0.893263153047072","0.953551428133293","1"
"Yes","2016","Berlin","Single parent ","89","0.955647794211824","0.913578936482246","0.997716651941401","1"
"Yes","2016","Berlin","Couple + C. LE 16 ","156","0.865797347396727","0.816941566060733","0.914653128732721","1"
