"plj0014_v3","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"No","1998","Couple + C. LE 16 ","East Germany","1","","",""
"No","1998","Couple + C. GT 16 ","West Germany","452","0.138440862033549","0.122414853857888","0.15446687020921"
"No","1998","Couple + C. GT 16 ","East Germany","1","","",""
"No","1998","Couple + C. LE and GT 16","West Germany","250","0.223622615574905","0.195935178014457","0.251310053135353"
"No","1998","Couple + C. LE and GT 16","East Germany","1","","",""
"Yes","1999","1-pers.-HH","West Germany","1163","0.9423427496973","0.92953817083181","0.95514732856279"
"Yes","1999","1-pers.-HH","East Germany","424","0.993929829371178","0.986553817563182","1.00130584117917"
"Yes","1999","(Married) couple without C. ","West Germany","2608","0.918610044155744","0.908772942847997","0.928447145463492"
"Yes","1999","(Married) couple without C. ","East Germany","1178","0.999113349030474","0.997414421257768","1.00081227680318"
"Yes","1999","Single parent ","West Germany","432","0.903764062681506","0.87806785658216","0.929460268780851"
"Yes","1999","Single parent ","East Germany","213","1","1","1"
"Yes","1999","Couple + C. LE 16 ","West Germany","1869","0.861138129960449","0.847048670613876","0.875227589307022"
"Yes","1999","Couple + C. LE 16 ","East Germany","717","0.995529320906846","0.9906563297953","1.00040231201839"
"Yes","1999","Couple + C. GT 16 ","West Germany","1317","0.856670780084326","0.840234621727261","0.873106938441392"
"Yes","1999","Couple + C. GT 16 ","East Germany","762","0.998721576150242","0.99618618208003","1.00125697022045"
"Yes","1999","Couple + C. LE and GT 16","West Germany","594","0.805414632249338","0.777843770049804","0.832985494448873"
"Yes","1999","Couple + C. LE and GT 16","East Germany","371","0.99668768150258","0.990848900163211","1.00252646284195"
"No","1999","1-pers.-HH","West Germany","110","0.0576572503027001","0.0448526714372102","0.0704618291681899"
"No","1999","1-pers.-HH","East Germany","2","","",""
"No","1999","(Married) couple without C. ","West Germany","360","0.0813899558442556","0.0715528545365083","0.091227057152003"
"No","1999","(Married) couple without C. ","East Germany","1","","",""
"No","1999","Single parent ","West Germany","74","0.0962359373184943","0.0705397312191488","0.12193214341784"
"No","1999","Single parent ","East Germany","","","",""
"No","1999","Couple + C. LE 16 ","West Germany","445","0.138861870039551","0.124772410692978","0.152951329386124"
"No","1999","Couple + C. LE 16 ","East Germany","3","","",""
"No","1999","Couple + C. GT 16 ","West Germany","429","0.143329219915674","0.126893061558608","0.159765378272739"
"No","1999","Couple + C. GT 16 ","East Germany","1","","",""
"No","1999","Couple + C. LE and GT 16","West Germany","198","0.194585367750662","0.167014505551127","0.222156229950196"
"No","1999","Couple + C. LE and GT 16","East Germany","1","","",""
"Yes","2000","1-pers.-HH","West Germany","2425","0.947561795134077","0.938988657515971","0.956134932752183"
"Yes","2000","1-pers.-HH","East Germany","770","0.994534020312857","0.989339787167002","0.999728253458712"
"Yes","2000","(Married) couple without C. ","West Germany","5251","0.929167677181748","0.92251701681912","0.935818337544377"
"Yes","2000","(Married) couple without C. ","East Germany","1874","0.999145441382974","0.997823181083619","1.00046770168233"
"Yes","2000","Single parent ","West Germany","788","0.90174996766438","0.88213959375652","0.921360341572239"
"Yes","2000","Single parent ","East Germany","318","0.992516164895194","0.983088015097149","1.00194431469324"
"Yes","2000","Couple + C. LE 16 ","West Germany","3540","0.84394891413249","0.832993197812105","0.854904630452875"
"Yes","2000","Couple + C. LE 16 ","East Germany","1034","0.992749975795315","0.987606228589757","0.997893723000872"
"Yes","2000","Couple + C. GT 16 ","West Germany","2324","0.863426342703606","0.850763390080719","0.876089295326493"
"Yes","2000","Couple + C. GT 16 ","East Germany","1139","0.995791984115639","0.992039248455848","0.999544719775429"
"Yes","2000","Couple + C. LE and GT 16","West Germany","1171","0.818067217777356","0.798071820024999","0.838062615529712"
"Yes","2000","Couple + C. LE and GT 16","East Germany","517","0.998338692959295","0.994831601306135","1.00184578461245"
"No","2000","1-pers.-HH","West Germany","172","0.052438204865923","0.0438650672478174","0.0610113424840287"
"No","2000","1-pers.-HH","East Germany","4","","",""
"No","2000","(Married) couple without C. ","West Germany","465","0.0708323228182517","0.0641816624556232","0.0774829831808802"
"No","2000","(Married) couple without C. ","East Germany","2","","",""
"No","2000","Single parent ","West Germany","97","0.0982500323356204","0.0786396584277605","0.11786040624348"
"No","2000","Single parent ","East Germany","3","","",""
"No","2000","Couple + C. LE 16 ","West Germany","675","0.15605108586751","0.145095369547125","0.167006802187895"
"No","2000","Couple + C. LE 16 ","East Germany","11","","",""
"No","2000","Couple + C. GT 16 ","West Germany","501","0.136573657296394","0.123910704673507","0.149236609919281"
"No","2000","Couple + C. GT 16 ","East Germany","4","","",""
"No","2000","Couple + C. LE and GT 16","West Germany","259","0.181932782222645","0.161937384470288","0.201928179975001"
"No","2000","Couple + C. LE and GT 16","East Germany","1","","",""
"Yes","2001","1-pers.-HH","West Germany","2157","0.950890338884871","0.942056951198584","0.959723726571158"
"Yes","2001","1-pers.-HH","East Germany","720","0.997200261040341","0.993346103573542","1.00105441850714"
"Yes","2001","(Married) couple without C. ","West Germany","4678","0.926941158436559","0.919810939643469","0.934071377229649"
"Yes","2001","(Married) couple without C. ","East Germany","1799","0.999092673148813","0.997702157107398","1.00048318919023"
"Yes","2001","Single parent ","West Germany","725","0.897744865523115","0.876943669161788","0.918546061884442"
"Yes","2001","Single parent ","East Germany","313","0.99488989394155","0.98701589629364","1.00276389158946"
"Yes","2001","Couple + C. LE 16 ","West Germany","3246","0.844692161158479","0.833243733634968","0.85614058868199"
"Yes","2001","Couple + C. LE 16 ","East Germany","924","0.998979515223157","0.996921925503924","1.00103710494239"
"Yes","2001","Couple + C. GT 16 ","West Germany","2185","0.870771828213789","0.857892545678564","0.883651110749015"
"Yes","2001","Couple + C. GT 16 ","East Germany","1042","0.997969539072747","0.995237657316374","1.00070142082912"
"Yes","2001","Couple + C. LE and GT 16","West Germany","1022","0.814014875431987","0.792384313481251","0.835645437382722"
"Yes","2001","Couple + C. LE and GT 16","East Germany","508","0.998096468319461","0.994309815278766","1.00188312136016"
"No","2001","1-pers.-HH","West Germany","142","0.0491096611151292","0.0402762734288423","0.0579430488014161"
"No","2001","1-pers.-HH","East Germany","2","","",""
"No","2001","(Married) couple without C. ","West Germany","439","0.0730588415634412","0.0659286227703512","0.0801890603565312"
"No","2001","(Married) couple without C. ","East Germany","2","","",""
"No","2001","Single parent ","West Germany","90","0.102255134476885","0.0814539381155579","0.123056330838211"
"No","2001","Single parent ","East Germany","2","","",""
"No","2001","Couple + C. LE 16 ","West Germany","599","0.155307838841521","0.14385941131801","0.166756266365032"
"No","2001","Couple + C. LE 16 ","East Germany","1","","",""
"No","2001","Couple + C. GT 16 ","West Germany","421","0.129228171786211","0.116348889250985","0.142107454321436"
"No","2001","Couple + C. GT 16 ","East Germany","1","","",""
"No","2001","Couple + C. LE and GT 16","West Germany","221","0.185985124568013","0.164354562617278","0.207615686518749"
"No","2001","Couple + C. LE and GT 16","East Germany","1","","",""
"Yes","2002","1-pers.-HH","West Germany","2169","0.952669354918259","0.943981770143876","0.961356939692641"
"Yes","2002","1-pers.-HH","East Germany","727","0.992144939897086","0.985740974479","0.998548905315171"
"Yes","2002","(Married) couple without C. ","West Germany","5214","0.924895201593442","0.91803439829636","0.931756004890524"
"Yes","2002","(Married) couple without C. ","East Germany","1814","0.996809253271282","0.994216845299114","0.99940166124345"
"Yes","2002","Single parent ","West Germany","756","0.902000353797319","0.881906386044033","0.922094321550604"
"Yes","2002","Single parent ","East Germany","296","1","1","1"
"Yes","2002","Couple + C. LE 16 ","West Germany","3366","0.848920685606917","0.837666622371482","0.860174748842352"
"Yes","2002","Couple + C. LE 16 ","East Germany","873","0.998735137074177","0.996378789937758","1.0010914842106"
"Yes","2002","Couple + C. GT 16 ","West Germany","2530","0.871675790304329","0.859484326982836","0.883867253625821"
"Yes","2002","Couple + C. GT 16 ","East Germany","1122","1","1","1"
"Yes","2002","Couple + C. LE and GT 16","West Germany","1262","0.821160133067431","0.801708531440919","0.840611734693943"
"Yes","2002","Couple + C. LE and GT 16","East Germany","463","0.998535414400394","0.995059566766812","1.00201126203398"
"No","2002","1-pers.-HH","West Germany","126","0.0473306450817415","0.0386430603073592","0.0560182298561239"
"No","2002","1-pers.-HH","East Germany","3","","",""
"No","2002","(Married) couple without C. ","West Germany","455","0.0751047984065575","0.0682439951094755","0.0819656017036396"
"No","2002","(Married) couple without C. ","East Germany","4","","",""
"No","2002","Single parent ","West Germany","85","0.0979996462026815","0.0779056784493958","0.118093613955967"
"No","2002","Single parent ","East Germany","","","",""
"No","2002","Couple + C. LE 16 ","West Germany","524","0.151079314393083","0.139825251157648","0.162333377628518"
"No","2002","Couple + C. LE 16 ","East Germany","1","","",""
"No","2002","Couple + C. GT 16 ","West Germany","361","0.128324209695671","0.116132746374179","0.140515673017163"
"No","2002","Couple + C. GT 16 ","East Germany","","","",""
"No","2002","Couple + C. LE and GT 16","West Germany","229","0.178839866932569","0.159388265306057","0.19829146855908"
"No","2002","Couple + C. LE and GT 16","East Germany","2","","",""
"Yes","2003","1-pers.-HH","West Germany","2157","0.953582652692103","0.94493551866289","0.962229786721317"
"Yes","2003","1-pers.-HH","East Germany","719","0.995470988770555","0.990573251383354","1.00036872615776"
"Yes","2003","(Married) couple without C. ","West Germany","5055","0.923534714591735","0.916493723157784","0.930575706025687"
"Yes","2003","(Married) couple without C. ","East Germany","1856","0.996260749645291","0.9934877252742","0.999033774016381"
"Yes","2003","Single parent ","West Germany","750","0.89332754635416","0.872402016785093","0.914253075923227"
"Yes","2003","Single parent ","East Germany","286","1","1","1"
"Yes","2003","Couple + C. LE 16 ","West Germany","3098","0.851290315678233","0.839631984311269","0.862948647045198"
"Yes","2003","Couple + C. LE 16 ","East Germany","815","1","1","1"
"Yes","2003","Couple + C. GT 16 ","West Germany","2512","0.87546922904037","0.863312773963676","0.887625684117063"
"Yes","2003","Couple + C. GT 16 ","East Germany","1125","1","1","1"
"Yes","2003","Couple + C. LE and GT 16","West Germany","1211","0.812390850445586","0.792149406237974","0.832632294653199"
"Yes","2003","Couple + C. LE and GT 16","East Germany","414","0.991015412816846","0.981969566226166","1.00006125940753"
"No","2003","1-pers.-HH","West Germany","117","0.0464173473078969","0.0377702132786835","0.0550644813371104"
"No","2003","1-pers.-HH","East Germany","3","","",""
"No","2003","(Married) couple without C. ","West Germany","417","0.0764652854082647","0.0694242939743133","0.0835062768422161"
"No","2003","(Married) couple without C. ","East Germany","5","","",""
"No","2003","Single parent ","West Germany","86","0.10667245364584","0.085746924076773","0.127597983214907"
"No","2003","Single parent ","East Germany","","","",""
"No","2003","Couple + C. LE 16 ","West Germany","480","0.148709684321767","0.137051352954802","0.160368015688731"
"No","2003","Couple + C. LE 16 ","East Germany","","","",""
"No","2003","Couple + C. GT 16 ","West Germany","322","0.12453077095963","0.112374315882937","0.136687226036324"
"No","2003","Couple + C. GT 16 ","East Germany","","","",""
"No","2003","Couple + C. LE and GT 16","West Germany","218","0.187609149554414","0.167367705346801","0.207850593762026"
"No","2003","Couple + C. LE and GT 16","East Germany","4","","",""
"Yes","2004","1-pers.-HH","West Germany","2112","0.958678620029409","0.95039555159407","0.966961688464749"
"Yes","2004","1-pers.-HH","East Germany","718","0.996147114846759","0.991625066187229","1.00066916350629"
"Yes","2004","(Married) couple without C. ","West Germany","5070","0.920166383703666","0.912984459515928","0.927348307891405"
"Yes","2004","(Married) couple without C. ","East Germany","1819","0.996515421878549","0.993810393214422","0.999220450542676"
"Yes","2004","Single parent ","West Germany","725","0.882444815179563","0.860236936164404","0.904652694194722"
"Yes","2004","Single parent ","East Germany","290","1","1","1"
"Yes","2004","Couple + C. LE 16 ","West Germany","2893","0.857926824978855","0.846045728516753","0.869807921440957"
"Yes","2004","Couple + C. LE 16 ","East Germany","752","1","1","1"
"Yes","2004","Couple + C. GT 16 ","West Germany","2487","0.870046610088819","0.857585207588261","0.882508012589377"
"Yes","2004","Couple + C. GT 16 ","East Germany","1129","1","1","1"
"Yes","2004","Couple + C. LE and GT 16","West Germany","1197","0.803822231981699","0.783065435264101","0.824579028699298"
"Yes","2004","Couple + C. LE and GT 16","East Germany","386","0.990961718507268","0.981569089735106","1.00035434727943"
"No","2004","1-pers.-HH","West Germany","106","0.0413213799705909","0.0330383115352514","0.0496044484059304"
"No","2004","1-pers.-HH","East Germany","3","","",""
"No","2004","(Married) couple without C. ","West Germany","401","0.0798336162963336","0.072651692108595","0.0870155404840722"
"No","2004","(Married) couple without C. ","East Germany","4","","",""
"No","2004","Single parent ","West Germany","83","0.117555184820437","0.0953473058052781","0.139763063835596"
"No","2004","Single parent ","East Germany","","","",""
"No","2004","Couple + C. LE 16 ","West Germany","424","0.142073175021145","0.130192078559043","0.153954271483247"
"No","2004","Couple + C. LE 16 ","East Germany","","","",""
"No","2004","Couple + C. GT 16 ","West Germany","310","0.129953389911181","0.117491987410624","0.142414792411739"
"No","2004","Couple + C. GT 16 ","East Germany","","","",""
"No","2004","Couple + C. LE and GT 16","West Germany","209","0.196177768018301","0.175420971300702","0.216934564735899"
"No","2004","Couple + C. LE and GT 16","East Germany","4","","",""
"Yes","2005","1-pers.-HH","West Germany","2140","0.959892482537632","0.951777877225762","0.968007087849502"
"Yes","2005","1-pers.-HH","East Germany","727","0.990540319074301","0.983523121163384","0.997557516985218"
"Yes","2005","(Married) couple without C. ","West Germany","4911","0.912943804168641","0.905349674855183","0.920537933482099"
"Yes","2005","(Married) couple without C. ","East Germany","1764","0.991293064637601","0.986964985910589","0.995621143364613"
"Yes","2005","Single parent ","West Germany","727","0.887301962045243","0.865457364426579","0.909146559663907"
"Yes","2005","Single parent ","East Germany","306","1","1","1"
"Yes","2005","Couple + C. LE 16 ","West Germany","2649","0.859366078810162","0.846985737981369","0.871746419638956"
"Yes","2005","Couple + C. LE 16 ","East Germany","698","1","1","1"
"Yes","2005","Couple + C. GT 16 ","West Germany","2319","0.859516579553352","0.846187986121574","0.872845172985129"
"Yes","2005","Couple + C. GT 16 ","East Germany","1051","1","1","1"
"Yes","2005","Couple + C. LE and GT 16","West Germany","1129","0.801438079684902","0.780031210988023","0.822844948381781"
"Yes","2005","Couple + C. LE and GT 16","East Germany","370","0.989547014904507","0.97923957830848","0.999854451500533"
"No","2005","1-pers.-HH","West Germany","106","0.0401075174623681","0.0319929121504985","0.0482221227742376"
"No","2005","1-pers.-HH","East Germany","4","","",""
"No","2005","(Married) couple without C. ","West Germany","383","0.0870561958313591","0.0794620665179014","0.0946503251448167"
"No","2005","(Married) couple without C. ","East Germany","6","","",""
"No","2005","Single parent ","West Germany","78","0.112698037954757","0.0908534403360928","0.134542635573421"
"No","2005","Single parent ","East Germany","","","",""
"No","2005","Couple + C. LE 16 ","West Germany","380","0.140633921189838","0.128253580361044","0.153014262018632"
"No","2005","Couple + C. LE 16 ","East Germany","","","",""
"No","2005","Couple + C. GT 16 ","West Germany","292","0.140483420446648","0.127154827014871","0.153812013878426"
"No","2005","Couple + C. GT 16 ","East Germany","","","",""
"No","2005","Couple + C. LE and GT 16","West Germany","205","0.198561920315098","0.177155051618219","0.219968789011977"
"No","2005","Couple + C. LE and GT 16","East Germany","4","","",""
"Yes","2006","1-pers.-HH","West Germany","2424","0.959718602287513","0.952048032280655","0.96738917229437"
"Yes","2006","1-pers.-HH","East Germany","830","0.997478025906423","0.994069956686525","1.00088609512632"
"Yes","2006","(Married) couple without C. ","West Germany","5530","0.90719605640475","0.899807248792696","0.914584864016804"
"Yes","2006","(Married) couple without C. ","East Germany","1960","0.992645023419877","0.988869969354502","0.996420077485252"
"Yes","2006","Single parent ","West Germany","798","0.903254221315355","0.883678532612947","0.922829910017763"
"Yes","2006","Single parent ","East Germany","295","1","1","1"
"Yes","2006","Couple + C. LE 16 ","West Germany","2835","0.844253694109106","0.831713458829801","0.856793929388411"
"Yes","2006","Couple + C. LE 16 ","East Germany","718","0.994854848401273","0.989628952060335","1.00008074474221"
"Yes","2006","Couple + C. GT 16 ","West Germany","2374","0.867304806778521","0.854302341082055","0.880307272474987"
"Yes","2006","Couple + C. GT 16 ","East Germany","1061","0.999558585293935","0.998295265332284","1.00082190525559"
"Yes","2006","Couple + C. LE and GT 16","West Germany","1011","0.798907010335142","0.776172138562108","0.821641882108175"
"Yes","2006","Couple + C. LE and GT 16","East Germany","294","0.966699274519854","0.946497044081462","0.986901504958247"
"No","2006","1-pers.-HH","West Germany","100","0.0402813977124874","0.03261082770563","0.0479519677193447"
"No","2006","1-pers.-HH","East Germany","2","","",""
"No","2006","(Married) couple without C. ","West Germany","394","0.0928039435952498","0.0854151359831958","0.100192751207304"
"No","2006","(Married) couple without C. ","East Germany","8","","",""
"No","2006","Single parent ","West Germany","78","0.096745778684645","0.0771700899822365","0.116321467387053"
"No","2006","Single parent ","East Germany","","","",""
"No","2006","Couple + C. LE 16 ","West Germany","377","0.155746305890894","0.143206070611589","0.168286541170199"
"No","2006","Couple + C. LE 16 ","East Germany","2","","",""
"No","2006","Couple + C. GT 16 ","West Germany","241","0.132695193221479","0.119692727525013","0.145697658917945"
"No","2006","Couple + C. GT 16 ","East Germany","1","","",""
"No","2006","Couple + C. LE and GT 16","West Germany","183","0.201092989664858","0.178358117891825","0.223827861437892"
"No","2006","Couple + C. LE and GT 16","East Germany","9","","",""
"Yes","2007","1-pers.-HH","West Germany","2300","0.952968815483187","0.944495452626173","0.961442178340201"
"Yes","2007","1-pers.-HH","East Germany","779","0.997187280081231","0.993473003983862","1.0009015561786"
"Yes","2007","(Married) couple without C. ","West Germany","5131","0.906199389632707","0.898483001173638","0.913915778091776"
"Yes","2007","(Married) couple without C. ","East Germany","1892","0.985651769806264","0.980308715138636","0.990994824473892"
"Yes","2007","Single parent ","West Germany","739","0.919194060832781","0.90026117556696","0.938126946098602"
"Yes","2007","Single parent ","East Germany","303","1","1","1"
"Yes","2007","Couple + C. LE 16 ","West Germany","2611","0.835998676674897","0.822627852098618","0.849369501251176"
"Yes","2007","Couple + C. LE 16 ","East Germany","645","0.995118808184507","0.989748535290526","1.00048908107849"
"Yes","2007","Couple + C. GT 16 ","West Germany","2299","0.864871997340487","0.851513999488863","0.878229995192111"
"Yes","2007","Couple + C. GT 16 ","East Germany","1025","0.998550719299657","0.99622410609776","1.00087733250155"
"Yes","2007","Couple + C. LE and GT 16","West Germany","931","0.823655060902373","0.800904458719148","0.846405663085598"
"Yes","2007","Couple + C. LE and GT 16","East Germany","264","0.991191497421582","0.979962600385243","1.00242039445792"
"No","2007","1-pers.-HH","West Germany","98","0.0470311845168133","0.0385578216597995","0.0555045473738271"
"No","2007","1-pers.-HH","East Germany","2","","",""
"No","2007","(Married) couple without C. ","West Germany","353","0.0938006103672932","0.0860842219082241","0.101516998826362"
"No","2007","(Married) couple without C. ","East Germany","11","","",""
"No","2007","Single parent ","West Germany","57","0.0808059391672192","0.0618730539013984","0.0997388244330401"
"No","2007","Single parent ","East Germany","","","",""
"No","2007","Couple + C. LE 16 ","West Germany","335","0.164001323325103","0.150630498748824","0.177372147901382"
"No","2007","Couple + C. LE 16 ","East Germany","2","","",""
"No","2007","Couple + C. GT 16 ","West Germany","217","0.135128002659513","0.121770004807889","0.148486000511137"
"No","2007","Couple + C. GT 16 ","East Germany","2","","",""
"No","2007","Couple + C. LE and GT 16","West Germany","147","0.176344939097627","0.153594336914402","0.199095541280852"
"No","2007","Couple + C. LE and GT 16","East Germany","2","","",""
"Yes","2008","1-pers.-HH","West Germany","2207","0.955691916912935","0.947265635027134","0.964118198798736"
"Yes","2008","1-pers.-HH","East Germany","766","0.998327017066617","0.995434788732013","1.00121924540122"
"Yes","2008","(Married) couple without C. ","West Germany","4895","0.903833799168731","0.895834506765995","0.911833091571467"
"Yes","2008","(Married) couple without C. ","East Germany","1857","0.98616748643574","0.980869610006042","0.991465362865439"
"Yes","2008","Single parent ","West Germany","749","0.897931345640836","0.877057129718608","0.918805561563064"
"Yes","2008","Single parent ","East Germany","281","0.991780433150547","0.981242491955754","1.00231837434534"
"Yes","2008","Couple + C. LE 16 ","West Germany","2310","0.829739375383801","0.81528920684604","0.844189543921562"
"Yes","2008","Couple + C. LE 16 ","East Germany","612","0.992325600771343","0.985434207623681","0.999216993919006"
"Yes","2008","Couple + C. GT 16 ","West Germany","2243","0.867130873127537","0.853671007551462","0.880590738703613"
"Yes","2008","Couple + C. GT 16 ","East Germany","928","0.99700802259903","0.993497796445647","1.00051824875241"
"Yes","2008","Couple + C. LE and GT 16","West Germany","855","0.849767900505838","0.827352076333786","0.872183724677889"
"Yes","2008","Couple + C. LE and GT 16","East Germany","239","0.995143099488667","0.986347512222749","1.00393868675459"
"No","2008","1-pers.-HH","West Germany","84","0.0443080830870646","0.0358818012012636","0.0527343649728655"
"No","2008","1-pers.-HH","East Germany","1","","",""
"No","2008","(Married) couple without C. ","West Germany","323","0.0961662008312691","0.0881669084285334","0.104165493234005"
"No","2008","(Married) couple without C. ","East Germany","10","","",""
"No","2008","Single parent ","West Germany","59","0.102068654359164","0.081194438436936","0.122942870281392"
"No","2008","Single parent ","East Germany","1","","",""
"No","2008","Couple + C. LE 16 ","West Germany","289","0.170260624616199","0.155810456078438","0.184710793153959"
"No","2008","Couple + C. LE 16 ","East Germany","4","","",""
"No","2008","Couple + C. GT 16 ","West Germany","200","0.132869126872463","0.119409261296387","0.146328992448538"
"No","2008","Couple + C. GT 16 ","East Germany","2","","",""
"No","2008","Couple + C. LE and GT 16","West Germany","121","0.150232099494162","0.127816275322111","0.172647923666214"
"No","2008","Couple + C. LE and GT 16","East Germany","1","","",""
"Yes","2009","1-pers.-HH","West Germany","2093","0.949583460095984","0.940373207499485","0.958793712692483"
"Yes","2009","1-pers.-HH","East Germany","740","0.995199064972254","0.990225543098437","1.00017258684607"
