"plj0014_v3","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2007","Couple + C. GT 16 ","Urban Area","1987","0.859548585553347","0.844909372330573","0.874187798776122"
"Yes","2007","Couple + C. LE 16 ","Rural Area","1083","0.942607740305219","0.928967762377464","0.956247718232973"
"Yes","2007","Couple + C. LE 16 ","Urban Area","2173","0.822728551691637","0.807686036738272","0.837771066645002"
"Yes","2007","Couple + C. LE and GT 16","Rural Area","441","0.946935872500154","0.926316237987904","0.967555507012404"
"Yes","2007","Couple + C. LE and GT 16","Urban Area","754","0.807631490887089","0.781735847869506","0.833527133904673"
"Yes","2007","Single parent ","Rural Area","392","0.937493216220003","0.913888159298379","0.961098273141626"
"Yes","2007","Single parent ","Urban Area","650","0.935443392499678","0.917173550375889","0.953713234623468"
"No","2008","(Married) couple without C. ","Rural Area","54","0.0492830376805098","0.0405295537609407","0.0580365216000788"
"No","2008","(Married) couple without C. ","Urban Area","279","0.09433098782833","0.0860065638875688","0.102655411769091"
"No","2008","1-pers.-HH","Rural Area","11","","",""
"No","2008","1-pers.-HH","Urban Area","74","0.0435476103079572","0.034818855668089","0.0522763649478253"
"No","2008","Couple + C. GT 16 ","Rural Area","36","0.0516534899110241","0.0395616558820589","0.0637453239399893"
"No","2008","Couple + C. GT 16 ","Urban Area","166","0.140999687008636","0.126064981122852","0.15593439289442"
"No","2008","Couple + C. LE 16 ","Rural Area","29","","",""
"No","2008","Couple + C. LE 16 ","Urban Area","264","0.184519194815988","0.168372155921229","0.200666233710747"
"No","2008","Couple + C. LE and GT 16","Rural Area","7","","",""
"No","2008","Couple + C. LE and GT 16","Urban Area","115","0.16029958390536","0.134812512313028","0.185786655497692"
"No","2008","Single parent ","Rural Area","13","","",""
"No","2008","Single parent ","Urban Area","47","0.08342234892273","0.0627899662321921","0.104054731613268"
"Yes","2008","(Married) couple without C. ","Rural Area","2295","0.95071696231949","0.941963478399921","0.959470446239059"
"Yes","2008","(Married) couple without C. ","Urban Area","4457","0.90566901217167","0.897344588230909","0.913993436112431"
"Yes","2008","1-pers.-HH","Rural Area","947","0.983321029864805","0.975211463808881","0.991430595920729"
"Yes","2008","1-pers.-HH","Urban Area","2026","0.956452389692043","0.947723635052175","0.965181144331911"
"Yes","2008","Couple + C. GT 16 ","Rural Area","1251","0.948346510088976","0.936254676060011","0.960438344117941"
"Yes","2008","Couple + C. GT 16 ","Urban Area","1920","0.859000312991364","0.84406560710558","0.873935018877148"
"Yes","2008","Couple + C. LE 16 ","Rural Area","969","0.941380172538282","0.92680587566373","0.955954469412835"
"Yes","2008","Couple + C. LE 16 ","Urban Area","1953","0.815480805184012","0.799333766289253","0.831627844078771"
"Yes","2008","Couple + C. LE and GT 16","Rural Area","413","0.958603644028796","0.939552369290465","0.977654918767127"
"Yes","2008","Couple + C. LE and GT 16","Urban Area","681","0.83970041609464","0.814213344502308","0.865187487686972"
"Yes","2008","Single parent ","Rural Area","387","0.916267486953486","0.889123333841413","0.943411640065559"
"Yes","2008","Single parent ","Urban Area","643","0.91657765107727","0.895945268386732","0.937210033767808"
"No","2009","(Married) couple without C. ","Rural Area","52","0.0482607448244982","0.039469484577508","0.0570520050714885"
"No","2009","(Married) couple without C. ","Urban Area","228","0.0927435225432362","0.0841706313676166","0.101316413718856"
"No","2009","1-pers.-HH","Rural Area","9","","",""
"No","2009","1-pers.-HH","Urban Area","68","0.050112489570572","0.0405720760154869","0.059652903125657"
"No","2009","Couple + C. GT 16 ","Rural Area","40","0.0736928008741023","0.058897979253553","0.0884876224946516"
"No","2009","Couple + C. GT 16 ","Urban Area","153","0.146488213999804","0.130862063083103","0.162114364916506"
"No","2009","Couple + C. LE 16 ","Rural Area","25","","",""
"No","2009","Couple + C. LE 16 ","Urban Area","199","0.168871506751387","0.151981513977001","0.185761499525774"
"No","2009","Couple + C. LE and GT 16","Rural Area","11","","",""
"No","2009","Couple + C. LE and GT 16","Urban Area","122","0.212499075268898","0.183827683636587","0.241170466901209"
"No","2009","Single parent ","Rural Area","8","","",""
"No","2009","Single parent ","Urban Area","45","0.0834756837486063","0.0618079788169517","0.105143388680261"
"Yes","2009","(Married) couple without C. ","Rural Area","2231","0.951739255175502","0.942947994928511","0.960530515422492"
"Yes","2009","(Married) couple without C. ","Urban Area","4170","0.907256477456764","0.898683586281144","0.915829368632383"
"Yes","2009","1-pers.-HH","Rural Area","892","0.980598371733775","0.971591989615305","0.989604753852245"
"Yes","2009","1-pers.-HH","Urban Area","1941","0.949887510429428","0.940347096874343","0.959427923984513"
"Yes","2009","Couple + C. GT 16 ","Rural Area","1158","0.926307199125898","0.911512377505348","0.941102020746447"
"Yes","2009","Couple + C. GT 16 ","Urban Area","1814","0.853511786000196","0.837885635083494","0.869137936916897"
"Yes","2009","Couple + C. LE 16 ","Rural Area","945","0.942584456434143","0.927944590449056","0.957224322419231"
"Yes","2009","Couple + C. LE 16 ","Urban Area","1691","0.831128493248613","0.814238500474226","0.848018486022999"
"Yes","2009","Couple + C. LE and GT 16","Rural Area","388","0.950011866445248","0.928629310404741","0.971394422485756"
"Yes","2009","Couple + C. LE and GT 16","Urban Area","660","0.787500924731102","0.758829533098791","0.816172316363413"
"Yes","2009","Single parent ","Rural Area","362","0.948012355162392","0.925391745830436","0.970632964494349"
"Yes","2009","Single parent ","Urban Area","581","0.916524316251394","0.894856611319739","0.938192021183048"
"No","2010","(Married) couple without C. ","Rural Area","46","0.0450245197729913","0.0362164465686987","0.053832592977284"
"No","2010","(Married) couple without C. ","Urban Area","207","0.0851133147235072","0.0766830534639171","0.0935435759830972"
"No","2010","1-pers.-HH","Rural Area","6","","",""
"No","2010","1-pers.-HH","Urban Area","51","0.0389094055171994","0.0302233204106795","0.0475954906237192"
"No","2010","Couple + C. GT 16 ","Rural Area","31","0.0817508874055764","0.0654556881676159","0.098046086643537"
"No","2010","Couple + C. GT 16 ","Urban Area","124","0.143410873361925","0.127237256779288","0.159584489944561"
"No","2010","Couple + C. LE 16 ","Rural Area","141","0.0780588193698828","0.0678392236293269","0.0882784151104386"
"No","2010","Couple + C. LE 16 ","Urban Area","718","0.196087974125586","0.185231700433209","0.206944247817964"
"No","2010","Couple + C. LE and GT 16","Rural Area","32","0.104325345407916","0.0795756794842815","0.12907501133155"
"No","2010","Couple + C. LE and GT 16","Urban Area","144","0.187393336598738","0.163631200721595","0.211155472475881"
"No","2010","Single parent ","Rural Area","16","","",""
"No","2010","Single parent ","Urban Area","93","0.106965769693672","0.0913405884386605","0.122590950948683"
"Yes","2010","(Married) couple without C. ","Rural Area","2083","0.954975480227009","0.946167407022716","0.963783553431301"
"Yes","2010","(Married) couple without C. ","Urban Area","4002","0.914886685276493","0.906456424016903","0.923316946536083"
"Yes","2010","1-pers.-HH","Rural Area","847","0.986404809691722","0.978633507238655","0.994176112144789"
"Yes","2010","1-pers.-HH","Urban Area","1853","0.961090594482801","0.952404509376281","0.96977667958932"
"Yes","2010","Couple + C. GT 16 ","Rural Area","1055","0.918249112594424","0.901953913356463","0.934544311832384"
"Yes","2010","Couple + C. GT 16 ","Urban Area","1680","0.856589126638075","0.840415510055439","0.872762743220712"
"Yes","2010","Couple + C. LE 16 ","Rural Area","2506","0.921941180630117","0.911721584889561","0.932160776370673"
"Yes","2010","Couple + C. LE 16 ","Urban Area","4420","0.803912025874414","0.793055752182036","0.814768299566791"
"Yes","2010","Couple + C. LE and GT 16","Rural Area","554","0.895674654592084","0.87092498866845","0.920424320515719"
"Yes","2010","Couple + C. LE and GT 16","Urban Area","892","0.812606663401262","0.788844527524119","0.836368799278405"
"Yes","2010","Single parent ","Rural Area","763","0.952671526525752","0.93776033998572","0.967582713065785"
"Yes","2010","Single parent ","Urban Area","1410","0.893034230306328","0.877409049051317","0.90865941156134"
"No","2011","(Married) couple without C. ","Rural Area","70","0.0476510427707917","0.0399270431284262","0.0553750424131572"
"No","2011","(Married) couple without C. ","Urban Area","228","0.0742507506713063","0.0671404955023062","0.0813610058403064"
"No","2011","1-pers.-HH","Rural Area","15","","",""
"No","2011","1-pers.-HH","Urban Area","79","0.0450305362665955","0.0368208844724824","0.0532401880607087"
"No","2011","Couple + C. GT 16 ","Rural Area","28","","",""
"No","2011","Couple + C. GT 16 ","Urban Area","129","0.114147269784851","0.100334755748397","0.127959783821306"
"No","2011","Couple + C. LE 16 ","Rural Area","43","0.064987241141258","0.0515459913199081","0.078428490962608"
"No","2011","Couple + C. LE 16 ","Urban Area","227","0.136260868584383","0.122953274113592","0.149568463055174"
"No","2011","Couple + C. LE and GT 16","Rural Area","18","","",""
"No","2011","Couple + C. LE and GT 16","Urban Area","133","0.179220946263123","0.154107772504239","0.204334120022007"
"No","2011","Single parent ","Rural Area","10","","",""
"No","2011","Single parent ","Urban Area","72","0.090047341095752","0.0732830989342683","0.106811583257236"
"Yes","2011","(Married) couple without C. ","Rural Area","2852","0.952348957229208","0.944624957586843","0.960072956871574"
"Yes","2011","(Married) couple without C. ","Urban Area","4995","0.925749249328694","0.918638994159694","0.932859504497694"
"Yes","2011","1-pers.-HH","Rural Area","1108","0.977268287414376","0.968551003434869","0.985985571393883"
"Yes","2011","1-pers.-HH","Urban Area","2372","0.954969463733404","0.946759811939291","0.963179115527518"
"Yes","2011","Couple + C. GT 16 ","Rural Area","1137","0.948465303892089","0.935769923672696","0.961160684111482"
"Yes","2011","Couple + C. GT 16 ","Urban Area","1907","0.885852730215149","0.872040216178694","0.899665244251603"
"Yes","2011","Couple + C. LE 16 ","Rural Area","1249","0.935012758858742","0.921571509037392","0.948454008680092"
"Yes","2011","Couple + C. LE 16 ","Urban Area","2326","0.863739131415617","0.850431536944826","0.877046725886408"
"Yes","2011","Couple + C. LE and GT 16","Rural Area","496","0.899177055861099","0.873147375962844","0.925206735759353"
"Yes","2011","Couple + C. LE and GT 16","Urban Area","763","0.820779053736877","0.795665879977993","0.845892227495762"
"Yes","2011","Single parent ","Rural Area","525","0.953761898938586","0.935967178087989","0.971556619789184"
"Yes","2011","Single parent ","Urban Area","1048","0.909952658904248","0.893188416742764","0.926716901065732"
"No","2012","(Married) couple without C. ","Rural Area","56","0.0379177754328538","0.0311170647846146","0.0447184860810931"
"No","2012","(Married) couple without C. ","Urban Area","225","0.0806561045198132","0.0732384495511907","0.0880737594884357"
"No","2012","1-pers.-HH","Rural Area","15","","",""
"No","2012","1-pers.-HH","Urban Area","85","0.0492965210616391","0.0408857681425209","0.0577072739807574"
"No","2012","Couple + C. GT 16 ","Rural Area","28","","",""
"No","2012","Couple + C. GT 16 ","Urban Area","104","0.100524618602921","0.0872797896671305","0.113769447538712"
"No","2012","Couple + C. LE 16 ","Rural Area","127","0.0736279712925154","0.063623885586506","0.0836320569985247"
"No","2012","Couple + C. LE 16 ","Urban Area","535","0.172396060512524","0.161614486071503","0.183177634953545"
"No","2012","Couple + C. LE and GT 16","Rural Area","48","0.139905578848502","0.115561610686289","0.164249547010715"
"No","2012","Couple + C. LE and GT 16","Urban Area","186","0.229110913209895","0.205933484565161","0.252288341854629"
"No","2012","Single parent ","Rural Area","20","","",""
"No","2012","Single parent ","Urban Area","100","0.102115851795066","0.0881584168504409","0.116073286739691"
"Yes","2012","(Married) couple without C. ","Rural Area","2974","0.962082224567146","0.955281513918907","0.968882935215385"
"Yes","2012","(Married) couple without C. ","Urban Area","4952","0.919343895480187","0.911926240511564","0.926761550448809"
"Yes","2012","1-pers.-HH","Rural Area","1199","0.983628348473231","0.976489954520832","0.990766742425629"
"Yes","2012","1-pers.-HH","Urban Area","2460","0.950703478938361","0.942292726019243","0.959114231857479"
"Yes","2012","Couple + C. GT 16 ","Rural Area","1105","0.928349401680198","0.9133318623617","0.943366940998695"
"Yes","2012","Couple + C. GT 16 ","Urban Area","1876","0.899475381397079","0.886230552461288","0.912720210332869"
"Yes","2012","Couple + C. LE 16 ","Rural Area","2491","0.926372028707485","0.916367943001475","0.936376114413494"
"Yes","2012","Couple + C. LE 16 ","Urban Area","4180","0.827603939487476","0.816822365046455","0.838385513928497"
"Yes","2012","Couple + C. LE and GT 16","Rural Area","732","0.860094421151498","0.835750452989285","0.884438389313711"
"Yes","2012","Couple + C. LE and GT 16","Urban Area","1077","0.770889086790105","0.747711658145371","0.794066515434839"
"Yes","2012","Single parent ","Rural Area","956","0.94594217633836","0.931755366232798","0.960128986443921"
"Yes","2012","Single parent ","Urban Area","1708","0.897884148204934","0.883926713260309","0.911841583149559"
"No","2013","(Married) couple without C. ","Rural Area","50","0.0284200000785512","0.0223086066691557","0.0345313934879467"
"No","2013","(Married) couple without C. ","Urban Area","195","0.0608107899058301","0.0541146063076811","0.0675069735039792"
"No","2013","1-pers.-HH","Rural Area","15","","",""
"No","2013","1-pers.-HH","Urban Area","76","0.0327607670790107","0.0257120669996323","0.0398094671583892"
"No","2013","Couple + C. GT 16 ","Rural Area","25","","",""
"No","2013","Couple + C. GT 16 ","Urban Area","101","0.0616349164234883","0.050503324637915","0.0727665082090616"
"No","2013","Couple + C. LE 16 ","Rural Area","112","0.0368281318054413","0.0291360682989149","0.0445201953119677"
"No","2013","Couple + C. LE 16 ","Urban Area","467","0.0954536158824543","0.0865933583025379","0.104313873462371"
"No","2013","Couple + C. LE and GT 16","Rural Area","46","0.0503237218431504","0.0351178259988776","0.0655296176874233"
"No","2013","Couple + C. LE and GT 16","Urban Area","153","0.134565062285367","0.115540169153849","0.153589955416886"
"No","2013","Single parent ","Rural Area","13","","",""
"No","2013","Single parent ","Urban Area","98","0.052161299324314","0.0416008551247408","0.0627217435238871"
"Yes","2013","(Married) couple without C. ","Rural Area","2790","0.971579999921449","0.965468606512053","0.977691393330844"
"Yes","2013","(Married) couple without C. ","Urban Area","4698","0.93918921009417","0.932493026496021","0.945885393692319"
"Yes","2013","1-pers.-HH","Rural Area","1131","0.985177115526773","0.978180640284365","0.992173590769182"
"Yes","2013","1-pers.-HH","Urban Area","2374","0.967239232920989","0.960190532841611","0.974287933000368"
"Yes","2013","Couple + C. GT 16 ","Rural Area","988","0.951496802419089","0.938267643908895","0.964725960929284"
"Yes","2013","Couple + C. GT 16 ","Urban Area","1692","0.938365083576512","0.927233491790938","0.949496675362085"
"Yes","2013","Couple + C. LE 16 ","Rural Area","2191","0.963171868194559","0.955479804688032","0.970863931701085"
"Yes","2013","Couple + C. LE 16 ","Urban Area","3758","0.904546384117546","0.895686126537629","0.913406641697462"
"Yes","2013","Couple + C. LE and GT 16","Rural Area","748","0.94967627815685","0.934470382312577","0.964882174001122"
"Yes","2013","Couple + C. LE and GT 16","Urban Area","1083","0.865434937714633","0.846410044583114","0.884459830846151"
"Yes","2013","Single parent ","Rural Area","912","0.983462087427921","0.975243515096184","0.991680659759658"
"Yes","2013","Single parent ","Urban Area","1605","0.947838700675686","0.937278256476113","0.958399144875259"
"No","2014","(Married) couple without C. ","Rural Area","108","0.054636657779701","0.0463990549616852","0.0628742605977168"
"No","2014","(Married) couple without C. ","Urban Area","396","0.0861954396938131","0.0784838601092427","0.0939070192783835"
"No","2014","1-pers.-HH","Rural Area","36","0.0247244586862008","0.0157418142454285","0.0337071031269731"
"No","2014","1-pers.-HH","Urban Area","177","0.0649296397142763","0.0553054567626996","0.0745538226658529"
"No","2014","Couple + C. GT 16 ","Rural Area","72","0.0550868905152915","0.0410718528770234","0.0691019281535595"
"No","2014","Couple + C. GT 16 ","Urban Area","295","0.0995466901608474","0.086639792562254","0.112453587759441"
"No","2014","Couple + C. LE 16 ","Rural Area","226","0.0805913729097288","0.0693984763064541","0.0917842695130035"
"No","2014","Couple + C. LE 16 ","Urban Area","938","0.189740887150527","0.17840882854872","0.201072945752333"
"No","2014","Couple + C. LE and GT 16","Rural Area","88","0.100813921892964","0.080218933353516","0.121408910432412"
"No","2014","Couple + C. LE and GT 16","Urban Area","291","0.232374769339049","0.210461599197882","0.254287939480216"
"No","2014","Single parent ","Rural Area","41","0.0488630340268933","0.0343532178557477","0.0633728501980389"
"No","2014","Single parent ","Urban Area","168","0.1078125847918","0.0926630977262495","0.122962071857351"
"Yes","2014","(Married) couple without C. ","Rural Area","2816","0.945363342220299","0.937125739402283","0.953600945038315"
"Yes","2014","(Married) couple without C. ","Urban Area","4692","0.913804560306187","0.906092980721617","0.921516139890757"
"Yes","2014","1-pers.-HH","Rural Area","1112","0.975275541313799","0.966292896873027","0.984258185754572"
"Yes","2014","1-pers.-HH","Urban Area","2341","0.935070360285724","0.925446177334147","0.9446945432373"
"Yes","2014","Couple + C. GT 16 ","Rural Area","946","0.944913109484709","0.930898071846441","0.958928147122977"
"Yes","2014","Couple + C. GT 16 ","Urban Area","1772","0.900453309839153","0.887546412240559","0.913360207437746"
"Yes","2014","Couple + C. LE 16 ","Rural Area","2046","0.919408627090271","0.908215730486997","0.930601523693546"
"Yes","2014","Couple + C. LE 16 ","Urban Area","3661","0.810259112849473","0.798927054247667","0.82159117145128"
"Yes","2014","Couple + C. LE and GT 16","Rural Area","733","0.899186078107036","0.878591089567588","0.919781066646484"
"Yes","2014","Couple + C. LE and GT 16","Urban Area","1136","0.767625230660951","0.745712060519784","0.789538400802118"
"Yes","2014","Single parent ","Rural Area","807","0.951136965973107","0.936627149801961","0.965646782144252"
"Yes","2014","Single parent ","Urban Area","1442","0.8921874152082","0.877037928142649","0.907336902273751"
"No","2015","(Married) couple without C. ","Rural Area","165","0.0481277971374811","0.0402903776557932","0.0559652166191691"
"No","2015","(Married) couple without C. ","Urban Area","610","0.0957277073221802","0.0876497450174779","0.103805669626882"
"No","2015","1-pers.-HH","Rural Area","78","0.036593991832467","0.0258580851891646","0.0473298984757693"
"No","2015","1-pers.-HH","Urban Area","326","0.077393603094288","0.0670545556393273","0.0877326505492488"
"No","2015","Couple + C. GT 16 ","Rural Area","70","0.0475755991429401","0.0343090693992655","0.0608421288866147"
"No","2015","Couple + C. GT 16 ","Urban Area","291","0.0969697833207111","0.0839289813118115","0.110010585329611"
"No","2015","Couple + C. LE 16 ","Rural Area","363","0.0933988559157692","0.0815221131831447","0.105275598648394"
"No","2015","Couple + C. LE 16 ","Urban Area","1139","0.180059224552227","0.168822825689703","0.191295623414752"
"No","2015","Couple + C. LE and GT 16","Rural Area","94","0.123388030896809","0.100352012068197","0.14642404972542"
"No","2015","Couple + C. LE and GT 16","Urban Area","305","0.22617640178524","0.204731748210926","0.247621055359553"
"No","2015","Single parent ","Rural Area","44","0.0278094070671514","0.016485999131638","0.0391328150026648"
"No","2015","Single parent ","Urban Area","203","0.121201130789364","0.10517464570417","0.137227615874559"
"Yes","2015","(Married) couple without C. ","Rural Area","2700","0.951872202862519","0.944034783380831","0.959709622344207"
"Yes","2015","(Married) couple without C. ","Urban Area","4486","0.90427229267782","0.896194330373118","0.912350254982522"
"Yes","2015","1-pers.-HH","Rural Area","1097","0.963406008167533","0.952670101524231","0.974141914810835"
"Yes","2015","1-pers.-HH","Urban Area","2240","0.922606396905712","0.912267349450751","0.932945444360673"
"Yes","2015","Couple + C. GT 16 ","Rural Area","919","0.95242440085706","0.939157871113385","0.965690930600735"
"Yes","2015","Couple + C. GT 16 ","Urban Area","1687","0.903030216679289","0.889989414670389","0.916071018688189"
"Yes","2015","Couple + C. LE 16 ","Rural Area","1943","0.906601144084231","0.894724401351606","0.918477886816855"
"Yes","2015","Couple + C. LE 16 ","Urban Area","3353","0.819940775447773","0.808704376585248","0.831177174310297"
"Yes","2015","Couple + C. LE and GT 16","Rural Area","689","0.876611969103192","0.85357595027458","0.899647987931803"
"Yes","2015","Couple + C. LE and GT 16","Urban Area","1157","0.77382359821476","0.752378944640447","0.795268251789073"
"Yes","2015","Single parent ","Rural Area","766","0.972190592932849","0.960867184997335","0.983514000868362"
"Yes","2015","Single parent ","Urban Area","1390","0.878798869210636","0.862772384125441","0.89482535429583"
"No","2016","(Married) couple without C. ","Rural Area","137","0.0601407474378926","0.0512224369362356","0.0690590579395496"
"No","2016","(Married) couple without C. ","Urban Area","444","0.0956904914126526","0.0872590120587431","0.104121970766562"
"No","2016","1-pers.-HH","Rural Area","53","0.0413902185091143","0.0294662591815555","0.053314177836673"
"No","2016","1-pers.-HH","Urban Area","241","0.0799389711315484","0.0691294230478683","0.0907485192152285"
"No","2016","Couple + C. GT 16 ","Rural Area","63","0.0550693142993812","0.0405482404858687","0.0695903881128937"
"No","2016","Couple + C. GT 16 ","Urban Area","250","0.120824693301379","0.105846917239863","0.135802469362896"
"No","2016","Couple + C. LE 16 ","Rural Area","271","0.0963052440552021","0.0833566873454586","0.109253800764946"
"No","2016","Couple + C. LE 16 ","Urban Area","889","0.186861520061709","0.174542230976142","0.199180809147276"
"No","2016","Couple + C. LE and GT 16","Rural Area","82","0.147194254463854","0.121580401661131","0.172808107266577"
"No","2016","Couple + C. LE and GT 16","Urban Area","295","0.282717531966016","0.258810721333009","0.306624342599022"
"No","2016","Single parent ","Rural Area","37","0.0329835904379462","0.0198653985088853","0.046101782367007"
"No","2016","Single parent ","Urban Area","154","0.12064915154151","0.103855025936098","0.137443277146923"
"Yes","2016","(Married) couple without C. ","Rural Area","2593","0.939859252562107","0.93094094206045","0.948777563063764"
"Yes","2016","(Married) couple without C. ","Urban Area","4232","0.904309508587347","0.895878029233438","0.912740987941257"
"Yes","2016","1-pers.-HH","Rural Area","1019","0.958609781490886","0.946685822163327","0.970533740818444"
"Yes","2016","1-pers.-HH","Urban Area","2177","0.920061028868452","0.909251480784771","0.930870576952132"
"Yes","2016","Couple + C. GT 16 ","Rural Area","885","0.944930685700619","0.930409611887106","0.959451759514131"
"Yes","2016","Couple + C. GT 16 ","Urban Area","1569","0.879175306698621","0.864197530637104","0.894153082760137"
"Yes","2016","Couple + C. LE 16 ","Rural Area","1723","0.903694755944798","0.890746199235054","0.916643312654541"
"Yes","2016","Couple + C. LE 16 ","Urban Area","2957","0.813138479938291","0.800819190852724","0.825457769023858"
"Yes","2016","Couple + C. LE and GT 16","Rural Area","653","0.852805745536146","0.827191892733424","0.878419598338869"
"Yes","2016","Couple + C. LE and GT 16","Urban Area","1068","0.717282468033984","0.693375657400978","0.74118927866699"
"Yes","2016","Single parent ","Rural Area","675","0.967016409562054","0.953898217632993","0.980134601491115"
"Yes","2016","Single parent ","Urban Area","1291","0.879350848458489","0.862556722853077","0.896144974063902"
"No","2017","(Married) couple without C. ","Rural Area","163","0.06487040714086","0.0562707110915765","0.0734701031901435"
"No","2017","(Married) couple without C. ","Urban Area","449","0.0957737687817462","0.087768343356751","0.103779194206741"
"No","2017","1-pers.-HH","Rural Area","235","0.0576513030602237","0.0457239681188918","0.0695786380015556"
"No","2017","1-pers.-HH","Urban Area","569","0.0943022797625167","0.0838687994643759","0.104735760060657"
"No","2017","Couple + C. GT 16 ","Rural Area","82","0.0683517965923013","0.0537606634886037","0.082942929695999"
"No","2017","Couple + C. GT 16 ","Urban Area","296","0.14725760038881","0.132337682823117","0.162177517954503"
"No","2017","Couple + C. LE 16 ","Rural Area","625","0.115907826595537","0.103268239308325","0.12854741388275"
"No","2017","Couple + C. LE 16 ","Urban Area","1606","0.20237517658053","0.190877943768807","0.213872409392254"
"No","2017","Couple + C. LE and GT 16","Rural Area","158","0.124610504884629","0.102587873331475","0.146633136437783"
"No","2017","Couple + C. LE and GT 16","Urban Area","499","0.264350044479968","0.243460858751464","0.285239230208472"
"No","2017","Single parent ","Rural Area","85","0.0486577415163567","0.0341939219343342","0.0631215610983792"
"No","2017","Single parent ","Urban Area","301","0.153435542680195","0.135803461573043","0.171067623787346"
"Yes","2017","(Married) couple without C. ","Rural Area","2988","0.93512959285914","0.926529896809857","0.943729288908423"
"Yes","2017","(Married) couple without C. ","Urban Area","4742","0.904226231218254","0.896220805793259","0.912231656643249"
"Yes","2017","1-pers.-HH","Rural Area","1232","0.942348696939776","0.930421361998444","0.954276031881108"
"Yes","2017","1-pers.-HH","Urban Area","2445","0.905697720237483","0.895264239939343","0.916131200535624"
"Yes","2017","Couple + C. GT 16 ","Rural Area","1067","0.931648203407699","0.917057070304001","0.946239336511396"
"Yes","2017","Couple + C. GT 16 ","Urban Area","1871","0.85274239961119","0.837822482045497","0.867662317176883"
"Yes","2017","Couple + C. LE 16 ","Rural Area","1839","0.884092173404463","0.87145258611725","0.896731760691675"
"Yes","2017","Couple + C. LE 16 ","Urban Area","3085","0.79762482341947","0.786127590607746","0.809122056231193"
"Yes","2017","Couple + C. LE and GT 16","Rural Area","706","0.875389495115371","0.853366863562217","0.897412126668525"
"Yes","2017","Couple + C. LE and GT 16","Urban Area","1213","0.735649955520032","0.714760769791528","0.756539141248536"
"Yes","2017","Single parent ","Rural Area","765","0.951342258483643","0.936878438901621","0.965806078065666"
"Yes","2017","Single parent ","Urban Area","1304","0.846564457319805","0.828932376212654","0.864196538426957"
"No","2018","(Married) couple without C. ","Rural Area","174","0.0673209585314446","0.0584441330742772","0.076197783988612"
"No","2018","(Married) couple without C. ","Urban Area","462","0.103026219367081","0.0946765813207118","0.11137585741345"
"No","2018","1-pers.-HH","Rural Area","268","0.0654486322328409","0.0530155681175122","0.0778816963481696"
"No","2018","1-pers.-HH","Urban Area","802","0.102227737023276","0.092050713446226","0.112404760600327"
"No","2018","Couple + C. GT 16 ","Rural Area","69","0.0585974605918531","0.0447555000121925","0.0724394211715136"
"No","2018","Couple + C. GT 16 ","Urban Area","307","0.170216181631874","0.15376998307019","0.186662380193558"
"No","2018","Couple + C. LE 16 ","Rural Area","676","0.10902786405457","0.096615290509643","0.121440437599497"
"No","2018","Couple + C. LE 16 ","Urban Area","1914","0.221068131626495","0.209217255896363","0.232919007356626"
"No","2018","Couple + C. LE and GT 16","Rural Area","216","0.156766952045708","0.132467306860319","0.181066597231097"
"No","2018","Couple + C. LE and GT 16","Urban Area","633","0.281597885830051","0.261157451733802","0.3020383199263"
"No","2018","Single parent ","Rural Area","111","0.0523812069066121","0.0370665454399328","0.0676958683732915"
"No","2018","Single parent ","Urban Area","404","0.165104686583113","0.147629603202799","0.182579769963427"
"Yes","2018","(Married) couple without C. ","Rural Area","2887","0.932679041468555","0.923802216011388","0.941555866925723"
"Yes","2018","(Married) couple without C. ","Urban Area","4630","0.896973780632919","0.88862414258655","0.905323418679288"
"Yes","2018","1-pers.-HH","Rural Area","1252","0.934551367767159","0.92211830365183","0.946984431882488"
"Yes","2018","1-pers.-HH","Urban Area","2602","0.897772262976724","0.887595239399673","0.907949286553774"
"Yes","2018","Couple + C. GT 16 ","Rural Area","1037","0.941402539408147","0.927560578828486","0.955244499987807"
"Yes","2018","Couple + C. GT 16 ","Urban Area","1699","0.829783818368126","0.813337619806442","0.84623001692981"
"Yes","2018","Couple + C. LE 16 ","Rural Area","1746","0.89097213594543","0.878559562400503","0.903384709490357"
"Yes","2018","Couple + C. LE 16 ","Urban Area","2796","0.778931868373505","0.767080992643374","0.790782744103637"
"Yes","2018","Couple + C. LE and GT 16","Rural Area","644","0.843233047954292","0.818933402768903","0.867532693139681"
"Yes","2018","Couple + C. LE and GT 16","Urban Area","1227","0.718402114169949","0.6979616800737","0.738842548266198"
"Yes","2018","Single parent ","Rural Area","702","0.947618793093388","0.932304131626709","0.962933454560067"
"Yes","2018","Single parent ","Urban Area","1330","0.834895313416887","0.817420230036573","0.852370396797201"
"No","2019","(Married) couple without C. ","Rural Area","144","0.0573200620820728","0.0492075995341722","0.0654325246299734"
"No","2019","(Married) couple without C. ","Urban Area","389","0.111966883027422","0.10324061190437","0.120693154150473"
"No","2019","1-pers.-HH","Rural Area","235","0.0657513143899503","0.0530641498260248","0.0784384789538758"
"No","2019","1-pers.-HH","Urban Area","622","0.10379346410286","0.0927556997926218","0.114831228413098"
"No","2019","Couple + C. GT 16 ","Rural Area","77","0.073850480057026","0.0581214099921862","0.0895795501218658"
