"plj0014_v3","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Thuringia","Urban Area","329","0.991658125627805","0.981889380376535","1.00142687087908","1"
"Yes","2012","Thuringia","Rural Area","752","0.99764290397639","0.994181608979535","1.00110419897325","1"
"Yes","2012","North Rhine-Westphalia","Rural Area","143","0.985794795705477","0.966729908690348","1.00485968272061","1"
"No","2013","Schleswig-Holstein","Urban Area","13","","","","2"
"No","2013","Brandenburg","Urban Area","2","","","","2"
"No","2013","Brandenburg","Rural Area","9","","","","2"
"No","2013","Schleswig-Holstein","Rural Area","28","","","","2"
"No","2013","Hamburg","Urban Area","29","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","2","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Rural Area","5","","","","2"
"No","2013","Hamburg","Rural Area","","","","","2"
"No","2013","Lower Saxony","Urban Area","48","0.0353128972703413","0.0244793528349422","0.0461464417057403","2"
"No","2013","Lower Saxony","Rural Area","48","0.0240345082394701","0.0159362881425032","0.032132728336437","2"
"No","2013","Bremen","Urban Area","12","","","","2"
"No","2013","Bremen","Rural Area","","","","","2"
"No","2013","North Rhine-Westphalia","Urban Area","386","0.0655214395686478","0.0586812201249243","0.0723616590123713","2"
"No","2013","North Rhine-Westphalia","Rural Area","3","","","","2"
"No","2013","Hesse","Urban Area","128","0.0994455063885255","0.0838031199307771","0.115087892846274","2"
"No","2013","Hesse","Rural Area","26","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","82","0.0623855045021812","0.0479613549863968","0.0768096540179655","2"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","11","","","","2"
"No","2013","Baden-Württemberg","Urban Area","233","0.0713032346239335","0.0615806255395052","0.0810258437083617","2"
"No","2013","Baden-Württemberg","Rural Area","20","","","","2"
"No","2013","Bavaria","Urban Area","136","0.0835632813838389","0.0706712770906848","0.096455285676993","2"
"No","2013","Bavaria","Rural Area","109","0.0507892063901446","0.0418139750237458","0.0597644377565433","2"
"No","2013","Berlin","Urban Area","46","0.0200785955412469","0.0113629644708956","0.0287942266115982","2"
"No","2013","Berlin","Rural Area","","","","","2"
"No","2013","Saxony","Urban Area","7","","","","2"
"No","2013","Saxony","Rural Area","9","","","","2"
"No","2013","Saxony-Anhalt","Urban Area","1","","","","2"
"No","2013","Saxony-Anhalt","Rural Area","3","","","","2"
"No","2013","Thuringia","Urban Area","2","","","","2"
"No","2013","Thuringia","Rural Area","2","","","","2"
"Yes","2013","Schleswig-Holstein","Urban Area","243","0.926676651590769","0.894745589562798","0.95860771361874","1"
"Yes","2013","Schleswig-Holstein","Rural Area","633","0.966750305987815","0.953082514431852","0.980418097543778","1"
"Yes","2013","Hamburg","Urban Area","384","0.948129452730598","0.926741594381936","0.969517311079261","1"
"Yes","2013","Hamburg","Rural Area","","","","","1"
"Yes","2013","Hesse","Urban Area","1278","0.900554493611475","0.884912107153726","0.916196880069223","1"
"Yes","2013","Hesse","Rural Area","340","0.95674086616028","0.935898663212539","0.977583069108022","1"
"Yes","2013","Lower Saxony","Urban Area","1067","0.964687102729659","0.95385355829426","0.975520647165058","1"
"Yes","2013","Lower Saxony","Rural Area","1326","0.97596549176053","0.967867271663563","0.984063711857497","1"
"Yes","2013","Bremen","Urban Area","173","0.95891923047769","0.930318802892991","0.987519658062389","1"
"Yes","2013","Bremen","Rural Area","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","998","0.937614495497819","0.923190345982034","0.952038645013603","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","357","0.95798225326047","0.937483884906415","0.978480621614525","1"
"Yes","2013","Baden-Württemberg","Urban Area","2458","0.928696765376066","0.918974156291638","0.938419374460495","1"
"Yes","2013","Baden-Württemberg","Rural Area","327","0.881556019223383","0.847557123713462","0.915554914733305","1"
"Yes","2013","Bavaria","Urban Area","1634","0.916436718616161","0.903544714323007","0.929328722909315","1"
"Yes","2013","Bavaria","Rural Area","2190","0.949210793609855","0.940235562243457","0.958186024976254","1"
"Yes","2013","Berlin","Urban Area","949","0.979921404458753","0.971205773388402","0.988637035529105","1"
"Yes","2013","Berlin","Rural Area","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","57","0.994022545705261","0.974353724401874","1.01369136700865","1"
"Yes","2013","Brandenburg","Rural Area","935","0.997567017255794","0.994424319256852","1.00070971525474","1"
"Yes","2013","Brandenburg","Urban Area","86","0.989894303787439","0.96899728722559","1.01079132034929","1"
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","527","0.997078024018621","0.992491378593386","1.00166466944386","1"
"Yes","2013","Saxony","Urban Area","866","0.993422941284903","0.988060976947615","0.998784905622192","1"
"Yes","2013","Saxony","Rural Area","837","0.984819645800893","0.976580499515853","0.993058792085933","1"
"Yes","2013","Saxony-Anhalt","Rural Area","670","0.999700797582453","0.998394151028706","1.0010074441362","1"
"Yes","2013","North Rhine-Westphalia","Urban Area","4641","0.934478560431352","0.927638340987629","0.941318779875076","1"
"Yes","2013","Saxony-Anhalt","Urban Area","299","0.996278556101699","0.98938832810116","1.00316878410224","1"
"Yes","2013","Thuringia","Rural Area","698","0.997967576976468","0.994631282781093","1.00130387117184","1"
"Yes","2013","Thuringia","Urban Area","304","0.993748525468301","0.984917383641706","1.00257966729489","1"
"Yes","2013","North Rhine-Westphalia","Rural Area","120","0.99466153886383","0.981783751773324","1.00753932595434","1"
"No","2014","Brandenburg","Urban Area","2","","","","2"
"No","2014","Schleswig-Holstein","Urban Area","41","0.127335075546763","0.0880790803469963","0.166591070746529","2"
"No","2014","Schleswig-Holstein","Rural Area","62","0.0536568108039214","0.0363998544995696","0.0709137671082733","2"
"No","2014","Brandenburg","Rural Area","37","0.0212759547700482","0.012080415972347","0.0304714935677495","2"
"No","2014","Mecklenburg-Western Pomerania","Urban Area","6","","","","2"
"No","2014","Hamburg","Urban Area","59","0.0798908964982483","0.0547568368986549","0.105024956097842","2"
"No","2014","Hamburg","Rural Area","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Rural Area","4","","","","2"
"No","2014","Saxony","Urban Area","25","","","","2"
"No","2014","Saxony","Rural Area","17","","","","2"
"No","2014","Saxony-Anhalt","Urban Area","21","","","","2"
"No","2014","Saxony-Anhalt","Rural Area","19","","","","2"
"No","2014","Thuringia","Urban Area","13","","","","2"
"No","2014","Thuringia","Rural Area","11","","","","2"
"No","2014","Lower Saxony","Urban Area","124","0.0728142770041567","0.0579004035256154","0.087728150482698","2"
"No","2014","Lower Saxony","Rural Area","125","0.0600025106232424","0.0477785442094492","0.0722264770370356","2"
"No","2014","Bremen","Urban Area","34","0.0737541425339923","0.0389785472792728","0.108529737788712","2"
"No","2014","Bremen","Rural Area","","","","","2"
"No","2014","North Rhine-Westphalia","Urban Area","850","0.115376271048846","0.10696517927044","0.123787362827252","2"
"No","2014","North Rhine-Westphalia","Rural Area","4","","","","2"
"No","2014","Hesse","Urban Area","271","0.164592856251125","0.146144536564449","0.183041175937801","2"
"No","2014","Hesse","Rural Area","32","0.0613409447772853","0.0358726382075746","0.086809251346996","2"
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","169","0.1104676855388","0.0927020399728497","0.128233331104751","2"
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","39","0.0765621114151201","0.0503735710275691","0.102750651802671","2"
"No","2014","Baden-Württemberg","Urban Area","447","0.126202717543154","0.114080963490204","0.138324471596105","2"
"No","2014","Baden-Württemberg","Rural Area","39","0.20474894727499","0.162714104717419","0.246783789832561","2"
"No","2014","Bavaria","Urban Area","319","0.142376074283939","0.127076963706356","0.157675184861522","2"
"No","2014","Bavaria","Rural Area","245","0.0826263650949493","0.0716640107752339","0.0935887194146647","2"
"No","2014","Berlin","Urban Area","93","0.0688695347944354","0.0531428470216851","0.0845962225671857","2"
"No","2014","Berlin","Rural Area","","","","","2"
"Yes","2014","Schleswig-Holstein","Urban Area","236","0.872664924453237","0.833408929253471","0.911920919653004","1"
"Yes","2014","Schleswig-Holstein","Rural Area","593","0.946343189196079","0.929086232891727","0.96360014550043","1"
"Yes","2014","Hamburg","Urban Area","388","0.920109103501752","0.894975043902158","0.945243163101345","1"
"Yes","2014","Hamburg","Rural Area","","","","","1"
"Yes","2014","Lower Saxony","Urban Area","1042","0.927185722995843","0.912271849517302","0.942099596474385","1"
"Yes","2014","Lower Saxony","Rural Area","1325","0.939997489376758","0.927773522962964","0.952221455790551","1"
"Yes","2014","Bremen","Urban Area","183","0.926245857466008","0.891470262211288","0.961021452720727","1"
"Yes","2014","Bremen","Rural Area","","","","","1"
"Yes","2014","Hesse","Urban Area","1281","0.835407143748875","0.816958824062199","0.853855463435552","1"
"Yes","2014","Hesse","Rural Area","309","0.938659055222715","0.913190748653004","0.964127361792425","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","1027","0.8895323144612","0.871766668895249","0.90729796002715","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","357","0.92343788858488","0.897249348197329","0.949626428972431","1"
"Yes","2014","Baden-Württemberg","Urban Area","2436","0.873797282456846","0.861675528403895","0.885919036509796","1"
"Yes","2014","Baden-Württemberg","Rural Area","315","0.79525105272501","0.753216210167439","0.83728589528258","1"
"Yes","2014","Bavaria","Urban Area","1685","0.857623925716061","0.842324815138478","0.872923036293644","1"
"Yes","2014","Bavaria","Rural Area","2178","0.917373634905051","0.906411280585335","0.928335989224766","1"
"Yes","2014","Berlin","Urban Area","903","0.931130465205565","0.915403777432814","0.946857152978315","1"
"Yes","2014","Berlin","Rural Area","","","","","1"
"Yes","2014","Brandenburg","Rural Area","909","0.978724045229952","0.969528506432251","0.987919584027653","1"
"Yes","2014","Brandenburg","Urban Area","83","0.988677440837355","0.96618491438751","1.0111699672872","1"
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","496","0.995971042386502","0.990418616198902","1.0015234685741","1"
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","58","0.948463598659764","0.894297758649051","1.00262943867048","1"
"Yes","2014","Saxony","Urban Area","820","0.98578635615036","0.977805235931219","0.9937674763695","1"
"Yes","2014","Saxony","Rural Area","768","0.981599153824753","0.972197608422116","0.991000699227391","1"
"Yes","2014","Saxony-Anhalt","Urban Area","292","0.966176416557464","0.946149506514172","0.986203326600757","1"
"Yes","2014","Thuringia","Urban Area","297","0.969974666356358","0.950977389108605","0.988971943604111","1"
"Yes","2014","North Rhine-Westphalia","Rural Area","115","0.991649542009627","0.975299876731693","1.00799920728756","1"
"Yes","2014","Saxony-Anhalt","Rural Area","636","0.991284299072355","0.984165975681738","0.998402622462972","1"
"Yes","2014","Thuringia","Rural Area","682","0.991543022689175","0.984725213571748","0.998360831806602","1"
"Yes","2014","North Rhine-Westphalia","Urban Area","4692","0.884623728951154","0.876212637172748","0.89303482072956","1"
"No","2015","Schleswig-Holstein","Urban Area","25","","","","2"
"No","2015","Brandenburg","Urban Area","","","","","2"
"No","2015","Brandenburg","Rural Area","59","0.0282992627411741","0.0176928353883105","0.0389056900940377","2"
"No","2015","Schleswig-Holstein","Rural Area","75","0.0543668074680319","0.0370815588387778","0.0716520560972859","2"
"No","2015","Hamburg","Urban Area","76","0.0874554855616195","0.0617786102790895","0.11313236084415","2"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","5","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Rural Area","2","","","","2"
"No","2015","Hamburg","Rural Area","","","","","2"
"No","2015","Lower Saxony","Urban Area","173","0.0736816925292663","0.0585361478590124","0.0888272371995202","2"
"No","2015","Lower Saxony","Rural Area","198","0.0736427574081569","0.0603315247144058","0.086953990101908","2"
"No","2015","Bremen","Urban Area","38","0.0971232336775016","0.054680524932761","0.139565942422242","2"
"No","2015","Bremen","Rural Area","","","","","2"
"No","2015","North Rhine-Westphalia","Urban Area","1036","0.117637290637568","0.109121170041954","0.126153411233182","2"
"No","2015","North Rhine-Westphalia","Rural Area","4","","","","2"
"No","2015","Hesse","Urban Area","337","0.175166224763047","0.15614476625473","0.194187683271364","2"
"No","2015","Hesse","Rural Area","60","0.0683769223249096","0.0423050792031247","0.0944487654466944","2"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","211","0.113377476811596","0.0952643831329869","0.131490570490205","2"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","71","0.0719836317372422","0.0478610663960629","0.0961061970784214","2"
"No","2015","Baden-Württemberg","Urban Area","578","0.135127143144077","0.122684961902373","0.147569324385781","2"
"No","2015","Baden-Württemberg","Rural Area","37","0.127760975627022","0.092119965267362","0.163401985986681","2"
"No","2015","Bavaria","Urban Area","433","0.156660990566449","0.140876371501508","0.172445609631391","2"
"No","2015","Bavaria","Rural Area","304","0.0805587002799829","0.0696201341912833","0.0914972663686826","2"
"No","2015","Berlin","Urban Area","142","0.0886564790592972","0.0710213307922151","0.106291627326379","2"
"No","2015","Berlin","Rural Area","","","","","2"
"No","2015","Saxony","Urban Area","38","0.0226463222309366","0.0125433232925208","0.0327493211693523","2"
"No","2015","Saxony","Rural Area","11","","","","2"
"No","2015","Saxony-Anhalt","Urban Area","17","","","","2"
"No","2015","Saxony-Anhalt","Rural Area","17","","","","2"
"No","2015","Thuringia","Urban Area","29","","","","2"
"No","2015","Thuringia","Rural Area","40","0.0344309711830303","0.0206554874303225","0.048206454935738","2"
"Yes","2015","Schleswig-Holstein","Urban Area","218","0.913863535760792","0.878587550783436","0.949139520738148","1"
"Yes","2015","Schleswig-Holstein","Rural Area","586","0.945633192531968","0.928347943902714","0.962918441161222","1"
"Yes","2015","Hamburg","Urban Area","389","0.912544514438381","0.886867639155851","0.938221389720911","1"
"Yes","2015","Hamburg","Rural Area","","","","","1"
"Yes","2015","Lower Saxony","Urban Area","970","0.926318307470734","0.91117276280048","0.941463852140987","1"
"Yes","2015","Lower Saxony","Rural Area","1281","0.926357242591843","0.913046009898092","0.939668475285594","1"
"Yes","2015","Bremen","Urban Area","149","0.902876766322498","0.860434057577758","0.945319475067239","1"
"Yes","2015","Bremen","Rural Area","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","966","0.886622523188404","0.868509429509795","0.904735616867013","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","370","0.928016368262758","0.903893802921579","0.952138933603937","1"
"Yes","2015","Baden-Württemberg","Urban Area","2322","0.864872856855923","0.852430675614219","0.877315038097627","1"
"Yes","2015","Bavaria","Urban Area","1604","0.843339009433551","0.827554390368609","0.859123628498492","1"
"Yes","2015","North Rhine-Westphalia","Urban Area","4462","0.882362709362432","0.873846588766818","0.890878829958046","1"
"Yes","2015","North Rhine-Westphalia","Rural Area","105","0.988863888383052","0.969163722259833","1.00856405450627","1"
"Yes","2015","Hesse","Urban Area","1197","0.824833775236953","0.805812316728636","0.84385523374527","1"
"Yes","2015","Baden-Württemberg","Rural Area","300","0.872239024372978","0.836598014013319","0.907880034732638","1"
"Yes","2015","Bavaria","Rural Area","2074","0.919441299720017","0.908502733631317","0.930379865808717","1"
"Yes","2015","Berlin","Urban Area","856","0.911343520940703","0.89370837267362","0.928978669207785","1"
"Yes","2015","Hesse","Rural Area","300","0.93162307767509","0.905551234553306","0.957694920796875","1"
"Yes","2015","Berlin","Rural Area","","","","","1"
"Yes","2015","Brandenburg","Rural Area","880","0.971700737258826","0.961094309905962","0.98230716461169","1"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","62","0.952035006490665","0.900866900276737","1.00320311270459","1"
"Yes","2015","Brandenburg","Urban Area","76","1","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","493","0.999687877561494","0.998131767896681","1.00124398722631","1"
"Yes","2015","Saxony","Urban Area","795","0.977353677769063","0.967250678830648","0.987456676707479","1"
"Yes","2015","Saxony","Rural Area","708","0.98569255608967","0.97701224259562","0.99437286958372","1"
"Yes","2015","Saxony-Anhalt","Rural Area","587","0.990499884092487","0.982763798106821","0.998235970078154","1"
"Yes","2015","Saxony-Anhalt","Urban Area","279","0.973828734409489","0.955641951182578","0.992015517636399","1"
"Yes","2015","Thuringia","Rural Area","633","0.96556902881697","0.951793545064262","0.979344512569678","1"
"Yes","2015","Thuringia","Urban Area","281","0.917206784406775","0.886530818350187","0.947882750463363","1"
"No","2016","Schleswig-Holstein","Urban Area","24","","","","2"
"No","2016","Schleswig-Holstein","Rural Area","69","0.0703323524078193","0.049803418723222","0.0908612860924166","2"
"No","2016","Brandenburg","Urban Area","1","","","","2"
"No","2016","Brandenburg","Rural Area","42","0.0288458798165001","0.017762250025005","0.0399295096079951","2"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","7","","","","2"
"No","2016","Hamburg","Urban Area","64","0.101940730085667","0.0733424290697331","0.1305390311016","2"
"No","2016","Hamburg","Rural Area","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","2","","","","2"
"No","2016","Saxony","Urban Area","25","","","","2"
"No","2016","Saxony","Rural Area","13","","","","2"
"No","2016","Saxony-Anhalt","Urban Area","16","","","","2"
"No","2016","Saxony-Anhalt","Rural Area","15","","","","2"
"No","2016","Thuringia","Urban Area","16","","","","2"
"No","2016","Thuringia","Rural Area","36","0.0469475316854837","0.0303774094746841","0.0635176538962834","2"
"No","2016","Lower Saxony","Urban Area","133","0.0829571132959354","0.0661779209272229","0.0997363056646479","2"
"No","2016","Lower Saxony","Rural Area","151","0.0851410589216668","0.0702698667836202","0.100012251059713","2"
"No","2016","Bremen","Urban Area","35","0.115160759208445","0.0682661914960257","0.162055326920863","2"
"No","2016","Bremen","Rural Area","","","","","2"
"No","2016","North Rhine-Westphalia","Urban Area","838","0.122982031656311","0.113871664496451","0.132092398816171","2"
"No","2016","North Rhine-Westphalia","Rural Area","4","","","","2"
"No","2016","Hesse","Urban Area","228","0.169822679471452","0.149688768736543","0.189956590206361","2"
"No","2016","Hesse","Rural Area","41","0.0848913418501557","0.0530856304131491","0.116697053287162","2"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","181","0.119274904028139","0.0999628181356601","0.138586989920619","2"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","68","0.0843818399799191","0.0576712721807062","0.111092407779132","2"
"No","2016","Baden-Württemberg","Urban Area","456","0.152472175682227","0.138544288852246","0.166400062512207","2"
"No","2016","Baden-Württemberg","Rural Area","26","","","","2"
"No","2016","Bavaria","Urban Area","325","0.169372738487164","0.152045207525137","0.18670026944919","2"
"No","2016","Bavaria","Rural Area","228","0.0880315404860173","0.0759675309230902","0.100095550048945","2"
"No","2016","Berlin","Urban Area","113","0.0934588631522425","0.0746194474907407","0.112298278813744","2"
"No","2016","Berlin","Rural Area","","","","","2"
"Yes","2016","Hamburg","Urban Area","366","0.898059269914333","0.8694609688984","0.926657570930267","1"
"Yes","2016","Hamburg","Rural Area","","","","","1"
"Yes","2016","Schleswig-Holstein","Urban Area","202","0.858305198060123","0.812838679379882","0.903771716740364","1"
"Yes","2016","Schleswig-Holstein","Rural Area","527","0.929667647592181","0.909138713907583","0.950196581276778","1"
"Yes","2016","Lower Saxony","Urban Area","905","0.917042886704065","0.900263694335352","0.933822079072777","1"
"Yes","2016","Lower Saxony","Rural Area","1202","0.914858941078333","0.899987748940287","0.92973013321638","1"
"Yes","2016","Bremen","Urban Area","143","0.884839240791556","0.837944673079137","0.931733808503974","1"
"Yes","2016","Bremen","Rural Area","","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","901","0.880725095971861","0.861413010079381","0.90003718186434","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","348","0.915618160020081","0.888907592220868","0.942328727819294","1"
"Yes","2016","North Rhine-Westphalia","Urban Area","4154","0.877017968343689","0.867907601183829","0.886128335503549","1"
"Yes","2016","Baden-Württemberg","Rural Area","286","0.870887970566528","0.833680059052925","0.908095882080131","1"
"Yes","2016","North Rhine-Westphalia","Rural Area","99","0.982468644469084","0.957123394628235","1.00781389430993","1"
"Yes","2016","Baden-Württemberg","Urban Area","2103","0.847527824317773","0.833599937487793","0.861455711147754","1"
"Yes","2016","Bavaria","Urban Area","1475","0.830627261512836","0.81329973055081","0.847954792474862","1"
"Yes","2016","Hesse","Urban Area","1108","0.830177320528548","0.810043409793639","0.850311231263457","1"
"Yes","2016","Bavaria","Rural Area","1891","0.911968459513983","0.899904449951056","0.92403246907691","1"
"Yes","2016","Hesse","Rural Area","254","0.915108658149844","0.883302946712838","0.946914369586851","1"
"Yes","2016","Berlin","Urban Area","804","0.906541136847758","0.887701721186256","0.925380552509259","1"
"Yes","2016","Brandenburg","Urban Area","73","0.988783624124652","0.964789265751831","1.01277798249747","1"
"Yes","2016","Berlin","Rural Area","","","","","1"
"Yes","2016","Brandenburg","Rural Area","834","0.9711541201835","0.960070490392005","0.982237749974995","1"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","59","0.893331193050289","0.818857808487668","0.967804577612909","1"
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","456","0.999648811021553","0.997932841705515","1.00136478033759","1"
"Yes","2016","Saxony","Rural Area","680","0.972076966555392","0.959810680221741","0.984343252889043","1"
"Yes","2016","Saxony","Urban Area","742","0.978074023786737","0.967710302121629","0.988437745451845","1"
"Yes","2016","Saxony-Anhalt","Rural Area","546","0.988645619957462","0.979878262839206","0.997412977075718","1"
"Yes","2016","Saxony-Anhalt","Urban Area","260","0.979451862603311","0.962715104908027","0.996188620298594","1"
"Yes","2016","Thuringia","Rural Area","590","0.953052468314516","0.936482346103717","0.969622590525316","1"
"Yes","2016","Thuringia","Urban Area","266","0.944098074714845","0.917285070554914","0.970911078874775","1"
"No","2017","Schleswig-Holstein","Urban Area","156","0.15019447162974","0.116148584340051","0.184240358919429","2"
"No","2017","Schleswig-Holstein","Rural Area","92","0.0780295553009177","0.0580020642843917","0.0980570463174437","2"
"No","2017","Hamburg","Urban Area","105","0.10121853406043","0.0753935820493901","0.12704348607147","2"
"No","2017","Brandenburg","Urban Area","5","","","","2"
"No","2017","Brandenburg","Rural Area","171","0.0351903801903086","0.0242061902038151","0.046174570176802","2"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","14","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","27","","","","2"
"No","2017","Hamburg","Rural Area","","","","","2"
"No","2017","Lower Saxony","Urban Area","285","0.109757862988697","0.0926133743175849","0.126902351659809","2"
"No","2017","Lower Saxony","Rural Area","203","0.0814882224698783","0.0683352967271402","0.0946411482126165","2"
"No","2017","Bremen","Urban Area","58","0.143979604171981","0.0998390787861086","0.188120129557852","2"
"No","2017","Bremen","Rural Area","","","","","2"
"No","2017","North Rhine-Westphalia","Urban Area","1181","0.130770992613827","0.122143931740118","0.139398053487535","2"
"No","2017","North Rhine-Westphalia","Rural Area","31","0.0282695921288131","0.00119889045747741","0.0553402938001488","2"
"No","2017","Hesse","Urban Area","427","0.171563536457856","0.153367371673627","0.189759701242084","2"
"No","2017","Hesse","Rural Area","95","0.0979708137952399","0.0690899925109509","0.126851635079529","2"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","307","0.144818649153452","0.125418015677955","0.164219282628948","2"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","81","0.105585693415573","0.0765397310635112","0.134631655767635","2"
"No","2017","Baden-Württemberg","Urban Area","728","0.157588179559748","0.144648986676925","0.170527372442571","2"
"No","2017","Baden-Württemberg","Rural Area","81","0.118786372231953","0.0868398275486359","0.15073291691527","2"
"No","2017","Bavaria","Urban Area","420","0.182631605606108","0.165877903208935","0.199385308003282","2"
"No","2017","Bavaria","Rural Area","461","0.112404820811147","0.100166752183237","0.124642889439057","2"
"No","2017","Berlin","Urban Area","219","0.101531724920551","0.083795640338769","0.119267809502333","2"
"No","2017","Berlin","Rural Area","","","","","2"
"No","2017","Saxony","Urban Area","96","0.0283759567176747","0.0178504375143138","0.0389014759210355","2"
"No","2017","Saxony","Rural Area","42","0.0239155553811845","0.0133807542462136","0.0344503565161554","2"
"No","2017","Saxony-Anhalt","Urban Area","47","0.0613578958789101","0.029129140510523","0.0935866512472973","2"
"No","2017","Saxony-Anhalt","Rural Area","59","0.0171702211002363","0.00812305429926591","0.0262173879012066","2"
"No","2017","Thuringia","Urban Area","27","","","","2"
"No","2017","Thuringia","Rural Area","94","0.0682426793029776","0.0501839734651374","0.0863013851408178","2"
"Yes","2017","Schleswig-Holstein","Urban Area","267","0.84980552837026","0.815759641080571","0.883851415659949","1"
"Yes","2017","Hamburg","Urban Area","419","0.89878146593957","0.87295651392853","0.92460641795061","1"
"Yes","2017","Hamburg","Rural Area","","","","","1"
"Yes","2017","Schleswig-Holstein","Rural Area","597","0.921970444699082","0.901942953682556","0.941997935715608","1"
"Yes","2017","Lower Saxony","Urban Area","992","0.890242137011303","0.873097648340191","0.907386625682415","1"
"Yes","2017","Lower Saxony","Rural Area","1459","0.918511777530122","0.905358851787383","0.93166470327286","1"
"Yes","2017","Bremen","Urban Area","185","0.856020395828019","0.811879870442147","0.900160921213891","1"
"Yes","2017","Bremen","Rural Area","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","957","0.855181350846548","0.835780717371052","0.874581984322045","1"
"Yes","2017","North Rhine-Westphalia","Urban Area","4686","0.869229007386173","0.860601946512465","0.877856068259882","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","349","0.894414306584427","0.865368344232365","0.923460268936489","1"
"Yes","2017","Baden-Württemberg","Urban Area","2318","0.842411820440252","0.829472627557429","0.855351013323075","1"
"Yes","2017","Baden-Württemberg","Rural Area","313","0.881213627768047","0.84926708308473","0.913160172451364","1"
"Yes","2017","Bavaria","Urban Area","1623","0.817368394393892","0.800614691996718","0.834122096791065","1"
"Yes","2017","Bavaria","Rural Area","2098","0.887595179188853","0.875357110560943","0.899833247816763","1"
"Yes","2017","North Rhine-Westphalia","Rural Area","113","0.971730407871187","0.944659706199851","0.998801109542523","1"
"Yes","2017","Hesse","Urban Area","1222","0.828436463542144","0.810240298757916","0.846632628326373","1"
"Yes","2017","Berlin","Urban Area","895","0.898468275079449","0.880732190497667","0.916204359661231","1"
"Yes","2017","Berlin","Rural Area","","","","","1"
"Yes","2017","Hesse","Rural Area","312","0.90202918620476","0.873148364920471","0.930910007489049","1"
"Yes","2017","Brandenburg","Urban Area","89","0.964910288016011","0.927712464083186","1.00210811194884","1"
"Yes","2017","Brandenburg","Rural Area","910","0.964809619809691","0.953825429823198","0.975793809796185","1"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","74","0.895868360334231","0.832053737352339","0.959682983316123","1"
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","500","0.994626940225887","0.988385515623017","1.00086836482876","1"
"Yes","2017","Saxony","Urban Area","860","0.971624043282325","0.961098524078964","0.982149562485686","1"
"Yes","2017","Saxony-Anhalt","Urban Area","166","0.93864210412109","0.906413348752703","0.970870859489477","1"
"Yes","2017","Saxony","Rural Area","766","0.976084444618815","0.965549643483845","0.986619245753786","1"
"Yes","2017","Thuringia","Urban Area","280","0.952703135847955","0.928958042878538","0.976448228817371","1"
"Yes","2017","Thuringia","Rural Area","655","0.931757320697022","0.913698614859182","0.949816026534863","1"
"Yes","2017","Saxony-Anhalt","Rural Area","733","0.982829778899764","0.973782612098793","0.991876945700734","1"
"No","2018","Schleswig-Holstein","Urban Area","162","0.154791863924924","0.121409605144637","0.18817412270521","2"
"No","2018","Schleswig-Holstein","Rural Area","97","0.089637035273084","0.0677605033945763","0.111513567151592","2"
"No","2018","Hamburg","Urban Area","132","0.123168730785095","0.0959746171486098","0.150362844421581","2"
"No","2018","Hamburg","Rural Area","","","","","2"
