"plj0014_v3","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Not Employed","direct migration background","511","0.502971435222632","0.472985002783553","0.53295786766171"
"Yes","2003","Not Employed","indirect migration background","140","0.553161165723109","0.491532979906915","0.614789351539304"
"Yes","2003","Not Employed","no migration background","6893","0.998374101737798","0.997423528869925","0.999324674605671"
"No","2004","Employed","direct migration background","735","0.535601201889552","0.510149408103932","0.561052995675172"
"No","2004","Employed","indirect migration background","243","0.417773619288755","0.376518450831454","0.459028787746055"
"No","2004","Employed","no migration background","4","","",""
"No","2004","Not Employed","direct migration background","546","0.497511361188958","0.467650325662865","0.527372396715051"
"No","2004","Not Employed","indirect migration background","95","0.38034340716414","0.321559164279664","0.439127650048616"
"No","2004","Not Employed","no migration background","5","","",""
"Yes","2004","Employed","direct migration background","740","0.464398798110448","0.438947004324828","0.489850591896068"
"Yes","2004","Employed","indirect migration background","306","0.582226380711245","0.540971212253945","0.623481549168546"
"Yes","2004","Employed","no migration background","11483","0.999206700112453","0.998691837749436","0.999721562475471"
"Yes","2004","Not Employed","direct migration background","531","0.502488638811042","0.472627603284949","0.532349674337135"
"Yes","2004","Not Employed","indirect migration background","167","0.61965659283586","0.560872349951384","0.678440835720336"
"Yes","2004","Not Employed","no migration background","6878","0.998883700595589","0.998094827733838","0.999672573457341"
"No","2005","Employed","direct migration background","684","0.542692532223133","0.516303258589991","0.569081805856275"
"No","2005","Employed","indirect migration background","249","0.445811769717701","0.404271323214473","0.48735221622093"
"No","2005","Employed","no migration background","4","","",""
"No","2005","Not Employed","direct migration background","500","0.501457562349734","0.470697782070962","0.532217342628507"
"No","2005","Not Employed","indirect migration background","102","0.353716651570123","0.298207460710837","0.409225842429409"
"No","2005","Not Employed","no migration background","5","","",""
"Yes","2005","Employed","direct migration background","685","0.457307467776867","0.430918194143725","0.483696741410009"
"Yes","2005","Employed","indirect migration background","301","0.554188230282299","0.51264778377907","0.595728676785528"
"Yes","2005","Employed","no migration background","10960","0.999031433151737","0.998449171813643","0.999613694489831"
"Yes","2005","Not Employed","direct migration background","515","0.498542437650266","0.467782657371493","0.529302217929039"
"Yes","2005","Not Employed","indirect migration background","183","0.646283348429877","0.590774157570591","0.701792539289163"
"Yes","2005","Not Employed","no migration background","6624","0.998803139822768","0.997970828621332","0.999635451024205"
"No","2006","Employed","direct migration background","628","0.515607085481943","0.489075787800324","0.542138383163562"
"No","2006","Employed","indirect migration background","222","0.387695729684973","0.34759191226121","0.427799547108736"
"No","2006","Employed","no migration background","3","","",""
"No","2006","Not Employed","direct migration background","512","0.537913062749355","0.507436258547371","0.56838986695134"
"No","2006","Not Employed","indirect migration background","98","0.456818157115393","0.396035100068563","0.517601214162224"
"No","2006","Not Employed","no migration background","7","","",""
"Yes","2006","Employed","direct migration background","735","0.484392914518057","0.457861616836438","0.510924212199676"
"Yes","2006","Employed","indirect migration background","345","0.612304270315027","0.572200452891264","0.65240808773879"
"Yes","2006","Employed","no migration background","11549","0.999335477118729","0.998865550416398","0.999805403821061"
"Yes","2006","Not Employed","direct migration background","516","0.462086937250645","0.43161013304866","0.492563741452629"
"Yes","2006","Not Employed","indirect migration background","160","0.543181842884607","0.482398785837776","0.603964899931437"
"Yes","2006","Not Employed","no migration background","7304","0.998884641758436","0.998119530562138","0.999649752954735"
"No","2007","Employed","direct migration background","561","0.525458394879139","0.497765192038706","0.553151597719572"
"No","2007","Employed","indirect migration background","205","0.407831878932332","0.366946813565267","0.448716944299397"
"No","2007","Employed","no migration background","3","","",""
"No","2007","Not Employed","direct migration background","438","0.552533947128714","0.519793036112607","0.585274858144821"
"No","2007","Not Employed","indirect migration background","72","0.339543182407205","0.278738104158684","0.400348260655726"
"No","2007","Not Employed","no migration background","7","","",""
"Yes","2007","Employed","direct migration background","688","0.474541605120861","0.446848402280428","0.502234807961294"
"Yes","2007","Employed","indirect migration background","350","0.592168121067668","0.551283055700603","0.633053186434733"
"Yes","2007","Employed","no migration background","10805","0.999570026802677","0.999179183452162","0.999960870153192"
"Yes","2007","Not Employed","direct migration background","448","0.447466052871286","0.414725141855179","0.480206963887393"
"Yes","2007","Not Employed","indirect migration background","161","0.660456817592795","0.599651739344274","0.721261895841316"
"Yes","2007","Not Employed","no migration background","6885","0.997767103077301","0.996652745976764","0.998881460177838"
"No","2008","Employed","direct migration background","490","0.525204955784367","0.495841405916709","0.554568505652026"
"No","2008","Employed","indirect migration background","185","0.391716796301818","0.351502647119284","0.431930945484352"
"No","2008","Employed","no migration background","2","","",""
"No","2008","Not Employed","direct migration background","389","0.559193322553139","0.524896394565552","0.593490250540726"
"No","2008","Not Employed","indirect migration background","61","0.29612826303292","0.23393410233745","0.358322423728389"
"No","2008","Not Employed","no migration background","5","","",""
"Yes","2008","Employed","direct migration background","621","0.474795044215633","0.445431494347975","0.504158594083291"
"Yes","2008","Employed","indirect migration background","381","0.608283203698182","0.568069054515648","0.648497352880716"
"Yes","2008","Employed","no migration background","10250","0.999117760276826","0.998543054667708","0.999692465885944"
"Yes","2008","Not Employed","direct migration background","416","0.440806677446861","0.406509749459274","0.475103605434448"
"Yes","2008","Not Employed","indirect migration background","146","0.70387173696708","0.641677576271611","0.76606589766255"
"Yes","2008","Not Employed","no migration background","6485","0.998344611576607","0.997355566834326","0.999333656318888"
"No","2009","Employed","direct migration background","425","0.537688558096374","0.506520908648742","0.568856207544005"
"No","2009","Employed","indirect migration background","173","0.40647914301566","0.364303049154491","0.448655236876828"
"No","2009","Employed","no migration background","3","","",""
"No","2009","Not Employed","direct migration background","327","0.577027247722908","0.540031044058153","0.614023451387663"
"No","2009","Not Employed","indirect migration background","57","0.347491571889321","0.280485767268914","0.414497376509728"
"No","2009","Not Employed","no migration background","4","","",""
"Yes","2009","Employed","direct migration background","558","0.462311441903626","0.431143792455995","0.493479091351258"
"Yes","2009","Employed","indirect migration background","348","0.59352085698434","0.551344763123172","0.635696950845509"
"Yes","2009","Employed","no migration background","9739","0.999291480145253","0.998763100434001","0.999819859856504"
"Yes","2009","Not Employed","direct migration background","358","0.422972752277092","0.385976548612338","0.459968955941847"
"Yes","2009","Not Employed","indirect migration background","137","0.652508428110679","0.585502623490272","0.719514232731086"
"Yes","2009","Not Employed","no migration background","5997","0.998855131746589","0.997999542560892","0.999710720932286"
"No","2010","Employed","direct migration background","719","0.523097836951483","0.499389995861438","0.546805678041528"
"No","2010","Employed","indirect migration background","213","0.307994797865952","0.276103182243747","0.339886413488157"
"No","2010","Employed","no migration background","3","","",""
"No","2010","Not Employed","direct migration background","628","0.602443013244079","0.574799545093739","0.630086481394418"
"No","2010","Not Employed","indirect migration background","91","0.259683678318433","0.213416870887305","0.305950485749561"
"No","2010","Not Employed","no migration background","2","","",""
"Yes","2010","Employed","direct migration background","986","0.476902163048517","0.453194321958472","0.500610004138562"
"Yes","2010","Employed","indirect migration background","592","0.692005202134048","0.660113586511843","0.723896817756253"
"Yes","2010","Employed","no migration background","13101","0.999449219703815","0.999047506864089","0.999850932543541"
"Yes","2010","Not Employed","direct migration background","576","0.397556986755921","0.369913518605582","0.425200454906261"
"Yes","2010","Not Employed","indirect migration background","254","0.740316321681567","0.694049514250439","0.786583129112695"
"Yes","2010","Not Employed","no migration background","6906","0.99957460088972","0.999088330504193","1.00006087127525"
"No","2011","Employed","direct migration background","487","0.484908917823005","0.457181278292671","0.512636557353339"
"No","2011","Employed","indirect migration background","162","0.285413095585725","0.24995066145196","0.320875529719491"
"No","2011","Employed","no migration background","7","","",""
"No","2011","Not Employed","direct migration background","385","0.542839331377245","0.510092650043534","0.575586012710955"
"No","2011","Not Employed","indirect migration background","57","0.230393552622801","0.178196305840596","0.282590799405006"
"No","2011","Not Employed","no migration background","6","","",""
"Yes","2011","Employed","direct migration background","761","0.515091082176995","0.487363442646661","0.542818721707329"
"Yes","2011","Employed","indirect migration background","461","0.714586904414275","0.679124470280509","0.75004933854804"
"Yes","2011","Employed","no migration background","11888","0.999467665209496","0.999053147903326","0.999882182515666"
"Yes","2011","Not Employed","direct migration background","504","0.457160668622755","0.424413987289045","0.489907349956466"
"Yes","2011","Not Employed","indirect migration background","193","0.769606447377199","0.717409200594994","0.821803694159404"
"Yes","2011","Not Employed","no migration background","7345","0.999259809671961","0.998638102621068","0.999881516722854"
"No","2012","Employed","direct migration background","769","0.499875285730242","0.477351428032893","0.522399143427591"
"No","2012","Employed","indirect migration background","200","0.261646541678353","0.233548644408834","0.289744438947873"
"No","2012","Employed","no migration background","6","","",""
"No","2012","Not Employed","direct migration background","526","0.548080145898396","0.519427870366501","0.576732421430291"
"No","2012","Not Employed","indirect migration background","77","0.2736179631738","0.2263000315666","0.320935894781"
"No","2012","Not Employed","no migration background","6","","",""
"Yes","2012","Employed","direct migration background","1124","0.500124714269758","0.477600856572409","0.522648571967107"
"Yes","2012","Employed","indirect migration background","740","0.738353458321647","0.710255561052127","0.766451355591166"
"Yes","2012","Employed","no migration background","15078","0.999504281911966","0.999149060168394","0.999859503655537"
"Yes","2012","Not Employed","direct migration background","633","0.451919854101604","0.423267578569709","0.480572129633499"
"Yes","2012","Not Employed","indirect migration background","264","0.7263820368262","0.679064105219","0.7736999684334"
"Yes","2012","Not Employed","no migration background","8319","0.998957706711092","0.998264561077936","0.999650852344247"
"No","2013","Employed","direct migration background","702","0.449564009784724","0.426177124560385","0.472950895009064"
"No","2013","Employed","indirect migration background","175","0.197034329050665","0.170872925081125","0.223195733020205"
"No","2013","Employed","no migration background","6","","",""
"No","2013","Not Employed","direct migration background","449","0.500635008319609","0.469120937396553","0.532149079242666"
"No","2013","Not Employed","indirect migration background","62","0.197987118344006","0.154051808962367","0.241922427725646"
"No","2013","Not Employed","no migration background","6","","",""
"Yes","2013","Employed","direct migration background","1036","0.550435990215276","0.527049104990936","0.573822875439615"
"Yes","2013","Employed","indirect migration background","713","0.802965670949335","0.776804266979795","0.829127074918875"
"Yes","2013","Employed","no migration background","14280","0.999368557987964","0.998956629008666","0.999780486967262"
"Yes","2013","Not Employed","direct migration background","518","0.499364991680391","0.467850920757334","0.530879062603447"
"Yes","2013","Not Employed","indirect migration background","254","0.802012881655994","0.758077572274354","0.845948191037633"
"Yes","2013","Not Employed","no migration background","7596","0.998981869395589","0.998264959281097","0.999698779510082"
"No","2014","Employed","direct migration background","1682","0.540516216060336","0.523811542276395","0.557220889844278"
"No","2014","Employed","indirect migration background","340","0.253226938026756","0.229413461662413","0.2770404143911"
"No","2014","Employed","no migration background","7","","",""
"No","2014","Not Employed","direct migration background","926","0.589812420723879","0.566519839461523","0.613105001986234"
"No","2014","Not Employed","indirect migration background","148","0.257399656662959","0.219676780779616","0.295122532546303"
"No","2014","Not Employed","no migration background","5","","",""
"Yes","2014","Employed","direct migration background","1737","0.459483783939664","0.442779110155722","0.476188457723605"
"Yes","2014","Employed","indirect migration background","941","0.746773061973244","0.7229595856089","0.770586538337587"
"Yes","2014","Employed","no migration background","13110","0.999520989686408","0.999146535040569","0.999895444332247"
"Yes","2014","Not Employed","direct migration background","787","0.410187579276121","0.386894998013766","0.433480160538477"
"Yes","2014","Not Employed","indirect migration background","368","0.742600343337041","0.704877467453697","0.780323219220384"
"Yes","2014","Not Employed","no migration background","7163","0.999398981196354","0.998831616153909","0.999966346238799"
"No","2015","Employed","direct migration background","1380","0.497732026962306","0.479825341126718","0.515638712797894"
"No","2015","Employed","indirect migration background","311","0.251242757428581","0.226599852357671","0.275885662499492"
"No","2015","Employed","no migration background","5","","",""
"No","2015","Not Employed","direct migration background","2187","0.652404407767024","0.635214247527325","0.669594568006722"
"No","2015","Not Employed","indirect migration background","128","0.281739455094575","0.242348721537164","0.321130188651986"
"No","2015","Not Employed","no migration background","5","","",""
"Yes","2015","Employed","direct migration background","1615","0.502267973037694","0.484361287202106","0.520174658873282"
"Yes","2015","Employed","indirect migration background","879","0.748757242571419","0.724114337500508","0.773400147642329"
"Yes","2015","Employed","no migration background","12473","0.999713342697913","0.999416316436327","1.0000103689595"
"Yes","2015","Not Employed","direct migration background","761","0.347595592232976","0.330405431993278","0.364785752472675"
"Yes","2015","Not Employed","indirect migration background","373","0.718260544905425","0.678869811348014","0.757651278462836"
"Yes","2015","Not Employed","no migration background","6842","0.999305933193928","0.998682129707932","0.999929736679925"
"No","2016","Employed","direct migration background","1850","0.592730630186245","0.576147219060065","0.609314041312426"
"No","2016","Employed","indirect migration background","274","0.234528304638671","0.210071729573876","0.258984879703466"
"No","2016","Employed","no migration background","7","","",""
"No","2016","Not Employed","direct migration background","924","0.641044830490793","0.617000723291523","0.665088937690063"
"No","2016","Not Employed","indirect migration background","96","0.285856019460359","0.24259391511884","0.329118123801878"
"No","2016","Not Employed","no migration background","6","","",""
"Yes","2016","Employed","direct migration background","1522","0.407269369813755","0.390685958687575","0.423852780939935"
"Yes","2016","Employed","indirect migration background","879","0.765471695361329","0.741015120296534","0.789928270426124"
"Yes","2016","Employed","no migration background","11634","0.999702714387894","0.999389547867032","1.00001588090876"
"Yes","2016","Not Employed","direct migration background","605","0.358955169509207","0.334911062309937","0.382999276708477"
"Yes","2016","Not Employed","indirect migration background","323","0.714143980539641","0.670881876198122","0.75740608488116"
"Yes","2016","Not Employed","no migration background","6311","0.998722094371558","0.997841117771896","0.999603070971221"
"No","2017","Employed","direct migration background","1921","0.615265901618853","0.599075496943354","0.631456306294352"
"No","2017","Employed","indirect migration background","272","0.237627086448595","0.214172135516532","0.261082037380659"
"No","2017","Employed","no migration background","6","","",""
"No","2017","Not Employed","direct migration background","3209","0.71481055012037","0.700503904727301","0.729117195513439"
"No","2017","Not Employed","indirect migration background","99","0.293204815244216","0.251144340110842","0.33526529037759"
"No","2017","Not Employed","no migration background","5","","",""
"Yes","2017","Employed","direct migration background","1548","0.384734098381147","0.368543693705648","0.400924503056646"
"Yes","2017","Employed","indirect migration background","993","0.762372913551405","0.738917962619341","0.785827864483468"
"Yes","2017","Employed","no migration background","13582","0.999738643343719","0.999466855302141","1.0000104313853"
"Yes","2017","Not Employed","direct migration background","617","0.28518944987963","0.270882804486561","0.299496095272699"
"Yes","2017","Not Employed","indirect migration background","351","0.706795184755784","0.66473470962241","0.748855659889158"
"Yes","2017","Not Employed","no migration background","6747","0.998959705501906","0.998190780450503","0.999728630553308"
"No","2018","Employed","direct migration background","2109","0.642382722806275","0.626723747481585","0.658041698130965"
"No","2018","Employed","indirect migration background","251","0.246554911010288","0.223206308072028","0.269903513948549"
"No","2018","Employed","no migration background","3","","",""
"No","2018","Not Employed","direct migration background","4164","0.744497690407691","0.732078889768026","0.756916491047356"
"No","2018","Not Employed","indirect migration background","73","0.229039877000706","0.188063937775147","0.270015816226265"
"No","2018","Not Employed","no migration background","5","","",""
"Yes","2018","Employed","direct migration background","1490","0.357617277193725","0.341958301869035","0.373276252518415"
"Yes","2018","Employed","indirect migration background","1058","0.753445088989712","0.730096486051451","0.776793691927972"
"Yes","2018","Employed","no migration background","13090","0.999684512992469","0.999380318933049","0.999988707051888"
"Yes","2018","Not Employed","direct migration background","574","0.255502309592309","0.243083508952644","0.267921110231974"
"Yes","2018","Not Employed","indirect migration background","331","0.770960122999294","0.729984183773735","0.811936062224853"
"Yes","2018","Not Employed","no migration background","6537","0.998203817264413","0.997177745603077","0.999229888925749"
"No","2019","Employed","direct migration background","2206","0.650024997915279","0.634440204379878","0.665609791450679"
"No","2019","Employed","indirect migration background","215","0.2544239411758","0.230901620387396","0.277946261964203"
"No","2019","Employed","no migration background","5","","",""
"No","2019","Not Employed","direct migration background","3323","0.751720441186362","0.738040296914597","0.765400585458126"
"No","2019","Not Employed","indirect migration background","62","0.206494942876377","0.166525367026479","0.246464518726275"
"No","2019","Not Employed","no migration background","6","","",""
"Yes","2019","Employed","direct migration background","1392","0.349975002084721","0.334390208549321","0.365559795620122"
"Yes","2019","Employed","indirect migration background","1102","0.7455760588242","0.722053738035797","0.769098379612604"
"Yes","2019","Employed","no migration background","13709","0.999692364999942","0.999398858936108","0.999985871063775"
"Yes","2019","Not Employed","direct migration background","508","0.248279558813638","0.234599414541874","0.261959703085403"
"Yes","2019","Not Employed","indirect migration background","332","0.793505057123623","0.753535481273725","0.833474632973521"
"Yes","2019","Not Employed","no migration background","6590","0.998636329289793","0.997745763097536","0.99952689548205"
