"plh0173","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","no migration background","36","0.0101219941578867","0.00682273947818412","0.0134212488375893","0"
"0 Completely dissatisfied","1984","Full Time","direct migration background","45","0.0230804991372138","0.0162157080477639","0.0299452902266638","0"
"0 Completely dissatisfied","1984","Full Time","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1984","Part Time","no migration background","16","","","","0"
"0 Completely dissatisfied","1984","Part Time","direct migration background","15","","","","0"
"0 Completely dissatisfied","1984","Part Time","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Not Working","no migration background","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","direct migration background","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","direct migration background","13","","","","1"
"1 on Scale 1 to 10","1984","Full Time","no migration background","17","","","","1"
"1 on Scale 1 to 10","1984","Part Time","no migration background","5","","","","1"
"1 on Scale 1 to 10","1984","Not Working","no migration background","","","","","1"
"1 on Scale 1 to 10","1984","Not Working","direct migration background","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","1"
"10 Completely satisfied","1984","Full Time","no migration background","930","0.26616714686618","0.251600225933754","0.280734067798606","10"
"10 Completely satisfied","1984","Part Time","no migration background","293","0.278052780156969","0.250978521968421","0.305127038345518","10"
"10 Completely satisfied","1984","Part Time","direct migration background","83","0.233721930859353","0.190716871450446","0.276726990268259","10"
"10 Completely satisfied","1984","Full Time","direct migration background","517","0.280891670274024","0.260344977484885","0.301438363063164","10"
"10 Completely satisfied","1984","Full Time","indirect migration background","20","","","","10"
"10 Completely satisfied","1984","Part Time","indirect migration background","5","","","","10"
"10 Completely satisfied","1984","Not Working","no migration background","21","","","","10"
"10 Completely satisfied","1984","Not Working","direct migration background","14","","","","10"
"10 Completely satisfied","1984","Not Working","indirect migration background","7","","","","10"
"2 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Full Time","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Part Time","no migration background","10","","","","2"
"2 on Scale 1 to 10","1984","Not Working","direct migration background","","","","","2"
"2 on Scale 1 to 10","1984","Full Time","no migration background","36","0.0103747451233031","0.00703497891784247","0.0137145113287637","2"
"2 on Scale 1 to 10","1984","Full Time","direct migration background","29","","","","2"
"2 on Scale 1 to 10","1984","Part Time","direct migration background","8","","","","2"
"2 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Not Working","no migration background","1","","","","2"
"3 on Scale 1 to 10","1984","Part Time","direct migration background","18","","","","3"
"3 on Scale 1 to 10","1984","Full Time","no migration background","78","0.0222072181642682","0.0173502813246979","0.0270641550038385","3"
"3 on Scale 1 to 10","1984","Full Time","direct migration background","52","0.0257851513830175","0.0185393311924956","0.0330309715735395","3"
"3 on Scale 1 to 10","1984","Full Time","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Part Time","no migration background","30","0.0286472228572627","0.018567003626659","0.0387274420878664","3"
"3 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Not Working","no migration background","3","","","","3"
"3 on Scale 1 to 10","1984","Not Working","direct migration background","6","","","","3"
"3 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","Part Time","no migration background","31","0.0282936285216617","0.0182739896276519","0.0383132674156715","4"
"4 on Scale 1 to 10","1984","Full Time","no migration background","81","0.0225876592161997","0.0176902489721174","0.0274850694602821","4"
"4 on Scale 1 to 10","1984","Full Time","direct migration background","54","0.0351141905545073","0.0266991807186113","0.0435292003904033","4"
"4 on Scale 1 to 10","1984","Not Working","direct migration background","2","","","","4"
"4 on Scale 1 to 10","1984","Full Time","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Not Working","no migration background","4","","","","4"
"4 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Part Time","direct migration background","10","","","","4"
"5 on Scale 1 to 10","1984","Not Working","no migration background","8","","","","5"
"5 on Scale 1 to 10","1984","Not Working","direct migration background","4","","","","5"
"5 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","Full Time","no migration background","307","0.0870978280573964","0.0778037193974312","0.0963919367173615","5"
"5 on Scale 1 to 10","1984","Part Time","direct migration background","45","0.125947240426916","0.0922309509889426","0.159663529864889","5"
"5 on Scale 1 to 10","1984","Part Time","no migration background","123","0.121866303629249","0.102098320503639","0.141634286754858","5"
"5 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1984","Full Time","direct migration background","182","0.104156613153797","0.0901918103219647","0.118121415985629","5"
"5 on Scale 1 to 10","1984","Full Time","indirect migration background","5","","","","5"
"6 on Scale 1 to 10","1984","Part Time","no migration background","64","0.0594013672315624","0.0451176707467545","0.0736850637163702","6"
"6 on Scale 1 to 10","1984","Not Working","no migration background","10","","","","6"
"6 on Scale 1 to 10","1984","Full Time","indirect migration background","4","","","","6"
"6 on Scale 1 to 10","1984","Full Time","direct migration background","109","0.0578253049907618","0.0471544302647259","0.0684961797167978","6"
"6 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1984","Full Time","no migration background","260","0.0710380414225062","0.0625709077274068","0.0795051751176056","6"
"6 on Scale 1 to 10","1984","Part Time","direct migration background","28","","","","6"
"6 on Scale 1 to 10","1984","Not Working","direct migration background","2","","","","6"
"6 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1984","Full Time","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1984","Full Time","no migration background","460","0.130771032455446","0.119658454140777","0.141883610770116","7"
"7 on Scale 1 to 10","1984","Full Time","direct migration background","176","0.0927989468070953","0.07953421010048","0.106063683513711","7"
"7 on Scale 1 to 10","1984","Part Time","direct migration background","55","0.111659232405306","0.0796545341733645","0.143663930637248","7"
"7 on Scale 1 to 10","1984","Part Time","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1984","Not Working","no migration background","17","","","","7"
"7 on Scale 1 to 10","1984","Not Working","direct migration background","9","","","","7"
"7 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1984","Part Time","no migration background","142","0.1309142435446","0.110531389832366","0.151297097256833","7"
"8 on Scale 1 to 10","1984","Part Time","direct migration background","72","0.196917795605428","0.156506841433403","0.237328749777452","8"
"8 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1984","Part Time","no migration background","204","0.195926561643364","0.171941836962664","0.219911286324063","8"
"8 on Scale 1 to 10","1984","Full Time","indirect migration background","6","","","","8"
"8 on Scale 1 to 10","1984","Full Time","no migration background","807","0.22701405085345","0.21320689802961","0.24082120367729","8"
"8 on Scale 1 to 10","1984","Not Working","no migration background","21","","","","8"
"8 on Scale 1 to 10","1984","Full Time","direct migration background","414","0.225044983673729","0.205953123155992","0.244136844191467","8"
"8 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1984","Not Working","direct migration background","7","","","","8"
"9 on Scale 1 to 10","1984","Not Working","direct migration background","7","","","","9"
"9 on Scale 1 to 10","1984","Full Time","direct migration background","247","0.135112903537326","0.119484901475343","0.150740905599309","9"
"9 on Scale 1 to 10","1984","Part Time","no migration background","134","0.127331097257381","0.107187723455097","0.147474471059665","9"
"9 on Scale 1 to 10","1984","Full Time","no migration background","524","0.147520106876854","0.135831583649354","0.159208630104353","9"
"9 on Scale 1 to 10","1984","Full Time","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1984","Part Time","direct migration background","33","0.0952328263596072","0.0654038482385405","0.125061804480674","9"
"9 on Scale 1 to 10","1984","Part Time","indirect migration background","4","","","","9"
"9 on Scale 1 to 10","1984","Not Working","no migration background","23","","","","9"
"9 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","9"
