"plh0173","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","2","","","","0"
"0 Completely dissatisfied","1984","Employed","113","0.013150573580107","0.0104534209759088","0.0158477261843053","0"
"1 on Scale 1 to 10","1984","Not Employed","","","","","1"
"1 on Scale 1 to 10","1984","Employed","40","0.00550495059066922","0.00375314563509192","0.00725675554624651","1"
"10 Completely satisfied","1984","Not Employed","42","0.185971119386035","0.127310398202709","0.244631840569361","10"
"10 Completely satisfied","1984","Employed","1848","0.270156612419051","0.259643522841058","0.280669701997045","10"
"2 on Scale 1 to 10","1984","Not Employed","1","","","","2"
"2 on Scale 1 to 10","1984","Employed","84","0.0104567972865689","0.00804842040574879","0.012865174167389","2"
"3 on Scale 1 to 10","1984","Not Employed","9","","","","3"
"3 on Scale 1 to 10","1984","Employed","178","0.0245267196775613","0.0208645779501306","0.028188861404992","3"
"4 on Scale 1 to 10","1984","Not Employed","6","","","","4"
"4 on Scale 1 to 10","1984","Employed","178","0.0249788479985414","0.0212839628242459","0.028673733172837","4"
"5 on Scale 1 to 10","1984","Not Employed","12","","","","5"
"5 on Scale 1 to 10","1984","Employed","663","0.0965988094704231","0.0896046755876113","0.103592943353235","5"
"6 on Scale 1 to 10","1984","Not Employed","12","","","","6"
"6 on Scale 1 to 10","1984","Employed","465","0.0678355352085831","0.0618818944675935","0.0737891759495728","6"
"7 on Scale 1 to 10","1984","Employed","838","0.126660743868338","0.118786293805321","0.134535193931355","7"
"7 on Scale 1 to 10","1984","Not Employed","26","","","","7"
"8 on Scale 1 to 10","1984","Employed","1503","0.219222172272887","0.209426963441421","0.229017381104353","8"
"8 on Scale 1 to 10","1984","Not Employed","29","","","","8"
"9 on Scale 1 to 10","1984","Not Employed","30","0.194206528875482","0.134565033504084","0.25384802424688","9"
"9 on Scale 1 to 10","1984","Employed","943","0.140908237627269","0.132670732573932","0.149145742680606","9"
"0 Completely dissatisfied","1985","Not Employed","","","","","0"
"0 Completely dissatisfied","1985","Employed","58","0.00949105762345141","0.00707331178473472","0.0119088034621681","0"
"1 on Scale 1 to 10","1985","Not Employed","","","","","1"
"1 on Scale 1 to 10","1985","Employed","33","0.00573028500932422","0.0038480911325346","0.00761247888611383","1"
"10 Completely satisfied","1985","Not Employed","32","0.179264716435942","0.119455445441941","0.239073987429943","10"
"10 Completely satisfied","1985","Employed","1320","0.209711629674876","0.199560177051088","0.219863082298663","10"
"2 on Scale 1 to 10","1985","Not Employed","4","","","","2"
"2 on Scale 1 to 10","1985","Employed","82","0.012599055655363","0.00981780644285207","0.015380304867874","2"
"3 on Scale 1 to 10","1985","Employed","162","0.0254948555558098","0.0215644036636719","0.0294253074479477","3"
"3 on Scale 1 to 10","1985","Not Employed","7","","","","3"
"4 on Scale 1 to 10","1985","Not Employed","7","","","","4"
"4 on Scale 1 to 10","1985","Employed","191","0.0293266664665434","0.0251194773105774","0.0335338556225095","4"
