"plh0173","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","no migration background","53","0.0113508937309493","0.00832137299900633","0.0143804144628923","0"
"0 Completely dissatisfied","1984","direct migration background","61","0.0267474479863352","0.0200984570315769","0.0333964389410935","0"
"0 Completely dissatisfied","1984","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1984","direct migration background","18","","","","1"
"1 on Scale 1 to 10","1984","no migration background","22","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","","","","","1"
"10 Completely satisfied","1984","no migration background","1244","0.26658023983435","0.253934970279536","0.279225509389164","10"
"10 Completely satisfied","1984","direct migration background","614","0.271453029178883","0.253126597366604","0.289779460991161","10"
"10 Completely satisfied","1984","indirect migration background","32","0.567556989838692","0.44522304075569","0.689890938921695","10"
"2 on Scale 1 to 10","1984","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","37","0.0136867194340771","0.00889866682606944","0.0184747720420847","2"
"2 on Scale 1 to 10","1984","no migration background","47","0.0101171771715037","0.00725524469665801","0.0129791096463494","2"
"3 on Scale 1 to 10","1984","direct migration background","76","0.0338919119922603","0.0264349370335677","0.041348886950953","3"
"3 on Scale 1 to 10","1984","no migration background","111","0.0237689838678401","0.0194126674218787","0.0281253003138014","3"
"3 on Scale 1 to 10","1984","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","no migration background","116","0.0242272815406305","0.0198302002993625","0.0286243627818984","4"
"4 on Scale 1 to 10","1984","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","66","0.0320703955370381","0.0248097399639982","0.0393310511100781","4"
"5 on Scale 1 to 10","1984","no migration background","438","0.0945581227959025","0.0861902027805461","0.102926042811259","5"
"5 on Scale 1 to 10","1984","direct migration background","231","0.107391371458019","0.0946323600602235","0.120150382855814","5"
"5 on Scale 1 to 10","1984","indirect migration background","6","","","","5"
"6 on Scale 1 to 10","1984","no migration background","334","0.0689610961063248","0.0617146710820388","0.0762075211306108","6"
"6 on Scale 1 to 10","1984","direct migration background","139","0.0621031258897846","0.0521574096295633","0.0720488421500058","6"
"6 on Scale 1 to 10","1984","indirect migration background","4","","","","6"
"7 on Scale 1 to 10","1984","indirect migration background","5","","","","7"
"7 on Scale 1 to 10","1984","no migration background","619","0.131776915631006","0.122103649318518","0.141450181943494","7"
"7 on Scale 1 to 10","1984","direct migration background","240","0.100902220166204","0.0884898244017636","0.113314615930644","7"
"8 on Scale 1 to 10","1984","indirect migration background","7","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","493","0.217455446071946","0.20045573767462","0.234455154469272","8"
"8 on Scale 1 to 10","1984","no migration background","1032","0.219189644774661","0.207358667789408","0.231020621759915","8"
"9 on Scale 1 to 10","1984","indirect migration background","5","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","287","0.125272764746616","0.111631129084984","0.138914400408249","9"
"9 on Scale 1 to 10","1984","no migration background","681","0.144532541249228","0.134476608105603","0.154588474392854","9"
"0 Completely dissatisfied","1985","no migration background","38","0.00902348775967258","0.00621402975308793","0.0118329457662572","0"
"0 Completely dissatisfied","1985","direct migration background","20","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","11","","","","1"
"1 on Scale 1 to 10","1985","no migration background","22","","","","1"
