"plh0173","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","Male","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Female","1","","","","0"
"0 Completely dissatisfied","1984","Employed","Male","71","0.0122638404775616","0.00899090905567851","0.0155367718994446","0"
"0 Completely dissatisfied","1984","Employed","Female","42","0.0146268636304022","0.00992928859779164","0.0193244386630127","0"
"1 on Scale 1 to 10","1984","Not Employed","Male","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1984","Employed","Male","23","","","","1"
"1 on Scale 1 to 10","1984","Employed","Female","17","","","","1"
"10 Completely satisfied","1984","Not Employed","Male","16","","","","10"
"10 Completely satisfied","1984","Not Employed","Female","26","","","","10"
"10 Completely satisfied","1984","Employed","Male","1139","0.260486208359619","0.247434460095248","0.273537956623989","10"
"10 Completely satisfied","1984","Employed","Female","709","0.286256520333048","0.268569831665001","0.303943209001096","10"
"2 on Scale 1 to 10","1984","Not Employed","Male","1","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Female","","","","","2"
"2 on Scale 1 to 10","1984","Employed","Male","45","0.00846703272171321","0.00574230957526069","0.0111917558681657","2"
"2 on Scale 1 to 10","1984","Employed","Female","39","0.0137694847469715","0.00920968444472923","0.0183292850492137","2"
"3 on Scale 1 to 10","1984","Not Employed","Male","8","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","Female","1","","","","3"
"3 on Scale 1 to 10","1984","Employed","Male","106","0.0231500675245333","0.0186781556229021","0.0276219794261645","3"
"3 on Scale 1 to 10","1984","Employed","Female","72","0.0268186583346371","0.0204972598060888","0.0331400568631855","3"
"4 on Scale 1 to 10","1984","Not Employed","Male","3","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","Female","3","","","","4"
"4 on Scale 1 to 10","1984","Employed","Female","64","0.0257869425254197","0.0195850439500371","0.0319888411008023","4"
"4 on Scale 1 to 10","1984","Employed","Male","114","0.0244934663035111","0.0198967955317468","0.0290901370752753","4"
"5 on Scale 1 to 10","1984","Not Employed","Male","7","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","Female","5","","","","5"
"5 on Scale 1 to 10","1984","Employed","Male","394","0.0907563725887899","0.0822139337045442","0.0992988114730355","5"
"5 on Scale 1 to 10","1984","Employed","Female","269","0.106325672506294","0.0942640294923962","0.118387315520192","5"
"6 on Scale 1 to 10","1984","Not Employed","Female","7","","","","6"
"6 on Scale 1 to 10","1984","Employed","Male","301","0.0711031713215294","0.0634607423952354","0.0787456002478233","6"
"6 on Scale 1 to 10","1984","Employed","Female","164","0.0623953653675342","0.0529311677689277","0.0718595629661406","6"
"6 on Scale 1 to 10","1984","Not Employed","Male","5","","","","6"
"7 on Scale 1 to 10","1984","Not Employed","Female","12","","","","7"
"7 on Scale 1 to 10","1984","Not Employed","Male","14","","","","7"
"7 on Scale 1 to 10","1984","Employed","Male","543","0.129910341816315","0.11991248186739","0.139908201765241","7"
"7 on Scale 1 to 10","1984","Employed","Female","295","0.121250605119388","0.108478213175193","0.134022997063583","7"
"8 on Scale 1 to 10","1984","Not Employed","Male","18","","","","8"
"8 on Scale 1 to 10","1984","Not Employed","Female","11","","","","8"
"8 on Scale 1 to 10","1984","Employed","Male","1012","0.234331571348459","0.221735388536201","0.246927754160718","8"
"8 on Scale 1 to 10","1984","Employed","Female","491","0.19406707717474","0.178592344991688","0.209541809357791","8"
"9 on Scale 1 to 10","1984","Not Employed","Female","13","","","","9"
"9 on Scale 1 to 10","1984","Not Employed","Male","17","","","","9"
"9 on Scale 1 to 10","1984","Employed","Male","596","0.140600481153085","0.130263490126252","0.150937472179919","9"
"9 on Scale 1 to 10","1984","Employed","Female","347","0.141420610312407","0.127785949346349","0.155055271278464","9"
"0 Completely dissatisfied","1985","Not Employed","Male","","","","","0"
"0 Completely dissatisfied","1985","Not Employed","Female","","","","","0"
"0 Completely dissatisfied","1985","Employed","Male","43","0.0108888248456803","0.00761956405668473","0.0141580856346759","0"
"0 Completely dissatisfied","1985","Employed","Female","15","","","","0"
"1 on Scale 1 to 10","1985","Not Employed","Male","","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1985","Employed","Male","16","","","","1"
"1 on Scale 1 to 10","1985","Employed","Female","17","","","","1"
"10 Completely satisfied","1985","Not Employed","Male","17","","","","10"
"10 Completely satisfied","1985","Not Employed","Female","15","","","","10"
"10 Completely satisfied","1985","Employed","Male","780","0.194284716342205","0.181821026729024","0.206748405955386","10"
"10 Completely satisfied","1985","Employed","Female","540","0.234036693620978","0.216759617237266","0.251313770004689","10"
"2 on Scale 1 to 10","1985","Not Employed","Male","3","","","","2"
"2 on Scale 1 to 10","1985","Not Employed","Female","1","","","","2"
"2 on Scale 1 to 10","1985","Employed","Male","51","0.0125519851181177","0.00904487151608237","0.0160590987201531","2"
"2 on Scale 1 to 10","1985","Employed","Female","31","0.0126732761947398","0.00810871336148661","0.0172378390279929","2"
"3 on Scale 1 to 10","1985","Not Employed","Female","1","","","","3"
"3 on Scale 1 to 10","1985","Employed","Male","95","0.023584921623279","0.0188044475985057","0.0283653956480524","3"
"3 on Scale 1 to 10","1985","Not Employed","Male","6","","","","3"
"3 on Scale 1 to 10","1985","Employed","Female","67","0.0285064278671193","0.0217157104393596","0.035297145294879","3"
"4 on Scale 1 to 10","1985","Not Employed","Male","2","","","","4"
"4 on Scale 1 to 10","1985","Not Employed","Female","5","","","","4"
"4 on Scale 1 to 10","1985","Employed","Female","80","0.0319301900492683","0.0247559090365828","0.0391044710619538","4"
"4 on Scale 1 to 10","1985","Employed","Male","111","0.0276755163294151","0.0225079033280003","0.0328431293308299","4"
"5 on Scale 1 to 10","1985","Not Employed","Male","6","","","","5"
"5 on Scale 1 to 10","1985","Not Employed","Female","13","","","","5"
"5 on Scale 1 to 10","1985","Employed","Female","254","0.110680663860732","0.0978783332303856","0.123482994491078","5"
"5 on Scale 1 to 10","1985","Employed","Male","338","0.090496661200898","0.0814590233945719","0.099534299007224","5"
"6 on Scale 1 to 10","1985","Not Employed","Female","13","","","","6"
"6 on Scale 1 to 10","1985","Not Employed","Male","8","","","","6"
"6 on Scale 1 to 10","1985","Employed","Male","280","0.0736325800077981","0.0654051698097899","0.0818599902058062","6"
"6 on Scale 1 to 10","1985","Employed","Female","193","0.0790486023273235","0.0680385407687463","0.0900586638859008","6"
"7 on Scale 1 to 10","1985","Not Employed","Male","10","","","","7"
"7 on Scale 1 to 10","1985","Not Employed","Female","11","","","","7"
"7 on Scale 1 to 10","1985","Employed","Female","333","0.144845117680151","0.130483656983384","0.159206578376918","7"
"7 on Scale 1 to 10","1985","Employed","Male","579","0.153196711409514","0.141850457589984","0.164542965229043","7"
"8 on Scale 1 to 10","1985","Not Employed","Male","13","","","","8"
"8 on Scale 1 to 10","1985","Employed","Male","1019","0.266298649039063","0.252374115795718","0.280223182282408","8"
"8 on Scale 1 to 10","1985","Employed","Female","473","0.204926960395867","0.18845568014804","0.221398240643693","8"
"8 on Scale 1 to 10","1985","Not Employed","Female","17","","","","8"
"9 on Scale 1 to 10","1985","Not Employed","Male","9","","","","9"
"9 on Scale 1 to 10","1985","Not Employed","Female","8","","","","9"
"9 on Scale 1 to 10","1985","Employed","Male","559","0.143714081682044","0.132663234621963","0.154764928742125","9"
"9 on Scale 1 to 10","1985","Employed","Female","304","0.137094510953344","0.123059397006301","0.151129624900387","9"
"0 Completely dissatisfied","1986","Not Employed","Male","3","","","","0"
"0 Completely dissatisfied","1986","Not Employed","Female","2","","","","0"
"0 Completely dissatisfied","1986","Employed","Male","28","","","","0"
"0 Completely dissatisfied","1986","Employed","Female","18","","","","0"
"1 on Scale 1 to 10","1986","Employed","Female","15","","","","1"
"1 on Scale 1 to 10","1986","Employed","Male","19","","","","1"
"1 on Scale 1 to 10","1986","Not Employed","Male","2","","","","1"
"1 on Scale 1 to 10","1986","Not Employed","Female","","","","","1"
"10 Completely satisfied","1986","Not Employed","Female","16","","","","10"
"10 Completely satisfied","1986","Not Employed","Male","11","","","","10"
"10 Completely satisfied","1986","Employed","Male","679","0.174047864547922","0.16192888762997","0.186166841465875","10"
"10 Completely satisfied","1986","Employed","Female","406","0.186670651344036","0.170574146415306","0.202767156272766","10"
"2 on Scale 1 to 10","1986","Not Employed","Male","2","","","","2"
"2 on Scale 1 to 10","1986","Not Employed","Female","2","","","","2"
"2 on Scale 1 to 10","1986","Employed","Male","61","0.0130645841754223","0.00943508810005352","0.0166940802507911","2"
"2 on Scale 1 to 10","1986","Employed","Female","39","0.0159329602575245","0.010760217005158","0.0211057035098911","2"
"3 on Scale 1 to 10","1986","Not Employed","Male","5","","","","3"
"3 on Scale 1 to 10","1986","Not Employed","Female","4","","","","3"
"3 on Scale 1 to 10","1986","Employed","Male","87","0.0249557082029234","0.0199697195005389","0.0299416969053079","3"
"3 on Scale 1 to 10","1986","Employed","Female","52","0.0258980846337907","0.0193366868882679","0.0324594823793135","3"
"4 on Scale 1 to 10","1986","Employed","Male","112","0.0318424591982876","0.0262302934966848","0.0374546248998904","4"
"4 on Scale 1 to 10","1986","Not Employed","Male","3","","","","4"
"4 on Scale 1 to 10","1986","Not Employed","Female","2","","","","4"
"4 on Scale 1 to 10","1986","Employed","Female","87","0.0357173717750708","0.0280507813550503","0.0433839621950914","4"
"5 on Scale 1 to 10","1986","Not Employed","Male","9","","","","5"
"5 on Scale 1 to 10","1986","Not Employed","Female","12","","","","5"
"5 on Scale 1 to 10","1986","Employed","Male","344","0.0901691003155709","0.0810139942974168","0.0993242063337251","5"
"5 on Scale 1 to 10","1986","Employed","Female","275","0.124676685736669","0.11102968496717","0.138323686506168","5"
"6 on Scale 1 to 10","1986","Not Employed","Female","9","","","","6"
"6 on Scale 1 to 10","1986","Not Employed","Male","4","","","","6"
"6 on Scale 1 to 10","1986","Employed","Female","183","0.0853911659528705","0.0738464165255824","0.0969359153801586","6"
"6 on Scale 1 to 10","1986","Employed","Male","323","0.0823379904003327","0.073551899817634","0.0911240809830315","6"
"7 on Scale 1 to 10","1986","Not Employed","Female","16","","","","7"
"7 on Scale 1 to 10","1986","Not Employed","Male","9","","","","7"
"7 on Scale 1 to 10","1986","Employed","Male","615","0.173754393741403","0.161643487337736","0.18586530014507","7"
"7 on Scale 1 to 10","1986","Employed","Female","333","0.152694718598737","0.137835625347319","0.167553811850156","7"
"8 on Scale 1 to 10","1986","Not Employed","Male","11","","","","8"
"8 on Scale 1 to 10","1986","Not Employed","Female","17","","","","8"
"8 on Scale 1 to 10","1986","Employed","Male","922","0.249401816123798","0.235572276307544","0.263231355940052","8"
"8 on Scale 1 to 10","1986","Employed","Female","551","0.236611983696354","0.219054940370399","0.25416902702231","8"
"9 on Scale 1 to 10","1986","Not Employed","Male","12","","","","9"
"9 on Scale 1 to 10","1986","Employed","Male","570","0.14874604315762","0.137372220529777","0.160119865785462","9"
"9 on Scale 1 to 10","1986","Not Employed","Female","6","","","","9"
"9 on Scale 1 to 10","1986","Employed","Female","292","0.124361792186558","0.11072958489809","0.137993999475027","9"
"0 Completely dissatisfied","1987","Not Employed","Female","1","","","","0"
"0 Completely dissatisfied","1987","Employed","Male","26","","","","0"
"0 Completely dissatisfied","1987","Employed","Female","15","","","","0"
"0 Completely dissatisfied","1987","Not Employed","Male","","","","","0"
"1 on Scale 1 to 10","1987","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1987","Employed","Female","18","","","","1"
"1 on Scale 1 to 10","1987","Not Employed","Male","1","","","","1"
"1 on Scale 1 to 10","1987","Employed","Male","22","","","","1"
"10 Completely satisfied","1987","Not Employed","Male","6","","","","10"
"10 Completely satisfied","1987","Not Employed","Female","21","","","","10"
"10 Completely satisfied","1987","Employed","Male","624","0.165907196668443","0.15399784555197","0.177816547784915","10"
"10 Completely satisfied","1987","Employed","Female","374","0.161650121646606","0.146588996513973","0.176711246779239","10"
"2 on Scale 1 to 10","1987","Not Employed","Male","","","","","2"
"2 on Scale 1 to 10","1987","Not Employed","Female","","","","","2"
"2 on Scale 1 to 10","1987","Employed","Male","43","0.0114433324915637","0.00803826798988103","0.0148483969932464","2"
"2 on Scale 1 to 10","1987","Employed","Female","35","0.0147652343439296","0.00983069311078474","0.0196997755770745","2"
"3 on Scale 1 to 10","1987","Employed","Female","66","0.0306009246384088","0.0235543943774562","0.0376474548993615","3"
"3 on Scale 1 to 10","1987","Not Employed","Female","4","","","","3"
"3 on Scale 1 to 10","1987","Employed","Male","107","0.0306272682815466","0.0251109688679702","0.0361435676951231","3"
"3 on Scale 1 to 10","1987","Not Employed","Male","","","","","3"
"4 on Scale 1 to 10","1987","Employed","Female","92","0.0413791837842114","0.0332308064195661","0.0495275611488567","4"
"4 on Scale 1 to 10","1987","Not Employed","Female","4","","","","4"
"4 on Scale 1 to 10","1987","Not Employed","Male","","","","","4"
"4 on Scale 1 to 10","1987","Employed","Male","129","0.032045593828942","0.0264071415081134","0.0376840461497707","4"
"5 on Scale 1 to 10","1987","Not Employed","Male","5","","","","5"
"5 on Scale 1 to 10","1987","Not Employed","Female","10","","","","5"
"5 on Scale 1 to 10","1987","Employed","Male","292","0.0766744879160875","0.0681562226594092","0.0851927531727659","5"
"5 on Scale 1 to 10","1987","Employed","Female","227","0.10019812165156","0.0879135509578668","0.112482692345254","5"
"6 on Scale 1 to 10","1987","Employed","Male","340","0.0928244566346942","0.0835342542623817","0.102114659007007","6"
"6 on Scale 1 to 10","1987","Not Employed","Female","6","","","","6"
"6 on Scale 1 to 10","1987","Not Employed","Male","1","","","","6"
"6 on Scale 1 to 10","1987","Employed","Female","227","0.0979163843676698","0.0857571052527307","0.110075663482609","6"
"7 on Scale 1 to 10","1987","Employed","Male","616","0.167323145652349","0.155373237791712","0.179273053512987","7"
"7 on Scale 1 to 10","1987","Not Employed","Male","7","","","","7"
"7 on Scale 1 to 10","1987","Not Employed","Female","14","","","","7"
"7 on Scale 1 to 10","1987","Employed","Female","349","0.14630625630022","0.131847223454824","0.160765289145616","7"
"8 on Scale 1 to 10","1987","Not Employed","Male","8","","","","8"
"8 on Scale 1 to 10","1987","Not Employed","Female","12","","","","8"
"8 on Scale 1 to 10","1987","Employed","Male","1005","0.270473404021741","0.256252370897004","0.284694437146479","8"
"8 on Scale 1 to 10","1987","Employed","Female","574","0.246555601617323","0.228922050251579","0.264189152983066","8"
"9 on Scale 1 to 10","1987","Not Employed","Male","6","","","","9"
"9 on Scale 1 to 10","1987","Not Employed","Female","6","","","","9"
"9 on Scale 1 to 10","1987","Employed","Male","544","0.142135338449099","0.130956190007536","0.153314486890662","9"
"9 on Scale 1 to 10","1987","Employed","Female","318","0.147159487801031","0.132665603472196","0.161653372129866","9"
"0 Completely dissatisfied","1988","Not Employed","Female","","","","","0"
"0 Completely dissatisfied","1988","Employed","Male","23","","","","0"
"0 Completely dissatisfied","1988","Employed","Female","17","","","","0"
"0 Completely dissatisfied","1988","Not Employed","Male","2","","","","0"
"1 on Scale 1 to 10","1988","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1988","Not Employed","Male","1","","","","1"
"1 on Scale 1 to 10","1988","Employed","Female","21","","","","1"
"1 on Scale 1 to 10","1988","Employed","Male","15","","","","1"
"10 Completely satisfied","1988","Not Employed","Female","12","","","","10"
"10 Completely satisfied","1988","Not Employed","Male","5","","","","10"
"10 Completely satisfied","1988","Employed","Male","480","0.133310208365104","0.12209555624993","0.144524860480277","10"
"10 Completely satisfied","1988","Employed","Female","334","0.160010502462299","0.144676938976179","0.175344065948418","10"
"2 on Scale 1 to 10","1988","Not Employed","Male","2","","","","2"
"2 on Scale 1 to 10","1988","Not Employed","Female","1","","","","2"
"2 on Scale 1 to 10","1988","Employed","Male","49","0.014803131951611","0.010818753540228","0.018787510362994","2"
"2 on Scale 1 to 10","1988","Employed","Female","32","0.0121292858260141","0.00755103488149525","0.016707536770533","2"
"3 on Scale 1 to 10","1988","Employed","Male","120","0.0360049004098637","0.0298582221384168","0.0421515786813107","3"
"3 on Scale 1 to 10","1988","Not Employed","Female","2","","","","3"
"3 on Scale 1 to 10","1988","Not Employed","Male","1","","","","3"
"3 on Scale 1 to 10","1988","Employed","Female","83","0.0391417959372299","0.0310306549813222","0.0472529368931375","3"
"4 on Scale 1 to 10","1988","Not Employed","Female","5","","","","4"
"4 on Scale 1 to 10","1988","Employed","Male","109","0.0320837541529185","0.0262696374960312","0.0378978708098058","4"
"4 on Scale 1 to 10","1988","Employed","Female","97","0.0440928106849306","0.0355061623074571","0.052679459062404","4"
"4 on Scale 1 to 10","1988","Not Employed","Male","1","","","","4"
"5 on Scale 1 to 10","1988","Not Employed","Female","8","","","","5"
"5 on Scale 1 to 10","1988","Employed","Male","349","0.0988431996837393","0.0889963832493135","0.108690016118165","5"
"5 on Scale 1 to 10","1988","Employed","Female","255","0.113029327101982","0.0997864568391221","0.126272197364843","5"
"5 on Scale 1 to 10","1988","Not Employed","Male","8","","","","5"
"6 on Scale 1 to 10","1988","Not Employed","Female","3","","","","6"
"6 on Scale 1 to 10","1988","Employed","Male","302","0.0850272783430527","0.075824785803591","0.0942297708825145","6"
"6 on Scale 1 to 10","1988","Employed","Female","207","0.0831821002735823","0.0716319294896559","0.0947322710575087","6"
"6 on Scale 1 to 10","1988","Not Employed","Male","5","","","","6"
"7 on Scale 1 to 10","1988","Employed","Male","648","0.184452236570016","0.171655803627541","0.197248669512491","7"
"7 on Scale 1 to 10","1988","Not Employed","Male","8","","","","7"
"7 on Scale 1 to 10","1988","Not Employed","Female","11","","","","7"
"7 on Scale 1 to 10","1988","Employed","Female","335","0.152844992021288","0.137794906382048","0.167895077660529","7"
"8 on Scale 1 to 10","1988","Not Employed","Male","11","","","","8"
"8 on Scale 1 to 10","1988","Not Employed","Female","14","","","","8"
"8 on Scale 1 to 10","1988","Employed","Male","952","0.266992194405948","0.252396463633584","0.281587925178312","8"
"8 on Scale 1 to 10","1988","Employed","Female","504","0.239372136404623","0.221525563256115","0.257218709553131","8"
"9 on Scale 1 to 10","1988","Not Employed","Female","8","","","","9"
"9 on Scale 1 to 10","1988","Not Employed","Male","4","","","","9"
"9 on Scale 1 to 10","1988","Employed","Female","311","0.141449272608618","0.126874047780882","0.156024497436353","9"
"9 on Scale 1 to 10","1988","Employed","Male","482","0.138169782354154","0.126784608749733","0.149554955958576","9"
"0 Completely dissatisfied","1989","Not Employed","Female","1","","","","0"
"0 Completely dissatisfied","1989","Employed","Male","22","","","","0"
"0 Completely dissatisfied","1989","Employed","Female","10","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Male","1","","","","0"
"1 on Scale 1 to 10","1989","Employed","Female","15","","","","1"
"1 on Scale 1 to 10","1989","Employed","Male","21","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Male","","","","","1"
"10 Completely satisfied","1989","Not Employed","Male","9","","","","10"
"10 Completely satisfied","1989","Not Employed","Female","7","","","","10"
"10 Completely satisfied","1989","Employed","Male","422","0.118653606399646","0.107794956986585","0.129512255812706","10"
"10 Completely satisfied","1989","Employed","Female","316","0.142624785357835","0.12791856243904","0.157331008276631","10"
"2 on Scale 1 to 10","1989","Not Employed","Male","1","","","","2"
"2 on Scale 1 to 10","1989","Not Employed","Female","1","","","","2"
