"plh0173","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1984","16-34 y.","in school","1","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","inadequately","2","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","general elemantary","11","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","middle vocational","22","","","","2"
"2 on Scale 1 to 10","1984","66 and older","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","higher education","2","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","higher education","3","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","inadequately","5","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","general elemantary","12","","","","2"
"2 on Scale 1 to 10","1984","66 and older","higher education","","","","","2"
"3 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","middle vocational","43","0.0282595188653044","0.0197940363840807","0.0367250013465282","3"
"3 on Scale 1 to 10","1984","16-34 y.","in school","","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","inadequately","3","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","general elemantary","8","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","higher education","9","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","general elemantary","34","0.0319840223171839","0.0201130943296043","0.0438549503047636","3"
"3 on Scale 1 to 10","1984","35-65 y.","middle vocational","51","0.0231291558466179","0.0165741833863085","0.0296841283069272","3"
"3 on Scale 1 to 10","1984","35-65 y.","higher education","4","","","","3"
"3 on Scale 1 to 10","1984","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","inadequately","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","middle vocational","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","higher education","","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","inadequately","18","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","higher vocational","6","","","","3"
"3 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","general elemantary","1","","","","3"
"4 on Scale 1 to 10","1984","16-34 y.","middle vocational","28","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","general elemantary","19","","","","4"
"4 on Scale 1 to 10","1984","66 and older","higher education","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","middle vocational","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","in school","","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","inadequately","4","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","higher vocational","2","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","higher education","9","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","inadequately","17","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","general elemantary","32","0.0394026956176602","0.0262773570025488","0.0525280342327716","4"
"4 on Scale 1 to 10","1984","35-65 y.","middle vocational","51","0.024903546901633","0.018107962704898","0.0316991310983681","4"
"4 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","higher vocational","3","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","higher education","13","","","","4"
"4 on Scale 1 to 10","1984","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","inadequately","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","general elemantary","","","","","4"
"5 on Scale 1 to 10","1984","16-34 y.","in school","","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","inadequately","46","0.106768752230576","0.077978796720033","0.135558707741118","5"
"5 on Scale 1 to 10","1984","35-65 y.","general elemantary","90","0.110464329691285","0.08931631602137","0.1316123433612","5"
"5 on Scale 1 to 10","1984","66 and older","middle vocational","3","","","","5"
"5 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","inadequately","16","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","general elemantary","104","0.135981106105889","0.11146626814217","0.160495944069608","5"
"5 on Scale 1 to 10","1984","16-34 y.","middle vocational","152","0.1111207840006","0.0950656767814666","0.127175891219732","5"
"5 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","12","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","higher vocational","11","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","higher education","13","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","middle vocational","167","0.0836865534456163","0.0716105764437321","0.0957625304475005","5"
"5 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","8","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","higher vocational","22","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","higher education","23","","","","5"
"5 on Scale 1 to 10","1984","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1984","66 and older","inadequately","","","","","5"
"5 on Scale 1 to 10","1984","66 and older","general elemantary","3","","","","5"
"5 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","5"
"5 on Scale 1 to 10","1984","66 and older","higher education","","","","","5"
"6 on Scale 1 to 10","1984","35-65 y.","general elemantary","56","0.0695325447672645","0.0523723772345446","0.0866927122999845","6"
"6 on Scale 1 to 10","1984","66 and older","higher education","","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","inadequately","31","0.0589932673438291","0.0370280984579073","0.0809584362297509","6"
"6 on Scale 1 to 10","1984","35-65 y.","middle vocational","146","0.0742430142965671","0.0628103170405116","0.0856757115526227","6"
"6 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","8","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","higher vocational","12","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","higher education","30","0.0748190441905045","0.0494140615094529","0.100224026871556","6"
"6 on Scale 1 to 10","1984","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","middle vocational","1","","","","6"
"6 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","in school","","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","inadequately","9","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","general elemantary","48","0.067555419622041","0.0496052013036486","0.0855056379404333","6"
"6 on Scale 1 to 10","1984","16-34 y.","middle vocational","99","0.0652283070565578","0.0526139530224552","0.0778426610906604","6"
"6 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","10","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","higher vocational","8","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","higher education","15","","","","6"
"6 on Scale 1 to 10","1984","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","inadequately","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","general elemantary","","","","","6"
"7 on Scale 1 to 10","1984","16-34 y.","general elemantary","85","0.121206245470908","0.0978644584167026","0.144548032525113","7"
"7 on Scale 1 to 10","1984","66 and older","higher education","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","middle vocational","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","general elemantary","2","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","in school","","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","inadequately","14","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","middle vocational","184","0.132045303871866","0.114750955826066","0.149339651917667","7"
"7 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","23","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","higher vocational","21","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","higher education","31","0.149639547988414","0.100077838955878","0.199201257020949","7"
"7 on Scale 1 to 10","1984","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","inadequately","58","0.140600268251607","0.108194103330474","0.17300643317274","7"
"7 on Scale 1 to 10","1984","35-65 y.","general elemantary","84","0.098059989176338","0.0779962619542989","0.118123716398377","7"
"7 on Scale 1 to 10","1984","35-65 y.","middle vocational","266","0.137989987171708","0.12294983090196","0.153030143441456","7"
"7 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","10","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","higher vocational","27","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","higher education","56","0.133205500350519","0.100394563158547","0.166016437542492","7"
"7 on Scale 1 to 10","1984","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1984","66 and older","inadequately","","","","","7"
"8 on Scale 1 to 10","1984","35-65 y.","inadequately","101","0.206023009170745","0.168318023689628","0.243727994651863","8"
"8 on Scale 1 to 10","1984","66 and older","middle vocational","4","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","in school","","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","general elemantary","148","0.197333727179256","0.168869703679223","0.225797750679288","8"
"8 on Scale 1 to 10","1984","16-34 y.","middle vocational","328","0.225432497071707","0.204085731392118","0.246779262751295","8"
"8 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","23","","","","8"
"8 on Scale 1 to 10","1984","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","general elemantary","4","","","","8"
"8 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","higher vocational","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","higher education","","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","middle vocational","425","0.20371915518795","0.186155234237208","0.221283076138691","8"
"8 on Scale 1 to 10","1984","35-65 y.","higher education","114","0.280030408560238","0.236673415291051","0.323387401829426","8"
"8 on Scale 1 to 10","1984","16-34 y.","inadequately","36","0.229366309233843","0.162308644309918","0.296423974157768","8"
"8 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","20","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","higher vocational","33","0.217915845712576","0.153948364741671","0.281883326683481","8"
"8 on Scale 1 to 10","1984","16-34 y.","higher education","47","0.228646708559775","0.170298073876873","0.286995343242676","8"
"8 on Scale 1 to 10","1984","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","general elemantary","172","0.211309759354542","0.18376811418169","0.238851404527394","8"
"8 on Scale 1 to 10","1984","35-65 y.","higher vocational","72","0.263808618147279","0.212189696283156","0.315427540011401","8"
"8 on Scale 1 to 10","1984","66 and older","inadequately","","","","","8"
"9 on Scale 1 to 10","1984","16-34 y.","middle vocational","217","0.148246627147256","0.130093831124841","0.16639942316967","9"
"9 on Scale 1 to 10","1984","16-34 y.","higher vocational","28","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","general elemantary","117","0.137783778845278","0.114530510255157","0.161037047435398","9"
"9 on Scale 1 to 10","1984","35-65 y.","middle vocational","279","0.133906404105226","0.119055411089772","0.14875739712068","9"
"9 on Scale 1 to 10","1984","66 and older","middle vocational","2","","","","9"
"9 on Scale 1 to 10","1984","66 and older","higher education","3","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","general elemantary","96","0.123540042466877","0.100005918575777","0.147074166357977","9"
"9 on Scale 1 to 10","1984","16-34 y.","vocational + Abi","14","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","inadequately","41","0.0822725442982505","0.0566559563361932","0.107889132260308","9"
"9 on Scale 1 to 10","1984","35-65 y.","vocational + Abi","13","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","higher vocational","47","0.164012908156214","0.120641065273765","0.207384751038663","9"
"9 on Scale 1 to 10","1984","35-65 y.","higher education","56","0.138792933434279","0.105409042506078","0.172176824362479","9"
"9 on Scale 1 to 10","1984","66 and older","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","higher vocational","1","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","in school","1","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","inadequately","18","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","higher education","35","0.185056580062731","0.131100853196056","0.239012306929406","9"
"9 on Scale 1 to 10","1984","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","inadequately","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","1984","66 and older","general elemantary","2","","","","9"
"0 Completely dissatisfied","1985","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","general elemantary","6","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","middle vocational","14","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","higher vocational","2","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","higher education","2","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","inadequately","3","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","general elemantary","8","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","middle vocational","13","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","higher vocational","3","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","higher education","2","","","","0"
"0 Completely dissatisfied","1985","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1985","66 and older","inadequately","","","","","0"
"0 Completely dissatisfied","1985","66 and older","general elemantary","","","","","0"
"0 Completely dissatisfied","1985","66 and older","middle vocational","","","","","0"
"0 Completely dissatisfied","1985","66 and older","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1985","66 and older","higher vocational","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","higher education","","","","","0"
"1 on Scale 1 to 10","1985","66 and older","middle vocational","1","","","","1"
"1 on Scale 1 to 10","1985","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","general elemantary","2","","","","1"
"1 on Scale 1 to 10","1985","66 and older","general elemantary","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","in school","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","inadequately","2","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","middle vocational","7","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","inadequately","2","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","inadequately","","","","","1"
"10 Completely satisfied","1985","66 and older","vocational + Abi","","","","","10"
"10 Completely satisfied","1985","66 and older","higher education","5","","","","10"
"10 Completely satisfied","1985","66 and older","higher vocational","2","","","","10"
"10 Completely satisfied","1985","66 and older","middle vocational","2","","","","10"
"10 Completely satisfied","1985","16-34 y.","in school","","","","","10"
"10 Completely satisfied","1985","16-34 y.","inadequately","19","","","","10"
"10 Completely satisfied","1985","16-34 y.","general elemantary","145","0.202212586402987","0.171799648733925","0.23262552407205","10"
"10 Completely satisfied","1985","16-34 y.","middle vocational","298","0.208111026670128","0.186479912656064","0.229742140684191","10"
"10 Completely satisfied","1985","16-34 y.","vocational + Abi","11","","","","10"
"10 Completely satisfied","1985","16-34 y.","higher vocational","35","0.192095067836164","0.129260612595079","0.254929523077249","10"
"10 Completely satisfied","1985","16-34 y.","higher education","28","","","","10"
"10 Completely satisfied","1985","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1985","35-65 y.","inadequately","75","0.195338157333557","0.15432708607327","0.236349228593844","10"
"10 Completely satisfied","1985","35-65 y.","general elemantary","177","0.24266402743497","0.212205931087944","0.273122123781995","10"
"10 Completely satisfied","1985","35-65 y.","middle vocational","392","0.21878230884253","0.199752197715748","0.237812419969313","10"
"10 Completely satisfied","1985","35-65 y.","vocational + Abi","24","","","","10"
"10 Completely satisfied","1985","35-65 y.","higher vocational","54","0.213839859989363","0.163905665338987","0.263774054639739","10"
"10 Completely satisfied","1985","35-65 y.","higher education","68","0.190065171558441","0.151175343712005","0.228954999404877","10"
"10 Completely satisfied","1985","66 and older","in school","","","","","10"
"10 Completely satisfied","1985","66 and older","inadequately","","","","","10"
"10 Completely satisfied","1985","66 and older","general elemantary","2","","","","10"
"2 on Scale 1 to 10","1985","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","middle vocational","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","in school","","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","inadequately","1","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","general elemantary","8","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","middle vocational","15","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","higher education","8","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","general elemantary","9","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","middle vocational","22","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","higher vocational","4","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","higher education","4","","","","2"
"2 on Scale 1 to 10","1985","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","inadequately","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","general elemantary","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","higher education","","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","inadequately","10","","","","2"
"3 on Scale 1 to 10","1985","16-34 y.","in school","","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","inadequately","4","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","general elemantary","23","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","middle vocational","36","0.0228688006454879","0.0149035888685101","0.0308340124224658","3"
"3 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","higher vocational","5","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","higher education","8","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","inadequately","14","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","general elemantary","15","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","middle vocational","51","0.0311372800598363","0.0231422399273675","0.0391323201923051","3"
"3 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","higher education","4","","","","3"
"3 on Scale 1 to 10","1985","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","inadequately","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","middle vocational","1","","","","3"
"3 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","higher vocational","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","higher education","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","general elemantary","","","","","3"
"4 on Scale 1 to 10","1985","66 and older","higher education","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","middle vocational","1","","","","4"
"4 on Scale 1 to 10","1985","66 and older","higher vocational","","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","general elemantary","27","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","middle vocational","45","0.0313928042729504","0.0221012558531754","0.0406843526927253","4"
"4 on Scale 1 to 10","1985","35-65 y.","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","higher vocational","5","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","in school","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","general elemantary","","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","inadequately","6","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","higher vocational","4","","","","4"
