"plh0173","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","16-34 y.","Urban Area","17","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Rural Area","8","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Urban Area","29","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Rural Area","3","","","","0"
"0 Completely dissatisfied","1985","66 and older","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","Rural Area","","","","","0"
"1 on Scale 1 to 10","1985","35-65 y.","Urban Area","9","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Urban Area","16","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Rural Area","","","","","1"
"10 Completely satisfied","1985","16-34 y.","Urban Area","439","0.192916324428847","0.175946645955398","0.209886002902296","10"
"10 Completely satisfied","1985","16-34 y.","Rural Area","105","0.200029271962199","0.165778822691118","0.23427972123328","10"
"10 Completely satisfied","1985","35-65 y.","Urban Area","639","0.220617798224036","0.205724830124714","0.235510766323357","10"
"10 Completely satisfied","1985","35-65 y.","Rural Area","158","0.212645433200642","0.182695095837033","0.242595770564252","10"
"10 Completely satisfied","1985","66 and older","Urban Area","10","","","","10"
"10 Completely satisfied","1985","66 and older","Rural Area","1","","","","10"
"2 on Scale 1 to 10","1985","16-34 y.","Urban Area","34","0.0167528894198628","0.0112333092827996","0.022272469556926","2"
"2 on Scale 1 to 10","1985","35-65 y.","Urban Area","38","0.0107263898236277","0.00702665374712622","0.0144261259001292","2"
"2 on Scale 1 to 10","1985","66 and older","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Rural Area","","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Rural Area","11","","","","2"
"3 on Scale 1 to 10","1985","35-65 y.","Urban Area","68","0.0213702210484462","0.016176250712213","0.0265641913846794","3"
"3 on Scale 1 to 10","1985","16-34 y.","Urban Area","67","0.030838038177515","0.0234032021660972","0.0382728741889329","3"
"3 on Scale 1 to 10","1985","16-34 y.","Rural Area","12","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","Rural Area","21","","","","3"
"3 on Scale 1 to 10","1985","66 and older","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1985","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1985","35-65 y.","Rural Area","14","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","Urban Area","75","0.037162351400785","0.0290273437191991","0.0452973590823708","4"
"4 on Scale 1 to 10","1985","35-65 y.","Urban Area","92","0.0270813634217122","0.0212514880835527","0.0329112387598717","4"
"4 on Scale 1 to 10","1985","16-34 y.","Rural Area","16","","","","4"
"4 on Scale 1 to 10","1985","66 and older","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","66 and older","Urban Area","","","","","4"
"5 on Scale 1 to 10","1985","16-34 y.","Rural Area","51","0.106879937201175","0.0804262956102982","0.133333578792051","5"
"5 on Scale 1 to 10","1985","16-34 y.","Urban Area","194","0.0960590320384081","0.0833863370961193","0.108731726980697","5"
"5 on Scale 1 to 10","1985","35-65 y.","Urban Area","284","0.0963501872267605","0.0857524753695464","0.106947899083975","5"
"5 on Scale 1 to 10","1985","35-65 y.","Rural Area","77","0.111243062112382","0.0882277704640279","0.134258353760736","5"
