"plh0173","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","no migration background","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","direct migration background","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Employed","no migration background","52","0.0114204049359463","0.0083458450331584","0.0144949648387343","0"
"0 Completely dissatisfied","1984","Employed","direct migration background","60","0.0269757784231037","0.0202211607390099","0.0337303961071975","0"
"0 Completely dissatisfied","1984","Employed","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1984","Not Employed","no migration background","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","direct migration background","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Employed","no migration background","22","","","","1"
"1 on Scale 1 to 10","1984","Employed","direct migration background","18","","","","1"
"1 on Scale 1 to 10","1984","Employed","indirect migration background","","","","","1"
"10 Completely satisfied","1984","Not Employed","direct migration background","14","","","","10"
"10 Completely satisfied","1984","Not Employed","no migration background","21","","","","10"
"10 Completely satisfied","1984","Not Employed","indirect migration background","7","","","","10"
"10 Completely satisfied","1984","Employed","indirect migration background","25","","","","10"
"10 Completely satisfied","1984","Employed","no migration background","1223","0.268874439881545","0.256045016741081","0.28170386302201","10"
"10 Completely satisfied","1984","Employed","direct migration background","600","0.270885138469191","0.252356542171797","0.289413734766584","10"
"2 on Scale 1 to 10","1984","Not Employed","no migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","direct migration background","","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Employed","no migration background","46","0.0100282810699754","0.0071451722858171","0.0129113898541337","2"
"2 on Scale 1 to 10","1984","Employed","direct migration background","37","0.014002804257605","0.00910391859881097","0.018901689916399","2"
"2 on Scale 1 to 10","1984","Employed","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1984","Not Employed","direct migration background","6","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Not Employed","no migration background","3","","","","3"
"3 on Scale 1 to 10","1984","Employed","no migration background","108","0.0236741134737319","0.0192749444252601","0.0280732825222038","3"
"3 on Scale 1 to 10","1984","Employed","direct migration background","70","0.0319786921620278","0.0246432759318305","0.0393141083922251","3"
"3 on Scale 1 to 10","1984","Employed","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","Not Employed","direct migration background","2","","","","4"
"4 on Scale 1 to 10","1984","Employed","no migration background","112","0.0238873569663009","0.0194689022823861","0.0283058116502158","4"
"4 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Not Employed","no migration background","4","","","","4"
"4 on Scale 1 to 10","1984","Employed","direct migration background","64","0.0323431490599085","0.0249674397305652","0.0397188583892517","4"
"4 on Scale 1 to 10","1984","Employed","indirect migration background","2","","","","4"
"5 on Scale 1 to 10","1984","Not Employed","no migration background","8","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","direct migration background","4","","","","5"
"5 on Scale 1 to 10","1984","Employed","indirect migration background","6","","","","5"
"5 on Scale 1 to 10","1984","Not Employed","indirect migration background","","","","","5"
