"plh0173","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1984","middle vocational","Female","20","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","Male","23","","","","2"
"2 on Scale 1 to 10","1984","in school","Female","","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Male","1","","","","2"
"2 on Scale 1 to 10","1984","higher education","Female","1","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Female","13","","","","2"
"2 on Scale 1 to 10","1984","inadequately","Female","3","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Male","10","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Female","","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Male","3","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Female","2","","","","2"
"2 on Scale 1 to 10","1984","higher education","Male","4","","","","2"
"3 on Scale 1 to 10","1984","in school","Female","","","","","3"
"3 on Scale 1 to 10","1984","in school","Male","","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Male","11","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Female","10","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Male","23","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Female","20","","","","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Male","5","","","","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Female","1","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Male","6","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Female","4","","","","3"
"3 on Scale 1 to 10","1984","middle vocational","Male","62","0.0255979584444749","0.0192071493493678","0.0319887675395821","3"
"3 on Scale 1 to 10","1984","middle vocational","Female","32","0.0238727268934461","0.0151069711127675","0.0326384826741246","3"
"3 on Scale 1 to 10","1984","higher education","Male","7","","","","3"
"3 on Scale 1 to 10","1984","higher education","Female","6","","","","3"
"4 on Scale 1 to 10","1984","middle vocational","Male","50","0.0208205027568302","0.0150427247828458","0.0265982807308146","4"
"4 on Scale 1 to 10","1984","higher education","Male","19","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Female","29","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","Female","1","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","Male","4","","","","4"
"4 on Scale 1 to 10","1984","in school","Female","","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Male","16","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Female","5","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Male","22","","","","4"
"4 on Scale 1 to 10","1984","middle vocational","Female","29","","","","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Male","4","","","","4"
"4 on Scale 1 to 10","1984","higher education","Female","3","","","","4"
"4 on Scale 1 to 10","1984","in school","Male","","","","","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Female","","","","","4"
"5 on Scale 1 to 10","1984","in school","Male","","","","","5"
"5 on Scale 1 to 10","1984","in school","Female","","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","Male","217","0.096717404045584","0.0847569346526508","0.108677873438517","5"
"5 on Scale 1 to 10","1984","middle vocational","Female","105","0.0933703695062535","0.0766631329658446","0.110077606046662","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Male","12","","","","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Female","8","","","","5"
"5 on Scale 1 to 10","1984","higher vocational","Female","10","","","","5"
"5 on Scale 1 to 10","1984","higher education","Male","27","","","","5"
"5 on Scale 1 to 10","1984","higher education","Female","9","","","","5"
"5 on Scale 1 to 10","1984","inadequately","Male","30","0.0731691620574508","0.0456900419757036","0.100648282139198","5"
"5 on Scale 1 to 10","1984","inadequately","Female","32","0.145452132247694","0.101573761424481","0.189330503070908","5"
"5 on Scale 1 to 10","1984","general elemantary","Male","87","0.0989709635617571","0.0786184230045648","0.119323504118949","5"
"5 on Scale 1 to 10","1984","general elemantary","Female","110","0.143644609455488","0.119062655613395","0.16822656329758","5"
"5 on Scale 1 to 10","1984","higher vocational","Male","23","","","","5"
"6 on Scale 1 to 10","1984","in school","Female","","","","","6"
"6 on Scale 1 to 10","1984","higher education","Female","10","","","","6"
"6 on Scale 1 to 10","1984","in school","Male","","","","","6"
"6 on Scale 1 to 10","1984","inadequately","Male","19","","","","6"
"6 on Scale 1 to 10","1984","inadequately","Female","21","","","","6"
"6 on Scale 1 to 10","1984","general elemantary","Male","59","0.0761477253477284","0.0580707789655979","0.0942246717298588","6"
"6 on Scale 1 to 10","1984","middle vocational","Female","79","0.0684565986191494","0.0539557194542871","0.0829574777840117","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Male","10","","","","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Female","8","","","","6"
"6 on Scale 1 to 10","1984","higher vocational","Male","14","","","","6"
"6 on Scale 1 to 10","1984","higher vocational","Female","6","","","","6"
"6 on Scale 1 to 10","1984","higher education","Male","35","0.083369220012295","0.0578845531369603","0.10885388688763","6"
"6 on Scale 1 to 10","1984","general elemantary","Female","45","0.0604080457108429","0.0437101497004113","0.0771059417212745","6"
"6 on Scale 1 to 10","1984","middle vocational","Male","167","0.0716077631380284","0.061174266245095","0.0820412600309617","6"
"7 on Scale 1 to 10","1984","inadequately","Male","46","0.140140279810542","0.103510539799479","0.176770019821604","7"
"7 on Scale 1 to 10","1984","in school","Female","","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Male","32","0.107002029470277","0.0720810765164722","0.141922982424081","7"
"7 on Scale 1 to 10","1984","in school","Male","","","","","7"
"7 on Scale 1 to 10","1984","inadequately","Female","26","","","","7"
"7 on Scale 1 to 10","1984","general elemantary","Male","89","0.112971069301824","0.091396216152716","0.134545922450932","7"
"7 on Scale 1 to 10","1984","general elemantary","Female","82","0.105522862350329","0.0839899576456684","0.127055767054989","7"
"7 on Scale 1 to 10","1984","middle vocational","Male","299","0.134444472280933","0.120640533338208","0.148248411223657","7"
"7 on Scale 1 to 10","1984","higher education","Male","70","0.152388435140892","0.119256003156648","0.185520867125135","7"
"7 on Scale 1 to 10","1984","higher education","Female","17","","","","7"
"7 on Scale 1 to 10","1984","middle vocational","Female","151","0.134118187448659","0.114549654183748","0.153686720713571","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Male","19","","","","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Female","14","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Female","16","","","","7"
"8 on Scale 1 to 10","1984","general elemantary","Male","178","0.225140210250097","0.196673752275704","0.25360666822449","8"
"8 on Scale 1 to 10","1984","higher vocational","Female","28","","","","8"
"8 on Scale 1 to 10","1984","inadequately","Female","58","0.263341789052424","0.208524802375863","0.318158775728985","8"
"8 on Scale 1 to 10","1984","in school","Male","","","","","8"
"8 on Scale 1 to 10","1984","in school","Female","","","","","8"
"8 on Scale 1 to 10","1984","inadequately","Male","79","0.185253079039578","0.144257915342664","0.226248242736491","8"
"8 on Scale 1 to 10","1984","general elemantary","Female","146","0.191934737039105","0.16433247182896","0.219537002249249","8"
"8 on Scale 1 to 10","1984","middle vocational","Male","543","0.226711194289952","0.20976815058348","0.243654237996424","8"
"8 on Scale 1 to 10","1984","middle vocational","Female","214","0.18497037282243","0.162674580401553","0.207266165243307","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Male","30","0.214568109716445","0.146075233998013","0.283060985434877","8"
"8 on Scale 1 to 10","1984","higher vocational","Male","77","0.268909103546232","0.218818843803114","0.318999363289351","8"
"8 on Scale 1 to 10","1984","higher education","Male","121","0.271775093902485","0.230762572979761","0.312787614825209","8"
"8 on Scale 1 to 10","1984","higher education","Female","40","0.235619441627976","0.170668336564521","0.300570546691431","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Female","13","","","","8"
"9 on Scale 1 to 10","1984","in school","Male","1","","","","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Male","19","","","","9"
"9 on Scale 1 to 10","1984","higher education","Male","65","0.153154409170273","0.119953823790753","0.186354994549794","9"
"9 on Scale 1 to 10","1984","in school","Female","","","","","9"
"9 on Scale 1 to 10","1984","middle vocational","Male","325","0.137717989326868","0.123773452720834","0.151662525932903","9"
"9 on Scale 1 to 10","1984","general elemantary","Female","99","0.123589907440529","0.100522971843997","0.146656843037061","9"
"9 on Scale 1 to 10","1984","general elemantary","Male","116","0.141253278751318","0.117516206544552","0.164990350958084","9"
"9 on Scale 1 to 10","1984","inadequately","Male","38","0.107384565769305","0.0747151271231034","0.140054004415506","9"
"9 on Scale 1 to 10","1984","inadequately","Female","21","","","","9"
"9 on Scale 1 to 10","1984","middle vocational","Female","173","0.143330069017182","0.123208560117781","0.163451577916583","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Female","8","","","","9"
"9 on Scale 1 to 10","1984","higher vocational","Male","47","0.153451768932238","0.112734686982065","0.19416885088241","9"
"9 on Scale 1 to 10","1984","higher vocational","Female","29","","","","9"
"9 on Scale 1 to 10","1984","higher education","Female","29","","","","9"
"0 Completely dissatisfied","1985","in school","Male","","","","","0"
"0 Completely dissatisfied","1985","in school","Female","","","","","0"
"0 Completely dissatisfied","1985","inadequately","Male","3","","","","0"
"0 Completely dissatisfied","1985","inadequately","Female","","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Male","9","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Female","5","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Male","21","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Female","6","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Male","3","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Female","","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Male","5","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Female","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Male","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Female","3","","","","0"
"1 on Scale 1 to 10","1985","higher education","Male","","","","","1"
"1 on Scale 1 to 10","1985","in school","Male","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Female","2","","","","1"
"1 on Scale 1 to 10","1985","in school","Female","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Male","2","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Male","2","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Female","6","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Male","9","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Female","7","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Male","2","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Female","","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Male","1","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Female","1","","","","1"
"1 on Scale 1 to 10","1985","higher education","Female","1","","","","1"
"10 Completely satisfied","1985","in school","Male","","","","","10"
"10 Completely satisfied","1985","in school","Female","","","","","10"
"10 Completely satisfied","1985","inadequately","Male","55","0.182015553822156","0.135819224614028","0.228211883030284","10"
"10 Completely satisfied","1985","general elemantary","Male","166","0.222889997888486","0.192781672529597","0.252998323247375","10"
"10 Completely satisfied","1985","general elemantary","Female","158","0.225371145061128","0.19457230397498","0.256169986147276","10"
"10 Completely satisfied","1985","middle vocational","Male","413","0.194100945205626","0.177095834337597","0.211106056073655","10"
"10 Completely satisfied","1985","middle vocational","Female","279","0.246792155852496","0.221348270629398","0.272236041075594","10"
"10 Completely satisfied","1985","vocational + Abi","Male","27","","","","10"
"10 Completely satisfied","1985","vocational + Abi","Female","8","","","","10"
"10 Completely satisfied","1985","higher vocational","Male","57","0.195991272300482","0.149823632955943","0.242158911645022","10"
"10 Completely satisfied","1985","higher education","Male","67","0.164329305640003","0.129139376869048","0.199519234410957","10"
"10 Completely satisfied","1985","higher education","Female","34","0.225915595124555","0.161118525696212","0.290712664552898","10"
"10 Completely satisfied","1985","inadequately","Female","39","0.209153898402416","0.152647123119542","0.26566067368529","10"
"10 Completely satisfied","1985","higher vocational","Female","34","0.231685605151603","0.160250004195869","0.303121206107336","10"
"2 on Scale 1 to 10","1985","in school","Male","","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Male","6","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Male","28","","","","2"
"2 on Scale 1 to 10","1985","in school","Female","","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Female","11","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Female","5","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Male","7","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Female","10","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Male","1","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Female","","","","","2"
"2 on Scale 1 to 10","1985","higher education","Female","4","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Male","4","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Female","2","","","","2"
"2 on Scale 1 to 10","1985","higher education","Male","8","","","","2"
"3 on Scale 1 to 10","1985","in school","Female","","","","","3"
"3 on Scale 1 to 10","1985","in school","Male","","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Female","2","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Male","4","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Male","10","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Female","8","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Male","19","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Female","19","","","","3"
"3 on Scale 1 to 10","1985","middle vocational","Male","57","0.02706113380926","0.0200845777214806","0.0340376898970394","3"
"3 on Scale 1 to 10","1985","middle vocational","Female","31","0.0304484671067962","0.020308687857112","0.0405882463564803","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Male","1","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Female","4","","","","3"
"3 on Scale 1 to 10","1985","higher education","Male","8","","","","3"
"3 on Scale 1 to 10","1985","higher education","Female","4","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Female","27","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Male","58","0.0283574262563252","0.0212204871227688","0.0354943653898816","4"
"4 on Scale 1 to 10","1985","in school","Female","","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Male","10","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Female","12","","","","4"
"4 on Scale 1 to 10","1985","general elemantary","Male","26","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Male","2","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Female","3","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Male","7","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Female","2","","","","4"
"4 on Scale 1 to 10","1985","higher education","Male","10","","","","4"
"4 on Scale 1 to 10","1985","higher education","Female","1","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Female","39","0.0307971843420685","0.020601340513992","0.040993028170145","4"
"4 on Scale 1 to 10","1985","in school","Male","","","","","4"
"5 on Scale 1 to 10","1985","in school","Male","1","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Male","182","0.0906292378301614","0.0782859750014915","0.102972500658831","5"
"5 on Scale 1 to 10","1985","middle vocational","Female","121","0.111227293932868","0.0926722761456363","0.1297823117201","5"
"5 on Scale 1 to 10","1985","in school","Female","","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Male","18","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Female","30","0.172222113880824","0.119762762007181","0.224681465754468","5"
"5 on Scale 1 to 10","1985","general elemantary","Male","79","0.119759696080185","0.0962711557630937","0.143248236397276","5"
"5 on Scale 1 to 10","1985","general elemantary","Female","79","0.119835210754011","0.0958958471273488","0.143774574380673","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Male","10","","","","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Female","14","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Male","18","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Female","11","","","","5"
"5 on Scale 1 to 10","1985","higher education","Male","35","0.0814230077942723","0.0554528466868481","0.107393168901697","5"
"5 on Scale 1 to 10","1985","higher education","Female","11","","","","5"
"6 on Scale 1 to 10","1985","in school","Female","","","","","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Female","7","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Male","26","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Female","16","","","","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Male","8","","","","6"
"6 on Scale 1 to 10","1985","middle vocational","Female","99","0.084800203461052","0.0683596384284312","0.101240768493673","6"
"6 on Scale 1 to 10","1985","in school","Male","1","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Male","40","0.0569671343366619","0.0401993506759126","0.0737349179974111","6"
"6 on Scale 1 to 10","1985","higher education","Female","11","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Female","65","0.0880239141069966","0.0671391080151615","0.108908720198832","6"
"6 on Scale 1 to 10","1985","middle vocational","Male","172","0.0830603192984091","0.0711946428687083","0.0949259957281099","6"
"6 on Scale 1 to 10","1985","higher vocational","Male","18","","","","6"
"6 on Scale 1 to 10","1985","higher vocational","Female","6","","","","6"
"6 on Scale 1 to 10","1985","higher education","Male","21","","","","6"
"7 on Scale 1 to 10","1985","inadequately","Male","38","0.165145050184479","0.120690216696178","0.20959988367278","7"
"7 on Scale 1 to 10","1985","in school","Female","","","","","7"
"7 on Scale 1 to 10","1985","in school","Male","1","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Female","26","","","","7"
"7 on Scale 1 to 10","1985","general elemantary","Male","102","0.134729542219517","0.110028947142281","0.159430137296753","7"
"7 on Scale 1 to 10","1985","general elemantary","Female","112","0.160841005823854","0.133760367240602","0.187921644407106","7"
"7 on Scale 1 to 10","1985","middle vocational","Male","301","0.14965139567911","0.134313555546138","0.164989235812083","7"
"7 on Scale 1 to 10","1985","middle vocational","Female","153","0.143273686740485","0.122597778031886","0.163949595449085","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Male","13","","","","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Female","8","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Male","45","0.157403520226666","0.115048395828795","0.199758644624537","7"
"7 on Scale 1 to 10","1985","higher education","Male","82","0.189967459159435","0.152716785479556","0.227218132839315","7"
"7 on Scale 1 to 10","1985","higher education","Female","19","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Female","22","","","","7"
"8 on Scale 1 to 10","1985","inadequately","Female","36","0.144871028325374","0.0959688579385345","0.193773198712214","8"
"8 on Scale 1 to 10","1985","general elemantary","Male","187","0.248658703837483","0.217389233590805","0.279928174084161","8"
"8 on Scale 1 to 10","1985","higher vocational","Female","30","0.236846112780284","0.164862293942005","0.308829931618563","8"
"8 on Scale 1 to 10","1985","general elemantary","Female","135","0.18797776306839","0.159178884015281","0.216776642121499","8"
"8 on Scale 1 to 10","1985","in school","Male","","","","","8"
"8 on Scale 1 to 10","1985","in school","Female","","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Male","65","0.266248507722925","0.213331072857395","0.319165942588455","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Male","33","0.263661756777306","0.183478933179017","0.343844580375595","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Female","15","","","","8"
"8 on Scale 1 to 10","1985","higher vocational","Male","83","0.294607721382677","0.241589355941974","0.347626086823379","8"
"8 on Scale 1 to 10","1985","middle vocational","Male","538","0.263487729026959","0.244547051500688","0.282428406553229","8"
"8 on Scale 1 to 10","1985","middle vocational","Female","221","0.197362895691185","0.173874535115862","0.220851256266507","8"
"8 on Scale 1 to 10","1985","higher education","Male","118","0.270224903087573","0.228055204584907","0.312394601590239","8"
"8 on Scale 1 to 10","1985","higher education","Female","46","0.267487087400422","0.198899243148517","0.336074931652328","8"
"9 on Scale 1 to 10","1985","in school","Male","","","","","9"
"9 on Scale 1 to 10","1985","higher education","Male","76","0.176868581285962","0.140635670301674","0.21310149227025","9"
"9 on Scale 1 to 10","1985","general elemantary","Female","90","0.123148503201631","0.0989261698448186","0.147370836558443","9"
"9 on Scale 1 to 10","1985","middle vocational","Male","299","0.139905041989569","0.12499031859683","0.154819765382307","9"
"9 on Scale 1 to 10","1985","middle vocational","Female","137","0.133071326723771","0.113026871290587","0.153115782156955","9"
"9 on Scale 1 to 10","1985","in school","Female","","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Male","97","0.132707183277556","0.108164041767661","0.157250324787451","9"
"9 on Scale 1 to 10","1985","inadequately","Male","35","0.144044526249492","0.102005305177514","0.186083747321471","9"
"9 on Scale 1 to 10","1985","inadequately","Female","25","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Male","16","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Female","6","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Male","42","0.144979820499006","0.104031991383279","0.185927649614733","9"
"9 on Scale 1 to 10","1985","higher vocational","Female","21","","","","9"
"9 on Scale 1 to 10","1985","higher education","Female","26","","","","9"
"0 Completely dissatisfied","1986","in school","Female","","","","","0"
"0 Completely dissatisfied","1986","in school","Male","","","","","0"
"0 Completely dissatisfied","1986","inadequately","Male","4","","","","0"
"0 Completely dissatisfied","1986","inadequately","Female","4","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Male","6","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Female","6","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Male","18","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Female","9","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Male","2","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Female","1","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Male","","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Female","","","","","0"
"0 Completely dissatisfied","1986","higher education","Male","1","","","","0"
"0 Completely dissatisfied","1986","higher education","Female","","","","","0"
"1 on Scale 1 to 10","1986","higher education","Male","4","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Male","3","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Female","1","","","","1"
"1 on Scale 1 to 10","1986","in school","Male","","","","","1"
"1 on Scale 1 to 10","1986","in school","Female","","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Male","2","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Female","6","","","","1"
"1 on Scale 1 to 10","1986","middle vocational","Male","10","","","","1"
"1 on Scale 1 to 10","1986","middle vocational","Female","7","","","","1"
"1 on Scale 1 to 10","1986","vocational + Abi","Male","","","","","1"
"1 on Scale 1 to 10","1986","vocational + Abi","Female","","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","Male","2","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","Female","","","","","1"
"1 on Scale 1 to 10","1986","higher education","Female","1","","","","1"
"10 Completely satisfied","1986","in school","Male","1","","","","10"
"10 Completely satisfied","1986","in school","Female","1","","","","10"
"10 Completely satisfied","1986","inadequately","Female","24","","","","10"
"10 Completely satisfied","1986","general elemantary","Male","124","0.151545049691405","0.125425596601182","0.177664502781628","10"
"10 Completely satisfied","1986","general elemantary","Female","128","0.17870278470268","0.150138398088716","0.207267171316643","10"
"10 Completely satisfied","1986","middle vocational","Male","391","0.189145103517553","0.172049991518192","0.206240215516913","10"
"10 Completely satisfied","1986","middle vocational","Female","200","0.197865296612593","0.174094385017898","0.221636208207287","10"
"10 Completely satisfied","1986","vocational + Abi","Male","22","","","","10"
"10 Completely satisfied","1986","vocational + Abi","Female","14","","","","10"
"10 Completely satisfied","1986","higher vocational","Male","51","0.188367836841648","0.140656538196973","0.236079135486323","10"
"10 Completely satisfied","1986","higher vocational","Female","24","","","","10"
"10 Completely satisfied","1986","higher education","Male","54","0.118815810346547","0.0881611384698399","0.149470482223254","10"
"10 Completely satisfied","1986","higher education","Female","24","","","","10"
"10 Completely satisfied","1986","inadequately","Male","37","0.135596439351188","0.0928142550991078","0.178378623603268","10"
"2 on Scale 1 to 10","1986","in school","Male","","","","","2"
"2 on Scale 1 to 10","1986","in school","Female","","","","","2"
"2 on Scale 1 to 10","1986","general elemantary","Male","12","","","","2"
"2 on Scale 1 to 10","1986","middle vocational","Male","25","","","","2"
"2 on Scale 1 to 10","1986","middle vocational","Female","22","","","","2"
