"plh0173","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","Rural Area","11","","","","0"
"0 Completely dissatisfied","1985","Urban Area","47","0.00924236783845559","0.00661275046729188","0.0118719852096193","0"
"1 on Scale 1 to 10","1985","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1985","Urban Area","26","","","","1"
"10 Completely satisfied","1985","Rural Area","264","0.206161601531326","0.183726046779203","0.228597156283449","10"
"10 Completely satisfied","1985","Urban Area","1088","0.209884581530987","0.198693997351898","0.221075165710077","10"
"2 on Scale 1 to 10","1985","Urban Area","74","0.0137914348228498","0.0105865949673259","0.0169962746783737","2"
"2 on Scale 1 to 10","1985","Rural Area","12","","","","2"
"3 on Scale 1 to 10","1985","Rural Area","33","0.0246740947464674","0.0160708482635863","0.0332773412293486","3"
"3 on Scale 1 to 10","1985","Urban Area","136","0.025692981764932","0.0213451533952909","0.0300408101345732","3"
"4 on Scale 1 to 10","1985","Rural Area","31","0.0247409320651751","0.0161263363891954","0.0333555277411547","4"
"4 on Scale 1 to 10","1985","Urban Area","167","0.0309935967831332","0.0262312991430496","0.0357558944232167","4"
"5 on Scale 1 to 10","1985","Rural Area","128","0.108493458430983","0.0912457693122539","0.125741147549712","5"
"5 on Scale 1 to 10","1985","Urban Area","483","0.0964782209655335","0.088364852901396","0.104591589029671","5"
"6 on Scale 1 to 10","1985","Rural Area","99","0.0792403173376856","0.0642602721931946","0.0942203624821765","6"
"6 on Scale 1 to 10","1985","Urban Area","395","0.07634864728323","0.0690511837921807","0.0836461107742793","6"
"7 on Scale 1 to 10","1985","Rural Area","189","0.150240755517983","0.130425088295739","0.170056422740227","7"
"7 on Scale 1 to 10","1985","Urban Area","744","0.14991576215194","0.140105697884852","0.159725826419027","7"
"8 on Scale 1 to 10","1985","Rural Area","291","0.233736130453776","0.210265812610157","0.257206448297394","8"
"8 on Scale 1 to 10","1985","Urban Area","1231","0.243192924979495","0.231403699283822","0.254982150675169","8"
"9 on Scale 1 to 10","1985","Rural Area","184","0.147024725782547","0.127385232339159","0.166664219225935","9"
"9 on Scale 1 to 10","1985","Urban Area","696","0.139254054597809","0.12974015334175","0.148767955853868","9"
"0 Completely dissatisfied","1986","Rural Area","11","","","","0"
"0 Completely dissatisfied","1986","Urban Area","40","0.00603696726070633","0.00387355393639442","0.00820038058501825","0"
"1 on Scale 1 to 10","1986","Rural Area","14","","","","1"
"1 on Scale 1 to 10","1986","Urban Area","22","","","","1"
"10 Completely satisfied","1986","Rural Area","245","0.185968828175933","0.164338997393823","0.207598658958044","10"
"10 Completely satisfied","1986","Urban Area","867","0.176071063634578","0.165433703929599","0.186708423339557","10"
"2 on Scale 1 to 10","1986","Urban Area","87","0.0145935048860231","0.0112443711665029","0.0179426386055434","2"
"2 on Scale 1 to 10","1986","Rural Area","17","","","","2"
"3 on Scale 1 to 10","1986","Rural Area","27","","","","3"
"3 on Scale 1 to 10","1986","Urban Area","121","0.026017023643028","0.0215712283417851","0.0304628189442709","3"
"4 on Scale 1 to 10","1986","Rural Area","36","0.0342863223781775","0.0241705937513547","0.0444020510050004","4"
"4 on Scale 1 to 10","1986","Urban Area","168","0.0327728678270964","0.0278004635407029","0.03774527211349","4"
"5 on Scale 1 to 10","1986","Rural Area","117","0.0864375478950014","0.070815683395436","0.102059412394567","5"
"5 on Scale 1 to 10","1986","Urban Area","523","0.109998844241906","0.101260395965815","0.118737292517997","5"
"6 on Scale 1 to 10","1986","Rural Area","109","0.0921402343846614","0.076061695962276","0.108218772807047","6"
"6 on Scale 1 to 10","1986","Urban Area","410","0.0809421539522676","0.0733248063233785","0.0885595015811567","6"
"7 on Scale 1 to 10","1986","Rural Area","206","0.169634362648196","0.148770047847861","0.190498677448532","7"
"7 on Scale 1 to 10","1986","Urban Area","767","0.163251262750927","0.152929098130248","0.173573427371606","7"
"8 on Scale 1 to 10","1986","Rural Area","284","0.236296519006335","0.212680669438399","0.259912368574271","8"
"8 on Scale 1 to 10","1986","Urban Area","1217","0.245691143327939","0.233668102337611","0.257714184318267","8"
"9 on Scale 1 to 10","1986","Rural Area","177","0.138367139477992","0.119172050270898","0.157562228685085","9"
"9 on Scale 1 to 10","1986","Urban Area","703","0.139678887921907","0.129997432542437","0.149360343301377","9"
"0 Completely dissatisfied","1987","Rural Area","13","","","","0"
"0 Completely dissatisfied","1987","Urban Area","29","","","","0"
"1 on Scale 1 to 10","1987","Urban Area","33","0.00705628917256865","0.00471116086858107","0.00940141747655624","1"
"1 on Scale 1 to 10","1987","Rural Area","8","","","","1"
"10 Completely satisfied","1987","Rural Area","208","0.159936618942152","0.139705470805221","0.180167767079084","10"
"10 Completely satisfied","1987","Urban Area","817","0.167530537542819","0.157067753650385","0.177993321435252","10"
"2 on Scale 1 to 10","1987","Rural Area","18","","","","2"
"2 on Scale 1 to 10","1987","Urban Area","60","0.0122229030515738","0.00914444834524281","0.0153013577579047","2"
"3 on Scale 1 to 10","1987","Rural Area","38","0.0338987751894363","0.023910422532811","0.0438871278460617","3"
"3 on Scale 1 to 10","1987","Urban Area","139","0.0297265571977214","0.0249684361348454","0.0344846782605974","3"
"4 on Scale 1 to 10","1987","Rural Area","49","0.0422516510069887","0.0311487083791672","0.0533545936348101","4"
"4 on Scale 1 to 10","1987","Urban Area","176","0.0337887348703955","0.0287265485910103","0.0388509211497807","4"
"5 on Scale 1 to 10","1987","Rural Area","100","0.0817191931945278","0.0665995919874351","0.0968387944016206","5"
"5 on Scale 1 to 10","1987","Urban Area","434","0.0882566681856946","0.0803092480844652","0.0962040882869239","5"
"6 on Scale 1 to 10","1987","Urban Area","448","0.0914572172419049","0.0833811896988446","0.0995332447849652","6"
"6 on Scale 1 to 10","1987","Rural Area","126","0.102814893616622","0.0860515907829046","0.11957819645034","6"
"7 on Scale 1 to 10","1987","Rural Area","191","0.150641054041156","0.130898294622344","0.170383813459969","7"
"7 on Scale 1 to 10","1987","Urban Area","795","0.161325747525064","0.151020353378824","0.171631141671303","7"
"8 on Scale 1 to 10","1987","Rural Area","320","0.259755236367517","0.235552728202826","0.283957744532208","8"
"8 on Scale 1 to 10","1987","Urban Area","1279","0.260151373517192","0.247859994634453","0.272442752399932","8"
