"plh0173","year","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Female","43","0.0143379578824127","0.00975787200402789","0.0189180437607975","0"
"0 Completely dissatisfied","1984","Male","72","0.0122856641296379","0.00904327418144749","0.0155280540778283","0"
"1 on Scale 1 to 10","1984","Female","17","","","","1"
"1 on Scale 1 to 10","1984","Male","23","","","","1"
"10 Completely satisfied","1984","Female","735","0.285333336238644","0.267935550641581","0.302731121835708","10"
"10 Completely satisfied","1984","Male","1155","0.2578594334724","0.244983318543556","0.270735548401244","10"
"2 on Scale 1 to 10","1984","Female","39","0.013390850216147","0.00896249346612057","0.0178192069661734","2"
"2 on Scale 1 to 10","1984","Male","46","0.00874582696344479","0.0060052424376521","0.0114864114892375","2"
"3 on Scale 1 to 10","1984","Female","73","0.0261852660457832","0.0200330352258866","0.0323374968656798","3"
"3 on Scale 1 to 10","1984","Male","114","0.0239923741670617","0.0194882177395681","0.0284965305945553","3"
"4 on Scale 1 to 10","1984","Female","67","0.0266389636637775","0.0204351092668078","0.0328428180607472","4"
"4 on Scale 1 to 10","1984","Male","117","0.0243892204046974","0.019848889551807","0.0289295512575877","4"
"5 on Scale 1 to 10","1984","Female","274","0.105826519787896","0.0939749983971197","0.117678041178673","5"
"5 on Scale 1 to 10","1984","Male","401","0.0900618297471115","0.0816357304778857","0.0984879290163373","5"
"6 on Scale 1 to 10","1984","Male","306","0.0709544305706047","0.0633972723586137","0.0785115887825957","6"
"6 on Scale 1 to 10","1984","Female","171","0.0636193750314695","0.0542159327382455","0.0730228173246934","6"
"7 on Scale 1 to 10","1984","Male","557","0.131431056520675","0.121486134216762","0.141375978824589","7"
"7 on Scale 1 to 10","1984","Female","307","0.122193069801189","0.109575121449475","0.134811018152903","7"
"8 on Scale 1 to 10","1984","Female","502","0.192882722422906","0.177681415046562","0.20808402979925","8"
"8 on Scale 1 to 10","1984","Male","1030","0.234022260357294","0.221560284492286","0.246484236222301","8"
"9 on Scale 1 to 10","1984","Female","360","0.142509985550214","0.129041984588832","0.155977986511597","9"
"9 on Scale 1 to 10","1984","Male","613","0.141910784611888","0.131639514056696","0.152182055167081","9"
"0 Completely dissatisfied","1985","Female","15","","","","0"
"0 Completely dissatisfied","1985","Male","43","0.010719956952494","0.00750643898886186","0.013933474916126","0"
"1 on Scale 1 to 10","1985","Female","17","","","","1"
"1 on Scale 1 to 10","1985","Male","16","","","","1"
"10 Completely satisfied","1985","Female","555","0.232093059474034","0.21517137175403","0.249014747194037","10"
"10 Completely satisfied","1985","Male","797","0.19419436984679","0.181850309015647","0.206538430677933","10"
"2 on Scale 1 to 10","1985","Male","54","0.0129729010328667","0.00944182004966264","0.0165039820160707","2"
"2 on Scale 1 to 10","1985","Female","32","0.0124720847956404","0.00802369822568525","0.0169204713655954","2"
"3 on Scale 1 to 10","1985","Female","68","0.028091229149079","0.0214682036842203","0.0347142546139377","3"
