"plh0173","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1988","Not Employed","Urban Area","3","","","","3"
"4 on Scale 1 to 10","1988","Employed","Rural Area","34","0.033104380778926","0.0226683908645122","0.0435403706933399","4"
"4 on Scale 1 to 10","1988","Not Employed","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1988","Not Employed","Urban Area","4","","","","4"
"4 on Scale 1 to 10","1988","Employed","Urban Area","172","0.0378476165589545","0.0323306636292607","0.0433645694886484","4"
"5 on Scale 1 to 10","1988","Not Employed","Urban Area","12","","","","5"
"5 on Scale 1 to 10","1988","Not Employed","Rural Area","4","","","","5"
"5 on Scale 1 to 10","1988","Employed","Urban Area","480","0.10331073691361","0.0945113625375432","0.112110111289676","5"
"5 on Scale 1 to 10","1988","Employed","Rural Area","124","0.108423212536925","0.0902872073185788","0.126559217755271","5"
"6 on Scale 1 to 10","1988","Employed","Urban Area","407","0.0810293173247098","0.0731401712172426","0.0889184634321769","6"
"6 on Scale 1 to 10","1988","Not Employed","Rural Area","","","","","6"
"6 on Scale 1 to 10","1988","Not Employed","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1988","Employed","Rural Area","102","0.0960030393939051","0.0788189273158808","0.113187151471929","6"
"7 on Scale 1 to 10","1988","Not Employed","Urban Area","14","","","","7"
"7 on Scale 1 to 10","1988","Employed","Urban Area","811","0.177128089874296","0.166090660965986","0.188165518782605","7"
"7 on Scale 1 to 10","1988","Not Employed","Rural Area","5","","","","7"
"7 on Scale 1 to 10","1988","Employed","Rural Area","172","0.153701407562231","0.1326635334666","0.174739281657861","7"
"8 on Scale 1 to 10","1988","Not Employed","Urban Area","20","","","","8"
"8 on Scale 1 to 10","1988","Not Employed","Rural Area","5","","","","8"
"8 on Scale 1 to 10","1988","Employed","Urban Area","1156","0.251283594401983","0.23874355724023","0.263823631563736","8"
"8 on Scale 1 to 10","1988","Employed","Rural Area","300","0.27341570014062","0.247416747717598","0.299414652563643","8"
"9 on Scale 1 to 10","1988","Not Employed","Urban Area","9","","","","9"
"9 on Scale 1 to 10","1988","Not Employed","Rural Area","3","","","","9"
"9 on Scale 1 to 10","1988","Employed","Rural Area","163","0.139632971424711","0.119415027417239","0.159850915432183","9"
"9 on Scale 1 to 10","1988","Employed","Urban Area","630","0.139412661026111","0.129398682272371","0.149426639779851","9"
"0 Completely dissatisfied","1989","Not Employed","Rural Area","1","","","","0"
"0 Completely dissatisfied","1989","Employed","Urban Area","24","","","","0"
"0 Completely dissatisfied","1989","Employed","Rural Area","8","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Urban Area","1","","","","0"
"1 on Scale 1 to 10","1989","Not Employed","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Urban Area","","","","","1"
"1 on Scale 1 to 10","1989","Employed","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1989","Employed","Urban Area","29","","","","1"
"10 Completely satisfied","1989","Not Employed","Urban Area","13","","","","10"
"10 Completely satisfied","1989","Employed","Urban Area","579","0.128809942335442","0.119001686909417","0.138618197761466","10"
"10 Completely satisfied","1989","Not Employed","Rural Area","3","","","","10"
"10 Completely satisfied","1989","Employed","Rural Area","159","0.125794642285367","0.106179804308379","0.145409480262355","10"
"2 on Scale 1 to 10","1989","Not Employed","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1989","Not Employed","Rural Area","","","","","2"
"2 on Scale 1 to 10","1989","Employed","Urban Area","62","0.0131085975683076","0.00977837379109215","0.0164388213455231","2"
"2 on Scale 1 to 10","1989","Employed","Rural Area","16","","","","2"
"3 on Scale 1 to 10","1989","Employed","Urban Area","120","0.0257519990372789","0.0211143182315871","0.0303896798429707","3"
"3 on Scale 1 to 10","1989","Not Employed","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1989","Not Employed","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1989","Employed","Rural Area","42","0.0426712829251367","0.0307164003571138","0.0546261654931596","3"
"4 on Scale 1 to 10","1989","Not Employed","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1989","Employed","Urban Area","173","0.0393505531340553","0.0336578503709806","0.04504325589713","4"
"4 on Scale 1 to 10","1989","Employed","Rural Area","28","","","","4"
"4 on Scale 1 to 10","1989","Not Employed","Urban Area","3","","","","4"
"5 on Scale 1 to 10","1989","Not Employed","Urban Area","18","","","","5"
"5 on Scale 1 to 10","1989","Not Employed","Rural Area","3","","","","5"
"5 on Scale 1 to 10","1989","Employed","Urban Area","486","0.106780792387751","0.0977383403173887","0.115823244458114","5"
"5 on Scale 1 to 10","1989","Employed","Rural Area","121","0.107601665385713","0.0892727910748561","0.12593053969657","5"
"6 on Scale 1 to 10","1989","Not Employed","Rural Area","4","","","","6"
"6 on Scale 1 to 10","1989","Employed","Urban Area","442","0.0990082851846983","0.0902633461312752","0.107753224238121","6"
"6 on Scale 1 to 10","1989","Employed","Rural Area","98","0.0835754824718788","0.0672060087552218","0.0999449561885357","6"
"6 on Scale 1 to 10","1989","Not Employed","Urban Area","11","","","","6"
"7 on Scale 1 to 10","1989","Employed","Rural Area","199","0.186606609889417","0.163562456788953","0.209650762989882","7"
"7 on Scale 1 to 10","1989","Not Employed","Rural Area","2","","","","7"
"7 on Scale 1 to 10","1989","Not Employed","Urban Area","19","","","","7"
"7 on Scale 1 to 10","1989","Employed","Urban Area","724","0.156240885485789","0.145610054746872","0.166871716224705","7"
"8 on Scale 1 to 10","1989","Not Employed","Urban Area","13","","","","8"
"8 on Scale 1 to 10","1989","Not Employed","Rural Area","2","","","","8"
"8 on Scale 1 to 10","1989","Employed","Urban Area","1231","0.277905821598391","0.264789671948053","0.291021971248728","8"
"8 on Scale 1 to 10","1989","Employed","Rural Area","273","0.265630276724906","0.239506071307097","0.291754482142715","8"
"9 on Scale 1 to 10","1989","Employed","Urban Area","611","0.142515076240594","0.132279689185384","0.152750463295804","9"
"9 on Scale 1 to 10","1989","Not Employed","Rural Area","3","","","","9"
"9 on Scale 1 to 10","1989","Not Employed","Urban Area","11","","","","9"
"9 on Scale 1 to 10","1989","Employed","Rural Area","147","0.136744870827864","0.116422609705005","0.157067131950724","9"
"0 Completely dissatisfied","1990","Not Employed","Rural Area","2","","","","0"
"0 Completely dissatisfied","1990","Employed","Urban Area","26","","","","0"
"0 Completely dissatisfied","1990","Employed","Rural Area","4","","","","0"
"0 Completely dissatisfied","1990","Not Employed","Urban Area","3","","","","0"
"1 on Scale 1 to 10","1990","Employed","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1990","Employed","Urban Area","18","","","","1"
"1 on Scale 1 to 10","1990","Not Employed","Rural Area","","","","","1"
"1 on Scale 1 to 10","1990","Not Employed","Urban Area","1","","","","1"
"10 Completely satisfied","1990","Not Employed","Urban Area","13","","","","10"
"10 Completely satisfied","1990","Employed","Urban Area","539","0.116448244071827","0.10702285346246","0.125873634681194","10"
"10 Completely satisfied","1990","Not Employed","Rural Area","2","","","","10"
"10 Completely satisfied","1990","Employed","Rural Area","142","0.11363767164762","0.0950425143701647","0.132232828925074","10"
"2 on Scale 1 to 10","1990","Not Employed","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1990","Not Employed","Rural Area","","","","","2"
"2 on Scale 1 to 10","1990","Employed","Urban Area","63","0.0150911914143497","0.0115087700784427","0.0186736127502568","2"
"2 on Scale 1 to 10","1990","Employed","Rural Area","24","","","","2"
"3 on Scale 1 to 10","1990","Not Employed","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1990","Employed","Urban Area","121","0.0249606772095402","0.0203765555434676","0.0295447988756129","3"
"3 on Scale 1 to 10","1990","Employed","Rural Area","34","0.0298145788152523","0.0198496371850883","0.0397795204454163","3"
"3 on Scale 1 to 10","1990","Not Employed","Urban Area","3","","","","3"
"4 on Scale 1 to 10","1990","Employed","Urban Area","170","0.0397620768331316","0.0340203722327151","0.0455037814335481","4"
"4 on Scale 1 to 10","1990","Not Employed","Rural Area","","","","","4"
"4 on Scale 1 to 10","1990","Not Employed","Urban Area","8","","","","4"
"4 on Scale 1 to 10","1990","Employed","Rural Area","35","0.0323848374920318","0.0220130110376298","0.0427566639464338","4"
"5 on Scale 1 to 10","1990","Not Employed","Urban Area","14","","","","5"
"5 on Scale 1 to 10","1990","Employed","Urban Area","475","0.104436192030076","0.0954496901529898","0.113422693907162","5"
"5 on Scale 1 to 10","1990","Not Employed","Rural Area","1","","","","5"
"5 on Scale 1 to 10","1990","Employed","Rural Area","108","0.101587547660533","0.0838868180749936","0.119288277246072","5"
"6 on Scale 1 to 10","1990","Employed","Urban Area","430","0.0937768784714105","0.0852107941787055","0.102342962764116","6"
"6 on Scale 1 to 10","1990","Not Employed","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1990","Not Employed","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1990","Employed","Rural Area","102","0.0896970234957504","0.0729547263742036","0.106439320617297","6"
"7 on Scale 1 to 10","1990","Not Employed","Rural Area","3","","","","7"
"7 on Scale 1 to 10","1990","Employed","Urban Area","807","0.178417087055479","0.167166872382647","0.189667301728311","7"
"7 on Scale 1 to 10","1990","Employed","Rural Area","220","0.198922174720192","0.175533155967462","0.222311193472922","7"
"7 on Scale 1 to 10","1990","Not Employed","Urban Area","7","","","","7"
"8 on Scale 1 to 10","1990","Not Employed","Urban Area","24","","","","8"
"8 on Scale 1 to 10","1990","Not Employed","Rural Area","5","","","","8"
"8 on Scale 1 to 10","1990","Employed","Urban Area","1147","0.260192601228568","0.247300500360582","0.273084702096554","8"
"8 on Scale 1 to 10","1990","Employed","Rural Area","279","0.256091808723632","0.230518285635932","0.281665331811333","8"
"9 on Scale 1 to 10","1990","Not Employed","Rural Area","1","","","","9"
"9 on Scale 1 to 10","1990","Employed","Urban Area","653","0.155861777528228","0.145203341489829","0.166520213566627","9"
"9 on Scale 1 to 10","1990","Employed","Rural Area","167","0.147033821997087","0.126284324846457","0.167783319147718","9"
"9 on Scale 1 to 10","1990","Not Employed","Urban Area","8","","","","9"
"0 Completely dissatisfied","1991","Employed","Urban Area","22","","","","0"
"0 Completely dissatisfied","1991","Employed","Rural Area","5","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Urban Area","2","","","","0"
"1 on Scale 1 to 10","1991","Employed","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1991","Employed","Urban Area","16","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Urban Area","","","","","1"
"10 Completely satisfied","1991","Not Employed","Urban Area","20","","","","10"
"10 Completely satisfied","1991","Not Employed","Rural Area","6","","","","10"
"10 Completely satisfied","1991","Employed","Urban Area","521","0.11472302589591","0.105380609710316","0.124065442081503","10"
"10 Completely satisfied","1991","Employed","Rural Area","130","0.0993095990433819","0.082054058518497","0.116565139568267","10"
"2 on Scale 1 to 10","1991","Not Employed","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1991","Employed","Urban Area","59","0.0155534266652257","0.0119259598494804","0.019180893480971","2"
"2 on Scale 1 to 10","1991","Employed","Rural Area","21","","","","2"
"3 on Scale 1 to 10","1991","Employed","Urban Area","128","0.0315369154863176","0.0264136663897519","0.0366601645828833","3"
"3 on Scale 1 to 10","1991","Employed","Rural Area","36","0.0328748959802336","0.0225871860954893","0.043162605864978","3"
"3 on Scale 1 to 10","1991","Not Employed","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","Urban Area","4","","","","3"
"4 on Scale 1 to 10","1991","Employed","Urban Area","160","0.0346783369318782","0.0293146985908175","0.0400419752729389","4"
"4 on Scale 1 to 10","1991","Employed","Rural Area","49","0.0485923454728204","0.0361868978813596","0.0609977930642812","4"
"4 on Scale 1 to 10","1991","Not Employed","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Urban Area","4","","","","4"
"5 on Scale 1 to 10","1991","Not Employed","Urban Area","14","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","Rural Area","4","","","","5"
"5 on Scale 1 to 10","1991","Employed","Urban Area","473","0.111434024330244","0.10220941299945","0.120658635661037","5"
"5 on Scale 1 to 10","1991","Employed","Rural Area","130","0.107918474170602","0.0900167295402537","0.125820218800951","5"
"6 on Scale 1 to 10","1991","Not Employed","Rural Area","5","","","","6"
"6 on Scale 1 to 10","1991","Employed","Urban Area","442","0.0950943169021338","0.0864948155550813","0.103693818249186","6"
"6 on Scale 1 to 10","1991","Employed","Rural Area","102","0.0943998451070825","0.0775304670392319","0.111269223174933","6"
"6 on Scale 1 to 10","1991","Not Employed","Urban Area","18","","","","6"
"7 on Scale 1 to 10","1991","Employed","Urban Area","757","0.17423594138391","0.163116289515176","0.185355593252644","7"
"7 on Scale 1 to 10","1991","Not Employed","Rural Area","1","","","","7"
"7 on Scale 1 to 10","1991","Not Employed","Urban Area","17","","","","7"
"7 on Scale 1 to 10","1991","Employed","Rural Area","196","0.182358392028226","0.160079706901992","0.20463707715446","7"
"8 on Scale 1 to 10","1991","Not Employed","Urban Area","25","","","","8"
"8 on Scale 1 to 10","1991","Employed","Urban Area","1266","0.272740515325055","0.259684403691746","0.285796626958363","8"
"8 on Scale 1 to 10","1991","Not Employed","Rural Area","4","","","","8"
"8 on Scale 1 to 10","1991","Employed","Rural Area","316","0.273568135884654","0.247847874072371","0.299288397696936","8"
"9 on Scale 1 to 10","1991","Employed","Urban Area","626","0.141951330501336","0.131720284807457","0.152182376195214","9"
"9 on Scale 1 to 10","1991","Employed","Rural Area","164","0.136732094064218","0.116909831850213","0.156554356278222","9"
"9 on Scale 1 to 10","1991","Not Employed","Rural Area","4","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","Urban Area","21","","","","9"
"0 Completely dissatisfied","1992","Employed","Urban Area","29","","","","0"
"0 Completely dissatisfied","1992","Employed","Rural Area","25","","","","0"
"0 Completely dissatisfied","1992","Not Employed","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","Not Employed","Urban Area","1","","","","0"
"1 on Scale 1 to 10","1992","Employed","Rural Area","21","","","","1"
"1 on Scale 1 to 10","1992","Employed","Urban Area","18","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","Rural Area","","","","","1"
