"plh0037","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","16-34 y.","(0) in school","85","0.280828888617161","0.23072102821767","0.330936749016652"
"Big worries","2009","16-34 y.","(1a) inadequately completed","4","","",""
"Big worries","2009","16-34 y.","(1b) general elementary school","57","0.285175521020569","0.229868032432161","0.340483009608977"
"Big worries","2009","16-34 y.","(1c) basic vocational qualification","88","0.187501495369805","0.147838064836631","0.227164925902979"
"Big worries","2009","16-34 y.","(2b) intermediate general qualification","82","0.270458506619656","0.22116994824769","0.319747064991622"
"Big worries","2009","16-34 y.","(2a) intermediate vocational","177","0.247229722175989","0.217502426537288","0.276957017814689"
"Big worries","2009","16-34 y.","(2c_gen) general maturity certificate","155","0.320283010686295","0.281810114484796","0.358755906887794"
"Big worries","2009","16-34 y.","(2c_voc) vocational maturity certificate","110","0.291383189583262","0.245207372083557","0.337559007082967"
"Big worries","2009","16-34 y.","(3a) lower tertiary education","56","0.362791734789205","0.29331993153282","0.432263538045589"
"Big worries","2009","16-34 y.","(3b) higher tertiary education","96","0.234549467930354","0.190472703634029","0.278626232226679"
"Big worries","2009","35-65 y.","(0) in school","","","",""
"Big worries","2009","35-65 y.","(1a) inadequately completed","25","","",""
"Big worries","2009","35-65 y.","(1b) general elementary school","143","0.261891096400644","0.223695808419501","0.300086384381788"
"Big worries","2009","35-65 y.","(1c) basic vocational qualification","702","0.271880503571476","0.254705493620331","0.289055513522621"
"Big worries","2009","35-65 y.","(2b) intermediate general qualification","24","","",""
"Big worries","2009","35-65 y.","(2a) intermediate vocational","800","0.269507465815015","0.253732223751034","0.285282707878995"
"Big worries","2009","35-65 y.","(2c_gen) general maturity certificate","41","0.466149911212637","0.373347541905876","0.558952280519398"
"Big worries","2009","35-65 y.","(2c_voc) vocational maturity certificate","260","0.351342154668934","0.31838470952732","0.384299599810549"
"Big worries","2009","35-65 y.","(3a) lower tertiary education","257","0.242432639600893","0.216106912526918","0.268758366674867"
"Big worries","2009","35-65 y.","(3b) higher tertiary education","524","0.337241645720356","0.314003699928517","0.360479591512195"
"Big worries","2009","66 and older","(0) in school","","","",""
"Big worries","2009","66 and older","(1a) inadequately completed","15","","",""
"Big worries","2009","66 and older","(1b) general elementary school","156","0.246874368420947","0.2131234157622","0.280625321079695"
"Big worries","2009","66 and older","(1c) basic vocational qualification","557","0.300388077930592","0.279632575799614","0.321143580061569"
"Big worries","2009","66 and older","(2b) intermediate general qualification","14","","",""
"Big worries","2009","66 and older","(2a) intermediate vocational","180","0.331477180677209","0.291400191026307","0.371554170328111"
"Big worries","2009","66 and older","(2c_gen) general maturity certificate","9","","",""
"Big worries","2009","66 and older","(2c_voc) vocational maturity certificate","57","0.435384567092936","0.356040337209878","0.514728796975993"
"Big worries","2009","66 and older","(3a) lower tertiary education","105","0.278373393902841","0.233368915368376","0.323377872437307"
"Big worries","2009","66 and older","(3b) higher tertiary education","150","0.306780593861694","0.266599465306552","0.346961722416836"
"Some worries","2009","16-34 y.","(0) in school","149","0.492383234024447","0.436640475269563","0.54812599277933"
"Some worries","2009","16-34 y.","(1a) inadequately completed","14","","",""
"Some worries","2009","16-34 y.","(1b) general elementary school","119","0.452056572974267","0.391089918578575","0.513023227369959"
"Some worries","2009","16-34 y.","(1c) basic vocational qualification","212","0.616867031467818","0.567464732071684","0.666269330863951"
"Some worries","2009","16-34 y.","(2b) intermediate general qualification","146","0.462123809568573","0.406802668861104","0.517444950276041"
"Some worries","2009","16-34 y.","(2a) intermediate vocational","462","0.547852331711324","0.513556152870692","0.582148510551956"
"Some worries","2009","16-34 y.","(2c_gen) general maturity certificate","290","0.457550972807681","0.416471668885936","0.498630276729425"
"Some worries","2009","16-34 y.","(2c_voc) vocational maturity certificate","206","0.577888600375459","0.527699174781517","0.628078025969402"
"Some worries","2009","16-34 y.","(3a) lower tertiary education","94","0.397752372801843","0.327033860177615","0.46847088542607"
"Some worries","2009","16-34 y.","(3b) higher tertiary education","217","0.648343441757968","0.598673250053234","0.698013633462702"
"Some worries","2009","35-65 y.","(0) in school","","","",""
"Some worries","2009","35-65 y.","(1a) inadequately completed","49","0.584397823044569","0.483693670531448","0.68510197555769"
"Some worries","2009","35-65 y.","(1b) general elementary school","280","0.56898421904068","0.525962684601176","0.612005753480184"
"Some worries","2009","35-65 y.","(1c) basic vocational qualification","1504","0.583783920117613","0.564755964663978","0.602811875571249"
"Some worries","2009","35-65 y.","(2b) intermediate general qualification","54","0.623810307516143","0.522597266411287","0.725023348621"
"Some worries","2009","35-65 y.","(2a) intermediate vocational","1789","0.584159409839225","0.566636272344146","0.601682547334304"
"Some worries","2009","35-65 y.","(2c_gen) general maturity certificate","52","0.384714144465658","0.294204648928242","0.475223640003073"
"Some worries","2009","35-65 y.","(2c_voc) vocational maturity certificate","438","0.512596692741443","0.478089255572628","0.547104129910258"
"Some worries","2009","35-65 y.","(3a) lower tertiary education","609","0.594512428252787","0.56435158741845","0.624673269087124"
"Some worries","2009","35-65 y.","(3b) higher tertiary education","826","0.514147726177575","0.489581094850621","0.538714357504529"
"Some worries","2009","66 and older","(0) in school","","","",""
"Some worries","2009","66 and older","(1a) inadequately completed","25","","",""
"Some worries","2009","66 and older","(1b) general elementary school","371","0.593064104024059","0.554611288865568","0.631516919182549"
"Some worries","2009","66 and older","(1c) basic vocational qualification","1031","0.547809631760724","0.525275606156122","0.570343657365325"
"Some worries","2009","66 and older","(2b) intermediate general qualification","17","","",""
"Some worries","2009","66 and older","(2a) intermediate vocational","277","0.533597837059127","0.491126350282926","0.576069323835329"
"Some worries","2009","66 and older","(2c_gen) general maturity certificate","7","","",""
"Some worries","2009","66 and older","(2c_voc) vocational maturity certificate","69","0.428994352065411","0.349790108481282","0.50819859564954"
"Some worries","2009","66 and older","(3a) lower tertiary education","211","0.573673634430766","0.524015643554569","0.623331625306962"
"Some worries","2009","66 and older","(3b) higher tertiary education","255","0.4537360617835","0.410357440266559","0.49711468330044"
"No worries","2009","16-34 y.","(0) in school","75","0.226787877358392","0.180097423385046","0.273478331331738"
"No worries","2009","16-34 y.","(1a) inadequately completed","6","","",""
"No worries","2009","16-34 y.","(1b) general elementary school","80","0.262767906005164","0.208852064863858","0.31668374714647"
"No worries","2009","16-34 y.","(1c) basic vocational qualification","72","0.195631473162377","0.155320478129673","0.235942468195082"
"No worries","2009","16-34 y.","(2b) intermediate general qualification","84","0.267417683811771","0.218304954342004","0.316530413281539"
"No worries","2009","16-34 y.","(2a) intermediate vocational","170","0.204917946112687","0.177103539268512","0.232732352956862"
"No worries","2009","16-34 y.","(2c_gen) general maturity certificate","120","0.222166016506024","0.187888753412288","0.256443279599761"
"No worries","2009","16-34 y.","(2c_voc) vocational maturity certificate","56","0.130728210041278","0.096472019041688","0.164984401040869"
"No worries","2009","16-34 y.","(3a) lower tertiary education","34","0.239455892408953","0.177794383696664","0.301117401121241"
"No worries","2009","16-34 y.","(3b) higher tertiary education","42","0.117107090311678","0.0836583686760809","0.150555811947275"
"No worries","2009","35-65 y.","(0) in school","","","",""
"No worries","2009","35-65 y.","(1a) inadequately completed","18","","",""
"No worries","2009","35-65 y.","(1b) general elementary school","86","0.169124684558676","0.136558968796633","0.201690400320718"
"No worries","2009","35-65 y.","(1c) basic vocational qualification","372","0.144335576310911","0.130769787006328","0.157901365615493"
"No worries","2009","35-65 y.","(2b) intermediate general qualification","10","","",""
"No worries","2009","35-65 y.","(2a) intermediate vocational","450","0.14633312434576","0.133767088951136","0.158899159740384"
"No worries","2009","35-65 y.","(2c_gen) general maturity certificate","18","","",""
"No worries","2009","35-65 y.","(2c_voc) vocational maturity certificate","108","0.136061152589623","0.112391649299055","0.15973065588019"
"No worries","2009","35-65 y.","(3a) lower tertiary education","152","0.16305493214632","0.140362050440207","0.185747813852433"
"No worries","2009","35-65 y.","(3b) higher tertiary education","240","0.148610628102069","0.131126717550309","0.166094538653829"
"No worries","2009","66 and older","(0) in school","","","",""
"No worries","2009","66 and older","(1a) inadequately completed","14","","",""
"No worries","2009","66 and older","(1b) general elementary school","100","0.160061527554994","0.131361551374371","0.188761503735616"
"No worries","2009","66 and older","(1c) basic vocational qualification","286","0.151802290308685","0.135556119781812","0.168048460835558"
"No worries","2009","66 and older","(2b) intermediate general qualification","3","","",""
"No worries","2009","66 and older","(2a) intermediate vocational","73","0.134924982263664","0.105839034072325","0.164010930455003"
"No worries","2009","66 and older","(2c_gen) general maturity certificate","3","","",""
