"plh0037","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Schleswig-Holstein","no migration background","119","0.27800339439853","0.236972783870932","0.319034004926129"
"Big worries","2009","Schleswig-Holstein","direct migration background","","","",""
"Big worries","2009","Schleswig-Holstein","indirect migration background","","","",""
"Big worries","2009","Hamburg","no migration background","79","0.280346274928333","0.224443748655891","0.336248801200774"
"Big worries","2009","Hamburg","direct migration background","","","",""
"Big worries","2009","Hamburg","indirect migration background","","","",""
"Big worries","2009","Lower Saxony","no migration background","416","0.285541341182008","0.26237301213244","0.308709670231575"
"Big worries","2009","Lower Saxony","direct migration background","","","",""
"Big worries","2009","Lower Saxony","indirect migration background","","","",""
"Big worries","2009","Bremen","no migration background","43","0.3152263727787","0.228795004765156","0.401657740792244"
"Big worries","2009","Bremen","direct migration background","","","",""
"Big worries","2009","Bremen","indirect migration background","","","",""
"Big worries","2009","North Rhine-Westphalia","no migration background","879","0.302480594463073","0.285991606187516","0.31896958273863"
"Big worries","2009","North Rhine-Westphalia","direct migration background","131","0.264380305284359","0.223313827858905","0.305446782709813"
"Big worries","2009","North Rhine-Westphalia","indirect migration background","60","0.255434769035862","0.194381146504925","0.316488391566799"
"Big worries","2009","Hesse","no migration background","295","0.322346398452331","0.293335191414446","0.351357605490216"
"Big worries","2009","Hesse","direct migration background","55","0.374407329965327","0.299650108731846","0.449164551198808"
"Big worries","2009","Hesse","indirect migration background","","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","no migration background","254","0.292126481168511","0.261301114662024","0.322951847674998"
"Big worries","2009","Rhineland-Palatinate,Saarland","direct migration background","36","0.24888909634477","0.175129913927887","0.322648278761653"
"Big worries","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Big worries","2009","Baden-Württemberg","no migration background","481","0.303158966900534","0.28065892136571","0.325659012435357"
"Big worries","2009","Baden-Württemberg","direct migration background","99","0.25167361969411","0.206273300295936","0.297073939092284"
"Big worries","2009","Baden-Württemberg","indirect migration background","48","0.242014448005745","0.174587523252363","0.309441372759127"
"Big worries","2009","Bavaria","no migration background","592","0.247238896884059","0.229329537956282","0.265148255811835"
"Big worries","2009","Bavaria","direct migration background","72","0.334691639380608","0.277333462427324","0.392049816333892"
"Big worries","2009","Bavaria","indirect migration background","","","",""
"Big worries","2009","Berlin","no migration background","232","0.381159277516486","0.342743768222137","0.419574786810835"
"Big worries","2009","Berlin","direct migration background","","","",""
"Big worries","2009","Berlin","indirect migration background","","","",""
"Big worries","2009","Brandenburg","no migration background","189","0.217869814674292","0.188694001002424","0.247045628346159"
"Big worries","2009","Brandenburg","direct migration background","","","",""
"Big worries","2009","Brandenburg","indirect migration background","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","no migration background","119","0.252563103879888","0.213283112724882","0.291843095034893"
"Big worries","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","2009","Saxony","no migration background","287","0.248408442538952","0.225256141710432","0.271560743367471"
"Big worries","2009","Saxony","direct migration background","","","",""
"Big worries","2009","Saxony","indirect migration background","","","",""
"Big worries","2009","Saxony-Anhalt","no migration background","177","0.258082311073809","0.226786579732117","0.289378042415501"
"Big worries","2009","Saxony-Anhalt","direct migration background","","","",""
