"plh0037","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(Married) couple without C. ","1910","0.294254123887338","0.283303855016584","0.305204392758091"
"Big worries","2009","1-pers.-HH","857","0.311210636975127","0.294330747380951","0.328090526569304"
"Big worries","2009","Couple + C. GT 16 ","817","0.24907244238953","0.233972136312481","0.264172748466579"
"Big worries","2009","Couple + C. LE 16 ","794","0.265725259782501","0.249496835354312","0.281953684210689"
"Big worries","2009","Couple + C. LE and GT 16","306","0.24714517883441","0.22248133015885","0.271809027509969"
"Big worries","2009","Single parent ","271","0.294345494031473","0.265956157098668","0.322734830964279"
"No worries","2009","(Married) couple without C. ","1019","0.149175447083324","0.140614772068164","0.157736122098485"
"No worries","2009","1-pers.-HH","492","0.16561499697431","0.152062096629456","0.179167897319163"
"No worries","2009","Couple + C. GT 16 ","570","0.191419720602839","0.177683134872016","0.205156306333663"
"No worries","2009","Couple + C. LE 16 ","441","0.149326500544554","0.136232253246003","0.162420747843106"
"No worries","2009","Couple + C. LE and GT 16","212","0.200089158887573","0.177214125932988","0.222964191842158"
"No worries","2009","Single parent ","168","0.188390743079024","0.164033183742818","0.21274830241523"
"Some worries","2009","(Married) couple without C. ","3724","0.556570429029338","0.544632974806559","0.568507883252116"
"Some worries","2009","1-pers.-HH","1541","0.523174366050563","0.50496469102089","0.541384041080236"
"Some worries","2009","Couple + C. GT 16 ","1764","0.559507837007631","0.54217394567962","0.576841728335642"
"Some worries","2009","Couple + C. LE 16 ","1611","0.584948239672945","0.566845658965256","0.603050820380634"
"Some worries","2009","Couple + C. LE and GT 16","657","0.552765662278017","0.524336290929284","0.581195033626749"
"Some worries","2009","Single parent ","551","0.517263762889502","0.486136461443531","0.548391064335474"
"Big worries","2010","(Married) couple without C. ","1853","0.313037986007329","0.301596988713212","0.324478983301446"
"Big worries","2010","1-pers.-HH","801","0.305740213773566","0.288473618343832","0.3230068092033"
