"plh0037","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","16-34 y.","in school","85","0.280828888617161","0.23072102821767","0.330936749016652"
"Big worries","2009","16-34 y.","inadequately","10","","",""
"Big worries","2009","16-34 y.","general elemantary","133","0.273965042668383","0.236590079840776","0.311340005495991"
"Big worries","2009","16-34 y.","middle vocational","421","0.246945527436587","0.22699057714867","0.266900477724504"
"Big worries","2009","16-34 y.","vocational + Abi","97","0.29434408270316","0.245757775764177","0.342930389642143"
"Big worries","2009","16-34 y.","higher vocational","33","0.272847290869716","0.189227807829335","0.356466773910098"
"Big worries","2009","16-34 y.","higher education","152","0.27755584762024","0.239752432152862","0.315359263087617"
"Big worries","2009","35-65 y.","in school","","","",""
"Big worries","2009","35-65 y.","inadequately","21","","",""
"Big worries","2009","35-65 y.","general elemantary","165","0.26030967683749","0.224751434692469","0.295867918982511"
"Big worries","2009","35-65 y.","middle vocational","1387","0.278792800896002","0.26648873444407","0.291096867347933"
"Big worries","2009","35-65 y.","vocational + Abi","178","0.312593791069323","0.274472217218074","0.350715364920572"
"Big worries","2009","35-65 y.","higher vocational","251","0.305791936837853","0.27574072032295","0.335843153352756"
"Big worries","2009","35-65 y.","higher education","781","0.299865138902428","0.28227990543741","0.317450372367446"
"Big worries","2009","66 and older","in school","","","",""
"Big worries","2009","66 and older","inadequately","12","","",""
"Big worries","2009","66 and older","general elemantary","169","0.254200331178342","0.220982194144326","0.287418468212357"
"Big worries","2009","66 and older","middle vocational","660","0.305026530190187","0.285690288156693","0.32436277222368"
"Big worries","2009","66 and older","vocational + Abi","37","0.427096431251524","0.3286577110204","0.525535151482647"
"Big worries","2009","66 and older","higher vocational","114","0.366377273821519","0.313421396514575","0.419333151128463"
"Big worries","2009","66 and older","higher education","255","0.293520516573089","0.26355268703205","0.323488346114128"
"Some worries","2009","16-34 y.","in school","149","0.492383234024447","0.436640475269563","0.54812599277933"
"Some worries","2009","16-34 y.","inadequately","18","","",""
"Some worries","2009","16-34 y.","general elemantary","258","0.464804552375642","0.423007484191779","0.506601620559506"
"Some worries","2009","16-34 y.","middle vocational","988","0.537510328604511","0.514438538198088","0.560582119010935"
"Some worries","2009","16-34 y.","vocational + Abi","190","0.568164064770737","0.515357731591721","0.620970397949753"
"Some worries","2009","16-34 y.","higher vocational","62","0.628311766103174","0.537589927118694","0.719033605087654"
"Some worries","2009","16-34 y.","higher education","311","0.564307071204076","0.522446831554328","0.606167310853824"
"Some worries","2009","35-65 y.","in school","","","",""
"Some worries","2009","35-65 y.","inadequately","45","0.603049511521449","0.498420263661225","0.707678759381674"
"Some worries","2009","35-65 y.","general elemantary","329","0.578199493960504","0.538180832361462","0.618218155559547"
"Some worries","2009","35-65 y.","middle vocational","2967","0.575251478404808","0.561687950238776","0.588815006570841"
"Some worries","2009","35-65 y.","vocational + Abi","312","0.539491890180522","0.498501219438306","0.580482560922738"
"Some worries","2009","35-65 y.","higher vocational","521","0.561142861336583","0.528775855909687","0.593509866763478"
"Some worries","2009","35-65 y.","higher education","1435","0.545829862273908","0.52672111435549","0.564938610192326"
"Some worries","2009","66 and older","in school","","","",""
"Some worries","2009","66 and older","inadequately","16","","",""
"Some worries","2009","66 and older","general elemantary","388","0.584927563586228","0.547336110465652","0.622519016706804"
"Some worries","2009","66 and older","middle vocational","1192","0.544460255524692","0.523544893723418","0.565375617325966"
"Some worries","2009","66 and older","vocational + Abi","44","0.444222739782738","0.345341704729298","0.543103774836178"
"Some worries","2009","66 and older","higher vocational","159","0.505933081336632","0.450982289163145","0.560883873510118"
"Some worries","2009","66 and older","higher education","466","0.509721216441967","0.476822861153933","0.542619571730001"
"No worries","2009","16-34 y.","in school","75","0.226787877358392","0.180097423385046","0.273478331331738"
"No worries","2009","16-34 y.","inadequately","12","","",""
