"plh0037","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(0) in school","West Germany","76","0.293758930869176","0.237854011590959","0.349663850147392"
"Big worries","2009","(0) in school","East Germany","","","",""
"Big worries","2009","(1a) inadequately completed","West Germany","41","0.252670669965257","0.183589493264306","0.321751846666208"
"Big worries","2009","(1a) inadequately completed","East Germany","","","",""
"Big worries","2009","(1b) general elementary school","West Germany","315","0.252240461061769","0.227840386208797","0.27664053591474"
"Big worries","2009","(1b) general elementary school","East Germany","41","0.331311024157732","0.261574693555619","0.401047354759845"
"Big worries","2009","(1c) basic vocational qualification","West Germany","1083","0.276421286934603","0.262329133620573","0.290513440248633"
"Big worries","2009","(1c) basic vocational qualification","East Germany","264","0.260915834599217","0.233064656374953","0.288767012823481"
"Big worries","2009","(2a) intermediate vocational","West Germany","803","0.28544999496092","0.268751540973335","0.302148448948504"
"Big worries","2009","(2a) intermediate vocational","East Germany","354","0.244490782445403","0.223217907321566","0.265763657569241"
"Big worries","2009","(2b) intermediate general qualification","West Germany","97","0.28131395295539","0.23316454728046","0.329463358630321"
"Big worries","2009","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","West Germany","169","0.3326515446753","0.293058423126496","0.372244666224104"
"Big worries","2009","(2c_gen) general maturity certificate","East Germany","36","0.442899138664144","0.363671091730715","0.522127185597572"
"Big worries","2009","(2c_voc) vocational maturity certificate","West Germany","372","0.358834407910035","0.330830523458052","0.386838292362017"
"Big worries","2009","(2c_voc) vocational maturity certificate","East Germany","55","0.247332598278612","0.187685091425072","0.306980105132151"
"Big worries","2009","(3a) lower tertiary education","West Germany","265","0.282767964371161","0.254471210760796","0.311064717981526"
"Big worries","2009","(3a) lower tertiary education","East Germany","153","0.237078338835503","0.203328703537995","0.27082797413301"
"Big worries","2009","(3b) higher tertiary education","West Germany","609","0.316744830002578","0.295563334878454","0.337926325126701"
"Big worries","2009","(3b) higher tertiary education","East Germany","161","0.286194501557746","0.249968693107295","0.322420310008197"
"No worries","2009","(0) in school","West Germany","55","0.204592145135582","0.155079353155277","0.254104937115888"
"No worries","2009","(0) in school","East Germany","","","",""
"No worries","2009","(1a) inadequately completed","West Germany","35","0.220069100130248","0.154207254861278","0.285930945399218"
"No worries","2009","(1a) inadequately completed","East Germany","","","",""
"No worries","2009","(1b) general elementary school","West Germany","212","0.170730765799963","0.149590693281436","0.191870838318491"
"No worries","2009","(1b) general elementary school","East Germany","54","0.299565316516883","0.231698316371726","0.36743231666204"
"No worries","2009","(1c) basic vocational qualification","West Germany","544","0.141316063061419","0.130339631838641","0.152292494284198"
"No worries","2009","(1c) basic vocational qualification","East Germany","186","0.219978388060849","0.193706594019241","0.246250182102457"
"No worries","2009","(2a) intermediate vocational","West Germany","400","0.14208628686815","0.129177280398535","0.154995293337766"
"No worries","2009","(2a) intermediate vocational","East Germany","293","0.191952996600115","0.172459451731221","0.211446541469008"
"No worries","2009","(2b) intermediate general qualification","West Germany","64","0.19310917194979","0.150838950045672","0.235379393853908"
"No worries","2009","(2b) intermediate general qualification","East Germany","33","0.412545208713561","0.315571614472481","0.50951880295464"
"No worries","2009","(2c_gen) general maturity certificate","West Germany","95","0.198744839448438","0.165211099557441","0.232278579339436"
"No worries","2009","(2c_gen) general maturity certificate","East Germany","46","0.254373718731343","0.184910270140122","0.323837167322564"
"No worries","2009","(2c_voc) vocational maturity certificate","West Germany","152","0.131833342499432","0.112081831912582","0.151584853086282"
"No worries","2009","(2c_voc) vocational maturity certificate","East Germany","36","0.154118173473232","0.104203086039697","0.204033260906767"
"No worries","2009","(3a) lower tertiary education","West Germany","157","0.167500291102536","0.144036861135746","0.190963721069326"
"No worries","2009","(3a) lower tertiary education","East Germany","94","0.177759729512656","0.147420871077305","0.208098587948008"
"No worries","2009","(3b) higher tertiary education","West Germany","267","0.151572388838235","0.135244583054839","0.167900194621631"
"No worries","2009","(3b) higher tertiary education","East Germany","116","0.199243382664987","0.167229398899981","0.231257366429994"
"Some worries","2009","(0) in school","West Germany","124","0.501648923995242","0.440280404875325","0.563017443115158"
"Some worries","2009","(0) in school","East Germany","","","",""
"Some worries","2009","(1a) inadequately completed","West Germany","76","0.527260229904495","0.447891418924137","0.606629040884852"
"Some worries","2009","(1a) inadequately completed","East Germany","","","",""
"Some worries","2009","(1b) general elementary school","West Germany","690","0.577028773138268","0.549272768644564","0.604784777631972"
"Some worries","2009","(1b) general elementary school","East Germany","80","0.369123659325385","0.297626773077602","0.440620545573168"
"Some worries","2009","(1c) basic vocational qualification","West Germany","2242","0.582262650003977","0.566722333983713","0.597802966024241"
"Some worries","2009","(1c) basic vocational qualification","East Germany","505","0.519105777339934","0.487417464554492","0.550794090125376"
"Some worries","2009","(2a) intermediate vocational","West Germany","1607","0.57246371817093","0.554171962044139","0.59075547429772"
"Some worries","2009","(2a) intermediate vocational","East Germany","921","0.563556220954482","0.539008688678333","0.588103753230631"
"Some worries","2009","(2b) intermediate general qualification","West Germany","174","0.52557687509482","0.472104837125592","0.579048913064047"
"Some worries","2009","(2b) intermediate general qualification","East Germany","43","0.344867856081409","0.251236501471314","0.438499210691505"
"Some worries","2009","(2c_gen) general maturity certificate","West Germany","280","0.468603615876261","0.426670150266609","0.510537081485913"
"Some worries","2009","(2c_gen) general maturity certificate","East Germany","69","0.302727142604513","0.229446937176499","0.376007348032528"
"Some worries","2009","(2c_voc) vocational maturity certificate","West Germany","603","0.509332249590533","0.480145853099401","0.538518646081666"
"Some worries","2009","(2c_voc) vocational maturity certificate","East Germany","110","0.598549228248156","0.530782557750856","0.666315898745456"
"Some worries","2009","(3a) lower tertiary education","West Germany","551","0.549731744526303","0.518470753350509","0.580992735702097"
"Some worries","2009","(3a) lower tertiary education","East Germany","363","0.585161931651841","0.546063394609013","0.624260468694669"
"Some worries","2009","(3b) higher tertiary education","West Germany","977","0.531682781159187","0.508962864069915","0.55440269824846"
"Some worries","2009","(3b) higher tertiary education","East Germany","321","0.514562115777267","0.47450467157802","0.554619559976513"
"Big worries","2010","(0) in school","West Germany","131","0.355091944698418","0.306132738259631","0.404051151137206"
"Big worries","2010","(0) in school","East Germany","","","",""
"Big worries","2010","(1a) inadequately completed","West Germany","86","0.256553550989607","0.208093412067547","0.305013689911668"
"Big worries","2010","(1a) inadequately completed","East Germany","","","",""
"Big worries","2010","(1b) general elementary school","West Germany","498","0.323420303835163","0.301071763977401","0.345768843692925"
"Big worries","2010","(1b) general elementary school","East Germany","43","0.290226691363413","0.22652377831574","0.353929604411085"
"Big worries","2010","(1c) basic vocational qualification","West Germany","1430","0.323716185303945","0.31022864212162","0.337203728486271"
"Big worries","2010","(1c) basic vocational qualification","East Germany","259","0.267298151469442","0.239730985876782","0.294865317062103"
"Big worries","2010","(2a) intermediate vocational","West Germany","1224","0.308866330850006","0.294744602670983","0.32298805902903"
"Big worries","2010","(2a) intermediate vocational","East Germany","421","0.2111598235596","0.193518275511679","0.228801371607521"
"Big worries","2010","(2b) intermediate general qualification","West Germany","149","0.292702136802156","0.252166263891065","0.333238009713247"
"Big worries","2010","(2b) intermediate general qualification","East Germany","35","0.216056139513724","0.149069239921668","0.283043039105781"
"Big worries","2010","(2c_gen) general maturity certificate","West Germany","220","0.305557497491663","0.27232335105813","0.338791643925196"
"Big worries","2010","(2c_gen) general maturity certificate","East Germany","38","0.421088457751754","0.349748647074603","0.492428268428905"
"Big worries","2010","(2c_voc) vocational maturity certificate","West Germany","608","0.336229553587978","0.314596777535948","0.357862329640007"
"Big worries","2010","(2c_voc) vocational maturity certificate","East Germany","66","0.227028446988727","0.180986208950656","0.273070685026799"
"Big worries","2010","(3a) lower tertiary education","West Germany","365","0.256154495300975","0.232260078186701","0.280048912415248"
"Big worries","2010","(3a) lower tertiary education","East Germany","162","0.225741194072171","0.193797610919205","0.257684777225137"
"Big worries","2010","(3b) higher tertiary education","West Germany","829","0.273423429079413","0.256592509188578","0.290254348970247"
"Big worries","2010","(3b) higher tertiary education","East Germany","178","0.230878291714358","0.200413830174254","0.261342753254462"
"No worries","2010","(0) in school","West Germany","65","0.179103338294316","0.139873985425726","0.218332691162907"
