"plh0037","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","college entrance qualification","Female","764","0.330010546532795","0.311095577849901","0.348925515215688"
"Big worries","2009","college entrance qualification","Male","711","0.301802162677653","0.283890335546932","0.319713989808374"
"Big worries","2009","lower secondary degree","Female","879","0.293024883944504","0.276778423854856","0.309271344034152"
"Big worries","2009","lower secondary degree","Male","761","0.25234783217246","0.236585173766688","0.268110490578232"
"Big worries","2009","no degree/no degree yet","Female","68","0.253019316392697","0.197670869004883","0.308367763780511"
"Big worries","2009","no degree/no degree yet","Male","61","0.272963646689762","0.217181462146544","0.328745831232981"
"Big worries","2009","Other degree","Female","127","0.308783242559433","0.265318489438872","0.352247995679993"
"Big worries","2009","Other degree","Male","105","0.292236916968574","0.245896629798401","0.338577204138747"
"Big worries","2009","secondary school degree","Female","889","0.298954283219128","0.282890554762271","0.315018011675985"
"Big worries","2009","secondary school degree","Male","551","0.237561195821111","0.220149262586","0.254973129056221"
"No worries","2009","college entrance qualification","Female","317","0.142979028667055","0.128897829881378","0.157060227452732"
"No worries","2009","college entrance qualification","Male","480","0.19024935938164","0.174934016741893","0.205564702021387"
"No worries","2009","lower secondary degree","Female","399","0.129025241461958","0.117059363821954","0.140991119101962"
"No worries","2009","lower secondary degree","Male","528","0.188902205163436","0.174697409176412","0.203107001150459"
"No worries","2009","no degree/no degree yet","Female","46","0.227129558545543","0.1737881971876","0.280470919903486"
"No worries","2009","no degree/no degree yet","Male","67","0.216381392179923","0.164819674776489","0.267943109583358"
"No worries","2009","Other degree","Female","68","0.135981457950536","0.103733322878393","0.16822959302268"
"No worries","2009","Other degree","Male","70","0.164056774714183","0.126322786900403","0.201790762527963"
"No worries","2009","secondary school degree","Female","392","0.123898443844282","0.112337828644757","0.135459059043806"
"No worries","2009","secondary school degree","Male","493","0.214818891018084","0.198016236329442","0.231621545706725"
"Some worries","2009","college entrance qualification","Female","1293","0.52701042480015","0.506926752744932","0.547094096855369"
"Some worries","2009","college entrance qualification","Male","1332","0.507948477940707","0.488440844462913","0.527456111418501"
"Some worries","2009","lower secondary degree","Female","1737","0.577949874593538","0.560320717957142","0.595579031229934"
"Some worries","2009","lower secondary degree","Male","1628","0.558749962664104","0.540730949291392","0.576768976036816"
"Some worries","2009","no degree/no degree yet","Female","123","0.51985112506176","0.456244643942066","0.583457606181454"
"Some worries","2009","no degree/no degree yet","Male","117","0.510654961130314","0.448060425563865","0.573249496696763"
"Some worries","2009","Other degree","Female","239","0.555235299490031","0.508482575838078","0.601988023141984"
"Some worries","2009","Other degree","Male","195","0.543706308317243","0.492954485249232","0.594458131385253"
"Some worries","2009","secondary school degree","Female","1839","0.57714727293659","0.559812878047094","0.594481667826086"
"Some worries","2009","secondary school degree","Male","1251","0.547619913160806","0.527256615860992","0.567983210460619"
"Big worries","2010","college entrance qualification","Female","1126","0.304632953901507","0.289452151557139","0.319813756245875"
"Big worries","2010","college entrance qualification","Male","874","0.257123141893145","0.242136562398888","0.272109721387402"
"Big worries","2010","lower secondary degree","Female","1124","0.336176458691463","0.32051715838281","0.351835759000116"
"Big worries","2010","lower secondary degree","Male","930","0.29844486245465","0.282938390849188","0.313951334060112"
"Big worries","2010","no degree/no degree yet","Female","133","0.33574708841559","0.28887776886779","0.38261640796339"
"Big worries","2010","no degree/no degree yet","Male","103","0.2628992639883","0.218463206140299","0.307335321836301"
"Big worries","2010","Other degree","Female","262","0.335106765333026","0.303540800818391","0.366672729847661"
"Big worries","2010","Other degree","Male","196","0.308109607407239","0.274384517728664","0.341834697085813"
"Big worries","2010","secondary school degree","Female","1308","0.300267204044682","0.286879158464027","0.313655249625337"
"Big worries","2010","secondary school degree","Male","689","0.254386640754975","0.238678660087685","0.270094621422265"
"No worries","2010","college entrance qualification","Female","472","0.144126183499441","0.132541730131722","0.155710636867161"
"No worries","2010","college entrance qualification","Male","646","0.212108786023139","0.198090788409018","0.22612678363726"
"No worries","2010","lower secondary degree","Female","501","0.136657741010059","0.125271745782898","0.14804373623722"
"No worries","2010","lower secondary degree","Male","660","0.197495301193239","0.184004050710049","0.210986551676429"
"No worries","2010","no degree/no degree yet","Female","68","0.171319336676497","0.133924418945357","0.208714254407637"
"No worries","2010","no degree/no degree yet","Male","89","0.190736313101843","0.151077552808554","0.230395073395133"
"No worries","2010","Other degree","Female","161","0.162251061204797","0.137596219115348","0.186905903294247"
"No worries","2010","Other degree","Male","175","0.198521249785421","0.16938515446556","0.227657345105282"
"No worries","2010","secondary school degree","Female","688","0.150834989069972","0.140381910585751","0.161288067554192"
"No worries","2010","secondary school degree","Male","731","0.242142289453587","0.226691683147943","0.257592895759231"
"Some worries","2010","college entrance qualification","Female","1933","0.551240862599052","0.534835849317112","0.567645875880992"
"Some worries","2010","college entrance qualification","Male","1747","0.530768072083716","0.513655326389533","0.547880817777899"
"Some worries","2010","lower secondary degree","Female","1871","0.527165800298478","0.510616088565855","0.543715512031101"
"Some worries","2010","lower secondary degree","Male","1755","0.504059836352111","0.487116235285562","0.52100343741866"
