"plh0037","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","2013","vocational + Abi","Rural Area","84","0.274509814367887","0.223926508901542","0.325093119834231"
"Big worries","2013","vocational + Abi","Urban Area","207","0.261362161158484","0.230953448201272","0.291770874115696"
"No worries","2013","general elemantary","Rural Area","141","0.21908717573372","0.186555079611135","0.251619271856306"
"No worries","2013","general elemantary","Urban Area","276","0.234166228281267","0.210403431001718","0.257929025560816"
"No worries","2013","higher education","Rural Area","254","0.209775980426882","0.187497387623567","0.232054573230196"
"No worries","2013","higher education","Urban Area","625","0.203469653847621","0.189475268988155","0.217464038707087"
"No worries","2013","higher vocational","Rural Area","113","0.248208726928427","0.211432487365736","0.284984966491117"
"No worries","2013","higher vocational","Urban Area","142","0.181640540717416","0.154873683842643","0.208407397592189"
"No worries","2013","in school","Rural Area","13","","",""
"No worries","2013","in school","Urban Area","46","0.277440620335765","0.212922156003212","0.341959084668319"
"No worries","2013","inadequately","Rural Area","24","","",""
"No worries","2013","inadequately","Urban Area","32","0.296410647345326","0.216671911218491","0.376149383472162"
"No worries","2013","middle vocational","Rural Area","774","0.203256426061019","0.190277466946091","0.216235385175947"
"No worries","2013","middle vocational","Urban Area","1082","0.200421447576754","0.190044570782808","0.210798324370699"
"No worries","2013","vocational + Abi","Rural Area","62","0.216641372300745","0.169947110776992","0.263335633824499"
"No worries","2013","vocational + Abi","Urban Area","142","0.178181392991673","0.151697607182761","0.204665178800586"
"Some worries","2013","general elemantary","Rural Area","343","0.563896213292004","0.524893321432423","0.602899105151585"
"Some worries","2013","general elemantary","Urban Area","656","0.529350673899578","0.501342252534984","0.557359095264173"
"Some worries","2013","higher education","Rural Area","702","0.542156054435132","0.514894183548757","0.569417925321507"
"Some worries","2013","higher education","Urban Area","1721","0.530105663924997","0.512756276133927","0.547455051716066"
"Some worries","2013","higher vocational","Rural Area","297","0.539064428441972","0.496626848855292","0.581502008028651"
"Some worries","2013","higher vocational","Urban Area","452","0.547105040794606","0.512546688158539","0.581663393430673"
"Some worries","2013","in school","Rural Area","41","0.648791055137627","0.540758991946228","0.756823118329025"
"Some worries","2013","in school","Urban Area","88","0.438541477217889","0.36703812485262","0.510044829583158"
"Some worries","2013","inadequately","Rural Area","24","","",""
"Some worries","2013","inadequately","Urban Area","63","0.520356095065526","0.43312474250541","0.607587447625641"
"Some worries","2013","middle vocational","Rural Area","2027","0.548981006165862","0.532932503729646","0.565029508602079"
"Some worries","2013","middle vocational","Urban Area","3072","0.52988776912412","0.516950079812102","0.542825458436138"
"Some worries","2013","vocational + Abi","Rural Area","153","0.508848813331368","0.452183867397883","0.565513759264852"
"Some worries","2013","vocational + Abi","Urban Area","453","0.560456445849843","0.526105966739354","0.594806924960332"
"Big worries","2014","general elemantary","Rural Area","238","0.243898877337012","0.217401838030421","0.270395916643603"
"Big worries","2014","general elemantary","Urban Area","537","0.254739882788141","0.236010508921515","0.273469256654768"
"Big worries","2014","higher education","Rural Area","449","0.225642393914199","0.20569566509713","0.245589122731269"
"Big worries","2014","higher education","Urban Area","1355","0.288165288073338","0.274986541243372","0.301344034903304"
"Big worries","2014","higher vocational","Rural Area","151","0.215701457393039","0.183685189457817","0.247717725328261"
"Big worries","2014","higher vocational","Urban Area","271","0.279339078154362","0.250971795801875","0.307706360506848"
"Big worries","2014","in school","Rural Area","54","0.385981002417023","0.307813033820106","0.46414897101394"
"Big worries","2014","in school","Urban Area","92","0.301986216975801","0.24959449858971","0.354377935361892"
"Big worries","2014","inadequately","Rural Area","29","","",""
"Big worries","2014","inadequately","Urban Area","82","0.249612744488866","0.20484378825611","0.294381700721622"
"Big worries","2014","middle vocational","Rural Area","1243","0.263466237002104","0.251082717434786","0.275849756569422"
"Big worries","2014","middle vocational","Urban Area","2249","0.292523134687699","0.282346866323067","0.302699403052331"
"Big worries","2014","vocational + Abi","Rural Area","148","0.283636266763199","0.246134711836093","0.321137821690305"
"Big worries","2014","vocational + Abi","Urban Area","404","0.264684117647638","0.242313719862125","0.287054515433151"
"No worries","2014","general elemantary","Rural Area","252","0.241227143745927","0.214829115550526","0.267625171941329"
"No worries","2014","general elemantary","Urban Area","461","0.218278158989571","0.200521873850556","0.236034444128587"
"No worries","2014","higher education","Rural Area","308","0.188803854606741","0.17012892742007","0.207478781793412"
"No worries","2014","higher education","Urban Area","807","0.187663729010852","0.176302592065255","0.199024865956449"
"No worries","2014","higher vocational","Rural Area","128","0.232134927565065","0.199271249770827","0.264998605359303"
"No worries","2014","higher vocational","Urban Area","155","0.166632490047645","0.143071989021917","0.190192991073373"
"No worries","2014","in school","Rural Area","30","0.172452765300433","0.11179499613188","0.233110534468986"
"No worries","2014","in school","Urban Area","61","0.249780146574531","0.20038203831936","0.299178254829703"
"No worries","2014","inadequately","Rural Area","44","0.346699322120269","0.268144728663908","0.425253915576629"
"No worries","2014","inadequately","Urban Area","102","0.26288769004771","0.217351905457917","0.308423474637502"
"No worries","2014","middle vocational","Rural Area","988","0.203565303094386","0.192246194030263","0.214884412158509"
"No worries","2014","middle vocational","Urban Area","1376","0.174354866878489","0.165867634941257","0.18284209881572"
"No worries","2014","vocational + Abi","Rural Area","111","0.231371199502226","0.196286757377747","0.266455641626704"
"No worries","2014","vocational + Abi","Urban Area","251","0.182224150479237","0.162649550313941","0.201798750644533"
"Some worries","2014","general elemantary","Rural Area","519","0.514873978917061","0.48403640065646","0.545711557177662"
"Some worries","2014","general elemantary","Urban Area","1081","0.526981958222287","0.505520581759975","0.5484433346846"
"Some worries","2014","higher education","Rural Area","930","0.58555375147906","0.562046165132159","0.609061337825961"
"Some worries","2014","higher education","Urban Area","2375","0.52417098291581","0.509638974170735","0.538702991660884"
"Some worries","2014","higher vocational","Rural Area","355","0.552163615041896","0.513455943919451","0.590871286164341"
"Some worries","2014","higher vocational","Urban Area","535","0.554028431797994","0.522601208625573","0.585455654970415"
"Some worries","2014","in school","Rural Area","65","0.441566232282544","0.361833119407725","0.521299345157363"
"Some worries","2014","in school","Urban Area","142","0.448233636449668","0.391483499248855","0.504983773650481"
"Some worries","2014","inadequately","Rural Area","68","0.471307327933489","0.388913956067992","0.553700699798987"
"Some worries","2014","inadequately","Urban Area","175","0.487499565463424","0.43579426071624","0.539204870210608"
"Some worries","2014","middle vocational","Rural Area","2630","0.53296845990351","0.518943257404659","0.54699366240236"
"Some worries","2014","middle vocational","Urban Area","4052","0.533121998433813","0.521961917914336","0.544282078953289"
"Some worries","2014","vocational + Abi","Rural Area","296","0.484992533734575","0.443413356767386","0.526571710701764"
"Some worries","2014","vocational + Abi","Urban Area","839","0.553091731873125","0.527881283476413","0.578302180269837"
"Big worries","2015","general elemantary","Rural Area","199","0.234556769816913","0.206640529073501","0.262473010560326"
"Big worries","2015","general elemantary","Urban Area","442","0.254684309722424","0.234341245687447","0.275027373757401"
"Big worries","2015","higher education","Rural Area","402","0.25789802305952","0.23659474752478","0.27920129859426"
"Big worries","2015","higher education","Urban Area","1223","0.277278719566792","0.263810688960328","0.290746750173257"
"Big worries","2015","higher vocational","Rural Area","121","0.177696606169373","0.147110226592541","0.208282985746204"
"Big worries","2015","higher vocational","Urban Area","291","0.30019693328022","0.270643825903403","0.329750040657036"
"Big worries","2015","in school","Rural Area","43","0.345397997911617","0.25996548460715","0.430830511216084"
"Big worries","2015","in school","Urban Area","85","0.295845619548496","0.237114184458673","0.354577054638319"
"Big worries","2015","inadequately","Rural Area","28","","",""
"Big worries","2015","inadequately","Urban Area","66","0.285240620825435","0.232163016692416","0.338318224958453"
"Big worries","2015","middle vocational","Rural Area","1067","0.240103158578806","0.227709511845095","0.252496805312518"
"Big worries","2015","middle vocational","Urban Area","1994","0.282538037644132","0.272046153989045","0.293029921299219"
"Big worries","2015","vocational + Abi","Rural Area","126","0.258235517575053","0.220904301771139","0.295566733378966"
"Big worries","2015","vocational + Abi","Urban Area","356","0.243248821695476","0.220941215065323","0.265556428325629"
"No worries","2015","general elemantary","Rural Area","225","0.227027338309951","0.199428067906417","0.254626608713486"
"No worries","2015","general elemantary","Urban Area","386","0.206982473215593","0.188065427301124","0.225899519130061"
"No worries","2015","higher education","Rural Area","289","0.1922493318319","0.17305991987956","0.21143874378424"
"No worries","2015","higher education","Urban Area","714","0.174883795985686","0.163455203500541","0.186312388470832"
"No worries","2015","higher vocational","Rural Area","129","0.219445586837318","0.186329616624553","0.252561557050082"
"No worries","2015","higher vocational","Urban Area","149","0.163742857689019","0.139883254962103","0.187602460415936"
"No worries","2015","in school","Rural Area","23","","",""
"No worries","2015","in school","Urban Area","38","0.174684567390528","0.125825929988206","0.22354320479285"
"No worries","2015","inadequately","Rural Area","38","0.300240946878207","0.220207404092113","0.380274489664301"
"No worries","2015","inadequately","Urban Area","91","0.32677103173506","0.271635843048192","0.381906220421928"
"No worries","2015","middle vocational","Rural Area","913","0.196959623589746","0.185420305361097","0.208498941818395"
"No worries","2015","middle vocational","Urban Area","1268","0.179406772281639","0.170465507748988","0.188348036814291"
"No worries","2015","vocational + Abi","Rural Area","118","0.232065703818124","0.196057733429014","0.268073674207234"
"No worries","2015","vocational + Abi","Urban Area","257","0.180674578766013","0.160670074550373","0.200679082981654"
"Some worries","2015","general elemantary","Rural Area","461","0.538415891873136","0.505571531038371","0.5712602527079"
"Some worries","2015","general elemantary","Urban Area","934","0.538333217061983","0.515055786377271","0.561610647746695"
"Some worries","2015","higher education","Rural Area","929","0.54985264510858","0.525626121783962","0.574079168433197"
"Some worries","2015","higher education","Urban Area","2307","0.547837484447521","0.53286363184368","0.562811337051362"
"Some worries","2015","higher vocational","Rural Area","350","0.60285780699331","0.563705899548028","0.642009714438592"
"Some worries","2015","higher vocational","Urban Area","484","0.536060209030761","0.503905121040566","0.568215297020956"
"Some worries","2015","in school","Rural Area","53","0.449339417181565","0.359966925894861","0.53871190846827"
"Some worries","2015","in school","Urban Area","109","0.529469813060976","0.465242693363154","0.593696932758799"
"Some worries","2015","inadequately","Rural Area","60","0.490239590982248","0.402952491881163","0.577526690083334"
"Some worries","2015","inadequately","Urban Area","121","0.387988347439505","0.330706781785446","0.445269913093565"
"Some worries","2015","middle vocational","Rural Area","2583","0.562937217831447","0.548545098515366","0.577329337147529"
"Some worries","2015","middle vocational","Urban Area","3812","0.538055190074229","0.5264373867051","0.549672993443358"
"Some worries","2015","vocational + Abi","Rural Area","284","0.509698778606824","0.467058560863627","0.55233899635002"
"Some worries","2015","vocational + Abi","Urban Area","808","0.576076599538511","0.550382413498527","0.601770785578494"
"Big worries","2016","general elemantary","Rural Area","220","0.258389209732491","0.229367861689178","0.287410557775804"
"Big worries","2016","general elemantary","Urban Area","490","0.313870942846924","0.291640463562429","0.336101422131418"
"Big worries","2016","higher education","Rural Area","505","0.301872750706693","0.279572993137465","0.324172508275921"
"Big worries","2016","higher education","Urban Area","1408","0.328488795104406","0.314390151357602","0.34258743885121"
"Big worries","2016","higher vocational","Rural Area","161","0.266044736180731","0.229511170345859","0.302578302015604"
"Big worries","2016","higher vocational","Urban Area","281","0.341431206442804","0.309496820766095","0.373365592119513"
"Big worries","2016","in school","Rural Area","24","","",""
"Big worries","2016","in school","Urban Area","82","0.329744282625915","0.270756498998397","0.388732066253434"
"Big worries","2016","inadequately","Rural Area","27","","",""
"Big worries","2016","inadequately","Urban Area","67","0.257297585482966","0.205910857358575","0.308684313607357"
"Big worries","2016","middle vocational","Rural Area","1218","0.293591785782952","0.280031976942442","0.307151594623461"
"Big worries","2016","middle vocational","Urban Area","2084","0.313001764564039","0.301864083245206","0.324139445882873"
"Big worries","2016","vocational + Abi","Rural Area","144","0.297351386524993","0.258582659309668","0.336120113740318"
