"plh0037","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","general elemantary","Rural Area","142","0.224687089288905","0.191150632586686","0.258223545991124"
"Big worries","2009","general elemantary","Urban Area","325","0.279180757478091","0.253767698619089","0.304593816337093"
"Big worries","2009","higher education","Rural Area","345","0.297375008509081","0.27143668518728","0.323313331830883"
"Big worries","2009","higher education","Urban Area","843","0.29361342713602","0.276867019902024","0.310359834370016"
"Big worries","2009","higher vocational","Rural Area","144","0.292344427604501","0.253061589965109","0.331627265243892"
"Big worries","2009","higher vocational","Urban Area","254","0.331784867191785","0.299458587445481","0.364111146938089"
"Big worries","2009","in school","Rural Area","27","","",""
"Big worries","2009","in school","Urban Area","58","0.275334590269442","0.215902996398612","0.334766184140272"
"Big worries","2009","inadequately","Rural Area","14","","",""
"Big worries","2009","inadequately","Urban Area","29","","",""
"Big worries","2009","middle vocational","Rural Area","836","0.249105827172046","0.234610889626544","0.263600764717548"
"Big worries","2009","middle vocational","Urban Area","1632","0.294299138456739","0.282420271777253","0.306178005136225"
"Big worries","2009","vocational + Abi","Rural Area","78","0.282035722342496","0.227020229590955","0.337051215094037"
"Big worries","2009","vocational + Abi","Urban Area","234","0.333182154207396","0.299358295591248","0.367006012823545"
"No worries","2009","general elemantary","Rural Area","146","0.240274514361372","0.205944671941791","0.274604356780952"
"No worries","2009","general elemantary","Urban Area","204","0.167359356562679","0.146212061855075","0.188506651270282"
"No worries","2009","higher education","Rural Area","186","0.175314097764711","0.153737618764994","0.196890576764427"
"No worries","2009","higher education","Urban Area","448","0.160513141566219","0.147014976878329","0.174011306254109"
"No worries","2009","higher vocational","Rural Area","83","0.13576661888545","0.106182645967604","0.165350591803296"
"No worries","2009","higher vocational","Urban Area","107","0.124623268198045","0.101947273119615","0.147299263276475"
"No worries","2009","in school","Rural Area","22","","",""
"No worries","2009","in school","Urban Area","53","0.215033077582372","0.160369690566221","0.269696464598524"
"No worries","2009","inadequately","Rural Area","11","","",""
"No worries","2009","inadequately","Urban Area","32","0.24039816154719","0.165486115470976","0.315310207623403"
"No worries","2009","middle vocational","Rural Area","593","0.168988409840115","0.156429063462545","0.181547756217686"
"No worries","2009","middle vocational","Urban Area","866","0.157935037315561","0.148429378302083","0.167440696329038"
"No worries","2009","vocational + Abi","Rural Area","40","0.156515440936433","0.112093381152838","0.200937500720028"
"No worries","2009","vocational + Abi","Urban Area","105","0.137448994520035","0.11274075209513","0.16215723694494"
"Some worries","2009","general elemantary","Rural Area","307","0.535038396349723","0.494961818651625","0.575114974047821"
"Some worries","2009","general elemantary","Urban Area","668","0.553459885959231","0.52529718330033","0.581622588618131"
"Some worries","2009","higher education","Rural Area","662","0.527310893726208","0.498980733045811","0.555641054406604"
"Some worries","2009","higher education","Urban Area","1550","0.545873431297761","0.527565178177117","0.564181684418404"
"Some worries","2009","higher vocational","Rural Area","288","0.57188895351005","0.529154461339093","0.614623445681006"
"Some worries","2009","higher vocational","Urban Area","454","0.54359186461017","0.509395302329794","0.577788426890545"
"Some worries","2009","in school","Rural Area","43","0.450827102816473","0.349152207539355","0.552501998093591"
"Some worries","2009","in school","Urban Area","106","0.509632332148186","0.443119165591105","0.576145498705267"
"Some worries","2009","inadequately","Rural Area","15","","",""
"Some worries","2009","inadequately","Urban Area","64","0.534540614340917","0.447097758156473","0.621983470525361"
"Some worries","2009","middle vocational","Rural Area","1991","0.581905762987839","0.565374788417882","0.598436737557795"
"Some worries","2009","middle vocational","Urban Area","3156","0.547765824227701","0.53479255756835","0.560739090887051"
"Some worries","2009","vocational + Abi","Rural Area","139","0.561448836721071","0.500782641796156","0.622115031645987"
"Some worries","2009","vocational + Abi","Urban Area","407","0.529368851272569","0.493551109366329","0.565186593178809"
"Big worries","2010","general elemantary","Rural Area","196","0.311722117170628","0.279463093743963","0.343981140597292"
"Big worries","2010","general elemantary","Urban Area","510","0.308019536959111","0.285810481155201","0.330228592763021"
"Big worries","2010","higher education","Rural Area","374","0.218282370763152","0.197049917739851","0.239514823786453"
"Big worries","2010","higher education","Urban Area","1160","0.271931454595632","0.257993531462556","0.285869377728709"
"Big worries","2010","higher vocational","Rural Area","168","0.271823821641494","0.236916398792511","0.306731244490477"
"Big worries","2010","higher vocational","Urban Area","294","0.312451617025681","0.28360895933283","0.341294274718532"
"Big worries","2010","in school","Rural Area","39","0.359904303457519","0.275763034387133","0.444045572527904"
"Big worries","2010","in school","Urban Area","102","0.330846601531267","0.276599648119978","0.385093554942556"
"Big worries","2010","inadequately","Rural Area","21","","",""
"Big worries","2010","inadequately","Urban Area","69","0.331337594664312","0.272756017296468","0.389919172032157"
"Big worries","2010","middle vocational","Rural Area","1164","0.269919050444404","0.257064105469929","0.282773995418879"
"Big worries","2010","middle vocational","Urban Area","2157","0.317711179867473","0.306932147773585","0.328490211961361"
"Big worries","2010","vocational + Abi","Rural Area","127","0.338735408718524","0.29505589924624","0.382414918190809"
"Big worries","2010","vocational + Abi","Urban Area","413","0.315540541194891","0.289849488495679","0.341231593894103"
"No worries","2010","general elemantary","Rural Area","176","0.186748935185632","0.159607870029455","0.213890000341809"
"No worries","2010","general elemantary","Urban Area","343","0.197674346140367","0.178516594366567","0.216832097914167"
"No worries","2010","higher education","Rural Area","271","0.216986691817808","0.195799811721281","0.238173571914336"
"No worries","2010","higher education","Urban Area","634","0.18896773231763","0.176704778288175","0.201230686347085"
"No worries","2010","higher vocational","Rural Area","129","0.227421565658168","0.194533153281644","0.260309978034692"
"No worries","2010","higher vocational","Urban Area","156","0.151620087889439","0.129301546133577","0.1739386296453"
"No worries","2010","in school","Rural Area","29","","",""
"No worries","2010","in school","Urban Area","50","0.150418319656335","0.109203623205138","0.191633016107531"
"No worries","2010","inadequately","Rural Area","19","","",""
"No worries","2010","inadequately","Urban Area","62","0.198197615385525","0.148583513420561","0.247811717350488"
"No worries","2010","middle vocational","Rural Area","890","0.185802780722251","0.174539656936011","0.197065904508491"
"No worries","2010","middle vocational","Urban Area","1219","0.166023381322138","0.157408665542205","0.174638097102072"
"No worries","2010","vocational + Abi","Rural Area","73","0.166245035852416","0.131885018110434","0.200605053594397"
"No worries","2010","vocational + Abi","Urban Area","184","0.146446578738042","0.126901590158242","0.165991567317843"
"Some worries","2010","general elemantary","Rural Area","420","0.50152894764374","0.466706966655647","0.536350928631834"
"Some worries","2010","general elemantary","Urban Area","807","0.494306116900522","0.470254964535926","0.518357269265117"
"Some worries","2010","higher education","Rural Area","809","0.564730937419039","0.539247055863536","0.590214818974543"
"Some worries","2010","higher education","Urban Area","2121","0.539100813086737","0.523486597470432","0.554715028703043"
"Some worries","2010","higher vocational","Rural Area","327","0.500754612700338","0.461523980583315","0.539985244817362"
"Some worries","2010","higher vocational","Urban Area","542","0.53592829508488","0.504894267400877","0.566962322768884"
"Some worries","2010","in school","Rural Area","57","0.358464564576628","0.274397375806473","0.442531753346784"
"Some worries","2010","in school","Urban Area","137","0.518735078812398","0.461129561339521","0.576340596285276"
"Some worries","2010","inadequately","Rural Area","49","0.688319591598448","0.592091271243127","0.78454791195377"
"Some worries","2010","inadequately","Urban Area","117","0.470464789950163","0.408344534219945","0.532585045680381"
"Some worries","2010","middle vocational","Rural Area","2527","0.544278168833345","0.529856074911632","0.558700262755058"
"Some worries","2010","middle vocational","Urban Area","3791","0.516265438810389","0.504695808721857","0.52783506889892"
"Some worries","2010","vocational + Abi","Rural Area","251","0.49501955542906","0.448876294985491","0.541162815872629"
"Some worries","2010","vocational + Abi","Urban Area","660","0.538012880067067","0.510452086230112","0.565573673904021"
"Big worries","2011","general elemantary","Rural Area","216","0.315783634313255","0.281760050961581","0.34980721766493"
"Big worries","2011","general elemantary","Urban Area","375","0.279777994137538","0.25635596301977","0.303200025255306"
"Big worries","2011","higher education","Rural Area","380","0.269430719366428","0.24559582003351","0.293265618699346"
"Big worries","2011","higher education","Urban Area","1013","0.298831126552508","0.283074406608838","0.314587846496177"
"Big worries","2011","higher vocational","Rural Area","170","0.304842436482698","0.267117422026782","0.342567450938614"
"Big worries","2011","higher vocational","Urban Area","263","0.294336677580753","0.264070332612978","0.324603022548528"
"Big worries","2011","in school","Rural Area","24","","",""
"Big worries","2011","in school","Urban Area","66","0.313235063209084","0.25380866557954","0.372661460838628"
"Big worries","2011","inadequately","Rural Area","15","","",""
"Big worries","2011","inadequately","Urban Area","42","0.228828689164182","0.162265665123836","0.295391713204527"
"Big worries","2011","middle vocational","Rural Area","1089","0.273687297367853","0.259807906435089","0.287566688300617"
"Big worries","2011","middle vocational","Urban Area","2040","0.310718717808788","0.299421151706983","0.322016283910593"
"Big worries","2011","vocational + Abi","Rural Area","97","0.324498369722227","0.273120959400904","0.375875780043551"
"Big worries","2011","vocational + Abi","Urban Area","266","0.283677908356178","0.253911456680949","0.313444360031407"
"No worries","2011","general elemantary","Rural Area","141","0.175200067809577","0.147375402030512","0.203024733588642"
"No worries","2011","general elemantary","Urban Area","274","0.197734305375723","0.176952431423046","0.218516179328399"
"No worries","2011","higher education","Rural Area","225","0.165068386473401","0.145124193435703","0.185012579511099"
"No worries","2011","higher education","Urban Area","531","0.168548811575927","0.155662672557098","0.181434950594756"
"No worries","2011","higher vocational","Rural Area","93","0.158196506325233","0.128290812505416","0.188102200145049"
"No worries","2011","higher vocational","Urban Area","133","0.153815628891592","0.129856460155774","0.17777479762741"
"No worries","2011","in school","Rural Area","11","","",""
"No worries","2011","in school","Urban Area","37","0.134512399837282","0.0907952592871435","0.178229540387421"
"No worries","2011","inadequately","Rural Area","14","","",""
"No worries","2011","inadequately","Urban Area","41","0.249544771154941","0.180974004247176","0.318115538062706"
"No worries","2011","middle vocational","Rural Area","694","0.172312294595353","0.160555940642113","0.184068648548594"
"No worries","2011","middle vocational","Urban Area","939","0.151015335643363","0.142274289974665","0.15975638131206"
"No worries","2011","vocational + Abi","Rural Area","50","0.137966149274905","0.100121787881106","0.175810510668704"
"No worries","2011","vocational + Abi","Urban Area","121","0.127392222253037","0.105376084524402","0.149408359981672"
"Some worries","2011","general elemantary","Rural Area","360","0.509016297877168","0.472424150594594","0.545608445159742"
"Some worries","2011","general elemantary","Urban Area","762","0.522487700486739","0.496425270773785","0.548550130199694"
"Some worries","2011","higher education","Rural Area","726","0.565500894160171","0.538870956192442","0.592130832127901"
"Some worries","2011","higher education","Urban Area","1698","0.532620061871565","0.515445511365091","0.549794612378039"
"Some worries","2011","higher vocational","Rural Area","309","0.53696105719207","0.496098058806141","0.577824055577998"
"Some worries","2011","higher vocational","Urban Area","475","0.551847693527655","0.518821277498676","0.584874109556633"
"Some worries","2011","in school","Rural Area","41","0.543460763963867","0.43147457991464","0.655446948013094"
"Some worries","2011","in school","Urban Area","131","0.552252536953634","0.488539898695847","0.615965175211421"
"Some worries","2011","inadequately","Rural Area","33","0.682238614500846","0.566341945286786","0.798135283714906"
"Some worries","2011","inadequately","Urban Area","70","0.521626539680877","0.442473835972983","0.600779243388771"
"Some worries","2011","middle vocational","Rural Area","2181","0.554000408036793","0.538526374238539","0.569474441835048"
"Some worries","2011","middle vocational","Urban Area","3467","0.53826594654785","0.526095756905987","0.550436136189713"
"Some worries","2011","vocational + Abi","Rural Area","172","0.537535481002868","0.482821851309989","0.592249110695746"
"Some worries","2011","vocational + Abi","Urban Area","494","0.588929869390785","0.556439856171909","0.621419882609661"
"Big worries","2012","general elemantary","Rural Area","185","0.249930815736437","0.218522313566601","0.281339317906273"
"Big worries","2012","general elemantary","Urban Area","352","0.253696841003431","0.230672553213897","0.276721128792965"
"Big worries","2012","higher education","Rural Area","366","0.28502213990303","0.260986037895741","0.30905824191032"
"Big worries","2012","higher education","Urban Area","908","0.278202030324796","0.262892138380285","0.293511922269307"
"Big worries","2012","higher vocational","Rural Area","146","0.240579979803329","0.205883566961765","0.275276392644894"
"Big worries","2012","higher vocational","Urban Area","253","0.301410004177342","0.270795114013297","0.332024894341388"
"Big worries","2012","in school","Rural Area","14","","",""
"Big worries","2012","in school","Urban Area","64","0.288863570783731","0.226515513872962","0.3512116276945"
"Big worries","2012","inadequately","Rural Area","17","","",""
"Big worries","2012","inadequately","Urban Area","54","0.302765398282554","0.232014302643984","0.373516493921125"
"Big worries","2012","middle vocational","Rural Area","1045","0.27689176128785","0.263061266216899","0.2907222563588"
"Big worries","2012","middle vocational","Urban Area","1825","0.284696720823781","0.273511611915582","0.29588182973198"
"Big worries","2012","vocational + Abi","Rural Area","95","0.318156245653943","0.268131068620106","0.368181422687781"
"Big worries","2012","vocational + Abi","Urban Area","232","0.267035123404985","0.237754921275561","0.296315325534409"
"No worries","2012","general elemantary","Rural Area","159","0.21183796634549","0.182196729907675","0.241479202783305"
"No worries","2012","general elemantary","Urban Area","286","0.204361001481326","0.183024260872638","0.225697742090014"
"No worries","2012","higher education","Rural Area","246","0.188124945481518","0.167316183828698","0.208933707134337"
"No worries","2012","higher education","Urban Area","589","0.190817347427279","0.177392283607564","0.204242411246994"
"No worries","2012","higher vocational","Rural Area","103","0.203972919428988","0.171264166155944","0.236681672702031"
"No worries","2012","higher vocational","Urban Area","137","0.16244276268762","0.137833413732624","0.187052111642616"
"No worries","2012","in school","Rural Area","17","","",""
"No worries","2012","in school","Urban Area","40","0.214411281959243","0.157953799571179","0.270868764347308"
"No worries","2012","inadequately","Rural Area","21","","",""
"No worries","2012","inadequately","Urban Area","35","0.229127164583217","0.164409886209628","0.293844442956806"
"No worries","2012","middle vocational","Rural Area","796","0.2022395272839","0.189824424131558","0.214654630436242"
"No worries","2012","middle vocational","Urban Area","1026","0.166550008500238","0.15731545334559","0.175784563654885"
"No worries","2012","vocational + Abi","Rural Area","69","0.216185079504171","0.171972526257392","0.260397632750951"
"No worries","2012","vocational + Abi","Urban Area","151","0.194850945888628","0.168636680184873","0.221065211592382"
"Some worries","2012","general elemantary","Rural Area","386","0.538231217918073","0.50206664111896","0.574395794717185"
"Some worries","2012","general elemantary","Urban Area","734","0.541942157515243","0.515578378364507","0.568305936665978"
"Some worries","2012","higher education","Rural Area","743","0.526852914615452","0.500268859940681","0.553436969290223"
"Some worries","2012","higher education","Urban Area","1794","0.530980622247925","0.513930838341059","0.548030406154791"
"Some worries","2012","higher vocational","Rural Area","334","0.555447100767683","0.51511072360193","0.595783477933435"
"Some worries","2012","higher vocational","Urban Area","473","0.536147233135038","0.502875547540151","0.569418918729925"
"Some worries","2012","in school","Rural Area","45","0.643341212092293","0.53564797137107","0.751034452813515"
"Some worries","2012","in school","Urban Area","99","0.496725147257026","0.427945370657195","0.565504923856857"
"Some worries","2012","inadequately","Rural Area","29","","",""
"Some worries","2012","inadequately","Urban Area","73","0.468107437134229","0.391269567870631","0.544945306397828"
"Some worries","2012","middle vocational","Rural Area","2180","0.52086871142825","0.505427816925336","0.536309605931164"
"Some worries","2012","middle vocational","Urban Area","3402","0.548753270675981","0.536419397708382","0.56108714364358"
"Some worries","2012","vocational + Abi","Rural Area","169","0.465658674841885","0.412082808212043","0.519234541471728"
"Some worries","2012","vocational + Abi","Urban Area","494","0.538113930706387","0.505118572776351","0.571109288636423"
"Big worries","2013","general elemantary","Rural Area","137","0.217016610974276","0.184595711934982","0.24943751001357"
"Big worries","2013","general elemantary","Urban Area","288","0.236483097819155","0.212639183290285","0.260327012348024"
"Big worries","2013","higher education","Rural Area","327","0.248067965137986","0.224435479710785","0.271700450565187"
"Big worries","2013","higher education","Urban Area","833","0.266424682227383","0.251056857081642","0.281792507373123"
"Big worries","2013","higher vocational","Rural Area","120","0.212726844629602","0.177886372878515","0.247567316380688"
"Big worries","2013","higher vocational","Urban Area","203","0.271254418487978","0.240387355497879","0.302121481478078"
"Big worries","2013","in school","Rural Area","21","","",""
"Big worries","2013","in school","Urban Area","51","0.284017902446346","0.219036935981664","0.348998868911027"
"Big worries","2013","inadequately","Rural Area","16","","",""
"Big worries","2013","inadequately","Urban Area","31","0.183233257589148","0.115685024612315","0.250781490565981"
"Big worries","2013","middle vocational","Rural Area","892","0.247762567773118","0.233838896731028","0.261686238815209"
"Big worries","2013","middle vocational","Urban Area","1563","0.269690783299127","0.258186741843837","0.281194824754416"
