"plh0037","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(0) in school","in school","85","0.280828888617161","0.23072102821767","0.330936749016652"
"Big worries","2009","(0) in school","inadequately","","","",""
"Big worries","2009","(0) in school","general elemantary","","","",""
"Big worries","2009","(0) in school","middle vocational","","","",""
"Big worries","2009","(0) in school","vocational + Abi","","","",""
"Big worries","2009","(0) in school","higher vocational","","","",""
"Big worries","2009","(0) in school","higher education","","","",""
"Big worries","2009","(1a) inadequately completed","in school","","","",""
"Big worries","2009","(1a) inadequately completed","inadequately","34","0.238868320072792","0.165851717747379","0.311884922398205"
"Big worries","2009","(1a) inadequately completed","general elemantary","","","",""
"Big worries","2009","(1a) inadequately completed","middle vocational","9","","",""
"Big worries","2009","(1a) inadequately completed","vocational + Abi","","","",""
"Big worries","2009","(1a) inadequately completed","higher vocational","1","","",""
"Big worries","2009","(1a) inadequately completed","higher education","","","",""
"Big worries","2009","(1b) general elementary school","in school","","","",""
"Big worries","2009","(1b) general elementary school","inadequately","9","","",""
"Big worries","2009","(1b) general elementary school","general elemantary","347","0.258589035428166","0.235301004920959","0.281877065935374"
"Big worries","2009","(1b) general elementary school","middle vocational","","","",""
"Big worries","2009","(1b) general elementary school","vocational + Abi","","","",""
"Big worries","2009","(1b) general elementary school","higher vocational","","","",""
"Big worries","2009","(1b) general elementary school","higher education","","","",""
"Big worries","2009","(1c) basic vocational qualification","in school","","","",""
"Big worries","2009","(1c) basic vocational qualification","inadequately","","","",""
"Big worries","2009","(1c) basic vocational qualification","general elemantary","","","",""
"Big worries","2009","(1c) basic vocational qualification","middle vocational","1229","0.272072378545737","0.258958629811107","0.285186127280367"
"Big worries","2009","(1c) basic vocational qualification","vocational + Abi","","","",""
"Big worries","2009","(1c) basic vocational qualification","higher vocational","118","0.2995555389386","0.254666157066702","0.344444920810498"
"Big worries","2009","(1c) basic vocational qualification","higher education","","","",""
"Big worries","2009","(2b) intermediate general qualification","in school","","","",""
"Big worries","2009","(2b) intermediate general qualification","inadequately","","","",""
"Big worries","2009","(2b) intermediate general qualification","general elemantary","120","0.274455791694764","0.232472994980148","0.31643858840938"
"Big worries","2009","(2b) intermediate general qualification","middle vocational","","","",""
"Big worries","2009","(2b) intermediate general qualification","vocational + Abi","","","",""
"Big worries","2009","(2b) intermediate general qualification","higher vocational","","","",""
"Big worries","2009","(2b) intermediate general qualification","higher education","","","",""
"Big worries","2009","(2a) intermediate vocational","in school","","","",""
"Big worries","2009","(2a) intermediate vocational","inadequately","","","",""
"Big worries","2009","(2a) intermediate vocational","general elemantary","","","",""
"Big worries","2009","(2a) intermediate vocational","middle vocational","996","0.274410901913709","0.260187915100703","0.288633888726714"
"Big worries","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Big worries","2009","(2a) intermediate vocational","higher vocational","161","0.266343597435139","0.230884439980955","0.301802754889324"
"Big worries","2009","(2a) intermediate vocational","higher education","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","in school","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","middle vocational","205","0.349963056698038","0.314503295297543","0.385422818098532"
"Big worries","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Big worries","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Big worries","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Big worries","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Big worries","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Big worries","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Big worries","2009","(2c_voc) vocational maturity certificate","vocational + Abi","312","0.321218839563389","0.292321156813045","0.350116522313734"
"Big worries","2009","(2c_voc) vocational maturity certificate","higher vocational","115","0.423272011641318","0.369556254620361","0.476987768662275"
"Big worries","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Big worries","2009","(3a) lower tertiary education","in school","","","",""
"Big worries","2009","(3a) lower tertiary education","inadequately","","","",""
"Big worries","2009","(3a) lower tertiary education","general elemantary","","","",""
